#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-08-28T18:51:56 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-08-28T18:51:56	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/ApJ/861/49/table2&-out=AGC,Name,Vhel,HIflux,e_HIflux,SNR,Dist,e_Dist,logMHI,e_logMHI,HI&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_18610049
#Name: J/ApJ/861/49
#Title: ALFALFA extragalactic HI source catalog (Haynes+, 2018)
#INFO	ivoid=ivo://cds.vizier/j/apj/861/49	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/apj/861/49	    IVOID of underlying data collection
#INFO	creator=Haynes M.P.	    First author or institution
#INFO	cites=bibcode:2018ApJ...861...49H	    Article or Data origin sources
#INFO	journal=ApJ	    Journal name
#INFO	original_date=2018	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJ/861/49	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.18610049	    Dataset identifier that can be used for citation
#INFO	publication_date=2019-11-27	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJ_861_49_table2:
#Name: J/ApJ/861/49/table2
#Title: ALFALFA extragalactic HI source catalog; corrected version (August 2019)
#Column	AGC	(A6)	[1/749512] UGC/AGC number (1)	[ucd=meta.id;meta.main]
#Column	Name	(A8)	Common name of the optical counterpart	[ucd=meta.id]
#Column	Vhel	(I5)	[-430/17823] Heliocentric velocity of the HI profile midpoint	[ucd=spect.dopplerVeloc;em.line.HI]
#Column	HIflux	(F6.2)	[-7.7/999.9] HI line flux density	[ucd=phot.flux]
#Column	e_HIflux	(F5.2)	[0.02/1.2] Uncertainty in HIflux	[ucd=stat.error]
#Column	SNR	(F5.1)	[1.2/964] Ratio of peak flux to rms noise	[ucd=instr.det.noise]
#Column	Dist	(F5.1)	[0.3/259.6] Adopted distance, where applicable	[ucd=pos.distance;pos.heliocentric]
#Column	e_Dist	(F4.1)	[0/31] Uncertainty in Dist	[ucd=stat.error]
#Column	logMHI	(F5.2)	[3.7/11] log HI mass where distance has been adopted	[ucd=phys.mass]
#Column	e_logMHI	(F5.2)	[0.04/1.2] Uncertainty in logMHI	[ucd=stat.error]
#Column	HI	(I1)	[1/2] HI source code (2)	[ucd=meta.code]
AGC	Name	Vhel	HIflux	e_HIflux	SNR	Dist	e_Dist	logMHI	e_logMHI	HI
000056	433-022 	 5429	  2.56	 0.08	 18.1	 83.6	15.9	 9.62	 0.17	1
102558	        	 2963	  0.45	 0.04	  7.3	 41.7	 2.3	 8.27	 0.07	1
100043	518-011 	11930	  2.70	 0.08	 20.5	165.9	 2.2	10.24	 0.05	1
103006	        	 2119	  0.45	 0.07	  6.7	 29.8	 2.3	 7.97	 0.10	1
103601	N7840   	11266	  0.85	 0.09	  7.6	155.8	 2.3	 9.69	 0.06	1
100044	433-023 	 5411	  3.37	 0.08	 24.3	 65.5	14.0	 9.53	 0.19	1
100944	IVZw6   	12041	  1.60	 0.09	  9.7	167.2	 2.4	10.02	 0.05	1
104682	        	10554	  0.91	 0.08	  6.1	145.8	 2.2	 9.66	 0.06	1
103738	        	 6198	  0.91	 0.08	  6.0	 87.6	 2.3	 9.22	 0.06	1
103305	        	10503	  0.69	 0.04	 10.4	145.1	 2.4	 9.53	 0.05	1
000057	N   1   	 4550	 11.21	 0.10	 63.3	 74.1	15.3	10.16	 0.18	1
000058	N   3   	 3832	  0.88	 0.11	  6.3	 53.9	 2.3	 8.78	 0.08	2
102743	        	12987	  1.65	 0.10	  8.9	180.8	 2.2	10.10	 0.05	1
102623	        	10896	  1.56	 0.07	 12.6	150.8	 2.3	 9.92	 0.05	1
000060	N7831   	 5076	  6.69	 0.10	 33.2	 75.2	15.0	 9.95	 0.18	1
103739	        	 5602	  0.95	 0.06	  9.6	 79.1	 2.3	 9.15	 0.06	1
000059	N   2   	 7559	  2.23	 0.10	 11.5	103.2	 2.4	 9.75	 0.05	1
103741	        	12990	  3.45	 0.15	 11.0	180.5	 2.2	10.42	 0.05	1
104526	        	10499	  0.80	 0.06	  8.3	145.4	 2.4	 9.60	 0.06	1
104578	        	 5055	  0.77	 0.07	  6.1	 71.5	 2.2	 8.97	 0.06	1
100045	Eder Dw 	 4862	  1.95	 0.06	 19.8	 68.7	 2.4	 9.34	 0.05	1
102744	        	 7516	  1.23	 0.08	  8.6	102.6	 2.2	 9.48	 0.06	2
102745	        	 4606	  0.71	 0.06	  6.8	 65.0	 2.4	 8.85	 0.07	1
101912	        	11508	  0.49	 0.06	  5.0	159.3	 2.2	 9.47	 0.07	2
102559	        	 7518	  1.01	 0.07	  8.2	102.6	 2.2	 9.40	 0.06	1
748779	        	  850	  0.34	 0.03	  6.5	 12.4	 2.3	 7.09	 0.17	1
000063	518-013 	  441	  3.38	 0.04	 67.3	  7.5	 2.2	 7.65	 0.25	1
100049	456-032 	 7798	  1.69	 0.12	  7.3	106.4	 2.3	 9.65	 0.06	2
105299	M+201020	 6483	  1.38	 0.09	  8.1	 87.5	 2.2	 9.40	 0.06	1
000065	N7836   	 4893	  1.33	 0.11	  6.5	 68.9	 4.3	 9.17	 0.08	1
104565	        	 3143	  0.30	 0.04	  6.6	 44.2	 2.4	 8.14	 0.09	1
104528	        	14071	  0.84	 0.07	  7.6	196.5	 2.3	 9.88	 0.06	1
103602	        	 6404	  0.97	 0.07	  8.0	 86.4	 2.2	 9.23	 0.06	1
100051	433-025 	13632	  0.77	 0.08	  5.6	189.7	 2.4	 9.81	 0.06	2
101913	        	 5437	  0.77	 0.06	  7.3	 76.9	 2.3	 9.03	 0.06	1
105105	        	11499	  1.41	 0.10	  8.3	159.2	 2.4	 9.93	 0.05	1
104579	        	10447	  1.51	 0.10	  8.3	144.6	 2.2	 9.87	 0.05	1
104712	        	 8070	  1.66	 0.13	  7.0	110.3	 2.2	 9.68	 0.06	1
102560	        	11707	  1.81	 0.08	 13.8	162.4	 2.3	10.05	 0.05	1
729546	        	11254	  1.46	 0.10	  9.0	155.7	 2.4	 9.92	 0.05	1
100779	comp    	 5082	  0.53	 0.07	  4.5	 68.9	 4.3	 8.77	 0.09	2
000066	408-036 	 6416	  2.82	 0.11	 14.0	 86.5	 2.3	 9.70	 0.05	1
000069	478-030 	 4637	  7.72	 0.08	 54.7	 44.1	 8.9	 9.55	 0.18	1
103007	        	 6016	  1.62	 0.09	 10.4	 85.1	 2.2	 9.44	 0.05	1
000067	408-037 	11828	  2.45	 0.15	  7.4	163.9	 2.3	10.19	 0.05	1
100950	        	 5121	  0.60	 0.06	  7.1	 72.3	 2.4	 8.87	 0.07	1
100053	499-052 	13145	  1.45	 0.10	  8.2	183.1	 2.3	10.06	 0.05	1
101097	        	 4950	  1.61	 0.07	 12.0	 75.5	15.3	 9.33	 0.18	1
100952	        	10406	  0.69	 0.06	  7.2	144.1	 2.3	 9.53	 0.06	1
100055	456-033 	12622	  1.55	 0.06	 15.1	175.3	 2.3	10.05	 0.05	1
103014	        	 5116	  1.34	 0.10	  7.4	 72.2	 2.3	 9.22	 0.06	1
103308	        	 6648	  0.65	 0.06	  6.2	 90.1	 2.3	 9.09	 0.06	2
101918	        	 5200	  1.25	 0.07	 11.1	 73.4	 2.3	 9.20	 0.06	1
101920	        	12105	  0.49	 0.06	  4.7	167.9	 2.3	 9.51	 0.07	2
101919	        	 5603	  0.53	 0.07	  4.4	 79.2	 2.4	 8.89	 0.08	2
000075	N  14   	  855	 17.99	 0.08	170.7	  5.7	 1.1	 8.14	 0.17	1
000074	N  12   	 3932	  3.54	 0.09	 22.8	 55.3	 2.3	 9.41	 0.06	1
000077	N  13   	 4820	  3.27	 0.16	 10.2	 59.4	12.3	 9.43	 0.19	1
101812	        	 1917	  3.15	 0.06	 31.5	 27.0	 2.3	 8.73	 0.09	1
103603	        	 5076	  1.27	 0.08	  9.1	 71.6	 2.3	 9.19	 0.06	1
000076	M+401029	 4583	  3.65	 0.08	 25.6	 65.5	12.5	 9.57	 0.17	1
000078	N   9   	 4534	  3.01	 0.07	 23.7	 64.0	 2.3	 9.46	 0.05	1
102561	        	 4405	  0.93	 0.06	 10.0	 62.1	 2.3	 8.93	 0.06	1
000079	478-032 	 4336	  5.95	 0.08	 41.2	 67.6	13.6	 9.81	 0.18	1
101923	        	 8306	  0.78	 0.07	  5.7	113.6	 2.3	 9.37	 0.06	2
102624	        	 1393	  0.71	 0.07	  6.1	 19.9	 2.2	 7.82	 0.11	1
000081	433-028 	 6682	  5.14	 0.10	 26.6	 90.4	 2.3	10.00	 0.05	1
100056	433-027 	10898	  1.36	 0.11	  7.6	150.6	 2.3	 9.86	 0.06	1
104530	        	 6315	  0.94	 0.06	  9.9	 89.8	 2.2	 9.25	 0.06	1
103747	        	 8028	  1.25	 0.09	  7.9	109.6	 2.3	 9.55	 0.06	1
101925	        	16840	  1.40	 0.10	  7.9	235.5	 2.2	10.26	 0.05	1
105300	        	 9193	  0.95	 0.07	  8.1	126.2	 2.4	 9.55	 0.06	1
105302	        	 6693	  1.33	 0.09	  8.4	 90.5	 2.3	 9.41	 0.06	1
105444	        	12452	  1.36	 0.09	 10.2	172.8	 2.2	 9.98	 0.05	1
101782	FGC  12 	15163	  1.71	 0.11	  9.1	211.9	 2.2	10.26	 0.05	1
105380	        	11747	  1.35	 0.09	  8.6	162.7	 2.2	 9.93	 0.05	1
105303	        	 6434	  2.82	 0.09	 19.8	 86.8	 2.3	 9.70	 0.05	1
102562	        	11693	  1.47	 0.08	  9.6	162.2	 2.4	 9.96	 0.05	1
101927	        	11048	  0.41	 0.05	  4.5	152.8	 2.2	 9.35	 0.07	2
102625	        	 4642	  1.14	 0.06	 11.0	 65.5	 2.3	 9.06	 0.06	1
103748	        	11816	  5.28	 0.11	 24.5	163.7	 2.2	10.52	 0.05	1
101928	        	13261	  1.30	 0.10	  7.1	184.4	 2.2	10.02	 0.06	1
100956	        	13016	  2.25	 0.18	  7.0	180.8	 2.3	10.24	 0.06	1
000086	N  22   	 8312	  3.82	 0.11	 18.5	114.0	 2.1	10.07	 0.05	1
102902	M+501037	10560	  1.24	 0.07	 12.7	146.1	 2.1	 9.79	 0.05	1
000088	408-039a	 4105	  0.86	 0.08	  5.9	 57.7	 2.4	 8.83	 0.07	2
100062	433-029 	  869	  1.75	 0.05	 25.2	 12.7	 2.3	 7.82	 0.16	1
103604	        	 5522	  1.82	 0.10	 10.5	 78.0	 2.4	 9.42	 0.06	1
000089	N  23   	 4569	  7.35	 0.11	 35.5	 53.7	10.6	 9.70	 0.18	1
101930	        	13496	  0.65	 0.07	  5.5	187.7	 2.3	 9.73	 0.06	2
102746	        	 6840	  1.51	 0.08	 11.0	 93.0	 2.3	 9.49	 0.05	1
000092	499-059 	 8171	  3.86	 0.06	 42.8	112.0	 2.3	10.06	 0.05	1
000090	        	  906	  1.04	 0.05	 11.3	 13.2	 2.3	 7.63	 0.16	1
000091	499-058 	 8203	  4.50	 0.13	 18.7	112.4	 2.3	10.13	 0.05	1
103605	        	11629	  1.31	 0.09	  8.7	161.0	 2.5	 9.90	 0.05	1
102350	M+001031	11725	  1.05	 0.12	  5.0	162.4	 2.3	 9.81	 0.07	2
103610	        	 6651	  1.29	 0.08	  9.2	 89.9	 2.4	 9.39	 0.06	1
105381	        	12956	  2.51	 0.10	 14.7	180.0	 2.3	10.28	 0.05	1
000093	499-060 	 4952	 10.66	 0.11	 54.6	 70.0	 2.3	10.09	 0.05	1
102563	        	 7321	  1.05	 0.07	  8.7	 99.8	 2.2	 9.39	 0.06	1
102747	        	13759	  1.10	 0.08	  7.9	191.9	 2.3	 9.98	 0.05	1
101063	        	 8051	  1.28	 0.10	  8.5	110.3	 2.2	 9.56	 0.06	2
100064	433-030 	11478	  1.82	 0.10	  9.7	158.9	 2.3	10.03	 0.05	1
000095	499-062 	 7852	  5.75	 0.13	 23.3	107.4	 2.2	10.19	 0.05	1
101931	        	 5461	  1.11	 0.09	  6.8	 77.2	 2.4	 9.19	 0.06	1
000094	N  26   	 4592	 10.78	 0.11	 54.8	 68.5	14.9	10.08	 0.19	1
000096	N  27   	 7022	  2.63	 0.12	 12.0	 95.6	 2.2	 9.75	 0.05	1
101932	        	 8302	  0.96	 0.08	  6.8	113.5	 2.2	 9.46	 0.06	1
102626	        	14676	  1.16	 0.07	 10.6	204.8	 2.3	10.06	 0.05	1
000097	499-064 	 8125	  4.70	 0.15	 14.2	111.3	 2.4	10.14	 0.05	1
102353	        	11565	  1.21	 0.10	  7.2	160.1	 2.3	 9.86	 0.06	1
102627	        	11554	  1.18	 0.09	  9.1	160.2	 2.2	 9.85	 0.06	1
100066	456-036 	10441	  1.68	 0.09	 10.2	144.1	 2.3	 9.91	 0.05	1
104683	        	 6422	  0.70	 0.05	  8.0	 86.8	 2.1	 9.09	 0.06	1
101933	        	11293	  0.94	 0.10	  5.2	156.3	 2.3	 9.73	 0.06	2
102628	        	10214	  1.87	 0.07	 16.7	141.0	 2.2	 9.94	 0.05	1
400136	382-029 	11634	  2.18	 0.09	 12.9	161.1	 2.3	10.13	 0.05	1
000098	N  21   	 4789	  4.89	 0.10	 26.4	 63.4	13.1	 9.67	 0.18	1
100068	518-017 	 6157	  2.63	 0.06	 29.2	 87.5	 2.4	 9.68	 0.05	1
000099	M+201023	 1739	  9.90	 0.05	112.1	 24.5	 2.3	 9.15	 0.09	1
000100	N  29   	 4769	  9.22	 0.13	 37.8	 68.8	 4.2	10.01	 0.07	1
102564	        	11720	  2.67	 0.11	 13.8	162.6	 2.3	10.22	 0.05	1
103611	        	11873	  1.47	 0.08	 11.6	164.5	 2.2	 9.97	 0.05	1
000101	478-037a	10230	  3.97	 0.10	 19.4	141.3	 2.2	10.27	 0.05	1
101934	        	11016	  1.86	 0.12	  8.4	152.3	 2.4	10.01	 0.05	1
103974	        	 7944	  0.99	 0.09	  7.5	108.5	 2.2	 9.44	 0.06	1
103309	        	 1766	  1.57	 0.07	 11.4	 25.0	 2.1	 8.36	 0.09	1
000102	499-069 	 6788	  1.75	 0.10	  9.2	 92.3	 2.3	 9.55	 0.05	1
104531	        	14234	  1.45	 0.09	  9.1	198.9	 2.2	10.13	 0.05	1
103976	        	12520	  1.16	 0.09	  7.0	173.9	 2.3	 9.92	 0.06	1
104684	        	 6220	  0.73	 0.05	  8.7	 88.1	 2.5	 9.13	 0.06	1
100072	382-030 	12749	  2.14	 0.15	  7.4	177.1	 2.3	10.20	 0.05	1
748780	        	11146	  1.38	 0.09	  8.5	154.2	 2.4	 9.89	 0.05	1
103310	        	 7645	  0.87	 0.07	  6.6	104.3	 2.2	 9.35	 0.06	1
103752	        	 5679	  1.86	 0.07	 14.7	 80.2	 2.3	 9.45	 0.05	1
101772	AHISS   	  802	  1.08	 0.04	 18.4	 11.7	 2.2	 7.54	 0.17	1
102748	        	12998	  1.13	 0.09	  6.6	181.0	 2.4	 9.94	 0.06	1
100073	499-070 	 8120	  1.72	 0.10	  9.6	111.3	 2.3	 9.70	 0.05	1
102629	        	14827	  2.15	 0.17	  6.9	206.9	 2.3	10.34	 0.06	1
102565	        	11804	  1.17	 0.09	  7.4	163.8	 2.2	 9.87	 0.06	1
000105	499-071 	 8055	  1.97	 0.10	 10.9	110.3	 2.3	 9.75	 0.05	1
105382	        	12864	  1.64	 0.12	  7.5	178.7	 2.3	10.09	 0.05	1
104327	        	 5008	  0.52	 0.04	  9.2	 70.8	 2.2	 8.79	 0.06	1
102320	UM 20   	11736	  1.38	 0.11	  7.3	162.6	 2.3	 9.93	 0.06	1
000106	N  36   	 6027	  8.66	 0.15	 29.4	 69.8	13.6	10.00	 0.17	1
102903	        	 7877	  0.61	 0.05	  8.7	107.8	 2.5	 9.22	 0.06	1
101105	        	 7394	  1.85	 0.10	 10.0	100.9	 2.5	 9.65	 0.05	1
103977	F539-V01	 7918	  3.05	 0.08	 21.0	108.2	 2.2	 9.92	 0.05	1
104685	        	 4364	  1.35	 0.07	 11.5	 61.5	 2.4	 9.08	 0.06	1
103312	M+401036	 7579	  2.43	 0.04	 41.2	103.3	 2.3	 9.79	 0.05	1
101935	        	16969	  0.67	 0.08	  5.3	237.4	 2.4	 9.95	 0.07	2
102682	        	10474	  0.81	 0.06	  7.3	144.8	 2.3	 9.60	 0.06	1
102749	        	 4612	  0.84	 0.06	  8.0	 65.0	 2.3	 8.92	 0.06	1
000107	        	 7437	  1.59	 0.10	  8.5	101.5	 2.2	 9.59	 0.05	1
101937	        	 5197	  0.63	 0.07	  5.2	 73.3	 2.5	 8.90	 0.07	2
000108	499-072 	 7912	  0.92	 0.08	  6.0	108.3	 2.4	 9.41	 0.06	2
103429	        	 3967	  1.57	 0.09	 10.3	 55.7	 2.4	 9.06	 0.06	1
105385	        	12886	  1.57	 0.13	  6.7	179.0	 2.1	10.07	 0.06	1
103612	        	 9731	  0.96	 0.08	  7.6	133.9	 2.4	 9.61	 0.06	1
104532	        	 4966	  0.51	 0.04	  7.8	 70.2	 2.2	 8.77	 0.06	1
104687	F538-08 	 7833	  0.96	 0.06	 10.9	107.0	 2.3	 9.41	 0.05	1
100078	478-038a	 7558	  3.21	 0.10	 16.6	103.1	 2.3	 9.90	 0.05	1
000110	478-039 	 4507	  3.30	 0.07	 26.4	 55.0	10.9	 9.37	 0.18	1
100079	478-040 	10753	  3.63	 0.10	 19.8	148.8	 2.3	10.28	 0.05	1
102750	        	12935	  0.62	 0.05	  7.9	180.1	 2.4	 9.68	 0.06	1
100080	499-074 	 7396	  2.14	 0.11	 11.5	100.9	 2.4	 9.71	 0.05	1
000111	433-033 	 6347	  4.60	 0.09	 28.5	 65.2	12.6	 9.66	 0.17	1
100081	499-075 	 7578	  1.84	 0.13	  6.9	103.5	 2.4	 9.67	 0.06	1
101813	        	 1902	  0.33	 0.04	  4.7	 26.7	 2.2	 7.74	 0.10	2
102751	        	 4790	  0.60	 0.05	  8.9	 67.6	 2.4	 8.81	 0.06	1
000113	478-041 	 7616	  4.34	 0.13	 16.2	103.9	 2.3	10.04	 0.05	1
105042	        	 8139	  2.23	 0.08	 15.0	111.3	 2.2	 9.81	 0.05	1
100083	        	 7160	  2.11	 0.08	 15.0	 97.5	 2.2	 9.67	 0.05	1
000114	N  39   	 4856	  3.71	 0.09	 24.7	 67.6	 4.3	 9.60	 0.07	1
105043	        	10617	  0.87	 0.08	  6.0	146.6	 2.2	 9.64	 0.06	1
102752	        	 6572	  2.22	 0.09	 14.9	 89.3	 2.4	 9.62	 0.05	1
103313	        	 6095	  0.65	 0.05	  9.3	 86.3	 2.3	 9.06	 0.06	1
101941	        	13253	  1.21	 0.09	  7.6	184.3	 2.3	 9.99	 0.06	1
101942	        	 5641	  0.92	 0.06	 10.6	 79.7	 2.3	 9.14	 0.06	1
101203	        	 6872	  0.70	 0.06	  6.8	 93.5	 2.4	 9.16	 0.06	1
104713	        	 7329	  1.09	 0.09	  6.9	 99.7	 2.3	 9.41	 0.06	1
103314	        	11862	  1.25	 0.08	  8.1	164.6	 2.4	 9.90	 0.05	1
401274	        	11851	  4.38	 0.07	 39.3	164.3	 2.3	10.44	 0.05	1
101809	M+001040	11806	  2.54	 0.11	 12.9	163.6	 2.3	10.20	 0.05	1
101228	        	 6815	  0.78	 0.07	  5.8	 92.7	 2.3	 9.20	 0.06	2
000116	408-041 	 8479	  3.80	 0.09	 23.5	116.0	 2.2	10.08	 0.05	1
104219	        	 2318	  0.46	 0.05	  7.0	 32.4	 2.3	 8.06	 0.09	1
101943	        	10920	  0.96	 0.08	  6.8	151.0	 2.4	 9.71	 0.06	1
104272	        	 1962	  3.30	 0.07	 28.4	 27.6	 2.3	 8.77	 0.09	1
102359	        	11962	  1.34	 0.12	  6.4	165.8	 2.3	 9.94	 0.06	2
101845	        	10414	  1.17	 0.09	  7.8	144.1	 2.4	 9.76	 0.06	1
102302	F608-V01	 1830	  3.93	 0.07	 35.3	 25.7	 2.3	 8.79	 0.09	1
100086	N  41   	 5974	  1.67	 0.10	  8.9	 87.9	17.5	 9.48	 0.18	1
102904	        	 7569	  2.14	 0.08	 14.6	103.4	 2.4	 9.73	 0.05	1
000117	499-078 	 4759	  7.16	 0.10	 38.1	 67.1	 2.3	 9.88	 0.05	1
100087	F538-11 	 5513	  0.72	 0.05	 12.7	 77.9	 2.2	 9.01	 0.06	1
105049	        	10614	  1.41	 0.10	  8.4	146.6	 2.3	 9.85	 0.05	1
103753	        	17240	  1.12	 0.06	 13.4	241.2	 2.3	10.19	 0.05	1
102321	        	10882	  0.60	 0.06	  6.0	150.4	 2.1	 9.50	 0.06	2
103316	        	 6478	  1.73	 0.08	 11.1	 87.6	 2.2	 9.50	 0.05	1
000119	433-034 	 2026	  7.65	 0.07	 79.0	 28.4	 2.4	 9.16	 0.09	1
100089	456-038a	12454	  1.76	 0.08	 13.2	172.9	 2.2	10.09	 0.05	1
103613	        	10678	  2.05	 0.11	 11.0	147.5	 2.3	10.02	 0.05	1
104688	        	 4341	  1.01	 0.09	  6.3	 61.1	 2.5	 8.95	 0.07	1
748781	        	10960	  0.96	 0.07	  8.0	151.5	 2.3	 9.72	 0.06	1
105044	        	 8207	  0.89	 0.06	  9.7	112.2	 2.3	 9.42	 0.06	1
102630	        	 6238	  0.81	 0.05	 10.4	 88.4	 2.2	 9.17	 0.06	1
101830	F409-19 	 6976	  0.44	 0.08	  3.5	 95.0	 2.3	 8.97	 0.09	2
104580	        	 4740	  1.16	 0.08	  7.7	 66.9	 2.3	 9.09	 0.06	1
102632	        	 6684	  1.28	 0.08	  9.2	 90.6	 2.2	 9.39	 0.06	1
000122	456-039 	  853	 14.78	 0.06	139.4	 12.6	 4.4	 8.74	 0.31	1
103755	        	11508	  1.83	 0.12	  9.5	159.3	 2.3	10.04	 0.05	1
105045	        	 8213	  2.81	 0.08	 19.3	112.3	 2.3	 9.92	 0.05	1
101944	        	16958	  1.30	 0.09	  8.0	237.2	 2.2	10.24	 0.05	1
102366	        	11881	  0.77	 0.08	  5.4	164.7	 2.2	 9.69	 0.06	2
103614	        	 5459	  0.95	 0.05	 12.7	 77.0	 2.1	 9.12	 0.05	1
000123	I   4   	 5018	  3.48	 0.11	 21.0	 73.6	 4.1	 9.65	 0.07	1
748782	        	11024	  0.93	 0.08	  7.2	152.5	 2.2	 9.71	 0.06	1
100961	        	13293	  1.96	 0.15	  7.3	184.8	 2.3	10.20	 0.06	1
100726	FGC5a   	 1944	  3.48	 0.07	 32.1	 27.3	 2.3	 8.79	 0.09	1
105304	        	11486	  1.33	 0.10	  7.6	159.0	 2.4	 9.90	 0.06	1
105100	        	 7820	  1.24	 0.09	  7.8	106.7	 2.2	 9.52	 0.06	1
101137	        	 3971	  0.39	 0.04	  5.9	 55.7	 2.3	 8.45	 0.07	2
103615	        	11502	  1.34	 0.09	  8.9	159.2	 2.4	 9.90	 0.05	1
100090	499-081 	 7134	  2.55	 0.12	 11.1	 97.2	 2.3	 9.75	 0.05	1
101787	FGC  22 	13831	  2.06	 0.14	  8.3	192.5	 2.3	10.25	 0.05	1
103760	        	11806	  0.84	 0.07	  7.5	163.6	 2.3	 9.72	 0.06	1
102905	        	 7399	  0.62	 0.04	 11.1	101.0	 2.3	 9.17	 0.06	1
000128	M+601019	 4535	 11.63	 0.07	 98.1	 63.9	 2.5	10.05	 0.05	1
105445	        	 3462	  1.32	 0.08	  8.9	 48.5	 2.3	 8.86	 0.07	1
102753	        	 5088	  1.01	 0.06	  9.0	 71.8	 2.3	 9.09	 0.06	1
103430	        	 9703	  1.88	 0.10	  9.8	133.6	 2.4	 9.90	 0.05	1
100092	        	 1703	  0.48	 0.03	  8.8	 23.9	 2.3	 7.81	 0.10	1
101947	        	 5557	  0.67	 0.07	  4.8	 78.5	 2.2	 8.99	 0.07	2
101948	        	12813	  0.69	 0.09	  4.3	178.0	 2.3	 9.71	 0.07	2
000129	382-034 	11843	  1.34	 0.10	  7.3	164.1	 2.4	 9.93	 0.06	1
100093	499-082 	 6947	  0.97	 0.06	 11.0	 94.5	 2.2	 9.31	 0.05	1
000127	M+401042	 4683	  8.74	 0.08	 58.4	 66.0	 2.3	 9.95	 0.05	1
102633	Spit98  	 6181	  1.53	 0.07	 12.9	 87.6	 2.2	 9.44	 0.05	1
103364	456-04a 	 5177	  0.95	 0.07	  7.8	 73.0	 2.3	 9.08	 0.06	1
000132	433-036 	 1678	  4.44	 0.08	 30.4	 23.6	 2.3	 8.76	 0.09	1
000135	        	 5833	  1.76	 0.09	 11.1	 73.8	14.9	 9.35	 0.18	1
100097	Eder Dw 	 7056	  1.20	 0.08	  9.5	 96.1	 2.3	 9.42	 0.06	1
101788	FGC  25 	13234	  1.68	 0.15	  5.7	184.0	 2.3	10.13	 0.06	2
101814	        	 1948	  0.41	 0.05	  6.2	 27.3	 2.4	 7.86	 0.10	2
103418	        	 2439	  3.70	 0.08	 25.5	 34.0	 2.3	 9.00	 0.07	1
101636	KKH  1  	 7977	  0.96	 0.07	  7.8	109.3	 2.4	 9.43	 0.06	1
100099	433-037 	11534	  1.23	 0.11	  6.0	159.7	 2.3	 9.87	 0.06	2
103433	UM218   	11621	  1.57	 0.12	  6.8	161.0	 2.2	 9.98	 0.06	1
102906	        	 5316	  0.85	 0.05	 11.3	 75.1	 2.3	 9.05	 0.06	1
100753	MK1138  	 5462	  1.84	 0.09	 12.4	 77.0	 2.2	 9.41	 0.05	1
103761	        	 3539	  3.83	 0.07	 30.5	 49.6	 2.3	 9.35	 0.06	1
000140	N  52   	 5399	  4.33	 0.13	 14.4	 76.2	 2.1	 9.77	 0.05	1
101951	        	12851	  0.91	 0.09	  5.7	178.5	 2.2	 9.83	 0.06	2
101646	408-042 	12607	  2.10	 0.12	  9.7	175.0	 2.3	10.18	 0.05	1
103722	PiscesA 	  235	  1.80	 0.04	 33.1	  4.1	 2.1	 6.86	 0.45	1
102722	        	 3518	  4.95	 0.05	 53.4	 49.3	 2.2	 9.45	 0.06	1
100101	478-045 	 7358	  3.83	 0.07	 30.2	100.3	 2.2	 9.96	 0.05	1
748783	        	 5543	  0.96	 0.07	  7.4	 78.2	 2.2	 9.14	 0.06	1
102566	        	 7384	  2.34	 0.05	 27.1	100.7	 2.3	 9.75	 0.05	1
105046	        	 8334	  1.27	 0.09	  8.6	114.0	 2.2	 9.59	 0.06	1
100103	456-043 	17017	  3.64	 0.14	 13.6	238.1	 2.2	10.69	 0.05	2
102375	        	 2567	  0.56	 0.05	  8.7	 35.8	 2.3	 8.23	 0.08	1
103290	        	12963	  1.34	 0.11	  7.1	180.1	 2.2	10.01	 0.06	1
100105	Eder Dw 	 6894	  0.46	 0.05	  5.4	 93.8	 2.2	 8.98	 0.07	2
105047	        	 5692	  0.83	 0.06	  9.4	 80.4	 2.1	 9.10	 0.06	1
104273	        	 2270	  0.52	 0.04	  7.2	 31.8	 2.3	 8.09	 0.08	1
000143	M+101046	13316	  1.30	 0.09	  7.9	185.2	 2.3	10.02	 0.05	1
101205	        	 6771	  1.03	 0.08	  7.7	 94.3	 4.3	 9.33	 0.07	1
101954	        	 8437	  1.62	 0.07	 11.9	115.5	 2.4	 9.71	 0.05	1
748784	        	12446	  1.21	 0.09	  7.2	172.8	 2.2	 9.93	 0.06	1
103435	        	 2048	  0.99	 0.05	 14.5	 28.5	 2.3	 8.28	 0.09	1
