#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-04T04:22:15 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-04T04:22:15	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/A%2bA/534/A109/mcxc&-out=**&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_35340109
#Name: J/A+A/534/A109
#Title: MCXC Meta-Catalogue X-ray galaxy Clusters (Piffaretti+, 2011)
#INFO	ivoid=ivo://cds.vizier/j/a+a/534/a109	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/534/a109	    IVOID of underlying data collection
#INFO	creator=Piffaretti R.	    First author or institution
#INFO	cites=bibcode:2011A&A...534A.109P	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2011	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/534/A109	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.35340109	    Dataset identifier that can be used for citation
#INFO	publication_date=2017-09-19	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_A_A_534_A109_mcxc:
#Name: J/A+A/534/A109/mcxc
#Title: MCXC catalogue (table2 of the paper)
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	MCXC	(A12)	MCXC name (JHHMM.m+DDMM)	[ucd=meta.id;meta.main]
#Column	OName	(a18)	Other name	[ucd=meta.id]
#Column	AName	(a54)	Alternative name	[ucd=meta.id]
#Column	RAJ2000	(A10)	Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A9)	Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	z	(F7.4)	Redshift	[ucd=src.redshift]
#Column	Cat	(a12)	Catalogue name	[ucd=meta.id;meta.table]
#Column	Sub-Cat	(a12)	Sub-catalogue name	[ucd=meta.id;meta.dataset]
#Column	Scale	(F6.3)	Scale	[ucd=instr.scale]
#Column	L500	(F9.6)	X-ray luminosity in 10^44^erg/s (1)	[ucd=phys.luminosity;em.X-ray]
#Column	M500	(F7.4)	Total mass (1)	[ucd=phys.mass]
#Column	R500	(F7.4)	Characteristic radius (1)	[ucd=phys.size.radius]
#Column	Notes	(a42)	Notes (losStr = line of sight structure)	[ucd=meta.note]
#Column	Cat1	(a12)	First overlapped catalog	[ucd=meta.id;meta.dataset]
#Column	Cat2	(a12)	Second overlapped catalog	[ucd=meta.id;meta.dataset]
#Column	Cat3	(a12)	Third overlapped catalog	[ucd=meta.id;meta.dataset]
#Column	Cat4	(a12)	Fourth overlapped catalog	[ucd=meta.id;meta.dataset]
#Column	L500r1	(F6.3)	? Luminosity ratio L_500_/L_(500,MCXC)_ for first catalogue overlapped	[ucd=phys.luminosity;arith.ratio]
#Column	L500r2	(F6.3)	? Luminosity ratio L_500_/L_(500,MCXC)_ for second catalogue overlapped	[ucd=phys.luminosity;arith.ratio]
#Column	L500r3	(F6.3)	? Luminosity ratio L_500_/L_(500,MCXC)_ for third catalogue overlapped	[ucd=phys.luminosity;arith.ratio]
#Column	L500r4	(F6.3)	? Luminosity ratio L_500_/L_(500,MCXC)_ for fourth catalogue overlapped	[ucd=phys.luminosity;arith.ratio]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
recno	MCXC	OName	AName	RAJ2000	DEJ2000	z	Cat	Sub-Cat	Scale	L500	M500	R500	Notes	Cat1	Cat2	Cat3	Cat4	L500r1	L500r2	L500r3	L500r4	Simbad
      83	J0057.8-6648	RXCJ0057.8-6648   	S0112                                                 	00 57 48.1	-66 48 44	 0.0661	NORAS/REFLEX	REFLEX      	 1.268	 0.734662	 1.6195	 0.8116	                                          	            	            	            	            	      	      	      	      	Simbad
      84	J0058.4-1425	RXC J0058.4-1425  	A0123                                                 	00 58 28.2	-14 25 39	 0.0957	SGP         	SGP         	 1.774	 0.429935	 1.1444	 0.7160	                                          	            	            	            	            	      	      	      	      	Simbad
      85	J0058.9+2657	RXC J0058.9+2657  	RXJ0058.9+2657                                        	00 58 54.2	+26 57 02	 0.0451	NORAS/REFLEX	NORAS       	 0.887	 0.233877	 0.8174	 0.6505	                                          	BCS         	            	            	            	 0.822	      	      	      	Simbad
      86	J0102.7-2152	RXCJ0102.7-2152   	A0133                                                 	01 02 42.1	-21 52 25	 0.0569	NORAS/REFLEX	REFLEX      	 1.103	 1.460216	 2.4774	 0.9379	                                          	SGP         	            	            	            	 0.892	      	      	      	Simbad
      87	J0104.5-2400	RXC J0104.5-2400  	A0140                                                 	01 04 35.0	-24 00 00	 0.1603	SGP         	SGP         	 2.762	 1.395406	 2.2394	 0.8762	                                          	            	            	            	            	      	      	      	      	Simbad
      88	J0105.0+0201	RXC J0105.0+0201  	IC 1613                                               	01 05 02.3	+02 01 48	 0.1967	NORAS/REFLEX	NORAS       	 3.257	 2.542970	 3.1424	 0.9686	                                          	            	            	            	            	      	      	      	      	Simbad
      89	J0105.1+3311	MS0102.3+3255     	                                                      	01 05 07.0	+33 11 23	 0.0800	EMSS        	EMSS_1994   	 1.510	 0.645160	 1.4819	 0.7844	                                          	            	            	            	            	      	      	      	      	Simbad
      90	J0105.5-2439	RXCJ0105.5-2439   	A0141                                                 	01 05 34.8	-24 39 17	 0.2300	NORAS/REFLEX	REFLEX      	 3.674	 5.160525	 4.7167	 1.0959	                                          	SGP         	            	            	            	 0.956	      	      	      	Simbad
      91	J0106.8+0103	RXC J0106.8+0103  	ZwCl348                                               	01 06 50.3	+01 03 17	 0.2537	NORAS/REFLEX	NORAS       	 3.953	 5.363201	 4.7410	 1.0884	C                                         	eBCS        	            	            	            	 1.128	      	      	      	Simbad
      92	J0106.8-0229	RXCJ0106.8-0229   	A0145                                                 	01 06 52.4	-02 29 24	 0.1909	NORAS/REFLEX	REFLEX      	 3.181	 2.779734	 3.3322	 0.9897	                                          	SGP         	            	            	            	 0.992	      	      	      	Simbad
      93	J0106.9+3209	BVH2007 8         	                                                      	01 06 59.0	+32 09 30	 0.1120	400SD       	400SD_SER   	 2.037	 0.210839	 0.7326	 0.6138	                                          	            	            	            	            	      	      	      	      	Simbad
      94	J0107.4+3227	IV Zw 038         	IV Zw 038                                             	01 07 28.3	+32 27 43	 0.0170	BCS         	BCS         	 0.346	 0.069455	 0.3972	 0.5159	                                          	            	            	            	            	      	      	      	      	Simbad
      95	J0107.7+5408	RXC J0107.7+5408  	ZwCl 0104.9+5350                                      	01 07 47.8	+54 08 31	 0.1066	CIZA        	CIZAI       	 1.951	 2.801329	 3.5609	 1.0415	                                          	            	            	            	            	      	      	      	      	Simbad
      96	J0107.8-3643	RXCJ0107.8-3643   	A2871                                                 	01 07 49.1	-36 43 38	 0.1186	NORAS/REFLEX	REFLEX      	 2.141	 1.156778	 2.0589	 0.8642	                                          	SGP         	            	            	            	 0.972	      	      	      	Simbad
      97	J0108.0+7558	RXC J0108.0+7558  	                                                      	01 08 01.1	+75 58 40	 0.0960	CIZA        	CIZAI       	 1.779	 1.561498	 2.5121	 0.9304	                                          	            	            	            	            	      	      	      	      	Simbad
      98	J0108.1+0210	RXCJ0108.1+0210   	A0147                                                 	01 08 11.5	+02 10 34	 0.0436	NORAS/REFLEX	REFLEX      	 0.859	 0.192363	 0.7263	 0.6257	                                          	SGP         	BCS         	            	            	 0.959	 1.275	      	      	Simbad
      99	J0108.5-4020	RXC J0108.5-4021  	A2874                                                 	01 08 33.2	-40 21 00	 0.1408	SGP         	SGP         	 2.479	 1.389498	 2.2658	 0.8856	                                          	            	            	            	            	      	      	      	      	Simbad
     100	J0108.8-1524	RXCJ0108.8-1524   	A0151N                                                	01 08 50.1	-15 24 36	 0.0533	NORAS/REFLEX	REFLEX      	 1.038	 0.491051	 1.2778	 0.7530	B,losStr                                  	SGP         	            	            	            	 0.861	      	      	      	Simbad
     101	J0108.9-1537	RXCJ0108.9-1537   	A0151S                                                	01 08 55.2	-15 37 44	 0.0970	NORAS/REFLEX	REFLEX      	 1.795	 0.815085	 1.6888	 0.8148	B                                         	SGP         	            	            	            	 0.947	      	      	      	Simbad
     102	J0110.0-4555	RXCJ0110.0-4555   	A2877                                                 	01 10 00.4	-45 55 22	 0.0238	NORAS/REFLEX	REFLEX      	 0.480	 0.181484	 0.7103	 0.6249	L,losStr                                  	SGP         	            	            	            	 0.962	      	      	      	Simbad
     103	J0110.0+1358	RXC J0110.0+1358  	A0152                                                 	01 10 05.5	+13 58 49	 0.0581	NORAS/REFLEX	NORAS       	 1.125	 0.075898	 0.4079	 0.5139	                                          	            	            	            	            	      	      	      	      	Simbad
     104	J0110.3+1938	RX J0110.3+1938   	VMF98 8                                               	01 10 18.0	+19 38 23	 0.3170	160SD       	160SD       	 4.626	 0.362004	 0.8715	 0.6045	WARPS2                                    	WARPSII     	            	            	            	 1.256	      	      	      	Simbad
     105	J0110.9+3308	RXC J0110.9+3308  	NGC 0410                                              	01 10 58.1	+33 08 58	 0.0177	NORAS/REFLEX	NORAS       	 0.360	 0.025452	 0.2153	 0.4205	                                          	            	            	            	            	      	      	      	      	Simbad
     106	J0111.6-3811	RX J0111.6-3811   	VMF98 9                                               	01 11 36.6	-38 11 12	 0.1220	160SD       	160SD       	 2.194	 0.052725	 0.3124	 0.4604	WARPS1                                    	WARPS       	            	            	            	 0.954	      	      	      	Simbad
     107	J0111.7+3327	A156              	A0156                                                 	01 11 42.0	+33 27 11	 0.1173	BCS         	eBCS        	 2.121	 1.074001	 1.9696	 0.8519	                                          	            	            	            	            	      	      	      	      	Simbad
     108	J0112.1+3927	MS0109.4+3910     	                                                      	01 12 08.6	+39 27 16	 0.2080	EMSS        	EMSS_1994   	 3.402	 0.469870	 1.1127	 0.6825	                                          	            	            	            	            	      	      	      	      	Simbad
     109	J0112.2+3302	RXC J0112.2+3302  	                                                      	01 12 17.3	+33 02 18	 0.1249	NORAS/REFLEX	NORAS       	 2.239	 0.649432	 1.4414	 0.7658	                                          	            	            	            	            	      	      	      	      	Simbad
     110	J0113.0+1531	RXC J0113.0+1531  	A0160                                                 	01 13 05.8	+15 31 01	 0.0442	NORAS/REFLEX	NORAS       	 0.870	 0.200634	 0.7449	 0.6309	                                          	BCS         	            	            	            	 0.958	      	      	      	Simbad
     111	J0113.1+2828	BVH2007 9         	                                                      	01 13 11.0	+28 28 16	 0.2620	400SD       	400SD_SER   	 4.046	 1.125536	 1.8180	 0.7883	                                          	            	            	            	            	      	      	      	      	Simbad
     112	J0113.9-3145	RXC J0113.9-3145  	S141a                                                 	01 13 54.2	-31 45 07	 0.0191	SGP         	SGP         	 0.387	 0.009035	 0.1144	 0.3405	                                          	            	            	            	            	      	      	      	      	Simbad
     113	J0115.2+0019	RXCJ0115.2+0019   	A0168                                                 	01 15 12.0	+00 19 48	 0.0450	NORAS/REFLEX	REFLEX      	 0.885	 0.467516	 1.2471	 0.7489	L,losStr                                  	BCS         	            	            	            	 0.967	      	      	      	Simbad
     114	J0116.1-1555	RXC J0116.1-1555  	SCG 16                                                	01 16 11.8	-15 55 24	 0.0448	SGP         	SGP         	 0.881	 0.104413	 0.5000	 0.5523	                                          	            	            	            	            	      	      	      	      	Simbad
     115	J0116.6-0330	BVH2007 10        	                                                      	01 16 39.7	-03 30 11	 0.0810	400SD       	400SD_SER   	 1.527	 0.077727	 0.4075	 0.5099	                                          	WARPSII     	            	            	            	 0.865	      	      	      	Simbad
     116	J0117.6-2238	RX J0117.6-2238   	A2894                                                 	01 17 36.6	-22 38 13	 0.2070	SHARC       	SHARC_BRIGHT	 3.389	 0.387547	 0.9901	 0.6567	                                          	            	            	            	            	      	      	      	      	Simbad
     117	J0117.8-5455	RXCJ0117.8-5455   	                                                      	01 17 50.5	-54 55 26	 0.2510	NORAS/REFLEX	REFLEX      	 3.922	 4.935834	 4.5164	 1.0719	X *                                       	            	            	            	            	      	      	      	      	Simbad
     118	J0118.1-2658	RXCJ0118.1-2658   	A2895                                                 	01 18 11.1	-26 58 23	 0.2275	NORAS/REFLEX	REFLEX      	 3.644	 4.979596	 4.6241	 1.0896	                                          	SGP         	            	            	            	 0.949	      	      	      	Simbad
     119	J0120.9-1351	RXCJ0120.9-1351   	CAN 010                                               	01 20 58.9	-13 51 31	 0.0519	NORAS/REFLEX	REFLEX      	 1.012	 0.763259	 1.6737	 0.8243	B                                         	SGP         	            	            	            	 0.927	      	      	      	Simbad
     120	J0121.9+0021	RXC J0121.9+0021  	A0181                                                 	01 21 58.3	+00 21 27	 0.1756	NORAS/REFLEX	NORAS       	 2.975	 1.062813	 1.8755	 0.8216	                                          	            	            	            	            	      	      	      	      	Simbad
     121	J0122.6-2832	BVH2007 11        	VMF98 10, S0154                                       	01 22 36.0	-28 32 05	 0.2560	400SD       	400SD_SER   	 3.979	 0.734899	 1.4085	 0.7256	                                          	160SD       	            	            	            	 1.017	      	      	      	Simbad
     122	J0122.9-1245	RXC J0122.9-1245  	A0188                                                 	01 22 55.1	-12 45 50	 0.1230	SGP         	SGP         	 2.210	 0.644413	 1.4366	 0.7654	                                          	            	            	            	            	      	      	      	      	Simbad
     123	J0123.2+3327	RXJ0123.2+3327    	RXJ0123.2+3327                                        	01 23 12.2	+33 27 40	 0.0146	BCS         	BCS         	 0.298	 0.059605	 0.3624	 0.5007	                                          	NORAS       	            	            	            	 0.387	      	      	      	Simbad
     124	J0123.6+3315	RXJ0123.6+3315    	RXJ0123.6+3315                                        	01 23 41.0	+33 15 40	 0.0164	BCS         	BCS         	 0.334	 0.140515	 0.6106	 0.5955	                                          	            	            	            	            	      	      	      	      	Simbad
     125	J0124.5+0400	RX J0124.5+0400   	VMF98 11                                              	01 24 35.1	+04 00 49	 0.3160	160SD       	160SD       	 4.616	 0.341836	 0.8423	 0.5979	                                          	            	            	            	            	      	      	      	      	Simbad
     126	J0124.8+0932	BVH2007 12        	NGC524                                                	01 24 48.1	+09 32 29	 0.0079	400SD       	400SD_SER   	 0.162	 0.000829	 0.0268	 0.2107	                                          	            	            	            	            	      	      	      	      	Simbad
     127	J0125.0+0841	A193              	A0193                                                 	01 25 03.8	+08 41 17	 0.0491	BCS         	BCS         	 0.961	 0.828139	 1.7624	 0.8393	                                          	            	            	            	            	      	      	      	      	Simbad
     128	J0125.4+0144	A189              	A0189                                                 	01 25 24.7	+01 44 28	 0.0181	BCS         	BCS         	 0.368	 0.061808	 0.3697	 0.5035	                                          	            	            	            	            	      	      	      	      	Simbad
     129	J0125.4+0145	RXC J0125.5+0145  	N0533                                                 	01 25 29.9	+01 45 46	 0.0183	NORAS/REFLEX	NORAS       	 0.372	 0.036561	 0.2683	 0.4525	                                          	SGP         	            	            	            	 1.082	      	      	      	Simbad
     130	J0125.6-0124	RXCJ0125.6-0124   	A0194                                                 	01 25 40.8	-01 24 26	 0.0180	NORAS/REFLEX	REFLEX      	 0.366	 0.069782	 0.3981	 0.5161	L                                         	SGP         	            	            	            	 1.163	      	      	      	Simbad
     131	J0126.0-3758	RXC J0126.0-3758  	A2911                                                 	01 26 04.6	-37 58 36	 0.0810	SGP         	SGP         	 1.527	 0.293404	 0.9159	 0.6680	                                          	            	            	            	            	      	      	      	      	Simbad
     132	J0126.9+1912	BVH2007 13        	IC0115, A0195                                         	01 26 54.5	+19 12 42	 0.0427	400SD       	400SD_SER   	 0.842	 0.009721	 0.1177	 0.3413	                                          	            	            	            	            	      	      	      	      	Simbad
     133	J0127.2-1746	RXC J0127.2-1746  	A0199                                                 	01 27 13.9	-17 46 17	 0.1459	SGP         	SGP         	 2.555	 1.047931	 1.9006	 0.8337	                                          	            	            	            	            	      	      	      	      	Simbad
     134	J0128.6-4324	RX J0128.6-4324   	VMF98 13                                              	01 28 36.9	-43 24 57	 0.2880	160SD       	160SD       	 4.329	 0.276745	 0.7572	 0.5831	                                          	            	            	            	            	      	      	      	      	Simbad
     135	J0131.7+0033	RXC J0131.7+0033  	A0208                                                 	01 31 42.4	+00 33 43	 0.0798	SGP         	SGP         	 1.506	 0.246166	 0.8236	 0.6450	                                          	            	            	            	            	      	      	      	      	Simbad
     136	J0131.8-1336	RXCJ0131.8-1336   	A0209                                                 	01 31 53.0	-13 36 34	 0.2060	NORAS/REFLEX	REFLEX      	 3.377	 5.701343	 5.1051	 1.1349	                                          	SGP         	            	            	            	 0.982	      	      	      	Simbad
     137	J0132.6-0804	RXCJ0132.6-0804   	                                                      	01 32 40.9	-08 04 20	 0.1489	NORAS/REFLEX	REFLEX      	 2.598	 1.995234	 2.8084	 0.9487	X *                                       	            	            	            	            	      	      	      	      	Simbad
     138	J0132.9-4259	BVH2007 14        	VMF98 14                                              	01 32 54.6	-42 59 46	 0.0876	400SD       	400SD_SER   	 1.639	 0.092198	 0.4501	 0.5260	                                          	160SD       	            	            	            	 1.004	      	      	      	Simbad
     139	J0136.4-1811	RX J0136.4-1811   	VMF98 15                                              	01 36 24.2	-18 11 59	 0.2510	160SD       	160SD       	 3.922	 0.135518	 0.5044	 0.5162	WARPS2                                    	WARPSII     	            	            	            	 1.413	      	      	      	Simbad
     140	J0137.2-0912	RXCJ0137.2-0912   	                                                      	01 37 15.4	-09 12 10	 0.0409	NORAS/REFLEX	REFLEX      	 0.808	 0.296426	 0.9472	 0.6842	losStr                                    	SGP         	            	            	            	 1.008	      	      	      	Simbad
     141	J0137.4-1259	RXC J0137.4-1259  	A0222                                                 	01 37 29.2	-12 59 10	 0.2143	SGP         	SGP         	 3.481	 1.970695	 2.6543	 0.9099	                                          	            	            	            	            	      	      	      	      	Simbad
     142	J0137.9-1248	RXC J0137.9-1248  	A0223                                                 	01 37 56.4	-12 48 01	 0.2108	SGP         	SGP         	 3.438	 2.437859	 3.0300	 0.9521	                                          	            	            	            	            	      	      	      	      	Simbad
