#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-08-28T19:46:12 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-08-28T19:46:12	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J%2FApJS%2F172%2F599%2Ftable2&-out=AGC,OName,RAJ2000,DEJ2000,TT,Imagc,gamma,i,cz,r,Gnum&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_21720599
#Name: J/ApJS/172/599
#Title: SFI++ II. A new I-band Tully-Fisher catalog (Springob+, 2007)
#INFO	ivoid=ivo://cds.vizier/j/apjs/172/599	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/apjs/172/599	    IVOID of underlying data collection
#INFO	creator=Springob C.M.	    First author or institution
#INFO	cites=bibcode:2007ApJS..172..599S	    Article or Data origin sources
#INFO	journal=ApJS	    Journal name
#INFO	original_date=2007	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/172/599	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.21720599	    Dataset identifier that can be used for citation
#INFO	publication_date=2017-12-07	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJS_172_599_table2:
#Name: J/ApJS/172/599/table2
#Title: *Parameters of non-template galaxies (from erratum)
#Column	AGC	(I6)	Entry number in the UGC or AGC (G1)	[ucd=meta.id;meta.main]
#Column	OName	(A8)	Other name	[ucd=meta.id]
#Column	RAJ2000	(A10)	Hour of Right Ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A9)	Degree of Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	TT	(I2)	Morphological type code T	[ucd=meta.code;src.morph]
#Column	Imagc	(F7.2)	Corrected I-band apparent magnitude	[ucd=phot.mag;em.opt.I]
#Column	gamma	(F6.2)	Extinction coefficient gamma (G3)	[ucd=stat.fit.param]
#Column	i	(F5.1)	Inclination	[ucd=src.orbital.inclination]
#Column	cz	(I6)	Velocity in the CMB frame (1)	[ucd=phys.veloc;pos.cmb]
#Column	r	(A1)	[O/H] Code indicating whether the spectroscopy is radio (H, HI spectroscopy) or optical (O)	[ucd=meta.ref;pos.frame]
#Column	Gnum	(I5)	Group number (G2)	[ucd=meta.id]
AGC	OName	RAJ2000	DEJ2000	TT	Imagc	gamma	i	cz	r	Gnum
400686	        	00 53 25.2	-21 50 59	 3	  15.38	  1.00	 75.9	 18108	O	  114
400466	        	00 53 28.5	-21 54 38	 3	  14.35	  1.03	 69.7	 17881	O	  114
 20626	I1597   	00 53 31.2	-58 06 31	 3	  13.10	  1.00	 74.2	  5839	O	    0
   544	384-021 	00 53 32.6	+02 55 25	 5	  12.71	  1.00	 84.5	  4574	H	    0
 20625	474 G 39	00 53 43.3	-27 02 00	 4	  12.55	  1.00	 80.0	  5292	H	    0
 20630	I1595   	00 53 46.3	-45 11 07	 3	  12.84	  1.00	 86.4	  7123	O	    0
 20628	351 G 18	00 53 48.6	-33 17 44	 4	  13.32	  0.97	 71.4	  5130	H	    0
 20633	243 G  9	00 53 52.3	-46 58 20	 5	  15.24	  0.59	 64.8	  8080	O	    0
400688	M-403025	00 53 59.6	-21 40 36	 4	  14.39	  1.01	 69.7	 17078	O	  114
 20639	 79 G  8	00 54 13.1	-62 27 19	 5	  12.70	  1.22	 52.5	 10509	O	    0
 20642	195 G 14	00 54 33.3	-51 15 32	 5	  13.39	  1.00	 67.2	  7127	O	    0
400611	A119-20 	00 54 42.0	-01 29 22	 3	  13.61	  1.00	 76.4	 11525	O	    0
   549	520-002 	00 54 42.1	+36 45 54	 5	  14.06	  0.78	 78.8	  5770	H	    0
 20649	541 G  1	00 55 03.3	-19 00 21	 4	  11.87	  1.09	 59.0	  6079	H	    0
400619	384-029 	00 55 13.6	-01 04 32	 4	  13.65	  1.12	 75.0	 13973	O	    0
100634	501-047 	00 55 32.6	+30 23 53	 3	  14.24	  0.80	 59.4	  6367	H	    0
400641	A119-3  	00 56 46.5	-01 35 48	 3	  14.00	  1.00	 73.5	 13227	O	    0
 20680	I1603   	00 56 58.3	-45 24 41	 5	  12.95	  1.00	 63.9	  7711	O	    0
400516	M-103041	00 57 35.0	-05 00 08	 5	  12.84	  1.00	 48.2	  5336	H	30045
400651	        	00 57 41.5	-01 18 43	 3	  14.44	  1.00	 67.3	 13826	O	    0
400520	N 325   	00 57 47.5	-05 06 45	 6	  12.84	  1.00	 84.4	  5165	O	30045
400521	N 327   	00 57 55.3	-05 07 50	 4	  11.95	  1.00	 64.4	  5158	H	30045
400653	        	00 57 59.7	-01 25 09	 6	  15.31	  0.98	 87.1	 12741	O	    0
400522	N 329   	00 58 01.4	-05 04 16	 3	  12.00	  1.00	 66.1	  4945	O	30045
 20698	351 G 25	00 58 22.3	-36 39 35	 3	  13.23	  1.01	 56.6	 10141	O	    0
   604	        	00 58 35.4	+45 00 19	 5	  15.53	  0.50	 78.8	  4955	H	40973
 20702	N 334   	00 58 51.9	-35 06 49	 3	  12.63	  1.13	 50.3	  8969	O	    0
400658	        	00 58 57.4	-00 39 18	 5	  15.04	  1.00	 69.9	 22447	O	    0
 20704	541 G  4	00 58 58.0	-18 44 37	 5	  11.07	  0.91	 65.2	  1704	H	    0
400659	        	00 58 58.9	-02 02 36	 3	  14.63	  1.29	 57.1	 27021	O	    0
400662	        	00 59 10.4	-01 53 57	 3	  14.32	  1.00	 76.5	 15221	O	    0
 20709	351 G 28	00 59 29.3	-36 11 13	 3	  13.17	  0.62	 70.7	  3250	O	    0
   614	520-006 	00 59 36.3	+35 33 37	 5	  12.56	  0.50	 58.5	  2064	H	    0
   615	435-034 	00 59 40.1	+15 19 51	 2	  12.43	  1.00	 54.7	  5180	H	    0
   619	435-619 	00 59 48.8	+14 43 24	 5	  14.13	  1.00	 80.3	 11870	H	    0
400534	N 337   	00 59 50.1	-07 34 33	 6	  10.36	  1.00	 52.1	  1333	H	30042
 20715	541 G  8	01 00 08.9	-18 37 37	 5	  12.71	  1.00	 47.5	  5977	O	    0
   622	551-003 	01 00 28.3	+47 59 42	 5	  11.79	  0.95	 51.3	  2463	H	    0
   625	I  65   	01 00 55.6	+47 40 56	 4	  10.84	  1.00	 71.1	  2365	H	    0
   627	435-035 	01 01 00.7	+13 28 04	 3	  13.18	  1.12	 54.7	 11446	H	    0
   631	M+203025	01 01 02.5	+09 43 29	 5	  13.42	  1.00	 83.9	  5715	H	    0
 20740	113 G  6	01 01 34.6	-59 44 33	 5	  13.51	  1.00	 81.4	  8305	O	    0
   637	M+003056	01 01 46.1	+03 04 54	 5	  14.50	  0.50	 65.0	  4048	H	    0
   641	N 353   	01 02 24.5	-01 57 29	 2	  12.39	  1.00	 70.2	  3777	H	40770
410588	M-103075	01 02 48.0	-06 24 41	 3	  12.60	  1.00	 80.8	  5456	O	30049
410497	384-060 	01 02 48.2	-01 28 24	 3	  13.58	  0.94	 74.5	  5552	O	    0
410752	o94     	01 02 55.4	-06 24 42	 3	  13.81	  1.02	 62.6	 13286	O	    0
 20755	243 G 20	01 03 13.9	-43 00 36	 5	  14.21	  0.88	 65.2	  6917	O	    0
   645	N 354   	01 03 16.5	+22 20 32	 3	  12.18	  1.00	 60.2	  4348	H	40805
410508	        	01 03 41.2	-02 20 15	 3	  14.60	  1.10	 74.4	 20945	O	    0
   652	M+403038	01 03 50.6	+22 01 37	 5	  14.93	  0.50	 57.5	  5349	H	41203
410512	M-103083	01 03 56.2	-02 15 44	 3	  13.43	  1.27	 63.8	 15438	O	    0
 20764	I1615   	01 04 07.1	-51 07 55	 3	  12.23	  1.13	 61.4	  7504	O	    0
 20766	N 365   	01 04 18.8	-35 07 12	 3	  12.69	  1.17	 53.4	  9715	O	    0
 20775	195 G 29	01 04 29.7	-51 27 31	 5	  13.11	  1.00	 71.3	  7235	O	    0
 20785	243 G 25	01 05 16.4	-42 54 49	 3	  13.73	  1.00	 54.7	  8656	O	    0
410534	        	01 05 26.3	-00 48 07	 4	  15.14	  1.00	 78.6	 19621	O	    0
 20791	243 G 26	01 05 38.0	-47 04 17	 5	  12.66	  1.00	 85.3	  5602	O	    0
   673	501-079 	01 06 09.7	+31 24 21	 5	  13.65	  0.98	 70.8	  5952	H	41187
   676	384-071 	01 06 10.1	+01 13 59	 3	  13.84	  1.08	 58.2	 14520	H	    0
 20797	243 G 27	01 06 14.6	-46 30 03	 1	  13.74	  1.00	 43.2	  8934	O	10103
111669	        	01 06 43.6	+02 49 18	 4	  15.42	  0.50	 58.6	  5112	H	    0
 20808	243 G 30	01 07 10.3	-42 23 23	 5	  13.32	  1.00	 53.6	  7809	O	    0
 20819	N 406   	01 07 24.1	-69 52 35	 3	  11.28	  0.67	 67.4	  1439	O	    0
410622	        	01 07 24.4	-46 59 36	 3	  14.80	  0.88	 85.9	  9332	O	10103
   690	520-014 	01 07 32.8	+39 23 59	 5	  12.12	  1.00	 48.8	  5592	H	    0
   698	385-003 	01 07 56.1	+02 32 43	 2	  13.09	  1.03	 74.7	  9739	H	    0
 20826	475 G 12	01 08 25.2	-23 30 24	 5	  13.28	  1.00	 50.6	  7771	O	    0
 20845	243 G 44	01 08 59.9	-45 20 52	 1	  13.61	  1.00	 47.4	  9153	O	10103
111414	FGC125  	01 09 00.3	+33 31 21	 5	  15.53	  0.76	 80.6	 10990	H	    0
410650	        	01 09 15.6	-46 18 22	10	  15.05	  0.77	 51.4	  8832	O	10103
 20852	195 G 32	01 09 31.9	-47 47 26	 5	  13.76	  1.00	 55.3	  7445	O	    0
   723	459-011 	01 09 56.0	+20 46 18	 5	  13.30	  0.91	 85.2	  4780	H	40689
 20858	N 415   	01 10 05.5	-35 29 26	 3	  12.40	  1.00	 63.0	  6260	O	    0
   725	536-019 	01 10 10.3	+43 06 29	 5	  12.30	  1.00	 79.8	  4766	H	    0
 20859	352 G 15	01 10 18.3	-35 44 09	 4	  12.73	  0.83	 46.7	  3323	H	    0
110090	501-113 	01 10 21.2	+30 11 01	 3	  14.05	  0.90	 57.9	  6523	H	    0
410673	        	01 10 45.7	-46 32 40	 3	  14.67	  0.93	 87.4	  8936	O	10103
410067	M-104008	01 10 52.5	-05 49 03	 5	  11.49	  1.14	 66.4	  5436	H	    0
111673	i95     	01 10 53.1	+02 37 07	 3	  14.22	  1.00	 77.9	 13221	H	    0
111433	        	01 10 54.7	+33 33 46	 6	  15.66	  0.71	 85.5	 11036	H	    0
110104	436-007 	01 11 06.2	+15 10 22	 5	  14.21	  1.00	 39.3	 11119	H	    0
110957	        	01 11 07.7	+15 01 05	 3	  14.31	  1.07	 67.9	 17757	O	    0
 20879	113 G 21	01 11 12.5	-58 50 20	 5	  14.24	  0.52	 80.3	  4697	O	    0
110864	        	01 11 35.4	+00 27 39	 3	  14.02	  0.51	 83.1	  4234	H	    0
 20887	I1649   	01 11 50.6	-55 51 23	 3	  12.22	  1.00	 86.9	  5198	O	    0
 20896	I1650   	01 12 18.9	-50 24 05	 4	  12.31	  1.07	 62.2	  7194	O	    0
   763	N 428   	01 12 55.7	+00 58 51	 5	  10.61	  0.50	 43.9	   838	H	    0
110832	        	01 12 59.4	+15 35 29	 5	  13.28	  1.12	 86.8	 11881	O	    0
 20906	352 G 21	01 13 06.7	-34 00 53	 3	  13.39	  1.00	 71.9	 10040	O	    0
110963	        	01 13 11.9	+15 05 58	 3	  14.69	  1.00	 84.8	 13315	O	    0
110967	        	01 13 22.8	+15 15 51	 3	  14.77	  1.00	 69.7	 17580	H	    0
110968	        	01 13 24.2	+15 14 27	 3	  14.32	  1.00	 69.2	 12185	O	    0
110868	        	01 13 32.9	+00 29 47	 1	  14.08	  1.00	 90.0	 12921	O	    0
110869	        	01 13 37.5	+00 25 25	 0	  16.17	  1.00	 87.4	 13663	O	    0
110872	M+004045	01 13 46.2	+00 18 20	 1	  13.59	  1.08	 65.9	 12977	O	    0
 20924	 80 G  1	01 13 58.4	-62 24 02	 5	  13.42	  0.90	 51.0	  4909	O	    0
 20918	I1657   	01 14 07.2	-32 39 02	 3	  11.19	  1.00	 78.9	  3312	O	    0
110972	        	01 14 15.7	+15 38 12	 2	  14.58	  1.00	 80.1	 12504	O	    0
   783	536-026 	01 14 26.3	+42 33 23	 5	  12.63	  1.00	 56.5	  5646	H	    0
 20927	412 G 21	01 14 29.9	-31 10 50	 3	  12.86	  1.00	 64.8	  5286	O	30057
110877	        	01 14 32.7	+01 00 15	 5	  15.36	  0.95	 82.4	 12502	O	    0
110879	A168-72 	01 14 43.8	+00 17 09	 3	  14.41	  1.00	 59.6	 13238	O	    0
410098	M+004056	01 14 56.2	+00 07 49	 3	  13.77	  1.00	 64.1	 12119	O	    0
   799	        	01 15 02.7	+06 51 27	 5	  14.35	  0.52	 69.4	  5215	H	40301
110163	411-012 	01 15 03.7	+05 22 33	 3	  13.25	  0.98	 69.9	  5006	H	40301
110975	        	01 15 08.9	+15 17 32	 3	  14.91	  1.00	 90.0	 20014	O	    0
   805	        	01 15 29.8	+06 53 01	 5	  14.91	  0.50	 65.0	  5208	H	40301
   806	N 450   	01 15 30.5	-00 51 41	 5	  11.21	  0.79	 48.0	  1451	H	40396
 20940	475 G 14	01 15 33.0	-26 26 57	 6	  12.80	  0.81	 87.1	  3439	H	30059
110885	A168-78 	01 15 44.7	+00 19 58	 3	  14.77	  1.00	 56.5	 13059	O	    0
410553	A168-53 	01 15 44.8	+00 13 58	 3	  14.64	  1.00	 77.1	 12990	O	    0
111795	n95     	01 15 48.0	+05 06 41	 6	  15.53	  0.50	 84.6	  4703	H	    0
410770	A168-33 	01 15 51.2	+00 08 48	 3	  14.50	  1.00	 78.5	 11496	O	    0
110976	        	01 15 51.6	+15 11 48	 3	  14.44	  1.00	 82.1	 16084	O	    0
 20948	151 G 37	01 15 52.4	-54 33 15	 5	  13.45	  0.95	 68.6	  5308	O	    0
 20954	151 G 38	01 16 45.4	-52 26 06	 5	  14.21	  1.00	 68.5	  8889	O	    0
   824	436-017 	01 16 59.2	+13 01 28	 1	  12.14	  1.00	 81.7	  5841	H	40846
 20960	196 G  1	01 17 15.7	-50 55 53	 5	  13.01	  1.00	 68.2	  4745	O	    0
 20958	N 461   	01 17 19.0	-33 50 23	 5	  12.38	  1.00	 40.8	  5449	H	30061
110887	        	01 18 01.9	+00 18 53	 4	  14.63	  1.00	 66.5	 12191	O	    0
   833	436-020 	01 18 08.9	+11 22 53	 5	  12.11	  1.00	 46.7	  4878	H	    0
110977	        	01 18 14.6	+15 05 55	 4	  14.04	  1.08	 86.4	 15939	O	    0
   835	502-023 	01 18 40.2	+31 02 09	 5	  13.30	  1.00	 44.8	  6548	H	    0
410556	        	01 19 04.2	-00 17 34	 3	  15.40	  1.00	 80.8	 23099	O	    0
   858	N 470   	01 19 44.9	+03 24 34	 4	  10.64	  1.00	 57.0	  2062	H	40067
 21001	N 491A  	01 20 04.4	-33 54 04	 4	  12.50	  0.97	 64.4	  3359	H	30064
   866	385-072 	01 20 06.7	-00 12 20	 7	  13.79	  0.50	 74.8	  1438	O	40396
110218	459-032 	01 20 14.6	+17 49 48	 5	  13.99	  1.00	 46.1	  8397	H	    0
110770	FGC016A 	01 20 51.8	+01 15 46	 5	  16.09	  0.50	 82.4	  9751	H	    0
 21014	352 G 48	01 20 54.8	-36 19 23	 5	  15.03	  0.82	 68.0	  9423	O	    0
 21019	352 G 49	01 21 03.9	-36 07 05	 3	  12.13	  1.30	 70.3	  9331	O	    0
 21020	352 G 50	01 21 06.5	-35 12 00	 4	  13.36	  1.00	 74.5	  5703	H	    0
   889	        	01 21 10.6	+17 52 06	 5	  13.85	  1.00	 55.9	  8227	H	    0
 21021	476 G  5	01 21 18.0	-22 48 05	 3	  11.60	  1.13	 79.9	  5616	O	    0
   886	N 477   	01 21 20.3	+40 29 18	 5	  11.88	  1.03	 59.7	  5589	H	    0
   894	I1681   	01 21 21.3	+00 05 24	 3	  13.55	  0.53	 70.7	  3481	H	    0
111140	n95     	01 21 29.6	+05 17 48	 3	  15.65	  1.00	 77.2	 15182	O	    0
111144	n96     	01 21 29.7	+07 04 16	 5	  14.58	  1.20	 78.8	 23546	O	    0
   903	459-041 	01 21 48.0	+17 35 32	 3	  11.69	  0.88	 78.5	  2210	H	40614
 21033	244 G 21	01 21 48.3	-44 03 19	 4	  12.23	  1.08	 49.5	  6983	O	    0
   904	459-042 	01 21 49.9	+18 16 02	 1	  12.74	  1.00	 62.2	  7999	H	    0
 21036	352 G 56	01 21 58.0	-34 08 36	 3	  13.59	  1.00	 59.7	  9841	O	    0
   914	N 493   	01 22 09.5	+00 56 47	 5	  10.95	  1.00	 78.0	  2034	H	    0
110255	502-054 	01 22 17.1	+28 47 52	 5	  13.79	  0.54	 80.5	  3916	H	    0
   915	N 497   	01 22 23.9	-00 52 32	 4	  11.48	  1.30	 64.0	  7835	H	41264
 21051	352 G 63	01 23 13.5	-32 50 26	 3	  12.26	  1.27	 68.6	  9099	O	    0
   931	385-094 	01 23 14.5	-00 42 04	 5	  14.36	  0.50	 75.7	  1694	H	40751
410148	385-093 	01 23 17.0	-00 54 22	 1	  13.58	  1.00	 72.7	  7458	O	    0
 21055	151 G 43	01 23 28.7	-56 41 16	 3	  13.34	  0.99	 61.7	  5249	O	    0
   940	521-016 	01 23 37.9	+34 34 09	 5	  13.55	  1.00	 52.5	  6708	H	    0
   947	N 514   	01 24 03.9	+12 55 02	 5	  10.57	  1.00	 48.0	  2162	H	40024
   949	I 101   	01 24 08.7	+09 55 48	 3	  12.95	  0.50	 59.4	  2093	H	40024
 21067	296 G 19	01 24 16.5	-37 20 05	 5	  12.82	  1.15	 55.6	 10102	O	    0
   955	459-046 	01 24 29.9	+15 46 00	 5	  13.71	  0.74	 79.7	  4741	H	    0
 21071	352 G 71	01 24 34.1	-33 10 23	 3	  12.20	  1.28	 64.8	  9031	O	    0
   958	459-048 	01 24 34.3	+16 32 11	 5	  13.79	  0.50	 78.0	  2112	H	40614
   964	411-048 	01 24 35.0	+07 43 15	 3	  14.49	  0.50	 79.5	  2423	H	40229
   970	N 522   	01 24 45.8	+09 59 41	 4	  10.74	  1.00	 84.1	  2415	H	40229
110313	502-080 	01 24 49.5	+32 14 04	 5	  13.64	  1.00	 55.2	 10269	H	    0
 21081	352 G 72	01 25 12.3	-35 48 59	 3	  12.79	  1.18	 83.0	 10342	O	    0
 21085	N 546   	01 25 12.8	-38 04 06	 3	  12.49	  1.00	 67.7	  6288	O	    0
   982	411-055 	01 25 17.2	+09 15 49	 1	  10.58	  1.00	 77.5	  2054	H	40024
 21090	N 549   	01 25 27.6	-38 16 01	 3	  11.56	  1.19	 83.8	  5965	O	    0
410203	UA 17   	01 26 14.4	-06 05 37	 4	  11.42	  0.69	 82.0	  1661	H	30075
 21103	476 G 10	01 26 42.1	-25 18 50	 5	  13.72	  0.50	 71.7	  1349	H	    0
111629	o94     	01 26 45.2	+14 37 30	 4	  15.69	  0.50	 78.0	  6148	H	    0
 21105	353 G  1	01 26 54.5	-36 33 21	 5	  13.43	  1.00	 75.0	  5692	O	    0
 21112	353 G  2	01 27 05.9	-35 51 27	 5	  13.86	  0.87	 57.5	  5811	H	    0
  1027	I1704   	01 27 09.6	+14 46 34	 3	  12.81	  1.00	 43.2	  6138	H	40378
  1029	436-055 	01 27 21.3	+11 58 31	 1	  13.05	  1.00	 77.5	  9132	H	41441
  1033	502-086 	01 27 35.0	+31 33 17	 5	  11.91	  1.00	 85.0	  3758	H	40211
 21116	542 G 16	01 27 37.9	-21 38 33	 5	  13.52	  0.91	 75.4	  5198	O	    0
  1045	502-087 	01 28 00.9	+32 01 58	 3	  13.09	  1.00	 76.2	  6132	H	    0
  1057	436-062 	01 28 53.2	+13 47 36	 4	  12.82	  1.00	 72.3	  6028	H	40378
 21133	N 574   	01 29 02.7	-35 35 54	 3	  12.36	  1.00	 46.7	  5499	O	    0
  1065	436-064 	01 29 11.1	+11 08 25	 5	  12.48	  1.00	 59.0	  5490	H	40846
110363	502-093 	01 29 13.1	+33 39 55	 3	  14.08	  0.85	 46.8	  6334	H	    0
110369	502-097 	01 29 46.1	+32 01 15	 3	  13.96	  0.87	 74.4	  6055	H	    0
  1068	537-006 	01 29 47.1	+45 35 56	 5	  11.46	  1.08	 54.5	  4978	H	    0
  1070	537-007 	01 29 59.9	+40 58 26	 5	  12.75	  0.58	 54.3	  2551	H	    0
 21143	244 G 31	01 30 04.2	-42 41 26	 5	  11.99	  1.11	 39.8	  6536	O	    0
  1076	459-067 	01 30 20.0	+17 01 17	 3	  12.95	  1.28	 71.8	 12618	H	    0
 21148	N 578   	01 30 29.1	-22 40 03	 5	  10.19	  1.00	 57.1	  1369	H	    0
 21157	196 G 11	01 30 42.9	-51 08 26	 4	  12.46	  0.98	 65.0	  3485	O	    0
 21152	476 G 17	01 30 46.5	-23 35 15	 3	  13.58	  0.94	 46.7	  5531	O	    0
  1082	I1711   	01 30 55.2	+17 11 18	 3	  11.49	  1.00	 74.1	  2500	H	    0
  1083	436-066 	01 30 58.2	+14 06 29	 3	  12.65	  1.00	 62.0	  4218	H	40890
111138	n95     	01 31 14.4	+14 01 00	 3	  14.48	  0.97	 69.5	  8626	H	    0
  1087	436-069 	01 31 26.6	+14 16 37	 5	  12.61	  1.00	 24.9	  4181	H	40890
 21167	296 G 37	01 31 34.8	-41 31 52	 3	  13.97	  0.87	 79.0	  6139	O	    0
 21179	353 G 13	01 32 25.7	-34 36 30	 5	  13.31	  0.97	 64.8	  5084	O	    0
 21214	 13 G 16	01 32 48.4	-79 28 25	 3	  11.74	  0.65	 59.4	  1748	O	    0
  1110	437-002 	01 33 17.7	+13 19 56	 5	  12.96	  0.50	 80.4	  2462	H	    0
  1112	386-006 	01 33 18.7	+03 04 14	 5	  13.16	  0.50	 68.9	  1409	H	    0
  1118	386-009 	01 33 41.8	+03 32 32	 5	  12.35	  0.95	 76.8	  3215	H	    0
 21196	353 G 14	01 33 59.6	-34 23 14	 3	  12.28	  1.00	 84.9	  3589	O	    0
 21202	476 G 25	01 34 13.0	-25 34 03	 3	  12.41	  1.00	 76.5	  5511	O	    0
410269	M-305008	01 34 35.0	-15 30 13	 5	  13.24	  1.00	 77.6	  5179	H	    0
410271	N 615   	01 35 05.7	-07 20 25	 2	  10.36	  1.00	 68.6	  1549	H	30075
 21231	297 G 10	01 35 39.0	-41 17 24	 4	  13.96	  1.00	 56.1	  7105	O	    0
  1144	M+205007	01 36 04.6	+11 41 21	 5	  13.70	  0.95	 68.2	  5540	H	40378
 21237	353 G 26	01 36 27.7	-36 22 30	 5	  12.23	  1.00	 71.9	  5187	H	    0
  1152	502-119 	01 36 56.3	+31 59 06	 3	  13.30	  1.00	 60.1	  6338	H	    0
  1167	412-010 	01 38 20.8	+07 32 02	 5	  12.32	  1.00	 41.8	  4004	H	41261
 21270	353 G 29	01 38 27.3	-33 36 28	 5	  12.89	  1.01	 59.1	  8725	O	    0
 21327	  3 G  3	01 38 48.2	-83 21 50	 3	  12.30	  1.00	 60.2	  4919	O	30090
 21282	N 644   	01 38 53.1	-42 35 04	 5	  12.61	  1.00	 60.0	  6046	O	    0
 21280	N 639   	01 38 59.0	-29 55 31	 5	  11.87	  1.03	 42.4	  5630	O	30085
 21297	413 G 16	01 39 57.3	-28 41 49	 3	  11.53	  1.16	 80.1	  5670	O	30086
  1177	N 645   	01 40 08.7	+05 43 35	 3	  11.25	  1.00	 90.0	  3015	H	40745
 21306	I1720   	01 40 21.1	-28 54 50	 3	  11.91	  1.03	 35.5	  5451	O	30086
410313	M-105014	01 40 27.7	-05 31 14	 5	  13.17	  0.50	 76.1	  1841	H	    0
410316	M-105017	01 41 07.0	-05 34 03	 7	  12.18	  0.50	 68.0	  1210	H	    0
  1187	I1721   	01 41 24.5	+08 31 29	 3	  12.56	  1.00	 66.0	  4004	H	41261
 21360	  3 G  4	01 41 32.7	-83 12 43	 5	  12.03	  1.00	 78.0	  4639	O	30090
 21319	413 G 23	01 41 49.3	-28 14 53	 3	  13.27	  1.00	 77.4	  5550	O	30086
  1189	412-017 	01 41 55.0	+07 07 17	 3	  13.97	  0.72	 69.0	  5175	H	    0
 21326	543 G 12	01 42 42.2	-18 13 41	 3	  12.54	  1.00	 63.5	  4655	O	    0
  1202	I 150   	01 42 57.5	+04 11 00	 3	  13.30	  1.00	 57.1	  5277	H	40576
  1201	N 660   	01 43 01.7	+13 38 36	 1	   9.38	  0.50	 71.3	   556	H	30087
 21334	245 G  3	01 43 06.2	-44 12 52	 3	  12.30	  1.00	 66.1	  6162	O	    0
  1204	412-021 	01 43 11.9	+04 16 41	 4	  13.12	  1.00	 77.3	  5316	H	40576
  1205	I1723   	01 43 14.2	+08 53 21	 3	  11.52	  1.07	 83.1	  5241	H	40469
 21341	245 G  4	01 43 32.5	-44 09 43	 3	  13.87	  0.93	 63.4	  6230	O	    0
  1210	N 664   	01 43 45.8	+04 13 21	 3	  12.07	  1.00	 40.8	  5139	H	40576
  1218	437-017 	01 44 17.4	+12 15 16	 4	  13.68	  1.00	 59.8	  9934	H	    0
  1219	460-021 	01 44 20.6	+17 28 37	 3	  11.83	  1.00	 59.3	  4314	H	    0
 21347	297 G 23	01 44 27.5	-40 39 52	 3	  12.42	  1.28	 67.9	  9846	O	    0
110790	FGC 191 	01 44 28.8	+27 55 44	 5	  14.10	  0.50	 84.3	  3761	H	40791
110856	        	01 44 44.9	+17 21 34	 3	  14.67	  0.80	 52.6	  7789	H	    0
110506	482-008 	01 44 49.9	+21 52 56	 5	  12.93	  1.13	 32.1	 10223	H	    0
 21359	297 G 27	01 45 10.3	-41 52 47	 3	  13.12	  1.00	 56.8	  6179	O	    0
  1235	386-036 	01 45 35.6	+03 21 27	 4	  13.34	  0.99	 55.5	  5047	H	40576
  1233	503-017 	01 45 41.3	+28 48 20	 5	  13.06	  1.00	 53.0	  7567	H	    0
111640	        	01 45 42.1	+09 59 49	 3	  14.40	  1.00	 74.2	  9137	H	    0
111639	        	01 45 49.9	+09 51 45	 5	  15.37	  0.50	 78.5	  5586	H	    0
  1237	437-023 	01 45 54.9	+09 49 21	 2	  12.27	  1.00	 71.7	  4917	H	40016
  1244	482-012 	01 46 49.5	+24 27 53	 3	  13.79	  0.50	 78.8	  2844	H	40433
  1247	N 671   	01 46 59.1	+13 07 30	 3	  12.29	  1.00	 67.9	  5222	H	    0
 21379	297 G 29	01 47 12.9	-40 39 27	 3	  13.50	  1.00	 59.1	  9817	O	    0
111642	o94     	01 47 35.6	+11 28 08	 5	  15.95	  0.50	 78.0	  5009	H	    0
 21383	I1728   	01 47 44.7	-33 36 09	 3	  12.11	  1.26	 50.9	  8434	O	    0
410352	N 690   	01 47 49.5	-16 43 24	 5	  13.51	  0.86	 36.7	  4912	H	    0
110794	        	01 48 15.8	+32 21 36	 3	  15.31	  0.81	 69.6	 10594	O	    0
  1259	N 673   	01 48 22.4	+11 31 16	 5	  11.35	  1.12	 44.9	  4895	H	40016
  1261	437-032 	01 48 33.5	+13 25 50	 5	  12.60	  1.00	 81.3	  4728	H	40100
  1264	        	01 48 37.9	+13 46 06	 5	  14.05	  0.55	 79.7	  4504	H	    0
 21397	197 G  2	01 48 38.0	-48 49 11	 3	  12.60	  1.00	 88.0	  6151	O	    0
  1276	I 163   	01 49 15.1	+20 42 40	 6	  11.60	  0.95	 64.8	  2467	H	40265
