#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-08-28T19:46:13 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-08-28T19:46:13	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=VIII%2F77%2Ftable3&-out=UGC%2FAGC,OName,RAJ2000,DEJ2000,Sabs,e_Sabs,SNR,HRV,Tel&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_8077
#Name: VIII/77
#Title: HI spectral properties of galaxies (Springob+, 2005)
#INFO	ivoid=ivo://cds.vizier/viii/77	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/viii/77	    IVOID of underlying data collection
#INFO	creator=Springob C.M.	    First author or institution
#INFO	cites=bibcode:2005ApJS..160..149S	    Article or Data origin sources
#INFO	journal=ApJS	    Journal name
#INFO	original_date=2005	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/VIII/77	    Dataset landing page
#INFO	publication_date=2006-06-10	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	VIII_77_table3:
#Name: VIII/77/table3
#Title: Properties of detected galaxies derived from spectra in digital archive
#Column	UGC/AGC	(I6)	Entry number in the UGC (Cat. <VII/26>) or AGC	[ucd=meta.id;meta.main]
#Column	OName	(a8)	Other name	[ucd=meta.id]
#Column	RAJ2000	(A10)	Hour of Right Ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A9)	Degree of Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	Sabs	(F6.2)	Self-absorption corrected line flux	[ucd=phot.flux.density;em.radio.750-1500MHz]
#Column	e_Sabs	(F6.2)	Uncertainty in Sabs	[ucd=stat.error]
#Column	SNR	(F5.1)	Ratio of peak flux to rms noise	[ucd=instr.det.noise;stat.max]
#Column	HRV	(I6)	Heliocentric velocity of the profile midpoint	[ucd=spect.dopplerVeloc;pos.heliocentric]
#Column	Tel	(a5)	Code indicating the telescope used (G1)	[ucd=meta.id;instr.tel]
UGC/AGC	OName	RAJ2000	DEJ2000	Sabs	e_Sabs	SNR	HRV	Tel
100175	409-004 	00 21 02.4	+06 25 44	  0.38	  0.07	  4.2	 11631	AOlf
100176	479-004 	00 21 06.3	+26 30 46	  1.29	  0.21	  4.2	 11668	AOlf
   204	I1544   	00 21 17.5	+23 05 27	  5.32	  0.58	 15.0	  5714	AOlf
100180	500-003 	00 21 17.7	+29 51 29	  1.28	  0.16	  7.8	  6772	AOlf
   205	457-009 	00 21 20.7	+17 20 25	  2.50	  0.28	  8.4	  5272	AOlf
100182	500-005 	00 21 25.9	+29 37 46	  5.18	  0.53	 21.0	  6154	AOlf
100184	I1546   	00 21 28.9	+22 30 24	  1.92	  0.29	  5.5	  5812	AOlf
   207	500-006 	00 21 31.1	+29 39 43	  1.34	  0.16	  7.5	  7028	AOlf
100188	M+402010	00 21 33.6	+22 35 35	  0.99	  0.15	  4.4	  6632	AOlf
100191	479-014B	00 21 46.9	+22 02 11	  1.07	  0.14	  7.3	  5839	AOlf
100192	        	00 21 49.5	+18 46 20	  0.66	  0.08	 12.5	  5331	AOlf
   208	N  91   	00 21 51.3	+22 23 59	  7.94	  1.01	 13.2	  5333	AOlf
   209	N  93   	00 22 03.4	+22 24 27	  1.87	  0.21	 13.6	  5687	AOlf
   210	479-016 	00 22 05.0	+23 44 12	  5.16	  0.57	 17.4	  4485	AOlf
100740	K0019+10	00 22 08.8	+10 22 52	  3.27	  0.39	 16.2	  5446	AOlf
   214	N  95   	00 22 13.6	+10 29 28	 13.14	  1.44	 33.2	  5383	AOlf
   211	457-211 	00 22 15.2	+20 36 27	  2.52	  0.30	 11.9	  5638	AOlf
   212	383-004 	00 22 23.0	-01 18 13	  7.96	  0.85	 16.8	  4916	GB300
   215	500-008 	00 22 26.4	+29 30 13	  2.47	  0.30	  8.1	  7092	AOlf
   217	500-217 	00 22 33.0	+28 07 13	  2.37	  0.34	  7.8	  4757	AOlf
400212	M-202007	00 22 33.7	-08 28 30	  8.83	  1.05	  9.9	  5687	GB300
100201	500-010 	00 22 45.7	+29 56 24	  2.42	  0.30	  7.5	  9182	AOlf
100203	409-007 	00 22 49.6	+06 49 00	  5.27	  0.60	 11.2	  7554	AOlf
   218	I1549   	00 22 49.8	+06 57 50	  2.66	  0.31	  8.6	 12146	AOlf
100202	479-018 	00 22 50.0	+24 09 08	  1.57	  0.22	  4.7	 12536	AOlf
   219	457-010 	00 22 57.1	+16 15 10	  4.97	  0.57	 10.1	  5237	AOlf
100204	479-019 	00 22 57.3	+25 12 44	  1.70	  0.24	  3.8	 12195	AOlf
100729	K0020+20	00 23 06.3	+20 58 20	  0.90	  0.12	  7.4	  5410	AOlf
   222	        	00 23 07.9	+35 08 50	  1.42	  0.23	  4.9	  6117	AOlf
100206	        	00 23 09.0	+16 17 51	  1.81	  0.23	  8.2	  5260	AOlf
   221	479-020 	00 23 10.9	+27 25 55	  2.13	  0.25	  8.5	  3905	AOlf
   223	457-223 	00 23 15.6	+20 15 57	  2.25	  0.29	  8.0	  5722	AOlf
100209	479-021 	00 23 17.2	+24 57 15	  1.51	  0.20	  7.2	 17973	AOlf
100210	434-004 	00 23 18.3	+13 42 07	  0.31	  0.05	  5.7	  5490	AOlf
100211	383-005 	00 23 21.1	+01 50 46	  3.41	  0.39	  8.4	 12082	AOlf
   226	434-005 	00 23 48.2	+14 41 01	  3.52	  0.37	 13.9	  5316	AOlf
   229	500-014 	00 23 53.4	+28 19 57	  2.74	  0.31	  8.9	  7217	AOlf
   228	479-023 	00 23 56.6	+24 18 21	  7.92	  0.82	 16.8	  5681	AOlf
   230	N  99   	00 23 59.4	+15 46 14	 16.00	  1.65	 67.8	  5310	AOlf
100215	479-024a	00 24 02.2	+25 39 45	  2.27	  0.28	  8.5	  7377	AOlf
   231	N 100   	00 24 02.6	+16 29 10	 59.69	  5.04	 37.5	   842	GB140
   232	500-016 	00 24 38.7	+33 15 21	  5.52	  0.64	  9.2	  4846	AOlf
100736	UM 238  	00 24 42.3	+01 44 01	  3.35	  0.37	 26.7	  4280	AOlf
   233	434-008 	00 24 42.8	+14 49 28	  3.26	  0.33	 17.3	  5283	AOlf
100225	457-013 	00 24 43.6	+21 06 02	  3.73	  0.40	 10.9	  5369	AOlf
   234	500-017 	00 24 46.4	+29 33 35	  1.91	  0.23	 13.3	  4668	AOlf
   238	500-018 	00 25 03.3	+31 20 39	 10.45	  1.29	 30.7	  6805	AOlf
100781	o94-A2  	00 25 08.6	+06 27 45	  1.99	  0.10	 35.5	  8319	AOG
   240	409-011 	00 25 10.2	+06 29 26	  8.46	  0.89	 26.6	  8681	AOlf
100227	500-019 	00 25 13.2	+30 02 12	  2.50	  0.33	  7.4	  4853	AOlf
   241	N 105   	00 25 16.9	+12 53 01	  3.92	  0.40	 15.1	  5168	AOlf
100229	409-012 	00 25 24.8	+06 42 22	  1.79	  0.27	  4.0	  8944	AOlf
   242	457-014 	00 25 28.9	+20 14 14	  6.93	  0.83	 16.1	  4394	AOlf
   244	479-027 	00 25 30.0	+24 48 39	  3.77	  0.40	 16.1	  4553	AOlf
100231	409-013 	00 25 41.9	+08 38 09	  1.27	  0.18	  6.2	 13129	AOlf
400228	M-102011	00 25 47.6	-02 17 04	 13.20	  1.49	 12.0	  5329	Nanc
   245	409-014 	00 25 50.1	+05 24 54	  3.54	  0.46	  7.6	 11757	AOlf
   247	        	00 25 59.0	+14 20 52	  3.54	  0.49	  5.5	 11175	AOlf
100233	479-028 	00 26 02.6	+21 47 43	  1.28	  0.18	  6.6	  5583	AOlf
   250	457-016 	00 26 07.0	+16 26 12	  4.01	  0.44	 10.6	 12727	AOlf
   248	479-029a	00 26 07.0	+25 43 30	  7.61	  0.91	  8.5	 10167	AOlf
100236	434-010 	00 26 09.9	+12 48 23	  3.69	  0.36	 28.0	  5275	AOlf
   249	434-011a	00 26 10.3	+13 39 13	  8.14	  0.93	 11.1	  5281	AOlf
   251	N 109   	00 26 14.7	+21 48 25	  0.62	  0.08	  7.3	  5571	AOlf
400234	M-102014	00 26 18.1	-04 29 23	  4.11	  0.33	  6.9	  3986	GB140
   252	M+002026	00 26 25.0	+01 01 12	  2.63	  0.34	  7.4	  5352	AOlf
   253	409-015 	00 26 26.5	+06 16 56	  1.84	  0.22	 11.0	 11438	AOlf
 20302	N 115   	00 26 46.7	-33 40 36	 21.69	  2.24	 15.8	  1831	Nanc
   255	N 112   	00 26 48.7	+31 42 11	  5.78	  0.62	 15.1	  6299	AOlf
100238	434-012 	00 26 53.1	+11 34 23	 22.24	  2.33	 95.1	  2239	AOlf
   256	550-004 	00 26 56.6	+50 01 50	 20.43	  2.16	  4.9	  5187	GB300
   260	434-013 	00 27 02.9	+11 35 02	 46.43	  6.90	 63.6	  2134	AOlf
   265	457-017 	00 27 14.3	+20 04 18	  1.78	  0.22	  9.1	  5597	AOlf
   261	479-032 	00 27 17.2	+24 10 09	  1.88	  0.21	  7.4	  7456	AOlf
100241	500-022 	00 27 31.6	+30 59 40	  3.22	  0.34	 11.6	  9476	AOlf
   268	I1551   	00 27 35.4	+08 52 38	  0.77	  0.12	  7.3	 13076	AOlf
   272	383-019 	00 27 49.8	-01 12 00	 11.18	  1.35	 12.8	  3900	AOlf
100244	383-020 	00 27 52.1	+03 28 36	  3.93	  0.44	 10.4	  1383	AOlf
   271	N 124   	00 27 52.4	-01 48 37	 14.81	  1.49	 15.0	  4041	GB300
   270	        	00 27 57.3	+32 46 30	  3.61	  0.59	 10.3	  4923	AOlf
   275	383-021 	00 27 58.6	+02 30 26	  9.78	  1.12	 20.1	  4389	AOlf
   276	500-024 	00 27 59.6	+30 45 52	  1.59	  0.19	  7.4	  6307	AOlf
   273	        	00 28 06.7	+25 59 47	  2.89	  0.34	  8.7	  5599	AOlf
   277	383-022 	00 28 13.8	+03 14 00	  5.51	  0.70	  6.9	  4363	AOlf
100248	409-017 	00 28 14.3	+07 07 46	  0.72	  0.10	  4.7	 12006	AOlf
100247	500-027 	00 28 16.9	+31 11 55	  2.02	  0.28	  6.0	 14720	AOlf
   282	383-024a	00 28 18.5	+03 23 01	 10.56	  1.24	 33.4	  4088	AOlf
   278	479-034 	00 28 21.2	+27 22 08	  3.21	  0.44	  5.3	  9605	AOlf
   283	383-024b	00 28 21.6	+03 23 21	  6.72	  0.82	 26.1	  4082	AOlf
   281	383-023 	00 28 22.1	+02 31 36	  4.97	  0.56	 13.2	  4289	AOlf
100251	409-018 	00 28 26.2	+05 00 15	  6.95	  0.67	 46.0	  1341	AOlf
   284	500-029 	00 28 34.4	+33 16 19	  6.30	  0.78	 15.2	  4732	AOlf
100254	500-028 	00 28 34.6	+31 09 19	  4.40	  0.56	  6.1	  6067	AOlf
100258	383-026 	00 28 48.1	+03 25 51	  0.91	  0.12	  6.2	  4392	AOlf
100259	434-014 	00 28 48.2	+11 38 32	  0.83	  0.12	  5.0	  5082	AOlf
   287	434-015 	00 28 54.5	+10 10 27	  0.96	  0.13	  7.4	  5552	AOlf
   288	        	00 29 04.5	+43 25 48	  5.58	  0.60	 22.7	   188	GB300
100262	500-032 	00 29 07.2	+31 00 14	  0.92	  0.13	  4.7	  6077	AOlf
   290	FGC 51  	00 29 08.4	+15 53 56	 11.47	  1.76	 37.8	   767	AOlf
   291	500-291 	00 29 12.6	+33 06 14	  2.08	  0.26	  8.9	  4822	AOlf
   294	        	00 29 23.3	+31 22 55	  3.25	  0.44	  9.6	  6335	AOlf
100271	383-030 	00 29 38.3	+00 24 37	  2.32	  0.29	  7.3	  4156	AOlf
100269	434-016 	00 29 38.3	+11 36 01	  3.10	  0.32	 16.6	  5209	AOlf
   299	500-035 	00 29 53.4	+31 23 35	  5.03	  0.56	 15.1	  6306	AOlf
   300	M+002062	00 30 04.2	+03 30 46	  4.49	  0.14	 27.5	  1345	GB140
   301	N 132   	00 30 10.7	+02 05 35	 18.00	  2.06	 16.4	  5364	AOlf
   302	        	00 30 26.1	+25 08 32	  0.92	  0.15	  5.5	  5414	AOlf
100278	479-036 	00 30 30.5	+23 06 59	  0.45	  0.08	  3.3	  9091	AOlf
   303	  303   	00 30 31.9	+42 06 33	  5.25	  0.78	  5.6	  5608	GB300
   305	434-018 	00 30 34.2	+13 21 57	  4.49	  0.50	 13.4	  9976	AOlf
100280	        	00 30 48.6	+10 26 58	  1.56	  0.18	  7.5	 11094	AOlf
   308	N 138   	00 30 59.2	+05 09 34	  1.10	  0.15	  4.8	 12000	AOlf
100284	409-025 	00 31 10.3	+04 30 20	  1.49	  0.18	  5.6	 12602	AOlf
400258	M-202038	00 31 13.2	-10 28 51	 22.84	  2.28	 14.0	  3565	Effs
400257	M-102025	00 31 14.0	-07 50 27	  5.89	  0.63	 10.1	  6119	Nanc
   310	500-037 	00 31 17.8	+28 59 35	  4.18	  0.47	 14.0	  4655	AOlf
100286	409-026 	00 31 18.8	+08 28 29	  7.71	  0.76	 27.8	  4351	AOlf
   311	N 140   	00 31 20.5	+30 47 32	  9.02	  0.94	 32.4	  6429	AOlf
 20348	473 G 24	00 31 23.0	-22 46 01	  7.40	  0.46	 18.1	   539	GB140
   312	409-028 	00 31 23.9	+08 28 00	 23.40	  2.58	 50.1	  4368	AOlf
   313	409-029 	00 31 26.0	+06 12 23	  0.83	  0.10	  8.6	  2085	AOlf
   314	409-030 	00 31 29.4	+08 24 01	  5.27	  0.53	 28.2	  4270	AOlf
400261	M-202040	00 31 35.5	-10 30 22	 26.40	  2.68	 20.1	  3553	GB300
   316	434-020 	00 31 35.9	+14 36 43	  5.80	  0.78	  7.2	 11430	AOlf
400265	N 145   	00 31 45.3	-05 09 11	 16.30	  0.58	 17.0	  4132	GB140
 20355	350 G 31	00 31 55.8	-33 15 56	 16.59	  1.26	 12.2	  1642	GB140
100291	500-040 	00 32 12.1	+31 24 59	  0.64	  0.15	  3.1	  6135	AOlf
   319	500-041 	00 32 12.1	+31 40 53	  8.03	  0.91	 11.4	  6341	AOlf
   320	M+002066	00 32 30.9	+02 34 26	  4.57	  0.58	 11.3	  2374	AOlf
   321	479-037 	00 32 32.4	+23 23 40	  5.20	  0.68	 10.2	  4665	AOlf
400271	M-202049	00 32 42.7	-11 19 00	  4.31	  0.60	  5.3	  4035	GB300
100293	500-042 	00 32 44.4	+30 45 02	  4.29	  0.55	  6.7	  6117	AOlf
   323	434-021 	00 32 50.5	+11 44 10	  6.10	  0.68	 12.7	  4919	AOlf
100295	500-043 	00 32 52.9	+30 39 03	  2.34	  0.25	 10.6	  6053	AOlf
   325	M+402028	00 33 04.1	+22 12 05	  2.35	  0.26	 13.5	  7759	AOlf
400274	M-202051	00 33 10.2	-13 08 46	  6.06	  0.63	 11.8	  6180	Nanc
   327	409-033 	00 33 15.4	+07 54 17	  2.87	  0.31	 15.5	  5398	AOlf
   328	M+002070	00 33 22.1	-01 07 17	 23.28	  2.52	 50.0	  1988	AOlf
100300	409-034 	00 33 25.3	+07 51 22	  1.96	  0.34	  5.7	 13409	AOlf
100301	479-039 	00 33 30.7	+22 54 10	  1.27	  0.17	  7.3	  4598	AOlf
100302	457-019 	00 33 32.8	+19 57 33	  0.93	  0.14	  4.8	 12579	AOlf
   329	383-035 	00 33 36.2	+02 40 50	 12.17	  1.46	 17.2	  4388	AOlf
100303	479-040 	00 33 36.3	+23 24 05	  2.95	  0.32	 12.5	  5182	AOlf
   334	500-045 	00 33 54.8	+31 27 00	  6.77	  0.99	  8.0	  4634	AOlf
   333	550-007 	00 33 58.1	+48 57 03	  4.97	  0.57	 12.8	  5210	GB300
 20385	N 150   	00 34 15.7	-27 48 18	 41.43	  2.01	 18.4	  1587	GB140
100305	409-037 	00 34 16.6	+05 32 38	  0.67	  0.10	  4.6	 12740	AOlf
100306	409-038 	00 34 20.0	+05 56 04	  1.10	  0.14	  6.2	 12696	AOlf
   339	434-022a	00 34 22.2	+10 12 17	  0.44	  0.06	  6.5	  5412	AOlf
   340	I  31   	00 34 24.6	+12 16 03	  7.06	  0.85	 15.6	  9509	AOlf
   337	M+402031	00 34 24.8	+24 36 13	  5.35	  0.56	 20.0	  5333	AOlf
100309	409-039 	00 34 29.1	+08 27 08	  1.17	  0.16	  5.2	  9403	AOlf
   342	383-038 	00 34 32.7	+03 36 07	  5.24	  1.13	  9.5	  6427	AOlf
400290	N 157   	00 34 46.6	-08 23 47	 73.66	  2.65	 18.7	  1649	GB140
   343	        	00 34 48.9	+53 27 15	  3.56	  0.49	  8.2	  5185	GB300
   345	500-046 	00 34 48.9	+28 24 36	  5.69	  0.63	 35.9	  4181	AOlf
   344	519-013 	00 34 51.2	+39 32 41	  6.16	  0.65	 14.6	  5788	GB300
   346	500-047 	00 34 56.0	+31 56 55	  1.77	  0.20	  9.0	  5904	AOlf
100318	434-024 	00 35 06.4	+14 21 17	  2.20	  0.25	  9.4	 11397	AOlf
100317	479-041 	00 35 08.0	+23 19 03	  1.47	  0.20	  7.3	 11344	AOlf
100320	500-048 	00 35 12.6	+29 47 58	  0.72	  0.13	  4.5	  6982	AOlf
   349	383-040 	00 35 24.2	+03 23 45	  4.40	  0.51	 10.5	  6444	AOlf
   348	383-039 	00 35 27.2	+02 56 06	  2.67	  0.41	 11.8	  4217	AOlf
400296	M-102038	00 35 35.9	-04 44 00	  3.59	  0.44	  6.6	  5034	Effs
   351	I  34   	00 35 36.5	+09 07 25	  8.19	  1.19	 20.0	  5318	AOlf
   353	409-045 	00 35 39.4	+08 59 50	  2.38	  0.27	 13.6	  5070	AOlf
   352	479-352 	00 35 46.6	+24 14 14	  2.11	  0.26	  9.5	  5147	AOlf
   355	500-049 	00 35 55.8	+31 52 13	  2.12	  0.27	  8.2	  6356	AOlf
   354	        	00 35 57.9	+24 02 15	  1.40	  0.19	 10.1	  5618	AOlf
400305	M-202064	00 36 02.8	-09 53 14	  5.64	  0.34	  7.8	  4930	GB140
   356	N 160   	00 36 04.0	+23 57 31	  5.67	  0.81	 12.6	  5256	AOlf
100328	434-025 	00 36 09.5	+12 38 31	  1.45	  0.16	 12.5	 10199	AOlf
   357	457-020 	00 36 10.1	+21 27 51	  2.98	  0.33	 13.1	  9267	AOlf
   359	409-047 	00 36 10.6	+04 38 06	  0.58	  0.08	  8.4	  4925	AOlf
   358	383-041 	00 36 13.0	+01 42 43	  6.02	  0.63	 22.3	  5448	AOlf
100329	500-050 	00 36 18.3	+32 54 11	  1.18	  0.17	  5.8	  4867	AOlf
   362	        	00 36 34.1	+32 44 47	  2.63	  0.30	  9.6	  6066	AOlf
100335	457-021 	00 36 43.0	+21 36 27	  2.46	  0.34	  5.4	  9257	AOlf
   364	457-022 	00 36 45.1	+21 33 59	  4.99	  0.55	 12.0	  8915	AOlf
   365	N 169   	00 36 51.5	+23 59 29	 10.53	  1.63	 17.1	  4621	AOlf
100345	500-052 	00 37 07.9	+28 50 06	  4.59	  0.47	 22.5	  1983	AOlf
   370	M+202023	00 37 10.6	+13 03 09	  2.94	  0.37	  9.7	  4511	AOlf
100347	479-046 	00 37 11.6	+25 50 21	  1.00	  0.18	  3.3	  9005	AOlf
100346	519-014 	00 37 12.1	+35 54 09	  1.79	  0.23	  8.2	  4432	AOlf
 20425	N 172   	00 37 14.3	-22 35 05	 11.86	  1.09	  8.8	  3048	GB140
   371	500-053 	00 37 21.2	+29 08 56	  6.07	  0.85	 12.6	  5278	AOlf
   372	M+702009	00 37 27.9	+42 54 13	  3.35	  0.51	  6.5	  5403	GB300
   373	        	00 37 34.0	+09 33 23	  8.10	  0.86	 20.9	 12033	AOlf
   374	434-026 	00 37 39.9	+10 21 27	  4.15	  0.42	 26.3	  4588	AOlf
   377	        	00 37 47.3	+04 01 26	  1.65	  0.23	  5.5	  5334	AOlf
100354	457-023 	00 37 50.2	+17 22 59	  1.11	  0.15	  7.0	  5500	AOlf
   376	        	00 37 54.1	+32 41 20	  8.44	  1.15	 17.8	  4820	AOlf
100356	409-049 	00 37 55.5	+04 54 42	  4.02	  0.49	  9.9	  8486	AOlf
400315	M-202073	00 37 57.3	-09 14 50	  9.02	  0.96	 13.6	  5243	GB300
   380	N 180   	00 37 57.7	+08 38 04	 16.10	  2.30	 34.0	  5281	AOlf
   379	M+102037	00 37 57.7	+05 08 52	  3.75	  0.42	 19.0	  5226	AOlf
100730	K0035+10	00 38 08.8	+11 15 02	  2.17	  0.29	  9.0	 11618	AOlf
   382	N 182   	00 38 12.5	+02 43 41	  8.06	  1.07	  8.0	  5260	AOlf
   384	500-056 	00 38 22.1	+32 38 16	  6.17	  0.74	 12.5	  4705	AOlf
100362	N 181   	00 38 23.1	+29 28 20	  1.08	  0.14	  6.0	  5567	AOlf
   386	434-028 	00 38 23.7	+15 02 21	  1.32	  0.19	  4.8	  5378	AOlf
   385	434-027 	00 38 24.7	+13 29 08	  3.78	  0.49	 12.1	  5515	AOlf
100364	500-058 	00 38 28.2	+29 37 30	  2.08	  0.24	 14.7	  5652	AOlf
   388	M+502034	00 38 31.8	+30 17 22	  2.85	  0.33	 12.2	  5406	AOlf
100371	N 184   	00 38 35.7	+29 26 50	  1.00	  0.15	  5.2	  5265	AOlf
   393	M+302020	00 38 39.8	+17 24 09	  4.56	  0.61	  7.1	  5433	AOlf
101075	        	00 38 40.5	+29 35 10	  1.38	  0.10	 12.2	  5317	AOG
   394	535-013 	00 38 43.2	+41 59 47	  6.38	  0.91	  6.5	  5597	GB300
100375	500-060 	00 38 47.4	+32 24 58	  0.97	  0.12	 10.0	 11254	AOlf
100377	479-050 	00 38 47.9	+25 43 04	  2.36	  0.30	  7.1	  7244	AOlf
101112	        	00 38 54.4	+07 27 27	  0.79	  0.07	  6.5	  5241	AOG
   397	N 190N  	00 38 54.4	+07 04 13	  0.80	  0.10	  9.3	 12176	AOlf
100381	479-052B	00 38 55.7	+26 57 58	  2.68	  0.34	  9.9	  5182	AOlf
   398	479-051 	00 38 57.3	+25 38 21	  2.33	  0.30	  8.5	  4611	AOlf
100385	409-052 	00 39 01.7	+06 48 50	  1.08	  0.16	  5.4	 13024	AOlf
   399	I1564   	00 39 05.1	+06 01 15	  1.73	  0.20	 11.5	  5257	AOlf
   401	N 192   	00 39 13.4	+00 51 49	  1.81	  0.26	  7.3	  4086	AOlf
   405	N 196   	00 39 17.8	+00 54 44	  1.78	  0.31	  4.5	  4393	AOlf
   403	434-029a	00 39 18.1	+13 05 57	  2.69	  0.28	 16.7	 10588	AOlf
   400	500-063 	00 39 18.3	+29 39 29	  3.50	  0.40	  8.3	  5506	AOlf
   402	409-055 	00 39 18.7	+03 57 08	  3.45	  0.39	 10.9	  5296	AOlf
   406	N 197   	00 39 18.8	+00 53 30	  1.08	  0.18	  5.2	  4103	AOlf
   414	N 198   	00 39 23.0	+02 47 51	  3.63	  0.40	 10.9	  5253	AOlf
   409	409-056 	00 39 24.5	+04 34 07	  1.89	  0.22	 10.3	  5188	AOlf
100395	479-054 	00 39 25.7	+25 15 21	  2.80	  0.30	 10.9	  4650	AOlf
   417	        	00 39 27.9	+04 10 30	  1.37	  0.19	  6.3	  6286	AOlf
   412	500-064 	00 39 29.6	+29 45 44	  0.66	  0.11	  3.9	  5485	AOlf
100397	519-015 	00 39 29.8	+36 20 48	  1.48	  0.19	  7.9	  4392	AOlf
   416	M+102049	00 39 32.9	+03 55 59	  3.01	  0.34	 10.8	  4748	AOlf
 20450	351 G  1	00 39 33.6	-35 48 19	  4.13	  0.49	  9.0	  6447	Nanc
 20449	540 G 10	00 39 34.5	-20 23 01	  5.89	  0.55	  5.4	  4029	GB140
   420	N 200   	00 39 34.8	+02 53 14	  6.17	  0.75	  9.8	  5149	AOlf
   419	N 201   	00 39 34.8	+00 51 35	  7.04	  0.91	 14.8	  4401	AOlf
   418	409-059 	00 39 37.6	+08 57 55	  8.21	  0.92	 16.4	  4437	AOlf
100409	N 203   	00 39 39.4	+03 26 34	  0.64	  0.12	  4.0	  5362	AOlf
   422	409-060 	00 39 43.1	+09 00 18	  1.08	  0.14	  7.5	  4440	AOlf
100407	500-065 	00 39 44.7	+33 09 29	  2.20	  0.27	  7.0	  8819	AOlf
100412	457-024 	00 39 48.4	+21 12 54	  3.90	  0.42	 12.7	  9157	AOlf
   425	479-056 	00 40 10.8	+22 42 55	  1.74	  0.20	  9.3	  5845	AOlf
   427	550-010 	00 40 21.5	+50 19 54	 12.05	  1.26	 13.9	  5294	GB300
400333	N 210   	00 40 34.8	-13 52 22	 79.19	  3.19	 19.0	  1638	GB140
100749	        	00 40 36.9	+05 43 46	  0.53	  0.10	  3.9	  6400	AOlf
   432	I1571   	00 40 37.9	-00 19 52	  3.33	  0.41	  8.2	  5847	AOlf
100765	        	00 40 42.3	+08 26 12	  1.02	  0.16	  5.8	 12845	AOlf
100452	383-067 	00 40 51.6	+02 50 30	  1.41	  0.23	  5.1	  5364	AOlf
   433	500-067 	00 41 03.7	+31 43 59	  9.63	  1.28	 11.9	  4656	AOlf
   434	        	00 41 07.3	+50 43 13	  4.31	  0.51	  8.9	  5179	GB300
   436	N 213   	00 41 10.0	+16 28 07	  2.08	  0.27	  7.5	  5446	AOlf
100731	K0038+14	00 41 12.0	+15 03 01	  2.66	  0.32	 12.2	  5043	AOlf
100458	434-030 	00 41 16.0	+15 13 00	  1.71	  0.23	  5.9	  5266	AOlf
   437	        	00 41 17.3	+03 30 12	  1.56	  0.21	  7.1	  4673	AOlf
   439	383-069 	00 41 21.5	-01 42 58	  7.07	  0.76	 16.5	  5302	AOlf
   438	N 214   	00 41 27.8	+25 30 00	 13.58	  1.67	 16.0	  4537	AOlf
100732	FGC  78 	00 41 30.4	+10 53 23	  3.18	  0.41	 11.2	 11868	AOlf
100461	500-068 	00 41 33.5	+29 30 57	  2.97	  0.30	 20.4	  5253	AOlf
100462	500-069 	00 41 37.6	+29 12 09	  1.34	  0.22	  4.5	  6977	AOlf
   441	        	00 41 40.8	+10 49 35	  1.52	  0.16	 15.6	 11776	AOlf
   440	N 218   	00 41 44.7	+36 21 33	  5.46	  0.59	 16.7	  4895	AOlf
100468	383-070 	00 41 46.0	+01 10 37	  2.02	  0.32	  4.4	  5459	AOlf
   442	500-070 	00 41 51.8	+32 59 27	  5.24	  0.65	 11.7	  4928	AOlf
100465	519-018 	00 41 53.7	+37 06 03	  2.40	  0.29	  8.3	 10883	AOlf
100469	409-064 	00 41 56.5	+08 21 06	  1.50	  0.19	  6.1	 12885	AOlf
100470	479-060 	00 42 00.8	+25 33 56	  2.61	  0.32	  6.5	 10151	AOlf
100471	434-031 	00 42 03.8	+12 00 26	  0.79	  0.14	  4.2	 11085	AOlf
   444	519-019 	00 42 04.8	+36 48 16	  4.15	  0.49	  6.0	 10644	AOlf
   443	500-071 	00 42 07.8	+33 24 22	  4.01	  0.45	 15.2	  6244	AOlf
 20471	540 G 16	00 42 14.7	-18 09 39	 22.80	  2.00	 13.1	  1551	GB140
   450	N 223   	00 42 15.8	+00 50 44	  3.29	  0.44	  5.9	  5355	AOlf
   449	I  45   	00 42 22.4	+29 41 54	  4.77	  0.56	 10.3	  5288	AOlf
   446	        	00 42 27.6	+33 11 09	  4.90	  0.58	  8.9	  6252	AOlf
100478	383-077 	00 42 39.2	+02 44 13	  1.79	  0.29	  5.2	  5460	AOlf
   453	        	00 42 39.7	+29 52 30	  2.95	  0.37	 14.3	  4861	AOlf
