#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-08-28T20:11:06 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-08-28T20:11:06	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J%2FApJ%2F809%2F146%2Ftable1&-out=NSA,RAJ2000,DEJ2000,Dist,e_Dist,Inc,Reff,e_Reff,MHI,e_MHI,Mstar,e_Mstar,Ref,SimbadName&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_18090146
#Name: J/ApJ/809/146
#Title: SDSS-DR8 isolated low-mass galaxies (Bradford+, 2015)
#INFO	ivoid=ivo://cds.vizier/j/apj/809/146	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/apj/809/146	    IVOID of underlying data collection
#INFO	creator=Bradford J.D.	    First author or institution
#INFO	cites=bibcode:2015ApJ...809..146B	    Article or Data origin sources
#INFO	journal=ApJ	    Journal name
#INFO	original_date=2015	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJ/809/146	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.18090146	    Dataset identifier that can be used for citation
#INFO	publication_date=2017-12-22	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJ_809_146_table1:
#Name: J/ApJ/809/146/table1
#Title: Isolated galaxy data sample
#Column	NSA	(I6)	[162/171138] NASA Sloan Atlas v0.1.2 identifier	[ucd=meta.id]
#Column	RAJ2000	(A11)	Hour of Right Ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A12)	Degree of Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	Dist	(F6.2)	[13/246] Heliocentric luminosity distance	[ucd=pos.distance]
#Column	e_Dist	(F5.2)	[1/4] Uncertainty in Dist	[ucd=stat.error]
#Column	Inc	(I2)	[8/90] Inclination Angle	[ucd=src.orbital.inclination;pos.posAng]
#Column	Reff	(F5.2)	[0.2/29.1] Effective radius at assumed distance	[ucd=pos.distance;phys.size.radius]
#Column	e_Reff	(F5.2)	[0.01/0.6] Uncertainty in reff	[ucd=stat.error]
#Column	MHI	(F6.3)	[0.01/59.1] HI Mass	[ucd=phys.mass]
#Column	e_MHI	(F6.3)	[0.004/28] Uncertainty in MHI	[ucd=stat.error]
#Column	Mstar	(F7.3)	[0.007/262.3] Stellar mass	[ucd=phys.mass]
#Column	e_Mstar	(F7.3)	[0.003/121] Uncertainty in Mstar	[ucd=stat.error]
#Column	Ref	(I1)	Source of HI observations (1)	[ucd=meta.bib]
#Column	SimbadName	(A24)	Simbad column added by the CDS	[ucd=meta.id]
NSA	RAJ2000	DEJ2000	Dist	e_Dist	Inc	Reff	e_Reff	MHI	e_MHI	Mstar	e_Mstar	Ref	SimbadName
 25192	22 57 52.35	+14 46 58.60	173.03	 2.14	90	 8.46	 0.10	18.921	 1.873	  9.375	  4.318	2	SDSS J225752.35+144658.6
 25202	23 01 12.63	+14 44 40.59	109.82	 2.14	81	 6.60	 0.13	 5.225	 0.759	 14.042	  6.468	2	SDSS J230112.64+144440.7
 25257	23 05 19.58	+14 10 13.50	109.66	 2.14	63	 6.35	 0.12	18.592	 1.843	 62.758	 28.907	2	SDSS J230519.57+141013.4
 25267	23 03 56.29	+15 15 31.87	111.91	 2.14	90	 6.70	 0.13	 8.366	 0.961	  7.379	  3.399	2	SDSS J230356.24+151531.7
 25362	23 09 31.07	+15 00 25.12	105.26	 2.14	37	 4.20	 0.09	12.084	 1.155	 46.107	 21.237	2	SDSS J230931.06+150025.1
 25372	23 13 16.47	+14 54 15.76	161.11	 2.14	72	 3.74	 0.05	 9.287	 1.686	 15.822	  7.288	2	SDSS J231316.47+145415.7
 25550	23 24 49.36	+15 16 32.16	 60.32	 2.04	29	 6.07	 0.21	 5.561	 0.804	 80.305	 36.988	2	SDSS J232449.35+151632.1
 25594	23 32 24.30	+14 28 10.62	111.60	 2.14	42	 3.47	 0.07	 7.520	 0.860	 14.537	  6.696	2	SDSS J233224.30+142810.6
 25606	23 29 23.57	+14 12 15.51	187.09	 2.14	27	 9.33	 0.11	 7.267	 2.375	 85.494	 39.379	2	SDSS J232923.57+141215.4
 25728	23 32 24.43	+15 50 52.39	 57.51	 2.14	42	 8.21	 0.31	 7.291	 1.131	 36.966	 17.027	2	SDSS J233224.42+155052.2
 25734	23 39 29.59	+14 33 34.37	115.96	 2.14	37	 2.62	 0.05	 2.796	 0.784	  3.943	  1.816	2	SDSS J233929.60+143334.3
 25756	23 38 41.21	+15 57 16.81	 57.34	 2.18	46	10.19	 0.39	 4.114	 0.679	125.372	 57.746	2	SDSS J233841.20+155716.6
 25758	23 41 55.47	+15 13 46.09	114.05	 2.14	73	 5.33	 0.10	 3.608	 0.599	  0.994	  0.458	2	SDSS J234155.60+151345.9
 25806	23 47 02.70	+15 35 43.03	155.99	 2.14	72	 6.16	 0.08	 5.130	 1.334	  4.786	  2.204	2	SDSS J234702.70+153542.8
 25807	23 50 48.14	+15 39 04.24	155.85	 2.14	44	 8.45	 0.12	11.132	 1.439	 37.356	 17.206	2	SDSS J235048.13+153904.2
 25824	23 56 36.29	+15 03 14.30	205.20	 2.14	56	 4.49	 0.05	10.447	 7.337	  3.364	  1.550	2	SDSS J235636.28+150314.3
 25832	00 02 14.77	+14 29 16.08	 72.66	 2.32	68	10.35	 0.33	 3.702	 0.553	  0.802	  0.370	2	SDSS J000214.77+142916.0
 25833	23 59 16.83	+14 09 11.55	124.28	 2.14	65	 6.46	 0.11	 6.959	 0.751	  2.351	  1.083	2	SDSS J235916.77+140911.2
 25854	23 58 43.85	+16 05 26.48	 87.79	 3.19	34	 3.56	 0.13	 1.729	 0.356	  0.437	  0.201	2	SDSS J235844.03+160526.2
 25871	00 10 25.50	+14 17 23.02	 78.39	 2.97	55	 3.49	 0.13	 1.611	 0.801	  4.293	  1.977	2	SDSS J001025.49+141723.0
 25875	00 08 40.40	+14 00 33.32	 73.82	 2.43	74	 2.58	 0.09	 1.617	 0.325	  0.243	  0.112	2	SDSS J000840.40+140033.3
 25878	00 10 33.35	+14 34 24.28	124.61	 2.14	74	 3.27	 0.06	 3.530	 1.089	  1.802	  0.830	2	SDSS J001033.34+143424.1
 25931	00 16 42.52	+14 02 21.93	116.09	 2.14	23	 5.48	 0.10	 2.338	 0.998	 11.090	  5.108	2	SDSS J001642.52+140221.8
 25941	00 15 21.27	+14 40 41.03	126.53	 2.14	47	 3.81	 0.06	 6.605	 0.917	  2.320	  1.068	2	SDSS J001521.26+144040.9
 25949	00 12 28.54	+14 10 39.86	199.23	 2.14	44	 4.06	 0.04	11.177	 3.901	 34.413	 15.851	2	SDSS J001228.53+141039.8
 25971	00 15 55.42	+16 00 13.55	125.55	 2.14	90	 7.82	 0.13	 7.057	 1.488	  7.447	  3.430	2	SDSS J001555.40+160013.3
 25984	00 27 47.39	+14 28 49.53	147.20	 2.14	28	 0.89	 0.01	 4.668	 0.860	  0.685	  0.315	2	SDSS J002747.38+142849.5
 25991	00 25 58.98	+14 20 52.78	167.56	 2.14	84	10.02	 0.13	20.467	 1.848	 22.828	 10.515	2	SDSS J002558.97+142052.6
 26000	00 24 30.84	+14 24 09.01	189.15	 2.14	29	 7.88	 0.09	10.782	 2.006	 22.181	 10.217	2	SDSS J002430.83+142409.2
 26001	00 24 42.70	+14 49 28.51	 75.01	 2.57	36	 2.86	 0.10	 4.743	 0.703	 15.794	  7.274	2	SDSS J002442.69+144928.5
 26005	00 22 44.66	+14 56 58.87	113.42	 2.14	66	 6.49	 0.12	14.318	 1.328	 18.474	  8.509	2	SDSS J002244.61+145659.1
 26011	00 21 42.86	+14 12 51.37	189.24	 2.14	48	 4.99	 0.06	12.700	 8.868	 21.362	  9.839	2	SDSS J002142.86+141251.3
 26028	00 19 57.54	+15 05 31.99	114.44	 2.14	59	 7.84	 0.15	11.437	 1.063	  9.929	  4.573	2	SDSS J001957.54+150532.1
 26029	00 21 58.73	+15 58 52.03	 62.41	 2.00	57	 1.41	 0.05	 0.292	 0.053	  0.229	  0.105	1	SDSS J002158.71+155851.8
 26031	00 22 20.32	+15 56 30.67	 74.34	 2.47	90	 3.75	 0.12	 1.324	 0.349	  0.671	  0.309	2	SDSS J002220.32+155630.3
 26036	00 20 32.68	+15 20 50.22	181.53	 2.14	54	 9.07	 0.11	 8.543	 2.445	 21.988	 10.128	2	SDSS J002032.65+152050.4
 29304	16 09 38.84	+45 16 42.99	 28.39	 1.61	62	 2.84	 0.16	 0.586	 0.221	  0.210	  0.097	1	SDSS J160938.83+451642.8
 29823	16 52 54.36	+36 05 14.36	 16.78	 1.79	61	 0.71	 0.08	 0.056	 0.066	  0.023	  0.011	1	SDSS J165254.36+360514.8
 30346	11 11 29.48	+05 44 38.90	214.54	 2.14	53	 4.62	 0.05	18.157	 4.168	  8.644	  3.982	2	SDSS J111129.47+054438.7
 30365	11 13 12.50	+05 11 46.90	 36.52	 1.97	21	 2.54	 0.14	 1.858	 0.421	  1.993	  0.918	2	SDSS J111312.50+051146.7
 30367	11 13 39.40	+05 15 43.93	212.40	 2.14	12	 3.03	 0.03	15.561	 4.112	 12.057	  5.553	2	SDSS J111339.40+051543.8
 30382	11 15 50.85	+05 07 19.34	172.73	 2.14	76	 6.35	 0.08	18.762	 2.964	 28.524	 13.138	2	SDSS J111550.85+050719.3
 30418	11 22 08.14	+04 41 34.11	 89.27	 1.62	29	 2.25	 0.04	 2.704	 0.319	  9.750	  4.491	2	SDSS J112208.13+044134.1
 30500	11 27 43.48	+05 43 30.14	 96.24	 2.14	64	 3.95	 0.09	 1.983	 0.413	  0.650	  0.299	2	SDSS J112743.52+054328.5
 30514	11 31 16.03	+04 39 08.75	142.85	 2.14	28	 5.64	 0.08	15.433	 2.561	 21.974	 10.121	2	SDSS J113116.03+043908.7
 30520	11 30 53.42	+04 32 01.50	 79.77	 1.43	24	 1.92	 0.03	 1.320	 0.606	  0.889	  0.410	2	SDSS J113053.40+043201.6
 30524	11 30 23.45	+04 41 45.79	144.34	 2.14	47	 8.38	 0.12	 9.597	 3.876	 44.662	 20.571	2	SDSS J113023.44+044145.8
 30542	11 32 40.29	+05 20 36.13	120.63	 2.14	43	 8.23	 0.15	 6.017	 0.662	  5.403	  2.489	2	SDSS J113240.27+052035.9
 30547	11 32 52.31	+05 43 38.48	 80.30	 1.39	84	 5.13	 0.09	 2.543	 0.716	 22.305	 10.274	2	SDSS J113252.31+054338.4
 30558	11 40 51.13	+04 48 32.40	 86.99	 1.64	86	 5.56	 0.11	 3.707	 0.666	 10.839	  4.992	2	SDSS J114051.13+044832.5
 30560	11 39 38.44	+04 27 56.00	 83.53	 1.46	56	 4.51	 0.08	 6.472	 0.600	 17.001	  7.831	2	SDSS J113938.44+042755.9
 30593	11 48 00.22	+04 29 17.41	 85.62	 1.61	47	18.79	 0.35	 3.374	 3.101	145.236	 66.896	2	SDSS J114800.22+042917.3
 30600	11 42 30.73	+05 55 32.97	115.66	 2.14	62	 3.54	 0.07	 3.939	 2.696	  4.722	  2.175	2	SDSS J114230.72+055532.3
 30601	11 43 33.37	+06 09 06.56	168.92	 2.14	48	 5.21	 0.07	 7.617	 1.607	  3.491	  1.608	2	SDSS J114333.36+060906.6
 30620	11 57 23.51	+04 32 35.04	 86.83	 1.64	29	 2.30	 0.04	 1.743	 0.442	 18.051	  8.314	2	SDSS J115723.50+043234.9
 30624	11 52 17.13	+04 06 40.39	175.00	 2.14	65	 4.84	 0.06	 9.899	 3.553	 18.056	  8.316	2	SDSS J115217.12+040640.3
 30626	11 52 23.53	+03 58 27.63	 95.79	 2.14	29	 2.64	 0.06	 3.452	 0.476	  7.136	  3.287	2	SDSS J115223.51+035827.8
 30734	12 03 05.10	+05 10 28.93	167.65	 2.14	59	14.31	 0.18	17.132	13.343	146.315	 67.393	2	SDSS J120305.09+051028.9
 30738	12 04 04.33	+04 48 46.52	 32.85	 1.75	81	 2.59	 0.14	 0.528	 0.130	  0.184	  0.085	2	SDSS J120404.34+044847.0
 30744	12 09 39.10	+05 16 08.65	194.80	 2.14	53	10.01	 0.11	35.314	 3.319	 85.069	 39.183	2	SDSS J120939.10+051608.6
 30749	12 15 20.89	+04 01 23.45	211.31	 2.14	61	 8.53	 0.09	13.332	 2.287	  8.499	  3.915	2	SDSS J121520.88+040123.6
 30780	12 15 35.90	+05 52 14.24	100.11	 2.14	27	 4.80	 0.10	 1.966	 0.603	  3.868	  1.782	2	SDSS J121535.91+055214.2
 30817	12 18 57.38	+06 11 03.88	 82.11	 1.43	74	 6.54	 0.11	 5.939	 0.564	 24.622	 11.341	2	SDSS J121857.36+061103.7
 30863	12 31 56.36	+05 02 48.09	110.47	 2.14	59	 6.86	 0.13	 4.787	 0.785	  6.120	  2.819	2	SDSS J123156.36+050248.1
 30882	12 32 50.30	+05 47 53.38	171.48	 2.14	41	 9.52	 0.12	15.802	 1.794	 29.442	 13.561	2	SDSS J123250.29+054753.2
 30904	12 44 21.55	+04 25 39.15	122.27	 2.14	57	 4.50	 0.08	10.034	 1.013	 21.274	  9.799	2	SDSS J124421.55+042539.1
 30917	12 41 08.71	+04 17 22.53	124.97	 2.14	90	 3.14	 0.05	 2.968	 0.918	  0.834	  0.384	2	SDSS J124108.69+041722.1
 30926	12 37 33.56	+04 22 03.62	 79.07	 1.46	58	 7.17	 0.13	 6.970	 0.597	 38.234	 17.611	2	SDSS J123733.55+042203.6
 30957	12 40 10.10	+06 03 53.58	 81.53	 1.54	49	 4.00	 0.08	 1.226	 0.206	  0.606	  0.279	2	SDSS J124010.09+060353.3
 30985	12 47 42.66	+03 52 24.08	146.05	 2.14	70	 9.61	 0.14	15.093	 2.106	 44.119	 20.321	2	SDSS J124742.65+035223.9
 31008	12 45 05.81	+05 38 37.60	 90.75	 1.76	41	 3.03	 0.06	 4.121	 0.734	  4.565	  2.102	2	SDSS J124505.80+053837.7
 31011	12 45 48.71	+06 11 49.29	205.98	 2.14	30	 2.32	 0.02	21.888	 3.282	 17.753	  8.177	2	SDSS J124548.71+061149.3
 31036	12 51 34.48	+05 51 48.73	213.69	 2.14	72	 6.76	 0.07	16.612	 9.026	 42.750	 19.691	2	SDSS J125134.48+055148.8
 31083	12 55 48.59	+04 59 04.20	214.83	 2.14	90	12.02	 0.12	11.837	 9.989	 35.706	 16.446	2	SDSS J125548.57+045904.1
 31086	12 56 27.70	+06 03 53.23	166.97	 2.14	63	 7.59	 0.10	14.565	 2.266	 61.974	 28.545	2	SDSS J125627.70+060353.1
 31092	12 57 16.75	+05 22 25.65	162.28	 2.14	57	 4.80	 0.06	 4.273	 1.096	  0.898	  0.413	2	SDSS J125716.75+052225.3
 31103	13 05 58.64	+03 57 23.20	 99.77	 2.14	90	11.60	 0.25	12.099	 1.422	 53.553	 24.667	2	SDSS J130558.63+035723.1
 31135	13 03 05.95	+03 59 30.77	 40.84	 2.07	25	 4.74	 0.24	 3.862	 0.827	  2.907	  1.339	2	SDSS J130305.91+035930.7
 31145	13 01 25.07	+04 28 10.30	101.00	 2.14	36	 4.05	 0.09	 2.082	 0.521	  1.640	  0.755	2	SDSS J130125.04+042810.1
 31154	12 59 56.66	+04 09 17.43	101.24	 2.14	70	 2.87	 0.06	 2.699	 0.795	  1.309	  0.603	2	SDSS J125956.65+040917.2
 31207	13 16 01.11	+04 22 31.21	111.93	 2.14	50	 3.95	 0.08	 3.613	 0.668	  0.618	  0.285	2	SDSS J131601.09+042231.1
 31231	13 08 29.62	+04 22 04.65	103.52	 2.14	28	 4.43	 0.09	 7.838	 0.907	 26.482	 12.198	2	SDSS J130829.62+042204.6
 31264	13 13 20.99	+06 03 40.65	100.59	 2.14	26	 8.28	 0.18	20.671	 1.886	 69.886	 32.189	2	SDSS J131320.98+060340.5
 31283	13 17 58.65	+04 24 12.30	 89.06	 1.59	61	12.12	 0.22	16.471	 1.319	107.444	 49.489	2	SDSS J131758.65+042412.2
 31313	13 20 32.33	+05 24 25.75	 16.61	 2.36	70	 1.78	 0.25	 0.329	 0.193	  0.160	  0.074	2	SDSS J132032.31+052425.5
 31314	13 21 29.87	+05 26 59.99	131.17	 2.14	66	 3.52	 0.06	12.237	 1.293	  9.955	  4.585	2	SDSS J132129.86+052700.0
 31335	13 24 09.64	+05 15 35.03	106.65	 2.14	64	 4.89	 0.10	 6.124	 0.770	 13.501	  6.219	2	SDSS J132409.64+051534.9
 31337	13 27 18.05	+05 38 09.26	101.34	 2.14	90	 4.46	 0.09	 3.224	 0.617	  7.815	  3.600	2	SDSS J132718.04+053809.1
 31428	13 49 38.79	+04 14 17.80	100.47	 2.14	41	16.31	 0.35	 3.113	 2.693	247.915	114.190	2	SDSS J134938.78+041417.8
 31515	13 48 40.41	+05 34 34.89	 99.94	 2.14	46	 6.99	 0.15	 3.531	 0.480	  2.461	  1.134	2	SDSS J134840.41+053434.5
 31527	13 53 09.67	+04 57 39.89	 77.11	 1.93	90	 5.46	 0.14	 2.447	 0.352	  2.336	  1.076	2	SDSS J135309.65+045739.3
 31544	13 59 48.54	+04 15 44.34	129.47	 2.14	90	 5.18	 0.09	 4.207	 0.880	  1.089	  0.502	2	SDSS J135948.54+041544.3
 31600	07 39 01.74	+24 29 59.88	120.09	 2.14	65	 5.43	 0.10	 4.072	 1.414	  1.617	  0.745	2	SDSS J073901.73+242959.8
 31602	07 41 43.94	+25 25 12.57	105.83	 2.14	65	 4.23	 0.09	 4.444	 0.609	  2.158	  0.994	2	SDSS J074143.93+252512.4
 31622	07 51 46.70	+26 16 04.41	225.54	 2.14	45	 2.26	 0.02	13.248	 4.198	  4.103	  1.890	2	SDSS J075146.69+261604.3
 31658	07 56 09.31	+27 06 45.86	153.20	 2.14	34	 3.35	 0.05	 2.872	 0.891	  2.616	  1.205	2	SDSS J075609.29+270645.9
 31659	07 55 57.86	+26 53 12.91	159.93	 2.14	38	 4.22	 0.06	 9.356	 2.031	  4.795	  2.209	2	SDSS J075557.86+265312.8
 31804	08 21 52.70	+34 19 38.06	 35.13	 2.32	63	 2.77	 0.18	 0.719	 0.196	  0.072	  0.033	1	SDSS J082152.72+341938.1
 32022	09 59 18.66	+47 36 58.66	 20.18	 2.22	61	 1.16	 0.13	 0.234	 0.138	  0.072	  0.033	1	SDSS J095918.67+473658.4
 32347	10 58 49.56	+49 42 57.26	 16.28	 2.25	46	 0.56	 0.08	 0.073	 0.071	  0.027	  0.013	1	SDSS J105849.60+494257.8
 33701	08 43 10.72	+43 08 53.75	107.49	 2.14	71	 2.88	 0.06	 1.341	 2.493	  0.561	  0.258	1	SDSS J084310.71+430853.5
 35783	07 46 15.76	+24 05 52.82	192.27	 2.14	68	10.38	 0.12	17.137	 5.960	 22.540	 10.382	2	SDSS J074615.74+240552.8
 35910	08 00 01.92	+27 06 52.34	188.37	 2.14	40	 2.33	 0.03	 9.460	 2.213	  5.700	  2.625	2	SDSS J080001.92+270652.4
 36072	08 50 52.90	+34 54 35.57	 36.62	 2.04	69	 0.89	 0.05	 0.082	 0.021	  0.141	  0.065	1	SDSS J085052.90+345435.4
 36102	08 46 19.14	+35 18 58.18	 35.91	 2.07	68	 0.67	 0.04	 0.569	 0.136	  0.089	  0.041	1	SDSS J084619.13+351858.1
 38317	11 30 15.12	+50 10 42.67	 46.16	 1.86	76	 1.36	 0.05	 0.417	 0.466	  0.065	  0.030	1	SDSS J113015.12+501042.3
 38968	17 05 17.36	+35 52 22.13	 17.75	 1.79	73	 1.14	 0.12	 0.175	 0.072	  0.056	  0.026	1	SDSS J170517.35+355222.0
 39208	17 15 25.56	+27 09 20.83	192.05	 2.14	90	 5.09	 0.06	 1.263	 0.998	  2.151	  0.991	1	SDSS J171525.55+270921.2
 39214	17 18 46.16	+27 10 28.02	 68.55	 2.18	83	 3.87	 0.12	 1.078	 0.149	  3.313	  1.526	1	SDSS J171846.15+271028.0
 39567	21 15 37.22	-00 24 32.64	 46.06	 1.68	24	 1.27	 0.05	 0.124	 0.024	  0.114	  0.052	3	SDSS J211537.22-002432.9
 39900	09 24 01.10	+05 12 33.79	119.96	 2.14	21	 7.94	 0.14	13.017	 1.208	 46.226	 21.292	2	SDSS J092401.09+051233.8
 39921	09 19 33.12	+05 52 58.06	146.37	 2.14	71	20.38	 0.30	20.663	 1.716	 59.325	 27.325	2	SDSS J091933.11+055257.9
 39946	09 31 27.54	+06 07 04.19	161.83	 2.14	32	 4.64	 0.06	 9.526	 1.436	  2.683	  1.236	2	SDSS J093127.53+060704.0
 39949	09 34 10.44	+06 23 22.86	198.93	 2.14	52	 2.25	 0.02	 9.211	 2.814	  2.272	  1.047	2	SDSS J093410.43+062322.8
 39956	09 48 03.03	+05 43 58.59	 86.32	 1.61	71	 3.10	 0.06	 1.378	 0.611	  0.799	  0.368	2	SDSS J094803.05+054358.3
 39967	09 38 26.27	+05 12 22.35	 95.66	 2.14	28	 3.81	 0.09	 1.980	 0.388	  4.023	  1.853	2	SDSS J093826.24+051222.6
 39973	09 39 23.28	+06 24 06.01	137.22	 2.14	55	 6.49	 0.10	 9.624	 4.598	102.293	 47.116	2	SDSS J093923.27+062406.0
 39986	09 42 34.39	+06 16 38.40	137.49	 2.14	51	 7.44	 0.12	10.499	 1.105	  7.423	  3.419	2	SDSS J094234.39+061638.3
 39987	09 42 21.47	+05 59 43.29	 84.45	 1.39	54	 5.32	 0.09	 1.817	 0.295	  0.705	  0.325	2	SDSS J094221.50+055943.6
 40020	10 06 18.39	+06 06 26.43	134.93	 2.14	85	 9.46	 0.15	 8.884	 5.285	 29.714	 13.686	2	SDSS J100618.39+060626.7
 40023	10 03 51.79	+05 34 05.93	134.17	 2.14	80	 5.49	 0.09	 6.229	 1.173	  2.852	  1.313	2	SDSS J100351.76+053406.1
 40031	09 58 41.76	+05 15 51.62	 61.31	 2.47	80	 4.59	 0.18	 1.628	 0.313	  1.846	  0.850	2	SDSS J095841.76+051551.6
 40058	10 04 17.09	+06 08 22.74	175.14	 2.14	36	 4.40	 0.05	16.973	 1.890	 44.233	 20.374	2	SDSS J100417.08+060822.7
 40085	10 06 10.82	+07 13 33.03	 94.95	 2.14	43	 3.49	 0.08	 2.036	 0.379	  0.945	  0.435	2	SDSS J100610.79+071333.2
 40089	10 07 04.89	+07 00 58.49	134.80	 2.14	56	 4.61	 0.07	 9.771	 4.122	 37.738	 17.382	2	SDSS J100704.88+070058.4
 40101	10 21 36.33	+06 01 33.40	139.91	 2.14	62	 6.26	 0.10	 4.220	 4.147	 72.475	 33.382	2	SDSS J102136.33+060133.3
 40104	10 19 13.97	+05 27 05.33	140.04	 2.14	38	 5.48	 0.08	10.116	 1.332	 17.439	  8.032	2	SDSS J101913.96+052705.2
 40133	10 15 42.10	+07 19 40.29	 57.07	 2.25	90	 7.77	 0.31	 7.137	 1.170	  7.823	  3.603	2	SDSS J101542.10+071940.2
 40152	10 17 23.88	+06 34 41.58	216.93	 2.14	23	 4.38	 0.04	 9.899	 2.211	 16.648	  7.668	2	SDSS J101723.87+063441.5
 40163	10 21 23.64	+06 43 13.85	174.65	 2.14	36	 3.64	 0.04	 6.675	 1.571	  2.619	  1.206	2	SDSS J102123.63+064313.7
 40166	10 28 24.76	+06 14 19.07	 53.49	 2.32	60	 3.57	 0.16	 1.472	 0.285	  1.398	  0.644	2	SDSS J102824.73+061418.9
 40185	10 23 52.87	+06 24 16.78	 81.96	 1.39	63	 4.34	 0.07	 2.157	 0.338	  1.397	  0.643	2	SDSS J102352.85+062417.0
 40234	10 26 06.55	+07 28 26.81	137.74	 2.14	45	 3.24	 0.05	 5.019	 0.903	 18.061	  8.319	2	SDSS J102606.54+072826.8
 40258	10 31 41.94	+05 34 35.40	 97.27	 2.14	62	 5.19	 0.11	 2.996	 1.941	  2.408	  1.109	2	SDSS J103141.90+053435.1
 40263	10 31 15.15	+06 31 53.23	158.22	 2.14	22	 4.55	 0.06	 4.718	 1.389	  8.490	  3.911	2	SDSS J103115.14+063153.2
 40264	10 31 29.62	+06 14 37.57	134.65	 2.14	35	 3.48	 0.06	 5.611	 0.792	  7.371	  3.395	2	SDSS J103129.62+061437.4
 40302	10 34 13.34	+07 30 54.83	 94.69	 2.14	48	 3.13	 0.07	 1.492	 0.418	  1.339	  0.617	2	SDSS J103413.32+073054.7
 40349	10 40 02.96	+06 01 14.17	205.22	 2.14	90	16.15	 0.17	25.256	11.300	 66.004	 30.401	2	SDSS J104002.95+060114.0
 40384	10 44 45.27	+07 59 54.65	 37.62	 2.14	24	 1.42	 0.08	 0.469	 0.125	  0.129	  0.060	2	SDSS J104445.32+075955.6
 40387	10 54 22.01	+06 25 16.50	172.26	 2.14	44	 7.39	 0.09	10.270	 2.291	 41.253	 19.001	2	SDSS J105422.00+062516.5
 40396	10 51 14.33	+05 50 24.04	 17.75	 2.22	43	 3.37	 0.42	 2.773	 1.417	  8.702	  4.008	2	SDSS J105114.32+055024.0
 40400	10 50 47.20	+06 05 54.79	183.17	 2.14	77	 9.92	 0.12	 7.536	 5.021	 67.941	 31.294	2	SDSS J105047.20+060554.6
 40470	10 53 31.17	+07 27 42.95	 50.74	 2.14	71	 1.07	 0.05	 0.714	 0.150	  0.101	  0.046	2	SDSS J105331.17+072742.7
 40483	11 02 21.97	+06 04 38.03	 93.28	 2.14	53	 4.19	 0.10	 3.394	 0.584	 11.247	  5.181	2	SDSS J110221.97+060438.0
 40517	10 57 11.63	+06 12 18.11	 86.18	 1.57	33	 2.74	 0.05	 0.976	 0.220	  1.825	  0.840	2	SDSS J105711.61+061218.5
 40534	10 54 04.38	+06 43 31.46	113.60	 2.14	40	 4.95	 0.09	 5.999	 0.783	 30.557	 14.074	2	SDSS J105404.38+064331.4
 40547	10 57 36.23	+08 08 58.94	134.21	 2.14	62	 7.81	 0.12	 3.264	 1.003	  1.192	  0.549	2	SDSS J105736.22+080858.4
 40567	11 01 31.34	+07 56 22.02	163.55	 2.14	33	 3.71	 0.05	 9.414	 2.318	 23.585	 10.863	2	SDSS J110131.33+075622.0
 40569	11 07 13.75	+06 24 42.98	 36.99	 2.07	51	 0.86	 0.05	 0.756	 0.198	  0.511	  0.235	2	SDSS J110713.71+062442.4
 40591	11 01 52.66	+06 04 00.71	 92.58	 1.80	75	 4.86	 0.09	 2.760	 0.518	  2.463	  1.134	2	SDSS J110152.66+060400.6
 40598	10 58 59.32	+06 31 21.04	171.31	 2.14	71	11.85	 0.15	49.624	 3.987	152.803	 70.381	2	SDSS J105859.31+063121.0
 40635	11 09 56.54	+07 14 00.43	 90.01	 1.69	85	 6.14	 0.12	10.830	 0.974	 26.739	 12.316	2	SDSS J110956.53+071400.5
 43975	07 45 02.06	+26 38 15.73	103.66	 2.14	62	 6.55	 0.14	 2.244	 0.495	  0.995	  0.458	2	SDSS J074502.05+263815.7
 46660	08 19 53.90	+04 06 56.04	152.31	 2.14	76	 9.29	 0.13	12.091	 8.832	 32.209	 14.835	2	SDSS J081953.88+040656.0
 46741	08 30 41.55	+04 00 48.86	215.73	 2.14	90	 9.54	 0.09	17.760	11.183	 23.990	 11.050	2	SDSS J083041.55+040048.7
 46760	08 34 37.19	+04 28 16.38	 58.87	 1.86	31	 0.77	 0.02	 1.332	 0.226	  0.584	  0.269	2	SDSS J083437.19+042816.2
