#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-04T04:34:31 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-04T04:34:31	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/ApJS/211/21/zspec&-out=**&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_22110021
#Name: J/ApJS/211/21
#Title: Spectroscopic redshifts of galaxies in MACS (Ebeling+, 2014)
#INFO	ivoid=ivo://cds.vizier/j/apjs/211/21	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/apjs/211/21	    IVOID of underlying data collection
#INFO	creator=Ebeling H.	    First author or institution
#INFO	cites=bibcode:2014ApJS..211...21E	    Article or Data origin sources
#INFO	journal=ApJS	    Journal name
#INFO	original_date=2014	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/211/21	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.22110021	    Dataset identifier that can be used for citation
#INFO	publication_date=2020-07-01	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJS_211_21_zspec:
#Name: J/ApJS/211/21/zspec
#Title: Combined table from original tables
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	MACSg	(A19)	Galaxy identifier (JHHMMSS.ss+DDMMSS.s) <MACSg JHHHMMSS.ss+DDMMSS.s> in Simbad	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F10.6)	Right Ascention in decimal degrees (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F10.6)	Declination in decimal degrees (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	z	(F7.4)	Redshift	[ucd=src.redshift]
#Column	e_z	(F7.4)	Uncertainty in z	[ucd=stat.error;src.redshift]
#Column	EmLT	(A3)	Spectral type (1)	[ucd=src.spType]
#Column	Inst	(A1)	Instrument (2)	[ucd=meta.id;instr]
#Column	CXO	(A3)	X-ray counterpart flag (XPS = Chandra X-ray point source)	[ucd=meta.code]
#Column	MACS	(A12)	Massive galaxy cluster name (<MCS JHHMM.m+DDMM> in SIMBAD)	[ucd=obs.field]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
recno	MACSg	RAJ2000	DEJ2000	z	e_z	EmLT	Inst	CXO	MACS	Simbad
     192	J071715.15+373342.3	109.313126	+37.561749	 0.4782	 0.0003	E  	D	   	J0717.5+3745	Simbad
     193	J071715.38+374941.3	109.314087	+37.828140	 0.5568	 0.0003	E  	D	   	J0717.5+3745	Simbad
     194	J071715.48+373950.4	109.314499	+37.664001	 0.3859	 0.0003	A  	D	   	J0717.5+3745	Simbad
     195	J071715.51+374246.7	109.314629	+37.712971	 0.5499	 0.0003	A  	D	   	J0717.5+3745	Simbad
     196	J071715.55+374947.8	109.314789	+37.829941	 0.4945	 0.0003	E  	D	   	J0717.5+3745	Simbad
     197	J071715.56+374212.9	109.314835	+37.703579	 0.3541	 0.0003	A  	D	   	J0717.5+3745	Simbad
     198	J071715.69+374839.5	109.315392	+37.810970	 0.3643	 0.0005	E  	D	   	J0717.5+3745	Simbad
     199	J071715.70+374008.7	109.315414	+37.669079	 0.3875	 0.0003	E  	D	   	J0717.5+3745	Simbad
     200	J071715.73+374801.5	109.315544	+37.800419	 0.4175	 0.0003	A  	D	   	J0717.5+3745	Simbad
     201	J071715.81+373702.1	109.315872	+37.617249	 0.5915	 0.0003	E  	D	   	J0717.5+3745	Simbad
     202	J071716.18+373457.7	109.317413	+37.582699	 0.3778	 0.0003	A  	D	   	J0717.5+3745	Simbad
     203	J071716.51+374011.0	109.318794	+37.669720	 0.3842	 0.0003	A  	D	   	J0717.5+3745	Simbad
     204	J071716.55+373842.4	109.318962	+37.645111	 0.6659	 0.0003	E+A	D	   	J0717.5+3745	Simbad
     205	J071716.60+374014.7	109.319168	+37.670750	 1.0503	 0.0010	E  	D	   	J0717.5+3745	Simbad
     206	J071716.79+374652.9	109.319946	+37.781368	 0.5474	 0.0003	E  	D	   	J0717.5+3745	Simbad
     207	J071716.98+375225.5	109.320747	+37.873749	 0.6582	 0.0003	E  	D	   	J0717.5+3745	Simbad
     208	J071717.00+374915.4	109.320831	+37.820950	 0.5484	 0.0003	A  	D	   	J0717.5+3745	Simbad
     209	J071717.03+374624.6	109.320953	+37.773510	 0.5474	 0.0010	A  	D	   	J0717.5+3745	Simbad
     210	J071717.03+373722.3	109.320961	+37.622860	 0.4833	 0.0003	E  	D	   	J0717.5+3745	Simbad
     211	J071717.05+373615.8	109.321045	+37.604389	 0.7494	 0.0003	E  	D	   	J0717.5+3745	Simbad
     212	J071717.09+374621.9	109.321220	+37.772758	 0.5348	 0.0010	E+A	D	   	J0717.5+3745	Simbad
     213	J071717.15+374550.9	109.321457	+37.764141	 0.5447	 0.0005	A  	D	   	J0717.5+3745	Simbad
     214	J071717.23+373633.0	109.321793	+37.609169	 0.3892	 0.0003	E  	D	   	J0717.5+3745	Simbad
     215	J071717.38+373710.3	109.322418	+37.619530	 0.4856	 0.0003	A  	D	   	J0717.5+3745	Simbad
     216	J071717.56+373547.3	109.323166	+37.596470	 0.3478	 0.0003	A  	D	   	J0717.5+3745	Simbad
     217	J071717.56+374134.3	109.323166	+37.692860	 0.4947	 0.0003	A  	D	   	J0717.5+3745	Simbad
     218	J071717.58+374936.9	109.323250	+37.826920	 0.5443	 0.0005	E  	D	   	J0717.5+3745	Simbad
     219	J071717.69+374124.4	109.323708	+37.690109	 0.5756	 0.0003	E  	D	   	J0717.5+3745	Simbad
     220	J071717.70+374550.7	109.323738	+37.764091	 0.5479	 0.0010	A  	D	   	J0717.5+3745	Simbad
     221	J071717.72+374911.9	109.323822	+37.819981	 0.2277	 0.0003	E  	D	   	J0717.5+3745	Simbad
     222	J071717.87+374408.0	109.324455	+37.735550	 0.6604	 0.0005	A  	D	   	J0717.5+3745	Simbad
     223	J071717.95+374351.3	109.324791	+37.730919	 0.5323	 0.0003	E  	D	   	J0717.5+3745	Simbad
     224	J071718.16+373836.7	109.325668	+37.643532	 0.4208	 0.0003	E  	D	   	J0717.5+3745	Simbad
     225	J071718.25+374841.3	109.326042	+37.811470	 0.6827	 0.0003	E  	D	   	J0717.5+3745	Simbad
     226	J071718.29+373918.4	109.326210	+37.655109	 0.3863	 0.0003	E  	D	   	J0717.5+3745	Simbad
     227	J071718.39+374730.8	109.326622	+37.791889	 0.5532	 0.0005	A  	D	   	J0717.5+3745	Simbad
     228	J071718.48+374605.2	109.327003	+37.768101	 0.6656	 0.0003	E  	D	   	J0717.5+3745	Simbad
     229	J071718.52+373931.6	109.327164	+37.658779	 0.5463	 0.0003	E  	D	   	J0717.5+3745	Simbad
     230	J071718.53+374517.9	109.327209	+37.754971	 0.5568	 0.0003	A  	D	   	J0717.5+3745	Simbad
     231	J071718.54+375145.7	109.327248	+37.862690	 0.9668	 0.0010	E  	D	   	J0717.5+3745	Simbad
     232	J071718.58+374618.5	109.327423	+37.771809	 0.6582	 0.0003	E  	D	   	J0717.5+3745	Simbad
     233	J071718.60+373933.8	109.327499	+37.659389	 0.5463	 0.0003	E  	D	   	J0717.5+3745	Simbad
     234	J071718.69+374004.0	109.327873	+37.667782	 0.3855	 0.0003	A  	D	   	J0717.5+3745	Simbad
     235	J071718.82+374138.3	109.328430	+37.693981	 0.3001	 0.0003	E  	D	   	J0717.5+3745	Simbad
     236	J071718.86+375013.5	109.328583	+37.837078	 0.4564	 0.0003	E  	D	   	J0717.5+3745	Simbad
     237	J071718.89+373930.6	109.328705	+37.658501	 0.5455	 0.0003	E  	D	   	J0717.5+3745	Simbad
     238	J071718.93+373723.0	109.328873	+37.623051	 0.4295	 0.0005	E  	D	   	J0717.5+3745	Simbad
     239	J071718.94+373757.3	109.328918	+37.632580	 0.3926	 0.0010	E  	D	   	J0717.5+3745	Simbad
     240	J071718.98+373536.2	109.329086	+37.593391	 0.3850	 0.0003	A  	D	   	J0717.5+3745	Simbad
     241	J071719.06+374650.0	109.329437	+37.780560	 0.6604	 0.0010	A  	D	   	J0717.5+3745	Simbad
     242	J071719.08+374403.3	109.329491	+37.734241	 0.6591	 0.0010	A  	D	   	J0717.5+3745	Simbad
     243	J071719.08+373755.0	109.329498	+37.631939	 0.4857	 0.0003	A  	D	   	J0717.5+3745	Simbad
     244	J071719.10+373803.9	109.329582	+37.634418	 0.4848	 0.0003	A  	D	   	J0717.5+3745	Simbad
     245	J071719.22+374622.4	109.330086	+37.772888	 0.4998	 0.0003	E  	D	   	J0717.5+3745	Simbad
     246	J071719.30+373908.9	109.330414	+37.652470	 0.6671	 0.0003	E  	D	   	J0717.5+3745	Simbad
     247	J071719.37+373751.5	109.330711	+37.630970	 0.4883	 0.0003	A  	D	   	J0717.5+3745	Simbad
     248	J071719.46+373723.0	109.331085	+37.623051	 0.4876	 0.0005	E  	D	   	J0717.5+3745	Simbad
     249	J071719.60+374541.2	109.331665	+37.761440	 0.5444	 0.0003	E  	D	   	J0717.5+3745	Simbad
     250	J071719.70+373548.9	109.332085	+37.596920	 0.4413	 0.0003	E  	D	   	J0717.5+3745	Simbad
     251	J071719.72+373852.7	109.332169	+37.647968	 0.4892	 0.0003	A  	D	   	J0717.5+3745	Simbad
     252	J071719.74+373907.6	109.332253	+37.652111	 0.2543	 0.0010	E  	D	   	J0717.5+3745	Simbad
     253	J071719.74+374442.1	109.332253	+37.745029	 0.5394	 0.0003	A  	D	   	J0717.5+3745	Simbad
     254	J071719.75+373822.5	109.332291	+37.639580	 0.4913	 0.0003	A  	D	   	J0717.5+3745	Simbad
     255	J071719.75+373828.5	109.332291	+37.641251	 0.4903	 0.0003	A  	D	   	J0717.5+3745	Simbad
     256	J071719.75+374628.3	109.332291	+37.774529	 0.5549	 0.0003	E+A	D	   	J0717.5+3745	Simbad
     257	J071719.77+373623.1	109.332375	+37.606411	 0.4048	 0.0003	E  	D	   	J0717.5+3745	Simbad
     258	J071719.79+374605.4	109.332458	+37.768169	 0.5346	 0.0005	E  	D	   	J0717.5+3745	Simbad
     259	J071719.86+373322.5	109.332748	+37.556252	 0.5002	 0.0005	E  	D	   	J0717.5+3745	Simbad
     260	J071719.90+373444.5	109.332916	+37.579029	 0.4066	 0.0003	E  	D	   	J0717.5+3745	Simbad
     261	J071719.95+374057.8	109.333122	+37.682720	 0.5763	 0.0003	E  	D	   	J0717.5+3745	Simbad
     262	J071720.04+374724.8	109.333504	+37.790218	 0.5354	 0.0010	E  	D	   	J0717.5+3745	Simbad
     263	J071720.09+374213.7	109.333710	+37.703800	 0.5751	 0.0003	E  	D	   	J0717.5+3745	Simbad
     264	J071720.14+373856.3	109.333931	+37.648960	 0.3883	 0.0003	A  	D	   	J0717.5+3745	Simbad
     265	J071720.17+374358.5	109.334045	+37.732922	 0.6607	 0.0003	E  	D	   	J0717.5+3745	Simbad
     266	J071720.21+374313.6	109.334206	+37.720440	 0.5444	 0.0005	E  	D	   	J0717.5+3745	Simbad
     267	J071720.22+373721.1	109.334244	+37.622540	 0.8563	 0.0003	E  	D	   	J0717.5+3745	Simbad
     268	J071720.32+375211.4	109.334663	+37.869831	 0.5863	 0.0005	A  	D	   	J0717.5+3745	Simbad
     269	J071720.42+374724.8	109.335083	+37.790218	 0.5422	 0.0003	A  	D	   	J0717.5+3745	Simbad
     270	J071720.45+374345.4	109.335205	+37.729279	 0.5415	 0.0005	E  	D	   	J0717.5+3745	Simbad
     271	J071720.46+374612.5	109.335251	+37.770142	 0.5474	 0.0003	A  	D	   	J0717.5+3745	Simbad
     272	J071720.54+374545.2	109.335587	+37.762550	 0.5458	 0.0005	A  	D	   	J0717.5+3745	Simbad
     273	J071720.54+374332.7	109.335587	+37.725750	 0.6602	 0.0003	E+A	D	   	J0717.5+3745	Simbad
     274	J071720.62+374555.4	109.335915	+37.765388	 0.5421	 0.0003	A  	D	   	J0717.5+3745	Simbad
     275	J071720.68+373623.1	109.336166	+37.606411	 0.4035	 0.0003	E  	D	   	J0717.5+3745	Simbad
     276	J071720.83+373951.1	109.336792	+37.664200	 0.4874	 0.0003	A  	D	   	J0717.5+3745	Simbad
     277	J071720.84+374609.7	109.336823	+37.769348	 0.5316	 0.0005	A  	D	   	J0717.5+3745	Simbad
     278	J071720.89+374716.0	109.337029	+37.787788	 0.5477	 0.0005	A  	D	   	J0717.5+3745	Simbad
     279	J071720.95+374202.6	109.337280	+37.700722	 0.2404	 0.0010	E  	D	   	J0717.5+3745	Simbad
     280	J071721.15+374700.0	109.338127	+37.783329	 0.5406	 0.0003	A  	D	   	J0717.5+3745	Simbad
     281	J071721.22+374453.9	109.338417	+37.748299	 0.5563	 0.0003	A  	D	   	J0717.5+3745	Simbad
     282	J071721.44+373342.4	109.339333	+37.561779	 0.5473	 0.0003	E  	D	   	J0717.5+3745	Simbad
     283	J071721.45+374227.8	109.339378	+37.707722	 0.5443	 0.0003	A  	D	   	J0717.5+3745	Simbad
     284	J071721.46+373255.0	109.339417	+37.548611	 0.7185	 0.0003	E  	D	   	J0717.5+3745	Simbad
     285	J071721.51+373911.3	109.339622	+37.653141	 0.4884	 0.0003	A  	D	   	J0717.5+3745	Simbad
     286	J071721.52+373906.6	109.339668	+37.651829	 0.4895	 0.0003	E  	D	   	J0717.5+3745	Simbad
     287	J071721.52+373857.0	109.339668	+37.649170	 0.4909	 0.0003	E  	D	   	J0717.5+3745	Simbad
     288	J071721.56+374704.8	109.339813	+37.784672	 0.5452	 0.0003	A  	D	   	J0717.5+3745	Simbad
     289	J071721.61+374203.1	109.340042	+37.700859	 0.5497	 0.0003	A  	D	   	J0717.5+3745	Simbad
     290	J071721.73+374421.8	109.340561	+37.739399	 0.5394	 0.0003	A  	D	   	J0717.5+3745	Simbad
     291	J071721.99+373657.6	109.341621	+37.616001	 0.4309	 0.0003	E  	D	   	J0717.5+3745	Simbad
     292	J071722.04+374018.1	109.341835	+37.671700	 0.5375	 0.0003	A  	D	   	J0717.5+3745	Simbad
     293	J071722.08+374527.8	109.342003	+37.757721	 0.4222	 0.0003	E  	D	   	J0717.5+3745	Simbad
     294	J071722.13+374322.6	109.342209	+37.722950	 0.6601	 0.0005	E  	D	   	J0717.5+3745	Simbad
     295	J071722.14+374504.5	109.342247	+37.751251	 0.5461	 0.0003	A  	D	   	J0717.5+3745	Simbad
     296	J071722.18+375028.3	109.342415	+37.841190	 0.6761	 0.0003	E  	D	   	J0717.5+3745	Simbad
     297	J071722.23+374554.6	109.342613	+37.765179	 0.5426	 0.0010	E  	D	   	J0717.5+3745	Simbad
     298	J071722.29+374158.8	109.342873	+37.699669	 0.4673	 0.0003	E  	D	   	J0717.5+3745	Simbad
     299	J071722.31+375108.0	109.342957	+37.852219	 1.1984	 0.0010	E  	D	   	J0717.5+3745	Simbad
     300	J071722.45+374258.5	109.343544	+37.716251	 0.5427	 0.0003	A  	D	   	J0717.5+3745	Simbad
     301	J071722.47+374249.5	109.343628	+37.713749	 0.6377	 0.0003	E  	D	   	J0717.5+3745	Simbad
     302	J071722.61+374719.0	109.344208	+37.788609	 0.5460	 0.0003	A  	D	   	J0717.5+3745	Simbad
     303	J071722.69+374240.9	109.344543	+37.711361	 0.4886	 0.0003	E  	D	   	J0717.5+3745	Simbad
     304	J071722.72+373718.2	109.344666	+37.621719	 0.5555	 0.0003	E  	D	   	J0717.5+3745	Simbad
     305	J071722.77+373746.8	109.344872	+37.629669	 0.5869	 0.0003	E  	D	   	J0717.5+3745	Simbad
     306	J071722.82+374540.9	109.345085	+37.761360	 0.5375	 0.0003	E  	D	   	J0717.5+3745	Simbad
     307	J071722.83+374632.1	109.345123	+37.775589	 0.5382	 0.0003	A  	D	   	J0717.5+3745	Simbad
     308	J071722.87+374508.3	109.345276	+37.752312	 0.5476	 0.0003	A  	D	   	J0717.5+3745	Simbad
     309	J071722.90+374059.6	109.345428	+37.683208	 0.2384	 0.0003	E  	D	   	J0717.5+3745	Simbad
     310	J071723.03+373727.5	109.345955	+37.624310	 0.4314	 0.0003	E  	D	   	J0717.5+3745	Simbad
     311	J071723.06+374718.8	109.346085	+37.788559	 0.5492	 0.0003	A  	D	   	J0717.5+3745	Simbad
     312	J071723.09+374516.9	109.346207	+37.754700	 0.5315	 0.0003	E+A	D	   	J0717.5+3745	Simbad
     313	J071723.14+374438.8	109.346420	+37.744110	 0.5390	 0.0003	A  	D	   	J0717.5+3745	Simbad
     314	J071723.16+374626.4	109.346497	+37.773998	 0.5459	 0.0003	A  	D	   	J0717.5+3745	Simbad
     315	J071723.24+374249.8	109.346832	+37.713829	 0.6375	 0.0003	E  	D	   	J0717.5+3745	Simbad
     316	J071723.27+374519.9	109.346962	+37.755531	 0.4212	 0.0003	E  	D	   	J0717.5+3745	Simbad
     317	J071723.37+373340.2	109.347374	+37.561161	 0.7122	 0.0003	A  	D	   	J0717.5+3745	Simbad
     318	J071723.48+374601.1	109.347816	+37.766972	 0.5363	 0.0003	A  	D	   	J0717.5+3745	Simbad
     319	J071723.50+374750.3	109.347916	+37.797310	 0.5623	 0.0003	E+A	D	   	J0717.5+3745	Simbad
     320	J071723.56+374631.5	109.348167	+37.775421	 0.5507	 0.0003	A  	D	   	J0717.5+3745	Simbad
     321	J071723.59+374427.7	109.348289	+37.741032	 0.5285	 0.0003	E  	D	   	J0717.5+3745	Simbad
     322	J071723.65+374638.9	109.348541	+37.777470	 0.5501	 0.0003	A  	D	   	J0717.5+3745	Simbad
     323	J071723.66+374713.3	109.348587	+37.787029	 0.5456	 0.0003	A  	D	   	J0717.5+3745	Simbad
     324	J071723.72+374611.0	109.348831	+37.769718	 0.3265	 0.0010	E  	D	   	J0717.5+3745	Simbad
     325	J071723.76+373738.2	109.348999	+37.627281	 0.5917	 0.0003	E  	D	   	J0717.5+3745	Simbad
     326	J071723.90+374610.6	109.349586	+37.769611	 0.5428	 0.0003	A  	D	   	J0717.5+3745	Simbad
     327	J071723.91+374221.9	109.349625	+37.706089	 0.2827	 0.0003	A  	D	   	J0717.5+3745	Simbad
     328	J071723.91+373727.9	109.349625	+37.624420	 0.3854	 0.0003	E  	D	   	J0717.5+3745	Simbad
     329	J071724.05+374615.8	109.350212	+37.771061	 0.5520	 0.0003	A  	D	   	J0717.5+3745	Simbad
     330	J071724.11+373228.4	109.350456	+37.541222	 0.7189	 0.0003	A  	D	   	J0717.5+3745	Simbad
     331	J071724.15+374658.2	109.350624	+37.782829	 0.5444	 0.0010	A  	D	   	J0717.5+3745	Simbad
     332	J071724.25+374641.0	109.351044	+37.778061	 0.3184	 0.0003	A  	D	   	J0717.5+3745	Simbad
     333	J071724.36+374657.8	109.351501	+37.782719	 0.4910	 0.0003	E  	D	   	J0717.5+3745	Simbad
     334	J071724.37+374620.8	109.351540	+37.772449	 0.5415	 0.0010	A  	D	   	J0717.5+3745	Simbad
     335	J071724.37+374556.5	109.351555	+37.765701	 0.5468	 0.0003	A  	D	   	J0717.5+3745	Simbad
     336	J071724.38+374535.9	109.351593	+37.759979	 0.5451	 0.0003	A  	D	   	J0717.5+3745	Simbad
     337	J071724.45+374642.2	109.351891	+37.778389	 0.5420	 0.0003	A  	D	   	J0717.5+3745	Simbad
     338	J071724.52+374619.4	109.352165	+37.772060	 0.5505	 0.0003	A  	D	   	J0717.5+3745	Simbad
     339	J071724.53+374201.1	109.352211	+37.700310	 0.3506	 0.0003	E  	D	   	J0717.5+3745	Simbad
     340	J071724.55+374608.5	109.352295	+37.769032	 0.5517	 0.0005	A  	D	   	J0717.5+3745	Simbad
     341	J071724.68+374602.1	109.352837	+37.767250	 0.5423	 0.0003	A  	D	   	J0717.5+3745	Simbad
     342	J071724.69+373743.7	109.352875	+37.628811	 0.3772	 0.0003	E  	D	   	J0717.5+3745	Simbad
     343	J071724.77+374243.3	109.353203	+37.712021	 0.5459	 0.0010	A  	D	   	J0717.5+3745	Simbad
     344	J071724.82+374718.8	109.353416	+37.788559	 0.5449	 0.0003	A  	D	   	J0717.5+3745	Simbad
     345	J071724.84+374352.9	109.353500	+37.731350	 0.5377	 0.0005	A  	D	   	J0717.5+3745	Simbad
     346	J071724.88+374414.2	109.353676	+37.737270	 0.0685	 0.0003	E  	D	   	J0717.5+3745	Simbad
     347	J071724.89+374408.0	109.353706	+37.735550	 0.5357	 0.0003	E  	D	   	J0717.5+3745	Simbad
     348	J071725.06+374559.6	109.354401	+37.766548	 0.5462	 0.0005	A  	D	   	J0717.5+3745	Simbad
     349	J071725.06+374715.0	109.354424	+37.787498	 0.4219	 0.0003	E  	D	   	J0717.5+3745	Simbad
     350	J071725.20+373349.3	109.355003	+37.563690	 0.4012	 0.0003	A  	D	   	J0717.5+3745	Simbad
     351	J071725.22+374449.2	109.355080	+37.747002	 0.2841	 0.0003	E  	D	   	J0717.5+3745	Simbad
     352	J071725.23+374435.7	109.355125	+37.743252	 0.5470	 0.0003	A  	D	   	J0717.5+3745	Simbad
     353	J071725.27+375107.5	109.355293	+37.852089	 0.7230	 0.0003	E  	D	   	J0717.5+3745	Simbad
     354	J071725.29+373859.3	109.355377	+37.649811	 0.5460	 0.0003	E  	D	   	J0717.5+3745	Simbad
     355	J071725.30+374220.2	109.355423	+37.705601	 0.5499	 0.0003	E  	D	   	J0717.5+3745	Simbad
     356	J071725.32+373523.2	109.355499	+37.589779	 0.5530	 0.0005	E  	D	   	J0717.5+3745	Simbad
     357	J071725.36+374229.9	109.355667	+37.708309	 0.5518	 0.0003	E  	D	   	J0717.5+3745	Simbad
     358	J071725.37+373741.1	109.355705	+37.628078	 0.7160	 0.0003	E  	D	   	J0717.5+3745	Simbad
     359	J071725.49+374546.4	109.356209	+37.762890	 0.6602	 0.0003	E  	D	   	J0717.5+3745	Simbad
     360	J071725.55+374607.2	109.356461	+37.768669	 0.5454	 0.0003	A  	D	   	J0717.5+3745	Simbad
     361	J071725.58+374625.9	109.356583	+37.773861	 0.5458	 0.0003	A  	D	   	J0717.5+3745	Simbad
     362	J071725.66+373241.6	109.356918	+37.544891	 0.4622	 0.0003	A  	D	   	J0717.5+3745	Simbad
     363	J071725.67+373728.7	109.356956	+37.624641	 0.3777	 0.0003	A  	D	   	J0717.5+3745	Simbad
     364	J071725.67+374658.3	109.356956	+37.782860	 0.5595	 0.0003	E+A	D	   	J0717.5+3745	Simbad
     365	J071725.72+374313.2	109.357170	+37.720329	 0.5487	 0.0005	A  	D	   	J0717.5+3745	Simbad
     366	J071725.75+375042.6	109.357292	+37.845169	 0.6769	 0.0005	E  	D	   	J0717.5+3745	Simbad
     367	J071725.83+373719.2	109.357628	+37.622002	 0.7166	 0.0003	E  	D	   	J0717.5+3745	Simbad
     368	J071725.83+375019.0	109.357628	+37.838612	 2.1000	 0.0010	E  	D	   	J0717.5+3745	Simbad
     369	J071725.95+373906.0	109.358124	+37.651669	 0.5469	 0.0003	E  	D	   	J0717.5+3745	Simbad
     370	J071726.16+374721.8	109.359001	+37.789398	 0.5485	 0.0003	A  	D	   	J0717.5+3745	Simbad
     371	J071726.17+374624.9	109.359039	+37.773579	 0.5569	 0.0003	A  	D	   	J0717.5+3745	Simbad
     372	J071726.32+374530.1	109.359665	+37.758362	 0.5352	 0.0003	A  	D	   	J0717.5+3745	Simbad
     373	J071726.34+375016.8	109.359749	+37.838001	 0.5374	 0.0003	A  	D	   	J0717.5+3745	Simbad
     374	J071726.34+374527.2	109.359749	+37.757561	 0.5502	 0.0003	A  	D	   	J0717.5+3745	Simbad
     375	J071726.35+374141.3	109.359795	+37.694809	 0.8553	 0.0010	E  	D	   	J0717.5+3745	Simbad
     376	J071726.36+374543.8	109.359833	+37.762169	 0.5442	 0.0003	A  	D	   	J0717.5+3745	Simbad
     377	J071726.40+374530.2	109.360001	+37.758400	 0.5345	 0.0003	A  	D	   	J0717.5+3745	Simbad
     378	J071726.41+373429.0	109.360039	+37.574718	 0.5450	 0.0005	E  	D	   	J0717.5+3745	Simbad
     379	J071726.47+374055.6	109.360291	+37.682110	 0.5466	 0.0003	A  	D	   	J0717.5+3745	Simbad
     380	J071726.56+373402.3	109.360664	+37.567310	 0.3003	 0.0003	A  	D	   	J0717.5+3745	Simbad
     381	J071726.79+374625.6	109.361626	+37.773781	 0.5562	 0.0003	A  	D	   	J0717.5+3745	Simbad
     382	J071726.89+374609.4	109.362045	+37.769279	 0.4984	 0.0005	A  	D	   	J0717.5+3745	Simbad
     383	J071726.89+374130.1	109.362045	+37.691700	 0.5502	 0.0003	A  	D	   	J0717.5+3745	Simbad
     384	J071726.91+373656.9	109.362122	+37.615810	 0.4308	 0.0003	A  	D	   	J0717.5+3745	Simbad
     385	J071726.97+374707.0	109.362373	+37.785278	 0.3500	 0.0003	E  	D	   	J0717.5+3745	Simbad
     386	J071726.98+374338.3	109.362419	+37.727310	 0.5456	 0.0003	E  	D	   	J0717.5+3745	Simbad
     387	J071727.02+374933.6	109.362587	+37.826000	 0.5509	 0.0005	A  	D	   	J0717.5+3745	Simbad
     388	J071727.05+374803.6	109.362709	+37.800999	 0.5329	 0.0003	A  	D	   	J0717.5+3745	Simbad
     389	J071727.05+374801.7	109.362709	+37.800468	 1.1679	 0.0010	E  	D	   	J0717.5+3745	Simbad
     390	J071727.08+374555.2	109.362831	+37.765339	 0.5630	 0.0010	A  	D	   	J0717.5+3745	Simbad
     391	J071727.15+374401.9	109.363129	+37.733860	 0.5747	 0.0005	E  	D	   	J0717.5+3745	Simbad
     392	J071727.20+373759.9	109.363335	+37.633301	 0.4020	 0.0003	E  	D	   	J0717.5+3745	Simbad
     393	J071727.21+373717.7	109.363373	+37.621578	 0.5525	 0.0003	A  	D	   	J0717.5+3745	Simbad
     394	J071727.26+374708.7	109.363586	+37.785751	 0.5527	 0.0005	A  	D	XPS	J0717.5+3745	Simbad
     395	J071727.27+374713.0	109.363625	+37.786949	 0.2466	 0.0005	E  	D	XPS	J0717.5+3745	Simbad
     396	J071727.33+374444.1	109.363876	+37.745579	 0.5405	 0.0003	A  	D	XPS	J0717.5+3745	Simbad
     397	J071727.35+373656.2	109.363960	+37.615608	 0.6677	 0.0003	E  	D	XPS	J0717.5+3745	Simbad
     398	J071727.52+374441.3	109.364670	+37.744801	 0.5261	 0.0003	E  	D	   	J0717.5+3745	Simbad
     399	J071727.57+373704.3	109.364876	+37.617859	 0.5458	 0.0003	E  	D	   	J0717.5+3745	Simbad
     400	J071727.73+374711.2	109.365540	+37.786449	 0.5526	 0.0005	A  	D	   	J0717.5+3745	Simbad
     401	J071727.73+374439.4	109.365540	+37.744282	 0.5418	 0.0010	A  	D	   	J0717.5+3745	Simbad
     402	J071727.81+374517.6	109.365860	+37.754902	 0.5465	 0.0003	A  	D	   	J0717.5+3745	Simbad
     403	J071728.01+374857.6	109.366707	+37.816002	 0.6887	 0.0003	E  	D	   	J0717.5+3745	Simbad
     404	J071728.13+373508.1	109.367210	+37.585579	 0.4982	 0.0003	E  	D	   	J0717.5+3745	Simbad
     405	J071728.15+373821.0	109.367294	+37.639172	 0.3868	 0.0003	A  	D	   	J0717.5+3745	Simbad
     406	J071728.19+374531.6	109.367455	+37.758781	 0.5412	 0.0003	A  	D	   	J0717.5+3745	Simbad
     407	J071728.21+374217.6	109.367538	+37.704891	 0.7829	 0.0003	E  	D	   	J0717.5+3745	Simbad
