#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-04T04:17:20 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-04T04:17:21	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/MNRAS/489/99/j2248pr&-out=**&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_74890099
#Name: J/MNRAS/489/99
#Title: ASTRODEEP Frontier Fields Catalogues (Bradac+, 2019)
#INFO	ivoid=ivo://cds.vizier/j/mnras/489/99	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/mnras/489/99	    IVOID of underlying data collection
#INFO	creator=Bradac M.	    First author or institution
#INFO	cites=bibcode:2019MNRAS.489...99B	    Article or Data origin sources
#INFO	journal=MNRA	    Journal name
#INFO	original_date=2019	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/MNRAS/489/99	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.74890099	    Dataset identifier that can be used for citation
#INFO	publication_date=2025-05-21	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_MNRAS_489_99_j2248pr:
#Name: J/MNRAS/489/99/j2248pr
#Title: RXC J2248.7-4431 properties catalog
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	ID	(I6)	Catalogue identification number, rxj2248-NNNNNN in j2248ph.dat file (IDcat)	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F10.6)	Right ascension (J2000) (alpha_j2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F10.6)	Right ascension (J2000) (delta_j2000)	[ucd=pos.eq.dec;meta.main]
#Column	zbest	(F7.4)	Reference (median) photo-z value except when a match with a publicly available high-quality spectroscopic source is found within 1 arcsec (ZBEST)	[ucd=src.redshift;pos.heliocentric]
#Column	zphEAZY	(F5.2)	EAZY photometric redshift (ZPHOT_EAZY)	[ucd=src.redshift.phot]
#Column	e_zphEAZY	(F6.3)	? EAZY photometric redshift lower error (ZPHOT_EAZY_L95)	[ucd=stat.error]
#Column	E_zphEAZY	(F6.3)	? EAZY photometric redshift upper error (ZPHOT_EAZY_U95)	[ucd=stat.error;stat.max]
#Column	zphOAR	(F7.4)	OAR photometric redshift (ZPHOT_OAR)	[ucd=src.redshift.phot]
#Column	zsp	(F7.4)	? Spectroscopic redshift (ZSPEC)	[ucd=src.redshift]
#Column	Magnif	(F10.6)	Median magnification from all the models with version 4 data (MAGNIF)	[ucd=meta.version]
#Column	chi2Neb	(D12.5)	chi^2^ of the SED fitting with stellar plus nebular models at redshift fixed to ZBEST (chi2_NEB)	[ucd=stat.fit.chi2;stat.fit]
#Column	MstarNeb	(F9.3)	Stellar mass estimated from stellar plus nebular fits (MASS_NEB)	[ucd=phys.mass]
#Column	e_MstarNeb	(F7.4)	Lower uncertainty on MstarNeb (MASS_MIN_NEB)	[ucd=stat.error]
#Column	E_MstarNeb	(D12.5)	[] Upper uncertainty on MstarNeb (MASS_MAX_NEB)	[ucd=stat.error;stat.max]
#Column	SFRNeb	(F8.1)	Star-formation rate estimated from the stellar plus nebular fits (SFR_NEB)	[ucd=phys.SFR]
#Column	e_SFRNeb	(I7)	Lower uncertainty on SFRNbeb (SFR_MIN_NEB)	[ucd=stat.error]
#Column	E_SFRNeb	(F7.3)	[] Upper uncertainty on SFRNbeb (SFR_MAX_NEB)	[ucd=stat.error;stat.max]
recno	ID	RAJ2000	DEJ2000	zbest	zphEAZY	e_zphEAZY	E_zphEAZY	zphOAR	zsp	Magnif	chi2Neb	MstarNeb	e_MstarNeb	E_MstarNeb	SFRNeb	e_SFRNeb	E_SFRNeb
     102	   167	342.199393	-44.545446	 0.3100	 0.31	 0.266	 0.372	 0.3100	       	  1.000000	 8.88340e-01	   32.200	 0.3100	 8.88340e-01	     0.0	5185286	 -0.924
     103	   168	342.200390	-44.547150	 0.1000	 0.10	 0.077	 0.124	 0.6900	       	  1.000000	 4.19720e+01	    2.246	 0.1000	 1.00000e+00	     0.0	5250156	 -3.700
     104	   169	342.196127	-44.548949	 1.6000	 1.60	 1.556	 1.660	 1.8200	       	  1.354864	 7.15400e+00	   21.580	 1.6000	 1.00000e+00	     3.3	3661192	 -1.344
     105	   170	342.201717	-44.550712	 0.0100	 0.01	 0.010	 0.039	 0.0500	       	  1.000000	 1.00000e+30	    0.000	 0.0100	 1.00000e+30	     0.0	      0	  0.000
     106	   171	342.197819	-44.546909	 0.1200	 0.12	 0.097	 0.151	 0.6100	       	  1.000000	 2.84760e+01	    3.068	 0.1200	 1.00000e+00	     0.1	   5658	 -3.748
     107	   172	342.200050	-44.548972	 0.0900	 0.09	 0.067	 0.104	 5.0900	       	  1.000000	 8.06220e+01	    1.825	 0.0900	 1.00000e+00	     0.0	5250152	 -3.684
     108	   173	342.195510	-44.549428	 0.0100	 0.01	 0.010	 0.025	 0.0100	       	  1.000000	 1.00000e+30	    0.000	 0.0100	 1.00000e+30	     0.0	      0	  0.000
     109	   174	342.201401	-44.549331	 0.0100	 0.01	 0.010	 0.025	 0.0100	       	  1.000000	 1.00000e+30	    0.000	 0.0100	 1.00000e+30	     0.0	      0	  0.000
     110	   175	342.198349	-44.548768	 0.5200	 0.52	 0.465	 0.558	 0.4800	       	  1.900341	 8.35680e-01	   65.150	 0.5200	 8.35680e-01	     0.1	5111078	 -0.175
     111	   176	342.194108	-44.549435	 1.1700	 1.17	 0.947	 5.157	 1.4100	       	  1.349214	 4.17210e-01	    0.006	 1.1700	 4.17210e-01	     0.4	3019983	 -6.127
     112	   177	342.183928	-44.549761	 0.0800	 0.08	 0.017	 1.284	 0.0700	       	  1.000000	 7.45610e+00	    0.016	 0.0800	 1.00000e+00	     0.0	5250244	 -8.575
     113	   179	342.187836	-44.550006	 0.0200	 0.02	 0.010	 0.086	 0.0100	       	  1.000000	 1.00000e+30	    0.000	 0.0200	 1.00000e+30	     0.0	      0	  0.000
     114	   180	342.200608	-44.550075	 0.3000	 0.30	 0.165	 0.396	 0.3100	       	  1.000000	 2.86430e+00	    0.253	 0.3000	 9.99980e-01	     0.0	5166279	 -6.096
     115	   181	342.206162	-44.549485	 6.9100	 6.91	 6.866	 7.040	 6.6401	       	  1.421088	 8.20810e+00	    1.013	 6.9100	 9.99990e-01	    56.0	6424122	 -2.944
     116	   183	342.205218	-44.549309	 3.0000	 3.00	 2.481	 3.456	 2.9700	       	  1.373226	 5.88680e-01	    0.448	 3.0000	 5.88680e-01	     0.3	 282108	 -4.534
     117	   184	342.166197	-44.550263	 0.4200	 0.42	 0.125	 0.487	 0.4000	       	  1.127425	 2.19710e+00	    2.036	 0.4200	 9.99980e-01	     0.5	  59816	 -2.529
     118	   185	342.191191	-44.549241	 3.3300	 3.33	 0.693	 4.144	 0.3600	       	  1.565125	 4.65470e-01	    0.124	 3.3300	 4.65470e-01	     1.2	3450627	 -5.748
     119	   187	342.202209	-44.549526	 4.0400	 4.04	 3.526	 4.253	 3.5100	       	  1.413903	 1.39610e+00	   13.590	 4.0400	 1.00000e+00	     6.8	6924657	 -1.519
     120	   188	342.184211	-44.549467	 0.6900	 0.69	 0.399	 3.115	 0.0600	       	  1.316565	 4.97540e-01	    0.006	 0.6900	 4.97540e-01	     0.2	1722774	 -5.512
     121	   189	342.193810	-44.549434	 0.6300	 0.63	 0.430	 3.929	 0.6500	       	  1.197266	 6.41720e-01	    0.024	 0.6300	 6.41720e-01	     0.1	 941373	 -5.847
     122	   191	342.202674	-44.549428	 0.9100	 0.91	 0.633	 5.387	 0.9100	       	  1.242939	 1.09180e+00	    0.091	 0.9100	 9.99980e-01	     0.0	4795458	 -7.251
     123	   192	342.188031	-44.549151	 2.9300	 2.93	 2.080	 2.967	 2.5800	       	  1.644911	 1.18450e+00	    0.507	 2.9300	 1.00000e+00	     0.3	 192347	 -4.209
     124	   193	342.178910	-44.549223	 0.2200	 0.22	 0.084	 0.438	 0.1300	       	  1.000000	 2.53410e+00	    0.032	 0.2200	 9.99990e-01	     0.0	   5956	 -8.512
     125	   194	342.164183	-44.550035	 0.0500	 0.05	 0.023	 0.118	 0.0100	       	  1.000000	 1.43770e+00	    0.065	 0.0500	 1.00000e+00	     0.0	5251302	 -7.545
     126	   195	342.189382	-44.549279	 0.4400	 0.44	 0.416	 4.136	 3.3500	       	  1.095120	 1.60610e+00	    0.016	 0.4400	 1.00000e+00	     0.0	 474595	 -7.100
     127	   196	342.186439	-44.549276	 1.3800	 1.38	 1.159	 1.562	 1.4700	       	  1.531720	 9.72030e-01	    0.454	 1.3800	 9.72030e-01	     0.2	5264008	 -5.306
     128	   197	342.184498	-44.549484	 1.2300	 1.23	 0.877	 1.386	 1.2100	       	  1.535442	 1.81970e+00	    0.372	 1.2300	 9.99990e-01	     0.4	 395419	 -2.932
     129	   199	342.184131	-44.549627	 0.5100	 0.51	 0.127	 0.712	 0.0100	       	  1.180426	 2.08600e+00	    0.118	 0.5100	 1.00000e+00	     0.2	5322460	 -3.904
     130	   200	342.198946	-44.547908	 0.2200	 0.22	 0.206	 0.244	 0.0100	       	  1.000000	 9.44410e+00	 1272.000	 0.2200	 1.00000e+00	     0.0	5245560	  2.956
     131	   201	342.202315	-44.549402	 0.2100	 0.21	 0.095	 0.474	 0.1100	       	  1.000000	 9.14860e-01	    0.009	 0.2100	 9.14860e-01	     0.0	 297652	 -7.863
     132	   202	342.193317	-44.549047	 4.1000	 4.10	 3.623	 4.418	 3.9600	       	  1.534233	 1.64570e+00	    3.440	 4.1000	 1.00000e+00	     1.0	4710898	 -3.234
     133	   203	342.183081	-44.549606	 5.9100	 5.91	 5.850	 5.943	 6.3701	       	  1.877797	 3.71110e+01	    6.018	 5.9100	 1.00000e+00	   133.9	6088302	 -1.752
     134	   204	342.164757	-44.549235	 0.3900	 0.39	 0.177	 0.461	 0.3400	       	  1.080841	 1.26120e+00	    0.141	 0.3900	 9.99980e-01	     0.0	5150504	 -6.669
     135	   205	342.176415	-44.548932	 2.7700	 2.77	 2.466	 2.913	 2.1900	       	  2.152025	 2.14640e+00	    0.013	 2.7700	 9.99980e-01	     1.3	2629015	 -1.788
     136	   206	342.206188	-44.549344	 6.9700	 6.97	 6.676	 7.718	 6.8501	       	  1.415318	 5.14270e-01	    0.644	 6.9700	 5.14270e-01	    31.0	2817099	 -3.562
     137	   207	342.194673	-44.548837	 2.0600	 2.06	 1.494	 2.401	 2.1000	       	  1.438544	 5.85990e-01	    0.177	 2.0600	 5.85990e-01	     0.3	 485365	 -3.979
     138	   208	342.189644	-44.548794	 2.9500	 2.95	 1.893	 3.657	 2.6800	       	  1.601700	 4.06150e-01	    0.307	 2.9500	 4.06150e-01	     0.1	4873019	 -5.785
     139	   209	342.182338	-44.549343	 0.4300	 0.43	 0.308	 0.521	 0.3300	       	  1.105324	 2.32080e+00	    0.221	 0.4300	 1.00000e+00	     0.0	5064709	 -6.121
     140	   210	342.183841	-44.549357	 0.4500	 0.45	 0.343	 0.578	 0.5100	       	  1.124350	 2.61410e+00	    0.066	 0.4500	 1.00000e+00	     0.2	 609445	 -5.184
     141	   211	342.171002	-44.548881	 2.2000	 2.20	 1.741	 2.847	 0.0100	       	  2.379322	 7.74990e-01	    0.035	 2.2000	 7.74990e-01	     2.1	2149204	 -1.254
     142	   212	342.186848	-44.549076	 0.3900	 0.39	 0.120	 0.748	 0.0500	       	  1.050731	 1.28860e+00	    0.007	 0.3900	 1.00000e+00	     0.3	1864768	 -3.349
     143	   213	342.171569	-44.548733	 3.5100	 3.51	 0.888	 4.375	 3.1600	       	  2.623065	 1.49760e-01	    0.074	 3.5100	 1.49760e-01	     7.7	2644630	  0.147
     144	   214	342.195177	-44.548879	 0.3800	 0.38	 0.290	 2.131	 1.5800	       	  1.029543	 3.50580e+00	    0.001	 0.3800	 1.00000e+00	     0.0	1665568	 -6.165
     145	   215	342.207143	-44.549480	 0.4900	 0.49	 0.434	 0.522	 0.5500	       	  1.092962	 3.90270e+00	    0.041	 0.4900	 1.00000e+00	     4.2	2631170	 -0.445
     146	   216	342.180993	-44.549334	 0.2800	 0.28	 0.210	 0.344	 0.2400	       	  1.000000	 1.37110e+00	    4.357	 0.2800	 1.00000e+00	     0.0	5186406	 -2.853
     147	   217	342.167176	-44.549252	 0.4000	 0.40	 0.318	 0.457	 0.3800	       	  1.098851	 2.59240e+00	    1.119	 0.4000	 9.99990e-01	     0.0	5130728	 -4.486
     148	   218	342.172058	-44.548809	 0.6200	 0.62	 0.320	 4.326	 0.5500	       	  1.428633	 4.58810e-01	    0.006	 0.6200	 4.58810e-01	     0.4	2295772	 -4.790
     149	   219	342.187706	-44.548586	 3.2700	 3.27	 2.514	 3.707	 2.9500	       	  1.688585	 6.23960e-01	    0.005	 3.2700	 6.23960e-01	     0.5	2634225	 -2.727
     150	   220	342.183870	-44.549104	 1.2100	 1.21	 1.131	 1.288	 1.1900	       	  1.554900	 6.29040e-01	    0.367	 1.2100	 6.29040e-01	     0.5	5313742	 -3.778
     151	   221	342.178149	-44.548743	 1.2000	 1.20	 1.136	 1.540	 1.3500	       	  1.729032	 1.29620e+00	    0.026	 1.2000	 9.99990e-01	     0.1	 804984	 -4.585
     152	   222	342.194485	-44.548721	 2.2600	 2.26	 1.938	 3.217	 2.3400	       	  1.457736	 1.37080e+00	    0.170	 2.2600	 1.00000e+00	     0.3	5386055	 -6.081
     153	   223	342.185669	-44.548845	 1.3800	 1.38	 1.171	 1.503	 1.3800	       	  1.566632	 1.91320e+00	    0.204	 1.3800	 1.00000e+00	     0.2	5296990	 -6.080
     154	   224	342.170145	-44.548974	 0.4100	 0.41	 0.197	 3.067	 2.8200	       	  1.117693	 4.56500e+00	    0.097	 0.4100	 1.00000e+00	     0.1	6934496	 -5.693
     155	   225	342.203070	-44.549087	 0.9100	 0.91	 0.751	 0.951	 0.9600	       	  1.240110	 1.25140e+00	    0.205	 0.9100	 9.99960e-01	     0.2	3716697	 -5.913
     156	   226	342.204499	-44.548827	 1.8700	 1.87	 0.262	 2.752	 2.0400	       	  1.334746	 2.65090e+00	    0.281	 1.8700	 1.00000e+00	     0.3	6905797	 -3.296
     157	   227	342.203303	-44.548764	 0.8200	 0.82	 0.158	 4.271	 0.0600	       	  1.218562	 2.02530e+00	    0.088	 0.8200	 9.99990e-01	     0.4	 912576	 -3.079
     158	   228	342.205734	-44.548993	 1.0500	 1.05	 0.687	 1.127	 1.0700	       	  1.255765	 9.64930e-01	    0.520	 1.0500	 9.64930e-01	     1.0	5367789	 -2.011
     159	   230	342.170645	-44.549456	 2.0800	 2.08	 2.029	 2.188	 2.0300	       	  2.271761	 2.63290e+00	   11.440	 2.0800	 9.99980e-01	    10.8	 336692	  0.143
     160	   231	342.203507	-44.548965	 2.2200	 2.22	 2.205	 2.235	 2.6500	       	  1.357146	 3.43270e+00	    0.101	 2.2200	 1.00000e+00	    10.3	2634204	  0.452
     161	   232	342.194435	-44.548515	 3.8800	 3.88	 0.673	 4.634	 0.4700	       	  1.520315	 5.24750e-01	    0.139	 3.8800	 5.24750e-01	    14.2	2616038	  0.281
     162	   233	342.169648	-44.548545	 6.2700	 6.27	 6.146	 6.619	 6.2800	       	  2.981193	 4.39460e-01	    0.327	 6.2700	 4.39460e-01	    29.2	3195685	 -3.726
     163	   234	342.205842	-44.548843	 0.8900	 0.89	 0.777	 0.984	 0.9800	       	  1.225337	 3.38810e-01	    0.426	 0.8900	 3.38810e-01	     0.4	 340663	 -3.433
     164	   235	342.194310	-44.548416	 2.7600	 2.76	 2.514	 2.953	 2.0500	       	  1.495337	 5.30810e-01	    0.011	 2.7600	 5.30810e-01	     0.9	3128215	 -6.440
     165	   236	342.193106	-44.548886	 3.8200	 3.82	 3.753	 3.925	 3.5700	       	  1.534917	 5.90310e-01	    5.597	 3.8200	 5.90310e-01	    13.2	4593588	 -2.753
     166	   239	342.186344	-44.548295	 4.2200	 4.22	 3.564	 4.551	 3.9800	       	  1.806037	 2.92200e-01	    0.005	 4.2200	 2.92200e-01	     0.5	6817668	 -2.730
     167	   240	342.177308	-44.548280	 3.6300	 3.63	 0.886	 4.899	 0.3100	       	  2.266730	 3.95810e-01	    0.161	 3.6300	 3.95810e-01	    16.6	2645233	  1.007
     168	   241	342.180491	-44.548611	 0.3000	 0.30	 0.181	 0.350	 0.2400	       	  1.000000	 2.27640e+00	    2.070	 0.3000	 1.00000e+00	     0.0	5173638	 -3.829
     169	   242	342.194600	-44.548404	 5.8300	 5.83	 1.056	 6.393	 5.8900	       	  1.550392	 9.54210e-01	    0.202	 5.8300	 9.54210e-01	     2.5	3493277	 -5.791
     170	   243	342.194850	-44.548772	 0.2700	 0.27	 0.108	 0.303	 0.3800	       	  1.000000	 2.93080e+00	    0.013	 0.2700	 1.00000e+00	     0.1	1204165	 -4.555
     171	   244	342.202301	-44.548537	 5.2600	 5.26	 1.323	 6.027	 5.1500	       	  1.420215	 4.80480e+00	   42.400	 5.2600	 1.00000e+00	     9.5	3698581	 -0.594
     172	   245	342.185666	-44.548344	 3.8100	 3.81	 0.533	 4.562	 3.4200	       	  1.813376	 6.42510e-01	    1.921	 3.8100	 6.42510e-01	     0.9	5261656	 -3.782
     173	   247	342.177057	-44.548331	 6.1600	 6.16	 5.957	 6.415	 6.0100	       	  2.408135	 7.56320e-01	    0.727	 6.1600	 7.56320e-01	     6.7	5886907	 -4.565
     174	   248	342.169337	-44.548325	 1.9700	 1.97	 1.220	 2.181	 1.8000	       	  2.428104	 3.11530e+00	    0.106	 1.9700	 9.99990e-01	    10.8	2635599	  0.504
     175	   249	342.171113	-44.548405	 6.9100	 6.91	 6.498	 7.541	 6.9001	       	  3.008863	 3.11810e+00	    0.224	 6.9100	 9.99990e-01	    10.8	2816498	 -4.705
     176	   250	342.167361	-44.548457	 0.4000	 0.40	 0.188	 0.416	 0.4600	       	  1.102609	 1.40890e+00	    0.083	 0.4000	 1.00000e+00	     0.1	 417048	 -5.588
     177	   251	342.189925	-44.548093	 2.7400	 2.74	 1.236	 2.961	 0.4000	       	  1.593934	 5.15620e-01	    0.005	 2.7400	 5.15620e-01	     0.5	2634215	 -2.760
     178	   252	342.184400	-44.548101	 3.7800	 3.78	 1.175	 5.756	 0.5500	       	  1.860241	 1.49570e-01	    0.076	 3.7800	 1.49570e-01	     7.8	2645236	  0.185
     179	   253	342.176475	-44.548117	 2.0400	 2.04	 1.064	 7.905	 2.0000	       	  2.114342	 6.70020e-02	    0.370	 2.0400	 6.70020e-02	     0.0	4694729	 -5.758
     180	   254	342.169180	-44.548142	 1.3900	 1.39	 1.186	 1.874	 1.6300	       	  2.179044	 1.40400e+00	    0.015	 1.3900	 9.99990e-01	     1.6	2591388	 -2.752
     181	   255	342.205803	-44.548385	 1.2705	 1.25	 1.199	 1.338	 1.3000	 1.2705	  1.276558	 8.96800e-01	    2.970	 1.2705	 8.96800e-01	    11.2	4392537	 -2.509
     182	   256	342.182949	-44.548400	 0.4000	 0.40	 0.161	 0.712	 0.2000	       	  1.072148	 5.98760e-01	    0.036	 0.4000	 5.98760e-01	     0.0	5090312	 -8.197
     183	   257	342.164424	-44.548063	 0.3800	 0.38	 0.131	 3.158	 0.4200	       	  1.065160	 1.70590e+00	    0.005	 0.3800	 1.00000e+00	     0.0	 805568	 -6.236
     184	   258	342.183672	-44.548030	 2.9400	 2.94	 1.557	 4.315	 2.9100	       	  1.841842	 4.40950e-01	    0.300	 2.9400	 4.40950e-01	     0.1	4898699	 -5.828
     185	   259	342.169079	-44.548232	 6.8600	 6.86	 6.449	 7.306	 6.4901	       	  3.105515	 1.89960e+00	    0.354	 6.8600	 1.00000e+00	    19.6	6424121	 -4.086
     186	   260	342.198628	-44.548118	 0.0500	 0.05	 0.026	 0.064	 0.0100	       	  1.000000	 1.03560e+02	    0.124	 0.0500	 1.00000e+00	     0.0	5251301	 -6.844
     187	   261	342.176123	-44.548116	 1.8300	 1.83	 0.990	 2.538	 1.5400	       	  2.078380	 5.30660e-01	    0.230	 1.8300	 5.30660e-01	     0.0	5256517	 -6.223
     188	   262	342.186530	-44.548111	 1.0900	 1.09	 0.840	 5.269	 1.1400	       	  1.486795	 7.00780e-01	    0.287	 1.0900	 7.00780e-01	     0.0	4990582	 -5.986
     189	   263	342.202230	-44.548864	 1.4700	 1.47	 0.744	 1.733	 1.5800	       	  1.320462	 8.53850e-01	    0.245	 1.4700	 8.53850e-01	     1.7	1050789	 -3.188
     190	   264	342.167971	-44.549021	 0.3400	 0.34	 0.239	 0.445	 0.3000	       	  1.000000	 1.78940e+00	    1.238	 0.3400	 1.00000e+00	     0.0	5113791	 -4.301
     191	   265	342.170778	-44.549102	 0.2700	 0.27	 0.251	 0.383	 2.5500	       	  1.000000	 9.62180e+00	    0.171	 0.2700	 1.00000e+00	     0.2	6903854	 -4.519
     192	   266	342.179725	-44.547933	 3.4000	 3.40	 0.660	 4.207	 3.1900	       	  2.120340	 2.29980e-01	    0.529	 3.4000	 2.29980e-01	     0.2	5293962	 -5.324
     193	   267	342.178347	-44.548104	 0.6600	 0.66	 0.457	 4.675	 0.7700	       	  1.404950	 1.46700e+00	    0.070	 0.6600	 9.99970e-01	     0.0	7451005	 -7.406
     194	   268	342.184005	-44.548001	 2.9800	 2.98	 1.502	 5.054	 3.0000	       	  1.833465	 2.68840e-01	    0.244	 2.9800	 2.68840e-01	     0.0	3936780	 -6.248
     195	   269	342.177233	-44.548075	 0.8200	 0.82	 0.298	 1.524	 0.0800	       	  1.568388	 1.57360e+00	    0.030	 0.8200	 1.00000e+00	     0.5	1493376	 -2.804
     196	   270	342.166918	-44.548002	 6.9400	 6.94	 6.851	 7.238	 6.7501	       	  3.186998	 1.79620e+00	    0.336	 6.9400	 1.00000e+00	    20.4	6491323	 -4.047
     197	   271	342.167632	-44.547953	 1.8900	 1.89	 0.704	 4.856	 6.2900	       	  2.459948	 2.31350e+00	    0.065	 1.8900	 9.99980e-01	     6.7	2630598	  0.019
     198	   272	342.194996	-44.548170	 1.6100	 1.61	 1.573	 1.808	 1.7900	       	  1.420383	 8.99630e+00	    1.222	 1.6100	 1.00000e+00	     0.4	7360160	 -3.299
     199	   273	342.165488	-44.547842	 1.4000	 1.40	 0.644	 6.829	 6.3501	       	  2.227007	 9.83670e-01	    0.026	 1.4000	 9.83670e-01	     2.7	2632388	 -0.978
     200	   274	342.203750	-44.548447	 0.4000	 0.40	 0.318	 0.414	 3.4300	       	  1.040936	 4.21060e+00	    0.045	 0.4000	 1.00000e+00	     1.0	1579368	 -2.060
     201	   275	342.185799	-44.547710	 3.2800	 3.28	 2.321	 3.723	 3.0200	       	  1.820610	 4.19970e-01	    0.008	 3.2800	 4.19970e-01	     0.8	2634226	 -2.234
     202	   277	342.172302	-44.547957	 1.2800	 1.28	 0.774	 1.704	 1.2500	       	  2.080180	 7.92480e-01	    0.042	 1.2800	 7.92480e-01	     1.4	1694786	 -3.828
     203	   278	342.169395	-44.547877	 0.3900	 0.39	 0.197	 3.378	 0.2600	       	  1.084956	 3.26120e-01	    0.009	 0.3900	 3.26120e-01	     0.1	 979768	 -5.711
     204	   279	342.199270	-44.547764	 0.0500	 0.05	 0.035	 0.074	 0.9300	       	  1.000000	 3.39390e+01	    0.275	 0.0500	 9.99990e-01	     0.0	    209	 -5.901
     205	   280	342.207022	-44.548253	 0.2000	 0.20	 0.124	 0.330	 0.1700	       	  1.000000	 1.34620e+00	    0.211	 0.2000	 9.99980e-01	     0.0	5190772	 -6.305
     206	   281	342.205079	-44.547767	 3.7800	 3.78	 0.461	 4.240	 3.5000	       	  1.382919	 1.01090e+00	    0.649	 3.7800	 1.00000e+00	    14.1	1502236	 -1.332
     207	   282	342.185101	-44.547797	 0.6600	 0.66	 0.410	 4.092	 0.6200	       	  1.314942	 4.15670e-01	    0.025	 0.6600	 4.15670e-01	     0.1	 591237	 -6.780
     208	   283	342.206293	-44.547684	 0.4100	 0.41	 0.179	 0.630	 0.4200	       	  1.044817	 6.96390e-01	    0.045	 0.4100	 6.96390e-01	     0.0	  76944	 -7.856
     209	   284	342.172863	-44.547794	 0.5200	 0.52	 0.309	 0.961	 0.7500	       	  1.290965	 1.03090e+00	    0.126	 0.5200	 9.99960e-01	     0.0	  11290	 -6.730
     210	   285	342.182856	-44.548034	 1.5700	 1.57	 1.347	 1.668	 1.7000	       	  1.710401	 1.39930e+00	    2.581	 1.5700	 1.00000e+00	     1.1	 126319	 -2.244
     211	   286	342.194627	-44.548197	 0.4100	 0.41	 0.207	 0.523	 0.4200	       	  1.058625	 1.88430e+00	    0.164	 0.4100	 9.99980e-01	     0.0	5150504	 -6.624
     212	   287	342.160732	-44.547353	 1.4500	 1.45	 0.683	 6.735	 6.3501	       	  2.296734	 1.16070e+00	    0.020	 1.4500	 9.99990e-01	     2.0	2622989	 -1.847
     213	   288	342.168275	-44.547536	 0.7300	 0.73	 0.664	 0.782	 0.7100	       	  1.656183	 1.72140e+00	    7.449	 0.7300	 1.00000e+00	     2.0	  59823	 -0.937
     214	   290	342.202643	-44.548554	 0.4200	 0.42	 0.396	 0.434	 3.0600	       	  1.055511	 1.24230e+01	    0.369	 0.4200	 1.00000e+00	     0.3	6936596	 -4.303
     215	   291	342.187076	-44.547985	 0.0900	 0.09	 0.022	 1.370	 1.3500	       	  1.000000	 4.29820e+00	    0.004	 0.0900	 1.00000e+00	     0.0	7194582	 -8.281
     216	   292	342.189538	-44.547705	 0.4200	 0.42	 0.220	 0.602	 0.2900	       	  1.076580	 6.96250e-01	    0.068	 0.4200	 6.96250e-01	     0.0	5102120	 -7.639
     217	   293	342.204440	-44.547370	 2.6200	 2.62	 1.334	 4.829	 2.8500	       	  1.368215	 8.34570e-01	    0.613	 2.6200	 8.34570e-01	     0.1	7204572	 -5.112
     218	   294	342.198303	-44.548345	 0.5100	 0.51	 0.453	 0.546	 0.4400	       	  2.243271	 3.54260e+00	   60.830	 0.5100	 9.99990e-01	     0.3	5165770	 -0.190
     219	   295	342.180883	-44.547764	 0.7100	 0.71	 0.495	 0.781	 0.6900	       	  1.421545	 8.22050e-01	    0.044	 0.7100	 8.22050e-01	     0.3	1094774	 -3.324
     220	   296	342.205155	-44.547438	 0.6200	 0.62	 0.420	 0.801	 0.7000	       	  1.152711	 8.60630e-01	    0.008	 0.6200	 8.60630e-01	     0.0	 711440	 -6.130
     221	   297	342.167769	-44.547905	 1.4500	 1.45	 0.416	 6.598	 6.2800	       	  2.247694	 5.15760e+00	    0.070	 1.4500	 1.00000e+00	     7.2	2611989	 -0.476
     222	   298	342.184985	-44.547422	 3.5000	 3.50	 1.028	 4.647	 3.3700	       	  1.882072	 7.38280e-01	    0.020	 3.5000	 7.38280e-01	     2.0	2629830	 -1.296
     223	   299	342.187761	-44.547447	 5.5900	 5.59	 0.762	 6.006	 5.3800	       	  1.785921	 1.84830e-01	    0.129	 5.5900	 1.84830e-01	     5.6	2740072	 -5.384
     224	   300	342.173865	-44.547307	 3.3000	 3.30	 0.576	 4.558	 0.7500	       	  2.751793	 7.66170e-01	    0.011	 3.3000	 7.66170e-01	     1.1	2581626	 -3.696
     225	   301	342.203349	-44.547591	 4.2100	 4.21	 3.601	 4.677	 4.6400	       	  1.403437	 2.57210e+00	   19.070	 4.2100	 1.00000e+00	     1.9	6877634	 -1.483
