#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-04T04:17:24 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-04T04:17:24	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/ApJ/871/129/table1&-out=**&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_18710129
#Name: J/ApJ/871/129
#Title: A redshift catalog of the galaxy cluster A2029 (Sohn+, 2019)
#INFO	ivoid=ivo://cds.vizier/j/apj/871/129	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/apj/871/129	    IVOID of underlying data collection
#INFO	creator=Sohn J.	    First author or institution
#INFO	cites=bibcode:2019ApJ...871..129S	    Article or Data origin sources
#INFO	journal=ApJ	    Journal name
#INFO	original_date=2019	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJ/871/129	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.18710129	    Dataset identifier that can be used for citation
#INFO	publication_date=2021-07-09	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJ_871_129_table1:
#Name: J/ApJ/871/129/table1
#Title: The redshift galaxy catalog of A2029
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	objID	(I19)	Object identifier from SDSS (1)	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F10.6)	[227/229] Right Ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F10.6)	[5.1/6.5] Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	rmag	(F5.2)	[13.5/22.5] Composite model r band magnitude (G1)	[ucd=phot.mag;em.opt.R]
#Column	z	(F8.5)	[0.004/6.4] Redshift	[ucd=src.redshift]
#Column	e_z	(F8.5)	[1e-05/1]? Error in z	[ucd=stat.error;src.redshift]
#Column	r_z	(A3)	Reference code(s) for z (2)	[ucd=meta.ref;pos.frame]
#Column	Mm	(A1)	[N/Y] Membership determined based on the caustics (Y)es (1054 occurrences); or (N)o	[ucd=meta.code.member]
#Column	T13	(I3)	Display data from Tyler+, 2013, J/ApJ/773/86 if any	[ucd=meta.ref.url]
#Column	Sloan	(a5)	Display the online SDSS DR12 or DR7 data for this object	[ucd=meta.ref.url]
#Column	SimbadName	(A24)	Simbad column added by the CDS	[ucd=meta.id]
recno	objID	RAJ2000	DEJ2000	rmag	z	e_z	r_z	Mm	T13	Sloan	SimbadName
     166	1237658780557771188	227.653475	+05.760425	18.34	 0.12418	 0.00007	2  	N	  0	Sloan	SDSS J151036.83+054537.5
     167	1237658780557771354	227.658658	+05.788322	18.88	 0.07706	 0.00008	1,2	Y	  1	Sloan	SDSS J151038.07+054717.9
     168	1237658780557771358	227.654517	+05.755559	19.82	 0.06957	 0.00015	2  	Y	  1	Sloan	SDSS J151037.08+054520.0
     169	1237658780557771359	227.656870	+05.753490	20.26	 0.12426	 0.00004	1  	N	  0	Sloan	SDSS J151037.64+054512.5
     170	1237658780557771362	227.658285	+05.756101	19.13	 0.08717	 0.00012	2  	Y	  1	Sloan	SDSS J151037.98+054521.9
     171	1237658780557771365	227.661397	+05.776636	19.85	 0.07527	 0.00015	2  	Y	  1	Sloan	SDSS J151038.73+054635.8
     172	1237658780557771376	227.673625	+05.780154	19.15	 0.09654	 0.00006	2  	N	  0	Sloan	SDSS J151041.67+054648.5
     173	1237658780557771379	227.675593	+05.783111	19.30	 0.22129	 0.00009	2  	N	  0	Sloan	SDSS J151042.14+054659.1
     174	1237658780557771388	227.679889	+05.812976	18.69	 0.07800	 0.00006	2  	Y	  1	Sloan	SDSS J151043.17+054846.7
     175	1237658780557771389	227.678221	+05.812920	18.75	 0.18058	 0.00004	2  	N	  0	Sloan	SDSS J151042.77+054846.5
     176	1237658780557771399	227.678538	+05.741383	19.40	 0.07422	 0.00009	2  	Y	  1	Sloan	SDSS J151042.84+054428.9
     177	1237658780557771408	227.688477	+05.825774	18.03	 0.07936	 0.00006	2  	Y	  1	Sloan	SDSS J151045.23+054932.7
     178	1237658780557771635	227.657384	+05.742833	19.68	 0.36869	 0.00008	2  	N	  0	Sloan	SDSS J151037.77+054434.1
     179	1237658780557771647	227.670850	+05.782093	20.77	 0.07500	 0.00017	1  	Y	  0	Sloan	SDSS J151041.00+054655.5
     180	1237658780557771649	227.669306	+05.751350	20.74	 0.25264	 0.00014	1  	N	  0	Sloan	SDSS J151040.63+054504.8
     181	1237658780557771668	227.689267	+05.810415	19.57	 0.39278	 0.00009	2,3	N	  0	Sloan	SDSS J151045.42+054837.4
     182	1237658780557771674	227.692824	+05.824937	20.22	 0.39257	 0.00013	1  	N	  0	Sloan	SDSS J151046.27+054929.7
     183	1237658780557771677	227.693238	+05.803968	19.64	 0.39219	 0.00008	2  	N	  0	Sloan	SDSS J151046.37+054814.2
     184	1237658780557771896	227.690920	+05.820509	20.84	 0.54648	 0.00021	1  	N	  0	Sloan	SDSS J151045.82+054913.8
     185	1237658780557836633	227.707440	+05.815711	17.14	 0.07943	 0.00008	2,3	Y	  1	Sloan	SDSS J151049.78+054856.5
     186	1237658780557836753	227.732644	+05.837444	18.44	 0.09408	 0.00002	2,3	N	  0	Sloan	SDSS J151055.83+055014.7
     187	1237658780557836815	227.712532	+05.840239	18.52	 0.07396	 0.00005	1,2	Y	  1	Sloan	SDSS J151051.00+055024.8
     188	1237658780557836816	227.711262	+05.840753	18.97	 0.07711	 0.00009	2  	Y	  1	Sloan	SDSS J151050.70+055026.7
     189	1237658780557836829	227.718145	+05.821869	18.13	 0.07609	 0.00008	2  	Y	  1	Sloan	SDSS J151052.35+054918.7
     190	1237658780557836832	227.722312	+05.833553	17.91	 0.07384	 0.00005	2  	Y	  1	Sloan	SDSS J151053.35+055000.7
     191	1237658780557837108	227.715030	+05.837166	19.45	 0.39243	 0.00008	2  	N	  0	Sloan	SDSS J151051.60+055013.7
     192	1237658780557837158	227.756468	+05.835467	20.32	 0.07816	 0.00020	1  	Y	  0	Sloan	SDSS J151101.55+055007.6
     193	1237658780557837159	227.756252	+05.827165	19.31	 0.07206	 0.00012	1  	Y	  0	Sloan	SDSS J151101.50+054937.7
     194	1237662268074033220	227.792303	+05.823225	16.18	 0.07680	 0.00001	3  	Y	  1	Sloan	SDSS J151110.15+054923.6
     195	1237662268074033384	227.762751	+05.830590	17.82	 0.08300	 0.00006	2  	Y	  1	Sloan	SDSS J151103.06+054950.1
     196	1237662268074033410	227.770122	+05.829326	17.35	 0.08411	 0.00006	2,3	Y	  1	Sloan	SDSS J151104.82+054945.5
     197	1237662268074033471	227.794366	+05.832441	17.18	 0.07421	 0.00005	2,3	Y	  1	Sloan	SDSS J151110.64+054956.7
     198	1237662268074033477	227.797576	+05.812311	16.66	 0.07681	 0.00006	2  	Y	  1	Sloan	SDSS J151111.41+054844.3
     199	1237662268074033478	227.793123	+05.814369	16.50	 0.07974	 0.00008	2,3	Y	  1	Sloan	SDSS J151110.34+054851.7
     200	1237662268074033479	227.791039	+05.813705	17.58	 0.08003	 0.00008	2,3	Y	  1	Sloan	SDSS J151109.84+054849.3
     201	1237662268074033516	227.810618	+05.822241	16.99	 0.07674	 0.00007	2  	Y	  1	Sloan	SDSS J151114.54+054920.0
     202	1237662268074033549	227.818872	+05.764542	18.19	 0.07902	 0.00008	2  	Y	  1	Sloan	SDSS J151116.52+054552.3
     203	1237662268074033560	227.820061	+05.751223	18.74	 0.08048	 0.00010	1,2	Y	  1	Sloan	SDSS J151116.81+054504.4
     204	1237662268074033589	227.832568	+05.744460	16.83	 0.07807	 0.00007	2,3	Y	  1	Sloan	SDSS J151119.81+054440.0
     205	1237662268074033732	227.767220	+05.848005	19.29	 0.08066	 0.00012	1  	Y	  0	Sloan	SDSS J151104.13+055052.8
     206	1237662268074033755	227.803834	+05.826025	19.12	 0.07881	 0.00011	2  	Y	  1	Sloan	SDSS J151112.92+054933.6
     207	1237662268074033855	227.817017	+05.775886	19.72	 0.07332	 0.00002	2  	Y	  1	Sloan	SDSS J151116.08+054633.1
     208	1237662268074033971	227.770901	+05.839752	20.64	 0.22258	 0.00005	1  	N	  0	Sloan	SDSS J151105.01+055023.1
     209	1237662268074034173	227.814160	+05.781889	19.93	 0.22341	 0.00009	1  	N	  0	Sloan	SDSS J151115.39+054654.7
     210	1237662268074034177	227.817022	+05.807139	20.95	 0.54954	 0.00018	1  	N	  0	Sloan	SDSS J151116.08+054825.7
     211	1237662268074034216	227.817704	+05.734062	19.38	 0.28092	 0.00012	2  	N	  0	Sloan	SDSS J151116.24+054402.6
     212	1237662268074034243	227.827061	+05.782932	20.16	 0.54943	 0.00011	3  	N	  0	Sloan	SDSS J151118.49+054658.5
     213	1237662268074034290	227.836149	+05.771201	19.43	 0.07395	 0.00007	2  	Y	  1	Sloan	SDSS J151120.67+054616.3
     214	1237662268074034292	227.832591	+05.740437	19.89	 0.39242	 0.00019	1  	N	  0	Sloan	SDSS J151119.82+054425.5
     215	1237662268074034294	227.837502	+05.782559	20.74	 0.36166	 0.00012	1  	N	  0	Sloan	SDSS J151121.00+054657.2
     216	1237662268074034313	227.839856	+05.776512	20.79	 0.54657	 0.00013	1  	N	  0	Sloan	SDSS J151121.56+054635.4
     217	1237662268074034324	227.839831	+05.748052	20.38	 0.29017	 0.00015	1  	N	  0	Sloan	SDSS J151121.55+054452.9
     218	1237655744020021540	227.646261	+05.656846	16.17	 0.08102	 0.00010	2,3	Y	  1	Sloan	SDSS J151035.10+053924.6
     219	1237655744020021574	227.653852	+05.677981	18.52	 0.22913	 0.00005	2  	N	  0	Sloan	SDSS J151036.92+054040.7
     220	1237655744020021583	227.661659	+05.674413	16.53	 0.08281	 0.00003	2,3	Y	  1	Sloan	SDSS J151038.79+054027.8
     221	1237655744020021584	227.660605	+05.684731	18.01	 0.09619	 0.00002	2  	N	  0	Sloan	SDSS J151038.54+054105.0
     222	1237655744020021586	227.658157	+05.672311	18.40	 0.08492	 0.00009	2  	Y	  0	Sloan	SDSS J151037.95+054020.3
     223	1237655744020021589	227.660488	+05.678686	19.82	 0.02138	 0.00003	1  	N	  0	Sloan	SDSS J151038.51+054043.2
     224	1237655744020021610	227.666369	+05.655278	16.32	 0.07668	 0.00007	2,3	Y	  1	Sloan	SDSS J151039.92+053918.9
     225	1237655744020021625	227.673884	+05.667212	18.25	 0.07840	 0.00006	2  	Y	  1	Sloan	SDSS J151041.73+054001.9
     226	1237655744020021636	227.680923	+05.676043	16.98	 0.07729	 0.00006	2  	Y	  1	Sloan	SDSS J151043.42+054033.7
     227	1237655744020021637	227.682419	+05.671538	16.80	 0.08118	 0.00002	2,3	Y	  1	Sloan	SDSS J151043.78+054017.5
     228	1237655744020021639	227.677102	+05.678231	19.83	 0.23416	 0.00025	2  	N	  0	Sloan	SDSS J151042.50+054041.6
     229	1237655744020021645	227.684447	+05.657396	18.21	 0.07825	 0.00007	1,2	Y	  1	Sloan	SDSS J151044.26+053926.6
     230	1237655744020021662	227.698109	+05.649094	16.72	 0.08536	 0.00005	2,3	Y	  1	Sloan	SDSS J151047.54+053856.7
     231	1237655744020021664	227.695092	+05.647554	18.65	 0.07467	 0.00006	2  	Y	  1	Sloan	SDSS J151046.82+053851.1
     232	1237655744020021665	227.696228	+05.646653	21.06	 0.55136	 0.00019	1  	N	  0	Sloan	SDSS J151047.09+053847.9
     233	1237655744020021691	227.707360	+05.655485	18.42	 0.08084	 0.00008	2  	Y	  1	Sloan	SDSS J151049.76+053919.7
     234	1237655744020021708	227.710364	+05.624756	17.62	 0.07836	 0.00009	2,3	Y	  1	Sloan	SDSS J151050.48+053729.1
     235	1237655744020021715	227.717156	+05.657484	16.31	 0.07485	 0.00011	2,3	Y	  1	Sloan	SDSS J151052.11+053926.9
     236	1237655744020021723	227.717168	+05.624486	18.04	 0.08402	 0.00004	1  	Y	  0	Sloan	SDSS J151052.12+053728.1
     237	1237655744020021734	227.733444	+05.649088	18.49	 0.08405	 0.00005	2  	Y	  1	Sloan	SDSS J151056.02+053856.7
     238	1237655744020021771	227.646223	+05.687789	20.98	 0.75316	 0.00021	1  	N	  0	Sloan	SDSS J151035.09+054116.0
     239	1237655744020021792	227.733056	+05.631971	17.82	 0.07802	 0.00006	2  	Y	  1	Sloan	SDSS J151055.93+053755.0
     240	1237655744020021817	227.606859	+05.737443	18.74	 0.13745	 0.00006	1,2	N	  0	Sloan	SDSS J151025.64+054414.7
     241	1237655744020021819	227.625966	+05.733021	20.56	 0.11897	 0.00002	1  	N	  0	Sloan	SDSS J151030.23+054358.8
     242	1237655744020021820	227.624106	+05.734775	20.32	 0.04571	 0.00009	1  	N	  0	Sloan	SDSS J151029.78+054405.1
     243	1237655744020021840	227.713078	+05.660723	20.30	 0.29731	 0.00003	1  	N	  0	Sloan	SDSS J151051.13+053938.6
     244	1237655744020021961	227.614032	+05.724630	20.79	 0.56500	 0.00015	3  	N	  0	Sloan	SDSS J151027.36+054328.6
     245	1237655744020021962	227.612051	+05.725894	20.48	 0.29069	 0.00019	1  	N	  0	Sloan	SDSS J151026.89+054333.2
     246	1237655744020022021	227.627433	+05.730344	20.42	 0.07712	 0.00003	1  	Y	  0	Sloan	SDSS J151030.58+054349.2
     247	1237655744020022046	227.630751	+05.689391	21.11	 0.55257	 0.00010	1  	N	  0	Sloan	SDSS J151031.38+054121.8
     248	1237655744020022047	227.633845	+05.714656	18.87	 0.08403	 0.00008	2  	Y	  1	Sloan	SDSS J151032.12+054252.7
     249	1237655744020022068	227.637234	+05.671110	20.81	 0.54883	 0.00013	1  	N	  0	Sloan	SDSS J151032.93+054015.9
     250	1237655744020022074	227.641637	+05.687194	19.98	 0.07906	 0.00024	1  	Y	  0	Sloan	SDSS J151033.99+054113.8
     251	1237655744020022079	227.646875	+05.727517	20.38	 0.36927	 0.00017	1  	N	  0	Sloan	SDSS J151035.25+054339.0
     252	1237655744020022111	227.651992	+05.673718	19.62	 0.07498	 0.00015	1  	Y	  0	Sloan	SDSS J151036.47+054025.3
     253	1237655744020022129	227.655605	+05.657012	19.88	 0.45096	 0.00009	2  	N	  0	Sloan	SDSS J151037.34+053925.2
     254	1237655744020022195	227.672989	+05.654327	19.56	 0.09421	 0.00007	2  	N	  0	Sloan	SDSS J151041.51+053915.5
     255	1237655744020022198	227.674932	+05.649653	20.52	 0.38839	 0.00007	1  	N	  0	Sloan	SDSS J151041.98+053858.7
     256	1237655744020022245	227.689298	+05.649324	20.62	 0.07649	 0.00019	1  	Y	  0	Sloan	SDSS J151045.43+053857.5
     257	1237655744020022247	227.693289	+05.678249	19.08	 0.07765	 0.00012	1  	Y	  0	Sloan	SDSS J151046.38+054041.6
     258	1237655744020022261	227.692369	+05.631109	18.53	 0.07902	 0.00008	1  	Y	  0	Sloan	SDSS J151046.16+053751.9
     259	1237655744020022267	227.697404	+05.642113	20.40	 0.55185	 0.00018	1  	N	  0	Sloan	SDSS J151047.37+053831.6
     260	1237655744020022293	227.703101	+05.629718	20.52	 0.07743	 0.00019	1  	Y	  0	Sloan	SDSS J151048.74+053746.9
     261	1237655744020022366	227.723414	+05.630618	18.89	 0.07544	 0.00005	1  	Y	  0	Sloan	SDSS J151053.61+053750.2
     262	1237655744020022369	227.727543	+05.653176	20.46	 0.27355	 0.00003	1  	N	  0	Sloan	SDSS J151054.61+053911.4
     263	1237655744020022385	227.727091	+05.643278	19.65	 0.22796	 0.00014	1  	N	  0	Sloan	SDSS J151054.50+053835.7
     264	1237655744020086789	227.740840	+05.645011	19.51	 0.07881	 0.00017	1  	Y	  0	Sloan	SDSS J151057.80+053842.0
     265	1237655744020086843	227.797081	+05.665603	20.18	 0.56149	 0.00008	1  	N	  0	Sloan	SDSS J151111.29+053956.1
     266	1237655744020086859	227.825090	+05.686826	18.29	 0.06896	 0.00009	2  	N	  1	Sloan	SDSS J151118.02+054112.5
     267	1237655744020086861	227.822735	+05.676930	20.67	 0.54848	 0.00009	1  	N	  0	Sloan	SDSS J151117.45+054036.9
     268	1237655744020086864	227.834702	+05.679584	20.72	 0.39288	 0.00004	1  	N	  0	Sloan	SDSS J151120.32+054046.5
     269	1237655744020086896	227.852389	+05.716336	20.69	 0.22042	 0.00014	1  	N	  0	Sloan	SDSS J151124.57+054258.8
     270	1237655744020086907	227.859112	+05.701766	18.58	 0.22059	 0.00014	2  	N	  0	Sloan	SDSS J151126.18+054206.3
     271	1237655744020086989	227.751692	+05.633627	17.88	 0.12423	 0.00005	2  	N	  0	Sloan	SDSS J151100.40+053801.0
     272	1237655744020086990	227.754356	+05.632483	19.01	 0.07911	 0.00007	2  	Y	  1	Sloan	SDSS J151101.04+053756.9
     273	1237655744020086993	227.753609	+05.661349	16.08	 0.08100	 0.00010	2,3	Y	  1	Sloan	SDSS J151100.86+053940.8
     274	1237655744020086994	227.756037	+05.659424	18.84	 0.08587	 0.00003	2  	Y	  1	Sloan	SDSS J151101.44+053933.9
     275	1237655744020087027	227.774337	+05.645055	17.52	 0.07337	 0.00005	2,3	Y	  1	Sloan	SDSS J151105.84+053842.1
     276	1237655744020087028	227.776871	+05.662487	18.65	 0.17358	 0.00005	2  	N	  0	Sloan	SDSS J151106.44+053944.9
     277	1237655744020087070	227.797515	+05.674171	16.49	 0.06822	 0.00009	2,3	N	  1	Sloan	SDSS J151111.40+054027.0
     278	1237655744020087071	227.795433	+05.676624	19.45	 0.29077	 0.00008	2  	N	  0	Sloan	SDSS J151110.90+054035.8
     279	1237655744020087075	227.799896	+05.653831	16.50	 0.08417	 0.00016	2,3	Y	  1	Sloan	SDSS J151111.97+053913.7
     280	1237655744020087106	227.810869	+05.646764	17.47	 0.08003	 0.00012	2  	Y	  1	Sloan	SDSS J151114.60+053848.3
     281	1237655744020087108	227.811962	+05.653905	17.10	 0.07997	 0.00007	2  	Y	  1	Sloan	SDSS J151114.87+053914.0
     282	1237655744020087155	227.839657	+05.688951	17.07	 0.07230	 0.00005	2,3	Y	  1	Sloan	SDSS J151121.51+054120.2
     283	1237655744020087163	227.848807	+05.688612	17.76	 0.08058	 0.00010	2  	Y	  1	Sloan	SDSS J151123.71+054119.0
     284	1237655744020087171	227.848084	+05.678168	19.41	 0.92936	 0.00023	3  	N	  0	Sloan	SDSS J151123.54+054041.4
     285	1237655744020087182	227.854180	+05.704806	17.78	 0.22001	 0.00012	2,3	N	  0	Sloan	SDSS J151125.00+054217.3
     286	1237655744020087206	227.858615	+05.676410	18.62	 0.08903	 0.00003	2  	N	  0	Sloan	SDSS J151126.06+054035.0
     287	1237655744020087249	227.744493	+05.637377	18.59	 0.12444	 0.00006	2  	N	  0	Sloan	SDSS J151058.67+053814.5
     288	1237655744020087267	227.783092	+05.651746	18.94	 0.07455	 0.00007	1  	Y	  0	Sloan	SDSS J151107.94+053906.2
     289	1237655744020087282	227.821341	+05.668863	18.83	 0.12136	 0.00005	2  	N	  0	Sloan	SDSS J151117.12+054007.9
     290	1237655744020087338	227.744016	+05.628751	20.43	 0.24990	 0.00011	1  	N	  0	Sloan	SDSS J151058.56+053743.5
     291	1237655744020087353	227.787714	+05.631946	19.28	 0.10285	 0.00006	2  	N	  0	Sloan	SDSS J151109.05+053755.0
     292	1237655744020087372	227.858365	+05.689400	20.28	 0.14594	 0.00006	1  	N	  0	Sloan	SDSS J151126.00+054121.8
     293	1237655744020087429	227.740818	+05.655623	19.67	 0.44760	 0.00014	2  	N	  0	Sloan	SDSS J151057.79+053920.2
     294	1237655744020087430	227.742988	+05.657152	19.61	 0.32316	 0.00009	2  	N	  0	Sloan	SDSS J151058.31+053925.7
     295	1237655744020087493	227.754031	+05.641557	20.55	 0.26592	 0.00015	1  	N	  0	Sloan	SDSS J151100.96+053829.6
     296	1237655744020087494	227.752043	+05.641835	20.30	 0.22874	 0.00010	1  	N	  0	Sloan	SDSS J151100.49+053830.6
     297	1237655744020087538	227.770054	+05.665314	20.23	 0.08317	 0.00016	1  	Y	  0	Sloan	SDSS J151104.81+053955.1
     298	1237655744020087572	227.780648	+05.667330	18.87	 0.08143	 0.00010	2  	Y	  1	Sloan	SDSS J151107.35+054002.3
     299	1237655744020087656	227.809134	+05.676278	19.81	 0.07396	 0.00010	2  	Y	  1	Sloan	SDSS J151114.19+054034.6
     300	1237655744020087730	227.836515	+05.705302	20.08	 0.54686	 0.00014	3  	N	  0	Sloan	SDSS J151120.76+054219.0
     301	1237655744020087738	227.836955	+05.711291	19.29	 0.28128	 0.00013	2  	N	  0	Sloan	SDSS J151120.86+054240.6
     302	1237655744020087744	227.839996	+05.705528	20.48	 0.22251	 0.00003	1  	N	  0	Sloan	SDSS J151121.59+054219.8
     303	1237655744020087751	227.840128	+05.671087	18.81	 0.22063	 0.00012	2  	N	  0	Sloan	SDSS J151121.63+054015.9
     304	1237655744020087812	227.866884	+05.703689	20.40	 0.08874	 0.00009	1  	N	  0	Sloan	SDSS J151128.05+054213.2
     305	1237658780557770980	227.661676	+05.843938	19.39	 0.07194	 0.00015	2  	Y	  1	Sloan	SDSS J151038.80+055038.1
     306	1237658780557771068	227.633755	+05.799654	17.07	 0.08099	 0.00010	2,3	Y	  1	Sloan	SDSS J151032.10+054758.7
     307	1237658780557771076	227.636880	+05.816595	17.09	 0.07601	 0.00005	2,3	Y	  1	Sloan	SDSS J151032.85+054859.7
     308	1237658780557771088	227.651742	+05.834368	17.49	 0.07896	 0.00008	2,3	Y	  1	Sloan	SDSS J151036.41+055003.7
     309	1237658780557771112	227.683897	+05.839201	17.89	 0.07474	 0.00005	2  	Y	  1	Sloan	SDSS J151044.13+055021.1
     310	1237658780557771187	227.655322	+05.803833	19.94	 1.22321	 0.00037	3  	N	  0	Sloan	SDSS J151037.27+054813.7
     311	1237658780557771281	227.608901	+05.803152	18.63	 0.07634	 0.00010	1  	Y	  0	Sloan	SDSS J151026.13+054811.3
     312	1237658780557771283	227.608175	+05.787685	19.70	 0.08052	 0.00012	2  	Y	  1	Sloan	SDSS J151025.96+054715.6
     313	1237658780557771289	227.610667	+05.765354	19.10	 0.07575	 0.00008	2  	Y	  1	Sloan	SDSS J151026.56+054555.2
     314	1237658780557771290	227.609132	+05.765365	20.57	 0.53526	 0.00006	1  	N	  0	Sloan	SDSS J151026.19+054555.3
     315	1237658780557771310	227.617569	+05.760380	19.12	 0.08458	 0.00005	2  	Y	  1	Sloan	SDSS J151028.21+054537.3
     316	1237658780557771313	227.625593	+05.798384	19.05	 0.07835	 0.00009	2  	Y	  1	Sloan	SDSS J151030.14+054754.1
     317	1237658780557771317	227.629305	+05.816403	20.31	 1.01781	 0.00026	3  	N	  0	Sloan	SDSS J151031.03+054859.0
     318	1237658780557771318	227.628216	+05.799209	18.84	 0.36365	 0.00008	2  	N	  0	Sloan	SDSS J151030.77+054757.1
     319	1237658780557771331	227.639931	+05.783941	19.80	 0.07726	 0.00010	1  	Y	  0	Sloan	SDSS J151033.58+054702.1
     320	1237658780557771370	227.669984	+05.825590	20.12	 0.07058	 0.00015	1  	Y	  0	Sloan	SDSS J151040.79+054932.1
     321	1237658780557771573	227.617759	+05.749333	20.92	 0.17250	        	4  	N	  0	Sloan	SDSS J151028.26+054457.5
     322	1237658780557771580	227.624287	+05.808834	20.05	 0.28999	 0.00011	1  	N	  0	Sloan	SDSS J151029.82+054831.8
     323	1237658780557771591	227.624665	+05.758244	20.63	 0.56590	 0.00012	1  	N	  0	Sloan	SDSS J151029.91+054529.6
     324	1237658780557771602	227.629994	+05.745228	20.70	 0.54716	 0.00008	1  	N	  0	Sloan	SDSS J151031.19+054442.8
     325	1237658780557771604	227.637096	+05.802291	20.57	 0.28955	 0.00011	1  	N	  0	Sloan	SDSS J151032.90+054808.2
     326	1237658780557771610	227.635486	+05.763619	20.80	 2.31397	 0.00204	3  	N	  0	Sloan	SDSS J151032.51+054549.0
     327	1237658780557771612	227.636818	+05.755112	20.88	 0.36837	 0.00029	1  	N	  0	Sloan	SDSS J151032.83+054518.4
     328	1237658780557771614	227.639732	+05.780465	19.88	 0.07467	 0.00030	4  	Y	  0	Sloan	SDSS J151033.53+054649.6
     329	1237658780557771954	227.619724	+05.826884	21.39	 0.11840	 0.00016	1  	N	  0	Sloan	SDSS J151028.73+054936.7
     330	1237662268073903469	227.600517	+05.757157	19.87	 0.33745	 0.00007	2  	N	  0	Sloan	SDSS J151024.12+054525.7
     331	1237662268074033302	227.847164	+05.790587	19.56	 0.38876	 0.00011	2  	N	  0	Sloan	SDSS J151123.31+054726.1
     332	1237662268074033418	227.779242	+05.865974	18.55	 0.07968	 0.00007	2  	Y	  1	Sloan	SDSS J151107.01+055157.5
     333	1237662268074033423	227.782420	+05.884611	16.36	 0.07735	 0.00007	2,3	Y	  1	Sloan	SDSS J151107.78+055304.5
     334	1237662268074033429	227.780254	+05.861809	18.32	 0.07382	 0.00006	2  	Y	  1	Sloan	SDSS J151107.26+055142.5
     335	1237662268074033446	227.788654	+05.882162	17.31	 0.04408	 0.00003	1  	N	  0	Sloan	SDSS J151109.27+055255.7
     336	1237662268074033449	227.789940	+05.875932	16.81	 0.07546	 0.00005	2  	Y	  1	Sloan	SDSS J151109.58+055233.3
     337	1237662268074033451	227.789695	+05.864932	17.88	 0.07804	 0.00006	1,2	Y	  1	Sloan	SDSS J151109.52+055153.7
     338	1237662268074033490	227.802219	+05.888339	19.17	 0.32367	 0.00009	2  	N	  0	Sloan	SDSS J151112.53+055318.0
     339	1237662268074033491	227.804548	+05.886899	18.60	 0.08091	 0.00011	2  	Y	  1	Sloan	SDSS J151113.09+055312.8
     340	1237662268074033495	227.802580	+05.856185	18.67	 0.15091	 0.00009	2  	N	  0	Sloan	SDSS J151112.61+055122.2
     341	1237662268074033499	227.802822	+05.847831	18.83	 0.07848	 0.00007	1,2	Y	  1	Sloan	SDSS J151112.67+055052.1
     342	1237662268074033510	227.813319	+05.872153	16.24	 0.07290	 0.00005	2,3	Y	  1	Sloan	SDSS J151115.19+055219.7
     343	1237662268074033525	227.820690	+05.830397	16.46	 0.07335	 0.00007	2,3	Y	  1	Sloan	SDSS J151116.96+054949.4
     344	1237662268074033526	227.821229	+05.828284	18.74	 0.07247	 0.00006	1,2	Y	  1	Sloan	SDSS J151117.09+054941.8
     345	1237662268074033592	227.843308	+05.818397	15.91	 0.07464	 0.00008	2  	Y	  1	Sloan	SDSS J151122.39+054906.2
     346	1237662268074033593	227.843719	+05.819566	18.70	 0.07433	 0.00007	2  	Y	  1	Sloan	SDSS J151122.49+054910.4
     347	1237662268074033595	227.838536	+05.818407	20.22	 0.18877	 0.00022	1  	N	  0	Sloan	SDSS J151121.24+054906.2
     348	1237662268074033613	227.842754	+05.779766	17.70	 0.07470	 0.00005	2  	Y	  1	Sloan	SDSS J151122.26+054647.1
     349	1237662268074033620	227.855363	+05.809864	16.79	 0.08078	 0.00008	2,3	Y	  1	Sloan	SDSS J151125.28+054835.5
     350	1237662268074033645	227.866858	+05.761260	16.14	 0.06696	 0.00004	2,3	N	  0	Sloan	SDSS J151128.04+054540.5
     351	1237662268074033646	227.865400	+05.762002	18.94	 0.08354	 0.00013	2  	Y	  1	Sloan	SDSS J151127.69+054543.2
     352	1237662268074033655	227.870862	+05.771371	17.56	 0.07139	 0.00006	2  	Y	  1	Sloan	SDSS J151129.00+054616.9
     353	1237662268074033669	227.876647	+05.780759	17.67	 0.08088	 0.00013	2,3	Y	  1	Sloan	SDSS J151130.39+054650.7
