#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-04T04:25:46 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-04T04:25:46	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/ApJS/224/33/table2&-out=**&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_22240033
#Name: J/ApJS/224/33
#Title: CLASH-VLT: the FF cluster MACS J0416.1-2403 (Balestra+, 2016)
#INFO	ivoid=ivo://cds.vizier/j/apjs/224/33	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/apjs/224/33	    IVOID of underlying data collection
#INFO	creator=Balestra I.	    First author or institution
#INFO	cites=bibcode:2016ApJS..224...33B	    Article or Data origin sources
#INFO	journal=ApJS	    Journal name
#INFO	original_date=2016	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/224/33	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.22240033	    Dataset identifier that can be used for citation
#INFO	publication_date=2018-09-14	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJS_224_33_table2:
#Name: J/ApJS/224/33/table2
#Title: CLASH-VLT spectroscopic redshift catalog of MACS J0416.1-2403
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	ID	(A16)	CLASHVLT identifier (JHHMMSS.s+DDMMSS)	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F10.6)	[63.8/64.3] Right Ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F10.6)	[-24.3/-23.8] Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	z	(F7.4)	[0/4.2] Spectroscopic redshift	[ucd=src.redshift]
#Column	q_z	(I1)	[2/9] Quality flag on z (1)	[ucd=meta.code.qual;src.redshift]
#Column	r_z	(I1)	[1/5] Reference code for z (2)	[ucd=meta.ref;pos.frame]
#Column	Rmag	(F5.2)	[15.2/25.7]? Subaru/Suprime Cam Kron R-band AB magnitude	[ucd=phot.mag;em.opt.R]
#Column	f_ID	(A3)	Flag(s) on ID (3)	[ucd=meta.code]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
recno	ID	RAJ2000	DEJ2000	z	q_z	r_z	Rmag	f_ID	Simbad
     254	J041539.5-241429	063.914474	-24.241593	 0.3970	2	1	23.21	   	Simbad
     255	J041556.8-241406	063.986494	-24.235132	 0.0000	3	2	18.37	   	Simbad
     256	J041515.2-241418	063.813172	-24.238453	 0.1551	3	1	19.60	   	Simbad
     257	J041611.9-241424	064.049552	-24.240204	 0.2997	3	1	21.56	   	Simbad
     258	J041625.1-241427	064.104608	-24.241036	 0.3892	3	2	23.63	   	Simbad
     259	J041556.2-241321	063.984046	-24.222686	 0.2338	3	1	18.54	   	Simbad
     260	J041627.5-241426	064.114565	-24.240831	 0.4667	3	1	22.18	   	Simbad
     261	J041606.8-241421	064.028535	-24.239402	 0.4052	3	1	22.35	   	Simbad
     262	J041602.2-241424	064.008994	-24.240060	 0.3155	3	1	21.95	   	Simbad
     263	J041632.9-241419	064.136888	-24.238838	 0.2764	3	1	21.46	   	Simbad
     264	J041526.9-241423	063.861998	-24.239928	 0.3002	3	1	21.98	   	Simbad
     265	J041542.0-241426	063.924973	-24.240677	 0.7621	3	1	23.45	   	Simbad
     266	J041614.3-241427	064.059423	-24.241055	 0.3884	3	1	23.26	   	Simbad
     267	J041644.1-241408	064.183928	-24.235641	 0.5534	3	2	21.83	   	Simbad
     268	J041542.1-241424	063.925517	-24.240112	 0.4307	3	1	21.98	   	Simbad
     269	J041513.0-241423	063.804188	-24.239932	 0.3398	3	1	22.09	   	Simbad
     270	J041618.0-241419	064.075155	-24.238867	 0.3881	3	1	21.93	   	Simbad
     271	J041520.7-241421	063.836071	-24.239187	 0.4311	3	1	21.00	   	Simbad
     272	J041654.4-241423	064.226717	-24.239978	 0.3034	3	1	22.27	   	Simbad
     273	J041624.0-241407	064.099827	-24.235489	 0.3048	3	2	19.70	   	Simbad
     274	J041553.6-241425	063.973316	-24.240550	 0.4189	3	1	23.53	   	Simbad
     275	J041558.7-241358	063.994791	-24.232878	 0.3432	3	1	21.13	   	Simbad
     276	J041602.8-241415	064.011473	-24.237604	 0.5522	3	1	21.14	   	Simbad
     277	J041536.6-241415	063.902327	-24.237711	 0.4302	2	1	21.88	   	Simbad
     278	J041549.5-241424	063.956401	-24.240022	 0.5392	3	1	23.25	   	Simbad
     279	J041530.9-241420	063.878609	-24.238964	 0.6341	3	1	22.70	   	Simbad
     280	J041656.4-241408	064.234792	-24.235811	 0.3952	3	1	21.02	   	Simbad
     281	J041631.6-241423	064.131526	-24.239870	 0.5685	3	1	24.39	   	Simbad
     282	J041544.2-241419	063.934089	-24.238649	 0.3823	3	3	22.42	   	Simbad
     283	J041640.4-241422	064.168255	-24.239564	 3.0766	3	2	22.91	   	Simbad
     284	J041533.1-241420	063.888106	-24.238906	 0.3824	3	1	20.23	   	Simbad
     285	J041543.2-241412	063.929814	-24.236795	 0.4303	3	1	23.08	   	Simbad
     286	J041632.7-241423	064.136305	-24.239862	 0.4356	3	1	23.95	   	Simbad
     287	J041621.5-241323	064.089546	-24.223260	 0.2150	3	1	18.27	   	Simbad
     288	J041653.8-241420	064.224214	-24.239108	 0.5618	3	1	23.39	   	Simbad
     289	J041641.8-241402	064.174037	-24.233918	 0.5362	3	1	20.77	   	Simbad
     290	J041703.6-241408	064.264985	-24.235826	 0.4740	3	1	22.15	   	Simbad
     291	J041556.1-241420	063.983823	-24.238931	 0.4191	3	1	22.65	   	Simbad
     292	J041627.7-241422	064.115578	-24.239465	 0.4677	3	3	23.42	   	Simbad
     293	J041550.7-241416	063.961155	-24.238009	 0.2068	3	1	21.51	   	Simbad
     294	J041609.2-241423	064.038270	-24.239802	 0.2069	2	1	23.00	   	Simbad
     295	J041523.2-241416	063.846669	-24.237933	 0.6348	3	1	22.32	   	Simbad
     296	J041613.1-241352	064.054438	-24.231385	 0.6374	3	1	20.39	   	Simbad
     297	J041601.8-241416	064.007390	-24.238052	 0.4366	2	1	22.88	   	Simbad
     298	J041551.5-241414	063.964734	-24.237397	 0.3906	3	2	21.62	   	Simbad
     299	J041600.7-241414	064.002781	-24.237494	 0.4222	3	1	22.08	   	Simbad
     300	J041512.8-241417	063.803430	-24.238104	 0.5788	3	1	23.34	   	Simbad
     301	J041539.3-241415	063.913876	-24.237548	 0.3935	3	1	21.51	   	Simbad
     302	J041629.0-241415	064.120741	-24.237515	 1.1142	3	1	22.12	R  	Simbad
     303	J041559.4-241417	063.997666	-24.238304	 0.4525	2	1	23.58	   	Simbad
     304	J041533.1-241419	063.887807	-24.238615	 0.3802	3	1	21.80	   	Simbad
     305	J041547.8-241413	063.949355	-24.236998	 0.2999	3	1	21.82	   	Simbad
     306	J041626.7-241412	064.111196	-24.236939	 0.1903	3	1	22.58	   	Simbad
     307	J041536.6-241409	063.902486	-24.236050	 0.3834	3	1	21.16	   	Simbad
     308	J041516.8-241413	063.820082	-24.237219	 0.3871	2	1	23.37	   	Simbad
     309	J041557.1-241331	063.988015	-24.225282	 0.2328	2	1	20.40	   	Simbad
     310	J041514.0-241411	063.808248	-24.236626	 0.1828	3	1	22.93	   	Simbad
     311	J041628.4-241410	064.118244	-24.236153	 0.4866	3	1	23.02	   	Simbad
     312	J041609.8-241409	064.040847	-24.235883	 0.4059	3	1	21.85	   	Simbad
     313	J041533.2-241359	063.888288	-24.233069	 0.2505	3	1	21.67	   	Simbad
     314	J041602.8-241409	064.011560	-24.235874	 0.4655	3	1	21.67	   	Simbad
     315	J041632.9-241410	064.136931	-24.236387	 0.0000	2	1	22.42	   	Simbad
     316	J041526.4-241403	063.859908	-24.234241	 0.2736	3	1	20.63	   	Simbad
     317	J041616.6-241411	064.069170	-24.236566	 0.3874	3	1	24.00	   	Simbad
     318	J041616.3-241407	064.067897	-24.235515	 0.2988	3	1	21.85	   	Simbad
     319	J041534.2-241359	063.892304	-24.233238	 0.3847	2	1	21.71	   	Simbad
     320	J041615.0-241409	064.062312	-24.235983	 0.3537	3	1	22.79	   	Simbad
     321	J041653.4-241404	064.222423	-24.234531	 0.3965	3	1	21.78	   	Simbad
     322	J041617.1-241402	064.071440	-24.233990	 0.3892	3	1	20.91	   	Simbad
     323	J041640.8-241407	064.169812	-24.235307	 0.4001	2	1	23.37	   	Simbad
     324	J041516.9-241408	063.820396	-24.235577	 0.0638	2	1	22.74	   	Simbad
     325	J041515.9-241347	063.816137	-24.229779	 0.2659	3	1	19.60	   	Simbad
     326	J041530.4-241404	063.876696	-24.234716	 0.3955	3	1	23.29	   	Simbad
     327	J041536.5-241403	063.902082	-24.234180	 0.3840	3	3	22.11	   	Simbad
     328	J041629.7-241407	064.123788	-24.235384	 0.4650	2	2	22.84	   	Simbad
     329	J041521.8-241408	063.841020	-24.235758	 0.4202	3	3	23.33	   	Simbad
     330	J041633.8-241356	064.140910	-24.232491	 0.3036	3	1	20.01	   	Simbad
     331	J041547.9-241358	063.949482	-24.232834	 0.5220	2	1	21.95	   	Simbad
     332	J041608.9-241405	064.037192	-24.234758	 0.3942	2	1	23.14	   	Simbad
     333	J041547.9-241406	063.949636	-24.235027	 0.5735	3	1	22.71	   	Simbad
     334	J041612.3-241325	064.051125	-24.223720	 0.1674	3	1	18.12	   	Simbad
     335	J041646.0-241402	064.191728	-24.234070	 0.3310	3	1	22.05	   	Simbad
     336	J041548.7-241407	063.952816	-24.235306	 0.3049	3	1	23.29	   	Simbad
     337	J041629.3-241337	064.122091	-24.227150	 0.4662	3	1	20.16	   	Simbad
     338	J041543.5-241405	063.931435	-24.234738	 0.2152	2	1	23.47	   	Simbad
     339	J041627.7-241350	064.115523	-24.230789	 0.4669	3	1	22.46	   	Simbad
     340	J041536.3-241356	063.901220	-24.232448	 0.3862	3	2	21.43	   	Simbad
     341	J041556.6-241400	063.986006	-24.233595	 0.4001	3	2	23.21	   	Simbad
     342	J041604.7-241356	064.019622	-24.232302	 0.5705	3	3	21.38	   	Simbad
     343	J041610.7-241405	064.044542	-24.234755	 0.5714	2	1	23.68	   	Simbad
     344	J041616.5-241359	064.068753	-24.233275	 0.4836	3	1	22.54	   	Simbad
     345	J041602.5-241353	064.010549	-24.231466	 0.2981	2	1	22.29	   	Simbad
     346	J041513.9-241358	063.807714	-24.233055	 0.1818	3	1	21.59	   	Simbad
     347	J041512.8-241351	063.803418	-24.231058	 0.5361	3	1	20.65	   	Simbad
     348	J041521.8-241402	063.840704	-24.234019	 0.8901	9	2	23.20	   	Simbad
     349	J041548.1-241359	063.950571	-24.233162	 0.5717	3	1	21.49	R  	Simbad
     350	J041700.6-241355	064.252326	-24.232098	 0.5665	3	2	21.32	   	Simbad
     351	J041546.8-241400	063.945208	-24.233539	 0.1919	3	1	22.01	   	Simbad
     352	J041534.6-241359	063.894338	-24.233089	 0.3814	3	1	22.71	   	Simbad
     353	J041617.3-241403	064.072050	-24.234261	 2.5653	2	1	23.94	   	Simbad
     354	J041618.7-241400	064.078078	-24.233508	 0.3885	3	1	22.67	   	Simbad
     355	J041517.6-241400	063.823486	-24.233443	 0.3166	3	1	22.96	   	Simbad
     356	J041602.9-241253	064.012039	-24.214862	 0.2384	3	1	18.04	   	Simbad
     357	J041555.7-241356	063.982103	-24.232278	 0.2756	3	2	21.69	   	Simbad
     358	J041624.2-241356	064.100639	-24.232294	 0.4186	2	1	22.55	   	Simbad
     359	J041542.7-241343	063.927952	-24.228846	 0.4303	3	1	20.12	   	Simbad
     360	J041646.1-241402	064.192210	-24.233926	 0.3335	3	1	25.02	   	Simbad
     361	J041545.7-241402	063.940550	-24.233963	 0.3021	3	1	23.96	   	Simbad
     362	J041617.7-241350	064.073852	-24.230579	 0.3045	3	1	20.61	   	Simbad
     363	J041552.1-241350	063.966935	-24.230744	 0.3043	3	1	21.18	   	Simbad
     364	J041608.0-241351	064.033363	-24.230917	 0.4850	2	1	20.77	   	Simbad
     365	J041557.9-241358	063.991246	-24.232949	 0.4188	3	1	22.37	   	Simbad
     366	J041541.6-241349	063.923217	-24.230472	 0.4320	3	2	22.12	   	Simbad
     367	J041614.7-241357	064.061123	-24.232626	 0.2445	2	1	23.39	   	Simbad
     368	J041656.3-241335	064.234403	-24.226400	 0.6304	3	1	21.86	   	Simbad
     369	J041648.7-241352	064.202748	-24.231326	 0.5552	3	1	21.51	   	Simbad
     370	J041620.0-241348	064.083226	-24.230003	 0.3890	3	1	19.90	   	Simbad
     371	J041535.6-241354	063.898468	-24.231827	 0.5825	3	1	22.98	   	Simbad
     372	J041659.2-241348	064.246714	-24.230114	 0.3055	3	1	20.31	   	Simbad
     373	J041658.6-241354	064.244191	-24.231782	 0.1361	3	1	21.86	   	Simbad
     374	J041613.7-241313	064.057129	-24.220552	 0.2673	3	1	19.33	   	Simbad
     375	J041609.9-241353	064.041128	-24.231481	 0.6415	3	1	22.94	   	Simbad
     376	J041534.2-241335	063.892656	-24.226508	 0.4315	3	1	20.58	   	Simbad
     377	J041651.4-241351	064.214177	-24.231087	 0.3854	9	1	22.83	   	Simbad
     378	J041558.2-241357	063.992528	-24.232614	 0.3545	3	1	24.03	   	Simbad
     379	J041618.0-241349	064.075068	-24.230501	 0.3873	3	1	21.54	   	Simbad
     380	J041543.1-241355	063.929730	-24.232085	 0.6342	3	3	23.33	   	Simbad
     381	J041547.3-241351	063.947125	-24.230844	 0.5724	3	1	22.30	   	Simbad
     382	J041635.1-241357	064.146184	-24.232531	 0.4819	3	1	23.55	   	Simbad
     383	J041636.2-241355	064.150904	-24.232067	 0.4818	3	1	23.69	   	Simbad
     384	J041609.1-241353	064.038040	-24.231624	 0.3887	3	1	22.78	   	Simbad
     385	J041545.5-241351	063.939774	-24.230927	 0.4313	3	1	22.46	   	Simbad
     386	J041515.3-241337	063.813544	-24.227152	 0.5038	3	1	20.66	   	Simbad
     387	J041659.4-241344	064.247315	-24.229118	 0.5373	3	1	21.73	   	Simbad
     388	J041529.5-241348	063.873008	-24.230251	 0.4313	3	1	21.63	   	Simbad
     389	J041516.6-241350	063.819345	-24.230744	 0.4307	3	1	21.84	   	Simbad
     390	J041625.9-241355	064.107763	-24.232012	 0.4627	9	1	24.12	   	Simbad
     391	J041625.9-241339	064.107836	-24.227706	 0.3886	3	1	20.11	   	Simbad
     392	J041606.2-241346	064.025897	-24.229572	 0.7087	2	1	22.37	   	Simbad
     393	J041604.4-241353	064.018326	-24.231397	 0.4643	9	1	22.90	   	Simbad
     394	J041625.6-241349	064.106728	-24.230311	 0.4860	3	2	21.68	   	Simbad
     395	J041605.4-241350	064.022464	-24.230708	 0.5703	3	1	23.13	   	Simbad
     396	J041532.7-241240	063.886305	-24.211203	 0.2075	3	1	18.47	   	Simbad
     397	J041548.5-241351	063.951951	-24.230884	 0.1955	3	1	22.94	   	Simbad
     398	J041705.5-241352	064.272888	-24.231154	 0.4313	9	1	24.54	   	Simbad
     399	J041611.7-241343	064.048846	-24.228656	 0.6690	9	1	24.28	   	Simbad
     400	J041616.2-241344	064.067482	-24.228987	 0.0000	3	1	20.43	   	Simbad
     401	J041533.8-241349	063.891012	-24.230451	 0.6321	9	1	22.89	   	Simbad
     402	J041647.4-241347	064.197605	-24.229770	 3.1763	3	1	23.58	   	Simbad
     403	J041614.8-241347	064.061574	-24.229805	 0.3913	9	1	22.97	   	Simbad
     404	J041608.1-241341	064.033834	-24.228230	 0.1628	3	1	21.07	   	Simbad
     405	J041621.4-241348	064.089070	-24.230260	 2.8309	3	1	23.60	   	Simbad
     406	J041537.4-241347	063.905766	-24.229766	 0.3927	3	1	22.78	   	Simbad
     407	J041558.8-241338	063.994813	-24.227494	 0.3436	3	1	21.90	   	Simbad
     408	J041608.3-241335	064.034736	-24.226521	 0.2977	3	1	20.44	   	Simbad
     409	J041519.1-241348	063.829669	-24.230055	 0.5973	9	1	24.51	   	Simbad
     410	J041518.6-241334	063.827665	-24.226215	 0.4010	3	1	20.10	   	Simbad
     411	J041626.1-241338	064.108958	-24.227273	 0.3891	3	1	21.46	   	Simbad
     412	J041533.9-241345	063.891197	-24.229246	 0.5799	3	1	23.62	   	Simbad
     413	J041651.1-241347	064.212892	-24.229944	 0.5205	3	2	24.19	   	Simbad
     414	J041559.7-241339	063.998788	-24.227716	 0.2694	3	1	21.20	   	Simbad
     415	J041545.9-241346	063.941189	-24.229703	 0.3543	2	1	24.12	   	Simbad
     416	J041618.6-241340	064.077471	-24.228012	 0.3882	3	1	22.95	   	Simbad
     417	J041604.7-241340	064.019460	-24.228039	 0.2394	3	1	21.27	   	Simbad
     418	J041642.7-241303	064.178064	-24.217741	 0.3296	3	1	19.56	   	Simbad
     419	J041545.2-241334	063.938503	-24.226129	 0.4547	3	1	22.32	   	Simbad
     420	J041623.4-241342	064.097621	-24.228450	 0.3892	3	3	22.93	   	Simbad
     421	J041552.1-241343	063.967260	-24.228873	 0.3042	3	1	22.90	   	Simbad
     422	J041533.8-241340	063.890830	-24.227889	 0.4047	3	2	21.96	   	Simbad
     423	J041600.4-241330	064.001638	-24.225091	 0.3439	3	1	20.05	1  	Simbad
     424	J041553.8-241343	063.974044	-24.228635	 0.4647	3	1	23.78	   	Simbad
     425	J041658.0-241333	064.241638	-24.226068	 0.3948	3	1	21.52	   	Simbad
     426	J041612.4-241339	064.051500	-24.227713	 0.6688	3	1	21.69	   	Simbad
     427	J041524.5-241339	063.852118	-24.227638	 0.1362	3	1	19.85	   	Simbad
     428	J041537.7-241337	063.907167	-24.226980	 0.3961	3	1	21.85	   	Simbad
     429	J041516.3-241340	063.817844	-24.227890	 0.5868	3	1	22.81	   	Simbad
     430	J041633.2-241341	064.138176	-24.228140	 0.5619	3	1	23.09	   	Simbad
     431	J041549.7-241337	063.957253	-24.226962	 0.7938	3	1	21.81	   	Simbad
     432	J041636.9-241335	064.153741	-24.226489	 0.5074	3	1	22.08	   	Simbad
     433	J041537.1-241336	063.904579	-24.226800	 0.5714	3	2	21.50	   	Simbad
     434	J041535.8-241332	063.899185	-24.225740	 0.6885	3	2	22.31	   	Simbad
     435	J041611.8-241332	064.049064	-24.225557	 0.3908	3	1	21.64	   	Simbad
     436	J041545.0-241311	063.937674	-24.219892	 0.7531	3	1	21.51	   	Simbad
     437	J041513.2-241338	063.804898	-24.227316	 0.3107	2	1	22.96	   	Simbad
     438	J041544.8-241326	063.936641	-24.223907	 0.3980	3	2	19.62	   	Simbad
     439	J041517.1-241337	063.821056	-24.227116	 0.3026	3	2	22.54	   	Simbad
     440	J041625.3-241332	064.105560	-24.225745	 0.4845	2	2	22.35	   	Simbad
     441	J041613.6-241323	064.056796	-24.223246	 0.5091	9	1	22.37	   	Simbad
     442	J041659.7-241337	064.248663	-24.227195	 0.5371	3	3	22.82	   	Simbad
     443	J041618.7-241338	064.078111	-24.227229	 0.3047	3	3	23.41	   	Simbad
     444	J041705.4-241308	064.272481	-24.219011	 0.4704	3	1	20.86	   	Simbad
     445	J041535.6-241335	063.898305	-24.226407	 0.3934	3	1	22.23	   	Simbad
     446	J041625.4-241335	064.105695	-24.226448	 0.3904	3	1	22.76	   	Simbad
     447	J041610.1-241337	064.041881	-24.227220	 0.6420	3	1	23.06	   	Simbad
     448	J041601.5-241320	064.006395	-24.222363	 0.2689	3	1	22.32	   	Simbad
     449	J041633.1-241334	064.137870	-24.226307	 0.5635	3	1	22.66	   	Simbad
     450	J041620.9-241331	064.087216	-24.225447	 0.3852	3	1	22.00	   	Simbad
     451	J041551.5-241313	063.964632	-24.220313	 0.3449	3	1	20.35	   	Simbad
     452	J041606.2-241328	064.026017	-24.224534	 0.5697	3	3	22.13	1  	Simbad
     453	J041615.5-241322	064.064701	-24.222862	 0.4840	2	1	21.68	   	Simbad
     454	J041625.6-241330	064.106630	-24.225139	 0.3537	3	1	21.56	   	Simbad
     455	J041618.5-241333	064.077112	-24.226103	 0.3911	3	1	23.00	   	Simbad
     456	J041626.2-241300	064.109216	-24.216863	 0.4875	3	1	19.66	   	Simbad
     457	J041602.2-241332	064.009076	-24.225683	 0.3991	3	3	22.23	   	Simbad
     458	J041600.9-241321	064.003664	-24.222539	 0.5497	3	1	20.35	R  	Simbad
     459	J041541.9-241324	063.924383	-24.223347	 0.4311	3	1	20.71	   	Simbad
     460	J041553.5-241323	063.972806	-24.223318	 0.5869	3	1	21.46	   	Simbad
     461	J041608.0-241324	064.033221	-24.223592	 0.6400	3	2	23.51	   	Simbad
     462	J041615.2-241320	064.063431	-24.222398	 0.4653	3	2	19.85	R  	Simbad
     463	J041557.7-241334	063.990311	-24.226196	 0.5485	9	1	24.44	   	Simbad
     464	J041607.8-241333	064.032414	-24.225918	 0.4223	2	1	23.96	   	Simbad
     465	J041619.6-241328	064.081803	-24.224643	 0.3867	2	1	21.68	   	Simbad
     466	J041611.0-241329	064.045761	-24.224882	 0.4508	3	1	22.63	   	Simbad
     467	J041608.5-241322	064.035592	-24.222984	 0.3887	2	1	21.66	   	Simbad
     468	J041623.2-241330	064.096569	-24.225003	 0.0000	2	1	22.63	   	Simbad
     469	J041644.2-241330	064.184347	-24.225276	 0.4355	2	1	23.62	   	Simbad
     470	J041516.9-241331	063.820332	-24.225326	 0.7973	9	1	24.42	   	Simbad
     471	J041529.3-241318	063.871892	-24.221770	 0.4312	3	2	21.80	   	Simbad
     472	J041642.1-241322	064.175290	-24.223026	 0.5533	3	1	21.41	   	Simbad
     473	J041542.6-241325	063.927385	-24.223842	 0.3012	3	1	22.88	   	Simbad
     474	J041631.9-241329	064.132899	-24.224743	 0.3001	3	1	23.16	   	Simbad
     475	J041541.1-241328	063.921161	-24.224582	 0.4021	3	1	24.39	   	Simbad
     476	J041610.0-241320	064.041857	-24.222460	 0.3048	3	2	22.23	   	Simbad
     477	J041658.3-241320	064.243049	-24.222483	 0.5195	3	1	21.29	   	Simbad
     478	J041615.6-241317	064.064942	-24.221538	 0.2979	3	1	22.96	   	Simbad
     479	J041526.7-241327	063.861294	-24.224254	 0.4194	3	1	23.81	   	Simbad
     480	J041603.3-241322	064.013850	-24.222840	 0.2844	3	1	22.68	   	Simbad
     481	J041650.5-241324	064.210309	-24.223426	 0.2976	2	1	23.62	   	Simbad
     482	J041624.7-241323	064.102864	-24.223208	 0.4854	3	1	21.88	   	Simbad
     483	J041628.6-241325	064.119207	-24.223828	 0.6390	9	1	23.95	   	Simbad
     484	J041529.5-241322	063.873037	-24.222847	 0.4985	3	1	22.82	   	Simbad
     485	J041614.6-241324	064.061016	-24.223560	 0.5129	3	1	22.82	   	Simbad
     486	J041610.3-241320	064.042919	-24.222412	 0.3060	3	1	22.19	   	Simbad
     487	J041658.3-241322	064.242885	-24.223052	 0.4719	3	1	22.69	   	Simbad
     488	J041540.1-241318	063.917255	-24.221858	 0.1129	3	1	21.54	   	Simbad
     489	J041528.1-241322	063.866977	-24.222788	 0.3838	3	1	21.37	   	Simbad
     490	J041647.3-241323	064.197184	-24.223233	 0.4002	3	2	23.67	   	Simbad
     491	J041553.3-241317	063.972134	-24.221661	 0.4334	3	1	21.43	   	Simbad
     492	J041623.8-241319	064.099255	-24.222007	 0.3900	3	1	22.10	   	Simbad
     493	J041527.9-241322	063.866329	-24.222976	 0.3841	3	1	21.76	   	Simbad
     494	J041552.5-241316	063.968575	-24.221181	 0.3907	3	1	21.97	   	Simbad
     495	J041631.9-241323	064.132991	-24.223187	 0.5618	3	1	23.08	   	Simbad
     496	J041516.5-241320	063.818866	-24.222412	 0.2976	3	1	22.68	   	Simbad
     497	J041533.6-241312	063.890196	-24.220201	 0.4183	3	1	20.49	   	Simbad
     498	J041513.7-241318	063.807254	-24.221750	 0.2998	3	1	21.83	   	Simbad
     499	J041618.1-241319	064.075339	-24.221976	 0.4500	3	1	22.28	   	Simbad
     500	J041626.3-241307	064.109440	-24.218679	 0.4839	3	1	20.58	   	Simbad
     501	J041643.5-241303	064.181189	-24.217640	 0.3337	3	1	19.70	   	Simbad
     502	J041613.4-241304	064.055732	-24.218053	 0.4212	3	1	22.20	   	Simbad
     503	J041515.2-241314	063.813279	-24.220574	 0.3923	3	2	22.24	   	Simbad
     504	J041607.6-241311	064.031628	-24.219925	 0.6396	3	1	21.68	   	Simbad
     505	J041602.5-241314	064.010379	-24.220603	 0.2350	3	1	21.82	   	Simbad
     506	J041515.7-241317	063.815417	-24.221553	 0.2984	3	2	22.39	   	Simbad
     507	J041600.1-241319	064.000414	-24.222110	 0.3159	9	1	23.73	   	Simbad
     508	J041625.9-241256	064.107734	-24.215687	 0.4840	3	2	20.07	   	Simbad
     509	J041516.6-241306	063.819324	-24.218366	 0.3915	3	1	19.75	R  	Simbad
     510	J041619.3-241246	064.080219	-24.213036	 0.2139	3	1	18.82	   	Simbad
     511	J041545.5-241319	063.939690	-24.221990	 0.7540	3	1	24.04	   	Simbad
     512	J041623.4-241310	064.097350	-24.219447	 0.3857	2	1	21.87	   	Simbad
     513	J041615.5-241304	064.064484	-24.217856	 0.2983	3	1	21.44	   	Simbad
     514	J041704.9-241317	064.270526	-24.221416	 2.2776	2	1	24.46	   	Simbad
     515	J041633.7-241311	064.140432	-24.219835	 0.2978	3	1	21.78	   	Simbad
     516	J041516.6-241313	063.819319	-24.220491	 0.4305	3	1	22.85	   	Simbad
     517	J041630.7-241317	064.127848	-24.221523	 0.4863	9	1	24.12	   	Simbad
     518	J041618.6-241305	064.077454	-24.218262	 0.3901	3	1	20.90	   	Simbad
     519	J041534.3-241301	063.892795	-24.217103	 0.6223	3	1	21.60	   	Simbad
     520	J041535.7-241307	063.898594	-24.218825	 2.2253	2	1	23.02	   	Simbad
     521	J041514.9-241311	063.811963	-24.219975	 0.2988	3	1	22.66	   	Simbad
     522	J041526.2-241314	063.859027	-24.220691	 0.2995	3	1	23.70	   	Simbad
     523	J041613.5-241312	064.056275	-24.220052	 0.2685	3	1	21.33	   	Simbad
     524	J041636.5-241303	064.152217	-24.217635	 0.5633	3	1	21.86	R  	Simbad
     525	J041537.3-241314	063.905607	-24.220713	 0.3933	3	1	23.57	   	Simbad
     526	J041533.2-241305	063.888182	-24.218137	 0.3968	3	1	21.02	   	Simbad
     527	J041601.8-241304	064.007668	-24.218028	 0.6027	2	1	23.42	   	Simbad
     528	J041604.0-241307	064.016721	-24.218730	 0.2390	3	1	21.69	   	Simbad
     529	J041656.9-241310	064.237150	-24.219699	 0.5704	3	3	22.97	   	Simbad
     530	J041653.8-241312	064.224325	-24.220046	 0.7272	3	1	23.72	   	Simbad
     531	J041643.5-241259	064.181403	-24.216650	 0.4322	3	1	19.94	   	Simbad
     532	J041611.1-241304	064.046113	-24.217833	 0.3878	3	1	21.07	   	Simbad
     533	J041554.6-241310	063.977458	-24.219500	 0.5515	3	2	22.91	   	Simbad
     534	J041529.0-241239	063.870786	-24.210900	 0.4197	3	2	20.06	   	Simbad
     535	J041631.6-241312	064.131739	-24.220028	 2.9189	3	1	23.76	   	Simbad
     536	J041555.3-241308	063.980586	-24.218903	 0.3381	3	1	22.02	   	Simbad
     537	J041637.2-241311	064.154796	-24.219930	 0.6396	3	1	23.79	   	Simbad
     538	J041656.8-241303	064.236760	-24.217613	 0.5678	3	1	21.27	   	Simbad
     539	J041627.0-241305	064.112485	-24.218087	 0.7104	3	3	21.75	R  	Simbad
