#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-04T04:38:32 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-04T04:38:33	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/ApJS/196/11/table3&-out=**&-out.max=unlimited&-c=227.7337%20%2B5.7444&-c.rm=110	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable
#INFO	-c=227.733700+05.744400,rm=110.	
#Constraint -c.rm=110

#RESOURCE=yCat_21960011
#Name: J/ApJS/196/11
#Title: Bulge+disk decompositions of SDSS galaxies (Simard+, 2011)
#INFO	ivoid=ivo://cds.vizier/j/apjs/196/11	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/apjs/196/11	    IVOID of underlying data collection
#INFO	creator=Simard L.	    First author or institution
#INFO	cites=bibcode:2011ApJS..196...11S	    Article or Data origin sources
#INFO	journal=ApJS	    Journal name
#INFO	original_date=2011	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/196/11	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.21960011	    Dataset identifier that can be used for citation
#INFO	publication_date=2017-04-26	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJS_196_11_table3:
#Name: J/ApJS/196/11/table3
#Title: SDSS structural parameters from pure Sersic decompositions
#Column	_r	(F8.4)	Distance from center (227.73370+05.74440)[FK5/J2000]	[ucd=pos.angDistance]
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	objID	(I18)	SDSS object identifier	[ucd=meta.id]
#Column	z	(F6.4)	? SDSS redshift (spectroscopic if available or photometric ("-1" in "Sp")	[ucd=src.redshift]
#Column	Sp	(I2)	[-2/6] SDSS SpecClass value (G1)	[ucd=meta.code.class]
#Column	Scale	(F7.3)	? Physical scale at redshift z	[ucd=instr.scale]
#Column	Vmax	(F10.3)	? Galaxy volume correction (Eq. 7)	[ucd=arith.factor]
#Column	gg2d	(F6.2)	? GIM2D pure Sersic model g-band magnitude	[ucd=phot.mag;meta.modelled]
#Column	e_gg2d	(F6.2)	? Uncertainty in gg2d	[ucd=phot.mag;meta.modelled]
#Column	rg2d	(F6.2)	? GIM2D pure Sersic model r-band magnitude	[ucd=phot.mag;meta.modelled]
#Column	e_rg2d	(F6.2)	? Uncertainty in rg2d	[ucd=phot.mag;meta.modelled]
#Column	gg2df	(F6.2)	? GIM2D pure Sersic model g-band fiber magnitude	[ucd=phot.mag;meta.modelled]
#Column	rg2df	(F6.2)	? GIM2D pure Sersic model r-band fiber magnitude	[ucd=phot.mag;meta.modelled]
#Column	dCol	(F6.2)	[-4.95,+5.73]? Delta fiber color (G2)	[ucd=phot.mag]
#Column	Rhlg	(F6.2)	? g-band galaxy semi-major axis, half-light radius	[ucd=phys.size.smajAxis;src.orbital]
#Column	Rhlr	(F6.2)	? r-band galaxy semi-major axis, half-light radius	[ucd=phys.size.smajAxis;src.orbital]
#Column	Rchl_g	(F7.2)	[-336,284] g-band galaxy circular half-light radius	[ucd=phys.size.radius]
#Column	Rchl_r	(F7.2)	[-336,284] r-band galaxy circular half-light radius	[ucd=phys.size.radius]
#Column	e	(F6.2)	? Galaxy ellipticiy (G3)	[ucd=src.ellipticity]
#Column	e_e	(F6.2)	? Uncertainty in e	[ucd=stat.error]
#Column	phi	(F7.2)	[-360,360] Galaxy position angle (G4)	[ucd=pos.posAng]
#Column	e_phi	(F6.2)	? Uncertainty in phi	[ucd=stat.error]
#Column	(dx)g	(F6.2)	[-42,32]? g-band pure Sersic model center X offset (G5)	[ucd=stat.fit.param]
#Column	e_(dx)g	(F6.2)	? Uncertainty in (dx)g	[ucd=stat.error]
#Column	(dy)g	(F6.2)	[-38,30]? g-band pure Sersic model center Y offset (G5)	[ucd=stat.fit.param]
#Column	e_(dy)g	(F6.2)	? Uncertainty in (dy)g	[ucd=stat.error]
#Column	(dx)r	(F6.2)	[-31,30]? r-band pure Sersic model center X offset (G5)	[ucd=stat.fit.param]
#Column	e_(dx)r	(F6.2)	? Uncertainty in (dx)r	[ucd=stat.error]
#Column	(dy)r	(F6.2)	[-38,30]? r-band pure Sersic model center Y offset (G5)	[ucd=stat.fit.param]
#Column	e_(dy)r	(F6.2)	? Uncertainty in (dy)r	[ucd=stat.error]
#Column	S2g	(F6.2)	[-89,98]? g-band image smoothness parameter (G6)	[ucd=stat.fit.param]
#Column	S2r	(F6.2)	[-75,99]? r-band image smoothness parameter (G6)	[ucd=stat.fit.param]
#Column	ggMag	(F6.2)	[-37,7]? Absolute, rest-frame g-band GIM2D galaxy magnitude (Eq. 3a)	[ucd=phys.magAbs]
#Column	e_ggMag	(F6.2)	? Uncertainty in ggMag	[ucd=stat.error;phot.mag]
#Column	rgMag	(F6.2)	[-36,6]? Absolute, rest-frame r-band GIM2D galaxy magnitude (Eq. 3b)	[ucd=phys.magAbs]
#Column	e_rgMag	(F6.2)	? Uncertainty in rgMag	[ucd=stat.error;phot.mag]
#Column	ng	(F6.2)	[0,8]? Galaxy Sersic index	[ucd=stat.fit.param]
#Column	e_ng	(F6.2)	? Uncertainty in ng	[ucd=stat.error]
#Column	All	(A3)	Display all results from the 3 models	[ucd=meta.ref.url]
#Column	Sloan	(a5)	Display the SDSS data for this object	[ucd=meta.ref.url]
#Column	DR7	(A3)	Details from the SDSS-DR7 catalog (II/294)	[ucd=meta.ref.url]
#Column	_RA	(F9.5)	Positions from SDSS-DR7 (Cat. II/294) (right ascension part)	[ucd=pos.eq.ra;meta.main]
#Column	_DE	(F9.5)	Positions from SDSS-DR7 (Cat. II/294) (declination part)	[ucd=pos.eq.dec;meta.main]
_r	recno	objID	z	Sp	Scale	Vmax	gg2d	e_gg2d	rg2d	e_rg2d	gg2df	rg2df	dCol	Rhlg	Rhlr	Rchl_g	Rchl_r	e	e_e	phi	e_phi	(dx)g	e_(dx)g	(dy)g	e_(dy)g	(dx)r	e_(dx)r	(dy)r	e_(dy)r	S2g	S2r	ggMag	e_ggMag	rgMag	e_rgMag	ng	e_ng	All	Sloan	DR7	_RA	_DE
 89.4594	  104132	587726102026387748	0.0453	-1	  0.891	     5.156	 18.55	  0.04	 17.95	  0.04	 19.82	 19.17	      	  1.64	  1.64	   1.64	   1.64	  0.01	  0.02	 118.07	 20.00	  0.43	  0.04	  0.36	  0.06	  0.50	  0.04	  0.26	  0.05	  0.03	  0.02	-18.16	  0.04	-18.69	  0.04	  1.16	  0.13	All	Sloan	DR7	227.62419	+04.25741
 90.5333	  104133	587726102026453113	0.0927	 2	  1.724	    90.704	 18.18	  0.03	 17.23	  0.03	 19.33	 18.34	  0.03	  4.21	  4.21	   2.83	   2.83	  0.66	  0.02	  97.44	  0.84	  0.20	  0.03	  0.36	  0.03	  0.21	  0.02	  0.29	  0.01	  0.03	  0.04	-20.38	  0.03	-21.13	  0.03	  2.32	  0.15	All	Sloan	DR7	227.69994	+04.23589
 95.6297	  104134	587726102026453125	0.0788	 2	  1.490	    99.305	 17.65	  0.03	 16.71	  0.03	 18.91	 17.93	  0.04	  3.67	  3.67	   3.10	   3.10	  0.33	  0.02	  88.65	  2.15	  0.34	  0.02	  0.30	  0.02	  0.43	  0.01	  0.22	  0.01	  0.05	  0.04	-20.48	  0.03	-21.24	  0.03	  5.08	  0.27	All	Sloan	DR7	227.71390	+04.15069
 92.1822	  104135	587726102026453127	0.0761	 2	  1.442	   137.693	 16.89	  0.04	 16.11	  0.03	 18.81	 18.01	 -0.06	  5.67	  5.67	   5.32	   5.32	  0.13	  0.11	 281.61	 36.85	  0.46	  0.06	  0.46	  0.04	  0.13	  0.02	  0.50	  0.03	  0.14	  0.09	-21.09	  0.04	-21.79	  0.03	  2.24	  0.08	All	Sloan	DR7	227.72262	+04.20807
 92.2196	  104136	587726102026453128	0.1600	-1	  2.758	   608.653	 17.60	  0.03	 16.76	  0.03	 19.10	 18.16	      	  8.89	  8.89	   6.94	   6.94	  0.44	  0.02	  51.34	  1.45	 -0.01	  0.03	 -0.07	  0.03	  0.46	  0.02	  0.34	  0.02	  0.09	  0.10	-22.34	  0.03	-22.89	  0.03	  3.21	  0.16	All	Sloan	DR7	227.72359	+04.20744
 87.5309	  104137	587726102026453185	0.0279	-1	  0.560	     0.000	 19.21	  0.12	 18.68	  0.11	 20.16	 19.59	      	  0.54	  0.54	   0.60	   0.60	  0.03	  0.08	 270.93	 30.01	  0.53	  0.04	  0.32	  0.04	  0.40	  0.04	  0.51	  0.03	      	      	-16.41	  0.12	-16.87	  0.11	  7.90	  0.31	All	Sloan	DR7	227.76502	+04.28588
 86.6628	  104138	587726102026453187	0.2452	-1	  3.854	   323.620	 18.79	  0.02	 18.20	  0.02	 20.43	 19.85	      	  8.87	  8.87	   8.85	   8.85	  0.01	  0.04	-252.98	215.52	  0.30	  0.14	  0.36	  0.17	  0.15	  0.19	  0.21	  0.20	      	      	-22.12	  0.02	-22.40	  0.02	  0.50	  0.04	All	Sloan	DR7	227.77082	+04.30049
 93.1592	  104139	587726102026453266	0.0658	-1	  1.263	    14.498	 18.49	  0.03	 17.94	  0.04	 20.27	 19.69	      	  6.35	  6.35	   3.74	   3.74	  0.84	  0.01	 166.26	  0.53	  0.42	  0.04	 -0.01	  0.09	  0.43	  0.03	  0.09	  0.07	  0.05	  0.05	-19.10	  0.03	-19.56	  0.04	  0.77	  0.11	All	Sloan	DR7	227.72976	+04.19175
 90.7711	  104140	587726102026453312	0.0787	 2	  1.488	    46.915	 17.86	  0.04	 17.44	  0.02	 20.23	 19.80	 -0.04	  7.75	  7.75	   6.02	   6.02	  0.44	  0.02	 156.73	  1.96	  0.42	  0.05	  0.16	  0.05	  0.42	  0.06	  0.05	  0.06	  0.06	  0.05	-20.12	  0.04	-20.44	  0.02	  0.96	  0.07	All	Sloan	DR7	227.73182	+04.23155
 97.1080	  104141	587726102026518647	0.2098	-1	  3.424	   509.739	 18.81	  0.11	 17.49	  0.09	 20.58	 19.20	      	 16.99	 16.99	  16.91	  16.91	  0.04	  0.06	 286.21	 39.22	  0.20	  0.07	  0.24	  0.07	  0.35	  0.04	  0.31	  0.04	  0.04	  0.05	-21.64	  0.11	-22.73	  0.09	  7.58	  0.68	All	Sloan	DR7	227.87756	+04.13229
 95.8053	  104142	587726102026518659	0.0977	 2	  1.806	    77.852	 18.16	  0.04	 17.55	  0.04	 20.54	 19.91	 -0.13	  6.91	  6.91	   6.55	   6.55	  0.10	  0.04	  11.55	  9.40	  0.39	  0.08	  0.34	  0.05	  0.36	  0.08	  0.31	  0.06	  0.03	  0.02	-20.38	  0.04	-20.86	  0.04	  0.68	  0.06	All	Sloan	DR7	227.88774	+04.15504
 99.5952	  104143	587726102026518684	0.0809	-1	  1.525	    30.595	 17.60	  0.07	 17.05	  0.06	 19.54	 18.95	      	 10.16	 10.16	   9.25	   9.25	  0.20	  0.04	   4.24	  6.44	  0.51	  0.03	  0.61	  0.04	  0.24	  0.02	  0.19	  0.03	  0.05	  0.12	-20.52	  0.07	-20.99	  0.06	  6.92	  0.34	All	Sloan	DR7	227.91022	+04.09382
 87.1158	  104144	587726102026518708	0.2208	 2	  3.562	     0.000	 17.83	  0.05	 16.92	  0.05	 20.43	 19.51	 -0.14	 31.69	 31.69	  26.93	  26.93	  0.30	  0.04	  82.33	  5.05	  0.22	  0.09	  0.14	  0.07	  0.13	  0.07	  0.44	  0.05	  0.03	  0.05	-22.80	  0.05	-23.50	  0.05	  2.95	  0.20	All	Sloan	DR7	227.78015	+04.29321
 92.4755	  104145	587726102026518731	0.0353	 2	  0.702	    44.055	 16.51	  0.00	 15.68	  0.01	 18.63	 17.80	 -0.03	  4.29	  4.29	   2.70	   2.70	  0.73	  0.00	 164.58	  0.06	  0.31	  0.01	  0.13	  0.01	  0.28	  0.01	  0.16	  0.03	  0.12	  0.11	-19.69	  0.00	-20.42	  0.01	  1.20	  0.02	All	Sloan	DR7	227.78414	+04.20396
 86.8750	  104146	587726102026518737	0.0421	 2	  0.830	    11.136	 17.92	  0.02	 17.20	  0.02	 19.31	 18.59	  0.02	  2.40	  2.40	   1.65	   1.65	  0.61	  0.01	  24.76	  0.57	  0.50	  0.02	  0.19	  0.02	  0.21	  0.02	  0.44	  0.03	  0.03	  0.03	-18.67	  0.02	-19.29	  0.02	  0.83	  0.05	All	Sloan	DR7	227.79469	+04.29776
 92.5882	  104147	587726102026518792	0.1324	 2	  2.353	   159.012	 18.49	  0.03	 17.66	  0.03	 19.93	 19.09	 -0.05	  7.86	  7.86	   5.04	   5.04	  0.71	  0.01	  49.70	  1.00	  0.20	  0.06	  0.21	  0.04	  0.50	  0.03	  0.20	  0.04	  0.05	  0.03	-20.94	  0.03	-21.54	  0.03	  1.45	  0.15	All	Sloan	DR7	227.86336	+04.20668
 95.0816	  104148	587726102026518794	0.0374	 2	  0.742	    59.852	 16.18	  0.00	 15.34	  0.00	 18.14	 17.27	  0.01	  3.85	  3.85	   3.67	   3.67	  0.10	  0.01	  41.84	  0.48	  0.22	  0.00	  0.39	  0.00	  0.23	  0.01	  0.36	  0.01	  0.09	  0.09	-20.16	  0.00	-20.90	  0.00	  4.33	  0.01	All	Sloan	DR7	227.86152	+04.16483
 97.4054	  104149	587726102026518802	0.1758	 2	  2.978	   428.948	 18.40	  0.08	 17.28	  0.06	 20.02	 18.86	  0.02	  9.59	  9.59	   9.28	   9.28	  0.08	  0.04	   5.13	 16.68	  0.59	  0.05	  0.22	  0.04	  0.27	  0.03	  0.19	  0.03	  0.04	  0.05	-21.95	  0.08	-22.68	  0.06	  4.20	  0.40	All	Sloan	DR7	227.86034	+04.12589
 91.2373	  104150	587726102026518835	0.1682	 2	  2.873	   328.501	 18.51	  0.08	 17.47	  0.08	 19.54	 18.46	  0.02	  4.48	  4.48	   3.53	   3.53	  0.52	  0.04	 133.75	  3.10	  0.21	  0.03	  0.39	  0.03	  0.46	  0.02	  0.43	  0.02	  0.02	  0.02	-21.69	  0.08	-22.35	  0.08	  6.86	  1.44	All	Sloan	DR7	227.91705	+04.23479
 89.2661	  104151	587726102026518836	0.0808	 2	  1.524	    99.185	 17.60	  0.02	 17.00	  0.02	 19.82	 19.21	 -0.03	  5.20	  5.20	   4.92	   4.92	  0.11	  0.02	 151.21	  4.44	  0.08	  0.03	  0.35	  0.04	  0.21	  0.05	  0.27	  0.04	  0.06	  0.05	-20.51	  0.02	-20.99	  0.02	  0.59	  0.03	All	Sloan	DR7	227.91912	+04.26814
 88.9340	  104152	587726102026518840	0.1313	-1	  2.337	   128.087	 18.52	  0.06	 17.60	  0.06	 19.79	 18.82	      	  5.10	  5.10	   4.46	   4.46	  0.28	  0.05	  94.96	  5.40	  0.21	  0.03	  0.20	  0.04	  0.36	  0.03	  0.23	  0.02	  0.05	  0.02	-20.89	  0.06	-21.57	  0.06	  5.50	  0.64	All	Sloan	DR7	227.92002	+04.27383
 88.4217	  104153	587726102026518857	0.1716	-1	  2.920	   261.487	 18.91	  0.05	 17.65	  0.03	 20.59	 19.31	      	 14.42	 14.42	   9.51	   9.51	  0.68	  0.03	  94.16	  2.03	  0.18	  0.11	  0.28	  0.06	  0.37	  0.05	  0.22	  0.03	  0.05	  0.04	-21.39	  0.05	-22.31	  0.03	  3.41	  0.23	All	Sloan	DR7	227.89773	+04.27979
 90.7579	  104154	587726102026518933	0.0417	 2	  0.822	     6.041	 18.28	  0.04	 17.61	  0.04	 20.64	 19.95	 -0.07	  3.64	  3.64	   2.98	   2.98	  0.35	  0.02	 125.07	  2.53	  0.26	  0.09	  0.13	  0.07	  0.10	  0.08	  0.47	  0.05	  0.01	  0.05	-18.27	  0.04	-18.87	  0.04	  0.69	  0.06	All	Sloan	DR7	227.88194	+04.23899
 90.1992	  104155	587726102026584193	0.1166	-1	  2.110	     0.000	 16.04	  0.00	 16.37	  0.00	 20.49	 20.77	      	 19.64	 19.64	  19.63	  19.63	  0.00	  0.03	 277.57	 38.52	 -1.95	  0.03	 -1.49	  0.06	 -0.14	  0.69	 -0.62	  0.26	 -0.24	  0.13	-22.75	  0.00	-22.33	  0.00	  0.50	  0.01	All	Sloan	DR7	228.04562	+04.27354
 94.6731	  104156	587726102026584272	0.1656	 2	  2.837	  1386.280	 17.14	  0.03	 15.92	  0.03	 19.36	 18.10	  0.00	 21.21	 21.21	  18.47	  18.47	  0.26	  0.02	 131.23	  2.31	  0.16	  0.02	  0.34	  0.03	  0.19	  0.02	  0.42	  0.02	  0.04	  0.02	-23.02	  0.03	-23.93	  0.03	  4.32	  0.16	All	Sloan	DR7	227.93745	+04.17962
 94.8756	  104157	587726102026584273	0.1020	-1	  1.876	     0.000	 18.88	  0.10	 17.73	  0.10	 20.46	 19.28	      	  7.65	  7.65	   6.44	   6.44	  0.34	  0.06	  57.71	  6.65	  0.21	  0.08	  0.28	  0.05	  0.22	  0.03	  0.30	  0.04	 -0.02	  0.03	-19.77	  0.10	-20.93	  0.10	  6.34	  0.82	All	Sloan	DR7	227.93676	+04.17613
 95.5667	  104158	587726102026584287	0.1609	-1	  2.771	   236.392	 18.68	  0.07	 17.57	  0.05	 19.86	 18.71	      	  4.85	  4.85	   4.51	   4.51	  0.24	  0.05	  15.67	  6.46	  0.16	  0.04	  0.49	  0.05	  0.27	  0.02	  0.59	  0.02	  0.00	  0.05	-21.43	  0.07	-22.14	  0.05	  7.03	  0.69	All	Sloan	DR7	227.94059	+04.16501
 92.5837	  104159	587726102026584292	0.1646	 2	  2.823	   267.939	 18.92	  0.06	 17.71	  0.05	 20.03	 18.80	  0.01	  4.88	  4.88	   4.16	   4.16	  0.32	  0.03	  85.67	  3.91	  0.27	  0.05	  0.46	  0.05	  0.23	  0.03	  0.58	  0.02	  0.05	  0.00	-21.31	  0.06	-22.12	  0.05	  2.66	  0.32	All	Sloan	DR7	227.95112	+04.21661
 95.2578	  104160	587726102026584303	0.2295	 2	  3.668	  1173.180	 18.42	  0.06	 16.98	  0.05	 20.15	 18.68	  0.02	 15.62	 15.62	  15.14	  15.14	  0.08	  0.05	  37.12	 13.33	  0.21	  0.05	  0.39	  0.06	  0.27	  0.03	  0.51	  0.02	  0.08	  0.02	-22.90	  0.06	-23.71	  0.05	  5.75	  0.49	All	Sloan	DR7	227.95248	+04.17180
 88.8148	  104161	587726102026584327	0.0344	 2	  0.684	    12.515	 17.15	  0.01	 16.50	  0.01	 18.75	 18.09	  0.05	  2.79	  2.79	   2.10	   2.10	  0.50	  0.01	  37.94	  0.57	  0.33	  0.01	  0.20	  0.01	  0.46	  0.01	  0.22	  0.01	  0.07	  0.06	-18.97	  0.01	-19.54	  0.01	  3.60	  0.05	All	Sloan	DR7	227.99151	+04.28660
 93.8795	  104162	587726102026584334	0.0931	-1	  1.731	   184.434	 17.22	  0.02	 16.28	  0.03	 18.82	 17.84	      	  7.89	  7.89	   6.85	   6.85	  0.30	  0.02	 144.69	  2.18	  0.42	  0.02	  0.31	  0.02	  0.37	  0.02	  0.42	  0.01	  0.02	  0.03	-21.36	  0.02	-22.09	  0.03	  7.65	  0.26	All	Sloan	DR7	227.99424	+04.20142
 93.5655	  104163	587726102026584335	0.0972	 2	  1.798	    77.561	 18.60	  0.04	 17.51	  0.03	 19.63	 18.49	  0.00	  2.87	  2.87	   2.29	   2.29	  0.43	  0.02	  59.76	  2.16	  0.25	  0.04	  0.20	  0.04	  0.14	  0.02	  0.36	  0.02	  0.03	  0.03	-20.12	  0.04	-20.98	  0.03	  2.64	  0.18	All	Sloan	DR7	227.99098	+04.20618
 90.5187	  104164	587726102026584343	0.0790	 2	  1.493	   493.560	 16.25	  0.00	 15.30	  0.00	 18.10	 17.14	  0.00	  8.32	  8.32	   7.61	   7.61	  0.18	  0.01	  16.03	  0.18	  0.44	  0.00	  0.24	  0.00	  0.27	  0.00	  0.32	  0.01	  0.03	  0.03	-21.92	  0.00	-22.67	  0.00	  5.80	  0.08	All	Sloan	DR7	227.99480	+04.25834
 92.8228	  104165	587726102026584345	0.0958	-1	  1.776	    43.309	 18.66	  0.04	 17.96	  0.03	 19.52	 18.78	      	  2.43	  2.43	   1.73	   1.73	  0.59	  0.03	 113.36	  2.07	  0.44	  0.03	  0.24	  0.03	  0.27	  0.02	  0.31	  0.02	  0.04	  0.02	-19.88	  0.04	-20.46	  0.03	  2.24	  0.27	All	Sloan	DR7	227.99408	+04.21925
 95.0596	  104166	587726102026584347	0.1302	-1	  2.321	   592.739	 17.42	  0.02	 16.46	  0.01	 18.89	 17.90	      	  7.36	  7.36	   5.39	   5.39	  0.54	  0.01	 135.61	  0.73	  0.18	  0.03	  0.51	  0.02	  0.14	  0.01	  0.58	  0.01	  0.05	  0.04	-22.02	  0.02	-22.73	  0.01	  2.68	  0.11	All	Sloan	DR7	227.99295	+04.18127
 98.1536	  104167	587726102026584350	0.1222	-1	  2.197	   469.401	 17.41	  0.03	 16.38	  0.03	 18.81	 17.75	      	  6.27	  6.27	   5.54	   5.54	  0.26	  0.02	  64.60	  2.53	  0.45	  0.02	  0.35	  0.02	  0.51	  0.01	  0.46	  0.01	  0.05	  0.05	-21.90	  0.03	-22.65	  0.03	  5.52	  0.25	All	Sloan	DR7	227.98984	+04.12853
 97.5892	  104168	587726102026584352	0.1549	-1	  2.685	   247.309	 18.57	  0.04	 17.63	  0.03	 19.98	 19.02	      	  6.70	  6.70	   5.63	   5.63	  0.33	  0.04	 127.32	  3.16	  0.14	  0.04	  0.41	  0.06	  0.53	  0.03	  0.57	  0.03	  0.03	  0.06	-21.33	  0.04	-21.95	  0.03	  1.92	  0.17	All	Sloan	DR7	227.99011	+04.13810
 94.3712	  104169	587726102026584361	0.0977	 2	  1.807	    95.011	 18.20	  0.06	 17.23	  0.04	 19.62	 18.61	  0.03	  4.41	  4.41	   4.09	   4.09	  0.15	  0.03	 205.47	  5.82	  0.30	  0.04	  0.20	  0.03	  0.24	  0.02	  0.35	  0.03	  0.04	  0.06	-20.51	  0.06	-21.25	  0.04	  3.12	  0.22	All	Sloan	DR7	228.00197	+04.19442
 93.3972	  104170	587726102026584363	0.0979	 2	  1.809	   140.099	 17.83	  0.04	 16.88	  0.03	 18.95	 17.98	  0.00	  4.22	  4.22	   2.77	   2.77	  0.76	  0.02	 106.31	  0.72	  0.33	  0.02	  0.33	  0.02	  0.26	  0.01	  0.47	  0.01	  0.02	  0.02	-20.88	  0.04	-21.60	  0.03	  5.95	  0.48	All	Sloan	DR7	228.00972	+04.21226
 93.4781	  104171	587726102026584376	0.0979	 2	  1.810	    87.548	 18.11	  0.06	 17.30	  0.06	 19.71	 18.89	 -0.08	  5.78	  5.78	   5.17	   5.17	  0.21	  0.03	 182.55	  4.20	  0.42	  0.03	  0.38	  0.06	  0.30	  0.02	  0.21	  0.03	  0.03	  0.04	-20.55	  0.06	-21.18	  0.06	  2.96	  0.30	All	Sloan	DR7	228.02622	+04.21393
 95.7498	  104172	587726102026584386	0.0893	-1	  1.668	    35.044	 18.63	  0.06	 17.94	  0.06	 19.80	 19.09	      	  3.94	  3.94	   2.65	   2.65	  0.67	  0.03	  91.50	  1.41	  0.53	  0.05	  0.51	  0.03	  0.16	  0.04	  0.26	  0.03	  0.02	  0.02	-19.71	  0.06	-20.28	  0.06	  2.69	  0.54	All	Sloan	DR7	228.03873	+04.17777
 91.5706	  104173	587726102026584396	0.6975	-1	  7.136	 26818.900	 18.30	  0.02	 16.94	  0.01	 18.79	 17.37	      	  6.22	  6.22	   4.13	   4.13	  0.85	  0.00	  40.93	  0.73	  0.14	  0.01	  0.23	  0.02	  0.37	  0.01	  0.36	  0.01	  0.16	  0.14	-27.59	  0.02	-28.36	  0.01	  0.50	  0.01	All	Sloan	DR7	228.06264	+04.25382
 98.0206	  104174	587726102026584438	0.1736	-1	  2.948	   287.194	 18.91	  0.04	 17.82	  0.04	 20.06	 18.92	      	  5.49	  5.49	   4.59	   4.59	  0.34	  0.04	   1.05	  3.79	  0.25	  0.04	  0.36	  0.04	  0.35	  0.03	  0.49	  0.03	  0.03	  0.01	-21.33	  0.04	-22.08	  0.04	  1.49	  0.22	All	Sloan	DR7	227.94017	+04.12372
 94.4898	  104175	587726102026584447	0.1673	 2	  2.860	   466.228	 18.22	  0.05	 17.09	  0.04	 20.26	 19.10	  0.03	 13.59	 13.59	  12.16	  12.16	  0.21	  0.04	  99.28	  4.61	  0.15	  0.07	  0.47	  0.06	  0.42	  0.04	  0.55	  0.04	  0.07	  0.07	-21.97	  0.05	-22.73	  0.04	  2.66	  0.16	All	Sloan	DR7	227.98126	+04.18900
101.9335	  104176	587726102026649608	0.0859	-1	  1.611	    29.626	 17.30	  0.00	 16.77	  0.01	 20.99	 20.17	      	  0.55	  0.55	   4.71	 -13.48	  0.85	  0.00	 132.29	  0.40	  3.19	  0.00	 -1.72	  0.00	  2.95	  0.01	 -1.65	  0.01	  0.09	  0.13	-20.93	  0.00	-21.38	  0.01	  8.00	  0.01	All	Sloan	DR7	228.06625	+04.07813
103.5537	  104177	587726102026649732	0.0420	 2	  0.829	    47.653	 16.96	  0.00	 15.97	  0.01	 18.67	 17.70	 -0.07	  4.32	  4.32	   2.72	   2.72	  0.74	  0.00	 157.38	  0.17	  0.20	  0.01	  0.39	  0.01	  0.44	  0.01	  0.45	  0.01	  0.10	  0.09	-19.64	  0.00	-20.54	  0.01	  2.35	  0.04	All	Sloan	DR7	228.18256	+04.07745
 95.7719	  104178	587726102026649776	0.1181	-1	  2.134	    76.751	 18.64	  0.03	 18.05	  0.03	 20.00	 19.39	      	  4.39	  4.39	   3.96	   3.96	  0.19	  0.04	  51.99	  5.15	  0.55	  0.04	  0.24	  0.06	  0.49	  0.06	  0.30	  0.05	  0.07	  0.03	-20.36	  0.03	-20.84	  0.03	  0.50	  0.03	All	Sloan	DR7	228.08903	+04.18795
 92.6611	  104179	587726102026649779	0.0365	 2	  0.726	    13.988	 17.54	  0.01	 16.70	  0.01	 18.57	 17.71	  0.01	  1.42	  1.42	   1.03	   1.03	  0.57	  0.01	  60.22	  0.76	  0.16	  0.02	  0.32	  0.01	  0.39	  0.01	  0.39	  0.01	  0.05	  0.04	-18.75	  0.01	-19.48	  0.01	  1.51	  0.08	All	Sloan	DR7	228.10129	+04.24409
 99.8038	  104180	587726102026649787	0.1149	-1	  2.083	    82.040	 18.30	  0.02	 17.91	  0.02	 18.76	 18.35	      	  0.83	  0.83	   0.96	   0.96	  0.07	  0.07	 142.85	 13.99	  0.15	  0.02	  0.35	  0.02	  0.24	  0.02	  0.37	  0.01	  0.01	  0.01	-20.59	  0.02	-20.90	  0.02	  1.99	  0.39	All	Sloan	DR7	228.09857	+04.12121
 99.1916	  104181	587726102026649796	0.0786	 2	  1.487	    43.876	 18.45	  0.03	 17.45	  0.03	 19.40	 18.41	  0.00	  2.85	  2.85	   1.78	   1.78	  0.77	  0.02	  35.85	  1.02	  0.39	  0.03	  0.18	  0.03	  0.43	  0.01	  0.28	  0.02	  0.03	  0.02	-19.71	  0.03	-20.52	  0.03	  3.20	  0.32	All	Sloan	DR7	228.11027	+04.13434
