#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-04T04:13:27 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-04T04:13:27	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/A+A/607/A30/m1149cla&-out=**&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_36070030
#Name: J/A+A/607/A30
#Title: ASTRODEEP Frontier Fields Catalogues (Di Criscienzo+, 2017)
#INFO	ivoid=ivo://cds.vizier/j/a+a/607/a30	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/607/a30	    IVOID of underlying data collection
#INFO	creator=Di Criscienzo M.	    First author or institution
#INFO	cites=bibcode:2017A&A...607A..30D	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2017	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/607/A30	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier/bc-jz/lda	    Dataset identifier that can be used for citation
#INFO	publication_date=2026-03-17	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_A_A_607_A30_m1149cla:
#Name: J/A+A/607/A30/m1149cla
#Title: Photometric catalogue (magnitudes) of MACSJ-1149 cluster
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	ID	(I6)	ID Source identifier	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F10.6)	Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F10.6)	Right ascension (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	l_B435	(A1)	[-] "-' for upper limit flag on B435	[ucd=meta.code.error]
#Column	B435	(F9.6)	? Magnitude in B435 band (AB)	[ucd=phot.mag;em.opt.B]
#Column	l_V606	(A1)	[-] "-' for upper limit flag on V606	[ucd=meta.code.error]
#Column	V606	(F9.6)	? Magnitude in V606 band (AB)	[ucd=phot.mag;em.opt.R]
#Column	l_I814	(A1)	[-] "-' for upper limit flag on I814	[ucd=meta.code.error]
#Column	I814	(F9.6)	? Magnitude in I814 band (AB)	[ucd=phot.mag;em.opt.I]
#Column	Y105	(D12.5)	? Magnitude in Y105 band (AB) (negative values are upper limit)	[ucd=phot.mag;em.IR.J]
#Column	l_J125	(A1)	[-] "-' for upper limit flag on J125	[ucd=meta.code.error]
#Column	J125	(F9.6)	? Magnitude in J125 band (AB)	[ucd=phot.mag;em.IR.J]
#Column	l_JH140	(A1)	[-] "-' for upper limit flag on JH140	[ucd=meta.code.error]
#Column	JH140	(F9.6)	? Magnitude in JH140 band (AB)	[ucd=phot.mag;em.IR.H]
#Column	l_H160	(A1)	[-] "-' for upper limit flag on H160	[ucd=meta.code.error]
#Column	H160	(F9.6)	? Magnitude in H160 band (AB)	[ucd=phot.mag;em.IR.H]
#Column	l_Ks	(A1)	[-] "-' for upper limit flag on Ks	[ucd=meta.code.error]
#Column	Ks	(F9.6)	? Magnitude in Ks band (AB)	[ucd=phot.mag;em.IR.K]
#Column	l_IRAC1	(A1)	[-] "-' for upper limit flag on IRAC1	[ucd=meta.code.error]
#Column	IRAC1	(F9.6)	? Magnitude in IRAC1 band (AB)	[ucd=phot.flux.density;em.IR.8-15um]
#Column	l_IRAC2	(A1)	[-] "-' for upper limit flag on IRAC2	[ucd=meta.code.error]
#Column	IRAC2	(F9.6)	? Magnitude in IRAC2 band (AB)	[ucd=phot.flux.density;em.IR.15-30um]
#Column	e_B435	(F9.6)	? Magnitude error on B435 band (AB)	[ucd=stat.error]
#Column	e_V606	(D12.5)	? Magnitude error on V606 band (AB)	[ucd=stat.error]
#Column	e_I814	(D12.5)	? Magnitude error on I814 band (AB)	[ucd=stat.error]
#Column	e_Y105	(D12.5)	? Magnitude error on Y105 band (AB)	[ucd=stat.error]
#Column	e_J125	(D12.5)	? Magnitude error on J125 band (AB)	[ucd=stat.error]
#Column	e_JH140	(D12.5)	? Magnitude error on JH140 band (AB)	[ucd=stat.error]
#Column	e_H160	(D12.5)	? Magnitude error on H160 band (AB)	[ucd=stat.error]
#Column	e_Ks	(D15.8)	? Magnitude error on Ks band (AB)	[ucd=stat.error]
#Column	e_IRAC1	(D15.8)	? Magnitude error on IRAC1 band (AB)	[ucd=stat.error]
#Column	e_IRAC2	(F12.9)	? Magnitude error on IRAC2 band (AB)	[ucd=stat.error]
recno	ID	RAJ2000	DEJ2000	l_B435	B435	l_V606	V606	l_I814	I814	Y105	l_J125	J125	l_JH140	JH140	l_H160	H160	l_Ks	Ks	l_IRAC1	IRAC1	l_IRAC2	IRAC2	e_B435	e_V606	e_I814	e_Y105	e_J125	e_JH140	e_H160	e_Ks	e_IRAC1	e_IRAC2
      57	    57	177.414734	+22.373045	-	30.373900	-	30.821600	-	30.946900	            	 	         	 	         	 	26.202600	-	24.452133	-	29.413450	 	25.631893	 1.086000	 1.08600e+00	 1.08600e+00	            	            	            	 1.92300e-01	 1.08570000e+00	 1.08570000e+00	 0.256057100
      58	    58	177.381104	+22.373072	 	         	 	         	 	         	 2.53563e+01	 	25.202900	 	         	 	25.156100	 	25.161781	-	29.092886	 	25.989012	         	            	            	 1.90600e-01	 2.59900e-01	            	 2.06400e-01	 3.41774100e-01	 1.08570000e+00	 0.464894700
      59	    59	177.410400	+22.373081	 	27.499800	 	27.145900	 	26.298900	 2.65294e+01	 	26.172900	 	         	 	25.803600	 	25.140417	 	25.118910	 	25.220995	 0.170700	 8.10100e-02	 3.16300e-02	 4.45200e-01	 1.59700e-01	            	 1.97600e-01	 3.22000000e-01	 3.55876700e-01	 0.356845300
      60	    60	177.390610	+22.373095	 	27.115600	 	27.238600	 	26.800000	 2.71620e+01	 	26.808500	 	         	 	26.304100	 	25.162073	-	27.440083	-	27.814651	 0.159700	 1.10600e-01	 6.22700e-02	 5.61700e-01	 3.41200e-01	            	 3.41000e-01	 3.47530200e-01	 1.08570000e+00	 1.085700000
      61	    61	177.380066	+22.373766	 	         	 	         	 	         	 2.23262e+01	 	21.940600	 	         	 	21.808600	 	23.556999	-	26.177561	-	26.675245	         	            	            	 1.74500e-01	 3.84700e-02	            	 1.48200e-01	 1.22072800e-01	 1.08570000e+00	 1.085700000
      62	    62	177.385406	+22.373152	 	         	 	         	 	         	 2.65642e+01	 	26.636200	 	         	 	26.076100	 	25.971750	 	25.537115	 	26.098032	         	            	            	 2.48500e-01	 2.32200e-01	            	 1.65300e-01	 6.63748800e-01	 3.37490900e-01	 0.495859100
      63	    63	177.399017	+22.373171	-	29.183500	 	28.151100	 	27.153700	 2.64815e+01	 	26.774400	 	         	 	26.016300	-	24.199717	-	29.334555	-	29.436396	 1.086000	 2.82900e-01	 9.84800e-02	 3.92400e-01	 1.91300e-01	            	 1.63800e-01	 1.08570000e+00	 1.08570000e+00	 1.085700000
      64	    64	177.393982	+22.373178	 	28.910200	 	28.829700	 	27.568400	 2.73304e+01	 	27.282400	 	         	 	26.906200	-	24.334387	-	29.449850	-	29.562904	 0.656700	 3.87100e-01	 1.08300e-01	 4.99800e-01	 2.08300e-01	            	 2.62900e-01	 1.08570000e+00	 1.08570000e+00	 1.085700000
      65	    65	177.404190	+22.373371	 	28.319200	 	26.366000	 	25.142900	 2.46506e+01	 	24.395500	 	         	 	23.971700	 	23.837702	 	23.849350	 	24.579327	 0.631800	 7.29900e-02	 2.07400e-02	 1.49700e-01	 9.62200e-02	            	 1.10800e-01	 1.31675000e-01	 4.99713900e-02	 0.090509130
      66	    66	177.390137	+22.373512	 	25.495900	 	24.827900	 	24.015900	 2.39306e+01	 	23.905700	 	         	 	23.591200	 	23.416656	-	26.604446	 	23.282856	 0.057750	 2.10000e-02	 8.40200e-03	 4.40000e-02	 3.48800e-02	            	 4.84000e-02	 8.03834200e-02	 1.08570000e+00	 0.317811100
      67	    67	177.380463	+22.373514	 	         	 	         	 	         	 2.29506e+01	 	22.754400	 	         	 	22.525400	 	24.709944	 	24.470591	 	24.597603	         	            	            	 5.60300e-02	 6.40100e-02	            	 7.41000e-02	 3.21722000e-01	 5.33777700e-01	 0.419912000
      68	    68	177.379822	+22.373331	 	         	 	         	 	         	            	 	16.855100	 	         	 	         	-	24.549450	-	25.162678	-	25.731033	         	            	            	            	 4.43500e-02	            	            	 1.08570000e+00	 1.08570000e+00	 1.085700000
      69	    69	177.381348	+22.373363	 	         	 	         	 	         	 2.60191e+01	 	25.951900	 	         	 	25.702300	 	24.873417	-	29.213106	 	25.442837	         	            	            	 2.08200e-01	 2.95000e-01	            	 3.00600e-01	 2.23420200e-01	 1.08570000e+00	 0.248508200
      70	    70	177.410355	+22.373386	 	27.463300	 	27.678200	 	27.576000	 2.66322e+01	 	26.790400	 	         	 	26.466400	-	24.334972	-	29.161701	-	29.226843	 0.199600	 1.52300e-01	 1.16100e-01	 5.64200e-01	 2.42600e-01	            	 2.68800e-01	 1.08570000e+00	 1.08570000e+00	 1.085700000
      71	    71	177.389771	+22.373438	 	26.625200	 	26.646300	 	26.548200	 2.66402e+01	 	26.281500	 	         	 	25.801700	 	25.925049	 	25.570175	 	25.759190	 0.088660	 5.56100e-02	 4.14200e-02	 2.81500e-01	 1.66200e-01	            	 2.18800e-01	 5.81197000e-01	 1.01912800e+00	 0.907530500
      72	    72	177.414642	+22.373480	-	28.746900	 	27.055100	 	25.948200	            	 	25.214700	 	         	 	24.728600	 	25.599697	-	28.945171	 	24.861147	 1.086000	 1.58800e-01	 5.03000e-02	            	 2.27800e-01	            	 1.21100e-01	 5.54558400e-01	 1.08570000e+00	 0.165309000
      73	    73	177.413666	+22.373583	 	29.087000	 	28.686900	 	27.770900	 2.55621e+01	 	25.420100	 	         	 	24.281100	 	23.487503	 	22.444000	 	22.348202	 0.916500	 4.18500e-01	 1.58300e-01	 2.60400e-01	 8.71600e-02	            	 5.10000e-02	 7.72120700e-02	 3.20164600e-02	 0.020216660
      74	    74	177.408249	+22.373619	 	24.718000	 	24.644600	 	24.250700	 2.42892e+01	 	24.301100	 	         	 	24.301600	 	24.881021	 	24.508501	 	24.845119	 0.034480	 2.00300e-02	 1.08600e-02	 1.21800e-01	 4.46300e-02	            	 8.74000e-02	 2.88039700e-01	 1.26755200e-01	 0.146673100
      75	    75	177.414154	+22.373835	 	25.883000	 	24.855400	 	23.956100	 1.50440e+00	 	23.339000	 	         	 	23.203400	 	23.628574	 	24.786041	 	24.862856	 0.171900	 4.61700e-02	 1.74100e-02	 1.08600e+00	 4.67000e-02	            	 4.99000e-02	 1.32089100e-01	 5.42709100e-01	 0.382960900
      76	    76	177.419998	+22.380474	 	20.904300	 	19.719600	 	18.965600	 2.36360e+00	 	18.326900	 	         	 	18.076900	 	17.781168	 	18.283081	 	18.307564	 0.004691	 1.26400e-03	 4.96300e-04	 1.08600e+00	 1.42000e-03	            	 1.20000e-03	 1.29579300e-03	 5.53330000e-03	 0.004591228
      77	    77	177.388397	+22.374212	 	25.983300	 	24.705500	 	23.632700	 2.34542e+01	 	23.244600	 	         	 	22.940300	 	22.841867	 	22.879007	 	23.446589	 0.090000	 2.01400e-02	 6.54700e-03	 2.88100e-02	 1.85900e-02	            	 1.81000e-02	 5.00702300e-02	 2.77351900e-02	 0.039569980
      78	    78	177.414032	+22.374262	 	24.245300	 	23.476400	 	22.409100	 8.39100e-01	 	21.650100	 	         	 	21.420400	 	21.017086	 	20.491302	 	20.757809	 0.029400	 1.00900e-02	 3.27700e-03	 1.08600e+00	 6.90600e-03	            	 8.70000e-03	 1.33444300e-02	 1.09116400e-02	 0.009210140
      79	    79	177.392258	+22.373632	-	29.539100	 	28.381300	 	27.435400	 2.79408e+01	 	27.050800	 	         	 	26.368400	 	25.989643	-	27.123142	 	22.115864	 1.086000	 2.50900e-01	 9.13300e-02	 8.52900e-01	 1.66900e-01	            	 1.80700e-01	 7.23517600e-01	 1.08570000e+00	 0.113444400
      80	    80	177.405502	+22.375381	 	25.566500	 	23.325400	 	21.902000	 2.13640e+01	 	21.043600	 	         	 	20.656000	 	20.336365	 	20.482199	 	20.885473	 0.123000	 1.13500e-02	 2.75200e-03	 1.03100e-02	 3.24000e-03	            	 2.60000e-03	 6.87561000e-03	 1.00444600e-02	 0.009191443
      81	    81	177.412766	+22.373663	 	28.622300	 	28.332600	 	27.577400	-2.74047e+01	 	27.526900	 	         	 	26.426500	 	27.197861	 	25.431456	-	29.672987	 0.399400	 2.04000e-01	 8.63400e-02	 1.08600e+00	 5.21800e-01	            	 2.01100e-01	 9.25610400e-01	 1.98714800e-01	 1.085700000
      82	    82	177.410065	+22.374357	 	25.651200	 	25.046600	 	24.860700	 2.47005e+01	 	24.568100	 	         	 	23.950500	 	23.830158	 	23.534773	 	23.523283	 0.062960	 2.45700e-02	 1.69000e-02	 1.55200e-01	 3.97400e-02	            	 4.11000e-02	 1.41371100e-01	 3.81485900e-02	 0.036991320
      83	    83	177.397293	+22.373699	 	27.892500	 	28.002300	 	27.779500	 2.70645e+01	 	27.418900	 	         	 	27.188000	-	24.378736	-	29.046141	 	26.056818	 0.199300	 1.39200e-01	 9.52100e-02	 2.91600e-01	 1.78900e-01	            	 2.50200e-01	 1.08570000e+00	 1.08570000e+00	 0.553632400
      84	    84	177.398758	+22.373701	 	27.257300	 	27.500900	 	27.401300	 2.76923e+01	 	27.425900	 	         	 	26.969200	 	23.150105	-	29.044739	 	26.279253	 0.119700	 9.11800e-02	 6.85400e-02	 6.33400e-01	 1.84900e-01	            	 1.85900e-01	 5.42922800e-02	 1.08570000e+00	 0.689328500
      85	    85	177.395340	+22.373711	-	29.645800	 	29.143300	 	27.806200	 2.77080e+01	 	27.264000	 	         	 	26.872100	 	25.086042	 	24.710297	 	24.542679	 1.086000	 4.61000e-01	 1.18300e-01	 6.58600e-01	 1.95300e-01	            	 2.79600e-01	 3.32198100e-01	 1.22876700e-01	 0.096044890
      86	    86	177.410660	+22.373755	 	27.353200	 	26.702300	 	26.114700	 2.60102e+01	 	26.144900	 	         	 	25.614200	 	25.146887	 	25.156090	 	26.396446	 0.260500	 9.61900e-02	 4.74900e-02	 4.95700e-01	 1.57500e-01	            	 1.73700e-01	 3.69360000e-01	 1.75943500e-01	 0.540342800
      87	    87	177.406479	+22.373920	 	28.228100	 	27.252900	 	26.568700	 2.64026e+01	 	26.534000	 	         	 	25.743500	 	25.974817	-	29.567505	-	29.597622	 0.355300	 9.86600e-02	 4.50400e-02	 3.97400e-01	 1.81000e-01	            	 1.69700e-01	 7.33487700e-01	 1.08570000e+00	 1.085700000
      88	    88	177.412460	+22.374287	 	26.653100	 	25.750300	 	24.923000	 2.47612e+01	 	24.523500	 	         	 	24.231600	 	24.610523	 	24.270672	 	25.022602	 0.129400	 3.89100e-02	 1.55700e-02	 1.54600e-01	 4.37500e-02	            	 7.02000e-02	 2.36811200e-01	 7.13024300e-02	 0.137802000
      89	    89	177.383926	+22.374525	 	         	 	         	 	         	 2.34716e+01	 	23.288100	 	         	 	22.920700	 	23.010637	 	23.303318	 	23.484137	         	            	            	 5.89000e-02	 4.37800e-02	            	 4.60000e-02	 8.31711700e-02	 3.73804500e-02	 0.038867690
      90	    90	177.389221	+22.374210	 	25.526900	 	25.353000	 	24.790900	 2.44837e+01	 	24.586100	 	         	 	24.386400	 	24.530823	 	23.760269	 	23.963331	 0.051470	 2.73400e-02	 1.35800e-02	 5.91900e-02	 5.28600e-02	            	 5.99000e-02	 2.32092800e-01	 7.32367300e-02	 0.088461350
      91	    91	177.381027	+22.373997	 	         	 	         	 	         	 2.55859e+01	 	25.495800	 	         	 	25.258900	-	24.343180	-	28.803242	 	26.291632	         	            	            	 2.36500e-01	 3.42900e-01	            	 2.20900e-01	 1.08570000e+00	 1.08570000e+00	 0.699333000
      92	    92	177.387451	+22.374001	 	         	 	         	 	         	 2.71332e+01	 	27.315500	 	         	 	26.403700	 	25.966373	 	26.560570	 	25.195551	         	            	            	 4.75100e-01	 4.68500e-01	            	 2.75000e-01	 6.79342300e-01	 6.57528000e-01	 0.166208600
      93	    93	177.396545	+22.374016	 	26.395200	 	26.473900	 	26.615300	 2.70350e+01	 	26.964700	 	         	 	26.278800	-	24.318445	-	29.471603	 	25.312782	 0.073660	 4.82000e-02	 4.30700e-02	 3.75200e-01	 1.50900e-01	            	 1.21700e-01	 1.08570000e+00	 1.08570000e+00	 0.184084600
      94	    94	177.395813	+22.374380	 	27.015800	 	26.695300	 	25.930000	 2.54475e+01	 	25.681900	 	         	 	25.264200	 	23.853722	 	25.144932	 	24.387205	 0.236400	 1.15300e-01	 4.92700e-02	 1.86400e-01	 1.01600e-01	            	 1.28000e-01	 1.47092600e-01	 2.13304700e-01	 0.095846470
      95	    95	177.395218	+22.374393	-	28.785000	 	27.296100	 	26.054500	 2.56698e+01	 	25.336500	 	         	 	24.974100	 	25.199614	 	24.600611	 	24.270651	 1.086000	 1.84200e-01	 5.16800e-02	 2.17700e-01	 6.85400e-02	            	 9.17000e-02	 4.60269300e-01	 1.37624400e-01	 0.088372950
      96	    96	177.395096	+22.374725	 	25.438700	 	25.219400	 	24.376300	 2.40709e+01	 	23.960500	 	         	 	23.789700	 	23.828808	 	23.210606	 	23.244328	 0.052060	 2.73900e-02	 1.07300e-02	 4.67400e-02	 1.72600e-02	            	 2.24000e-02	 1.29733000e-01	 4.96363500e-02	 0.044385630
      97	    97	177.397812	+22.375582	 	26.290800	 	25.747000	 	24.486900	 2.32018e+01	 	22.776800	 	         	 	22.048400	 	21.432306	 	20.219046	 	19.984293	 0.198000	 7.91100e-02	 2.17600e-02	 3.99600e-02	 1.03400e-02	            	 8.00000e-03	 2.27325700e-02	 9.80015500e-03	 0.008612788
      98	    98	177.397369	+22.374325	 	27.837900	 	27.397000	 	27.357700	 2.74747e+01	 	27.186200	 	         	 	26.343700	 	24.392672	-	29.431143	 	25.353859	 0.239500	 1.05300e-01	 8.49200e-02	 6.58200e-01	 1.91600e-01	            	 1.33600e-01	 1.91708400e-01	 1.08570000e+00	 0.195834400
      99	    99	177.402374	+22.374550	 	25.103600	 	25.145000	 	24.972500	 2.47017e+01	 	24.436500	 	         	 	24.292600	 	25.948616	 	24.276913	 	24.245506	 0.037450	 2.38400e-02	 1.60500e-02	 7.34100e-02	 3.27300e-02	            	 4.58000e-02	 8.65041200e-01	 7.63838100e-02	 0.073292020
     100	   100	177.399429	+22.374439	 	26.118700	 	26.069600	 	26.031600	 2.54612e+01	 	25.373900	 	         	 	25.110900	 	22.951052	 	24.696754	 	25.190504	 0.071250	 4.32100e-02	 3.37600e-02	 1.17500e-01	 5.52900e-02	            	 6.38000e-02	 5.22601300e-02	 1.10031500e-01	 0.160571800
     101	   101	177.419189	+22.376461	 	24.681900	 	22.245700	 	20.832100	 1.63560e+00	 	 1.073100	 	         	 	19.605700	 	19.017691	 	19.168655	 	19.517063	 0.042820	 3.89000e-03	 9.77800e-04	 1.08600e+00	 1.08600e+00	            	 1.41000e-02	 2.60001600e-03	 9.91527600e-03	 0.009677830
     102	   102	177.381821	+22.374399	 	         	 	         	 	         	 2.66840e+01	 	26.325200	 	         	 	26.040900	 	24.231323	-	29.399681	 	26.569370	         	            	            	 3.72000e-01	 3.54400e-01	            	 2.74800e-01	 1.42165700e-01	 1.08570000e+00	 0.600796300
     103	   103	177.399796	+22.375046	 	27.661100	 	26.507100	 	25.032300	 2.43446e+01	 	24.224200	 	         	 	23.885900	-	23.818319	 	23.911972	 	24.536751	 0.549100	 1.26600e-01	 2.85500e-02	 9.13500e-02	 3.14300e-02	            	 4.15000e-02	 1.08570000e+00	 7.46410500e-02	 0.122324800
     104	   104	177.413757	+22.375296	 	25.706400	 	23.878100	 	22.780400	 2.23487e+01	 	22.241700	 	         	 	21.880500	 	21.734779	 	21.834644	 	22.189632	 0.081860	 1.16500e-02	 3.69200e-03	 2.51800e-02	 8.16300e-03	            	 7.80000e-03	 1.93897200e-02	 1.39274700e-02	 0.013831400
     105	   105	177.394012	+22.374796	 	28.617700	 	27.105600	 	26.008300	 2.53564e+01	 	25.255700	 	         	 	25.161600	 	25.740198	 	24.848141	 	24.259901	 1.019000	 1.68800e-01	 5.37900e-02	 1.75100e-01	 6.88800e-02	            	 1.07500e-01	 7.66019700e-01	 1.42079700e-01	 0.079308170
     106	   106	177.403351	+22.375446	 	24.769400	 	24.606300	 	23.877000	 2.30268e+01	 	22.694300	 	         	 	22.213300	 	21.940752	 	21.286880	 	21.201324	 0.042940	 2.39400e-02	 1.04500e-02	 2.83400e-02	 9.83900e-03	            	 9.20000e-03	 2.95695000e-02	 1.14471100e-02	 0.009922989
     107	   107	177.382858	+22.374676	 	         	 	         	 	         	 2.59783e+01	 	25.514000	 	         	 	24.867500	 	26.061916	 	26.885406	 	25.096127	         	            	            	 2.58000e-01	 8.20900e-02	            	 9.75000e-02	 8.52632000e-01	 9.26271200e-01	 0.152059400
     108	   108	177.410675	+22.375837	 	24.014000	 	23.866600	 	23.088700	 2.25942e+01	 	22.502700	 	         	 	22.161800	 	22.044930	 	21.661627	 	21.912096	 0.024420	 1.37000e-02	 5.66500e-03	 2.08200e-02	 9.22100e-03	            	 1.00000e-02	 3.32779800e-02	 1.18189100e-02	 0.011842070
     109	   109	177.385086	+22.374765	 	         	 	         	 	         	 2.76254e+01	 	27.100900	 	         	 	26.670900	-	24.334894	 	26.219330	 	25.800171	         	            	            	 5.30200e-01	 3.01600e-01	            	 2.75800e-01	 1.08570000e+00	 5.08590400e-01	 0.304717200
     110	   110	177.409698	+22.375542	 	27.442600	 	25.639600	 	24.318700	 2.37815e+01	 	23.565500	 	         	 	23.212600	 	23.111813	 	23.499258	 	23.768217	 0.374800	 4.93300e-02	 1.29200e-02	 4.67300e-02	 1.91900e-02	            	 2.09000e-02	 7.26129000e-02	 5.68789800e-02	 0.066709040
     111	   111	177.394821	+22.374832	 	27.320400	 	27.229100	 	26.713300	 2.69475e+01	 	26.599200	 	         	 	26.589800	-	24.262384	-	29.056988	-	29.192064	 0.159200	 9.38600e-02	 4.88700e-02	 3.46900e-01	 1.05400e-01	            	 2.14000e-01	 1.08570000e+00	 1.08570000e+00	 1.085700000
     112	   112	177.419006	+22.376863	 	24.650000	 	22.311000	 	20.932000	 2.04137e+01	 	20.142300	 	         	 	19.770900	 	19.618679	 	19.636543	 	19.835594	 0.048430	 4.80100e-03	 1.23800e-03	 7.31800e-03	 4.65400e-03	            	 2.60000e-03	 3.92871200e-03	 1.27324500e-02	 0.010361960
     113	   113	177.410828	+22.374861	-	29.803200	 	29.000500	 	27.468300	 2.68870e+01	 	27.030100	 	         	 	26.565500	-	24.389000	 	25.643867	-	29.605141	 1.086000	 3.52900e-01	 7.61100e-02	 3.38800e-01	 1.51900e-01	            	 1.68900e-01	 1.08570000e+00	 2.57621500e-01	 1.085700000
     114	   114	177.401779	+22.375311	-	28.627000	 	27.093300	 	25.750900	 2.49951e+01	 	24.895400	 	         	 	24.456700	 	25.125738	 	24.341408	 	24.613493	 1.086000	 1.76800e-01	 4.50000e-02	 1.37200e-01	 4.68900e-02	            	 6.50000e-02	 4.92932400e-01	 1.00215000e-01	 0.118758000
     115	   115	177.408707	+22.375580	 	27.681400	 	26.048900	 	24.810500	 2.43252e+01	 	24.191800	 	         	 	23.784200	 	23.783421	 	23.878811	 	24.440775	 0.431000	 6.56900e-02	 1.84400e-02	 7.74300e-02	 3.15500e-02	            	 3.49000e-02	 1.30515400e-01	 7.55724200e-02	 0.115838500
     116	   116	177.404877	+22.374958	 	28.710600	 	28.757000	 	27.850100	 2.72548e+01	 	27.426800	 	         	 	26.712500	 	26.548246	 	25.127169	-	28.860451	 0.374200	 2.50600e-01	 9.59800e-02	 3.24900e-01	 1.95100e-01	            	 1.67100e-01	 1.06681600e+00	 4.21261500e-01	 1.085700000
     117	   117	177.386337	+22.376717	 	24.390000	 	22.685900	 	21.362800	 2.08921e+01	 	20.582200	 	         	 	20.209300	 	19.884611	 	20.052231	 	20.461739	 0.053400	 8.02100e-03	 2.11900e-03	 6.74600e-03	 1.78100e-03	            	 1.50000e-03	 4.60031900e-03	 1.34859800e-02	 0.009820763
     118	   118	177.404205	+22.375055	 	28.405100	 	27.672800	 	26.583100	 2.64241e+01	 	26.373000	 	         	 	26.078900	 	25.744728	 	25.842573	-	29.273991	 0.537000	 1.82900e-01	 5.88000e-02	 2.98400e-01	 1.47500e-01	            	 1.76400e-01	 6.62445500e-01	 4.08388800e-01	 1.085700000
     119	   119	177.414429	+22.375118	 	27.422900	 	27.466500	 	27.145300	 2.65801e+01	 	26.486200	 	         	 	26.340100	-	24.308895	-	29.000587	 	25.082819	 0.180500	 1.20700e-01	 7.47100e-02	 5.14400e-01	 1.79300e-01	            	 2.51100e-01	 1.08570000e+00	 1.08570000e+00	 0.188792800
     120	   120	177.385101	+22.375332	 	         	 	         	 	         	 2.42887e+01	 	24.161000	 	         	 	23.641000	 	23.800701	 	23.258507	 	23.240833	         	            	            	 4.78600e-02	 2.53600e-02	            	 2.94000e-02	 1.11286100e-01	 3.31598300e-02	 0.029824280
     121	   121	177.413864	+22.376089	 	26.720400	 	24.727500	 	23.444500	 2.30115e+01	 	22.678700	 	         	 	22.378000	 	22.251667	 	22.379595	 	22.705229	 0.249100	 2.80100e-02	 7.58700e-03	 3.08000e-02	 1.41800e-02	            	 1.54000e-02	 3.91332800e-02	 2.05474400e-02	 0.021383060
     122	   122	177.398788	+22.375450	 	27.793400	 	26.812700	 	25.563300	 2.50897e+01	 	24.892600	 	         	 	24.654900	-	24.081911	 	24.158247	 	25.414806	 0.314400	 8.62000e-02	 2.38800e-02	 9.06300e-02	 2.84100e-02	            	 3.77000e-02	 1.08570000e+00	 1.07083500e-01	 0.298169100
     123	   123	177.396927	+22.377926	 	23.800700	 	22.417700	 	21.450600	 2.08387e+01	 	20.507400	 	         	 	20.003200	 	19.458813	 	19.495705	 	19.499008	 0.030010	 6.11200e-03	 2.12400e-03	 6.81800e-03	 1.60000e-03	            	 1.20000e-03	 3.90759300e-03	 1.03491500e-02	 0.008206088
     124	   124	177.407516	+22.375286	 	26.715800	 	26.655800	 	26.682200	 2.68585e+01	 	26.512700	 	         	 	25.383400	-	24.334343	 	25.576529	-	29.590977	 0.095500	 5.82400e-02	 4.84800e-02	 3.37300e-01	 1.22900e-01	            	 9.60000e-02	 1.08570000e+00	 2.27865200e-01	 1.085700000
     125	   125	177.388718	+22.375696	 	27.493000	 	26.021300	 	25.120300	 2.49693e+01	 	24.943300	 	         	 	24.702400	 	24.445677	 	24.530605	 	25.376608	 0.333000	 5.74800e-02	 2.18600e-02	 1.09500e-01	 5.28000e-02	            	 5.39000e-02	 2.61042400e-01	 1.06334100e-01	 0.207255900
     126	   126	177.395645	+22.375345	-	29.435200	 	29.654200	 	29.189600	-2.80680e+01	 	27.545000	 	         	 	26.763400	 	26.303993	-	29.434101	 	25.001183	 1.086000	 8.73200e-01	 5.01500e-01	 1.08600e+00	 2.66800e-01	            	 1.81600e-01	 9.81184700e-01	 1.08570000e+00	 0.140591700
     127	   127	177.409424	+22.375492	 	26.497800	 	26.390700	 	25.573800	 2.51861e+01	 	25.251200	 	         	 	24.895400	 	25.088390	 	25.446299	 	25.501568	 0.125200	 7.42400e-02	 3.02400e-02	 1.26500e-01	 6.81600e-02	            	 9.93000e-02	 3.97633700e-01	 3.25837800e-01	 0.317076100
