#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-04T04:17:22 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-04T04:17:22	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/MNRAS/514/497/tablea1&-out=**&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_75140497
#Name: J/MNRAS/514/497
#Title: HST/MUSE study of galaxies in Abell 370 (Lagattuta+, 2022)
#INFO	ivoid=ivo://cds.vizier/j/mnras/514/497	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/mnras/514/497	    IVOID of underlying data collection
#INFO	creator=Lagattuta D.J.	    First author or institution
#INFO	cites=bibcode:2022MNRAS.514..497L	    Article or Data origin sources
#INFO	journal=MNRA	    Journal name
#INFO	original_date=2022	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/MNRAS/514/497	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier/bg-g2-fh	    Dataset identifier that can be used for citation
#INFO	publication_date=2026-08-03	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_MNRAS_514_497_tablea1:
#Name: J/MNRAS/514/497/tablea1
#Title: The Abell 370 Pilot-WINGS master data catalogue containing spectroscopic/photometric and spatial informations
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	ID	(I5)	Numerical identifier from SExtractor for each galaxy (iden) (1)	[ucd=meta.id;meta.main]
#Column	IDfrom	(A7)	An indication of how the object was detected (idfrom) (2)	[ucd=src.class]
#Column	Field	(A4)	The data set containing the galaxy (Field) (3)	[ucd=src.class.starGalaxy]
#Column	RAJ2000	(F11.8)	Right Ascension aligned to Gaia DR2 world coordinate system (J2000) (RA)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F11.8)	Declination aligned to Gaia DR2 world coordinate system (J2000) (DEC)	[ucd=pos.eq.dec;meta.main]
#Column	z	(F7.5)	The measured redshift of each galaxy (z)	[ucd=src.redshift]
#Column	q_z	(I1)	An assessment of the reliability of the redshift measurement from low q_z = 1 to high q_z = 3 (zconf) (4)	[ucd=meta.code.qual;src.redshift]
#Column	F435Wmag	(F10.6)	? The measured apparent AB magnitude in the given HST F435W-band (F435W) (5)	[ucd=phot.mag;em.opt.B]
#Column	e_F435Wmag	(D16.9)	[]? The measured uncertainty of F435Wmag (F435W_err)	[ucd=stat.error]
#Column	F606Wmag	(F10.6)	? The measured apparent AB magnitude in the given HST F606W-band (F606W) (5)	[ucd=phot.mag;em.opt.R]
#Column	e_F606Wmag	(D16.9)	[]? The measured uncertainty of F606Wmag (F606W_err)	[ucd=stat.error]
#Column	F814Wmag	(F10.6)	? The measured apparent AB magnitude in the given HST F814W-band (F814W) (5)	[ucd=phot.mag;em.opt.I]
#Column	e_F814Wmag	(D16.9)	[]? The measured uncertainty of F814Wmag (F814W_err)	[ucd=stat.error]
#Column	F105Wmag	(F10.6)	? The measured apparent AB magnitude in the given HST F105W-band (F105W) (5)	[ucd=phot.mag;em.IR.J]
#Column	e_F105Wmag	(D16.9)	[]? The measured uncertainty of F105Wmag (F105W_err)	[ucd=stat.error]
#Column	F125Wmag	(F10.6)	? The measured apparent AB magnitude in the given HST F125W-band (F125W) (5)	[ucd=phot.mag;em.IR.J]
#Column	e_F125Wmag	(D16.9)	[]? The measured uncertainty of F125Wmag (F125W_err)	[ucd=stat.error]
#Column	F140Wmag	(F10.6)	? The measured apparent AB magnitude in the given HST F140W-band (F140W) (5)	[ucd=phot.mag;em.IR.J]
#Column	e_F140Wmag	(D16.9)	[]? The measured uncertainty of F140Wmag (F140W_err)	[ucd=stat.error]
#Column	F160Wmag	(F10.6)	? The measured apparent AB magnitude in the given HST F60W-band (F160W) (5)	[ucd=phot.mag;em.IR.H]
#Column	e_F160Wmag	(D16.9)	[]? The measured uncertainty of F160Wmag (F160W_err)	[ucd=stat.error]
#Column	MULID	(a9)	If the object is part of a multiply-imaged system it gives a unique identifier for each image (MUL) (6)	[ucd=meta.id.assoc]
recno	ID	IDfrom	Field	RAJ2000	DEJ2000	z	q_z	F435Wmag	e_F435Wmag	F606Wmag	e_F606Wmag	F814Wmag	e_F814Wmag	F105Wmag	e_F105Wmag	F125Wmag	e_F125Wmag	F140Wmag	e_F140Wmag	F160Wmag	e_F160Wmag	MULID
      87	  110	PRIOR  	P08 	39.94802520	-1.57969520	0.37425	3	 24.919490	 9.028755000e-02	 23.404924	 4.019189600e-02	 22.523672	 2.603488400e-02	 22.129398	 3.203036000e-01	 21.970638	 1.169100900e-01	 33.734566	 2.763835360e+13	 21.767206	 3.338169500e-01	
      88	  112	PRIOR  	P09 	39.97164840	-1.61454850	0.61578	3	 42.787193	 1.308195070e+17	 25.209652	 3.517240300e-01	 24.321142	 3.775023000e-01	 24.005728	 6.140516000e-01	 23.870039	 2.849095800e-01	 53.852516	 1.521610700e+21	 23.746878	 1.501894100e-01	
      89	  116	PRIOR  	P08 	39.94948590	-1.57790800	0.37177	3	 22.226800	 8.000000000e-03	 20.565000	 1.700000000e-03	 19.632600	 5.000000000e-04	 19.178200	 3.000000000e-03	 18.913700	 2.300000000e-03	-99.000000	 0.000000000e+00	 18.647100	 2.200000000e-03	
      90	  120	PRIOR  	P09 	39.97989710	-1.61439980	2.93700	3	 59.409527	 4.023704000e+23	 26.247602	 5.809526400e-01	 26.426330	 1.196369500e+00	 26.881565	 3.171986600e+00	 26.844278	 2.366809800e+00	 61.344800	 1.042886240e+24	 26.553068	 4.650756700e-01	
      91	  124	PRIOR  	P09 	39.97083690	-1.61394740	0.89414	3	 42.344696	 7.208315800e+16	 25.658648	 3.984417300e-01	 24.580130	 3.864460000e-01	 24.289007	 6.285103600e-01	 24.121523	 2.879348000e-01	          	 1.085700000e+00	 23.927505	 1.422596100e-01	
      92	  125	PRIOR  	P03 	39.97631850	-1.55923770	0.37323	3	 25.527920	 1.209376160e-01	 24.030079	 5.836913700e-02	 23.464376	 4.724013000e-02	 23.320639	 8.623312400e-02	 23.165833	 5.729037000e-02	 23.096678	 1.397355200e-01	 23.085358	 7.728423000e-02	
      93	  125	PRIOR  	P07 	39.99230230	-1.60253020	0.62408	3	          	 1.085700000e+00	 26.555735	 5.784483600e-01	 26.019865	 8.064430400e-01	 26.225351	 1.892561100e+00	 26.425293	 1.511009000e+00	 62.043420	 1.802273400e+24	 26.329067	 9.414919600e-01	
      94	  125	PRIOR  	P09 	39.96895600	-1.61386050	0.68215	2	 44.839573	 7.031647600e+17	 26.012243	 4.667750000e-01	 25.418318	 5.994630000e-01	 25.373037	 1.241441100e+00	 25.409483	 8.108449000e-01	 53.839870	 1.220890800e+21	 25.211454	 2.136863300e-01	
      95	  127	PRIOR  	P09 	39.97452290	-1.61328490	0.38200	1	          	 1.085700000e+00	 24.079184	 2.007487300e-01	 23.496386	 2.557976200e-01	 23.412876	 4.518191000e-01	 23.331457	 2.011758200e-01	          	 1.085700000e+00	 23.227732	 1.368730700e-01	
      96	  128	PRIOR  	P05 	39.99838230	-1.58821530	1.08500	3	 24.125301	 5.908113700e-02	 23.990047	 7.405462000e-02	 23.337414	 5.934365000e-02	 22.997427	 7.876248400e-01	 22.898655	 3.359882200e-01	 44.405933	 6.593334900e+17	 22.831917	 7.078698000e-01	
      97	  129	PRIOR  	P09 	39.97119560	-1.61315210	0.31767	3	 39.124050	 8.866098300e+15	 21.703180	 7.230338500e-02	 21.366587	 1.014182300e-01	 21.268387	 1.864552600e-01	 21.173521	 6.086884000e-02	 52.330715	 7.411396000e+20	 21.080652	 8.458899000e-02	
      98	  130	PRIOR  	P05 	39.99948570	-1.58850550	0.37504	3	 25.410471	 1.521909400e-01	 23.735409	 6.374559600e-02	 22.917680	 4.535925800e-02	 22.616367	 4.797161500e-01	 22.455290	 1.781086000e-01	 46.301456	 2.806044660e+18	 22.362991	 4.688529700e-01	
      99	  130	PRIOR  	P07 	39.98405590	-1.59905480	0.36312	3	 22.800858	 3.522378000e-02	 21.314300	 1.944835000e-02	 20.797024	 1.498065800e-02	 20.658936	 1.814025300e-01	 20.530012	 6.532366600e-02	 20.451982	 1.319138820e+09	 20.385397	 1.008650660e-01	
     100	  131	PRIOR  	P07 	39.98781930	-1.60225530	1.13086	2	          	 1.085700000e+00	 26.283415	 4.782860600e-01	 25.516056	 5.511001000e-01	 25.264368	 9.582575000e-01	 25.225122	 5.668522000e-01	          	 1.085700000e+00	 25.233500	 2.216712800e-01	
     101	  132	PRIOR  	P03 	39.97284190	-1.55517970	0.13367	3	 19.264000	 7.000000000e-04	 17.822500	 2.000000000e-04	 17.151700	 1.000000000e-04	-99.000000	 0.000000000e+00	 16.595500	 4.000000000e-04	 16.503100	 2.000000000e-04	 16.420500	 4.000000000e-04	
     102	  133	PRIOR  	P01 	40.00270840	-1.57299450	0.46499	3	 42.186966	 5.318681800e+16	 25.207663	 2.573893400e-01	 24.591223	 3.145036700e-01	 24.292511	 5.276722000e-01	 24.271769	 2.799351200e-01	          	 1.085700000e+00	 24.311045	 3.995362200e-01	
     103	  133	PRIOR  	P09 	39.96855060	-1.61351920	1.33241	1	 43.189114	 2.145592830e+17	 24.912153	 2.992160600e-01	 24.530512	 4.606954200e-01	 24.320152	 8.344747000e-01	 24.292860	 4.539092500e-01	 53.076378	 8.432457600e+20	 24.170190	 1.851796400e-01	
     104	  133	PRIOR  	P10 	39.96546700	-1.60885860	0.68109	3	 33.990620	 3.050601390e+13	 25.532763	 3.401434700e-01	 24.849620	 1.438797100e-01	 24.857110	 8.785723400e-01	 24.669239	 4.226469400e-01	          	 1.085700000e+00	 24.667969	 1.876789800e-01	
     105	  136	PRIOR  	P09 	39.97325300	-1.61340530	1.06599	1	          	 1.085700000e+00	 25.735643	 5.100671000e-01	 25.247925	 7.570089000e-01	 24.670471	 1.042260000e+00	 24.689522	 6.538464000e-01	          	 1.085700000e+00	 24.640238	 2.142042400e-01	
     106	  137	PRIOR  	P07 	39.98918550	-1.60142330	0.37917	3	 34.767372	 1.534503400e+14	 22.635923	 1.330875900e-01	 21.664470	 1.196359300e-01	 21.294916	 1.634631600e-01	 21.069810	 4.970456000e-02	 47.143814	 5.970977600e+18	 20.877820	 1.630154100e-01	
     107	  138	PRIOR  	P07 	39.99044850	-1.60123610	0.47366	3	 34.872310	 1.347685070e+14	 22.399440	 9.235671000e-02	 21.382383	 7.823030000e-02	 21.016165	 1.168460900e-01	 20.805943	 3.573490700e-02	          	 1.085700000e+00	 20.529694	 1.393665400e-01	
     108	  139	PRIOR  	P01 	40.00024190	-1.57221060	1.71800	1	          	 1.085700000e+00	 24.899418	 2.383730300e-01	 23.184082	 1.444846800e-01	 22.352066	 1.944018500e-01	 22.103150	 6.682013000e-02	 46.651516	 2.055975140e+18	 21.839266	 1.744415800e-01	
     109	  139	PRIOR  	P09 	39.96757840	-1.61339730	0.89484	3	          	 1.085700000e+00	 25.301113	 3.087831000e-01	 24.570112	 3.832589700e-01	 24.574844	 7.579496000e-01	 24.439852	 3.707741800e-01	 54.721603	 2.808438000e+21	 24.524317	 1.861166000e-01	
     110	  142	PRIOR  	P09 	39.97181560	-1.61349980	0.52606	3	 45.317990	 1.151162010e+18	 26.170052	 4.499729000e-01	 25.788206	 7.276925400e-01	 25.975756	 1.759789100e+00	 26.206610	 1.563420900e+00	 54.666880	 2.755463300e+21	 26.209194	 2.846163200e-01	
     111	  143	PRIOR  	P06 	39.95647660	-1.56679020	1.20735	1	 29.997055	 1.102377000e+00	 29.261187	 6.790733000e-01	 28.053446	 4.159642800e-01	 27.920631	 1.071653600e+00	 27.914873	 1.346311100e+00	 28.197573	 1.185850400e+00	 28.217337	 5.005410300e-01	
     112	  143	PRIOR  	P10 	39.96461520	-1.60880910	1.05987	3	 24.977793	 7.201274500e-02	 25.027802	 1.049980740e-01	 24.451872	 7.557272000e-02	 24.179829	 6.850725400e-01	 24.202381	 3.609371500e-01	 50.127193	 4.819207400e+19	 24.225280	 1.950717900e-01	
     113	  146	PRIOR  	P01 	39.99849820	-1.57182560	0.37943	3	          	 1.085700000e+00	 23.325108	 1.129820000e-01	 22.399282	 1.066118300e-01	 21.983183	 2.053760000e-01	 21.752457	 6.892485000e-02	          	 1.085700000e+00	 21.511631	 2.027012100e-01	
     114	  147	PRIOR  	P01 	40.01060200	-1.57251660	0.56600	1	          	 1.085700000e+00	 24.048792	 2.063154900e-01	 23.105070	 1.966656700e-01	 22.750837	 2.522915840e+09	 22.563353	 4.856523520e+08	          	 1.085700000e+00	 22.421806	 3.341775360e+09	
     115	  147	PRIOR  	P03 	39.98023780	-1.55912070	1.29635	2	 25.333242	 9.270813000e-02	 24.498200	 7.091797000e-02	 23.721989	 5.061421500e-02	 23.315329	 5.687710600e-01	 23.134798	 2.231272800e-01	 23.126766	 3.802924000e-01	 22.993654	 2.950606600e-01	
     116	  147	PRIOR  	P05 	39.98605610	-1.58477840	0.37141	3	 22.574400	 7.800000000e-03	 20.616500	 1.400000000e-03	 19.608700	 4.000000000e-04	 19.131900	 1.700000000e-03	 18.828700	 1.400000000e-03	 18.686000	 1.600000000e-03	 18.523700	 5.000000000e-04	
     117	  151	PRIOR  	P05 	39.99684840	-1.58452240	0.38400	3	 21.715038	 1.848401900e-02	 20.970898	 1.722981400e-02	 20.689602	 1.636196500e-02	 20.635350	 2.423930300e-01	 20.568447	 7.898466000e-02	 40.262383	 2.461745330e+16	 20.471449	 3.838275000e-01	
     118	  156	PRIOR  	P07 	39.98525550	-1.60138290	0.73399	3	 26.174814	 1.965558000e-01	 26.022255	 2.670134000e-01	 25.277626	 2.000406400e-01	 25.219732	 9.706815500e-01	 25.206060	 5.808913000e-01	          	 1.085700000e+00	 25.168198	 2.043361200e-01	
     119	  163	PRIOR  	P02 	39.99022390	-1.56897710	3.98262	2	 27.332964	 3.479431000e-01	 24.919460	 8.625390400e-02	 24.208544	 6.840833000e-02	 24.163195	 1.258624600e-01	 24.121140	 9.813890600e-02	 24.083557	 2.059851900e-01	 24.107723	 1.075221000e-01	
     120	  164	PRIOR  	P07 	39.98688840	-1.60099110	0.60258	3	 24.262304	 4.228064100e+10	 21.932590	 9.629883000e-02	 21.345490	 1.020642500e-01	 21.195993	 2.049146400e-01	 21.217470	 7.641885400e-02	 40.964554	 2.722137600e+16	 21.056732	 1.602092000e-01	
     121	  167	PRIOR  	P02 	39.99224640	-1.56931130	3.49150	3	 26.890959	 1.245934000e-01	 25.555742	 6.507530000e-02	 25.299430	 7.510879000e-02	 25.382940	 1.534570500e-01	 25.339890	 1.402666600e-01	 25.352148	 2.178665000e-01	 25.136288	 8.948544400e-02	
     122	  167	PRIOR  	P06 	39.95616390	-1.56402030	0.25030	3	 25.298210	 1.195519400e-01	 24.032719	 6.196227300e-02	 23.500330	 5.209289000e-02	 23.773367	 9.546510000e-01	 23.459099	 4.083185800e-01	 23.509184	 5.368590400e-01	 23.361870	 7.212165000e-01	
     123	  170	PRIOR  	P07 	39.98829450	-1.60055430	0.42273	3	 31.572063	 4.048920250e+12	 24.406136	 2.063673000e-01	 23.853197	 2.635543000e-01	 23.909986	 5.461475000e-01	 23.926292	 2.839784600e-01	 46.414920	 1.527508900e+18	 23.886060	 1.678055800e-01	
     124	  172	PRIOR  	P07 	39.98676490	-1.60006280	0.27000	1	 26.127890	 1.357865600e-01	 24.690838	 6.684056000e-02	 24.045465	 5.483353500e-02	 23.998442	 8.700287000e-01	 23.891272	 4.079913800e-01	          	 1.085700000e+00	 23.825836	 2.263002100e-01	
     125	  173	PRIOR  	P07 	39.99539530	-1.59761280	0.20643	3	 22.288815	 7.399396900e+09	 21.159319	 4.260146600e-02	 20.775436	 5.096397000e-02	 20.597464	 1.484917700e-01	 20.472393	 4.497126000e-02	          	 1.085700000e+00	 20.340897	 2.259772900e-01	
     126	  174	PRIOR  	P08 	39.94488070	-1.57899090	0.94827	3	 25.697468	 5.785983000e-02	 25.698630	 6.910840400e-02	 25.389717	 7.159784000e-02	 25.078327	 1.004232400e+00	 25.083714	 5.986129000e-01	 39.185670	 1.559556180e+15	 25.677828	 9.083372400e-01	
     127	  177	MUSELET	CORE	39.98504800	-1.57955900	5.24370	3	          	 0.000000000e+00	          	 0.000000000e+00	          	 0.000000000e+00	          	 0.000000000e+00	          	 0.000000000e+00	          	 0.000000000e+00	          	 0.000000000e+00	34.4
     128	  178	PRIOR  	P01 	40.00273040	-1.55913800	0.65174	3	 42.877970	 2.132713080e+17	 22.664717	 1.020549200e-01	 21.229467	 6.557711000e-02	 20.735716	 1.015592960e-01	 20.507835	 3.152012500e-02	 43.176617	 1.224310920e+17	 20.218622	 1.249540800e-01	
     129	  179	PRIOR  	P07 	39.98958870	-1.60042350	1.13140	1	          	 1.085700000e+00	 25.064013	 3.511056600e-01	 23.961992	 3.090504700e-01	 23.741253	 5.150994700e-01	 23.590084	 2.275338800e-01	 47.697384	 5.523791400e+18	 23.431274	 1.679095600e-01	
     130	  180	PRIOR  	P05 	39.99585930	-1.58585580	1.29639	3	 24.137703	 4.460885400e-02	 23.819023	 4.999145000e-02	 23.107998	 3.789470300e-02	 22.423346	 3.848561600e-01	 22.231500	 1.402551100e-01	 42.788540	 1.101847660e+17	 21.895590	 3.335519400e-01	
     131	  180	PRIOR  	P07 	39.99288390	-1.59766120	0.37788	3	 23.182293	 4.821877000e-02	 21.423698	 2.178926200e-02	 20.523306	 1.342634950e-02	 20.111206	 1.514639900e-01	 19.884120	 3.910190200e-02	 43.008034	 2.766375550e+17	 19.648575	 2.346657800e-01	
     132	  183	PRIOR  	P10 	39.95670220	-1.60728330	1.06552	3	 24.370075	 6.675087000e-02	 24.127386	 7.682287000e-02	 23.349077	 5.362408600e-02	 22.912294	 6.736136700e-01	 22.739616	 2.632196500e-01	 47.771065	 1.354876800e+19	 22.540775	 2.055621600e-01	
     133	  185	PRIOR  	P05 	39.99207510	-1.58558330	0.36700	3	 25.448202	 1.144258300e-01	 23.840942	 5.156728600e-02	 23.140167	 3.889954000e-02	 22.855446	 5.369976000e-01	 22.722738	 2.159183600e-01	 35.628014	 1.551965800e+14	 22.637972	 2.720198300e-01	
     134	  186	PRIOR  	P07 	39.99429110	-1.59879940	0.36958	3	 33.376070	 4.128082200e+13	 22.416285	 1.068591100e-01	 21.433294	 9.688435000e-02	 21.042688	 1.326481800e-01	 20.816746	 3.904061000e-02	 48.210373	 1.545152800e+19	 20.583900	 1.637093100e-01	
     135	  187	PRIOR  	P01 	40.00344110	-1.56087380	4.05859	2	          	 1.085700000e+00	 25.964285	 3.491342700e-01	 25.390260	 4.755061600e-01	 25.442620	 1.064308200e+00	 25.494690	 7.499323500e-01	          	 1.085700000e+00	 25.562534	 5.424879000e-01	
     136	  188	PRIOR  	P01 	40.00636010	-1.56104150	0.85100	1	 48.427498	 1.855528800e+19	 25.846972	 4.000726300e-01	 25.264172	 5.371403000e-01	 25.110651	 1.026041900e+00	 24.774100	 4.716488000e-01	 52.247948	 2.729909200e+20	 24.158380	 3.743404000e-01	
     137	  189	PRIOR  	P05 	39.99572080	-1.58649870	1.08508	3	 25.295044	 6.285120000e-02	 25.239960	 7.980119000e-02	 24.767218	 7.475003000e-02	 24.587242	 1.264733400e+00	 24.311121	 5.589565600e-01	 44.821780	 4.571484510e+17	 24.361113	 8.110938000e-01	
     138	  189	PRIOR  	P07 	39.98054670	-1.60020330	0.60600	1	 32.853786	 1.703382300e+01	 24.809628	 5.416626500e-02	 23.887035	 3.530516500e-02	 23.907818	 6.001249600e-01	 23.972347	 3.219854800e-01	          	 1.085700000e+00	 24.031893	 1.699621500e-01	
     139	  191	PRIOR  	P10 	39.96618790	-1.60379720	0.42261	3	 21.229900	 2.100000000e-03	 20.108900	 8.000000000e-04	 19.406100	 3.000000000e-04	 19.039200	 2.300000000e-03	 18.840400	 1.700000000e-03	-99.000000	 0.000000000e+00	 18.534400	 6.000000000e-04	
     140	  194	PRIOR  	P01 	40.01052710	-1.56349760	4.12307	2	          	 1.085700000e+00	 27.207705	 7.143776400e-01	 26.637661	 9.728825000e-01	 27.552890	 4.048988300e+00	 27.427204	 2.688457700e+00	 62.816666	 2.589845600e+24	 27.154324	 1.354622000e+00	
     141	  194	PRIOR  	P05 	40.00149280	-1.58709590	3.98632	2	          	 1.085700000e+00	 26.748055	 3.519843500e-01	 25.928804	 3.915863600e-01	 26.046167	 1.374857300e+00	 26.303963	 1.219197500e+00	          	 1.085700000e+00	 26.062794	 6.254962000e-01	
     142	  196	PRIOR  	P07 	39.99087170	-1.60003950	1.19545	3	          	 1.085700000e+00	 25.491196	 3.849330500e-01	 24.760970	 4.519462000e-01	 24.345400	 6.741374000e-01	 24.165165	 3.176642000e-01	          	 1.085700000e+00	 23.993568	 3.904322000e-01	
     143	  197	PRIOR  	P10 	39.96156640	-1.60746110	3.13886	2	 27.252090	 1.424182200e-01	 26.591646	 1.127509550e-01	 26.578526	 1.440654700e-01	 26.504396	 2.529111400e+00	 26.818615	 2.349711700e+00	 48.969430	 1.174717500e+19	 26.585865	 4.503331200e-01	
     144	  198	PRIOR  	P01 	40.01605210	-1.56372460	0.55256	3	          	 1.085700000e+00	 23.112534	 1.306142800e-01	 22.657510	 1.751678700e-01	 24.047148	 4.111924400e+10	 24.183138	 2.769577980e+10	          	 1.085700000e+00	 24.207040	 3.972967600e+10	
     145	  198	PRIOR  	P07 	39.97940430	-1.59964650	0.52706	3	 25.434100	 1.530000000e-02	 25.033700	 1.160000000e-02	 24.688400	 5.500000000e-03	 24.583700	 8.350000000e-02	 24.746400	 7.630000000e-02	-99.000000	 0.000000000e+00	 24.666900	 2.270000000e-02	
     146	  202	PRIOR  	P07 	39.97757960	-1.59946740	0.38999	1	 25.687540	 1.355599300e-01	 24.104020	 6.237163800e-02	 23.349106	 4.441258300e-02	 23.040218	 9.143437400e-02	 22.940495	 6.099431200e-02	 22.898088	 1.748629800e-01	 22.796627	 7.903056000e-02	
     147	  202	PRIOR  	P10 	39.95752820	-1.60506120	0.38126	3	 21.455612	 1.659791000e-02	 20.491209	 1.341504900e-02	 20.068064	 1.070765200e-02	 19.913150	 1.512730400e-01	 19.786274	 4.196007000e-02	          	 1.085700000e+00	 19.613503	 9.562807500e-02	
     148	  203	PRIOR  	P07 	39.98705330	-1.60009320	0.73385	3	 25.732368	 1.044154840e-01	 25.326012	 1.028684200e-01	 24.648132	 8.484551000e-02	 24.587143	 1.361126200e+00	 24.607126	 7.809270600e-01	          	 1.085700000e+00	 24.746975	 3.546818000e-01	
     149	  204	PRIOR  	P07 	39.97915740	-1.59962440	0.02815	3	 22.562773	 2.664727200e-02	 22.243090	 3.226496700e-02	 22.077118	 3.280276800e-02	 21.725407	 9.298234200e+08	 21.703800	 2.812103680e+08	 30.477962	 5.179334200e+12	 22.065678	 2.067911600e-01	
     150	  205	PRIOR  	P03 	39.99335830	-1.56107050	6.56225	2	 25.149761	 9.642943000e-02	 23.685734	 4.788094000e-02	 22.900093	 3.638606000e-02	 22.671196	 3.484479000e-01	 22.503958	 1.304505800e-01	 22.437847	 2.257798300e-01	 22.381311	 3.274832000e-01	
     151	  206	PRIOR  	P01 	40.00289505	-1.56414118	1.60500	1	          	                	 24.131110	 9.952796000e-03	 23.475702	 9.053620500e-03	 22.940174	 4.101263000e-03	 22.723417	 3.480615300e-03	          	                	 22.394373	 3.339131400e-03	
     152	  206	PRIOR  	P07 	39.97866360	-1.59969430	0.36827	1	 26.478218	 1.271307000e-01	 25.292686	 7.365518000e-02	 24.557468	 5.557934600e-02	 24.223774	 7.773628000e-01	 24.112734	 3.870563800e-01	 33.713184	 1.404244490e+13	 24.027105	 1.608579200e-01	
     153	  206	PRIOR  	P08 	39.95150660	-1.57646600	1.19549	3	 23.184570	 3.870066600e-02	 23.043243	 4.658799200e-02	 22.289663	 3.252877700e-02	 21.813168	 5.364375600e-02	 21.712372	 3.060191300e-02	 21.542645	 1.119391550e-01	 21.472792	 6.721645000e-02	
     154	  207	PRIOR  	P08 	39.94559870	-1.57834030	0.35200	1	 26.609526	 2.065290700e-01	 25.144330	 8.815188000e-02	 24.284582	 6.147240000e-02	 24.014261	 8.694268500e-01	 23.833015	 3.986348200e-01	          	 1.085700000e+00	 23.747540	 6.184700000e-01	
     155	  212	PRIOR  	P01 	40.00267350	-1.56447960	0.37986	3	 37.109770	 3.490639910e+15	 20.589956	 8.571057000e-02	 19.980371	 9.076605000e-02	 19.674477	 1.451953600e-01	 19.491802	 3.484550500e-02	          	 1.085700000e+00	 19.267130	 2.222995500e-01	
     156	  213	PRIOR  	P07 	39.98252700	-1.59942540	0.37444	3	 25.950651	 1.137199900e-01	 25.037714	 8.085906000e-02	 24.634888	 7.638150500e-02	 24.721127	 1.142502900e+00	 24.599098	 7.125720000e-01	 24.499054	 1.593738100e+00	 24.491684	 2.657092500e-01	
     157	  214	PRIOR  	P03 	39.97702400	-1.55856970	0.36600	1	 24.587936	 7.158946000e-02	 23.261074	 4.036309600e-02	 22.544922	 2.859573400e-02	 22.284980	 8.054666000e-02	 22.141897	 5.117537500e-02	 22.064530	 1.272650700e-01	 21.988848	 7.925184000e-02	
     158	  215	PRIOR  	P08 	39.94822170	-1.57828790	3.42937	3	 26.997166	 1.570926600e-01	 25.542147	 6.661310000e-02	 25.769386	 1.006680100e-01	 25.908907	 1.954588000e+00	 25.847078	 1.249215500e+00	 37.605236	 3.976072690e+14	 25.821991	 9.856537000e-01	
     159	  216	PRIOR  	P04 	39.95744380	-1.54924150	0.37914	2	          	 1.085700000e+00	 21.932558	 7.377524000e-02	 21.083567	 7.135650500e-02	 20.745903	 1.431405800e-01	 20.555430	 4.238625200e-02	          	 1.085700000e+00	 20.337970	 1.955235900e-01	
     160	  221	PRIOR  	P06 	39.95344000	-1.56453410	0.54798	3	 26.742702	 1.659662100e-01	 25.448336	 7.951240000e-02	 24.538750	 5.356963400e-02	 24.445255	 8.820389000e-01	 24.286392	 4.087068700e-01	 26.722742	 1.540071260e+11	 24.040255	 5.291377000e-01	
     161	  221	PRIOR  	P07 	39.97732730	-1.59960350	0.80425	3	 25.652067	 8.363570000e-02	 25.270428	 8.501983000e-02	 24.523222	 6.366930000e-02	 24.433447	 1.587728000e-01	 24.473513	 1.543957000e-01	 24.527530	 2.957467000e-01	 24.388520	 1.074332100e-01	
     162	  223	PRIOR  	P10 	39.95475540	-1.60650000	1.59200	1	 24.371714	 3.396893700e-02	 23.994127	 3.575355000e-02	 23.852442	 3.864996000e-02	 23.806444	 5.481239000e-01	 23.553050	 2.122790200e-01	 51.432384	 1.951613800e+20	 23.215778	 1.463279600e-01	
     163	  226	PRIOR  	P01 	40.01725160	-1.56448130	0.64997	3	 62.633167	 8.411647000e+24	 24.737034	 1.864250500e-01	 24.274960	 2.662618500e-01	 34.815140	 6.021962700e+13	 35.129190	 1.700646660e+14	 62.756650	 4.109362700e+24	 34.015263	 2.081351220e+13	
     164	  226	PRIOR  	P05 	39.99512960	-1.58633250	4.35314	1	 32.031986	 4.312957000e+00	 28.874495	 4.114820000e-01	 28.138845	 3.648204000e-01	 28.143894	 7.072823000e+00	          	 1.085700000e+00	          	 1.085700000e+00	 28.580017	 2.158944800e+00	
