#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-08-28T05:30:13 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-08-28T05:30:13	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/A%2BA/587/A160/tablea2&-out.all=1&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_35870160
#Name: J/A+A/587/A160
#Title: 3.6um S4G Galactic bars characterization (Diaz-Garcia+, 2016)
#INFO	ivoid=ivo://cds.vizier/j/a+a/587/a160	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/587/a160	    IVOID of underlying data collection
#INFO	creator=Diaz-Garcia S.	    First author or institution
#INFO	cites=bibcode:2016A&A...587A.160D	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2016	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/587/A160	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.35870160	    Dataset identifier that can be used for citation
#INFO	publication_date=2018-01-08	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_A_A_587_A160_tablea2:
#Name: J/A+A/587/A160/tablea2
#Title: Bar maximum gravitational torques and radii
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	Galaxy	(a10)	Galaxy identification	[ucd=meta.id;meta.main]
#Column	Qb	(F6.3)	Bar maximum gravitational torque	[ucd=src.morph.param]
#Column	e_Qb1	(F8.3)	[]? Uncertainty on the bar maximum gravitational torque associated with a thicker disk in de Grijs/Speltincx relation	[ucd=stat.error]
#Column	e_Qb2	(F6.3)	? Uncertainty on the bar maximum gravitational torque associated with a thinner disk in de Grijs/Speltincx relation	[ucd=stat.error]
#Column	RQb	(F7.3)	Bar maximum gravitational torque radius	[ucd=phys.angSize;stat.max]
#Column	e_RQb1	(F8.3)	[]? Uncertainty on the bar maximum gravitational torque radius associated with a thicker disk in de Grijs/Speltincx relation	[ucd=stat.error]
#Column	e_RQb2	(F6.3)	[]? Uncertainty on the bar maximum gravitational torque radius associated with a thinner disk in de Grijs/Speltincx relation	[ucd=stat.error]
#Column	Qbhcor	(F8.3)	? Bar maximum gravitational torque correcting for the dilution of the dark halo	[ucd=src.morph.param]
#Column	RQbhcor	(F8.3)	? Bar maximum gravitational torque radius correcting for the dilution of the dark halo	[ucd=phys.angSize;stat.max]
#Column	Qbbar	(F8.3)	? Bar-only maximum gravitational torque	[ucd=src.morph.param]
#Column	RQbbar	(F8.3)	? Bar-only maximum gravitational torque radius	[ucd=phys.angSize;stat.max]
#Column	Qbbarhcor	(F8.3)	? Bar-only maximum gravitational torque correcting also for the dilution of the dark halo	[ucd=src.morph.param]
#Column	RQbbarhcor	(F8.3)	? Bar-only maximum gravitational torque radius correcting also for the dilution of the dark halo	[ucd=phys.angSize;stat.max]
#Column	QbS08	(F8.3)	? Bar maximum gravitational torque using the relation from Speltincx et al. (2008MNRAS.383..317S) for the disk thickness estimation	[ucd=src.morph.param]
#Column	e_QbS081	(F8.3)	[]? Uncertainty on the bar maximum gravitational torque associated with a thicker disk in the relation from Speltincx et al. (2008MNRAS.383..317S)	[ucd=stat.error]
#Column	e_QbS082	(F8.3)	? Uncertainty on the bar maximum gravitational torque associated with a thinner disk in the relation from Speltincx et al. (2008MNRAS.383..317S)	[ucd=stat.error]
#Column	QTrbar	(F8.3)	? Radial force profile evaluated at the end of the bar	[ucd=src.morph.param]
#Column	e_QTrbar1	(F8.3)	[]? Uncertainty on the evaluation of the radial force profile at the end of the bar associated with a thicker disk in de Grijs/Speltincx relation	[ucd=stat.error]
#Column	e_QTrbar2	(F8.3)	? Uncertainty on the evaluation of the radial force profile at the end of the bar associated with a thinner disk in de Grijs/Speltincx relation	[ucd=stat.error]
#Column	QThcorrbar	(F8.3)	? Halo-corrected radial force profile evaluated at the end of the bar	[ucd=src.morph.param]
recno	Galaxy	Qb	e_Qb1	e_Qb2	RQb	e_RQb1	e_RQb2	Qbhcor	RQbhcor	Qbbar	RQbbar	Qbbarhcor	RQbbarhcor	QbS08	e_QbS081	e_QbS082	QTrbar	e_QTrbar1	e_QTrbar2	QThcorrbar
     422	NGC5985   	 0.089	  -0.025	 0.015	 11.250	   0.000	 0.000	   0.083	  11.250	   0.065	   9.750	   0.061	   9.750	   0.076	  -0.026	   0.031	   0.083	  -0.019	   0.013	   0.076
     423	NGC6012   	 0.780	  -0.085	 0.062	 20.250	  -1.500	 0.000	   0.674	  18.750	   0.770	  20.250	   0.665	  18.750	   0.746	  -0.105	   0.126	   0.337	  -0.024	   0.013	   0.226
     424	NGC6014   	 0.160	  -0.029	 0.005	 12.750	   0.000	 0.000	        	        	   0.109	   9.750	        	        	   0.162	  -0.016	   0.016	   0.160	  -0.030	   0.005	
     425	NGC6140   	 0.632	  -0.051	 0.025	  3.750	   0.000	 0.000	   0.549	   3.750	   0.623	   3.750	   0.542	   3.750	   0.616	  -0.060	   0.059	   0.257	  -0.028	   0.014	   0.157
     426	NGC6155   	 0.196	  -0.019	 0.009	  2.250	   0.000	 0.000	   0.194	   2.250	   0.199	   2.250	   0.197	   2.250	   0.163	  -0.022	   0.023	   0.081	  -0.009	   0.007	   0.078
     427	NGC6217   	 0.512	  -0.064	 0.042	 33.750	   0.000	 0.000	   0.397	  33.750	   0.366	  29.250	   0.296	  29.250	   0.435	  -0.075	   0.086	   0.520	  -0.080	   0.053	   0.395
     428	NGC6267   	 0.602	  -0.084	 0.055	 15.750	   0.000	 0.000	   0.504	  15.750	   0.427	  14.250	   0.369	  12.750	   0.543	  -0.109	   0.114	   0.571	  -0.089	   0.059	   0.468
     429	NGC6339   	 0.987	  -0.115	 0.068	 11.250	  -1.500	 0.000	   0.921	   9.750	   0.976	  11.250	   0.911	   9.750	   1.032	  -0.145	   0.180	   0.700	  -0.077	   0.037	   0.589
     430	NGC6412   	 0.262	  -0.016	 0.008	  2.250	   0.000	 0.000	   0.258	   2.250	   0.256	   2.250	   0.251	   2.250	   0.245	  -0.017	   0.019	   0.152	  -0.015	   0.007	   0.136
     431	NGC6434   	 0.258	  -0.057	 0.001	 17.250	   0.000	 0.000	   0.220	  12.750	   0.196	  11.250	   0.177	  11.250	   0.251	  -0.043	   0.036	   0.252	  -0.032	   0.018	   0.216
     432	NGC6889   	 0.304	  -0.031	 0.018	  3.750	   0.000	 0.000	   0.297	   3.750	   0.300	   3.750	   0.293	   3.750	   0.292	  -0.032	   0.037	   0.167	  -0.020	   0.014	   0.158
     433	NGC6902   	 0.045	  -0.024	 0.003	 18.750	  -3.000	-1.500	   0.043	  18.750	   0.031	  15.750	   0.030	  15.750	   0.055	  -0.014	   0.018	   0.045	  -0.028	   0.003	   0.043
     434	NGC6923   	 0.108	  -0.018	 0.012	 11.250	   1.500	 0.000	   0.104	  11.250	   0.070	   9.750	   0.068	   9.750	   0.095	  -0.024	   0.025	   0.108	  -0.018	   0.012	   0.104
     435	NGC7051   	 0.272	  -0.026	 0.018	  8.250	   0.000	 0.000	   0.243	   8.250	   0.241	   8.250	   0.216	   6.750	   0.247	  -0.030	   0.036	   0.209	  -0.014	   0.009	   0.177
     436	NGC7070   	 0.321	  -0.029	 0.014	  3.750	   0.000	 0.000	   0.299	   3.750	   0.327	   3.750	   0.304	   3.750	   0.294	  -0.032	   0.034	   0.119	  -0.024	   0.012	   0.088
     437	NGC7079   	 0.079	  -0.033	 0.003	 17.250	   0.000	 0.000	   0.066	  15.750	   0.067	  15.750	   0.057	  15.750	   0.072	  -0.016	   0.014	   0.067	  -0.023	   0.003	   0.051
     438	NGC7091   	 0.663	  -0.052	 0.026	  3.750	   0.000	 0.000	   0.593	   3.750	   0.640	   3.750	   0.573	   3.750	   0.671	  -0.061	   0.062	   0.303	  -0.019	   0.008	   0.156
     439	NGC7098   	 0.154	  -0.060	 0.008	 45.750	   1.500	 0.000	   0.119	  44.250	   0.121	  44.250	   0.095	  42.750	   0.158	  -0.029	   0.027	   0.142	  -0.049	   0.007	   0.103
     440	NGC7107   	 0.580	  -0.061	 0.020	  3.750	  -1.500	 0.000	   0.571	   2.250	   0.576	   2.250	   0.567	   2.250	   0.552	  -0.037	   0.041	   0.227	  -0.020	   0.009	   0.185
     441	NGC7140   	 0.399	  -0.045	 0.027	 51.750	   0.000	 0.000	   0.278	  50.250	   0.241	  41.250	   0.182	  41.250	   0.393	  -0.062	   0.053	   0.398	  -0.045	   0.027	   0.277
     442	NGC7154   	 0.603	  -0.056	 0.024	 17.250	   1.500	 4.500	   0.514	  17.250	   0.454	  15.750	   0.395	  15.750	   0.544	  -0.068	   0.073	   0.609	  -0.063	   0.028	   0.498
     443	NGC7162A  	 1.003	  -0.091	 0.044	  9.750	  -1.500	 1.500	   0.864	   6.750	   0.933	   6.750	   0.814	   6.750	   0.940	  -0.100	   0.109	   0.625	  -0.065	   0.030	   0.446
     444	NGC7163   	 0.141	  -0.052	 0.008	 27.750	   0.000	 0.000	   0.116	  26.250	   0.115	  24.750	   0.096	  24.750	   0.148	  -0.026	   0.024	   0.128	  -0.044	   0.006	   0.100
     445	NGC7171   	 0.184	  -0.022	 0.014	 17.250	   0.000	 0.000	   0.147	  17.250	   0.083	  14.250	   0.070	  14.250	   0.171	  -0.031	   0.029	   0.183	  -0.022	   0.014	   0.147
     446	NGC7179   	 0.286	  -0.085	 0.014	 24.750	   0.000	 0.000	   0.200	  24.750	   0.248	  24.750	   0.175	  23.250	   0.262	  -0.044	   0.043	   0.232	  -0.056	   0.008	   0.152
     447	NGC7188   	 0.391	  -0.028	 0.025	  8.250	  -4.500	 0.000	   0.359	   3.750	   0.399	   8.250	   0.362	   3.750	   0.414	  -0.046	   0.050	   0.109	  -0.024	   0.017	   0.078
     448	NGC7218   	 0.747	  -0.058	 0.032	  6.750	  -1.500	 0.000	   0.726	   5.250	   0.702	   5.250	   0.687	   5.250	   0.657	  -0.051	   0.060	   0.649	  -0.063	   0.031	   0.579
     449	NGC7219   	 0.177	  -0.080	 0.012	 11.250	   1.500	 0.000	   0.169	  11.250	   0.151	  11.250	   0.144	  11.250	   0.210	  -0.035	   0.028	   0.160	  -0.062	   0.008	   0.149
     450	NGC7254   	 0.306	  -0.022	 0.014	  5.250	   0.000	 0.000	        	        	   0.292	   3.750	        	        	   0.279	  -0.027	   0.030	   0.222	  -0.017	   0.010	
     451	NGC7280   	 0.057	  -0.034	 0.002	 11.250	   4.500	 0.000	   0.055	  11.250	   0.050	   9.750	   0.049	   9.750	   0.054	  -0.015	   0.014	   0.052	  -0.023	   0.003	   0.049
     452	NGC7371   	 0.086	  -0.016	 0.009	  8.250	   0.000	 0.000	   0.080	   6.750	   0.076	   6.750	   0.071	   6.750	   0.081	  -0.018	   0.018	   0.074	  -0.010	   0.006	   0.066
     453	NGC7412   	 0.341	  -0.046	 0.031	 32.250	   0.000	 0.000	   0.252	  32.250	   0.280	  32.250	   0.207	  32.250	   0.311	  -0.058	   0.063	   0.324	  -0.037	   0.028	   0.236
     454	NGC7418   	 0.289	  -0.054	 0.028	 23.250	   0.000	 0.000	   0.263	  23.250	   0.312	  23.250	   0.284	  23.250	   0.241	  -0.055	   0.065	   0.238	  -0.050	   0.026	   0.210
     455	NGC7421   	 0.340	  -0.048	 0.031	 14.250	   0.000	 0.000	   0.316	  14.250	   0.321	  14.250	   0.298	  14.250	   0.288	  -0.061	   0.065	   0.222	  -0.028	   0.017	   0.196
     456	NGC7424   	 0.547	  -0.041	 0.023	  6.750	   0.000	 1.500	   0.524	   6.750	   0.540	   6.750	   0.518	   6.750	   0.574	  -0.053	   0.061	   0.216	  -0.029	   0.015	   0.171
     457	NGC7437   	 0.094	        	 0.030	  3.750	        	 0.000	   0.089	   3.750	   0.089	   3.750	   0.084	   3.750	   0.093	        	   0.040	   0.103	  -0.024	   0.012	   0.093
     458	NGC7479   	 0.577	  -0.080	 0.053	 44.250	   0.000	 0.000	   0.493	  42.750	   0.500	  36.750	   0.453	  32.250	   0.541	  -0.100	   0.109	   0.529	  -0.069	   0.044	   0.436
     459	NGC7496   	 0.556	  -0.072	 0.047	 36.750	   0.000	 0.000	   0.232	  24.750	   0.390	  27.750	   0.204	  21.750	   0.515	  -0.088	   0.096	   0.536	  -0.067	   0.044	   0.196
     460	NGC7513   	 0.628	  -0.198	 0.039	 26.250	  -1.500	 0.000	   0.538	  24.750	   0.597	  26.250	   0.515	  23.250	   0.573	  -0.098	   0.119	   0.387	  -0.110	   0.018	   0.295
     461	NGC7531   	 0.193	  -0.064	 0.010	 27.750	   0.000	 0.000	   0.163	  27.750	   0.137	  23.250	   0.119	  23.250	   0.192	  -0.032	   0.028	   0.171	  -0.049	   0.007	   0.139
     462	NGC7552   	 0.358	  -0.067	 0.083	 33.750	   0.000	 0.000	   0.288	  33.750	   0.349	  33.750	   0.280	  33.750	   0.358	  -0.067	   0.083	   0.250	  -0.037	   0.036	   0.148
     463	NGC7582   	 0.413	  -0.173	 0.033	 63.750	  -6.000	 0.000	        	        	   0.405	  57.750	        	        	   0.395	  -0.090	   0.104	   0.160	  -0.040	   0.004	
     464	NGC7661   	 0.308	        	 0.015	 12.750	        	 0.000	        	        	        	        	        	        	        	        	        	   0.259	  -0.029	   0.013	   0.144
     465	NGC7689   	 0.177	  -0.021	 0.010	  5.250	   0.000	 0.000	   0.171	   5.250	   0.158	   5.250	   0.152	   5.250	   0.146	  -0.007	   0.024	   0.173	  -0.026	   0.013	   0.163
     466	NGC7723   	 0.287	  -0.048	 0.030	 17.250	   0.000	 0.000	   0.266	  15.750	   0.247	  15.750	   0.229	  15.750	   0.248	  -0.059	   0.065	   0.212	  -0.025	   0.015	   0.190
     467	NGC7724   	 0.307	  -0.062	 0.010	  8.250	   0.000	 0.000	   0.270	   8.250	   0.252	   8.250	   0.221	   8.250	   0.304	  -0.032	   0.031	   0.235	  -0.052	   0.008	   0.192
     468	NGC7731   	 0.171	  -0.031	 0.006	  8.250	   0.000	 1.500	        	        	   0.135	   8.250	        	        	   0.187	  -0.020	   0.020	   0.171	  -0.034	   0.007	
     469	NGC7741   	 0.634	  -0.068	 0.031	 29.250	   0.000	 0.000	   0.507	  29.250	   0.596	  29.250	   0.477	  29.250	   0.611	  -0.080	   0.074	   0.484	  -0.075	   0.036	   0.322
     470	NGC7743   	 0.184	  -0.056	 0.008	 38.250	   1.500	 0.000	        	        	   0.141	  33.750	        	        	   0.185	  -0.027	   0.024	   0.176	  -0.050	   0.007	
     471	NGC7750   	 0.355	  -0.017	 0.011	  2.250	   0.000	 0.000	   0.351	   2.250	   0.353	   2.250	   0.348	   2.250	   0.344	  -0.022	   0.023	   0.204	  -0.022	   0.014	   0.182
     472	NGC7755   	 0.401	  -0.054	 0.034	 38.250	  -1.500	 0.000	   0.336	  35.250	   0.297	  33.750	   0.259	  30.750	   0.402	  -0.074	   0.066	   0.388	  -0.051	   0.032	   0.316
     473	NGC7757   	 0.205	  -0.016	 0.008	  9.750	   0.000	 0.000	   0.203	   9.750	   0.174	   8.250	   0.172	   8.250	   0.209	  -0.019	   0.020	   0.258	  -0.020	   0.009	   0.253
     474	NGC7798   	 0.105	  -0.016	 0.010	  6.750	   1.500	 0.000	        	        	   0.112	   8.250	        	        	   0.085	  -0.020	   0.021	   0.097	  -0.009	   0.006	
     475	PGC002492 	 0.246	  -0.024	 0.012	  6.750	   0.000	 0.000	   0.158	   6.750	   0.233	   6.750	   0.149	   6.750	   0.240	  -0.029	   0.028	   0.119	  -0.013	   0.006	   0.056
     476	PGC003853 	 0.455	  -0.039	 0.020	 12.750	  -1.500	 0.000	   0.379	  11.250	   0.433	  11.250	   0.361	  11.250	   0.445	  -0.045	   0.050	   0.235	  -0.022	   0.010	   0.139
     477	PGC006244 	 0.461	  -0.034	 0.016	  5.250	   0.000	 0.000	   0.234	   5.250	        	        	        	        	   0.434	  -0.042	   0.040	        	        	        	
     478	PGC006626 	 0.359	  -0.026	 0.013	  8.250	   0.000	 0.000	   0.285	   6.750	   0.326	   8.250	   0.260	   6.750	   0.360	  -0.031	   0.033	   0.277	  -0.024	   0.011	   0.155
     479	PGC006667 	 0.486	  -0.027	 0.014	  2.250	   0.000	 0.000	   0.429	   2.250	   0.471	   2.250	   0.415	   2.250	   0.488	  -0.032	   0.033	   0.384	  -0.040	   0.019	   0.191
     480	PGC011248 	 0.739	  -0.063	 0.035	  9.750	  -1.500	 0.000	   0.675	   6.750	   0.719	   8.250	   0.662	   5.250	   0.744	  -0.074	   0.081	   0.438	  -0.038	   0.016	   0.298
     481	PGC011677 	 0.503	  -0.044	 0.022	  8.250	   0.000	 0.000	   0.240	   6.750	        	        	        	        	   0.502	  -0.052	   0.054	        	        	        	
     482	PGC012068 	 0.668	  -0.047	 0.023	  5.250	   0.000	 0.000	   0.463	   3.750	   0.658	   5.250	   0.457	   3.750	   0.616	  -0.053	   0.055	   0.372	  -0.036	   0.015	   0.095
     483	PGC012633 	 0.189	  -0.016	 0.011	 15.750	   0.000	 0.000	   0.064	   5.250	   0.103	   9.750	   0.056	   5.250	   0.184	  -0.021	   0.023	   0.180	  -0.015	   0.010	   0.046
     484	PGC012664 	 0.637	  -0.057	 0.028	  3.750	   0.000	 0.000	   0.566	   2.250	   0.608	   3.750	   0.549	   2.250	   0.643	  -0.067	   0.066	   0.360	  -0.042	   0.020	   0.248
     485	PGC013684 	 0.420	  -0.037	 0.018	  6.750	   0.000	 0.000	   0.318	   2.250	   0.413	   6.750	   0.317	   2.250	   0.446	  -0.044	   0.037	   0.259	  -0.030	   0.014	   0.111
     486	PGC014037 	 0.169	  -0.020	 0.010	  8.250	   0.000	 0.000	   0.091	   6.750	   0.173	   9.750	   0.092	   6.750	   0.149	  -0.017	   0.024	   0.086	  -0.013	   0.006	   0.037
     487	PGC015214 	 0.445	  -0.044	 0.023	  5.250	   0.000	 0.000	   0.437	   5.250	        	        	        	        	   0.429	  -0.049	   0.055	        	        	        	
     488	PGC015869 	 0.368	  -0.038	 0.019	  3.750	   0.000	 0.000	   0.305	   3.750	   0.294	   2.250	   0.257	   2.250	   0.398	  -0.046	   0.041	   0.290	  -0.037	   0.019	   0.224
     489	PGC016090 	 0.392	  -0.034	 0.017	  9.750	   0.000	 0.000	   0.211	   3.750	   0.225	   3.750	   0.149	   3.750	   0.389	  -0.040	   0.041	   0.354	  -0.035	   0.016	   0.119
     490	PGC016784 	 0.621	  -0.049	 0.024	 11.250	  -1.500	 0.000	        	        	   0.572	   9.750	        	        	   0.599	  -0.055	   0.058	   0.407	  -0.033	   0.014	
     491	PGC027616 	 0.379	  -0.021	 0.010	  3.750	   0.000	 0.000	   0.311	   2.250	   0.366	   3.750	   0.305	   2.250	   0.385	  -0.025	   0.023	   0.218	  -0.013	   0.005	   0.091
     492	PGC027833 	 0.266	  -0.023	 0.012	  3.750	   0.000	 0.000	   0.260	   3.750	   0.235	   3.750	   0.229	   3.750	   0.263	  -0.026	   0.028	   0.210	  -0.019	   0.009	   0.199
     493	PGC028380 	 0.547	  -0.034	 0.016	  2.250	   0.000	 0.000	   0.479	   2.250	   0.537	   2.250	   0.470	   2.250	   0.515	  -0.041	   0.040	   0.337	  -0.039	   0.017	   0.188
     494	PGC031979 	 0.177	  -0.015	 0.008	  5.250	  -1.500	 0.000	   0.148	   2.250	   0.186	   5.250	   0.153	   3.750	   0.181	  -0.019	   0.020	   0.073	  -0.016	   0.008	   0.036
     495	PGC036217 	 0.442	  -0.048	 0.023	  5.250	   0.000	 0.000	   0.417	   5.250	   0.422	   5.250	   0.398	   5.250	   0.450	  -0.057	   0.054	   0.269	  -0.040	   0.019	   0.241
     496	PGC038250 	 0.295	  -0.031	 0.012	  9.750	   0.000	 0.000	   0.221	   9.750	   0.230	   8.250	   0.229	   2.250	   0.300	  -0.036	   0.036	   0.282	  -0.027	   0.014	   0.194
     497	PGC043020 	 0.309	  -0.040	 0.021	 15.750	   0.000	 0.000	   0.240	  15.750	   0.286	  15.750	   0.222	  15.750	   0.292	  -0.045	   0.050	   0.213	  -0.022	   0.010	   0.137
     498	PGC043345 	 0.501	  -0.034	 0.017	  2.250	   0.000	 0.000	   0.471	   2.250	   0.482	   2.250	   0.452	   2.250	   0.487	  -0.040	   0.039	   0.342	  -0.040	   0.018	   0.263
     499	PGC043458 	 0.199	  -0.017	 0.010	  3.750	   0.000	 0.000	   0.185	   3.750	   0.189	   3.750	   0.176	   3.750	   0.193	  -0.019	   0.023	   0.126	   0.000	   0.001	   0.102
     500	PGC044906 	 0.544	  -0.051	 0.048	 21.750	  -4.500	 0.000	        	        	   0.541	  15.750	        	        	   0.534	  -0.025	   0.058	   0.435	  -0.046	   0.034	   0.102
     501	PGC048087 	 0.176	  -0.031	 0.010	  3.750	   0.000	 0.000	   0.158	   3.750	   0.147	   3.750	   0.132	   3.750	   0.181	  -0.035	   0.008	   0.154	  -0.039	   0.012	   0.130
     502	PGC048179 	 0.522	  -0.038	 0.019	 14.250	  -4.500	 0.000	   0.498	   9.750	   0.490	   9.750	   0.468	   9.750	   0.488	  -0.043	   0.040	   0.410	  -0.050	   0.022	   0.359
     503	PGC051523 	 0.631	  -0.042	 0.017	  6.750	   0.000	 0.000	   0.503	   5.250	   0.615	   6.750	   0.493	   5.250	   0.560	  -0.057	   0.054	   0.270	  -0.015	   0.006	   0.161
     504	PGC053093 	 0.417	  -0.078	 0.013	  3.750	  -1.500	 0.000	   0.394	   3.750	   0.400	   3.750	   0.377	   3.750	   0.398	  -0.040	   0.041	   0.230	  -0.051	   0.008	   0.199
     505	PGC053134 	 0.730	  -0.056	 0.017	  3.750	   0.000	 0.000	   0.692	   3.750	   0.713	   3.750	   0.676	   3.750	   0.812	  -0.074	   0.086	   0.449	  -0.032	   0.015	   0.317
     506	PGC053779 	 0.309	  -0.017	 0.008	  3.750	   0.000	 0.000	   0.294	   3.750	   0.253	   3.750	   0.240	   2.250	   0.322	  -0.018	   0.014	   0.286	  -0.018	   0.008	   0.261
     507	PGC054944 	 0.487	  -0.048	 0.021	  9.750	   0.000	 0.000	   0.451	   9.750	   0.448	   9.750	   0.414	   9.750	   0.406	  -0.054	   0.058	   0.324	  -0.032	   0.015	   0.290
     508	PGC066242 	 0.314	  -0.023	 0.010	  3.750	   0.000	 1.500	   0.272	   3.750	   0.305	   3.750	   0.264	   3.750	   0.287	  -0.028	   0.027	   0.171	  -0.017	   0.008	   0.110
     509	PGC067871 	 0.689	  -0.061	 0.031	  5.250	  -1.500	 0.000	   0.578	   3.750	   0.689	   5.250	   0.578	   3.750	   0.766	  -0.075	   0.066	   0.235	  -0.036	   0.017	   0.101
     510	PGC069448 	 0.351	  -0.048	 0.033	 14.250	   0.000	 0.000	   0.275	  14.250	   0.216	   8.250	   0.191	   8.250	   0.354	  -0.064	   0.070	   0.330	  -0.039	   0.026	   0.266
     511	PGC072252 	 0.281	  -0.022	 0.010	  3.750	   0.000	 0.000	   0.257	   3.750	   0.270	   2.250	   0.254	   2.250	   0.288	  -0.025	   0.026	   0.305	  -0.025	   0.012	   0.221
     512	UGC00099  	 0.385	  -0.036	 0.019	  5.250	   0.000	 0.000	   0.292	   5.250	   0.359	   5.250	   0.273	   5.250	   0.337	  -0.034	   0.041	   0.242	  -0.019	   0.009	   0.115
     513	UGC00313  	 0.306	  -0.036	 0.032	  3.750	  -1.500	 0.000	   0.286	   2.250	   0.330	   3.750	   0.309	   2.250	   0.289	  -0.047	   0.061	   0.149	  -0.027	   0.020	   0.136
     514	UGC01020  	 0.164	  -0.011	 0.011	  6.750	   0.000	 0.000	   0.147	   6.750	   0.100	   5.250	   0.100	   2.250	   0.164	  -0.011	   0.011	   0.162	  -0.011	   0.009	   0.141
     515	UGC01551  	 0.462	  -0.051	 0.024	  9.750	   0.000	 0.000	   0.431	   9.750	   0.441	   9.750	   0.411	   9.750	   0.462	  -0.060	   0.057	   0.277	  -0.042	   0.019	   0.245
     516	UGC03070  	 0.289	  -0.019	 0.011	  5.250	  -1.500	 0.000	   0.248	   2.250	   0.275	   3.750	   0.240	   2.250	   0.272	  -0.023	   0.024	   0.199	  -0.017	   0.007	   0.134
     517	UGC04499  	 0.394	  -0.032	 0.015	 15.750	   0.000	 0.000	   0.171	   5.250	   0.346	  12.750	   0.163	   5.250	   0.361	  -0.036	   0.037	   0.310	  -0.019	   0.008	   0.070
     518	UGC04621  	 0.225	  -0.018	 0.011	 12.750	   0.000	 0.000	   0.198	  12.750	   0.194	  11.250	   0.175	  11.250	   0.209	  -0.029	   0.023	   0.184	  -0.010	   0.007	   0.154
     519	UGC04834  	 0.228	  -0.032	 0.017	  3.750	   0.000	 0.000	   0.125	   3.750	   0.212	   3.750	   0.116	   3.750	   0.207	  -0.034	   0.040	   0.174	  -0.024	   0.012	   0.076
     520	UGC04841  	 0.385	  -0.040	 0.020	  6.750	  -1.500	 0.000	   0.336	   5.250	   0.344	   5.250	   0.305	   5.250	   0.466	  -0.048	   0.044	   0.228	  -0.025	   0.012	   0.176
     521	UGC04867  	 0.590	  -0.042	 0.020	  2.250	   0.000	 0.000	   0.525	   2.250	   0.591	   2.250	   0.527	   2.250	   0.634	  -0.054	   0.059	   0.174	  -0.026	   0.013	   0.104
     522	UGC04922  	 0.154	  -0.030	 0.016	 11.250	   3.000	 0.000	   0.092	   9.750	   0.153	  11.250	   0.091	   9.750	   0.233	  -0.036	   0.030	   0.113	  -0.021	   0.010	   0.041
     523	UGC04988  	 0.337	  -0.033	 0.016	  6.750	   0.000	 0.000	   0.116	   5.250	   0.294	   6.750	   0.103	   5.250	   0.330	  -0.038	   0.037	   0.255	  -0.024	   0.010	   0.069
     524	UGC05004  	 0.351	  -0.043	 0.021	  3.750	   0.000	 0.000	   0.264	   3.750	   0.346	   3.750	   0.260	   3.750	   0.322	  -0.048	   0.050	   0.126	  -0.014	   0.006	   0.079
     525	UGC05015  	 0.139	  -0.015	 0.008	 11.250	   0.000	 0.000	        	        	   0.094	   9.750	   0.074	   5.250	   0.132	  -0.016	   0.019	   0.138	  -0.015	   0.008	   0.043
     526	UGC05358  	 0.734	  -0.060	 0.057	  3.750	   0.000	 0.000	   0.563	   3.750	   0.732	   3.750	   0.562	   3.750	   0.737	  -0.060	   0.057	   0.342	  -0.041	   0.036	   0.125
     527	UGC05393  	 0.407	  -0.030	 0.014	  5.250	   0.000	 0.000	   0.286	   2.250	   0.400	   5.250	   0.283	   2.250	   0.393	  -0.036	   0.033	   0.202	  -0.032	   0.015	   0.061
     528	UGC05401  	 0.318	  -0.041	 0.045	  6.750	   0.000	 0.000	   0.114	   6.750	   0.294	   6.750	   0.105	   6.750	   0.318	  -0.041	   0.045	   0.257	  -0.049	   0.065	   0.053
     529	UGC05633  	 0.630	  -0.046	 0.022	  6.750	   0.000	 1.500	   0.453	   6.750	   0.623	   8.250	   0.447	   6.750	   0.608	  -0.054	   0.068	   0.303	  -0.031	   0.014	   0.105
     530	UGC05676  	 0.408	  -0.030	 0.015	  3.750	   0.000	 0.000	   0.345	   2.250	   0.355	   2.250	   0.306	   2.250	   0.425	  -0.035	   0.035	   0.301	  -0.018	   0.008	   0.206
     531	UGC05814  	 0.080	  -0.020	 0.017	  8.250	  -4.500	 3.000	   0.085	   5.250	   0.087	   5.250	   0.083	   5.250	   0.080	  -0.017	   0.019	   0.077	  -0.016	   0.021	   0.064
