#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-08-28T05:29:01 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-08-28T05:29:02	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/A%2BA/582/A86/table3&-out.all=1&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_35820086
#Name: J/A+A/582/A86
#Title: Catalogue of features in the S4G (Herrera-Endoqui+, 2015)
#INFO	ivoid=ivo://cds.vizier/j/a+a/582/a86	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/582/a86	    IVOID of underlying data collection
#INFO	creator=Herrera-Endoqui M.	    First author or institution
#INFO	cites=bibcode:2015A&A...582A..86H	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2015	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/582/A86	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.35820086	    Dataset identifier that can be used for citation
#INFO	publication_date=2019-04-23	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	J2000_2000.000:	eq_FK5 J2000
#Table	J_A_A_582_A86_table3:
#Name: J/A+A/582/A86/table3
#Title: Properties of spiral arms in the S4G; corrected version sent by the author
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	Name	(a10)	Galaxy name	[ucd=meta.id;meta.main]
#Column	Class	(a24)	Morphological classification	[ucd=src.morph]
#Column	Type	(A1)	Type of arms (3)	[ucd=src.morph.type]
#Column	Segment	(A3)	Segment	[ucd=obs.field]
#Column	Pitchang	(F5.1)	Pitch angle	[ucd=src.morph.param]
#Column	ri	(F5.1)	Inner radius	[ucd=phys.angSize;src]
#Column	ro	(F5.1)	Outer radius	[ucd=phys.angSize;src]
#Column	Qual	(F4.1)	[1/2] Quality flag (4)	[ucd=meta.code.qual]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
#Column	_RA	(F9.5)	Right Ascension (J2000) from SIMBAD (not part of the original data)	[ucd=pos.eq.ra;meta.main]
#Column	_DE	(F9.5)	Declination (J2000) from SIMBAD (not part of the original data)	[ucd=pos.eq.dec;meta.main]
recno	Name	Class	Type	Segment	Pitchang	ri	ro	Qual	Simbad	_RA	_DE
     179	IC4237    	SB(r)b                  	M	sp1	 20.8	 24.4	 61.8	 2.0	Simbad	201.13643	-21.13693
     180	IC4237    	SB(r)b                  	M	sp2	 19.0	 28.4	 55.5	 2.0	Simbad	201.13643	-21.13693
     181	IC4237    	SB(r)b                  	M	sp3	 11.7	 20.2	 33.2	 2.0	Simbad	201.13643	-21.13693
     182	IC4468    	SA_B(r_s)bc             	G	sp1	 23.3	 14.0	 32.6	 2.0	Simbad	219.61139	-22.36763
     183	IC4468    	SA_B(r_s)bc             	G	sp2	 27.2	 12.8	 39.5	 2.0	Simbad	219.61139	-22.36763
     184	IC4468    	SA_B(r_s)bc             	G	sp3	-10.4	 33.8	 40.3	 2.0	Simbad	219.61139	-22.36763
     185	IC4536    	SB(rs)d                 	F	sp1	-12.6	 20.5	 57.3	 2.0	Simbad	228.32100	-18.13669
     186	IC4536    	SB(rs)d                 	F	sp2	 12.4	 48.3	 56.1	 2.0	Simbad	228.32100	-18.13669
     187	IC4536    	SB(rs)d                 	F	sp3	-19.4	 19.3	 30.2	 2.0	Simbad	228.32100	-18.13669
     188	IC4536    	SB(rs)d                 	F	sp4	-12.0	 30.2	 44.8	 2.0	Simbad	228.32100	-18.13669
     189	IC4901    	SB(r)b_c                	M	sp1	  8.9	 34.4	 91.9	 2.0	Simbad	298.59816	-58.71362
     190	IC4901    	SB(r)b_c                	M	sp2	 11.0	 33.2	 81.1	 2.0	Simbad	298.59816	-58.71362
     191	IC5069    	SA_B(s)_cd:             	M	sp1	 -4.8	 15.0	 16.7	 2.0	Simbad	315.05333	-71.81167
     192	IC5069    	SA_B(s)_cd:             	M	sp2	 22.2	 15.4	 28.5	 2.0	Simbad	315.05333	-71.81167
     193	IC5069    	SA_B(s)_cd:             	M	sp3	 34.8	 14.7	 23.0	 2.0	Simbad	315.05333	-71.81167
     194	IC5069    	SA_B(s)_cd:             	M	sp4	  2.2	 22.9	 23.9	 2.0	Simbad	315.05333	-71.81167
     195	IC5069    	SA_B(s)_cd:             	M	sp5	 10.8	 14.9	 24.4	 2.0	Simbad	315.05333	-71.81167
     196	IC5156    	SA_B_a(rs)ab            	M	sp1	 19.9	 18.5	 32.8	 2.0	Simbad	330.81198	-33.83836
     197	IC5156    	SA_B_a(rs)ab            	M	sp2	  2.9	 33.8	 37.6	 2.0	Simbad	330.81198	-33.83836
     198	IC5156    	SA_B_a(rs)ab            	M	sp3	 25.6	 19.4	 47.2	 2.0	Simbad	330.81198	-33.83836
     199	IC5156    	SA_B_a(rs)ab            	M	sp4	 16.3	 19.8	 50.2	 2.0	Simbad	330.81198	-33.83836
     200	IC5269B   	SAB(s)cdsp              	M	sp1	-15.6	 30.0	 85.1	 2.0	Simbad	344.15298	-36.24971
     201	IC5269B   	SAB(s)cdsp              	M	sp2	-13.8	 34.7	 89.6	 2.0	Simbad	344.15298	-36.24971
     202	IC5270    	SB(s)d                  	F	sp1	 24.0	 12.5	 39.6	 2.0	Simbad	344.47891	-35.85804
     203	IC5270    	SB(s)d                  	F	sp2	 18.9	 10.9	 32.2	 2.0	Simbad	344.47891	-35.85804
     204	IC5270    	SB(s)d                  	F	sp3	  7.6	 33.4	 39.4	 2.0	Simbad	344.47891	-35.85804
     205	IC5273    	SB(s)_cd                	M	sp1	-29.5	 21.5	 56.2	 2.0	Simbad	344.86133	-37.70288
     206	IC5273    	SB(s)_cd                	M	sp2	-30.2	 20.2	 77.6	 2.0	Simbad	344.86133	-37.70288
     207	IC5273    	SB(s)_cd                	M	sp3	-24.2	 19.4	 52.7	 2.0	Simbad	344.86133	-37.70288
     208	IC5321    	SAB(r_s)cd              	F	sp1	-33.9	 14.9	 28.1	 2.0	Simbad	351.58327	-17.95604
     209	IC5321    	SAB(r_s)cd              	F	sp2	  4.8	 26.6	 29.5	 2.0	Simbad	351.58327	-17.95604
     210	IC5321    	SAB(r_s)cd              	F	sp3	-28.1	 11.2	 31.2	 2.0	Simbad	351.58327	-17.95604
     211	IC5325    	SA(s)bc                 	M	sp1	 14.6	 19.0	 41.8	 2.0	Simbad	352.18093	-41.33326
     212	IC5325    	SA(s)bc                 	M	sp2	 19.2	 12.1	 44.4	 2.0	Simbad	352.18093	-41.33326
     213	IC5325    	SA(s)bc                 	M	sp3	  9.1	 45.6	 60.0	 2.0	Simbad	352.18093	-41.33326
     214	IC5325    	SA(s)bc                 	M	sp4	 23.8	 12.5	 42.7	 2.0	Simbad	352.18093	-41.33326
     215	IC5325    	SA(s)bc                 	M	sp5	  8.9	 43.7	 52.9	 2.0	Simbad	352.18093	-41.33326
     216	IC5325    	SA(s)bc                 	M	sp6	 18.9	 34.4	 54.4	 2.0	Simbad	352.18093	-41.33326
     217	IC5332    	S_AB(s)cd               	M	sp1	-16.7	 12.0	 33.8	 2.0	Simbad	353.61453	-36.10108
     218	IC5332    	S_AB(s)cd               	M	sp2	 -8.3	 34.7	 93.4	 2.0	Simbad	353.61453	-36.10108
     219	IC5332    	S_AB(s)cd               	M	sp3	-16.8	 10.6	 25.7	 2.0	Simbad	353.61453	-36.10108
     220	IC5332    	S_AB(s)cd               	M	sp4	 -8.0	 26.9	 57.8	 2.0	Simbad	353.61453	-36.10108
     221	IC5332    	S_AB(s)cd               	M	sp5	-23.1	 59.6	 82.5	 2.0	Simbad	353.61453	-36.10108
     222	IC5332    	S_AB(s)cd               	M	sp6	 -9.9	 82.7	105.6	 2.0	Simbad	353.61453	-36.10108
     223	NGC0063   	SA(s)0/a                	M	sp1	-20.9	 11.9	 22.2	 2.0	Simbad	004.43978	+11.45028
     224	NGC0063   	SA(s)0/a                	M	sp2	 -5.1	 16.0	 19.7	 2.0	Simbad	004.43978	+11.45028
     225	NGC0063   	SA(s)0/a                	M	sp3	 -2.9	 21.8	 26.1	 2.0	Simbad	004.43978	+11.45028
     226	NGC0115   	SAB(s)d                 	F	sp1	-20.1	 17.3	 37.7	 2.0	Simbad	006.69282	-33.67710
     227	NGC0115   	SAB(s)d                 	F	sp2	-24.1	 17.9	 47.5	 2.0	Simbad	006.69282	-33.67710
     228	NGC0115   	SAB(s)d                 	F	sp3	  5.3	 35.6	 38.2	 2.0	Simbad	006.69282	-33.67710
     229	NGC0134   	SA(rs)bc                	M	sp1	-24.3	 39.2	 92.0	 2.0	Simbad	007.59122	-33.24535
     230	NGC0134   	SA(rs)bc                	M	sp2	 -3.9	 90.1	 98.5	 2.0	Simbad	007.59122	-33.24535
     231	NGC0134   	SA(rs)bc                	M	sp3	-38.3	 43.1	167.6	 2.0	Simbad	007.59122	-33.24535
     232	NGC0134   	SA(rs)bc                	M	sp4	-23.0	 28.4	166.2	 2.0	Simbad	007.59122	-33.24535
     233	NGC0134   	SA(rs)bc                	M	sp5	 -3.8	129.5	145.0	 2.0	Simbad	007.59122	-33.24535
     234	NGC0157   	SA(s)b_c                	G	sp1	-24.1	 17.1	 61.5	 2.0	Simbad	008.69480	-08.39649
     235	NGC0157   	SA(s)b_c                	G	sp2	 -1.9	 60.9	 62.3	 2.0	Simbad	008.69480	-08.39649
     236	NGC0157   	SA(s)b_c                	G	sp3	-35.3	 14.6	 55.0	 2.0	Simbad	008.69480	-08.39649
     237	NGC0157   	SA(s)b_c                	G	sp4	 -1.5	 54.1	 56.0	 2.0	Simbad	008.69480	-08.39649
     238	NGC0157   	SA(s)b_c                	G	sp5	-34.0	 29.1	 80.6	 2.0	Simbad	008.69480	-08.39649
     239	NGC0157   	SA(s)b_c                	G	sp6	 -1.2	 79.6	 82.3	 2.0	Simbad	008.69480	-08.39649
     240	NGC0157   	SA(s)b_c                	G	sp7	-11.5	 54.9	 81.4	 2.0	Simbad	008.69480	-08.39649
     241	NGC0253   	SB(_rs)bcsp             	G	sp1	 28.7	282.8	534.8	 1.0	Simbad	011.88806	-25.28880
     242	NGC0253   	SB(_rs)bcsp             	G	sp2	 32.9	225.6	518.1	 1.0	Simbad	011.88806	-25.28880
     243	NGC0253   	SB(_rs)bcsp             	G	sp3	  2.5	543.2	570.5	 1.0	Simbad	011.88806	-25.28880
     244	NGC0253   	SB(_rs)bcsp             	G	sp4	  4.0	562.8	609.6	 1.0	Simbad	011.88806	-25.28880
     245	NGC0255   	SB(rs)c_d               	F	sp1	 14.0	 17.0	 30.1	 2.0	Simbad	011.94712	-11.46870
     246	NGC0255   	SB(rs)c_d               	F	sp2	 24.3	 17.5	 37.3	 2.0	Simbad	011.94712	-11.46870
     247	NGC0298   	SB(s)dm                 	F	sp1	 49.6	  9.4	 26.1	 2.0	Simbad	013.75978	-07.33309
     248	NGC0298   	SB(s)dm                 	F	sp2	 41.2	 19.6	 29.5	 2.0	Simbad	013.75978	-07.33309
     249	NGC0298   	SB(s)dm                 	F	sp3	-30.0	 16.4	 28.2	 2.0	Simbad	013.75978	-07.33309
     250	NGC0300   	SA(s)dm                 	M	sp1	-22.1	140.5	475.8	 2.0	Simbad	013.72269	-37.68422
     251	NGC0300   	SA(s)dm                 	M	sp2	-29.7	115.0	221.1	 2.0	Simbad	013.72269	-37.68422
     252	NGC0300   	SA(s)dm                 	M	sp3	 -5.0	230.5	247.1	 2.0	Simbad	013.72269	-37.68422
     253	NGC0300   	SA(s)dm                 	M	sp4	-23.6	253.8	480.1	 2.0	Simbad	013.72269	-37.68422
     254	NGC0406   	SAB(s)dm                	F	sp1	-31.1	 23.6	 67.9	 2.0	Simbad	016.85442	-69.87924
     255	NGC0406   	SAB(s)dm                	F	sp2	-51.0	 18.8	 49.2	 2.0	Simbad	016.85442	-69.87924
     256	NGC0406   	SAB(s)dm                	F	sp3	 -5.4	 50.6	 54.9	 2.0	Simbad	016.85442	-69.87924
     257	NGC0428   	SAB(s)dm                	F	sp1	 38.1	 25.7	 69.4	 2.0	Simbad	018.23212	+00.98158
     258	NGC0428   	SAB(s)dm                	F	sp2	 17.7	 38.2	 74.6	 2.0	Simbad	018.23212	+00.98158
     259	NGC0485   	(R')SA_B(s)c            	G	sp1	-48.3	  7.3	 17.8	 2.0	Simbad	020.36497	+07.01806
     260	NGC0485   	(R')SA_B(s)c            	G	sp2	-16.3	 18.8	 25.8	 2.0	Simbad	020.36497	+07.01806
     261	NGC0485   	(R')SA_B(s)c            	G	sp3	-19.8	 11.2	 23.8	 2.0	Simbad	020.36497	+07.01806
     262	NGC0485   	(R')SA_B(s)c            	G	sp4	 26.9	 20.3	 24.2	 2.0	Simbad	020.36497	+07.01806
     263	NGC0514   	SA(s)c                  	M	sp1	 -5.6	 14.2	 16.4	 2.0	Simbad	021.01623	+12.91746
     264	NGC0514   	SA(s)c                  	M	sp2	-25.3	 20.0	 74.5	 2.0	Simbad	021.01623	+12.91746
     265	NGC0514   	SA(s)c                  	M	sp3	-25.3	 17.8	 41.3	 2.0	Simbad	021.01623	+12.91746
     266	NGC0514   	SA(s)c                  	M	sp4	-13.5	 44.7	 85.6	 2.0	Simbad	021.01623	+12.91746
     267	NGC0514   	SA(s)c                  	M	sp5	-26.1	 30.2	 95.9	 2.0	Simbad	021.01623	+12.91746
     268	NGC0578   	SB(s)cd                 	M	sp1	-22.8	 17.3	 56.6	 2.0	Simbad	022.61895	-22.66721
     269	NGC0578   	SB(s)cd                 	M	sp2	-13.0	 60.0	127.1	 2.0	Simbad	022.61895	-22.66721
     270	NGC0578   	SB(s)cd                 	M	sp3	-14.3	 22.0	 89.6	 2.0	Simbad	022.61895	-22.66721
     271	NGC0613   	SB(_rsblnr)b            	M	sp1	-12.6	 74.4	127.9	 2.0	Simbad	023.57598	-29.41849
     272	NGC0613   	SB(_rsblnr)b            	M	sp2	-32.7	 76.5	157.7	 2.0	Simbad	023.57598	-29.41849
     273	NGC0613   	SB(_rsblnr)b            	M	sp3	-18.1	 57.0	 78.8	 2.0	Simbad	023.57598	-29.41849
     274	NGC0613   	SB(_rsblnr)b            	M	sp4	-45.3	 81.2	130.4	 2.0	Simbad	023.57598	-29.41849
     275	NGC0613   	SB(_rsblnr)b            	M	sp5	-29.8	 47.1	122.2	 2.0	Simbad	023.57598	-29.41849
     276	NGC0613   	SB(_rsblnr)b            	M	sp6	  6.5	110.6	122.5	 2.0	Simbad	023.57598	-29.41849
     277	NGC0613   	SB(_rsblnr)b            	M	sp7	-30.0	 91.2	128.2	 2.0	Simbad	023.57598	-29.41849
     278	NGC0613   	SB(_rsblnr)b            	M	sp8	 -6.8	129.2	144.7	 2.0	Simbad	023.57598	-29.41849
     279	NGC0628   	SA(s)c                  	M	sp1	 11.3	 41.5	 98.5	 2.0	Simbad	024.17405	+15.78346
     280	NGC0628   	SA(s)c                  	M	sp2	 23.0	103.4	150.6	 2.0	Simbad	024.17405	+15.78346
     281	NGC0628   	SA(s)c                  	M	sp3	 12.3	 31.5	 55.8	 2.0	Simbad	024.17405	+15.78346
     282	NGC0628   	SA(s)c                  	M	sp4	 24.5	 70.6	239.2	 2.0	Simbad	024.17405	+15.78346
     283	NGC0628   	SA(s)c                  	M	sp5	  5.8	179.8	218.3	 2.0	Simbad	024.17405	+15.78346
     284	NGC0628   	SA(s)c                  	M	sp6	 20.3	 76.1	123.9	 2.0	Simbad	024.17405	+15.78346
     285	NGC0628   	SA(s)c                  	M	sp7	 30.8	103.0	275.7	 2.0	Simbad	024.17405	+15.78346
     286	NGC0658   	SA(rs)bc                	M	sp1	  9.5	 26.7	 45.2	 2.0	Simbad	025.54019	+12.60182
     287	NGC0658   	SA(rs)bc                	M	sp2	 37.0	 24.6	 66.5	 2.0	Simbad	025.54019	+12.60182
     288	NGC0658   	SA(rs)bc                	M	sp3	  7.6	 42.8	 49.0	 2.0	Simbad	025.54019	+12.60182
     289	NGC0658   	SA(rs)bc                	M	sp4	 18.5	 47.6	 60.8	 2.0	Simbad	025.54019	+12.60182
     290	NGC0685   	SB(s)c_d                	F	sp1	-19.4	 23.2	 94.9	 2.0	Simbad	026.92848	-52.76190
     291	NGC0685   	SB(s)c_d                	F	sp2	-22.1	 21.5	 77.3	 2.0	Simbad	026.92848	-52.76190
     292	NGC0685   	SB(s)c_d                	F	sp3	-14.0	 33.7	 85.5	 2.0	Simbad	026.92848	-52.76190
     293	NGC0772   	SA(rs)a_bpec            	M	sp1	-18.3	 17.5	 33.4	 1.0	Simbad	029.83148	+19.00763
     294	NGC0772   	SA(rs)a_bpec            	M	sp2	-36.8	 34.3	152.6	 1.0	Simbad	029.83148	+19.00763
     295	NGC0772   	SA(rs)a_bpec            	M	sp3	-12.6	 41.6	100.1	 1.0	Simbad	029.83148	+19.00763
     296	NGC0772   	SA(rs)a_bpec            	M	sp4	-16.5	 96.0	158.9	 1.0	Simbad	029.83148	+19.00763
     297	NGC0772   	SA(rs)a_bpec            	M	sp5	-15.4	 72.4	108.1	 1.0	Simbad	029.83148	+19.00763
     298	NGC0803   	S_AB(s)bc               	M	sp1	 -9.6	 13.9	 27.5	 2.0	Simbad	030.93625	+16.03096
     299	NGC0803   	S_AB(s)bc               	M	sp2	-29.1	 27.7	 68.7	 2.0	Simbad	030.93625	+16.03096
     300	NGC0803   	S_AB(s)bc               	M	sp3	-22.9	 25.1	 69.1	 2.0	Simbad	030.93625	+16.03096
     301	NGC0803   	S_AB(s)bc               	M	sp4	-25.8	 11.8	 29.8	 2.0	Simbad	030.93625	+16.03096
     302	NGC0864   	SAB(r_s)bc              	M	sp1	-21.6	 31.7	 97.2	 2.0	Simbad	033.86517	+06.00262
     303	NGC0864   	SAB(r_s)bc              	M	sp2	-19.8	 26.8	 47.2	 2.0	Simbad	033.86517	+06.00262
     304	NGC0864   	SAB(r_s)bc              	M	sp3	-30.3	 39.3	 91.3	 2.0	Simbad	033.86517	+06.00262
     305	NGC0864   	SAB(r_s)bc              	M	sp4	-18.4	 43.3	 91.3	 2.0	Simbad	033.86517	+06.00262
     306	NGC0864   	SAB(r_s)bc              	M	sp5	-32.0	 54.0	 99.2	 2.0	Simbad	033.86517	+06.00262
     307	NGC0895   	S_AB(rs)c               	M	sp1	 18.5	 17.0	 83.7	 2.0	Simbad	035.40196	-05.52139
     308	NGC0895   	S_AB(rs)c               	M	sp2	 42.2	 12.8	 44.9	 2.0	Simbad	035.40196	-05.52139
     309	NGC0895   	S_AB(rs)c               	M	sp3	 33.5	 48.4	115.8	 2.0	Simbad	035.40196	-05.52139
     310	NGC0908   	SA(rs)b                 	M	sp1	-28.7	 18.4	 77.2	 2.0	Simbad	035.76904	-21.23385
     311	NGC0908   	SA(rs)b                 	M	sp2	-12.5	 80.6	105.5	 2.0	Simbad	035.76904	-21.23385
     312	NGC0908   	SA(rs)b                 	M	sp3	-32.2	 24.6	 49.0	 2.0	Simbad	035.76904	-21.23385
     313	NGC0908   	SA(rs)b                 	M	sp4	 -6.1	 51.0	 62.5	 2.0	Simbad	035.76904	-21.23385
     314	NGC0908   	SA(rs)b                 	M	sp5	-29.5	 61.2	 99.1	 2.0	Simbad	035.76904	-21.23385
     315	NGC0918   	SAB(s)cd                	M	sp1	-22.4	  9.5	 88.2	 2.0	Simbad	036.46163	+18.49622
     316	NGC0918   	SAB(s)cd                	M	sp2	-20.3	 10.6	 62.6	 2.0	Simbad	036.46163	+18.49622
     317	NGC0918   	SAB(s)cd                	M	sp3	-12.7	 45.9	 92.6	 2.0	Simbad	036.46163	+18.49622
     318	NGC0918   	SAB(s)cd                	M	sp4	-20.6	 41.6	 89.6	 2.0	Simbad	036.46163	+18.49622
     319	NGC0986   	(R')SB(srsnp)ab:        	G	sp1	-22.9	 56.2	 96.8	 2.0	Simbad	038.39312	-39.04506
     320	NGC0986   	(R')SB(srsnp)ab:        	G	sp2	-34.6	 58.6	109.4	 2.0	Simbad	038.39312	-39.04506
     321	NGC0988   	SB(s)d                  	F	sp1	 11.6	 50.2	 85.0	 2.0	Simbad	038.86554	-09.35600
     322	NGC0988   	SB(s)d                  	F	sp2	 21.7	 43.1	 87.9	 2.0	Simbad	038.86554	-09.35600
     323	NGC0991   	SAB(s)_cd               	F	sp1	 21.2	 21.9	 48.7	 2.0	Simbad	038.88618	-07.15440
     324	NGC0991   	SAB(s)_cd               	F	sp2	 10.3	 23.6	 37.9	 2.0	Simbad	038.88618	-07.15440
     325	NGC0991   	SAB(s)_cd               	F	sp3	 22.3	 48.2	 68.3	 2.0	Simbad	038.88618	-07.15440
     326	NGC1042   	SAB(s)c                 	M	sp1	-13.8	 37.5	102.8	 2.0	Simbad	040.09989	-08.43354
     327	NGC1042   	SAB(s)c                 	M	sp2	-12.7	 39.5	108.7	 2.0	Simbad	040.09989	-08.43354
     328	NGC1073   	SB(rs)_cd               	M	sp1	 -2.0	 53.6	 56.0	 2.0	Simbad	040.91916	+01.37587
     329	NGC1073   	SB(rs)_cd               	M	sp2	-21.5	 58.5	114.3	 2.0	Simbad	040.91916	+01.37587
     330	NGC1073   	SB(rs)_cd               	M	sp3	-18.9	 42.6	 94.4	 2.0	Simbad	040.91916	+01.37587
     331	NGC1073   	SB(rs)_cd               	M	sp4	-16.2	 57.1	105.4	 2.0	Simbad	040.91916	+01.37587
     332	NGC1084   	SA(s)c                  	F	sp1	-15.5	 10.9	 17.9	 2.0	Simbad	041.49969	-07.57864
     333	NGC1084   	SA(s)c                  	F	sp2	-21.0	 16.9	 64.4	 2.0	Simbad	041.49969	-07.57864
     334	NGC1084   	SA(s)c                  	F	sp3	-18.1	  7.7	 68.6	 2.0	Simbad	041.49969	-07.57864
     335	NGC1090   	SAB(snr')b_c            	M	sp1	  8.9	 23.4	 51.2	 2.0	Simbad	041.64132	-00.24704
     336	NGC1090   	SAB(snr')b_c            	M	sp2	 23.6	 51.0	 88.7	 2.0	Simbad	041.64132	-00.24704
     337	NGC1090   	SAB(snr')b_c            	M	sp3	  6.4	 26.2	 42.5	 2.0	Simbad	041.64132	-00.24704
     338	NGC1090   	SAB(snr')b_c            	M	sp4	 16.6	 44.3	 74.9	 2.0	Simbad	041.64132	-00.24704
     339	NGC1090   	SAB(snr')b_c            	M	sp5	  2.8	 76.1	 82.1	 2.0	Simbad	041.64132	-00.24704
     340	NGC1179   	SB(s)cd                 	F	sp1	 16.2	 50.2	 83.5	 2.0	Simbad	045.66008	-18.89761
     341	NGC1179   	SB(s)cd                 	F	sp2	 27.5	 42.3	 70.9	 2.0	Simbad	045.66008	-18.89761
     342	NGC1179   	SB(s)cd                 	F	sp3	 33.5	 55.4	100.6	 2.0	Simbad	045.66008	-18.89761
     343	NGC1187   	SA_B(rs)bc              	M	sp1	 31.7	 39.8	 79.1	 2.0	Simbad	045.65662	-22.86735
     344	NGC1187   	SA_B(rs)bc              	M	sp2	 52.1	 51.1	102.2	 2.0	Simbad	045.65662	-22.86735
     345	NGC1187   	SA_B(rs)bc              	M	sp3	  9.2	102.2	117.8	 2.0	Simbad	045.65662	-22.86735
     346	NGC1187   	SA_B(rs)bc              	M	sp4	 32.4	 47.8	 93.5	 2.0	Simbad	045.65662	-22.86735
     347	NGC1232   	SAB(rs)c                	M	sp1	 10.3	 16.8	 65.2	 2.0	Simbad	047.43964	-20.57930
     348	NGC1232   	SAB(rs)c                	M	sp2	 23.1	 69.7	175.8	 2.0	Simbad	047.43964	-20.57930
     349	NGC1232   	SAB(rs)c                	M	sp3	 12.5	 17.0	 60.5	 2.0	Simbad	047.43964	-20.57930
     350	NGC1232   	SAB(rs)c                	M	sp4	 32.6	 62.1	133.6	 2.0	Simbad	047.43964	-20.57930
     351	NGC1232   	SAB(rs)c                	M	sp5	 23.9	 40.4	181.1	 2.0	Simbad	047.43964	-20.57930
     352	NGC1232   	SAB(rs)c                	M	sp6	 37.0	 51.8	107.7	 2.0	Simbad	047.43964	-20.57930
     353	NGC1232   	SAB(rs)c                	M	sp7	 10.1	108.4	133.7	 2.0	Simbad	047.43964	-20.57930
     354	NGC1253   	(R')SA(s)c_d            	M	sp1	 12.7	 10.6	 49.1	 2.0	Simbad	048.53769	-02.82295
     355	NGC1253   	(R')SA(s)c_d            	M	sp2	 12.6	 10.8	 40.8	 2.0	Simbad	048.53769	-02.82295
     356	NGC1253   	(R')SA(s)c_d            	M	sp3	 28.6	 40.7	 70.4	 2.0	Simbad	048.53769	-02.82295
     357	NGC1253   	(R')SA(s)c_d            	M	sp4	 31.0	 56.9	136.5	 2.0	Simbad	048.53769	-02.82295
     358	NGC1253   	(R')SA(s)c_d            	M	sp5	 40.4	 30.5	124.4	 2.0	Simbad	048.53769	-02.82295
     359	NGC1255   	SB(s)cd                 	F	sp1	-14.5	 25.9	 83.9	 2.0	Simbad	048.38328	-25.72511
     360	NGC1255   	SB(s)cd                 	F	sp2	-11.3	 32.5	 47.6	 2.0	Simbad	048.38328	-25.72511
     361	NGC1255   	SB(s)cd                 	F	sp3	 -6.5	 46.7	 65.7	 2.0	Simbad	048.38328	-25.72511
     362	NGC1255   	SB(s)cd                 	F	sp4	 -9.4	 53.6	 90.4	 2.0	Simbad	048.38328	-25.72511
     363	NGC1299   	SA(s)_bc:pec            	F	sp1	-28.5	 11.4	 20.0	 2.0	Simbad	050.04037	-06.26203
     364	NGC1299   	SA(s)_bc:pec            	F	sp2	 31.1	 11.5	 25.1	 2.0	Simbad	050.04037	-06.26203
     365	NGC1299   	SA(s)_bc:pec            	F	sp3	 24.3	  8.8	 25.2	 2.0	Simbad	050.04037	-06.26203
     366	NGC1300   	(R')SB(sblnrl)b         	G	sp1	  2.5	 71.9	 75.6	 2.0	Simbad	049.92102	-19.41115
     367	NGC1300   	(R')SB(sblnrl)b         	G	sp2	 21.7	 76.0	158.3	 2.0	Simbad	049.92102	-19.41115
     368	NGC1300   	(R')SB(sblnrl)b         	G	sp3	 -9.1	 68.9	 84.1	 2.0	Simbad	049.92102	-19.41115
     369	NGC1300   	(R')SB(sblnrl)b         	G	sp4	 25.4	 74.2	139.9	 2.0	Simbad	049.92102	-19.41115
     370	NGC1309   	S_AB(s)bc               	F	sp1	 25.6	 10.7	 20.1	 2.0	Simbad	050.52732	-15.39994
     371	NGC1309   	S_AB(s)bc               	F	sp2	 20.0	 20.1	 38.6	 2.0	Simbad	050.52732	-15.39994
     372	NGC1309   	S_AB(s)bc               	F	sp3	 23.1	 13.4	 28.7	 2.0	Simbad	050.52732	-15.39994
     373	NGC1309   	S_AB(s)bc               	F	sp4	 22.2	 30.0	 39.2	 2.0	Simbad	050.52732	-15.39994
     374	NGC1309   	S_AB(s)bc               	F	sp5	 11.2	 42.1	 52.6	 2.0	Simbad	050.52732	-15.39994
     375	NGC1325   	SA(s)b                  	M	sp1	-17.0	 13.3	 39.7	 2.0	Simbad	051.10657	-21.54406
     376	NGC1325   	SA(s)b                  	M	sp2	 -2.8	 41.1	 43.9	 2.0	Simbad	051.10657	-21.54406
     377	NGC1325   	SA(s)b                  	M	sp3	-16.0	 46.2	 86.9	 2.0	Simbad	051.10657	-21.54406
     378	NGC1325   	SA(s)b                  	M	sp4	-18.6	 12.2	 37.9	 2.0	Simbad	051.10657	-21.54406
     379	NGC1325   	SA(s)b                  	M	sp5	-14.5	 38.1	 81.6	 2.0	Simbad	051.10657	-21.54406
