#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-08-28T05:29:00 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-08-28T05:29:00	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/A%2BA/582/A86/table2&-out.all=1&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_35820086
#Name: J/A+A/582/A86
#Title: Catalogue of features in the S4G (Herrera-Endoqui+, 2015)
#INFO	ivoid=ivo://cds.vizier/j/a+a/582/a86	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/582/a86	    IVOID of underlying data collection
#INFO	creator=Herrera-Endoqui M.	    First author or institution
#INFO	cites=bibcode:2015A&A...582A..86H	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2015	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/582/A86	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.35820086	    Dataset identifier that can be used for citation
#INFO	publication_date=2019-04-23	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	J2000_2000.000:	eq_FK5 J2000
#Table	J_A_A_582_A86_table2:
#Name: J/A+A/582/A86/table2
#Title: Properties of bars, ring- and lens-structures in the S4G
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	Name	(a10)	Galaxy name	[ucd=meta.id;meta.main]
#Column	Class	(a27)	Morphological classification	[ucd=src.morph]
#Column	Type	(a5)	Type of feature (1)	[ucd=src.morph.type]
#Column	sma	(F5.1)	Semi-major axis	[ucd=phys.angSize;src]
#Column	PA	(I3)	Position angle	[ucd=pos.posAng]
#Column	Ell	(F7.2)	? Ellipticity	[ucd=src.ellipticity]
#Column	smaEll	(F6.1)	? Semi-major axis from ellipticity	[ucd=phys.angSize;src]
#Column	dsma	(F6.1)	? Deprojected semi-major axis	[ucd=phys.angSize;src]
#Column	dPA	(I4)	? Deprojected position angle	[ucd=pos.posAng]
#Column	dEll	(F7.2)	? Deprojected ellipticity	[ucd=src.ellipticity]
#Column	dsmaEll	(F6.1)	? Deprojexted semi-major axis from Ell	[ucd=phys.angSize;src]
#Column	Qual	(I1)	[1/3] Quality flag (2)	[ucd=meta.code.qual]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
#Column	_RA	(F9.5)	Right Ascension (J2000) from SIMBAD (not part of the original data)	[ucd=pos.eq.ra;meta.main]
#Column	_DE	(F9.5)	Declination (J2000) from SIMBAD (not part of the original data)	[ucd=pos.eq.dec;meta.main]
recno	Name	Class	Type	sma	PA	Ell	smaEll	dsma	dPA	dEll	dsmaEll	Qual	Simbad	_RA	_DE
     152	ESO541-005	SB(s)m                     	bar  	  6.8	 43	       	      	      	    	       	      	3	Simbad	014.82546	-20.57897
     153	ESO544-030	SAB(s)m                    	bar  	 21.7	108	       	      	      	    	       	      	3	Simbad	033.73721	-20.21161
     154	ESO545-016	(R)SAdm                    	R    	 44.0	 17	   0.11	      	  51.3	 -41	   0.16	      	3	Simbad	036.49917	-21.42083
     155	ESO547-005	SABd_m:                    	bar  	 14.0	 37	   0.55	  14.3	  14.4	  28	   0.43	  14.8	2	Simbad	045.89579	-18.36631
     156	ESO547-012	SBm,sp                     	bar  	 17.4	112	       	      	      	    	       	      	2	Simbad	047.40375	-17.83194
     157	ESO548-005	SAB(rs_)d_m                	bar  	 21.1	 32	   0.50	  17.6	  21.3	  28	   0.43	  17.8	2	Simbad	050.94687	-19.75283
     158	ESO548-005	SAB(rs_)d_m                	rs_  	 28.4	 31	   0.35	      	  28.8	  23	   0.26	      	3	Simbad	050.94687	-19.75283
     159	ESO548-025	(R'1L)SB(s)cd              	bar  	  9.4	167	   0.49	   7.5	  17.7	 172	   0.73	  14.2	2	Simbad	052.25292	-22.14611
     160	ESO548-025	(R'1L)SB(s)cd              	R1'L 	 34.4	 71	   0.49	      	  40.8	  34	   0.31	      	1	Simbad	052.25292	-22.14611
     161	ESO548-032	SB(s)_dm                   	bar  	 11.8	159	       	      	      	    	       	      	2	Simbad	053.07987	-17.71794
     162	ESO548-082	S/IABm:                    	bar  	 12.9	135	       	      	      	    	       	      	3	Simbad	055.68033	-17.50722
     163	ESO549-018	(R'2L)SAB(s)b              	bar  	 20.4	 21	   0.67	  19.9	  20.4	  24	   0.45	  20.0	1	Simbad	057.05860	-21.47442
     164	ESO549-018	(R'2L)SAB(s)b              	R2'L 	 44.0	 15	   0.30	      	  50.9	 -62	   0.14	      	1	Simbad	057.05860	-21.47442
     165	ESO549-035	SABd_m:                    	bar  	 11.7	 50	   0.48	  13.0	  12.6	  72	   0.38	  14.9	2	Simbad	058.76646	-20.38350
     166	ESO550-005	SA_B(s)d,spw               	bar  	 30.5	 54	       	      	      	    	       	      	2	Simbad	061.49979	-17.77436
     167	ESO569-014	SB(s)d,sp                  	bar  	 30.3	154	       	      	      	    	       	      	3	Simbad	162.84708	-19.88778
     168	ESO572-018	SAB(rs)b:                  	bar  	 11.3	  2	   0.43	   8.0	  17.8	 149	   0.56	  12.9	2	Simbad	178.96080	-18.19653
     169	ESO572-018	SAB(rs)b:                  	rs   	 21.5	 26	   0.55	      	  24.2	  -5	   0.30	      	2	Simbad	178.96080	-18.19653
     170	ESO572-030	SBm                        	bar  	 21.8	100	       	      	      	    	       	      	2	Simbad	179.60583	-22.44000
     171	ESO572-049	SB(s)_dm,sp                	bar  	  9.6	 67	       	      	      	    	       	      	3	Simbad	180.85203	-19.52281
     172	ESO576-001	S_AB(r)a                   	r    	  9.7	165	   0.42	      	  11.8	 222	   0.22	      	1	Simbad	197.59892	-21.68418
     173	ESO576-003	SB(rs_)dm                  	bar  	  5.3	 16	       	      	      	    	       	      	3	Simbad	197.64874	-21.74824
     174	ESO576-003	SB(rs_)dm                  	rs_  	 22.7	 84	   0.54	      	  30.7	  31	   0.34	      	3	Simbad	197.64874	-21.74824
     175	ESO576-008	SBa0/_a:,sp                	bar  	 11.6	144	       	      	      	    	       	      	2	Simbad	198.07877	-19.44605
     176	ESO576-032	SB(rs)c,pec                	bar  	 16.0	149	   0.75	  20.8	  16.5	 156	   0.68	  21.9	1	Simbad	199.96664	-22.27888
     177	ESO576-032	SB(rs)c,pec                	rs   	 26.9	146	   0.45	      	  27.8	 159	   0.27	      	2	Simbad	199.96664	-22.27888
     178	ESO576-040	SB(s)dm,sp                 	bar  	 24.7	155	       	      	      	    	       	      	3	Simbad	200.18227	-22.05109
     179	ESO576-050	SB(rs)c_d,pec              	bar  	  7.1	 75	   0.57	   5.8	  10.9	  83	   0.70	   8.7	1	Simbad	201.17416	-19.69595
     180	ESO576-050	SB(rs)c_d,pec              	rs   	 22.9	167	   0.52	      	  25.0	 -32	   0.37	      	3	Simbad	201.17416	-19.69595
     181	ESO576-059	SAB(s)m:                   	bar  	 26.2	 90	       	      	      	    	       	      	3	Simbad	201.64833	-22.23750
     182	ESO580-022	SB(s)dm                    	bar  	 13.5	137	       	      	      	    	       	      	2	Simbad	221.52083	-18.02278
     183	ESO580-029	(R'L)Sa_b,spw              	R'L  	 51.9	 74	   0.85	      	  53.5	  97	   0.18	      	1	Simbad	221.89026	-19.76411
     184	ESO580-041	SA_B(rs_)_dm:,sp           	bar  	  4.7	 41	       	      	      	    	       	      	3	Simbad	222.65189	-18.15116
     185	ESO580-041	SA_B(rs_)_dm:,sp           	rs_  	 14.3	 76	   0.74	      	  18.7	 165	   0.23	      	3	Simbad	222.65189	-18.15116
     186	ESO581-025	SA_B(s,nd)b_c,sp           	bar  	 20.6	 59	       	      	      	    	       	      	3	Simbad	228.37889	-20.67509
     187	ESO601-007	SA_Bm:,sp                  	bar  	 12.5	141	       	      	      	    	       	      	3	Simbad	330.59004	-21.04075
     188	ESO601-031	SA_B(s)m                   	bar  	 14.8	 89	       	      	      	    	       	      	2	Simbad	333.41375	-21.73472
     189	ESO602-003	S/IB(s)m                   	bar  	 33.8	 86	       	      	      	    	       	      	3	Simbad	334.21375	-21.25000
     190	ESO602-015	SA_B(s)b_c:                	bar  	 15.4	 72	       	      	      	    	       	      	3	Simbad	335.71000	-20.35000
     191	ESO602-030	SB(rs)d                    	bar  	  5.6	 44	   0.50	   3.2	   6.2	  30	   0.41	   3.4	1	Simbad	339.21277	-19.80702
     192	ESO602-030	SB(rs)d                    	rs   	 12.9	 79	   0.26	      	  13.5	 116	   0.09	      	1	Simbad	339.21277	-19.80702
     193	IC0163    	SB(s)d_m                   	bar  	  7.7	 71	   0.74	  11.6	   9.0	  50	   0.59	  13.6	2	Simbad	027.31243	+20.71132
     194	IC0167    	SA_B(s)cd                  	bar  	  7.9	149	   0.59	  13.5	  13.1	 163	   0.52	  16.8	2	Simbad	027.78604	+21.91244
     195	IC0210    	SB(s)dm,sp                 	bar  	 20.1	 73	       	      	      	    	       	      	3	Simbad	032.36761	-09.68004
     196	IC0223    	IA_Bm                      	bar  	 16.4	140	       	      	      	    	       	      	3	Simbad	035.50333	-20.74583
     197	IC0600    	SBm                        	bar  	  9.6	  1	       	      	      	    	       	      	3	Simbad	154.29525	-03.49833
     198	IC0718    	SB(s)m                     	bar  	  8.7	 34	   0.70	   7.6	  11.8	  58	   0.64	   9.6	1	Simbad	174.96984	+08.87449
     199	IC0719    	SA(rl)0o+                  	rl   	 11.2	 53	   0.72	      	  11.3	  63	   0.31	      	1	Simbad	175.07704	+09.00986
     200	IC0749    	SB(rs)cd                   	bar  	 17.7	 37	   0.31	  18.8	  19.8	  34	   0.38	  21.2	1	Simbad	179.64185	+42.73403
     201	IC0749    	SB(rs)cd                   	rs   	 21.0	 32	   0.24	      	  23.6	  30	   0.32	      	2	Simbad	179.64185	+42.73403
     202	IC0750    	(R':)SA(s)a                	R'   	 31.9	 39	   0.71	      	  31.9	  41	   0.33	      	3	Simbad	179.71760	+42.72240
     203	IC0755    	SBd_m,sp                   	bar  	 12.1	145	       	      	      	    	       	      	3	Simbad	180.29326	+14.10451
     204	IC0758    	(R')SB(s)dm                	bar  	 12.7	 49	   0.72	  11.4	  13.6	  55	   0.71	  12.4	1	Simbad	181.04948	+62.50536
     205	IC0758    	(R')SB(s)dm                	R'   	 49.7	153	   0.20	      	  54.8	 -47	   0.22	      	3	Simbad	181.04948	+62.50536
     206	IC0764    	SAB(s)b_c                  	bar  	 21.5	172	       	      	      	    	       	      	2	Simbad	182.55913	-29.73681
     207	IC0769    	SAB(s)_bc                  	bar  	  8.8	 12	   0.65	  14.2	   9.6	   2	   0.54	  14.5	1	Simbad	183.13466	+12.12380
     208	IC0776    	SAB(s)dm                   	bar  	  7.2	 42	   0.38	   7.9	  11.0	  17	   0.56	  12.2	2	Simbad	184.76299	+08.85615
     209	IC0796    	SA_Ba0-                    	bar  	 11.4	137	       	      	      	    	       	      	2	Simbad	187.35980	+16.40472
     210	IC0797    	SAB(s)dm:/Sph              	bar  	 10.8	143	   0.61	  10.6	  14.6	 162	   0.62	  13.9	1	Simbad	187.97813	+15.12392
     211	IC0800    	(R')SBm[0/a]               	bar  	 22.3	153	   0.78	  18.8	  22.3	 151	   0.71	  18.9	1	Simbad	188.48631	+15.35454
     212	IC0800    	(R')SBm[0/a]               	R'   	 36.3	161	   0.24	      	  37.3	 208	   0.05	      	3	Simbad	188.48631	+15.35454
     213	IC0863    	(R')SB(rs)b                	bar  	  6.3	114	   0.45	   7.2	   8.2	 123	   0.52	   9.0	1	Simbad	199.30164	-17.25451
     214	IC0863    	(R')SB(rs)b                	R'   	 15.3	 43	   0.42	      	  15.4	  36	   0.23	      	2	Simbad	199.30164	-17.25451
     215	IC0863    	(R')SB(rs)b                	rs   	  7.3	 77	   0.10	      	   9.1	 130	   0.22	      	2	Simbad	199.30164	-17.25451
     216	IC0902    	SB(s)d,sp                  	bar  	 12.4	144	       	      	      	    	       	      	2	Simbad	204.00505	+49.96072
     217	IC1014    	SB(_rs)d_m                 	bar  	 13.0	 55	   0.57	  11.0	  15.3	  38	   0.55	  13.0	1	Simbad	217.07674	+13.78022
     218	IC1014    	SB(_rs)d_m                 	_rs  	 22.9	 72	   0.26	      	  26.5	  21	   0.18	      	2	Simbad	217.07674	+13.78022
     219	IC1029    	(R')SBax(s,nd)a            	bar  	 25.8	149	       	      	      	    	       	      	2	Simbad	218.11337	+49.90477
     220	IC1029    	(R')SBax(s,nd)a            	R'   	 70.9	147	   0.84	      	  71.9	 136	   0.31	      	1	Simbad	218.11337	+49.90477
     221	IC1048    	(R')SB(s)d,sp/E(d)7        	bar  	 19.9	155	       	      	      	    	       	      	3	Simbad	220.74115	+04.89013
     222	IC1048    	(R')SB(s)d,sp/E(d)7        	R'   	 36.0	163	   0.89	      	  36.4	 172	   0.50	      	1	Simbad	220.74115	+04.89013
     223	IC1055    	(R')SA(rs,r)ab             	r    	 10.0	  6	   0.64	      	  10.1	  19	   0.11	      	1	Simbad	221.85709	-13.71612
     224	IC1055    	(R')SA(rs,r)ab             	R'   	 46.2	  4	   0.66	      	  46.2	   2	   0.16	      	1	Simbad	221.85709	-13.71612
     225	IC1055    	(R')SA(rs,r)ab             	rs   	 27.7	  3	   0.70	      	  27.8	  -1	   0.26	      	1	Simbad	221.85709	-13.71612
     226	IC1067    	SB(r,bl)a_b                	bar  	 18.7	151	   0.64	  18.3	  20.5	 159	   0.62	  20.0	1	Simbad	223.27182	+03.33176
     227	IC1067    	SB(r,bl)a_b                	bl   	 11.5	139	   0.30	      	  12.3	 161	   0.22	      	1	Simbad	223.27182	+03.33176
     228	IC1067    	SB(r,bl)a_b                	r    	 17.7	135	   0.17	      	  19.5	 181	   0.13	      	1	Simbad	223.27182	+03.33176
     229	IC1125    	SAB(s)dm                   	bar  	  7.5	  0	   0.50	   7.1	  10.0	  24	   0.48	   9.0	2	Simbad	233.27333	-01.62829
     230	IC1151    	SB(s)d                     	bar  	 13.0	 30	       	      	      	    	       	      	2	Simbad	239.63470	+17.44155
     231	IC1158    	SAB(r)cd                   	r    	  9.3	146	   0.52	      	  10.0	 170	   0.29	      	1	Simbad	240.39197	+01.70783
     232	IC1210    	S_AB(_rs)a:,pec            	_rs  	 13.1	175	   0.53	      	  14.9	 216	   0.23	      	2	Simbad	243.62580	+62.53665
     233	IC1251    	S/IA_Bm:                   	bar  	 10.4	 52	       	      	      	    	       	      	2	Simbad	257.55512	+72.41074
     234	IC1265    	SA(_rs)0/a:                	_rs  	 11.2	 80	   0.64	      	  11.2	  84	   0.33	      	1	Simbad	264.16437	+42.08827
     235	IC1438    	(R1)SABa(r'l_,nl)0/a       	bar  	 23.8	121	   0.51	  21.2	  25.3	 116	   0.51	  22.3	1	Simbad	334.12127	-21.43073
     236	IC1438    	(R1)SABa(r'l_,nl)0/a       	nl   	  4.9	132	   0.16	      	   5.2	 113	   0.16	      	1	Simbad	334.12127	-21.43073
     237	IC1438    	(R1)SABa(r'l_,nl)0/a       	R1   	 55.5	  9	   0.24	      	  56.9	 200	   0.20	      	1	Simbad	334.12127	-21.43073
     238	IC1438    	(R1)SABa(r'l_,nl)0/a       	r'l_ 	 24.0	124	   0.41	      	  25.3	 118	   0.40	      	1	Simbad	334.12127	-21.43073
     239	IC1532    	SB(s)m,sp                  	bar  	 13.5	 75	       	      	      	    	       	      	3	Simbad	002.47292	-64.37139
     240	IC1596    	SA(rs_)_bc:                	rs_  	  7.5	100	   0.33	      	  13.9	  29	   0.47	      	1	Simbad	013.67843	+21.52265
     241	IC1727    	SB(s)m                     	bar  	 60.8	131	       	      	      	    	       	      	3	Simbad	026.87454	+27.33335
     242	IC1870    	SB(s)d_m                   	bar  	 27.7	128	       	      	      	    	       	      	2	Simbad	044.47307	-02.34713
     243	IC1892    	SA_B(s)dm                  	bar  	 20.0	 13	   0.68	  23.2	  20.1	  18	   0.51	  23.5	2	Simbad	047.11454	-23.05319
     244	IC1898    	SB(s)_dm,sp                	bar  	 30.7	 70	       	      	      	    	       	      	3	Simbad	047.57946	-22.40602
     245	IC1933    	S/IB(s)m:                  	bar  	 14.5	 42	   0.63	  10.6	  15.5	  24	   0.37	  11.0	2	Simbad	051.41618	-52.78548
     246	IC1952    	(R')SB(s)cd,sp             	bar  	  6.6	172	       	      	      	    	       	      	3	Simbad	053.36117	-23.71279
     247	IC1952    	(R')SB(s)cd,sp             	R'   	 41.9	141	   0.78	      	  42.2	 151	   0.22	      	1	Simbad	053.36117	-23.71279
     248	IC1953    	SB(rs)c                    	bar  	 17.1	155	   0.74	  22.7	  20.3	 168	   0.73	  27.2	1	Simbad	053.42452	-21.47862
     249	IC1953    	SB(rs)c                    	rs   	 21.0	150	   0.08	      	  29.8	 207	   0.31	      	1	Simbad	053.42452	-21.47862
     250	IC1954    	SB(rs_)cd                  	bar  	  8.6	 88	   0.63	   5.9	  10.7	 111	   0.59	   7.5	1	Simbad	052.88080	-51.90487
     251	IC1954    	SB(rs_)cd                  	rs_  	 13.6	 77	   0.44	      	  16.2	 115	   0.30	      	3	Simbad	052.88080	-51.90487
     252	IC1959    	Sd_m:,sp                   	bar  	 49.7	149	       	      	      	    	       	      	3	Simbad	053.30240	-50.41420
     253	IC1962    	SB(s)m,sp                  	bar  	 16.8	  5	       	      	      	    	       	      	3	Simbad	053.90562	-21.29431
     254	IC1993    	(R')SA(s)ab                	R'   	 46.4	 52	   0.06	      	  49.3	 248	   0.11	      	2	Simbad	056.77015	-33.70997
     255	IC2000    	SA_Ba(rs_)d:,sp            	bar  	  5.3	 82	       	      	      	    	       	      	3	Simbad	057.28190	-48.85828
     256	IC2000    	SA_Ba(rs_)d:,sp            	rs_  	 36.7	 83	   0.81	      	  43.2	 161	   0.16	      	2	Simbad	057.28190	-48.85828
     257	IC2007    	SB(rs_)d_m                 	bar  	 12.0	 13	   0.74	   9.3	  15.1	 179	   0.75	  11.9	1	Simbad	058.84478	-28.15831
     258	IC2007    	SB(rs_)d_m                 	rs_  	 13.5	 47	   0.36	      	  14.1	   1	   0.08	      	3	Simbad	058.84478	-28.15831
     259	IC2035    	SAB(s)0-o                  	bar  	  5.1	 40	   0.24	   4.6	   5.7	  25	   0.27	   5.1	2	Simbad	062.25774	-45.51757
     260	IC2051    	SB(_rs,bl)b                	bar  	 18.2	  6	   0.47	  22.4	  29.0	 173	   0.63	  34.8	1	Simbad	058.00319	-83.83072
     261	IC2051    	SB(_rs,bl)b                	bl   	 13.6	 69	   0.37	      	  14.4	   2	   0.07	      	1	Simbad	058.00319	-83.83072
     262	IC2051    	SB(_rs,bl)b                	_rs  	 25.0	 72	   0.31	      	  29.0	 159	   0.14	      	1	Simbad	058.00319	-83.83072
     263	IC2056    	(L)SA(rs_)bc               	L    	 28.1	 46	   0.15	      	  29.7	  69	   0.14	      	1	Simbad	064.10212	-60.20678
     264	IC2056    	(L)SA(rs_)bc               	rs_  	  9.0	 29	   0.25	      	   9.1	  38	   0.17	      	2	Simbad	064.10212	-60.20678
     265	IC2361    	S_AB(rs)_bc                	rs   	 12.1	 78	   0.64	      	  12.7	 123	   0.08	      	1	Simbad	126.43547	+27.87448
     266	IC2389    	SA_B(s)d_m:,sp,pec         	bar  	  5.9	133	       	      	      	    	       	      	3	Simbad	131.99080	+73.53925
     267	IC2574    	S/IA_B(s)m                 	bar  	106.4	 50	       	      	      	    	       	      	3	Simbad	157.09842	+68.41207
     268	IC2627    	(R')SA(s)bc                	R'   	 75.1	 96	   0.14	      	  75.4	 101	   0.11	      	3	Simbad	167.47245	-23.72588
     269	IC2764    	(_RL)SA(l)0o+              	_RL  	 31.1	178	   0.21	      	  31.2	  -7	   0.08	      	1	Simbad	171.77093	-28.98019
     270	IC2764    	(_RL)SA(l)0o+              	l    	 13.0	175	   0.20	      	  13.0	 -16	   0.08	      	1	Simbad	171.77093	-28.98019
     271	IC2828    	IA_Bm                      	bar  	  6.4	 51	   0.52	   6.8	   6.5	  40	   0.24	   6.9	2	Simbad	171.79551	+08.73102
     272	IC2969    	SA(rs)d                    	rs   	 10.9	115	   0.19	      	  13.8	 167	   0.25	      	2	Simbad	178.13039	-03.87235
     273	IC2995    	SB(s)d                     	bar  	  6.8	134	       	      	      	    	       	      	2	Simbad	181.44543	-27.94012
     274	IC3021    	dSB(s)0/a:                 	bar  	  7.6	 33	   0.46	   7.3	   8.2	  46	   0.34	   7.4	2	Simbad	182.47738	+13.04998
     275	IC3033    	dSA(l)0o/Sph               	l    	 14.3	173	   0.48	      	  14.3	  -5	   0.15	      	2	Simbad	182.79146	+13.58751
     276	IC3044    	(R'L)SB(s)d/Sph            	bar  	  7.9	115	       	      	      	    	       	      	3	Simbad	183.20194	+13.97626
     277	IC3044    	(R'L)SB(s)d/Sph            	R'L  	 59.8	 69	   0.65	      	  69.6	 153	   0.14	      	1	Simbad	183.20194	+13.97626
     278	IC3059    	SAB(s)d_m                  	bar  	 17.7	 33	   0.50	  16.9	  20.4	  49	   0.42	  18.5	2	Simbad	183.72999	+13.46139
     279	IC3102    	(R'L)SAB(_rs)0/a           	bar  	 26.2	134	   0.51	  23.3	  28.8	 156	   0.28	  24.3	1	Simbad	184.35757	+06.69010
     280	IC3102    	(R'L)SAB(_rs)0/a           	R'L  	 91.2	120	   0.47	      	  91.7	 130	   0.15	      	1	Simbad	184.35757	+06.69010
     281	IC3102    	(R'L)SAB(_rs)0/a           	_rs  	 46.6	115	   0.54	      	  46.7	 112	   0.27	      	1	Simbad	184.35757	+06.69010
     282	IC3115    	SB(s)cd                    	bar  	 11.7	162	   0.73	   8.5	  12.2	 156	   0.71	   9.3	1	Simbad	184.49960	+06.65418
     283	IC3229    	SA_B(s)_dm,sp              	bar  	 12.1	 27	       	      	      	    	       	      	2	Simbad	185.71986	+06.68059
     284	IC3259    	SAB(s)d/Sph                	bar  	  9.7	 65	   0.45	   8.5	  16.0	  90	   0.51	  12.4	2	Simbad	185.95207	+07.18532
     285	IC3267    	SA(rs)0/_a                 	rs   	 19.3	118	   0.24	      	  19.3	 115	   0.18	      	1	Simbad	186.02303	+07.04125
     286	IC3298    	SA_B(s)dm,sp               	bar  	 10.1	149	       	      	      	    	       	      	3	Simbad	186.26584	+17.01509
     287	IC3322    	SA_B(s)d,sp/E7             	bar  	  8.3	151	       	      	      	    	       	      	3	Simbad	186.47551	+07.55482
     288	IC3392    	SA(rs)ab                   	rs   	 20.8	 38	   0.67	      	  20.8	  43	   0.24	      	1	Simbad	187.18032	+14.99943
     289	IC3476    	SAB(s)m                    	bar  	 11.5	178	   0.60	  11.9	  13.9	 165	   0.67	  15.2	2	Simbad	188.17393	+14.05161
     290	IC3517    	(R')SA_B(s)d_m             	bar  	 18.0	 20	   0.61	  17.3	  18.1	  13	   0.37	  17.3	2	Simbad	188.62879	+09.15412
     291	IC3517    	(R')SA_B(s)d_m             	R'   	 26.6	 23	   0.38	      	  27.2	 -30	   0.04	      	1	Simbad	188.62879	+09.15412
     292	IC3521    	IB(s)m/Sph,pec             	bar  	  9.4	 26	   0.87	  14.8	   9.7	  31	   0.84	  15.2	2	Simbad	188.66465	+07.16019
     293	IC3576    	SA_B(s)m                   	bar  	 13.8	 31	   0.59	  10.8	  13.9	  28	   0.43	  10.8	2	Simbad	189.15698	+06.62089
     294	IC3583    	IA_B(s)m                   	bar  	 25.1	170	       	      	      	    	       	      	2	Simbad	189.18149	+13.25915
     295	IC3611    	SB(s)m:/Sph                	bar  	  7.5	138	       	      	      	    	       	      	2	Simbad	189.76666	+13.36380
     296	IC3742    	SA_B(s)dm                  	bar  	 20.4	 45	   0.80	  16.7	  20.5	  42	   0.68	  16.7	2	Simbad	191.38014	+13.32905
     297	IC3806    	SA(r)0+                    	r    	 12.6	  0	   0.70	      	  12.8	 190	   0.31	      	1	Simbad	192.23090	+14.90766
     298	IC3881    	SAB(s)dm,sp                	bar  	 13.2	 17	       	      	      	    	       	      	3	Simbad	193.70287	+19.17835
     299	IC4213    	SB(s)d_m,sp                	bar  	 21.3	172	       	      	      	    	       	      	3	Simbad	198.04674	+35.66965
     300	IC4214    	(R1)SA(_rs,nr,nb)0/a       	nr   	  6.6	162	   0.34	      	   6.9	 127	   0.12	      	1	Simbad	199.42782	-32.10171
     301	IC4214    	(R1)SA(_rs,nr,nb)0/a       	R1   	 64.4	  3	   0.43	      	  67.3	 202	   0.23	      	1	Simbad	199.42782	-32.10171
     302	IC4214    	(R1)SA(_rs,nr,nb)0/a       	_rs  	 26.0	165	   0.51	      	  26.3	 157	   0.30	      	1	Simbad	199.42782	-32.10171
     303	IC4216    	SB(rs)d                    	bar  	 12.5	 44	       	      	      	    	       	      	2	Simbad	199.25784	-10.77003
     304	IC4216    	SB(rs)d                    	rs   	 13.0	 45	   0.53	      	  15.9	  -9	   0.25	      	2	Simbad	199.25784	-10.77003
     305	IC4221    	SB(rs)_dm                  	bar  	  8.3	144	   0.62	   8.0	  10.6	 120	   0.52	   9.8	1	Simbad	199.62645	-14.60886
     306	IC4221    	SB(rs)_dm                  	rs   	  9.7	154	   0.23	      	  14.6	  91	   0.36	      	1	Simbad	199.62645	-14.60886
     307	IC4237    	SB(r)b                     	bar  	 14.5	117	   0.71	  14.8	  15.9	 106	   0.65	  16.2	1	Simbad	201.13643	-21.13693
     308	IC4237    	SB(r)b                     	r    	 16.6	153	   0.31	      	  17.9	 193	   0.13	      	1	Simbad	201.13643	-21.13693
     309	IC4263    	SB(s)d,sp                  	bar  	 10.9	 94	       	      	      	    	       	      	2	Simbad	202.13971	+46.92730
     310	IC4407    	SB(s)m                     	bar  	 16.7	  3	   0.67	  15.7	  16.7	   1	   0.38	  15.8	1	Simbad	215.90373	-05.98328
     311	IC4468    	SA_B(rs_)bc                	bar  	 13.3	170	       	      	      	    	       	      	2	Simbad	219.61139	-22.36763
     312	IC4468    	SA_B(rs_)bc                	rs_  	 16.2	151	   0.66	      	  16.7	 120	   0.11	      	3	Simbad	219.61139	-22.36763
     313	IC4536    	SB(rs)d                    	bar  	 18.0	168	   0.71	  12.8	  18.4	 164	   0.68	  13.1	1	Simbad	228.32100	-18.13669
     314	IC4536    	SB(rs)d                    	rs   	 19.4	176	   0.12	      	  20.3	 -50	   0.07	      	2	Simbad	228.32100	-18.13669
     315	IC4901    	SB(r)b_c                   	bar  	 13.2	119	   0.57	  11.9	  13.2	 116	   0.39	  12.0	1	Simbad	298.59816	-58.71362
     316	IC4901    	SB(r)b_c                   	r    	 13.6	161	   0.25	      	  17.5	 192	   0.35	      	1	Simbad	298.59816	-58.71362
     317	IC4951    	SB(s)d_m:,sp/E(d)8         	bar  	 27.0	174	       	      	      	    	       	      	3	Simbad	302.38000	-61.84639
     318	IC4986    	SA_B(s)dm:                 	bar  	 15.9	 26	       	      	      	    	       	      	3	Simbad	304.29864	-55.03644
     319	IC5007    	(R'2)SB(s)dm               	bar  	 12.8	 23	       	      	      	    	       	      	1	Simbad	310.89381	-29.70378
     320	IC5007    	(R'2)SB(s)dm               	R2'  	 43.1	 30	   0.35	      	  44.5	  70	   0.07	      	2	Simbad	310.89381	-29.70378
     321	IC5039    	SAB(rs_)c_d                	bar  	  8.7	135	       	      	      	    	       	      	3	Simbad	310.80975	-29.85340
     322	IC5039    	SAB(rs_)c_d                	rs_  	  9.4	156	   0.42	      	  16.0	 242	   0.42	      	2	Simbad	310.80975	-29.85340
