#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-08-28T05:30:12 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-08-28T05:30:12	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/A%2BA/587/A160/tablea1&-out.all=1&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_35870160
#Name: J/A+A/587/A160
#Title: 3.6um S4G Galactic bars characterization (Diaz-Garcia+, 2016)
#INFO	ivoid=ivo://cds.vizier/j/a+a/587/a160	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/587/a160	    IVOID of underlying data collection
#INFO	creator=Diaz-Garcia S.	    First author or institution
#INFO	cites=bibcode:2016A&A...587A.160D	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2016	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/587/A160	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.35870160	    Dataset identifier that can be used for citation
#INFO	publication_date=2018-01-08	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	J2000_2000.000:	eq_FK5 J2000
#Table	J_A_A_587_A160_tablea1:
#Name: J/A+A/587/A160/tablea1
#Title: Fundamental properties of S4G galaxies: distance, mass distribution, velocities and stellar disk
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	rfp	(A3)	Display the Radial force profiles of this galaxy	[ucd=meta.ref.url]
#Column	rcdm	(A4)	Display the Rotation curve decomposition model of this galaxy	[ucd=meta.ref.url]
#Column	Galaxy	(a10)	Galaxy identification	[ucd=meta.id;src.class.starGalaxy;meta.main]
#Column	M*	(I12)	? Total stellar mass	[ucd=phys.mass]
#Column	Dist	(F7.3)	Distance to the galaxy	[ucd=pos.distance]
#Column	hz	(F6.3)	Disk scale-height	[ucd=phys.angSize;src]
#Column	e_hz1	(F7.3)	[] Uncertainty on the disk scale-height associated with a thicker disk in de Grijs/Speltincx relation	[ucd=stat.error]
#Column	e_hz2	(F7.3)	[] Uncertainty on the disk scale-height associated with a thinner disk in de Grijs/Speltincx relation	[ucd=stat.error]
#Column	Ropt	(F8.3)	? Estimated optical radius	[ucd=phys.angSize;em.opt]
#Column	VHI	(F8.3)	? Inclination-corrected HI maximum velocity	[ucd=spect.dopplerVeloc]
#Column	V36max	(F8.3)	? Maximum of the stellar contribution to the rotation curve	[ucd=phys.veloc.rotat]
#Column	e_V36max1	(F7.3)	[] Uncertainty on the maximum of the stellar contribution to the rotation curve associated with a thicker disk in de Grijs/Speltincx relation	[ucd=stat.error]
#Column	e_V36max2	(F6.3)	[] Uncertainty on the maximum of the stellar contribution to the rotation curve associated with a thinner disk in de Grijs/Speltincx relation	[ucd=stat.error]
#Column	V36maxRad	(F8.3)	? Radius of maximum velocity of the stellar component of the rotation curve	[ucd=phys.angSize]
#Column	e_V36maxRad1	(F8.3)	[]? Uncertainty on the radius of maximum velocity of the stellar component of the rotation curve associated with a thicker disk in de Grijs/Speltincx relation	[ucd=stat.error]
#Column	e_V36maxRad2	(F8.3)	[]? Uncertainty on the radius of maximum velocity of the stellar component of the rotation curve associated with a thinner disk in de Grijs/Speltincx relation	[ucd=stat.error]
#Column	V36Ropt	(F8.3)	? The stellar contribution to the rotation curve evaluated at the optical radius	[ucd=phys.veloc.rotat]
#Column	e_V36Ropt1	(F8.3)	[]? Uncertainty on the stellar contribution to the rotation curve evaluated at the optical radius associated with a thicker disk in de Grijs/Speltincx relation	[ucd=stat.error]
#Column	e_V36Ropt2	(F8.3)	[]? Uncertainty on the stellar contribution to the rotation curve evaluated at the optical radius associated with a thinner disk in de Grijs/Speltincx relation	[ucd=stat.error]
#Column	dRV36	(F8.3)	? Inner slope of the stellar component of the rotation curve	[ucd=arith.grad;phys.veloc]
#Column	e_dRV361	(F8.3)	[]? Uncertainty on the inner slope of the stellar component of the rotation curve associated with a thicker disk in de Grijs/Speltincx relation	[ucd=stat.error]
#Column	e_dRV362	(F8.3)	[]? Uncertainty on the inner slope of the stellar component of the rotation curve associated with a thinner disk in de Grijs/Speltincx relation	[ucd=stat.error]
#Column	ahalo	(F8.3)	? Halo core radius	[ucd=phys.size.radius]
#Column	Vinfhalo	(F8.3)	? Halo velocity amplitude, corrected to match the HI maximum velocity	[ucd=phys.veloc.dispersion]
#Column	Mh/M*	(F8.3)	? Stellar-to-halo mass ratio within the optical radius	[ucd=phys.mass;arith.ratio]
#Column	bar	(A1)	indicates bar informations in tables A2 and/or A3	[ucd=meta.ref.url]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
#Column	_RA	(F9.5)	Right Ascension (J2000) from SIMBAD (not part of the original data)	[ucd=pos.eq.ra;meta.main]
#Column	_DE	(F9.5)	Declination (J2000) from SIMBAD (not part of the original data)	[ucd=pos.eq.dec;meta.main]
recno	rfp	rcdm	Galaxy	M*	Dist	hz	e_hz1	e_hz2	Ropt	VHI	V36max	e_V36max1	e_V36max2	V36maxRad	e_V36maxRad1	e_V36maxRad2	V36Ropt	e_V36Ropt1	e_V36Ropt2	dRV36	e_dRV361	e_dRV362	ahalo	Vinfhalo	Mh/M*	bar	Simbad	_RA	_DE
     395	rfp	rcdm	NGC2743   	 12302699520	 41.625	 1.203	  0.962	 -0.301	  34.710	 104.157	 100.096	 -2.447	 0.813	  27.750	   1.500	   0.000	  95.410	  -1.616	   0.503	 110.161	 -19.250	   9.590	   8.260	  63.142	   0.257	*	Simbad	136.22500	+25.00405
     396	rfp	rcdm	NGC2750   	 33573799936	 38.400	 4.666	  3.110	 -1.333	  75.352	 148.320	 128.860	 -5.480	13.361	   6.750	  54.000	  -1.500	 118.312	  -2.816	   1.186	 346.380	 -67.120	  49.850	  20.882	 159.087	   0.767	*	Simbad	136.44955	+25.43736
     397	rfp	rcdm	NGC2775   	 74130997248	 17.000	 9.720	  9.720	 -4.860	 220.500	 328.400	 202.597	-16.447	10.682	  57.750	   6.000	  -4.500	 147.511	  -3.766	   2.179	 226.976	 -43.450	  35.910	  25.756	 504.362	   5.309	 	Simbad	137.58380	+07.03792
     398	rfp	rcdm	NGC2776   	 23988299776	 27.560	 1.595	  1.276	 -0.399	  45.792	 376.189	 147.588	 -4.744	 1.625	  27.750	   0.000	   0.000	 139.770	  -2.264	   0.712	 260.365	 -37.590	  16.870	   7.372	 546.933	   8.378	 	Simbad	138.06055	+44.95489
     399	rfp	rcdm	NGC2780   	 20796999680	 55.550	 2.396	  7.188	 -0.479	  33.841	 178.742	 126.179	-20.649	 2.018	  24.750	   1.500	   0.000	 113.135	 -12.696	   0.915	 100.727	 -40.570	   7.540	  10.911	 215.821	   2.007	*	Simbad	138.18486	+34.92551
     400	rfp	rcdm	NGC2782   	 19054600192	 23.380	 4.460	  4.460	 -2.230	  91.521	 149.528	 182.990	-27.811	27.165	   9.750	   3.000	  -1.500	 108.252	  -1.610	   0.576	 685.476	-178.970	 214.930	        	        	   1.218	 	Simbad	138.52133	+40.11380
     401	rfp	rcdm	NGC2787   	 16788100096	 10.240	 7.009	 21.028	 -1.402	 102.378	 200.696	 161.549	-38.672	 5.797	  20.250	  36.000	   0.000	 124.189	 -11.434	   0.743	 637.699	-277.960	  52.090	   6.639	 258.355	   2.162	*	Simbad	139.82724	+69.20340
     402	rfp	rcdm	NGC2793   	  3341949952	 26.300	 1.580	  1.580	 -0.790	  43.849	 106.603	  72.165	 -3.484	 2.082	  27.750	   1.500	   0.000	  59.319	  -1.052	   0.480	        	        	        	   6.155	 122.552	   2.992	 	Simbad	139.19279	+34.43167
     403	rfp	rcdm	NGC2798   	 21183600640	 25.660	 4.137	 12.410	 -0.827	  49.387	 176.582	 211.680	-61.943	11.354	   8.250	  10.500	  -1.500	 139.055	 -13.384	   0.743	 661.833	-299.820	  60.790	        	        	   0.822	*	Simbad	139.34564	+41.99971
     404	rfp	rcdm	NGC2805   	 24660400128	 27.820	 5.368	  4.295	 -1.342	 161.555	  76.443	  82.404	 -2.050	 0.719	 134.250	   1.500	   0.000	  77.876	  -1.206	   0.358	  62.944	 -10.200	   4.740	        	        	        	*	Simbad	140.08502	+64.10277
     405	rfp	rcdm	NGC2841   	137088000000	 16.778	13.838	 41.515	 -2.768	 180.081	 333.153	 223.168	-33.831	 3.037	 125.250	  16.500	  -1.500	 209.632	 -24.099	   1.808	 178.655	 -65.820	   9.250	  24.830	 507.325	   2.047	 	Simbad	140.51106	+50.97648
     406	rfp	rcdm	NGC2844   	 22751000576	 37.880	 4.254	 12.761	 -0.851	  54.472	 189.588	 146.373	-38.712	 5.357	  12.750	   7.500	   0.000	 102.036	  -9.761	   0.608	 287.205	-130.320	  25.750	  12.571	 255.540	   3.291	 	Simbad	140.45010	+40.15122
     407	rfp	rcdm	NGC2854   	 15031400448	 33.700	 3.160	  3.160	 -1.580	  29.233	 153.891	 136.711	-14.410	10.657	  14.250	  10.500	   0.000	 126.049	  -7.330	   4.025	 274.329	 -69.420	  80.130	   5.502	 133.908	   0.658	*	Simbad	141.01315	+49.20435
     408	rfp	rcdm	NGC2859   	 76207898624	 27.333	14.698	 44.095	 -2.940	 165.000	 249.431	 180.418	-52.697	 9.633	  21.750	  30.000	  -1.500	 132.405	 -17.050	   1.386	 286.210	-133.440	  27.610	  31.578	 426.751	   3.420	*	Simbad	141.07729	+34.51338
     409	rfp	rcdm	NGC2882   	 20606300160	 37.933	 2.339	  1.559	 -0.668	  39.876	 146.305	 134.001	 -5.317	 2.722	  27.750	   1.500	   0.000	 123.164	  -2.875	   1.236	 202.427	 -35.270	  24.240	   9.230	 126.376	   0.552	 	Simbad	141.65051	+07.95455
     410	rfp	rcdm	NGC2893   	  8109620224	 26.800	 2.305	  6.914	 -0.461	  29.433	 231.494	 150.495	-42.692	 7.889	   5.250	   7.500	   0.000	 103.456	 -10.229	   0.652	 381.636	-116.790	  13.700	   3.643	 286.670	   5.376	*	Simbad	142.57062	+29.53999
     411	rfp	rcdm	NGC2894   	 50118701056	 42.300	 4.240	  4.240	 -2.120	 109.351	 221.890	 185.843	-21.765	20.189	  12.750	   6.000	  -3.000	 110.419	  -1.255	   0.510	 289.843	 -71.540	  80.450	  35.395	 344.219	   4.077	*	Simbad	142.37604	+07.71882
     412	rfp	rcdm	NGC2903   	 46238101504	  9.058	10.857	  7.238	 -3.102	 175.636	 211.175	 190.378	 -8.521	 4.264	  99.750	   4.500	   0.000	 175.267	  -3.941	   1.689	 269.661	 -33.800	  19.010	  12.033	 216.485	   0.606	*	Simbad	143.04213	+21.50083
     413	rfp	rcdm	NGC2906   	 43351101440	 38.400	 2.341	  1.560	 -0.669	  38.017	 216.045	 184.598	 -6.504	 3.239	  29.250	   1.500	   0.000	 174.557	  -4.221	   1.836	 323.375	 -54.900	  37.050	   9.523	 211.521	   0.714	 	Simbad	143.02603	+08.44191
     414	rfp	rcdm	NGC2938   	  6729769984	 46.000	 1.547	  1.238	 -0.387	  46.516	 126.613	  70.353	 -1.732	 0.580	  36.750	   0.000	   0.000	  65.425	  -0.914	   0.271	  36.528	  -5.630	   2.760	  11.742	 162.141	   3.683	*	Simbad	144.59907	+76.31962
     415	rfp	rcdm	NGC2962   	 51999600640	 33.893	 6.845	 20.534	 -1.369	  92.833	 257.570	 160.923	-36.339	 3.855	  32.250	   4.500	  -1.500	 126.348	 -12.746	   0.859	 255.365	-112.980	  21.320	  20.291	 374.719	   4.234	*	Simbad	145.22461	+05.16582
     416	rfp	rcdm	NGC2964   	 28118999040	 21.191	 3.505	  2.337	 -1.002	  57.352	 167.780	 178.933	 -7.797	 3.949	  39.750	   0.000	  -1.500	 158.487	  -3.368	   1.395	 620.311	-119.390	  87.500	        	        	   0.162	*	Simbad	145.72605	+31.84721
     417	rfp	rcdm	NGC2966   	 12560300032	 25.850	 5.080	 15.239	 -1.016	  69.378	 181.377	 146.031	-54.218	 9.456	   6.750	  12.000	  -1.500	  91.619	  -8.513	   0.521	 506.090	-228.890	  46.710	   9.354	 229.056	   3.917	 	Simbad	145.54785	+04.67315
     418	rfp	rcdm	NGC2967   	 36812898304	 30.900	 1.656	  1.324	 -0.414	  48.183	 221.902	 178.741	 -4.670	 1.531	  35.250	   0.000	   0.000	 171.226	  -3.048	   0.972	 203.144	 -31.160	  14.390	  11.101	 255.818	   0.912	 	Simbad	145.51388	+00.33648
     419	rfp	rcdm	NGC2968   	 12705699840	 13.890	 7.282	 21.845	 -1.456	  94.541	  67.539	 127.176	-31.771	 4.664	  20.250	  19.500	  -1.500	  92.787	  -9.007	   0.583	 437.795	-193.840	  36.870	        	        	        	*	Simbad	145.80005	+31.92884
     420	rfp	rcdm	NGC2974   	 59020099584	 24.730	 8.379	 25.137	 -1.676	 107.529	 147.488	 213.596	-49.064	 8.200	  21.750	  25.500	  -1.500	 165.847	 -16.722	   1.078	 345.602	-152.480	  29.020	        	        	        	 	Simbad	145.63861	-03.69912
     421	rfp	rcdm	NGC2976   	  1874989952	  3.611	 6.152	  4.921	 -1.538	 191.721	  65.333	  75.334	 -3.341	 1.215	  90.750	   3.000	   0.000	  56.312	  -0.555	   0.153	        	        	        	        	        	   0.464	*	Simbad	146.81441	+67.91638
     422	rfp	rcdm	NGC2978   	 67297701888	 85.375	 1.387	  0.925	 -0.396	  22.793	 212.528	 201.960	 -6.278	 2.922	  20.250	   0.000	   0.000	 196.692	  -4.898	   2.193	 170.039	 -25.820	  17.490	  15.834	 152.550	   0.225	 	Simbad	145.81981	-09.74565
     423	rfp	rcdm	NGC2985   	 71779401728	 21.500	 7.610	  7.610	 -3.805	 234.841	 247.071	 203.857	-19.988	13.686	  33.750	   4.500	  -3.000	 123.329	  -1.291	   0.559	 269.587	 -54.900	  49.250	  42.402	 410.336	   4.043	 	Simbad	147.59264	+72.27865
     424	rfp	rcdm	NGC3018   	  2851020032	 25.889	 2.350	  2.350	 -1.175	  43.160	  84.579	  68.331	 -4.677	 3.018	  18.750	   3.000	   0.000	  55.716	  -1.303	   0.563	 110.243	 -20.690	  20.530	   5.820	  84.434	   1.750	 	Simbad	147.42265	+00.62121
     425	rfp	rcdm	NGC3020   	  6622170112	 28.450	 2.324	  1.859	 -0.581	  66.979	 117.299	  69.232	 -2.498	 0.871	  38.250	   0.000	   0.000	  59.039	  -0.473	   0.110	  49.002	  -6.560	   2.990	   9.798	 147.884	   3.955	*	Simbad	147.52750	+12.81360
     426	rfp	rcdm	NGC3021   	 21330499584	 27.288	 1.743	  1.162	 -0.498	  29.675	 171.752	 180.737	 -6.011	 2.901	  24.750	   1.500	   0.000	 175.796	  -4.710	   2.124	 407.729	 -69.160	  47.290	        	        	        	 	Simbad	147.73797	+33.55347
     427	rfp	rcdm	NGC3023   	  7144960000	 31.460	 2.909	  2.327	 -0.727	  83.941	  71.992	  75.348	 -2.056	 0.711	  56.250	   0.000	  -9.000	  67.529	  -1.049	   0.322	  50.214	  -7.750	   3.720	        	        	   0.183	 	Simbad	147.46932	+00.61788
     428	rfp	rcdm	NGC3031   	 60255899648	  3.692	37.718	113.153	 -7.544	 490.145	 229.564	 196.074	-38.926	 5.033	 150.750	 145.500	  -6.000	 172.863	 -19.222	   1.418	 275.942	-101.620	  14.200	  13.552	 277.171	   1.025	 	Simbad	148.88822	+69.06529
     429	rfp	rcdm	NGC3032   	  9817469952	 22.860	 3.203	  9.609	 -0.641	  34.998	 119.582	 135.539	-34.170	 6.497	   8.250	  13.500	  -1.500	 107.747	 -12.332	   0.833	 697.541	-321.190	  65.800	        	        	   0.311	 	Simbad	148.03412	+29.23628
     430	rfp	rcdm	NGC3041   	 27352700928	 26.350	 5.973	  3.982	 -1.707	 103.983	 170.747	 116.112	 -4.244	 2.042	  72.750	   1.500	   0.000	 109.680	  -2.652	   1.163	 106.424	 -17.340	  11.490	  17.664	 216.974	   1.910	 	Simbad	148.27977	+16.67769
     431	rfp	rcdm	NGC3049   	 13551899648	 30.775	 4.698	  3.132	 -1.342	  75.164	 124.807	  89.094	 -3.001	 4.822	  56.250	   0.000	 -43.500	  82.190	  -1.854	   0.788	 198.773	 -37.820	  27.240	  12.111	 137.383	   1.752	*	Simbad	148.70688	+09.27164
     432	rfp	rcdm	NGC3055   	 22284300288	 31.614	 1.609	  1.287	 -0.402	  46.465	 157.505	 136.302	 -3.365	 1.102	  33.750	   0.000	   0.000	 129.777	  -2.008	   0.610	 332.042	 -55.660	  26.290	   9.058	 144.990	   0.635	*	Simbad	148.82520	+04.27008
     433	rfp	rcdm	NGC3057   	  3349649920	 25.700	 2.399	  1.919	 -0.600	  70.105	  84.555	  49.893	 -1.397	 0.508	  48.750	   1.500	  -1.500	  47.223	  -0.767	   0.238	  39.346	  -6.460	   3.140	   9.343	 102.859	   2.960	 	Simbad	151.41377	+80.28567
     434	rfp	rcdm	NGC3061   	 23227400192	 55.100	 3.138	  2.092	 -0.897	  53.933	 179.165	 103.643	 -3.219	 1.497	  45.750	   1.500	   0.000	 100.466	  -2.567	   1.130	  91.865	 -17.270	  12.410	  21.512	 268.631	   2.925	*	Simbad	149.05025	+75.86655
     435	rfp	rcdm	NGC3065   	 36307800064	 34.033	 3.951	 11.852	 -0.790	  56.520	 348.807	 197.796	-58.622	 9.411	   8.250	   6.000	   0.000	 135.811	 -12.310	   0.754	 650.728	-303.590	  63.580	  15.519	 625.653	   7.509	 	Simbad	150.48044	+72.17029
     436	rfp	rcdm	NGC3066   	 12852899840	 32.400	 1.609	  1.073	 -0.460	  27.121	 178.230	 146.952	 -6.006	 2.886	  17.250	   0.000	   0.000	 131.087	  -2.674	   1.139	 293.088	 -23.160	  11.040	   4.890	 180.916	   1.139	*	Simbad	150.54544	+72.12526
     437	rfp	rcdm	NGC3073   	  4355120128	 23.200	 5.205	 15.614	 -1.041	  67.147	 162.645	  67.671	-17.809	 2.528	  14.250	  13.500	  -1.500	  50.190	  -4.928	   0.309	 219.141	-102.070	  21.120	   6.517	 204.810	  12.749	 	Simbad	150.21684	+55.61894
     438	rfp	rcdm	NGC3077   	  2269860096	  3.557	10.920	 10.920	 -5.460	 235.140	  37.929	  73.475	 -5.097	 3.567	  69.750	  22.500	  -6.000	  57.439	  -1.068	   0.452	 375.677	 -75.940	  67.440	        	        	        	 	Simbad	150.82947	+68.73396
     439	rfp	rcdm	NGC3094   	 17701099520	 39.220	 2.490	  2.490	 -1.245	  55.522	 268.220	        	  0.000	 0.000	        	        	        	        	        	        	 798.143	-137.150	 117.500	        	        	        	 	Simbad	150.35799	+15.76994
     440	rfp	rcdm	NGC3104   	   486408000	  9.400	 3.673	  2.938	 -0.918	 117.573	  61.856	  26.185	 -0.629	 0.222	 125.250	   0.000	   0.000	  25.654	  -0.467	   0.142	        	        	        	   3.894	  72.989	   6.459	 	Simbad	150.98787	+40.75597
     441	rfp	rcdm	NGC3115   	 71614300160	 10.172	16.460	 16.460	 -8.230	 215.250	 119.005	 232.607	-32.834	30.176	  33.750	  15.000	  -7.500	 170.822	  -7.154	   4.196	 593.735	-144.280	 157.210	        	        	        	 	Simbad	151.30824	-07.71858
     442	rfp	rcdm	NGC3147   	259417997312	 41.500	 4.587	  3.058	 -1.311	  72.566	 333.225	 311.804	-10.985	 5.406	  50.250	   0.000	 -15.000	 285.833	  -5.794	   2.380	 282.811	 -37.120	  21.410	  29.250	 379.942	   0.482	*	Simbad	154.22347	+73.40065
     443	rfp	rcdm	NGC3153   	 12618300416	 39.600	 1.729	  1.383	 -0.432	  50.776	 127.496	  86.379	 -1.806	 0.586	  42.750	   0.000	 -13.500	  84.441	  -1.447	   0.452	  57.365	  -8.520	   4.040	  11.858	 151.055	   1.717	 	Simbad	153.21043	+12.66669
     444	rfp	rcdm	NGC3155   	 14825199616	 51.400	 1.608	  1.072	 -0.459	  26.269	 147.137	 111.291	 -3.927	 1.861	  21.750	   0.000	  -1.500	 104.643	  -2.511	   1.097	 108.296	 -17.270	  11.630	   8.309	 166.763	   1.311	*	Simbad	154.41615	+74.34736
     445	rfp	rcdm	NGC3162   	 19364200448	 26.660	 3.316	  2.211	 -0.948	  53.207	 156.803	 127.286	 -5.121	 2.466	  36.750	   1.500	   0.000	 115.746	  -2.453	   1.016	 241.998	 -41.320	  27.810	   9.308	 177.365	   1.121	 	Simbad	153.38155	+22.73757
     446	rfp	rcdm	NGC3165   	   899499008	 18.514	 1.512	  1.210	 -0.378	  44.587	  71.720	  39.642	 -1.939	 1.161	  33.750	   1.500	   0.000	  37.138	  -1.202	   0.602	  35.099	  -7.010	   7.410	   3.276	  79.454	   3.662	 	Simbad	153.38083	+03.37550
     447	rfp	rcdm	NGC3166   	 79067799552	 22.000	 9.830	 29.491	 -1.966	 122.736	 234.827	 237.341	-61.248	11.713	  18.750	  24.000	  -4.500	 168.231	 -16.859	   1.090	 561.329	-258.750	  52.480	        	        	   1.273	*	Simbad	153.44031	+03.42467
     448	rfp	rcdm	NGC3169   	 71285301248	 19.114	 8.570	  8.570	 -4.285	 195.301	 351.412	 236.211	-33.418	32.043	  17.250	   9.000	  -3.000	 140.788	  -2.419	   1.084	 670.023	-172.230	 200.940	  34.755	 680.604	   7.018	 	Simbad	153.56291	+03.46612
     449	rfp	rcdm	NGC3177   	 17100099584	 24.460	 1.935	  1.290	 -0.553	  32.314	 169.318	 225.014	-16.435	 9.187	   9.750	   1.500	   0.000	 154.987	  -2.311	   0.894	 826.235	-148.470	 104.850	        	        	   0.260	 	Simbad	154.14233	+21.12287
     450	rfp	rcdm	NGC3182   	 23659200512	 29.583	 3.330	  3.330	 -1.665	  85.889	 221.738	 133.967	-12.796	11.699	  14.250	   4.500	  -4.500	  88.306	  -1.291	   0.591	 332.735	 -77.810	  82.070	  14.554	 308.819	   7.118	 	Simbad	154.88756	+58.20582
     451	rfp	rcdm	NGC3184   	 26607300608	 11.954	11.744	  7.829	 -3.355	 195.838	 222.644	 124.212	 -4.934	 2.511	 134.250	  10.500	   0.000	 115.014	  -2.780	   1.188	  97.120	 -13.070	   7.570	  15.269	 319.340	   3.686	 	Simbad	154.57077	+41.42438
     452	rfp	rcdm	NGC3185   	 16405900288	 24.725	 4.444	 13.331	 -0.889	  59.635	 173.609	 122.632	-19.437	 1.870	  44.250	   3.000	   0.000	 110.827	 -12.337	   0.870	 419.241	-195.020	  40.400	   7.669	 196.309	   1.951	*	Simbad	154.41077	+21.68828
     453	rfp	rcdm	NGC3190   	 78162698240	 23.633	 9.380	  9.380	 -4.690	 160.262	 268.970	 241.886	-30.583	23.545	  27.750	   4.500	  -4.500	 143.045	  -2.875	   1.166	 377.275	 -87.750	  90.240	  21.693	 331.922	   3.402	*	Simbad	154.52351	+21.83194
     454	rfp	rcdm	NGC3206   	  4036450048	 20.725	 2.631	  2.105	 -0.658	  75.782	 121.337	  59.145	 -1.478	 0.503	  66.750	   0.000	  -1.500	  57.443	  -1.192	   0.386	  81.358	 -13.890	   6.790	   6.930	 144.433	   4.645	 	Simbad	155.44826	+56.93041
     455	rfp	rcdm	NGC3213   	  6776419840	 32.025	 1.081	  0.864	 -0.270	  32.619	 108.678	  96.708	 -2.737	 0.923	  24.750	   0.000	   0.000	  89.824	  -1.526	   0.476	 129.123	 -20.380	  10.100	   5.017	  86.113	   0.622	 	Simbad	155.32213	+19.65168
     456	rfp	rcdm	NGC3220   	  1047129984	 16.556	 2.280	  2.280	 -1.140	  37.238	  94.376	  42.786	 -1.630	 0.596	  23.250	   1.500	   0.000	  39.067	  -0.790	   0.243	  59.368	  -8.590	   4.200	   2.382	 110.372	   6.489	 	Simbad	155.93443	+57.02711
     457	rfp	rcdm	NGC3225   	 11587800064	 39.529	 1.458	  1.166	 -0.364	  43.243	 148.950	  90.794	 -2.871	 1.056	  27.750	   0.000	  -1.500	  85.287	  -1.443	   0.457	  85.225	 -13.390	   6.360	   9.354	 185.105	   2.751	 	Simbad	156.29137	+58.15002
     458	rfp	rcdm	NGC3227   	 47315099648	 20.850	 9.260	  9.260	 -4.630	 213.000	 143.040	 196.050	-36.984	47.721	   6.750	  57.000	   0.000	 152.223	  -6.061	   4.030	 885.876	-238.140	 303.790	        	        	        	 	Simbad	155.87737	+19.86508
     459	rfp	rcdm	NGC3239   	  1199500032	  8.100	 4.640	  4.640	 -2.320	 150.000	  81.208	  45.751	 -2.001	 1.214	  81.750	   0.000	  -1.500	  42.065	  -1.270	   0.776	  31.932	  -2.950	   2.110	   5.495	  94.871	   3.659	 	Simbad	156.27600	+17.16050
     460	rfp	rcdm	NGC3246   	  7585780224	 33.700	 1.837	  1.469	 -0.459	  53.769	 124.564	  71.100	 -1.707	 0.564	  41.250	   1.500	   0.000	  67.083	  -1.009	   0.306	  64.680	 -10.380	   5.010	   9.026	 151.071	   3.285	*	Simbad	156.67402	+03.86211
     461	rfp	rcdm	NGC3248   	 11641299968	 22.803	 3.550	  3.550	 -1.775	  89.724	        	 115.487	-12.983	15.350	   9.750	  12.000	  -3.000	  74.446	  -1.143	   0.509	 456.471	-116.050	 135.130	        	        	        	 	Simbad	156.93927	+22.84717
     462	rfp	rcdm	NGC3259   	 14288900096	 34.382	 2.248	  1.499	 -0.642	  35.623	 143.291	 122.650	 -5.971	 2.929	  20.250	   1.500	   0.000	 109.216	  -2.540	   1.099	 157.512	 -27.230	  18.750	   7.008	 143.845	   0.968	 	Simbad	158.14507	+65.04105
     463	rfp	rcdm	NGC3264   	  1452109952	 20.720	 2.748	  2.198	 -0.687	  82.691	  76.967	  38.919	 -0.931	 0.313	  66.750	   0.000	   0.000	  36.783	  -0.545	   0.164	  23.363	  -2.890	   1.300	  11.349	  35.035	   4.533	 	Simbad	158.08242	+56.08347
     464	rfp	rcdm	NGC3266   	 13031700480	 28.003	 2.990	  2.990	 -1.495	  39.325	 348.897	 137.601	-19.592	17.778	   8.250	   1.500	  -1.500	 103.198	  -3.662	   1.761	 477.368	-119.840	 139.460	   5.616	 480.912	  13.995	*	Simbad	158.32342	+64.74941
     465	rfp	rcdm	NGC3274   	  1137629952	 13.129	 1.501	  1.200	 -0.375	  43.382	  88.188	  50.510	 -1.586	 0.547	  26.250	   1.500	   0.000	  47.781	  -0.813	   0.253	 118.556	 -18.830	   9.110	   2.467	  99.945	   3.229	 	Simbad	158.07200	+27.66877
     466	rfp	rcdm	NGC3277   	 23713699840	 25.000	 4.608	 13.824	 -0.922	  36.832	 207.609	 154.284	-37.503	 4.859	  17.250	   7.500	  -1.500	 134.722	 -20.602	   1.582	 396.765	-172.550	  31.790	   5.685	 255.615	   1.845	 	Simbad	158.23108	+28.51173
     467	rfp	rcdm	NGC3287   	  7655960064	 22.100	 2.172	  1.737	 -0.543	  65.560	 105.101	  87.920	 -2.371	 0.796	  48.750	   0.000	   0.000	  81.681	  -1.319	   0.411	  90.020	 -13.860	   6.530	   7.389	  95.845	   0.880	*	Simbad	158.69711	+21.64833
     468	rfp	rcdm	NGC3294   	 55462600704	 29.829	 4.302	  2.868	 -1.229	  73.538	 231.566	 180.920	 -6.681	 3.492	  50.250	   9.000	   0.000	 170.471	  -4.082	   1.770	 124.694	 -18.570	  11.860	  16.415	 285.404	   1.134	 	Simbad	159.06778	+37.32459
