#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-04T04:16:03 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-04T04:16:03	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/ApJS/276/59/table7&-out.all&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_22760059
#Name: J/ApJS/276/59
#Title: The DiskMass Survey (DMS). XI. Full Ha sample (Swaters+, 2025)
#INFO	ivoid=ivo://cds.vizier/j/apjs/276/59	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/apjs/276/59	    IVOID of underlying data collection
#INFO	creator=Swaters R.A.	    First author or institution
#INFO	cites=bibcode:2025ApJS..276...59S	    Article or Data origin sources
#INFO	journal=ApJS	    Journal name
#INFO	original_date=2025	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/276/59	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier/bb-8m-1v	    Dataset identifier that can be used for citation
#INFO	publication_date=2026-08-03	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJS_276_59_table7:
#Name: J/ApJS/276/59/table7
#Title: H{alpha} data table for individual fiber measurements
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	UGC	(I5)	[16/12808] UGC galaxy identifier	[ucd=meta.id;meta.main]
#Column	R	(A3)	Run code (1)	[ucd=meta.id;obs]
#Column	N	(I1)	[1/5] Night during the observing run	[ucd=meta.note]
#Column	P	(I1)	[1/4] SparsePak pointing	[ucd=obs.field]
#Column	A	(I2)	[1/82] SparsePak fiber aperture	[ucd=instr.fov]
#Column	C	(I1)	[1/9] Fitting code (2)	[ucd=meta.code]
#Column	oRA	(F5.1)	[-70.5/38.7] East-West offset of fiber aperture (3)	[ucd=pos.eq.ra;arith.diff]
#Column	oDE	(F5.1)	[-47/62.5] North-South offset of fiber aperture (3)	[ucd=pos.eq.dec;arith.diff]
#Column	EWg	(F6.1)	[-0.2/1167]? H{alpha} emission equivalent width from sum of Gaussian line parameters	[ucd=spect.line.eqWidth]
#Column	EWsum	(F7.1)	[-0.2/29060]? H{alpha} emission equivalent width from zeroth moment of line emission	[ucd=spect.line.eqWidth]
#Column	logmuN	(F6.2)	[-16.6/-13] Log H{alpha} narrow component surface-brightness (flux within the 4.7" diameter fiber aperture); in erg/s/cm^2^/arcsec^2^	[ucd=phot.mag.sb]
#Column	e_logmuN	(F5.2)	[0/73] Uncertainty in logmuN	[ucd=stat.error;phot.mag.sb]
#Column	VelN	(F6.1)	[-382/348] Narrow component velocity relative to kinematic model galaxy barycenter	[ucd=phys.veloc;arith.diff]
#Column	e_VelN	(F6.1)	[0/5579] Uncertainty in VelN	[ucd=stat.error;phys.veloc;arith.diff]
#Column	sigmaN	(F5.1)	[2.9/142] Narrow component velocity dispersion	[ucd=phys.veloc.dispersion]
#Column	e_sigmaN	(F5.1)	[0/999] Uncertainty in sigmaN	[ucd=stat.error;phys.veloc.dispersion]
#Column	logmuB	(F6.2)	[-99/-13]? Log H{alpha} broad component surface-brightness; in erg/s/cm^2^/arcsec^2^	[ucd=phot.mag.sb]
#Column	e_logmuB	(F5.2)	[0/13.4]? Uncertainty in logmuB	[ucd=stat.error;phot.mag.sb]
#Column	VelB	(F6.1)	[-487/340]? Broad component velocity relative to the kinematic model galaxy barycenter	[ucd=phys.veloc;arith.diff]
#Column	e_VelB	(F6.1)	[0/1174]? Uncertainty in VelB	[ucd=stat.error;phys.veloc;arith.diff]
#Column	sigmaB	(F5.1)	[0/888]? Broad component velocity dispersion	[ucd=phys.veloc.dispersion]
#Column	e_sigmaB	(F5.1)	[0/999]? Uncertainty in sigmaB	[ucd=stat.error;phys.veloc.dispersion]
recno	UGC	R	N	P	A	C	oRA	oDE	EWg	EWsum	logmuN	e_logmuN	VelN	e_VelN	sigmaN	e_sigmaN	logmuB	e_logmuB	VelB	e_VelB	sigmaB	e_sigmaB
     115	   16	R1 	2	3	 4	1	 18.4	  5.8	  13.0	   13.7	-15.02	 0.02	 -10.9	   0.8	 20.8	  0.7	      	     	      	      	     	
     116	   16	R1 	2	3	 5	1	 23.4	 14.2	  18.7	   17.5	-15.10	 0.02	  12.0	   0.8	 19.4	  0.7	      	     	      	      	     	
     117	   16	R1 	2	3	 6	1	 23.4	 31.1	  16.3	   12.9	-15.61	 0.06	  39.6	   2.1	 15.9	  1.7	      	     	      	      	     	
     118	   16	R1 	2	3	 7	1	 18.4	 22.7	   9.7	    9.2	-15.58	 0.07	  38.9	   2.8	 19.6	  2.3	      	     	      	      	     	
     119	   16	R1 	2	3	 8	1	 23.4	 -2.6	  15.3	   15.6	-15.06	 0.02	 -43.0	   0.7	 18.0	  0.6	      	     	      	      	     	
     120	   16	R1 	2	3	13	1	 28.3	-11.1	   9.4	    7.2	-15.69	 0.08	 -54.7	   2.9	 17.3	  2.4	      	     	      	      	     	
     121	   16	R1 	2	3	14	1	 23.4	-19.5	  15.5	   14.8	-15.31	 0.03	 -75.0	   1.3	 20.4	  1.1	      	     	      	      	     	
     122	   16	R1 	2	3	15	1	 18.4	-11.1	  15.6	   16.3	-15.04	 0.02	 -67.5	   0.8	 21.0	  0.7	      	     	      	      	     	
     123	   16	R1 	2	3	17	1	 13.5	 31.1	  61.2	   59.0	-15.32	 0.03	  58.3	   1.4	 19.5	  1.1	      	     	      	      	     	
     124	   16	R1 	2	3	18	1	 -1.3	 22.7	   4.7	    3.9	-15.78	 0.08	  73.4	   2.8	 16.0	  2.2	      	     	      	      	     	
     125	   16	R1 	2	3	19	1	  3.7	 31.1	   7.5	    6.9	-15.47	 0.04	  67.7	   1.3	 15.5	  1.0	      	     	      	      	     	
     126	   16	R1 	2	3	20	1	  8.6	 22.7	  23.7	   22.2	-15.23	 0.02	  54.8	   0.8	 17.8	  0.6	      	     	      	      	     	
     127	   16	R1 	2	3	21	1	  3.7	 14.2	  12.0	   12.8	-15.07	 0.02	  68.3	   0.8	 20.2	  0.7	      	     	      	      	     	
     128	   16	R1 	2	3	23	1	  8.6	  5.8	   5.8	    5.1	-15.07	 0.02	  13.3	   1.0	 22.4	  0.8	      	     	      	      	     	
     129	   16	R1 	2	3	24	1	  8.6	-11.1	  10.6	   10.6	-14.99	 0.02	 -79.8	   0.7	 21.5	  0.6	      	     	      	      	     	
     130	   16	R1 	2	3	25	1	 -1.3	-11.1	  12.8	   12.9	-14.80	 0.01	 -68.2	   0.5	 22.0	  0.4	      	     	      	      	     	
     131	   16	R1 	2	3	27	1	 13.5	 14.2	   6.9	    7.1	-15.34	 0.03	  30.0	   1.0	 16.3	  0.8	      	     	      	      	     	
     132	   16	R1 	2	3	28	1	 13.5	 -2.6	   9.7	    9.3	-14.99	 0.02	 -51.6	   1.0	 21.7	  0.8	      	     	      	      	     	
     133	   16	R1 	2	3	30	1	 13.5	-19.5	  16.0	   15.3	-15.07	 0.02	 -84.2	   0.8	 21.8	  0.6	      	     	      	      	     	
     134	   16	R1 	2	3	31	1	 -6.2	 -8.3	   8.8	    8.2	-14.96	 0.01	 -38.1	   0.6	 22.0	  0.5	      	     	      	      	     	
     135	   16	R1 	2	3	32	1	 -1.3	-28.0	   9.1	    8.3	-15.53	 0.04	 -70.7	   1.8	 20.9	  1.5	      	     	      	      	     	
     136	   16	R1 	2	3	33	1	  3.7	-19.5	  12.0	   11.3	-15.06	 0.01	 -83.3	   0.6	 21.0	  0.5	      	     	      	      	     	
     137	   16	R1 	2	3	34	1	  8.6	-28.0	   4.8	    5.1	-15.86	 0.08	 -76.8	   2.9	 16.9	  2.4	      	     	      	      	     	
     138	   16	R1 	2	3	38	1	 -6.2	 31.1	   9.1	    8.1	-15.41	 0.03	  80.9	   1.4	 18.1	  1.1	      	     	      	      	     	
     139	   16	R1 	2	3	39	1	-16.0	 31.1	  14.7	   12.0	-15.33	 0.03	  87.5	   1.3	 22.9	  1.1	      	     	      	      	     	
     140	   16	R1 	2	3	40	1	-11.1	 22.7	   7.1	    6.9	-15.42	 0.04	  89.1	   1.4	 18.0	  1.1	      	     	      	      	     	
     141	   16	R1 	2	3	41	1	 -1.3	  5.8	   1.2	    1.1	-15.40	 0.04	  72.9	   1.4	 18.7	  1.1	      	     	      	      	     	
     142	   16	R1 	2	3	42	1	 -6.2	 14.2	  12.1	   12.4	-14.97	 0.01	  86.0	   0.6	 21.4	  0.5	      	     	      	      	     	
     143	   16	R1 	2	3	43	1	-11.1	  0.2	   2.7	    2.7	-15.43	 0.04	  34.3	   2.1	 23.8	  1.7	      	     	      	      	     	
     144	   16	R1 	2	3	44	2	 -6.2	  8.6	  13.2	   12.7	-14.83	 0.01	  77.4	   0.3	 18.7	  0.2	-15.28	 0.03	  77.7	   2.3	 37.6	  1.8
     145	   16	R1 	2	3	45	1	-16.0	 -2.6	   4.5	    4.2	-15.40	 0.03	  26.9	   1.0	 15.8	  0.8	      	     	      	      	     	
     146	   16	R1 	2	3	46	1	 -1.3	 -5.5	   2.3	    2.2	-15.17	 0.02	 -49.5	   0.9	 20.5	  0.8	      	     	      	      	     	
     147	   16	R1 	2	3	47	1	 -6.2	  3.0	   5.5	    5.2	-14.84	 0.01	  55.0	   0.6	 22.7	  0.5	      	     	      	      	     	
     148	   16	R1 	2	3	48	1	 -6.2	-13.9	   5.1	    5.3	-15.38	 0.03	 -48.4	   1.2	 18.6	  1.0	      	     	      	      	     	
     149	   16	R1 	2	3	49	1	-11.1	-28.0	  22.7	   21.8	-14.95	 0.01	 -48.6	   0.4	 18.2	  0.3	      	     	      	      	     	
     150	   16	R1 	2	3	50	7	-16.0	-36.4	  -0.2	    0.0	-16.10	 0.12	 -56.9	   3.7	 13.9	  3.0	      	     	      	      	     	
     151	   16	R1 	2	3	51	1	-11.1	-11.1	   8.2	    7.3	-15.19	 0.02	 -31.0	   1.0	 19.6	  0.8	      	     	      	      	     	
     152	   16	R1 	2	3	52	1	 -6.2	 -2.6	   3.8	    3.2	-15.02	 0.02	   1.0	   0.9	 23.9	  0.7	      	     	      	      	     	
     153	   16	R1 	2	3	56	1	-16.0	 14.2	   4.8	    3.4	-15.56	 0.06	  79.1	   3.3	 27.6	  2.7	      	     	      	      	     	
     154	   16	R1 	2	3	58	1	-21.0	 22.7	  11.7	   11.6	-15.37	 0.03	  80.7	   1.5	 20.8	  1.2	      	     	      	      	     	
     155	   16	R1 	2	3	60	1	-25.9	 14.2	  26.4	   29.2	-15.25	 0.02	  68.1	   0.8	 17.7	  0.7	      	     	      	      	     	
     156	   16	R1 	2	3	62	1	-11.1	  5.8	  10.1	    9.7	-14.86	 0.01	  64.1	   0.6	 22.8	  0.5	      	     	      	      	     	
     157	   16	R1 	2	3	63	1	-21.0	  5.8	  19.7	   20.6	-15.00	 0.01	  55.8	   0.6	 19.7	  0.5	      	     	      	      	     	
     158	   16	R1 	2	3	64	1	-21.0	-11.1	  48.6	   49.0	-14.40	 0.00	   2.6	   0.2	 23.7	  0.2	      	     	      	      	     	
     159	   16	R1 	2	3	65	1	-30.8	  5.8	  11.2	   10.6	-15.94	 0.10	  42.9	   2.8	 12.5	  2.3	      	     	      	      	     	
     160	   16	R1 	2	3	66	1	-11.1	 -5.5	   8.1	    6.8	-15.15	 0.02	  -5.9	   1.1	 22.4	  0.9	      	     	      	      	     	
     161	   16	R1 	2	3	67	7	-21.0	-28.0	  -0.2	    0.0	-16.11	 0.15	 -39.0	   3.7	 11.8	  3.0	      	     	      	      	     	
     162	   16	R1 	2	3	68	1	-25.9	-19.5	  10.0	    7.4	-15.58	 0.05	 -15.5	   1.6	 16.1	  1.3	      	     	      	      	     	
     163	   16	R1 	2	3	69	1	-25.9	-36.4	  12.5	   11.2	-15.76	 0.08	 -47.2	   4.0	 22.6	  3.3	      	     	      	      	     	
     164	   16	R1 	2	3	71	1	-16.0	-19.5	  16.1	   15.7	-15.10	 0.02	 -35.4	   0.9	 21.3	  0.7	      	     	      	      	     	
     165	   16	R1 	2	3	72	2	-35.8	-36.4	  17.1	    3.8	-15.78	 0.08	 -32.1	   2.2	 13.7	  1.8	-15.39	 0.34	-131.7	 258.8	451.2	329.4
     166	   16	R1 	2	3	73	7	-35.8	 -2.6	  -0.2	    2.3	-16.02	 0.15	  25.0	   5.9	 17.8	  4.8	      	     	      	      	     	
     167	   16	R1 	2	3	77	1	-35.8	-19.5	  25.3	   26.9	-15.59	 0.06	  -7.4	   2.6	 20.5	  2.2	      	     	      	      	     	
     168	   16	R1 	2	3	78	1	-40.7	-28.0	  12.9	   23.8	-15.88	 0.16	 -24.7	   7.9	 22.6	  6.5	      	     	      	      	     	
     169	   16	R1 	2	3	79	1	 -6.2	-19.5	   6.6	    5.8	-15.38	 0.04	 -58.3	   1.6	 18.1	  1.3	      	     	      	      	     	
     170	   16	R1 	2	3	80	4	-70.2	  0.2	  -0.2	    0.0	-16.08	 0.14	-381.8	   5.0	 16.7	  4.1	-15.84	 0.18	-159.4	  28.9	 77.0	 23.6
     171	   16	R1 	2	3	81	1	-30.8	-28.0	  13.0	   12.1	-15.71	 0.10	 -31.1	   5.1	 23.8	  4.2	      	     	      	      	     	
     172	   16	R1 	2	3	82	1	-25.9	 -2.6	   7.4	    7.1	-15.42	 0.05	  26.8	   1.7	 17.2	  1.4	      	     	      	      	     	
     173	   74	R9 	1	1	 1	1	  9.1	  0.0	   3.0	    2.5	-15.25	 0.05	 -74.1	   2.2	 21.3	  1.8	      	     	      	      	     	
     174	   74	R9 	1	1	 8	1	 28.8	  0.0	  18.4	   16.6	-14.94	 0.02	 -90.1	   0.7	 19.6	  0.6	      	     	      	      	     	
     175	   74	R9 	1	1	 9	1	 33.8	  8.4	   3.3	    3.7	-15.91	 0.11	 -73.8	   3.6	 15.3	  2.9	      	     	      	      	     	
     176	   74	R9 	1	1	10	4	 33.8	-25.3	  -0.2	    0.0	-16.07	 0.14	-108.6	   3.0	 10.3	  2.4	-16.05	 0.15	-274.1	   4.5	 14.1	  3.7
     177	   74	R9 	1	1	11	1	 23.9	-25.3	   8.5	    7.7	-15.70	 0.06	 -96.9	   2.0	 15.6	  1.7	      	     	      	      	     	
     178	   74	R9 	1	1	13	1	 33.8	 -8.4	  11.5	   11.9	-15.51	 0.04	-111.4	   1.4	 15.1	  1.1	      	     	      	      	     	
     179	   74	R9 	1	1	14	1	 28.8	-16.9	   8.6	    8.6	-15.51	 0.05	-111.1	   1.6	 15.8	  1.3	      	     	      	      	     	
     180	   74	R9 	1	1	15	1	 23.9	 -8.4	   6.8	    7.4	-15.49	 0.04	-106.6	   1.1	 14.5	  0.9	      	     	      	      	     	
     181	   74	R9 	1	1	18	4	  4.2	 25.3	  -0.2	    0.0	-15.91	 0.28	  29.2	  19.0	 24.4	 15.5	-15.69	 0.16	-265.2	   8.9	 58.8	  7.2
     182	   74	R9 	1	1	20	7	 14.1	 25.3	  -0.2	    2.9	-16.06	 0.17	  14.8	   5.8	 16.0	  4.8	      	     	      	      	     	
     183	   74	R9 	1	1	21	1	  9.1	 16.9	  19.3	   20.8	-15.19	 0.02	   2.6	   1.2	 22.5	  1.0	      	     	      	      	     	
     184	   74	R9 	1	1	23	1	 14.1	  8.4	   5.7	    5.5	-15.63	 0.07	 -52.3	   4.0	 25.2	  3.3	      	     	      	      	     	
     185	   74	R9 	1	1	24	1	 14.1	 -8.4	   3.9	    3.8	-15.56	 0.05	-103.5	   1.6	 15.6	  1.3	      	     	      	      	     	
     186	   74	R9 	1	1	25	1	  4.2	 -8.4	   3.6	    3.7	-15.41	 0.03	 -65.7	   1.3	 18.3	  1.0	      	     	      	      	     	
     187	   74	R9 	1	1	26	1	  4.2	  2.8	   1.8	    1.9	-15.59	 0.05	 -14.0	   1.8	 17.3	  1.5	      	     	      	      	     	
     188	   74	R9 	1	1	28	1	 19.0	  0.0	   3.2	    3.7	-15.90	 0.08	 -85.2	   1.4	  8.4	  1.1	      	     	      	      	     	
     189	   74	R9 	1	1	30	1	 19.0	-16.9	  22.9	   23.8	-15.03	 0.01	-104.2	   0.6	 21.3	  0.5	      	     	      	      	     	
     190	   74	R9 	1	1	31	1	 -0.7	 -5.6	   1.7	    1.3	-15.69	 0.06	 -19.2	   3.1	 22.5	  2.5	      	     	      	      	     	
     191	   74	R9 	1	1	32	1	  4.2	-25.3	  46.7	   46.6	-14.92	 0.01	 -57.1	   0.5	 20.6	  0.4	      	     	      	      	     	
     192	   74	R9 	1	1	33	1	  9.1	-16.9	  11.7	   10.7	-15.15	 0.02	 -85.4	   0.7	 17.5	  0.5	      	     	      	      	     	
     193	   74	R9 	1	1	34	1	 14.1	-25.3	  19.4	   16.6	-15.42	 0.03	 -85.5	   1.2	 18.6	  1.0	      	     	      	      	     	
     194	   74	R9 	1	1	38	1	 -0.7	 33.8	  19.3	   17.4	-15.65	 0.05	  44.8	   1.7	 15.5	  1.4	      	     	      	      	     	
     195	   74	R9 	1	1	39	1	-10.6	 33.8	  35.6	   37.0	-15.74	 0.08	  57.6	   3.5	 21.4	  2.9	      	     	      	      	     	
     196	   74	R9 	1	1	41	1	  4.2	  8.4	   7.6	    7.4	-15.12	 0.02	  -0.9	   1.3	 26.4	  1.1	      	     	      	      	     	
     197	   74	R9 	1	1	42	1	 -0.7	 16.9	  19.5	   19.6	-14.93	 0.01	  37.7	   0.5	 19.8	  0.4	      	     	      	      	     	
     198	   74	R9 	1	1	43	1	 -5.6	  2.8	   4.1	    3.8	-15.21	 0.02	  66.1	   0.8	 18.5	  0.7	      	     	      	      	     	
     199	   74	R9 	1	1	44	1	 -0.7	 11.3	   3.7	    3.5	-15.55	 0.05	  48.0	   2.0	 20.1	  1.6	      	     	      	      	     	
     200	   74	R9 	1	1	45	1	-10.6	  0.0	   8.8	    8.8	-15.01	 0.01	  77.8	   0.6	 20.8	  0.5	      	     	      	      	     	
     201	   74	R9 	1	1	47	1	 -0.7	  5.6	   3.1	    2.8	-15.37	 0.03	  34.8	   1.3	 18.4	  1.0	      	     	      	      	     	
     202	   74	R9 	1	1	48	1	 -0.7	-11.3	  10.6	   10.4	-15.04	 0.02	 -30.7	   0.8	 21.6	  0.6	      	     	      	      	     	
     203	   74	R9 	1	1	49	1	 -5.6	-25.3	  35.8	   38.4	-15.07	 0.02	 -14.3	   1.1	 26.5	  0.9	      	     	      	      	     	
     204	   74	R9 	1	1	50	1	-10.6	-33.8	  -0.2	    0.0	-16.05	 0.11	  -1.1	   3.3	 13.9	  2.7	      	     	      	      	     	
     205	   74	R9 	1	1	51	1	 -5.6	 -8.4	   9.7	    9.5	-15.04	 0.02	   0.5	   0.8	 21.5	  0.6	      	     	      	      	     	
     206	   74	R9 	1	1	53	3	 -0.7	-33.8	  31.8	   22.1	-15.79	 0.07	 -40.1	   1.9	 12.0	  1.6	-15.57	 0.12	  25.2	  21.0	 83.6	 17.1
     207	   74	R9 	1	1	55	1	-25.3	 25.3	  45.5	   48.2	-15.29	 0.03	 105.4	   1.1	 21.1	  0.9	      	     	      	      	     	
     208	   74	R9 	1	1	56	3	-10.6	 16.9	  20.2	   11.4	-15.25	 0.03	  83.3	   1.2	 19.4	  0.9	-15.24	 0.09	  14.0	  43.9	221.9	 37.7
     209	   74	R9 	1	1	59	7	-35.2	 25.3	  -0.2	    0.0	-16.25	 0.15	 108.4	   3.3	 10.5	  2.7	      	     	      	      	     	
     210	   74	R9 	1	1	60	1	-20.4	 16.9	  15.3	   17.1	-15.40	 0.03	 108.1	   1.2	 16.0	  0.9	      	     	      	      	     	
     211	   74	R9 	1	1	61	1	-25.3	 -8.4	   7.9	    0.0	-16.05	 0.16	  53.1	   7.5	 22.0	  6.1	      	     	      	      	     	
     212	   74	R9 	1	1	62	1	 -5.6	  8.4	   5.1	    4.8	-15.28	 0.03	  69.8	   1.3	 21.0	  1.1	      	     	      	      	     	
     213	   74	R9 	1	1	63	1	-15.5	  8.4	   7.1	    6.4	-15.34	 0.03	  98.2	   1.0	 16.7	  0.8	      	     	      	      	     	
     214	   74	R9 	1	1	64	1	-15.5	 -8.4	  13.8	   13.9	-15.10	 0.02	  46.7	   0.7	 19.8	  0.5	      	     	      	      	     	
     215	   74	R9 	1	1	65	1	-25.3	  8.4	  13.5	   12.3	-15.35	 0.03	 109.7	   1.0	 15.7	  0.8	      	     	      	      	     	
     216	   74	R9 	1	1	66	1	 -5.6	 -2.8	   1.5	    1.4	-15.70	 0.09	  35.8	   3.7	 20.2	  3.0	      	     	      	      	     	
     217	   74	R9 	1	1	67	1	-15.5	-25.3	  19.1	   20.3	-15.37	 0.04	   0.4	   1.4	 18.3	  1.1	      	     	      	      	     	
     218	   74	R9 	1	1	68	1	-20.4	-16.9	  26.5	   28.4	-15.14	 0.03	  40.7	   1.6	 25.0	  1.3	      	     	      	      	     	
     219	   74	R9 	1	1	69	7	-20.4	-33.8	  -0.2	   -0.2	-15.87	 0.14	  20.5	   8.8	 29.7	  7.2	      	     	      	      	     	
     220	   74	R9 	1	1	71	1	-10.6	-16.9	   9.0	   12.1	-15.46	 0.04	  11.4	   1.3	 17.0	  1.1	      	     	      	      	     	
     221	   74	R9 	1	1	73	1	-30.3	  0.0	  11.7	    9.1	-15.63	 0.09	  78.5	   5.4	 28.2	  4.4	      	     	      	      	     	
     222	   74	R9 	1	1	75	1	-30.3	 16.9	   8.2	    9.2	-15.84	 0.11	 117.6	   4.8	 20.2	  3.9	      	     	      	      	     	
     223	   74	R9 	1	1	79	1	 -0.7	-16.9	  16.1	   13.9	-14.98	 0.02	 -39.3	   0.7	 20.0	  0.6	      	     	      	      	     	
     224	   74	R9 	1	1	82	1	-20.4	  0.0	   2.5	    3.1	-15.79	 0.11	  91.4	   3.4	 15.1	  2.8	      	     	      	      	     	
     225	   74	R9 	1	2	 1	1	  9.7	  7.2	   5.4	    4.5	-15.00	 0.02	 -43.8	   1.1	 20.3	  0.9	      	     	      	      	     	
     226	   74	R9 	1	2	 4	7	 24.5	 15.7	  -0.2	    0.0	-15.97	 0.15	 -37.0	   3.2	  9.8	  2.6	      	     	      	      	     	
     227	   74	R9 	1	2	 5	1	 29.4	 24.1	   4.8	    0.0	-15.87	 0.13	 -26.2	   3.7	 13.8	  3.0	      	     	      	      	     	
     228	   74	R9 	1	2	 8	2	 29.4	  7.2	  10.8	    7.9	-15.78	 0.08	 -64.0	   2.1	 12.2	  1.7	-15.45	 0.10	 -71.4	  19.4	 87.9	 15.8
     229	   74	R9 	1	2	 9	1	 34.3	 15.7	  10.1	    8.5	-15.58	 0.07	 -52.4	   2.5	 17.8	  2.1	      	     	      	      	     	
     230	   74	R9 	1	2	11	1	 24.5	-18.1	  10.2	    9.6	-15.51	 0.06	-104.5	   2.2	 18.4	  1.8	      	     	      	      	     	
     231	   74	R9 	1	2	12	1	 29.4	-26.5	  32.5	   30.1	-15.21	 0.03	 -99.4	   1.1	 18.1	  0.9	      	     	      	      	     	
     232	   74	R9 	1	2	13	1	 34.3	 -1.2	  12.6	   12.7	-15.39	 0.04	-101.7	   2.3	 24.4	  1.9	      	     	      	      	     	
     233	   74	R9 	1	2	14	1	 29.4	 -9.6	   6.8	    8.2	-15.49	 0.05	-107.6	   1.9	 17.2	  1.6	      	     	      	      	     	
     234	   74	R9 	1	2	15	1	 24.5	 -1.2	   8.8	    8.0	-15.41	 0.04	 -84.8	   1.7	 19.2	  1.4	      	     	      	      	     	
     235	   74	R9 	1	2	18	1	  4.8	 32.6	  32.4	   31.7	-15.38	 0.04	  32.9	   1.7	 21.6	  1.4	      	     	      	      	     	
     236	   74	R9 	1	2	21	1	  9.7	 24.1	  27.3	   25.9	-15.36	 0.03	  14.8	   1.4	 18.7	  1.1	      	     	      	      	     	
     237	   74	R9 	1	2	23	1	 14.6	 15.7	  16.8	   15.9	-15.37	 0.04	 -14.9	   1.4	 17.3	  1.1	      	     	      	      	     	
     238	   74	R9 	1	2	24	1	 14.6	 -1.2	   8.6	    9.5	-15.11	 0.02	 -96.4	   0.8	 18.9	  0.7	      	     	      	      	     	
     239	   74	R9 	1	2	26	1	  4.8	 10.1	   8.3	    7.8	-15.07	 0.02	   0.8	   1.0	 25.1	  0.8	      	     	      	      	     	
     240	   74	R9 	1	2	28	1	 19.6	  7.2	   6.1	    5.4	-15.64	 0.06	 -70.7	   2.7	 21.7	  2.2	      	     	      	      	     	
     241	   74	R9 	1	2	29	1	  9.7	-26.5	  19.3	   21.3	-15.40	 0.04	 -74.3	   1.9	 23.1	  1.5	      	     	      	      	     	
     242	   74	R9 	1	2	30	1	 19.6	 -9.6	  16.7	   16.2	-15.13	 0.02	-102.9	   0.7	 17.9	  0.6	      	     	      	      	     	
     243	   74	R9 	1	2	32	1	  4.8	-18.1	  15.4	   15.2	-15.06	 0.02	 -64.9	   0.7	 19.0	  0.5	      	     	      	      	     	
     244	   74	R9 	1	2	33	3	  9.7	 -9.6	  11.0	    6.9	-15.19	 0.02	 -91.8	   1.0	 20.8	  0.8	-15.43	 0.18	 206.7	 102.4	273.3	 94.1
     245	   74	R9 	1	2	34	1	 14.6	-18.1	  28.1	   27.3	-14.93	 0.01	 -92.3	   0.5	 20.4	  0.4	      	     	      	      	     	
     246	   74	R9 	1	2	35	1	 19.6	-26.5	  24.7	   22.7	-15.30	 0.03	 -92.8	   1.0	 18.8	  0.8	      	     	      	      	     	
     247	   74	R9 	1	2	36	4	-19.9	 41.0	  -0.2	   -0.2	-15.80	 0.15	 -30.7	  19.6	 61.8	 16.0	-15.75	 0.16	 280.4	  26.6	 80.8	 22.0
     248	   74	R9 	1	2	40	1	 -5.1	 32.6	   4.3	    2.1	-15.84	 0.11	  49.1	   6.8	 29.6	  5.5	      	     	      	      	     	
     249	   74	R9 	1	2	41	1	  4.8	 15.7	  12.8	   12.9	-15.01	 0.02	  14.8	   0.7	 19.7	  0.6	      	     	      	      	     	
     250	   74	R9 	1	2	42	1	 -0.2	 24.1	  33.2	   32.4	-15.16	 0.02	  45.6	   0.7	 20.2	  0.5	      	     	      	      	     	
     251	   74	R9 	1	2	43	1	 -5.1	 10.1	   5.2	    4.3	-15.29	 0.03	  73.1	   1.5	 21.0	  1.2	      	     	      	      	     	
     252	   74	R9 	1	2	44	1	 -0.2	 18.5	  18.8	   17.6	-14.91	 0.01	  37.0	   0.6	 20.7	  0.5	      	     	      	      	     	
     253	   74	R9 	1	2	45	1	-10.0	  7.2	   6.8	    6.8	-15.13	 0.02	  95.0	   0.8	 19.0	  0.6	      	     	      	      	     	
     254	   74	R9 	1	2	46	1	  4.8	  4.4	   2.8	    2.2	-15.42	 0.04	 -16.7	   2.2	 25.2	  1.8	      	     	      	      	     	
     255	   74	R9 	1	2	47	1	 -0.2	 12.9	   3.0	    2.8	-15.46	 0.05	  38.2	   2.1	 20.1	  1.7	      	     	      	      	     	
     256	   74	R9 	1	2	48	1	 -0.2	 -4.0	   1.1	    0.0	-15.78	 0.09	 -20.6	   4.5	 23.3	  3.7	      	     	      	      	     	
     257	   74	R9 	1	2	49	1	 -5.1	-18.1	  11.9	   12.2	-15.28	 0.03	 -15.1	   1.3	 19.5	  1.0	      	     	      	      	     	
     258	   74	R9 	1	2	50	1	-10.0	-26.5	  12.8	   10.1	-15.55	 0.07	 -22.9	   5.6	 40.1	  4.6	      	     	      	      	     	
