#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-04T04:15:13 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-04T04:15:13	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/ApJ/703/894/table4&-out.all&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_17030894
#Name: J/ApJ/703/894
#Title: PNe in 5 nearby galaxies (Herrmann+, 2009)
#INFO	ivoid=ivo://cds.vizier/j/apj/703/894	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/apj/703/894	    IVOID of underlying data collection
#INFO	creator=Herrmann K.A.	    First author or institution
#INFO	cites=bibcode:2009ApJ...703..894H	    Article or Data origin sources
#INFO	journal=ApJ	    Journal name
#INFO	original_date=2009	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJ/703/894	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.17030894	    Dataset identifier that can be used for citation
#INFO	publication_date=2017-10-09	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJ_703_894_table4:
#Name: J/ApJ/703/894/table4
#Title: Planetary nebula identifications
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	ID	(a10)	Source identification (1)	[ucd=meta.id;meta.main]
#Column	RAJ2000	(A11)	Hour of Right Ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A11)	Degree of Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	m5007	(F5.2)	The [O III] (5007) emission line magnitude	[ucd=phot.mag;em.line.OIII]
#Column	l_R	(A1)	Limit flag on R	[ucd=meta.code.error]
#Column	R	(F5.2)	? I({lambda}5007)_0_/I(H{alpha}+[N II])_0_ ratio	[ucd=phot.flux;arith.ratio]
#Column	e_R	(F5.2)	? The 1{sigma} error in R	[ucd=stat.error]
#Column	n_R	(A4)	? Type of R value given (L, Phot, Spect)	[ucd=meta.note]
#Column	Ntrg	(I1)	? Number of Hydra+MRS setups where PN was targeted	[ucd=meta.number]
#Column	Ndet	(I1)	? Number of Hydra+MRS setups where PN was detected	[ucd=meta.number]
#Column	RV	(F6.1)	? Radial velocity	[ucd=phys.veloc;pos.heliocentric]
#Column	e_RV	(F4.1)	? The 1{sigma} error in RV	[ucd=stat.error]
#Column	Rem	(A3)	Remarks (2)	[ucd=meta.note]
#Column	File	(a26)	Name of the FITS file of the spectrum	[ucd=meta.id;meta.fits]
#Column	File2	(a26)	Name of the second FITS file of the spectrum	[ucd=meta.id;meta.file]
#Column	Sp	(A3)	VizieR added column, not part of original data	[ucd=meta.ref.url]
recno	ID	RAJ2000	DEJ2000	m5007	l_R	R	e_R	n_R	Ntrg	Ndet	RV	e_RV	Rem	File	File2	Sp
     594	M94-35    	12 50 39.07	+41 12 01.0	24.62	 	 2.17	 0.34	Phot	8	8	 357.8	 1.5	   	M94/PN_M94_035.fits       	                          	1 2
     595	M94-36    	12 50 50.42	+41 04 59.4	24.63	 	 1.66	 0.23	Phot	2	2	 261.6	 2.0	   	M94/PN_M94_036.fits       	                          	1 2
     596	M94-37    	12 50 40.21	+41 06 52.9	24.64	 	 1.50	 0.23	Phot	2	2	 346.3	 2.9	D  	M94/PN_M94_037_D.fits     	                          	1 2
     597	M94-38    	12 50 49.41	+41 08 05.9	24.65	 	 1.75	 0.22	Phot	2	2	 327.4	 3.1	D,S	M94/PN_M94_038_DS0.fits   	M94/PN_M94_038_DS1.fits   	1 2
     598	M94-39    	12 50 51.52	+41 08 59.0	24.68	 	 2.91	 1.12	Phot	1	1	 326.2	 2.4	D  	M94/PN_M94_039_D.fits     	                          	1 2
     599	M94-40    	12 50 48.49	+41 06 18.7	24.70	 	 2.64	 0.56	Phot	1	1	 251.6	 3.5	D  	M94/PN_M94_040_D.fits     	                          	1 2
     600	M94-41    	12 51 05.16	+41 04 06.1	24.71	 	 1.56	 0.25	Phot	5	5	 234.0	 1.6	   	M94/PN_M94_041.fits       	                          	1 2
     601	M94-42    	12 50 46.97	+41 05 54.2	24.72	 	 1.72	 0.28	Phot	4	4	 308.2	 3.8	   	M94/PN_M94_042.fits       	                          	1 2
     602	M94-43    	12 50 42.12	+41 08 15.7	24.72	>	 1.86	     	Phot	1	1	 417.3	 2.6	D  	M94/PN_M94_043_D.fits     	                          	1 2
     603	M94-44    	12 51 02.48	+41 06 09.4	24.75	 	 3.30	 0.85	Phot	1	1	 227.6	 4.5	   	M94/PN_M94_044.fits       	                          	1 2
     604	M94-45    	12 50 44.69	+41 06 52.7	24.75	 	 1.34	 0.17	Phot	1	1	 333.4	 6.4	D  	M94/PN_M94_045_D.fits     	                          	1 2
     605	M94-46    	12 50 52.80	+41 06 46.9	24.76	>	 2.65	     	Phot	1	1	 280.9	12.7	   	M94/PN_M94_046.fits       	                          	1 2
     606	M94-47    	12 50 50.60	+41 07 18.5	24.76	>	 1.63	     	Phot	1	1	 301.1	10.5	S  	M94/PN_M94_047_S0.fits    	M94/PN_M94_047_S1.fits    	1 2
     607	M94-48    	12 50 47.81	+41 06 34.6	24.80	 	 1.90	 0.36	Phot	2	2	 238.3	 5.7	D  	M94/PN_M94_048_D.fits     	                          	1 2
     608	M94-49    	12 50 54.02	+41 05 29.6	24.84	 	 1.19	 0.19	Phot	2	2	 212.2	 3.1	   	M94/PN_M94_049.fits       	                          	1 2
     609	M94-50    	12 50 58.57	+41 07 10.4	24.84	 	 2.05	 0.42	Phot	2	2	 173.7	 3.3	P  	M94/PN_M94_050_P.fits     	                          	1 2
     610	M94-51    	12 51 14.65	+41 08 40.8	24.86	 	 1.78	 0.67	Phot	3	3	 244.8	 2.2	   	M94/PN_M94_051.fits       	                          	1 2
     611	M94-52    	12 50 48.51	+41 07 46.8	24.86	>	 1.49	     	Phot	1	1	 394.1	 2.9	D,S	M94/PN_M94_052_DS0.fits   	M94/PN_M94_052_DS1.fits   	1 2
     612	M94-53    	12 50 42.44	+41 07 53.8	24.86	 	 1.66	 0.35	Phot	2	1	 388.9	10.0	D  	M94/PN_M94_053_D.fits     	                          	1 2
     613	M94-54    	12 50 40.55	+41 07 47.6	24.86	 	 1.91	 0.53	Phot	2	2	 378.0	 2.9	D  	M94/PN_M94_054_D.fits     	                          	1 2
     614	M94-55    	12 50 43.83	+41 06 49.8	24.86	 	 2.45	 0.67	Phot	3	3	 309.3	 3.1	D  	M94/PN_M94_055_D.fits     	                          	1 2
     615	M94-56    	12 51 03.52	+41 12 13.9	24.87	 	 1.19	 0.21	Phot	7	7	 341.2	 1.4	   	M94/PN_M94_056.fits       	                          	1 2
     616	M94-57    	12 50 43.92	+41 06 13.1	24.88	 	 1.56	 0.30	Phot	2	2	 297.9	 8.6	D  	M94/PN_M94_057_D.fits     	                          	1 2
     617	M94-58    	12 50 59.83	+41 07 13.1	24.89	 	 1.77	 0.36	Phot	3	3	 236.5	 2.4	   	M94/PN_M94_058.fits       	                          	1 2
     618	M94-59    	12 51 04.51	+41 10 14.6	24.90	 	 3.89	 1.44	Phot	2	2	 266.1	 2.0	   	M94/PN_M94_059.fits       	                          	1 2
     619	M94-60    	12 51 10.66	+41 11 39.7	24.93	 	 1.61	 0.35	Phot	2	2	 353.4	 2.0	   	M94/PN_M94_060.fits       	                          	1 2
     620	M94-61    	12 50 38.65	+41 06 46.3	24.95	 	 3.29	 0.97	Phot	1	1	 380.9	 2.5	D  	M94/PN_M94_061_D.fits     	                          	1 2
     621	M94-62    	12 50 59.37	+41 08 55.3	24.99	 	 1.67	 0.47	Phot	1	1	 249.3	 1.8	   	M94/PN_M94_062.fits       	                          	1 2
     622	M94-63    	12 50 43.15	+41 06 09.4	24.99	 	 3.16	 0.94	Phot	2	1	 424.4	 3.4	D  	M94/PN_M94_063_D.fits     	                          	1 2
     623	M94-64    	12 50 49.45	+41 08 12.4	25.00	>	 2.06	     	Phot	3	1	 257.6	15.2	U,S	M94/PN_M94_064_US0.fits   	M94/PN_M94_064_US1.fits   	1 2
     624	M94-65    	12 50 52.70	+41 06 08.5	25.01	 	 1.65	 0.25	Phot	3	2	 252.9	12.4	H  	M94/PN_M94_065_H.fits     	                          	1 2
     625	M94-66    	12 50 51.76	+41 06 23.7	25.01	>	 1.29	     	Phot	3	1	 162.2	10.5	S  	M94/PN_M94_066_S0.fits    	M94/PN_M94_066_S1.fits    	1 2
     626	M94-67    	12 50 34.34	+41 06 00.4	25.02	 	 2.25	 0.50	Phot	1	1	 325.0	 2.1	D  	M94/PN_M94_067_D.fits     	                          	1 2
     627	M94-68    	12 50 35.39	+41 06 12.6	25.02	 	 3.54	 0.96	Phot	2	2	 371.2	 2.0	D  	M94/PN_M94_068_D.fits     	                          	1 2
     628	M94-69    	12 50 46.95	+41 07 26.5	25.04	 	 1.32	 0.26	Phot	1	1	 257.3	 6.5	   	M94/PN_M94_069.fits       	                          	1 2
     629	M94-70    	12 50 55.17	+41 08 10.0	25.05	 	 1.10	 0.19	Phot	1	1	 169.6	 5.7	   	M94/PN_M94_070.fits       	                          	1 2
     630	M94-71    	12 51 01.99	+41 06 24.0	25.06	 	 2.32	 0.72	Phot	1	1	 184.6	11.2	   	M94/PN_M94_071.fits       	                          	1 2
     631	M94-72    	12 50 54.87	+41 07 26.5	25.06	>	 1.24	     	Phot	4	3	 184.5	 8.2	   	M94/PN_M94_072.fits       	                          	1 2
     632	M94-73    	12 50 54.31	+41 06 16.6	25.09	>	 1.58	     	Phot	0	0	      	    	   	                          	                          	1 2
     633	M94-74    	12 50 58.89	+41 07 32.7	25.11	 	 1.36	 0.25	Phot	2	2	 320.3	 3.2	   	M94/PN_M94_074.fits       	                          	1 2
     634	M94-75    	12 50 27.15	+41 09 54.5	25.11	 	 3.09	 1.49	Phot	3	3	 362.6	 2.9	   	M94/PN_M94_075.fits       	                          	1 2
     635	M94-76    	12 51 05.64	+41 07 15.1	25.11	 	 0.95	 0.12	Phot	1	1	 212.2	13.5	   	M94/PN_M94_076.fits       	                          	1 2
     636	M94-77    	12 50 55.79	+41 08 03.7	25.13	 	 1.51	 0.30	Phot	2	2	 310.6	 2.5	   	M94/PN_M94_077.fits       	                          	1 2
     637	M94-78    	12 50 34.89	+41 06 20.3	25.13	 	 3.04	 0.81	Phot	1	1	 358.2	 4.2	D  	M94/PN_M94_078_D.fits     	                          	1 2
     638	M94-79    	12 50 56.73	+41 06 02.7	25.14	>	 1.15	     	Phot	1	1	 282.8	 5.9	   	M94/PN_M94_079.fits       	                          	1 2
     639	M94-80    	12 51 09.36	+41 07 37.1	25.14	 	 1.14	 0.24	Phot	2	2	 294.7	 3.8	   	M94/PN_M94_080.fits       	                          	1 2
     640	M94-81    	12 50 50.27	+41 09 25.6	25.16	 	 1.64	 0.48	Phot	2	0	      	    	D  	                          	                          	1 2
     641	M94-82    	12 50 41.24	+41 07 49.3	25.16	 	 1.43	 0.36	Phot	1	0	      	    	   	                          	                          	1 2
     642	M94-83    	12 50 58.14	+41 06 43.4	25.17	>	 1.45	     	Phot	1	1	 266.6	 2.5	   	M94/PN_M94_083.fits       	                          	1 2
     643	M94-84    	12 50 59.05	+41 09 11.6	25.17	 	 1.11	 0.24	Phot	1	1	 301.9	 2.8	   	M94/PN_M94_084.fits       	                          	1 2
     644	M94-85    	12 50 55.79	+41 12 36.4	25.18	 	 3.35	 1.26	Phot	6	6	 316.7	 2.1	   	M94/PN_M94_085.fits       	                          	1 2
     645	M94-86    	12 50 41.45	+41 07 03.0	25.20	 	 1.75	 0.58	Phot	1	1	 393.5	 2.4	D  	M94/PN_M94_086_D.fits     	                          	1 2
     646	M94-87    	12 51 15.41	+41 05 51.7	25.20	 	 1.48	 0.35	Phot	7	6	 259.1	 2.0	   	M94/PN_M94_087.fits       	                          	1 2
     647	M94-88    	12 51 07.65	+41 08 13.5	25.21	>	 3.74	     	Phot	3	3	 254.7	 5.1	   	M94/PN_M94_088.fits       	                          	1 2
     648	M94-89    	12 50 46.42	+41 06 19.6	25.22	 	 1.69	 0.52	Phot	1	1	 304.1	 3.1	D  	M94/PN_M94_089_D.fits     	                          	1 2
     649	M94-90    	12 51 05.16	+41 06 23.0	25.23	 	 0.92	 0.13	Phot	2	2	 282.0	13.3	S  	M94/PN_M94_090_S0.fits    	M94/PN_M94_090_S1.fits    	1 2
     650	M94-91    	12 51 04.07	+41 10 30.6	25.25	 	 2.85	 0.98	Phot	4	3	 285.0	 3.4	   	M94/PN_M94_091.fits       	                          	1 2
     651	M94-92    	12 50 36.38	+41 08 44.0	25.27	 	 1.57	 0.29	Phot	3	3	 343.9	 4.2	   	M94/PN_M94_092.fits       	                          	1 2
     652	M94-93    	12 50 37.87	+41 08 07.2	25.28	 	 3.10	 1.27	Phot	2	2	 421.5	 2.0	D  	M94/PN_M94_093_D.fits     	                          	1 2
     653	M94-94    	12 50 47.99	+41 07 12.2	25.30	>	 1.31	     	Phot	2	1	 444.5	 6.2	D  	M94/PN_M94_094_D.fits     	                          	1 2
     654	M94-95    	12 51 01.74	+41 06 13.0	25.30	 	 2.52	 1.13	Phot	1	1	 289.5	 4.2	   	M94/PN_M94_095.fits       	                          	1 2
     655	M94-96    	12 51 11.62	+41 08 14.1	25.31	 	 2.80	 1.34	Phot	2	2	 258.4	 3.3	   	M94/PN_M94_096.fits       	                          	1 2
     656	M94-97    	12 50 45.19	+41 06 29.2	25.31	 	 3.09	 1.40	Phot	1	1	 254.7	 4.8	D  	M94/PN_M94_097_D.fits     	                          	1 2
     657	M94-98    	12 50 42.91	+41 07 50.6	25.31	 	 1.10	 0.26	Phot	2	2	 433.7	 9.8	D  	M94/PN_M94_098_D.fits     	                          	1 2
     658	M94-99    	12 50 43.22	+41 05 26.2	25.33	 	 2.39	 0.56	Phot	4	4	 324.6	 4.0	   	M94/PN_M94_099.fits       	                          	1 2
     659	M94-100   	12 51 05.46	+41 04 40.8	25.33	 	 1.81	 0.35	Phot	3	2	 268.8	 3.1	   	M94/PN_M94_100.fits       	                          	1 2
     660	M94-101   	12 51 10.25	+41 11 56.8	25.33	 	 1.95	 0.64	Phot	2	2	 324.5	 2.7	   	M94/PN_M94_101.fits       	                          	1 2
     661	M94-102   	12 50 51.96	+41 09 00.0	25.33	 	 1.01	 0.22	Phot	2	1	 226.8	 4.0	   	M94/PN_M94_102.fits       	                          	1 2
     662	M94-103   	12 50 54.60	+41 08 01.0	25.36	>	 1.39	     	Phot	1	1	 402.5	 2.0	   	M94/PN_M94_103.fits       	                          	1 2
     663	M94-104   	12 51 08.28	+41 08 00.8	25.37	 	 2.46	 0.97	Phot	1	1	 286.2	 2.8	   	M94/PN_M94_104.fits       	                          	1 2
     664	M94-105   	12 50 46.35	+41 07 47.8	25.37	 	 2.99	 1.45	Phot	1	1	 432.8	 3.7	D  	M94/PN_M94_105_D.fits     	                          	1 2
     665	M94-106   	12 50 38.67	+41 07 06.6	25.38	 	 1.38	 0.33	Phot	2	1	 380.3	 3.1	D  	M94/PN_M94_106_D.fits     	                          	1 2
     666	M94-107   	12 51 02.82	+41 06 21.5	25.39	>	 1.01	     	Phot	1	1	 199.6	 4.6	   	M94/PN_M94_107.fits       	                          	1 2
     667	M94-108   	12 51 09.69	+41 08 03.9	25.40	 	 3.05	 1.07	Phot	1	1	 258.6	 3.3	   	M94/PN_M94_108.fits       	                          	1 2
     668	M94-109   	12 50 53.97	+41 06 12.3	25.42	 	 1.51	 0.46	Phot	0	0	      	    	   	                          	                          	1 2
     669	M94-110   	12 50 42.68	+41 06 38.0	25.43	 	 1.00	 0.24	Phot	1	1	 380.7	 3.4	D  	M94/PN_M94_110_D.fits     	                          	1 2
     670	M94-111   	12 50 47.85	+41 07 11.1	25.44	 	 1.84	 0.56	Phot	2	1	 337.8	 4.6	D  	M94/PN_M94_111_D.fits     	                          	1 2
     671	M94-112   	12 50 50.10	+41 09 02.1	25.45	 	 1.94	 0.81	Phot	1	1	 362.1	 6.0	D  	M94/PN_M94_112_D.fits     	                          	1 2
     672	M94-113   	12 51 05.94	+41 07 35.9	25.45	 	 1.44	 0.43	Phot	1	1	 255.4	 3.8	   	M94/PN_M94_113.fits       	                          	1 2
     673	M94-114   	12 51 06.30	+41 07 32.3	25.46	 	 1.42	 0.35	Phot	2	2	 290.0	 3.8	   	M94/PN_M94_114.fits       	                          	1 2
     674	M94-115   	12 50 47.23	+41 06 28.7	25.48	 	 1.64	 0.54	Phot	1	0	      	    	D  	                          	                          	1 2
     675	M94-116   	12 50 55.40	+41 06 25.5	25.50	>	 0.87	     	Phot	2	2	 111.5	 6.9	S  	M94/PN_M94_116_S0.fits    	M94/PN_M94_116_S1.fits    	1 2
     676	M94-117   	12 50 44.23	+41 07 40.3	25.51	 	 1.42	 0.65	Phot	0	0	      	    	D  	                          	                          	1 2
     677	M94-118   	12 50 47.61	+41 06 58.1	25.52	>	 0.81	     	Phot	0	0	      	    	D  	                          	                          	1 2
     678	M94-119   	12 50 43.66	+41 07 47.9	25.53	 	 1.40	 0.42	Phot	0	0	      	    	   	                          	                          	1 2
     679	M94-120   	12 50 32.14	+41 10 21.3	25.54	 	 1.52	 0.40	Phot	4	2	 414.4	 4.7	   	M94/PN_M94_120.fits       	                          	1 2
     680	M94-121   	12 50 53.52	+41 06 17.6	25.56	>	 1.34	     	Phot	0	0	      	    	   	                          	                          	1 2
     681	M94-122   	12 50 38.64	+41 08 05.9	25.56	 	 1.45	 0.39	Phot	0	0	      	    	D  	                          	                          	1 2
     682	M94-123   	12 51 02.93	+41 07 26.7	25.56	>	 3.58	     	Phot	1	1	 280.5	13.8	   	M94/PN_M94_123.fits       	                          	1 2
     683	M94-124   	12 51 01.09	+41 06 50.0	25.56	>	 1.02	     	Phot	1	1	 263.7	 3.8	   	M94/PN_M94_124.fits       	                          	1 2
     684	M94-125   	12 51 05.50	+41 06 55.3	25.59	 	 2.03	 0.70	Phot	2	2	 262.3	 2.9	   	M94/PN_M94_125.fits       	                          	1 2
     685	M94-126   	12 50 57.91	+41 09 19.3	25.60	 	 2.18	 0.94	Phot	3	3	 300.6	 2.4	   	M94/PN_M94_126.fits       	                          	1 2
     686	M94-127   	12 51 15.83	+41 08 09.7	25.60	 	 2.00	 0.63	Phot	2	2	 246.9	 5.9	   	M94/PN_M94_127.fits       	                          	1 2
     687	M94-128   	12 50 58.16	+41 05 52.5	25.61	 	 1.27	 0.34	Phot	2	2	 207.5	 4.5	   	M94/PN_M94_128.fits       	                          	1 2
     688	M94-129   	12 51 02.46	+41 08 01.2	25.61	 	 0.79	 0.18	Phot	1	1	 262.5	 4.2	   	M94/PN_M94_129.fits       	                          	1 2
     689	M94-130   	12 51 00.15	+41 06 50.3	25.61	 	 0.84	 0.16	Phot	0	0	      	    	   	                          	                          	1 2
     690	M94-131   	12 50 59.43	+41 07 52.2	25.63	 	 0.71	 0.15	Phot	1	1	 337.5	 4.6	   	M94/PN_M94_131.fits       	                          	1 2
     691	M94-132   	12 50 47.57	+41 06 27.6	25.65	 	 0.73	 0.14	Phot	1	0	      	    	D  	                          	                          	1 2
     692	M94-133   	12 50 31.45	+41 12 04.7	25.68	 	 2.41	 0.91	Phot	4	3	 368.3	 5.8	   	M94/PN_M94_133.fits       	                          	1 2
     693	M94-134   	12 50 57.55	+41 08 06.8	25.69	 	 1.71	 0.64	Phot	1	1	 279.6	 8.5	   	M94/PN_M94_134.fits       	                          	1 2
     694	M94-135   	12 50 41.01	+41 05 59.6	25.69	 	 0.71	 0.16	Phot	0	0	      	    	D  	                          	                          	1 2
     695	M94-136   	12 50 51.11	+41 04 49.8	25.72	 	 2.43	 0.93	Phot	3	3	 308.1	 6.5	   	M94/PN_M94_136.fits       	                          	1 2
     696	M94-137   	12 50 38.64	+41 05 29.6	25.74	 	 2.32	 0.94	Phot	1	1	 301.9	 4.3	   	M94/PN_M94_137.fits       	                          	1 2
     697	M94-138   	12 51 16.75	+41 06 50.6	25.76	 	 2.18	 0.87	Phot	4	0	      	    	   	                          	                          	1 2
     698	M94-139   	12 51 06.83	+41 11 16.5	25.78	 	 0.53	 0.11	Phot	2	2	 271.7	 3.0	   	M94/PN_M94_139.fits       	                          	1 2
     699	M94-140   	12 51 00.31	+41 08 19.2	25.79	 	 0.53	 0.17	Phot	0	0	      	    	   	                          	                          	1 2
     700	M94-141   	12 50 59.73	+41 07 42.6	25.80	>	 1.31	     	Phot	1	1	 250.6	 5.0	   	M94/PN_M94_141.fits       	                          	1 2
     701	M94-142   	12 50 52.63	+41 05 22.8	25.84	 	 1.61	 0.57	Phot	0	0	      	    	   	                          	                          	1 2
     702	M94-143   	12 50 36.44	+41 06 49.6	25.89	 	 1.89	 0.76	Phot	1	1	 398.9	 7.6	D  	M94/PN_M94_143_D.fits     	                          	1 2
     703	M94-144   	12 50 51.67	+41 04 33.8	25.97	 	 2.61	 1.17	Phot	1	1	 266.0	 4.2	   	M94/PN_M94_144.fits       	                          	1 2
     704	M94-145   	12 50 58.27	+41 08 01.7	25.99	>	 0.69	     	Phot	0	0	      	    	   	                          	                          	1 2
     705	M94-146   	12 50 32.95	+41 08 13.1	26.00	>	 0.80	     	Phot	1	0	      	    	   	                          	                          	1 2
     706	M94-147   	12 51 01.21	+41 07 09.2	26.00	 	 0.54	 0.12	Phot	0	0	      	    	   	                          	                          	1 2
     707	M94-148   	12 51 17.77	+41 11 44.2	26.06	 	 1.31	 0.69	Phot	3	0	      	    	   	                          	                          	1 2
     708	M94-149   	12 51 01.29	+41 05 20.6	26.13	 	 0.79	 0.23	Phot	2	1	 263.8	 4.2	   	M94/PN_M94_149.fits       	                          	1 2
     709	M94-150   	12 50 52.03	+41 11 22.5	26.21	 	 0.99	 0.38	Phot	3	3	 377.4	 5.8	D  	M94/PN_M94_150_D.fits     	                          	1 2
     710	M101-1    	14 02 40.57	+54 13 56.3	24.97	 	     	     	    	4	4	 140.7	 4.2	C  	M101/PN_M101_01_C.fits    	                          	1 2
     711	M101-2    	14 02 48.67	+54 16 20.1	24.99	 	     	     	    	2	2	 180.3	 6.7	C  	M101/PN_M101_02_C.fits    	                          	1 2
     712	M101-3    	14 03 09.95	+54 21 06.8	25.02	 	     	     	    	4	3	 297.2	 5.4	C  	M101/PN_M101_03_C.fits    	                          	1 2
     713	M101-4    	14 02 54.32	+54 25 09.1	25.17	 	     	     	    	4	2	 310.8	 4.4	   	M101/PN_M101_04.fits      	                          	1 2
     714	M101-5    	14 02 39.93	+54 16 14.6	25.19	 	     	     	    	3	3	 214.6	 3.4	   	M101/PN_M101_05.fits      	                          	1 2
     715	M101-6    	14 02 54.43	+54 25 29.0	25.21	 	     	     	    	2	2	 279.4	 5.2	   	M101/PN_M101_06.fits      	                          	1 2
     716	M101-7    	14 03 21.98	+54 25 48.0	25.25	 	     	     	    	5	3	 307.3	 3.3	   	M101/PN_M101_07.fits      	                          	1 2
     717	M101-8    	14 02 58.86	+54 16 38.6	25.25	 	     	     	    	3	3	 147.8	 4.9	   	M101/PN_M101_08.fits      	                          	1 2
     718	M101-9    	14 03 12.42	+54 28 16.2	25.33	 	     	     	    	4	4	 347.6	 5.4	   	M101/PN_M101_09.fits      	                          	1 2
     719	M101-10   	14 03 14.30	+54 20 36.0	25.34	 	     	     	    	2	1	 290.2	 8.8	H,X	M101/PN_M101_10_HX.fits   	                          	1 2
     720	M101-11   	14 03 04.41	+54 14 45.1	25.35	 	     	     	    	3	3	 175.5	 3.7	C  	M101/PN_M101_11_C.fits    	                          	1 2
     721	M101-12   	14 02 21.59	+54 21 09.2	25.38	 	     	     	    	3	3	 210.6	 3.9	   	M101/PN_M101_12.fits      	                          	1 2
     722	M101-13   	14 03 16.66	+54 19 27.8	25.41	 	     	     	    	2	1	 227.3	 4.6	   	M101/PN_M101_13.fits      	                          	1 2
     723	M101-14   	14 03 28.61	+54 23 02.7	25.44	 	     	     	    	5	5	 296.5	 4.7	H  	M101/PN_M101_14_H.fits    	                          	1 2
     724	M101-15   	14 03 04.65	+54 19 57.7	25.44	 	     	     	    	4	4	 165.1	 8.0	H  	M101/PN_M101_15_H.fits    	                          	1 2
     725	M101-16   	14 03 20.72	+54 24 28.4	25.45	 	     	     	    	3	2	 284.6	11.6	   	M101/PN_M101_16.fits      	                          	1 2
     726	M101-17   	14 02 40.39	+54 24 12.5	25.46	 	     	     	    	4	3	 292.9	 4.3	   	M101/PN_M101_17.fits      	                          	1 2
     727	M101-18   	14 03 23.95	+54 16 52.9	25.46	 	     	     	    	6	6	 191.0	 5.0	   	M101/PN_M101_18.fits      	                          	1 2
     728	M101-19   	14 02 22.70	+54 24 23.3	25.47	 	     	     	    	5	2	 168.4	 5.6	   	M101/PN_M101_19.fits      	                          	1 2
     729	M101-20   	14 03 12.16	+54 21 11.5	25.54	 	     	     	    	2	1	 289.3	12.2	H,X	M101/PN_M101_20_HX.fits   	                          	1 2
     730	M101-21   	14 03 10.52	+54 20 19.2	25.55	 	     	     	    	3	3	 157.6	 7.2	   	M101/PN_M101_21.fits      	                          	1 2
     731	M101-22   	14 02 36.47	+54 25 17.8	25.55	 	     	     	    	2	2	 223.5	 7.7	   	M101/PN_M101_22.fits      	                          	1 2
     732	M101-23   	14 03 23.80	+54 21 22.2	25.58	 	     	     	    	2	2	 256.5	11.0	C  	M101/PN_M101_23_C.fits    	                          	1 2
     733	M101-24   	14 03 00.63	+54 16 51.3	25.59	 	     	     	    	3	3	 184.7	 5.3	   	M101/PN_M101_24.fits      	                          	1 2
     734	M101-25   	14 03 17.32	+54 15 00.2	25.59	 	     	     	    	2	0	      	    	   	M101/PN_M101_25_Z.fits    	                          	1 2
     735	M101-26   	14 02 34.36	+54 24 38.5	25.60	 	     	     	    	3	3	 259.9	 6.5	   	M101/PN_M101_26.fits      	                          	1 2
     736	M101-27   	14 03 34.71	+54 25 03.9	25.61	 	     	     	    	3	2	 306.0	 4.6	   	M101/PN_M101_27.fits      	                          	1 2
     737	M101-28   	14 02 21.69	+54 21 10.6	25.65	 	     	     	    	3	3	 207.8	 5.9	   	M101/PN_M101_28.fits      	                          	1 2
     738	M101-29   	14 03 08.24	+54 25 25.4	25.66	 	     	     	    	4	4	 305.1	 7.0	   	M101/PN_M101_29.fits      	                          	1 2
     739	M101-30   	14 02 53.65	+54 13 25.6	25.67	 	     	     	    	5	4	 131.0	 8.4	   	M101/PN_M101_30.fits      	                          	1 2
     740	M101-31   	14 03 19.35	+54 19 51.7	25.68	 	     	     	    	1	1	 248.3	 8.5	   	M101/PN_M101_31.fits      	                          	1 2
     741	M101-32   	14 03 34.17	+54 24 41.2	25.71	 	     	     	    	2	1	 354.1	 4.1	   	M101/PN_M101_32.fits      	                          	1 2
     742	M101-33   	14 03 07.43	+54 19 03.9	25.71	 	     	     	    	3	1	 196.5	 7.2	   	M101/PN_M101_33.fits      	                          	1 2
     743	M101-34   	14 03 03.52	+54 21 48.1	25.72	 	     	     	    	0	0	      	    	   	                          	                          	1 2
     744	M101-35   	14 02 38.93	+54 27 21.8	25.73	 	     	     	    	6	6	 255.0	 8.2	   	M101/PN_M101_35.fits      	                          	1 2
     745	M101-36   	14 02 38.42	+54 20 22.0	25.74	 	     	     	    	5	3	 143.1	 5.6	   	M101/PN_M101_36.fits      	                          	1 2
     746	M101-37   	14 03 20.53	+54 20 07.4	25.77	 	     	     	    	2	1	 308.3	15.4	U  	M101/PN_M101_37_U.fits    	                          	1 2
