#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-04T04:28:49 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-04T04:28:49	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/MNRAS/501/2279&-out.all&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_75012279
#Name: J/MNRAS/501/2279
#Title: Stars in the Sagittarius stream (Vasiliev+, 2021)
#INFO	ivoid=ivo://cds.vizier/j/mnras/501/2279	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/mnras/501/2279	    IVOID of underlying data collection
#INFO	creator=Vasiliev E.	    First author or institution
#INFO	cites=bibcode:2021MNRAS.501.2279V	    Article or Data origin sources
#INFO	journal=MNRA	    Journal name
#INFO	original_date=2021	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/MNRAS/501/2279	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.75012279	    Dataset identifier that can be used for citation
#INFO	publication_date=2026-06-11	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_MNRAS_501_2279_catalog:
#Name: J/MNRAS/501/2279/catalog
#Title: Catalogue of stars in the Sagittarius stream
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	RAJ2000	(F8.4)	Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F8.4)	Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	plx	(F6.3)	Gaia DR2 parallax	[ucd=pos.parallax.trig]
#Column	e_plx	(F6.3)	Error on plx	[ucd=stat.error;pos.parallax]
#Column	pmRA	(F6.3)	Proper motion in right ascension	[ucd=pos.pm;pos.eq.ra]
#Column	e_pmRA	(F6.3)	Error on pmRA	[ucd=stat.error;pos.pm;pos.eq.ra]
#Column	pmDE	(F6.3)	Proper motion in declination	[ucd=pos.pm;pos.eq.dec]
#Column	e_pmDE	(F6.3)	Error on pmDE	[ucd=stat.error;pos.pm;pos.eq.dec]
#Column	Gmag	(F5.2)	Gaia DR2 G-band magnitude	[ucd=phot.mag;em.opt]
#Column	BPmag	(F5.2)	Gaia DR2 BP-band magnitude	[ucd=phot.mag;em.opt.B]
#Column	Jmag	(F5.2)	2MASS J-band magnitude	[ucd=phot.mag;em.IR.J]
#Column	Hmag	(F5.2)	2MASS H-band magnitude	[ucd=phot.mag;em.IR.H]
#Column	Kmag	(F5.2)	2MASS K-band magnitude	[ucd=phot.mag;em.IR.K]
#Column	E(B-V)	(F5.2)	Reddening from Schlegel, Finkbeiner & Davis (1998ApJ...500..525S)	[ucd=phot.color.excess]
#Column	Dist	(F5.2)	Estimate of the distance from nearby RR Lyrae stars	[ucd=pos.distance]
#Column	e_Dist	(F5.2)	Error on Dist	[ucd=stat.error]
#Column	vLOS	(F7.2)	? Heliocentric line-of-sight velocity	[ucd=phys.veloc;pos.heliocentric]
#Column	e_vLOS	(F5.2)	? Error on vLOS	[ucd=stat.error]
#Column	[Fe/H]	(F5.2)	? Fe/H abundance ratio	[ucd=phys.abund.Fe;arith.ratio]
#Column	e_[Fe/H]	(F5.2)	? Error on [Fe/H]	[ucd=stat.error;phys.abund.Fe]
#Column	Ref	(I1)	? Reference for the spectroscopic data (1)	[ucd=meta.ref;pos.frame]
#Column	Lambda	(F8.3)	{Lambda} coordinate in the Sgr stream frame (2)	[ucd=pos.frame]
#Column	Beta	(F7.3)	{Beta} coordinate in the Sgr stream frame (2)	[ucd=pos.frame]
#Column	SimbadName	(A28)	Simbad column added by the CDS	[ucd=meta.id]
recno	RAJ2000	DEJ2000	plx	e_plx	pmRA	e_pmRA	pmDE	e_pmDE	Gmag	BPmag	Jmag	Hmag	Kmag	E(B-V)	Dist	e_Dist	vLOS	e_vLOS	[Fe/H]	e_[Fe/H]	Ref	Lambda	Beta	SimbadName
      82	001.6554	-17.2432	 0.037	 0.036	-1.765	 0.068	-3.297	 0.042	14.90	 1.58	12.98	12.21	12.10	 0.03	18.59	 3.18	       	     	     	     	0	 -71.164	 -0.067	Gaia DR2 2414610826898072704
      83	001.6614	-20.3309	-0.140	 0.163	-1.729	 0.197	-2.783	 0.169	17.24	 1.11	15.89	15.30	15.19	 0.02	22.43	 0.45	       	     	     	     	0	 -69.840	  2.723	Gaia DR2 2365555359710428032
      84	001.6987	-10.0951	 0.024	 0.056	-1.821	 0.106	-3.686	 0.052	15.36	 1.27	13.75	13.17	13.05	 0.03	19.33	 2.21	       	     	     	     	0	 -74.291	 -6.498	Gaia DR2 2428632211492386816
      85	001.7560	-06.6951	 0.014	 0.035	-1.516	 0.065	-3.690	 0.031	13.86	 1.95	11.46	10.63	10.42	 0.03	19.33	 2.21	       	     	     	     	0	 -75.836	 -9.535	Gaia DR2 2441978049270464000
      86	001.7739	-29.0783	-0.166	 0.115	-1.215	 0.197	-3.520	 0.220	17.18	 1.08	15.75	15.19	15.15	 0.01	24.76	 1.04	       	     	     	     	0	 -66.109	 10.648	Gaia DR2 2320970541161236608
      87	001.7832	-15.8201	 0.096	 0.158	-1.379	 0.233	-3.134	 0.157	17.70	 1.16	16.36	15.65	15.61	 0.03	19.50	 4.42	       	     	     	     	0	 -71.887	 -1.299	Gaia DR2 2416539881393730816
      88	001.8114	-23.6327	-0.006	 0.038	-1.853	 0.071	-3.541	 0.052	14.75	 1.51	12.88	12.14	12.08	 0.02	20.66	 1.23	       	     	     	     	0	 -68.536	  5.761	Gaia DR2 2337110237985530240
      89	001.8479	-13.3465	 0.050	 0.057	-1.172	 0.092	-2.621	 0.067	15.49	 1.50	13.58	12.92	12.77	 0.03	22.35	 3.43	       	     	     	     	0	 -73.012	 -3.503	Gaia DR2 2418226158568987136
      90	001.8599	-19.4836	-0.068	 0.063	-0.938	 0.067	-2.728	 0.062	14.83	 1.86	12.56	11.72	11.54	 0.02	20.73	 2.52	       	     	     	     	0	 -70.374	  2.039	Gaia DR2 2365740833577969024
      91	001.8619	-10.0868	-0.011	 0.040	-0.908	 0.076	-2.702	 0.039	14.97	 1.49	13.14	12.47	12.31	 0.03	19.33	 2.21	       	     	     	     	0	 -74.440	 -6.436	Gaia DR2 2428630081188609280
      92	001.8638	-10.3831	 0.083	 0.151	-1.098	 0.216	-2.792	 0.114	17.02	 1.10	15.63	15.04	14.98	 0.04	21.83	 3.15	       	     	     	     	0	 -74.313	 -6.168	Gaia DR2 2428603727269286528
      93	001.8658	-19.3407	-0.180	 0.117	-1.256	 0.166	-2.838	 0.130	16.76	 1.22	15.21	14.59	14.50	 0.02	20.73	 2.52	       	     	     	     	0	 -70.441	  1.912	Gaia DR2 2365755642625202688
      94	001.8883	-24.4663	 0.073	 0.055	-1.857	 0.077	-3.622	 0.068	15.46	 1.33	13.83	13.21	13.07	 0.02	23.63	 3.93	       	     	     	     	0	 -68.236	  6.542	Gaia DR2 2336482657364164864
      95	001.9435	-12.7555	 0.036	 0.063	-1.323	 0.109	-3.542	 0.063	15.77	 1.37	14.11	13.39	13.33	 0.03	22.35	 3.43	       	     	     	     	0	 -73.352	 -3.996	Gaia DR2 2421291940584816640
      96	001.9601	-16.3579	 0.012	 0.049	-1.427	 0.088	-3.059	 0.059	15.21	 1.44	13.41	12.72	12.64	 0.02	20.73	 5.70	       	     	     	     	0	 -71.809	 -0.740	Gaia DR2 2414961914704711808
      97	002.0023	-16.7709	 0.003	 0.129	-1.624	 0.187	-3.339	 0.159	17.28	 1.18	15.77	15.22	15.16	 0.03	16.52	 6.25	       	     	     	     	0	 -71.667	 -0.350	Gaia DR2 2414744967316731392
      98	002.0495	-29.1276	-0.015	 0.031	-1.411	 0.061	-3.033	 0.043	14.52	 1.55	12.58	11.85	11.71	 0.01	24.76	 1.04	       	     	     	     	0	 -66.307	 10.799	Gaia DR2 2321329462988093568
      99	002.0551	-20.8873	-0.011	 0.051	-2.356	 0.091	-4.299	 0.066	15.60	 1.28	13.97	13.36	13.25	 0.02	22.43	 3.50	       	     	     	     	0	 -69.932	  3.384	Gaia DR2 2364703100759773312
     100	002.0671	-16.9607	 0.047	 0.076	-1.019	 0.131	-2.783	 0.090	16.70	 1.29	15.13	14.37	14.29	 0.03	16.52	 6.25	       	     	     	     	0	 -71.641	 -0.152	Gaia DR2 2414715108704094848
     101	002.0728	-17.1658	 0.034	 0.033	-1.047	 0.062	-2.964	 0.035	14.55	 1.79	12.37	11.57	11.39	 0.03	16.52	 6.25	       	     	     	     	0	 -71.557	  0.035	Gaia DR2 2414661095195385088
     102	002.0867	-33.0091	 0.100	 0.062	-1.701	 0.123	-3.476	 0.077	15.94	 1.32	14.35	13.70	13.57	 0.01	18.29	 9.58	       	     	     	     	0	 -64.576	 14.293	Gaia DR2 2313330515896090496
     103	002.0950	-30.4987	 0.036	 0.147	-2.166	 0.158	-3.902	 0.158	16.93	 1.19	15.48	14.89	14.77	 0.01	24.76	 1.03	       	     	     	     	0	 -65.727	 12.047	Gaia DR2 2320627115576054016
     104	002.1098	-18.9012	 0.042	 0.097	-1.615	 0.172	-3.602	 0.112	17.13	 1.15	15.75	15.10	15.06	 0.02	16.52	 4.98	       	     	     	     	0	 -70.839	  1.615	Gaia DR2 2365796629497859200
     105	002.1372	-20.1599	-0.032	 0.032	-1.782	 0.046	-4.014	 0.035	13.67	 1.60	11.70	10.98	10.82	 0.02	20.73	 2.52	       	     	     	     	0	 -70.317	  2.761	Gaia DR2 2364810852899343104
     106	002.1590	-16.4972	 0.083	 0.078	-1.105	 0.144	-2.691	 0.092	16.54	 1.32	14.90	14.27	14.10	 0.03	20.73	 5.70	       	     	     	     	0	 -71.921	 -0.532	Gaia DR2 2414768435018066176
     107	002.1590	-19.9085	-0.008	 0.055	-1.623	 0.096	-3.362	 0.105	15.49	 1.22	13.89	13.35	13.28	 0.02	20.73	 2.52	       	     	     	     	0	 -70.444	  2.543	Gaia DR2 2365660637948631936
     108	002.1603	-20.0258	-0.074	 0.046	-1.433	 0.078	-3.239	 0.054	14.51	 1.44	12.71	12.02	11.93	 0.02	20.73	 2.52	       	     	     	     	0	 -70.395	  2.650	Gaia DR2 2365657201974796544
     109	002.1818	-14.6418	-0.035	 0.071	-1.378	 0.116	-3.111	 0.084	16.29	 1.27	14.70	14.05	13.99	 0.03	23.67	 2.04	       	     	     	     	0	 -72.744	 -2.195	Gaia DR2 2417477666028613632
     110	002.2051	-22.1733	-0.078	 0.051	-0.977	 0.078	-2.529	 0.068	15.59	 1.49	13.74	13.02	12.89	 0.02	19.01	 7.51	       	     	     	     	0	 -69.499	  4.603	Gaia DR2 2340353930430942464
     111	002.2226	-16.7259	 0.025	 0.048	-1.576	 0.071	-3.272	 0.048	15.18	 1.54	13.28	12.57	12.37	 0.03	20.73	 5.70	       	     	     	     	0	 -71.877	 -0.300	Gaia DR2 2414748849967202304
     112	002.2456	-15.9416	 0.029	 0.038	-1.704	 0.073	-3.626	 0.039	14.72	 1.41	12.95	12.32	12.20	 0.03	23.51	 1.59	       	     	     	     	0	 -72.236	 -0.997	Gaia DR2 2416479584348348160
     113	002.2625	-20.4887	-0.010	 0.034	-1.829	 0.059	-3.386	 0.036	13.73	 1.60	11.78	11.09	10.92	 0.02	20.73	 2.52	       	     	     	     	0	 -70.280	  3.108	Gaia DR2 2364786972881162880
     114	002.2730	-40.4862	 0.095	 0.095	-2.541	 0.090	-3.697	 0.119	17.22	 1.04	15.91	15.34	15.22	 0.01	17.40	 2.54	       	     	     	     	0	 -61.147	 21.021	Gaia DR2 4996479628899240576
     115	002.2769	-11.0271	 0.026	 0.085	-1.093	 0.118	-3.195	 0.095	16.22	 1.32	14.55	13.89	13.75	 0.04	21.83	 2.66	       	     	     	     	0	 -74.399	 -5.412	Gaia DR2 2427738720856005120
     116	002.2834	-21.5891	 0.012	 0.088	-1.637	 0.128	-3.463	 0.114	16.66	 1.21	15.14	14.54	14.46	 0.02	19.01	 5.51	       	     	     	     	0	 -69.820	  4.108	Gaia DR2 2340446396782940416
     117	002.3038	-29.4703	 0.061	 0.078	-1.804	 0.093	-3.456	 0.074	15.71	 1.41	13.94	13.27	13.14	 0.01	24.76	 1.21	       	     	     	     	0	 -66.356	 11.204	Gaia DR2 2321118906511383552
     118	002.3083	-22.5719	 0.026	 0.042	-1.393	 0.071	-3.508	 0.048	15.34	 1.41	13.57	12.89	12.81	 0.02	19.01	 7.51	       	     	     	     	0	 -69.412	  5.003	Gaia DR2 2337322959125702400
     119	002.3271	-20.1459	-0.035	 0.045	-2.197	 0.099	-4.482	 0.061	15.55	 1.22	14.11	13.53	13.45	 0.02	20.73	 2.52	       	     	     	     	0	 -70.484	  2.826	Gaia DR2 2364901803126715264
     120	002.3877	-19.4726	-0.119	 0.221	-1.628	 0.251	-3.511	 0.235	17.88	 1.05	16.61	15.80	15.70	 0.02	16.52	 4.98	       	     	     	     	0	 -70.828	  2.244	Gaia DR2 2365712310699560960
     121	002.4283	-32.7666	 0.070	 0.096	-1.825	 0.131	-3.421	 0.139	16.99	 1.09	15.65	15.08	15.01	 0.01	18.29	 9.58	       	     	     	     	0	 -64.952	 14.204	Gaia DR2 2313358072406298112
     122	002.5135	-18.5752	-0.019	 0.087	-1.140	 0.127	-2.732	 0.095	16.54	 1.37	14.82	14.20	14.05	 0.04	16.52	 5.68	       	     	     	     	0	 -71.325	  1.487	Gaia DR2 2366183077770736256
     123	002.5253	-14.0623	 0.012	 0.094	-1.076	 0.128	-3.151	 0.098	16.13	 1.20	14.59	14.01	13.90	 0.03	22.18	 3.97	       	     	     	     	0	 -73.295	 -2.573	Gaia DR2 2417942896886029184
     124	002.5317	-30.4427	 0.036	 0.045	-1.785	 0.061	-3.239	 0.055	15.12	 1.33	13.49	12.82	12.70	 0.01	24.76	 1.21	       	     	     	     	0	 -66.097	 12.163	Gaia DR2 2319880066144653824
     125	002.5458	-13.4080	-0.045	 0.093	-1.724	 0.173	-3.980	 0.103	16.99	 1.10	15.60	15.04	14.98	 0.02	22.18	 3.97	       	     	     	     	0	 -73.598	 -3.154	Gaia DR2 2418189428008729984
     126	002.5737	-25.7676	-0.014	 0.194	-1.714	 0.243	-3.177	 0.230	18.04	 1.08	16.56	15.98	15.88	 0.02	20.66	 2.41	       	     	     	     	0	 -68.226	  7.984	Gaia DR2 2335462581156028288
     127	002.5880	-27.2597	-0.036	 0.036	-1.348	 0.069	-3.205	 0.041	14.88	 1.65	12.86	12.10	11.93	 0.02	24.05	 2.25	       	     	     	     	0	 -67.575	  9.330	Gaia DR2 2333617708019294976
     128	002.5923	-14.4603	-0.036	 0.032	-0.939	 0.061	-2.500	 0.043	14.73	 1.78	12.59	11.73	11.59	 0.03	23.67	 2.04	       	     	     	     	0	 -73.181	 -2.186	Gaia DR2 2417497182360040576
     129	002.6026	-19.0307	-0.098	 0.065	-0.962	 0.152	-2.547	 0.074	16.19	 1.39	14.47	13.79	13.69	 0.02	16.52	 4.98	       	     	     	     	0	 -71.203	  1.934	Gaia DR2 2366104840646457472
     130	002.6424	-12.1196	-0.017	 0.038	-1.347	 0.073	-3.445	 0.042	15.06	 1.45	13.24	12.57	12.45	 0.03	20.04	 3.43	       	     	     	     	0	 -74.245	 -4.272	Gaia DR2 2421432918591376512
     131	002.6599	-30.5053	-0.255	 0.135	-1.390	 0.149	-3.464	 0.176	17.24	 1.08	15.91	15.30	15.20	 0.02	24.76	 1.21	       	     	     	     	0	 -66.170	 12.268	Gaia DR2 2319887453488430976
     132	002.6787	-05.9951	 0.001	 0.052	-1.348	 0.126	-2.926	 0.044	15.36	 1.56	13.38	12.68	12.57	 0.03	19.85	 2.71	-128.37	 0.58	-0.44	 0.04	5	 -76.983	 -9.762	Gaia DR2 2443531654904886656
     133	002.6825	-30.5706	 0.030	 0.074	-1.944	 0.072	-3.914	 0.115	15.29	 1.42	13.51	12.84	12.72	 0.02	24.76	 1.21	       	     	     	     	0	 -66.158	 12.335	Gaia DR2 2319862851915750272
     134	002.7218	-18.7204	-0.049	 0.095	-1.380	 0.143	-3.198	 0.094	16.32	 1.31	14.75	14.04	13.96	 0.04	16.52	 5.68	       	     	     	     	0	 -71.439	  1.704	Gaia DR2 2366188914630818176
     135	002.7331	-04.1218	 0.044	 0.033	-1.260	 0.079	-3.299	 0.044	14.16	 1.62	12.19	11.42	11.31	 0.04	19.85	 2.98	       	     	     	     	0	 -77.876	-11.418	Gaia DR2 2444975111809107712
     136	002.7758	-25.5020	 0.001	 0.106	-1.497	 0.162	-3.364	 0.110	16.94	 1.24	15.39	14.73	14.62	 0.02	20.66	 2.41	       	     	     	     	0	 -68.510	  7.825	Gaia DR2 2335566626739081728
     137	002.8987	-21.9891	-0.015	 0.137	-1.277	 0.167	-2.772	 0.156	17.21	 1.11	15.89	15.16	15.04	 0.02	19.01	 4.91	       	     	     	     	0	 -70.160	  4.717	Gaia DR2 2361387695244901760
     138	002.9493	-11.6912	 0.003	 0.040	-1.132	 0.065	-2.793	 0.038	14.33	 1.92	12.05	11.18	11.01	 0.03	22.18	 2.64	       	     	     	     	0	 -74.704	 -4.527	Gaia DR2 2427454462740323200
     139	002.9931	-19.2269	-0.015	 0.031	-1.103	 0.077	-2.878	 0.036	14.47	 1.49	12.64	11.99	11.88	 0.02	16.52	 4.98	       	     	     	     	0	 -71.449	  2.271	Gaia DR2 2366089103886316416
     140	003.0111	-19.7126	 0.049	 0.052	-0.925	 0.067	-2.587	 0.052	14.83	 1.78	12.69	11.84	11.68	 0.02	20.73	 2.51	       	     	     	     	0	 -71.252	  2.716	Gaia DR2 2364933792043225472
     141	003.0342	-20.3633	 0.078	 0.085	-1.634	 0.164	-3.469	 0.093	16.46	 1.31	14.87	14.20	14.07	 0.02	19.01	 5.06	       	     	     	     	0	 -70.987	  3.310	Gaia DR2 2364827998408759936
     142	003.0353	-15.5705	 0.080	 0.188	-1.725	 0.294	-3.183	 0.201	17.93	 1.07	16.34	15.81	15.77	 0.02	23.51	 1.59	       	     	     	     	0	 -73.082	 -1.001	Gaia DR2 2416424299529179392
     143	003.0684	-30.8731	 0.015	 0.055	-1.853	 0.100	-3.326	 0.074	15.84	 1.29	14.21	13.63	13.53	 0.01	24.76	 1.21	       	     	     	     	0	 -66.324	 12.754	Gaia DR2 2319816122671588096
     144	003.1101	-21.3286	-0.005	 0.031	-1.043	 0.058	-2.438	 0.043	14.67	 1.68	12.61	11.86	11.70	 0.02	19.01	 4.91	       	     	     	     	0	 -70.628	  4.209	Gaia DR2 2364452549547706240
     145	003.1188	-19.0389	-0.014	 0.050	-1.659	 0.080	-3.380	 0.055	15.54	 1.42	13.77	13.06	12.99	 0.03	14.75	 3.07	       	     	     	     	0	 -71.638	  2.154	Gaia DR2 2366115457805686016
     146	003.1445	-20.6525	-0.029	 0.039	-0.944	 0.060	-2.580	 0.050	14.31	 1.58	12.39	11.71	11.58	 0.02	19.01	 5.06	       	     	     	     	0	 -70.953	  3.616	Gaia DR2 2364628643206591360
     147	003.1774	-24.4060	 0.064	 0.113	-1.269	 0.152	-3.344	 0.135	17.14	 1.08	15.72	15.17	15.12	 0.02	20.66	 5.03	       	     	     	     	0	 -69.325	  7.001	Gaia DR2 2336064632492243840
     148	003.1938	-16.1016	 0.078	 0.048	-2.036	 0.080	-4.579	 0.051	15.45	 1.32	13.79	13.16	13.06	 0.03	23.51	 1.59	       	     	     	     	0	 -72.987	 -0.456	Gaia DR2 2416250233094724736
     149	003.2041	-16.9268	-0.169	 0.140	-0.713	 0.227	-2.619	 0.148	17.09	 1.24	15.62	14.92	14.80	 0.03	22.15	 2.25	       	     	     	     	0	 -72.635	  0.290	Gaia DR2 2368134161154290944
     150	003.2542	-21.5658	-0.091	 0.083	-1.568	 0.144	-3.196	 0.094	16.32	 1.18	14.81	14.28	14.23	 0.02	19.01	 4.91	       	     	     	     	0	 -70.644	  4.481	Gaia DR2 2364427604377657472
     151	003.2588	-32.2178	 0.078	 0.146	-1.585	 0.243	-3.244	 0.204	17.89	 1.05	16.73	15.95	15.78	 0.01	18.29	 9.58	       	     	     	     	0	 -65.852	 14.028	Gaia DR2 2319393051212813696
     152	003.2877	-36.5673	 0.044	 0.076	-1.416	 0.129	-3.008	 0.097	16.45	 1.22	14.91	14.27	14.15	 0.01	17.40	 2.54	       	     	     	     	0	 -63.814	 17.912	Gaia DR2 2308556225954210048
     153	003.3288	-23.0314	-0.019	 0.025	-1.350	 0.050	-3.080	 0.029	13.95	 1.99	11.60	10.80	10.60	 0.02	22.32	 3.59	 -41.90	     	     	     	4	 -70.060	  5.828	Gaia DR2 2337071102243456896
     154	003.3501	-19.1577	 0.030	 0.078	-2.199	 0.136	-4.807	 0.111	16.66	 1.17	15.19	14.58	14.44	 0.02	14.75	 3.07	       	     	     	     	0	 -71.783	  2.357	Gaia DR2 2365361021030092544
     155	003.3625	-16.4335	-0.006	 0.063	-1.053	 0.100	-2.711	 0.079	15.79	 1.56	13.95	13.23	13.07	 0.03	22.15	 2.25	       	     	     	     	0	 -72.987	 -0.087	Gaia DR2 2416225425363630464
     156	003.3942	-15.6084	-0.008	 0.053	-1.015	 0.098	-2.742	 0.070	15.88	 1.24	14.30	13.72	13.60	 0.02	23.51	 1.59	       	     	     	     	0	 -73.376	 -0.815	Gaia DR2 2416408695912475392
     157	003.4168	-22.5111	-0.124	 0.042	-1.634	 0.072	-3.331	 0.057	15.48	 1.33	13.84	13.21	13.05	 0.02	22.32	 3.59	       	     	     	     	0	 -70.363	  5.397	Gaia DR2 2361299253278372608
     158	003.4355	-07.4705	 0.062	 0.050	-1.557	 0.105	-3.462	 0.051	15.29	 1.47	13.46	12.72	12.63	 0.03	18.44	 1.77	       	     	     	     	0	 -77.006	 -8.106	Gaia DR2 2431120818622809856
     159	003.4513	-14.6495	 0.014	 0.078	-1.202	 0.160	-2.705	 0.092	16.56	 1.27	15.01	14.40	14.27	 0.02	22.18	 3.56	       	     	     	     	0	 -73.846	 -1.653	Gaia DR2 2417057240270043392
     160	003.4571	-22.7641	-0.040	 0.035	-1.693	 0.053	-3.106	 0.039	14.15	 1.72	12.05	11.23	11.09	 0.02	22.32	 3.59	       	     	     	     	0	 -70.285	  5.640	Gaia DR2 2337085705132286848
     161	003.4844	-17.3654	-0.005	 0.035	-1.364	 0.058	-3.344	 0.039	14.68	 1.74	12.51	11.74	11.54	 0.03	16.52	 5.68	 -90.51	     	     	     	4	 -72.684	  0.802	Gaia DR2 2368056714304041472
     162	003.4849	-20.1309	-0.053	 0.134	-1.810	 0.219	-3.470	 0.158	17.61	 1.13	16.28	15.50	15.43	 0.02	18.22	 6.08	       	     	     	     	0	 -71.470	  3.287	Gaia DR2 2364858780439275904
     163	003.4864	-03.7046	 0.100	 0.061	-1.830	 0.139	-3.292	 0.071	15.50	 1.50	13.63	12.95	12.84	 0.03	19.85	 3.38	       	     	     	     	0	 -78.752	-11.456	Gaia DR2 2445065649719837440
     164	003.5252	+02.0814	-0.017	 0.031	-1.172	 0.060	-2.982	 0.039	13.82	 1.69	11.78	11.04	10.89	 0.03	20.72	 1.28	       	     	     	     	0	 -81.487	-16.599	Gaia DR2 2548207605706640256
     165	003.5676	-06.8170	-0.060	 0.084	-0.970	 0.155	-2.862	 0.094	16.33	 1.32	14.56	13.94	13.81	 0.03	18.44	 2.40	       	     	     	     	0	 -77.417	 -8.634	Gaia DR2 2431231903656992256
     166	003.5854	-18.7365	-0.005	 0.031	-1.547	 0.062	-2.971	 0.039	14.47	 1.53	12.57	11.82	11.72	 0.02	16.52	 5.68	       	     	     	     	0	 -72.168	  2.076	Gaia DR2 2366221869915305088
     167	003.6326	-27.5472	-0.028	 0.071	-1.381	 0.103	-2.753	 0.083	16.31	 1.24	14.78	14.15	14.04	 0.02	24.05	 2.25	       	     	     	     	0	 -68.289	  9.999	Gaia DR2 2323029548482979840
     168	003.6690	-16.2813	 0.023	 0.150	-0.859	 0.182	-2.426	 0.135	17.21	 1.08	15.76	15.23	15.16	 0.03	22.15	 1.89	       	     	     	     	0	 -73.319	 -0.095	Gaia DR2 2368284656808041216
     169	003.7187	-04.8087	-0.091	 0.117	-0.522	 0.233	-2.704	 0.121	16.91	 1.21	15.43	14.77	14.67	 0.03	19.85	 3.38	       	     	     	     	0	 -78.461	-10.365	Gaia DR2 2444101893418184832
     170	003.7326	-14.0330	-0.068	 0.096	-1.440	 0.154	-2.885	 0.099	16.79	 1.24	15.28	14.63	14.46	 0.03	22.18	 3.56	       	     	     	     	0	 -74.362	 -2.087	Gaia DR2 2417242301820611456
     171	003.7564	-15.9744	 0.070	 0.095	-1.670	 0.164	-3.388	 0.126	16.81	 1.19	15.40	14.69	14.58	 0.02	22.96	 2.40	       	     	     	     	0	 -73.529	 -0.334	Gaia DR2 2416334959913639296
     172	003.7793	-07.9349	 0.046	 0.083	-1.158	 0.166	-2.937	 0.086	15.78	 1.46	13.99	13.29	13.03	 0.04	18.44	 1.77	       	     	     	     	0	 -77.106	 -7.539	Gaia DR2 2430893185355761280
     173	003.8051	-14.5079	-0.011	 0.031	-1.083	 0.053	-3.034	 0.035	13.97	 1.93	11.64	10.81	10.62	 0.02	22.18	 3.56	-111.29	 0.01	-0.85	 0.02	1	 -74.216	 -1.630	Gaia DR2 2417080845410353664
     174	003.8081	-09.6230	-0.027	 0.046	-1.093	 0.089	-2.717	 0.047	14.70	 1.81	12.51	11.68	11.50	 0.04	21.69	 3.37	       	     	     	     	0	 -76.379	 -6.013	Gaia DR2 2428339844478907264
     175	003.8100	-18.0719	 0.021	 0.051	-1.094	 0.076	-2.921	 0.055	15.51	 1.48	13.79	12.96	12.84	 0.03	16.52	 5.68	       	     	     	     	0	 -72.652	  1.573	Gaia DR2 2366285985187130624
     176	003.8336	-12.0936	-0.102	 0.175	-1.776	 0.316	-2.792	 0.184	18.01	 1.16	16.56	15.95	15.80	 0.03	20.60	 2.33	       	     	     	     	0	 -75.306	 -3.785	Gaia DR2 2424387065817010816
     177	003.8343	-16.5757	 0.030	 0.037	-1.990	 0.064	-4.086	 0.042	13.97	 1.56	12.04	11.28	11.14	 0.03	22.15	 1.89	       	     	     	     	0	 -73.331	  0.239	Gaia DR2 2368261395265170432
     178	003.8573	-21.7694	-0.026	 0.058	-1.172	 0.083	-2.851	 0.064	15.45	 1.41	13.71	12.99	12.91	 0.02	19.01	 4.91	       	     	     	     	0	 -71.059	  4.911	Gaia DR2 2361363471629456512
     179	003.8685	-19.6983	-0.026	 0.144	-0.835	 0.249	-2.582	 0.168	17.74	 1.06	16.62	15.79	15.63	 0.02	18.22	 5.83	       	     	     	     	0	 -71.985	  3.057	Gaia DR2 2365271067235092352
     180	003.9151	-20.6038	 0.075	 0.121	-1.256	 0.176	-2.798	 0.147	17.34	 1.14	16.01	15.27	15.18	 0.02	19.01	 4.91	       	     	     	     	0	 -71.624	  3.889	Gaia DR2 2364595451699398912
     181	003.9154	-20.7790	 0.053	 0.045	-1.370	 0.069	-3.059	 0.049	14.94	 1.56	13.04	12.25	12.14	 0.02	19.01	 4.91	       	     	     	     	0	 -71.547	  4.046	Gaia DR2 2364579268262630272
     182	003.9323	-19.9356	-0.101	 0.092	-1.694	 0.133	-3.669	 0.093	16.65	 1.22	15.12	14.56	14.49	 0.02	18.22	 6.08	       	     	     	     	0	 -71.934	  3.296	Gaia DR2 2365053050399993600
