#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-04T04:16:13 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-04T04:16:13	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/MNRAS/527/7438&-out.all&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_75277438
#Name: J/MNRAS/527/7438
#Title: MaNGA kinematic catalogue (Ristea+, 2024)
#INFO	ivoid=ivo://cds.vizier/j/mnras/527/7438	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/mnras/527/7438	    IVOID of underlying data collection
#INFO	creator=Ristea A.	    First author or institution
#INFO	cites=bibcode:2024MNRAS.527.7438R	    Article or Data origin sources
#INFO	journal=MNRA	    Journal name
#INFO	original_date=2024	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/MNRAS/527/7438	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.75277438	    Dataset identifier that can be used for citation
#INFO	publication_date=2026-05-06	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_MNRAS_527_7438_catalog:
#Name: J/MNRAS/527/7438/catalog
#Title: Catalogue of the kinematic properties of MaNGA DR17 galaxies
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	Plateifu	(A11)	Plate-ifu of the observation, the same as in drpall_v3_1_1 (plateifu)	[ucd=obs.field]
#Column	MaNGA	(A9)	MaNGA ID of the galaxy, the same as in drpall_v3_1_1 (mangaid)	[ucd=meta.id.parent]
#Column	RAJ2000	(F15.11)	Right ascension (J2000) (RA)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F15.11)	Declination (J2000) (DEC)	[ucd=pos.eq.dec;meta.main]
#Column	logMstar	(F6.3)	log of the stellar mass (log_Mstar)	[ucd=phys.mass]
#Column	logSFR	(F6.3)	log of the star formation rate (log_SFR)	[ucd=meta.id;meta.main]
#Column	VelST1Re	(F19.15)	? Stellar rotational velocity at 1Re from the centred and inclination-corrected rotation curve (Vel_ST_1Re)	[ucd=phys.veloc.rotat]
#Column	e_VelST1Re	(F20.16)	? Error in stellar rotational velocity at 1Re, accounting for the uncertainty in the rotation curve centering (err_Vel_ST_1Re)	[ucd=stat.error]
#Column	VelST1.3Re	(F19.15)	? Stellar rotational velocity at 1.3Re from the centred and inclination-corrected rotation curve (Vel_ST_1.3Re)	[ucd=phys.veloc.rotat]
#Column	e_VelST1.3Re	(F19.16)	? Error in stellar rotational velocity at 1.3Re, accounting for the uncertainty in the rotation curve centering(err_Vel_ST_1.3Re)	[ucd=stat.error]
#Column	VelST2Re	(F19.15)	? Stellar rotational velocity at 2Re from the centred and inclination-corrected rotation curve (Vel_ST_2Re)	[ucd=phys.veloc.rotat]
#Column	e_VelST2Re	(F19.16)	? Error in stellar rotational velocity at 2Re, accounting for the uncertainty in the rotation curve centering (err_Vel_ST_2Re)	[ucd=stat.error]
#Column	VsigST1Re	(F19.16)	? Stellar rotational velocity to dispersion ratio integrated within 1Re (Vsig_ST_1Re)	[ucd=phys.veloc;arith.diff]
#Column	VsigST1.3Re	(F19.16)	? Stellar rotational velocity to dispersion ratio integrated within 1Re (Vsig_ST_1.3Re)	[ucd=phys.veloc;arith.diff]
#Column	VsigST2Re	(F19.16)	? Stellar rotational velocity to dispersion ratio integrated within 1Re (Vsig_ST_2Re)	[ucd=phys.veloc;arith.diff]
#Column	VelG1Re	(F19.15)	? Ionised gas rotational velocity at 1Re, from the centred and inclination-corrected rotation curve (Vel_G_1Re)	[ucd=phys.veloc.rotat]
#Column	e_VelG1Re	(F19.16)	? Error in ionised gas rotational velocity at 1Re, accounting for the uncertainty in the rotation curve centering (err_Vel_G_1Re)	[ucd=stat.error]
#Column	VelG1.3Re	(F19.15)	? Ionised gas rotational velocity at 1.3Re, from the centred and inclination-corrected rotation curve (Vel_G_1.3Re)	[ucd=phys.veloc.rotat]
#Column	e_VelG1.3Re	(F19.16)	? Error in ionised gas rotational velocity at 1.3Re, accounting for the uncertainty in the rotation curve centering (err_Vel_G_1.3Re)	[ucd=stat.error]
#Column	VelG2Re	(F19.15)	? Ionised gas rotational velocity at 2Re, from the centred and inclination-corrected rotation curve (Vel_G_2Re)	[ucd=phys.veloc.rotat]
#Column	e_VelG2Re	(F19.16)	? Error in ionised gas rotational velocity at 2Re, accounting for the uncertainty in the rotation curve centering (err_Vel_G_2Re)	[ucd=stat.error]
#Column	VsigG1Re	(D23.16)	? Ionised gas rotational velocity to dispersion ratio integrated within 1Re (Vsig_G_1Re)	[ucd=phys.veloc;arith.diff]
#Column	VsigG1.3Re	(F20.17)	? Ionised gas rotational velocity to dispersion ratio integrated within 1.3Re (Vsig_G_1.3Re)	[ucd=phys.veloc;arith.diff]
#Column	VsigG2Re	(F20.17)	? Ionised gas rotational velocity to dispersion ratio integrated within 2Re (Vsig_G_2Re)	[ucd=phys.veloc;arith.diff]
#Column	Sample	(I1)	[1/4] Sample (Sample) (1)	[ucd=src.sample]
#Column	RmaxST	(F4.1)	? The maximum radius in multiples of Re (out of 1Re, 1.3Re and 2Re) reached by the stellar rotation curve (Rmax_ST)	[ucd=phys.size.radius;stat.max]
#Column	RmaxG	(F4.1)	? The maximum radius in multiples of Re (out of 1Re, 1.3Re and 2Re) reached by the gas rotation curve (Rmax_G)	[ucd=phys.size.radius;stat.max]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
recno	Plateifu	MaNGA	RAJ2000	DEJ2000	logMstar	logSFR	VelST1Re	e_VelST1Re	VelST1.3Re	e_VelST1.3Re	VelST2Re	e_VelST2Re	VsigST1Re	VsigST1.3Re	VsigST2Re	VelG1Re	e_VelG1Re	VelG1.3Re	e_VelG1.3Re	VelG2Re	e_VelG2Re	VsigG1Re	VsigG1.3Re	VsigG2Re	Sample	RmaxST	RmaxG	Simbad
      43	 10519-3701	 1-182781	154.08847053100	 +5.97499672939	11.025	-1.847	 69.727567017376018	 35.1147324750687204	 62.924139032344200	39.9234323872569377	 58.521003886609421	49.8849645407686211	 0.1121142957328162	 0.1301784851286280	 0.1560781619743339	                   	                   	                   	                   	                   	                   	                       	                    	                    	1	 2.0	    	Simbad
      44	  8328-3701	 1-286772	210.75800440700	+44.46833714580	10.031	 0.158	107.133598863680348	 13.0123503833743666	114.100947482344566	14.2043039026836961	                   	                   	 0.5008369195864356	 0.5930867524417650	                   	116.845888081507610	 7.1494639303308052	125.460579404122683	 7.1494639303308052	136.704561057195406	 7.1494639303308052	 1.2141662312295107e+00	 1.57182616277169029	 2.13627648312722895	3	 1.3	 2.0	Simbad
      45	 10519-1901	 1-183195	154.45918920500	 +6.63224780370	10.109	-1.958	 99.577311311242553	 48.1527266645860692	135.854529989002515	50.7437743778354928	168.412536530636942	56.1335857782780181	 0.2930404820497762	 0.4068945265819641	 0.5984582454816607	                   	                   	                   	                   	                   	                   	                       	                    	                    	1	 2.0	    	Simbad
      46	  9503-3704	 1-229879	121.03707220900	+24.55861091630	10.558	-0.356	                   	                    	                   	                   	                   	                   	                   	                   	                   	182.065699806872232	 9.4350133203415893	190.491194988062716	 9.4350133203415893	206.126555643737390	 9.4350133203415893	 6.8210215810972197e-01	 0.90872848026552133	 1.28974076872876298	2	    	 2.0	Simbad
      47	  8133-3703	 1-548036	113.08644382000	+43.60077285280	10.939	-1.648	166.889395554177156	 14.4232703522022572	187.309936346810957	15.7358205322721645	216.143122748643520	21.2545460579510888	 0.1742605056974604	 0.2159550756089488	 0.2954847212842503	                   	                   	                   	                   	                   	                   	                       	                    	                    	1	 2.0	    	Simbad
      48	12679-12704	  1-97372	317.57349925000	 -6.42337259707	 9.694	-0.210	                   	                    	                   	                   	                   	                   	                   	                   	                   	 95.663193281773133	 9.2420583650535200	112.620679757430594	 9.2420583650535200	127.846654238476674	 9.2420583650535200	 1.4737972505867096e+00	 1.80511317733071164	 2.16461016821285090	2	    	 2.0	Simbad
      49	 12679-3703	  1-97312	316.78877050100	 -5.96824909933	10.892	-1.353	152.448477891847688	 64.5717976297694065	179.714741433602143	67.2815374536516231	253.359269052362436	73.8129184922245685	 0.2207040171230328	 0.2727791923288903	 0.3949747971155143	                   	                   	                   	                   	                   	                   	                       	                    	                    	1	 2.0	    	Simbad
      50	  8615-6103	 1-179981	320.16622791900	 +1.11735037898	 9.727	-0.906	 71.386059865119819	 47.6940796274064382	 85.093776516606681	50.7150331956076670	                   	                   	 0.3786842964661787	 0.4511035245798026	                   	                   	                   	                   	                   	                   	                   	                       	                    	                    	1	 1.3	    	Simbad
      51	 11025-1901	  1-24156	258.92019838700	+57.53525578410	10.409	-2.398	 88.963760059533456	 18.3748267532969933	 97.179062601076382	19.3491871350670586	132.954282249977894	24.1268461330820116	 0.1942187684502292	 0.2381305578681234	 0.3214024721496488	                   	                   	                   	                   	                   	                   	                       	                    	                    	1	 2.0	    	Simbad
      52	  9497-3704	 1-229452	117.44817375600	+20.25154577870	10.648	-1.642	159.034795971402787	 11.1993564798218443	173.009638028149709	11.7895049220022052	194.101566816173317	14.4583738032950269	 0.3311714175758082	 0.4190268742333639	 0.6764278734856128	                   	                   	                   	                   	                   	                   	                       	                    	                    	1	 2.0	    	Simbad
      53	12075-12702	 1-108250	 18.75983651730	 +0.30744504811	10.347	-3.055	 99.375291216809984	 16.9876443674880377	112.742575585823488	17.4019925826344206	149.032983610499230	19.4928040421935940	 0.3713619510153725	 0.4874168646094767	 0.6948431034303579	                   	                   	                   	                   	                   	                   	                       	                    	                    	1	 2.0	    	Simbad
      54	  8254-3701	 1-276544	163.50133132500	+44.47037308540	10.554	-1.522	117.938967099293052	 19.9070836651817906	115.766105633118386	22.1160045106736831	 96.282127158740664	35.8676746090125818	 0.2075587068057303	 0.2623689748541586	 0.3073349439565731	                   	                   	                   	                   	                   	                   	                       	                    	                    	1	 2.0	    	Simbad
      55	  8952-1902	 1-458272	205.17780948700	+26.00868764550	 9.707	-0.914	 49.337752985645260	 29.5227647709176964	 72.004678787214246	32.5035621920360853	 98.191577142190567	32.8525936037145811	 0.2098811836298336	 0.3006462034630482	 0.4818939231303751	                   	                   	                   	                   	                   	                   	                       	                    	                    	1	 2.0	    	Simbad
      56	 11867-1901	  1-53664	135.74611368000	 +0.83102936511	 9.533	-0.822	 63.577646669533110	 41.9218592718058076	 75.832409865230971	46.5938362036074452	 91.163117527850687	47.9468445927041387	 0.3560030671605245	 0.4213383369908017	 0.5293441009971633	 77.049892070388580	 7.5131420882996434	 90.599959022055685	 7.5131420882996434	102.954912518121347	 7.5131420882996434	 1.0010621564396927e+00	 1.18303190413556147	 1.53042731691564438	3	 2.0	 2.0	Simbad
      57	  9192-3703	 1-109275	 46.07067194400	 +0.51988598971	10.167	-0.304	                   	                    	                   	                   	                   	                   	                   	                   	                   	 96.780243391710854	 7.0000000000000000	118.414978580263124	 7.0000000000000000	135.252208555483008	 7.0000000000000000	 7.7986974195266145e-01	 0.84835012563934387	 1.07207774332859374	2	    	 2.0	Simbad
      58	  8563-3702	  1-91919	240.27308055300	+49.97967237120	10.829	 1.067	115.563717804999271	 17.3236983703298009	126.323489327683845	22.2240305203300998	156.746119293764281	32.0783831153741943	 0.2838226130953422	 0.3286766660324199	 0.3878948185194156	204.085937666613063	 7.8634832273017992	220.644514261613864	 7.8634832273017992	228.749492812727340	 7.8634832273017992	 1.1217109983374325e+00	 1.35236867802253347	 1.63352352133932377	3	 2.0	 2.0	Simbad
      59	  8711-1902	 1-379008	118.76127783800	+52.22743654060	 9.773	-0.850	                   	                    	                   	                   	                   	                   	                   	                   	                   	110.450594990694810	 8.7658583705586253	115.402605602566069	 8.7658583705586253	106.735393738837985	10.9329055936248913	 8.4628039845967429e-01	 1.08736704779219151	 1.34491440908009685	2	    	 2.0	Simbad
      60	 11015-3702	 1-456492	194.01498313000	+28.43477917660	 9.781	-2.654	 79.602221836030168	 10.8403788689751064	 89.911451830481354	11.3765638258175059	                   	                   	 0.4609411426409954	 0.5201667263577089	                   	                   	                   	                   	                   	                   	                   	                       	                    	                    	1	 1.3	    	Simbad
      61	 11977-3701	 1-273185	252.88013111500	+24.07660966600	10.605	 0.336	136.551223060148573	  9.8624160150082503	146.002578089339920	11.1735257564376091	133.936439019135435	16.2302705619380951	 0.3832082683675367	 0.4792795297650968	 0.6468034033014102	                   	                   	                   	                   	                   	                   	                       	                    	                    	1	 2.0	    	Simbad
      62	 12094-3701	  1-40248	 18.19597344370	+14.36086688640	10.793	 0.368	143.349595981335284	 12.5911109242104260	169.399672766453193	14.9364511463342211	162.847459070733862	20.9489792857480595	 0.3855109823792034	 0.5075441129342882	 0.6529545388060785	198.759086829548551	 7.0000000000000000	219.684722357389830	 7.0000000000000000	234.178084528358227	 7.0000000000000000	 9.2201887220717549e-01	 1.28267519600804558	 1.74993833403608834	3	 2.0	 2.0	Simbad
      63	  8724-3701	  1-47272	131.79317717500	+53.83060812950	10.395	-1.624	 88.879869133699401	 41.7924201619628803	105.142475144973190	43.9581137479432726	169.502915324113701	47.3242265402599145	 0.1779779571003931	 0.2341346239158915	 0.3339791854274706	                   	                   	                   	                   	                   	                   	                       	                    	                    	1	 2.0	    	Simbad
      64	  8329-3702	 1-266045	213.49543003700	+43.89294663470	 9.578	-0.147	 31.771467009217503	 25.0146788784591685	 38.689109562698448	28.0436060568928234	 41.614378576565684	31.2864981660284442	 0.1480856936082655	 0.1704300777945643	 0.2316407998284879	 49.488678005111154	16.3173300969418875	105.478618216113730	16.3173300969418875	142.179323978654566	16.3173300969418875	 2.8561917335541004e-01	 0.37765130536828428	 0.69017719122008458	3	 2.0	 2.0	Simbad
      65	 10843-1901	    1-837	149.45645141600	 -0.21092188358	10.031	 0.291	 78.257624127490033	 35.0827526533849863	 91.160766172854863	37.1580466334485493	104.830524982960810	45.1473620595229832	 0.2836115691835497	 0.3780028903130339	 0.5234314222828026	                   	                   	                   	                   	                   	                   	                       	                    	                    	1	 2.0	    	Simbad
      66	  8320-6103	 1-519720	205.88344988300	+22.49795236790	10.822	-1.419	151.400893067538789	 15.8324566613982043	177.866169502743787	16.4758944167462005	242.984736224852213	19.3411047764586002	 0.1861504359982305	 0.2721181355545713	 0.4176876081621943	                   	                   	                   	                   	                   	                   	                       	                    	                    	1	 2.0	    	Simbad
      67	  8087-1902	 1-119362	358.10149882000	+14.59306858540	10.405	-1.804	151.765402046738132	 28.9337081089831365	175.053865509317347	29.9148326860995368	231.071056036055495	31.9339853820694053	 0.2297553791630048	 0.3001571237036762	 0.4757035999320587	221.584945327540254	27.9408178690402735	222.700966356920532	28.3916398625876454	270.353973176630234	27.2814597358509552	 5.6268950068970591e-01	 0.65747497466711491	 0.85747751565269403	3	 2.0	 2.0	Simbad
      68	 8999-12702	 1-148652	163.96172762900	+49.67810333460	10.118	-2.401	 49.084668078699337	 30.1701492348327456	 81.590874836583481	32.0653242159986860	137.431175315905449	33.8104511737687190	 0.1270767942441577	 0.1674275637867364	 0.2979015304457560	                   	                   	                   	                   	                   	                   	                       	                    	                    	1	 2.0	    	Simbad
      69	 12484-3702	 1-409482	195.68599491100	+32.08501112950	10.183	-2.711	114.776115196010352	 12.7859431216596455	144.058499044834406	13.9754107214748622	161.934092290109618	16.4962455103035452	 0.2429967348215688	 0.3202884123700925	 0.4558987666892173	 60.772341647065630	37.4864104725382603	 69.241133120548170	38.3370877876238723	 85.157978389284580	41.6120698318939972	 1.1517396061580767e-01	 0.15257042602722126	 0.21189469342576253	3	 2.0	 2.0	Simbad
      70	 10213-3702	  1-44971	122.75528343600	+44.22206791550	11.588	-1.252	 95.964985490618020	 65.2178147818482614	106.163582696150399	74.8207463791351444	                   	                   	 0.1108057017502509	 0.1304792222799025	                   	                   	                   	                   	                   	                   	                   	                       	                    	                    	1	 1.3	    	Simbad
      71	  8985-1902	 1-420638	205.38900725800	+32.43262696490	 9.888	-0.826	 85.517225378440372	  5.3399751161435383	106.664291278968506	 5.7441452155558368	131.184633696535116	 6.9547584796759079	 0.3555423628313932	 0.4616121654645558	 0.6284271886803673	 52.024273157774587	33.6780230240246965	 59.541993693582228	33.6780230240246965	 83.337621454264479	34.6545783532391241	 2.4966821738671094e-01	 0.30060299852318123	 0.33948067312807018	3	 2.0	 2.0	Simbad
      72	  9024-6101	 1-314059	221.66654218500	+33.30122185670	11.093	-0.960	167.804377668721315	 47.6989371062457010	189.460197218778831	49.3336824208957125	201.065541530383626	61.1024923985934549	 0.2071599903710278	 0.2533997443891256	 0.3381677129901991	292.051162659608906	35.1956512639933763	347.465193826380187	34.5940351290202130	                   	                   	 7.6457858189687666e-01	 0.83901235839999067	                    	3	 2.0	 1.3	Simbad
      73	  8079-1902	  1-36874	 42.54776685830	 -0.99909797479	 9.360	-0.330	 37.161302710368389	 23.3259444174480954	 40.516898725591972	24.0165209868490237	                   	                   	 0.1839161520766918	 0.2402172190518602	                   	                   	                   	                   	                   	                   	                   	                       	                    	                    	1	 1.3	    	Simbad
      74	  8334-3704	 1-261360	213.18216168000	+39.10652734540	10.233	-0.054	113.626773270090411	 52.4430547262981221	130.060370963060478	54.1533398928276384	                   	                   	 0.3945965911821660	 0.5113031686052210	                   	147.720732983105307	 8.9061174163978141	159.334185323608267	 8.9061174163978141	179.262098013091816	 8.9061174163978141	 1.5286401370154901e+00	 1.93620161374392774	 2.60518420221193381	3	 1.3	 2.0	Simbad
      75	 10520-1901	 1-183465	157.56036775800	 +5.74815424575	10.047	-1.870	 90.924085142009091	 24.5973323845946510	101.288403113851075	25.5274851829029501	                   	                   	 0.3280844992742328	 0.4028893608299446	                   	                   	                   	                   	                   	                   	                   	                       	                    	                    	1	 1.3	    	Simbad
      76	  9035-3702	 1-247755	235.90156728900	+44.16037873670	 9.896	-0.435	 79.020081221761131	 41.1951098028161979	 88.124852241350709	43.7992203314356630	105.319506629275224	50.4479377887610667	 0.5597235584891959	 0.7115740101848320	 0.8668901876184915	 97.490253382107767	 8.7943100684072224	103.044790862532267	 8.7943100684072224	113.143486141041109	 8.7943100684072224	 1.0068578733175590e+00	 1.23438929852062107	 1.60951666291162776	3	 2.0	 2.0	Simbad
      77	 11866-3701	   1-1081	149.99487708200	 +1.05497529729	10.163	 0.206	109.097292403252212	 25.9413395535679285	120.452495433207986	32.3302715766198645	                   	                   	 0.3311403155852827	 0.4213876366660379	                   	164.726675314907993	 7.9150918946569391	186.828401214981341	 7.9150918946569391	187.778845162151299	 7.9150918946569391	 1.2428618177316475e+00	 1.70678006634050350	 2.23737601165957445	3	 1.3	 2.0	Simbad
      78	 12487-3702	 1-386913	137.94442436900	+30.67665460800	10.670	 0.011	137.723879786960538	 12.9241252545084357	154.011083019563500	13.3490580988986842	174.582517298751100	16.5540509577816195	 0.3651190811578875	 0.5247640013181450	 0.7376518288456437	155.365720898481186	10.3998814232306902	168.579342037850637	10.3998814232306902	197.298253330995550	10.3998814232306902	 6.1637589354486810e-01	 0.94609097859612512	 1.40353114381786415	3	 2.0	 2.0	Simbad
      79	  8977-3702	  1-71269	116.42855537800	+34.00773926190	11.011	-2.006	161.395583468036364	  9.6896039261948985	195.432514021955910	10.2527397532514826	235.655442055573133	12.4263092679203044	 0.3148902513012822	 0.3918531324653034	 0.5796529348205277	                   	                   	                   	                   	                   	                   	                       	                    	                    	1	 2.0	    	Simbad
      80	 11745-3704	 1-123273	128.52016724500	+44.32721725920	10.488	-0.692	119.354440025923452	 15.7387777898191121	133.445576752436182	16.9057155490988862	139.322484062044282	22.3829084270196468	 0.3627418447914883	 0.4484935553999966	 0.6492088616726263	122.248579130758458	11.1818397319162521	133.626677055703169	11.1818397319162521	150.150872117102637	11.1818397319162521	 6.1195512259089602e-01	 0.80263590553420017	 1.26808351720463497	3	 2.0	 2.0	Simbad
      81	  9862-6101	 1-456372	194.13351008400	+27.05558674740	10.169	-1.761	 91.627212878247605	 10.6673616931088091	107.677507458262170	11.3390705996196939	130.555402405179450	14.8472847338418319	 0.2095504955920750	 0.2860666202590660	 0.4212159083878716	                   	                   	                   	                   	                   	                   	                       	                    	                    	1	 2.0	    	Simbad
      82	 10519-1902	 1-183181	154.53574771000	 +6.43135496705	10.620	-1.944	116.793709926945525	 14.1938450816426673	149.681985321714990	14.6563761058464497	190.748201573892175	16.6152066302041206	 0.2208004754732444	 0.2749123886252934	 0.4179303257351790	                   	                   	                   	                   	                   	                   	                       	                    	                    	1	 2.0	    	Simbad
      83	  8341-3703	 1-283246	191.07887367400	+46.40713086510	10.603	-1.048	                   	                    	                   	                   	                   	                   	                   	                   	                   	 94.843029787646600	16.0005212344799759	141.958692766823333	16.5768162019066381	171.217575119658363	15.8647327814961834	 3.9463857608140895e-01	 0.46400324709799323	 2.32809396398250268	2	    	 2.0	Simbad
      84	 12067-3702	  1-26641	331.97355913300	 +0.30299285702	11.303	-0.921	213.558411161289371	 58.5459382106206050	229.493166876865644	61.9614847158387079	                   	                   	 0.2966237584349401	 0.3690160358247611	                   	                   	                   	                   	                   	                   	                   	                       	                    	                    	1	 1.3	    	Simbad
      85	  8085-3701	  1-38379	 50.97035337410	 -0.44253251596	 9.901	-0.447	 73.502778400145019	 29.4874432098664272	 92.807936407874621	31.9960943900253341	                   	                   	 0.4621019143292850	 0.4797808358923167	                   	102.672122693162237	 9.0250342538466573	112.044791585200727	 9.0250342538466573	128.830523694606796	 9.0250342538466573	 1.0718289106159511e+00	 1.32425012831751987	 1.83311750046558419	3	 1.3	 2.0	Simbad
      86	  8241-3702	 1-460404	125.63422577400	+18.74432776660	11.288	-0.657	156.642741605589890	 65.9724530530859283	185.719530247862394	69.3014975980821220	201.773694544642126	79.9652811244283157	 0.1665358364950621	 0.2140542051555337	 0.3065847335120699	                   	                   	                   	                   	                   	                   	                       	                    	                    	1	 2.0	    	Simbad
      87	 12484-3704	 1-409362	196.60474217400	+30.99977668000	10.304	-0.396	                   	                    	                   	                   	                   	                   	                   	                   	                   	142.728817820106599	 8.2533845195838502	150.452451932405779	 8.2533845195838502	164.574255853052193	 8.2533845195838502	 1.3254543922900002e+00	 1.67418490239306794	 2.21780272866011785	2	    	 2.0	Simbad
      88	  8313-1901	 1-248352	240.28712537700	+41.88074893590	 9.509	-0.101	                   	                    	                   	                   	                   	                   	                   	                   	                   	 36.866413645584970	 8.5213525437157642	 54.953654417326867	 8.5213525437157642	                   	                   	 2.5883936184090256e-01	 0.32199702573601580	                    	2	    	 1.3	Simbad
      89	10504-12701	 1-605814	140.44299462400	+33.31115222200	 9.956	-0.622	 99.398274309143716	 13.4592952438738145	110.010708032492118	14.2331310692891400	110.098901386982703	20.1221300722169403	 0.3933842769988160	 0.5023761968865714	 0.6423943157117836	123.203028679486962	 8.7193456390852493	130.032502138773225	 8.7193456390852493	139.849691048683894	 8.7193456390852493	 1.3311555413408567e+00	 1.68101847333120880	 2.28659966652059632	3	 2.0	 2.0	Simbad
      90	  8323-1901	 1-410131	195.47562237900	+36.22870918400	10.486	-1.310	174.441868703161219	  8.6455220039127259	189.369905340638240	 9.2334935078557407	214.788094526022576	11.8146791609905364	 0.3083823469286422	 0.3832002016784231	 0.5331193515890458	218.166662602112609	14.7091613780259713	226.689972562901460	15.7461280074405501	                   	                   	 6.1953643261082991e-01	 0.65623386362309721	                    	3	 2.0	 1.3	Simbad
      91	 12495-1901	  1-80160	161.28179800300	 +3.67460579699	 9.859	-0.364	                   	                    	                   	                   	                   	                   	                   	                   	                   	 99.851623528213509	 7.7970030840307807	109.135116857959204	 7.7970030840307807	122.291137745525816	 7.7970030840307807	 1.0742609973602579e+00	 1.28210797725438663	 1.55252216456694003	2	    	 2.0	Simbad
      92	 10519-3702	 1-182806	154.00370759300	 +6.14239416346	10.914	-1.643	113.140680238980963	 47.0412993050052251	147.881359428280632	51.4889465308598560	152.706092484078965	55.5167959016438033	 0.1713470825496308	 0.2114596747928260	 0.2973895455599117	                   	                   	                   	                   	                   	                   	                       	                    	                    	1	 2.0	    	Simbad
      93	  9095-1902	 1-376429	242.63282252000	+22.68966027980	10.243	-0.847	107.976138706529809	 19.2851366694071231	129.938832371227818	20.6720178045217651	154.519246055497973	26.2481369089186565	 0.3609862145210986	 0.4681181358364583	 0.6613566310653666	131.782534205025399	12.0721817842941945	160.548231107439960	12.0721817842941945	180.059892948834801	12.6969810842963167	 5.3414530802332372e-01	 0.69409262040045361	 1.10213646777898489	3	 2.0	 2.0	Simbad
      94	 11978-1901	 1-294598	250.39714851900	+22.32637284430	 9.778	 0.139	 78.312509721826046	 21.0797832348319822	 88.976789211542382	23.5053077451350916	                   	                   	 0.3576791440804522	 0.4157256899032361	                   	 73.133866984353489	 7.3795021817647637	 85.273486346017421	 7.3795021817647637	 97.121377366736681	 7.3795021817647637	 7.3234460850547412e-01	 0.91275842358487691	 1.13888919307442937	3	 1.3	 2.0	Simbad
      95	 12487-1902	 1-386932	137.84448999500	+30.09643128850	 9.913	-0.244	 42.275602495824323	 20.7936439198136114	 60.572273177187796	21.4173082409613897	 81.218285692629053	25.0873406072193106	 0.0716661289231705	 0.1210632821683944	 0.2728306057331147	 61.310723921961625	 9.9322037179129339	 72.247723062802265	 9.9322037179129339	 83.121010026564875	10.9014763915627082	 4.6945663997366155e-01	 0.53439986214353075	 0.58696835134890668	3	 2.0	 2.0	Simbad
      96	 11948-3701	 1-249839	249.60984563600	+32.70086863060	10.835	-1.479	160.092500858225151	 12.9483780357364306	176.395173827236562	13.6165521489975987	198.742342055427542	16.7746054557818240	 0.3490016076926133	 0.4369177609340005	 0.6235721443079747	                   	                   	                   	                   	                   	                   	                       	                    	                    	1	 2.0	    	Simbad
