#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-04T04:16:06 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-04T04:16:06	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/MNRAS/511/139&-out.all&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_75110139
#Name: J/MNRAS/511/139
#Title: CRDs galaxies candidates in SDSS-IV MaNGA (Bevacqua+, 2022)
#INFO	ivoid=ivo://cds.vizier/j/mnras/511/139	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/mnras/511/139	    IVOID of underlying data collection
#INFO	creator=Bevacqua D.	    First author or institution
#INFO	cites=bibcode:2022MNRAS.511..139B	    Article or Data origin sources
#INFO	journal=MNRA	    Journal name
#INFO	original_date=2022	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/MNRAS/511/139	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.75110139	    Dataset identifier that can be used for citation
#INFO	publication_date=2025-07-18	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_MNRAS_511_139_table1:
#Name: J/MNRAS/511/139/table1
#Title: Properties of Counter-Rotating stellar Disks galaxy candidates
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	MaNGAId	(A8)	MaNGA-ID associated with a unique MaNGA galaxy (MaNGA-ID)	[ucd=meta.id;meta.main]
#Column	DR15	(A4)	Link to see the MaNGA DR15 catalog	[ucd=meta.ref.url]
#Column	n_MaNGAId	(I1)	[1/2]? Note on MaNGAId objects (1)	[ucd=meta.note]
#Column	Mtype	(A2)	Galaxy Hubble morphology (Morphology) (2)	[ucd=src.morph.type]
#Column	logM*	(F5.2)	Stellar mass taken from Graham et al. 2019arXiv191005139G (log10M*)	[ucd=phys.mass]
#Column	Pth50	(F5.2)	Elliptical Petrosian 50 per cent light radius in SDSS r-band (Re)	[ucd=phys]
#Column	DPA	(F5.1)	? Difference of the kinematic position angles between the stellar and the gas velocity fields ({Delta}PA) (3)	[ucd=pos.posAng]
#Column	n_DPA	(A5)	Note on DPA (star/gas_alignment) (4)	[ucd=meta.note]
#Column	Pop	(A5)	[young old nan] Correspond to the corotation of the gaseous disk with the younger or older disk (star/gas_vs.pop)	[ucd=src.class]
#Column	logAge	(F5.2)	Luminosity weighted mean age within 1 R_e_ as in the equation 8 of the section 4.1 Stellar population maps (log10<Age>)	[ucd=phys.luminosity;stat.mean]
#Column	[M/H]	(F5.2)	Luminosity weighted mean metallicity within 1 R_e_ as in the equation 9 of the section 4.1 Stellar population maps (<[M/H]>)	[ucd=phys.luminosity;stat.mean]
#Column	GradAge	(F5.2)	Gradient of Age (GradAge) (5)	[ucd=time.age]
#Column	Grad[M/H]	(F5.2)	Gradient of metallicity (Grad[M/H]) (5)	[ucd=arith.grad;phys.abund]
#Column	Modality	(A5)	Modality of the weights maps from regularized fits (Modality) (6)	[ucd=src.class]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
#Column	_RA	(F9.5)	Positions from MaNGA catalog DR15 Cat. J/AJ/154/86 (right ascension part)	[ucd=pos.eq.ra;meta.main]
#Column	_DE	(F9.5)	Positions from MaNGA catalog DR15 Cat. J/AJ/154/86 (declination part)	[ucd=pos.eq.dec;meta.main]
recno	MaNGAId	DR15	n_MaNGAId	Mtype	logM*	Pth50	DPA	n_DPA	Pop	logAge	[M/H]	GradAge	Grad[M/H]	Modality	Simbad	_RA	_DE
      70	1-547433 	DR15	Y	S0  	F	R   	 0.739	 0.357	10.19	 1.88	258.99198	+33.64349
      71	1-177735 	DR15	N	M/CP	S	F   	 0.227	 0.248	11.90	 2.51	257.53385	+33.59890
      72	1-177284 	DR15	Y	S   	F	R   	 0.901	 0.019	11.18	 2.13	256.99261	+34.81854
      73	1-547341 	DR15	Y	E   	F	R   	 0.567	 0.226	10.09	 1.86	258.60862	+33.42069
      74	1-547339 	DR15	Y	S   	F	R   	 0.563	 0.019	 9.87	 1.56	258.58246	+33.54888
      75	1-547402 	DR15	Y	S0  	F	R   	 0.325	 0.655	10.59	 2.17	258.49584	+33.60714
      76	1-547086 	DR15	Y	S   	F	R   	 0.778	 0.420	10.81	 1.94	257.38369	+34.42703
      77	1-547018 	DR15	N	U   	F	F   	 0.250	 0.522	11.55	 2.30	257.57418	+34.24076
      78	1-547106 	DR15	Y	E   	F	R   	 0.155	 0.206	11.04	 2.19	257.25184	+34.90480
      79	1-547403 	DR15	Y	E   	S	CR  	 0.079	 0.264	11.76	 2.47	258.19727	+34.08741
      80	1-547039 	DR15	Y	E   	F	R   	 0.328	 0.258	11.84	 2.29	258.00416	+34.96116
      81	1-177626 	DR15	Y	S   	F	R   	 0.813	 0.124	11.25	 1.96	257.13884	+31.80564
      82	1-561017 	DR15	N	S   	F	R   	 0.757	 0.741	11.05	 2.05	257.53290	+32.29417
      83	1-178170 	DR15	Y	S   	F	R   	 0.870	 0.463	10.54	 1.84	259.22831	+31.52755
      84	1-178130 	DR15	Y	S   	F	R   	 0.888	 0.455	10.84	 1.98	258.65021	+30.73353
      85	1-561016 	DR15	Y	E   	F	R   	 0.345	 0.064	11.99	 2.45	258.38612	+33.15304
      86	1-177617 	DR15	Y	E   	F	R   	 0.162	 0.146	11.23	 2.36	257.56793	+32.24011
      87	1-177493 	DR15	N	M/CP	S	R   	 0.425	 0.247	11.85	 2.15	257.08576	+31.74691
      88	1-177528 	DR15	Y	S0  	F	R   	 0.721	 0.098	10.62	 1.94	258.28935	+31.58204
      89	1-547295 	DR15	Y	E   	F	R   	 0.643	 0.330	10.37	 1.83	259.18352	+32.80626
      90	1-177763 	DR15	Y	S0  	F	R   	 0.807	 0.720	10.24	 1.86	258.22622	+32.78658
      91	1-178157 	DR15	Y	I   	F	R   	 0.656	 0.392	 9.85	 1.72	258.89242	+31.52951
      92	1-177533 	DR15	N	I   	F	F   	 0.212	 0.248	 9.96	 1.98	258.80786	+31.38947
      93	1-177542 	DR15	Y	S   	F	R   	 0.877	 0.615	10.80	 1.94	259.04431	+31.79231
      94	1-178169 	DR15	Y	E   	F	R   	 0.183	 0.175	10.83	 2.11	259.21741	+31.58413
      95	1-547621 	DR15	Y	S0  	F	R   	 0.774	 0.227	 9.95	 1.62	259.20645	+31.75575
      96	1-177529 	DR15	Y	S   	F	R   	 0.765	 0.269	 9.68	 1.73	258.79890	+31.12822
      97	1-547290 	DR15	N	E   	S	F   	 0.113	 0.367	12.12	 2.49	259.24693	+32.24589
      98	1-177822 	DR15	N	M/CP	F	M/CP	 0.783	 0.176	 9.78	 2.58	258.65942	+28.12076
      99	1-178265 	DR15	Y	S   	F	R   	 0.858	 0.449	10.66	 1.94	259.19442	+26.48130
     100	1-178586 	DR15	Y	S   	F	R   	 0.845	 0.614	11.59	 2.24	261.21730	+28.07830
     101	1-178414 	DR15	Y	S   	F	R   	 0.816	 0.339	10.42	 1.83	260.88308	+27.45871
     102	1-178276 	DR15	Y	S0  	F	R   	 0.842	 0.736	10.84	 2.00	259.08301	+26.85016
     103	1-178405 	DR15	Y	S0  	F	R   	 0.301	 0.196	10.62	 2.19	261.01470	+27.54448
     104	1-178270 	DR15	Y	E   	F	R   	 0.304	 0.166	10.43	 2.15	259.43266	+26.07612
     105	1-178473 	DR15	Y	S0  	F	R   	 0.629	 0.500	10.87	 2.14	259.67383	+27.94106
     106	1-177796 	DR15	N	E   	S	M/CP	 0.198	 0.035	12.02	 2.47	259.06375	+28.01401
     107	1-178482 	DR15	Y	S   	F	R   	 0.495	 0.121	11.70	 2.24	259.16865	+27.97651
     108	1-178541 	DR15	Y	E   	F	R   	 0.698	 0.242	11.63	 2.26	260.13345	+28.10085
     109	1-178204 	DR15	Y	S0  	F	R   	 0.572	 0.437	10.53	 2.08	260.01791	+25.93639
     110	1-178442 	DR15	Y	E   	F	R   	 0.308	 0.290	11.77	 2.42	260.46451	+27.26468
     111	1-178233 	DR15	N	I   	F	F   	 0.628	 0.552	10.25	 1.77	259.54719	+26.94113
     112	1-178533 	DR15	Y	E   	F	R   	 0.300	 0.080	11.96	 2.33	259.79333	+28.35812
     113	1-178443 	DR15	Y	S0  	F	R   	 0.683	 0.462	10.77	 2.06	260.75469	+27.56947
     114	1-179247 	DR15	N	I   	F	R   	 0.751	 0.206	10.17	 1.67	314.60971	+00.18089
     115	1-179139 	DR15	Y	E   	F	R   	 0.850	 0.415	11.71	 2.27	315.22361	-00.38763
     116	1-179535 	DR15	Y	E   	F	R   	 0.817	 0.299	10.96	 2.04	317.44667	+00.36140
     117	1-179479 	DR15	Y	S   	F	R   	 0.866	 0.696	11.52	 2.19	316.55854	+00.09780
     118	1-179151 	DR15	Y	S0  	F	R   	 0.833	 0.789	10.17	 1.80	315.16516	-00.21030
     119	1-179372 	DR15	Y	E   	F	KDC 	 0.112	 0.052	11.24	 2.18	316.64900	-00.33994
     120	1-179682 	DR15	Y	E   	F	NR  	 0.211	 0.052	 9.70	 1.48	317.42261	+00.62777
     121	1-179289 	DR15	N	M/CP	F	R   	 0.741	 0.289	10.94	 2.16	316.21401	+00.63226
     122	1-179248 	DR15	Y	E   	F	R   	 0.291	 0.169	10.90	 2.25	315.01674	+00.19838
     123	1-179530 	DR15	Y	S0  	F	R   	 0.752	 0.434	11.00	 2.19	317.44655	+00.26606
     124	1-179395 	DR15	Y	S0  	F	R   	 0.356	 0.082	 9.56	 1.63	316.25170	-00.93328
     125	1-179386 	DR15	Y	S0  	F	R   	 0.231	 0.020	11.33	 1.93	316.59037	-00.77123
     126	1-179385 	DR15	N	I   	F	F   	 0.580	 0.094	 9.91	 1.95	316.53292	-00.79904
     127	1-179135 	DR15	Y	S0  	F	R   	 0.549	 0.300	10.96	 1.88	315.47494	-00.30468
     128	1-179351 	DR15	Y	E   	F	R   	 0.770	 0.172	11.67	 2.26	317.04016	-00.25081
     129	1-179503 	DR15	Y	S   	F	R   	 0.900	 0.477	11.13	 2.16	316.97477	+00.87587
     130	1-179679 	DR15	Y	E   	F	R   	 0.527	 0.209	11.57	 2.22	317.31491	+00.52347
     131	1-180513 	DR15	N	S0  	F	R   	      	 0.699	11.00	     	322.94947	-01.03917
     132	1-180336 	DR15	Y	S   	F	R   	 0.891	 0.477	10.82	 1.97	322.92881	+00.35783
     133	1-180629 	DR15	Y	S   	F	R   	 0.927	 0.590	11.94	 2.32	324.09200	+00.94773
     134	1-180621 	DR15	Y	S   	F	R   	 0.618	 0.552	11.71	 2.29	324.25988	+00.42824
     135	1-180392 	DR15	N	M/CP	S	M/CP	      	 0.532	11.99	     	323.40756	+01.07093
     136	1-180540 	DR15	Y	S0  	F	R   	 0.529	 0.594	10.73	 1.83	323.03387	+00.60977
     137	1-180204 	DR15	Y	S   	F	R   	 0.439	 0.076	11.56	 1.80	322.21331	-01.07012
     138	1-180337 	DR15	Y	S0  	F	R   	 0.700	 0.688	 9.91	 1.78	322.67265	+01.00593
     139	1-180472 	DR15	Y	E   	F	R   	 0.475	 0.191	10.93	 2.00	323.76184	-00.17083
     140	1-180537 	DR15	N	S   	F	R   	      	 0.488	11.68	     	323.17863	+00.77135
     141	1-180381 	DR15	Y	E   	S	CR  	 0.090	 0.216	11.74	 2.38	323.68014	+00.38550
     142	1-180497 	DR15	Y	E   	F	R   	 0.158	 0.121	11.50	 2.27	323.60308	-00.60323
     143	1-180172 	DR15	Y	E   	F	F   	 0.689	 0.593	11.84	 2.39	322.37074	-00.21959
     144	1-180080 	DR15	Y	E   	F	R   	 0.191	 0.239	10.70	 2.16	323.75163	-00.51144
     145	1-113322 	DR15	Y	S0  	F	F   	 0.525	 0.196	10.61	 1.98	315.53351	+11.07511
     146	1-113265 	DR15	Y	S0  	F	R   	 0.483	 0.693	10.37	 1.73	316.49091	+09.15532
     147	1-113273 	DR15	N	U   	F	F   	 0.840	 0.117	10.92	 3.20	316.13176	+09.90548
     148	1-113315 	DR15	Y	S0  	F	R   	 0.784	 0.446	11.23	 2.24	315.50312	+10.37695
     149	1-113551 	DR15	Y	E   	F	R   	 0.375	 0.311	11.19	 2.19	317.82292	+10.48259
     150	1-113405 	DR15	Y	S0  	F	R   	 0.510	 0.518	10.55	 1.94	316.84131	+11.06642
     151	1-113404 	DR15	Y	S0  	F	NR  	 0.291	 0.007	10.25	 1.49	316.88226	+10.97721
     152	1-113242 	DR15	Y	E   	S	KDC 	 0.101	 0.169	11.57	 2.36	316.70948	+09.19737
     153	1-113518 	DR15	N	S0  	F	R   	 0.622	 0.002	10.10	 1.69	316.72851	+10.80678
     154	1-113346 	DR15	N	S0  	F	F   	 0.271	 0.001	10.60	 1.82	315.85388	+10.87703
     155	1-113368 	DR15	Y	E   	F	R   	 0.324	 0.160	11.49	 2.37	315.83131	+10.94417
     156	1-113343 	DR15	Y	S0  	F	R   	 0.589	 0.201	10.80	 2.20	315.93239	+10.88757
     157	1-113292 	DR15	Y	E   	F	R   	 0.741	 0.284	11.72	 2.28	316.04364	+08.99511
     158	1-114121 	DR15	Y	S   	F	R   	 0.753	 0.583	11.68	 2.31	323.46639	+10.07185
     159	1-114325 	DR15	Y	S0  	F	R   	 0.896	 0.790	11.08	 2.07	324.09496	+12.23630
     160	1-114454 	DR15	N	M/CP	F	R   	 0.776	 0.540	11.61	 2.24	324.58642	+11.34867
     161	1-114073 	DR15	Y	I   	F	R   	 0.672	 0.297	10.51	 1.86	324.89591	+11.20496
     162	1-114303 	DR15	N	I   	F	R   	      	 0.628	 9.60	     	323.65768	+11.42181
     163	1-114334 	DR15	Y	S0  	F	R   	 0.737	 0.516	10.58	 2.06	324.25971	+11.90620
     164	1-114082 	DR15	N	S0  	F	R   	      	 0.707	10.36	     	324.15252	+10.50673
     165	1-114171 	DR15	Y	E   	F	R   	 0.310	 0.232	11.96	 2.45	323.29633	+10.64420
     166	1-114532 	DR15	Y	E   	F	R   	 0.264	 0.102	11.59	 2.26	325.16135	+11.72274
     167	1-550578 	DR15	Y	E   	S	CR  	 0.045	 0.146	11.88	 2.42	324.83365	+10.54077
     168	1-114128 	DR15	Y	E   	F	R   	 0.390	 0.228	11.54	 2.40	323.47060	+10.43973
     169	1-114129 	DR15	N	M/CP	F	M/CP	 0.199	 0.357	11.00	 2.06	323.52121	+10.42186
     170	1-114145 	DR15	Y	S   	F	R   	 0.759	 0.341	11.01	 2.10	323.57709	+11.21432
     171	1-114502 	DR15	Y	E   	S	NR  	 0.053	 0.113	11.46	 2.30	324.79932	+11.93932
     172	1-114465 	DR15	N	U   	F	R   	 0.231	 0.025	11.45	 2.08	324.89156	+10.48348
     173	1-114306 	DR15	Y	S   	F	R   	 0.884	 0.265	11.26	 1.99	323.74275	+11.29653
     174	1-114500 	DR15	Y	S0  	F	R   	 0.852	 0.700	10.53	 1.93	324.54868	+12.19426
     175	1-114955 	DR15	N	I   	F	F   	 0.563	 0.120	11.64	 2.49	332.60209	+11.71308
     176	1-114973 	DR15	N	E   	S	M/CP	 0.153	 0.184	11.53	 2.35	332.23857	+11.87761
     177	1-115162 	DR15	Y	S   	F	R   	 0.965	 0.638	11.34	 2.30	333.20184	+13.33412
     178	1-636015 	DR15	Y	S   	F	R   	 0.810	 0.756	11.18	 2.12	332.41827	+13.63581
     179	1-115097 	DR15	Y	S0  	F	R   	 0.320	 0.532	10.54	 2.04	332.20345	+13.36474
     180	1-115128 	DR15	Y	S   	F	R   	 0.707	 0.543	11.03	 2.00	332.48132	+12.81805
     181	1-114928 	DR15	Y	E   	F	R   	 0.651	 0.474	11.03	 2.24	331.08092	+12.96838
     182	1-115320 	DR15	Y	S   	F	R   	 0.710	 0.105	10.60	 1.78	333.05204	+12.20519
     183	1-114956 	DR15	Y	S0  	F	R   	 0.658	 0.280	10.71	 2.07	332.79873	+11.80073
     184	1-596678 	DR15	Y	S   	F	R   	 0.685	 0.350	11.24	 2.16	332.89284	+11.79593
     185	1-562254 	DR15	Y	S0  	F	R   	 0.325	 0.069	11.55	 2.25	333.15073	+11.75089
     186	1-114998 	DR15	Y	E   	F	R   	 0.089	 0.444	11.71	 2.37	332.75635	+12.37430
     187	1-115085 	DR15	Y	S0  	F	R   	 0.631	 0.585	 9.94	 1.95	331.80263	+13.26605
     188	1-562158 	DR15	Y	S0  	F	R   	 0.795	 0.457	11.35	 2.23	333.48534	+12.80649
     189	1-115062 	DR15	Y	E   	F	R   	 0.139	 0.017	10.22	 2.16	330.85537	+12.67590
     190	1-596598 	DR15	Y	S0  	F	R   	 0.730	 0.505	11.06	 2.03	331.12290	+12.44263
     191	1-114980 	DR15	Y	S   	F	R   	 0.832	 0.285	11.36	 2.16	332.83066	+12.18472
     192	1-24414  	DR15	Y	S   	F	R   	 0.559	 0.003	10.53	 1.39	263.15015	+56.84526
     193	1-25517  	DR15	Y	S0  	F	R   	 0.820	 0.794	 9.73	 1.74	263.63516	+58.23013
     194	1-25554  	DR15	Y	S   	F	R   	 0.835	 0.542	10.90	 1.97	262.48604	+58.39741
     195	1-24476  	DR15	N	E   	S	F   	 0.104	 0.348	10.92	 2.09	264.68032	+57.23921
     196	1-634828 	DR15	Y	S0  	F	R   	 0.509	 0.373	11.15	 2.17	264.52249	+57.11817
     197	1-634825 	DR15	Y	E   	F	R   	 0.433	 0.213	11.41	 2.30	264.45560	+57.11071
     198	1-23894  	DR15	Y	E   	F	R   	 0.367	 0.311	10.90	 2.12	260.61638	+57.16405
     199	1-24390  	DR15	Y	S0  	F	R   	 0.832	 0.694	10.31	 1.96	262.10004	+57.00210
     200	1-24394  	DR15	Y	S0  	F	R   	 0.648	 0.263	10.54	 1.96	262.07492	+56.77478
     201	1-24357  	DR15	N	M/CP	F	R   	 0.664	 0.524	10.60	 1.89	262.09935	+57.54541
     202	1-24379  	DR15	Y	S0  	F	R   	 0.762	 0.753	 9.82	 1.85	261.46603	+56.85205
     203	1-595204 	DR15	Y	E   	F	R   	 0.667	 0.561	11.35	 2.25	261.34664	+58.82273
     204	1-25688  	DR15	Y	S   	F	R   	 0.789	 0.115	10.49	 1.93	261.28484	+58.76469
     205	1-23914  	DR15	Y	S0  	F	R   	 0.890	 0.640	10.35	 1.87	259.75548	+57.17350
     206	1-25609  	DR15	Y	S0  	F	R   	 0.819	 0.788	10.70	 2.02	260.96305	+58.32173
     207	1-595027 	DR15	Y	S   	F	R   	 0.869	 0.523	11.04	 2.08	257.75222	+56.93534
     208	1-24368  	DR15	Y	S   	F	R   	 0.785	 0.260	 9.74	 1.80	261.32105	+56.95188
     209	1-25937  	DR15	Y	S0  	F	R   	 0.841	 0.536	11.68	 2.26	261.11561	+56.29601
     210	1-24092  	DR15	Y	E   	F	R   	 2.021	 0.117	11.63	 2.95	258.54848	+57.97610
     211	1-25819  	DR15	Y	E   	F	R   	 0.736	 0.112	11.53	 2.52	259.87458	+55.43296
     212	1-23891  	DR15	Y	S   	F	R   	 0.585	 0.439	11.01	 2.24	260.22821	+57.09796
     213	1-24018  	DR15	Y	S0  	F	R   	 0.425	 0.091	11.12	 2.13	257.58223	+56.75725
     214	1-23866  	DR15	Y	S0  	F	R   	 0.832	 0.429	10.02	 1.88	261.03948	+56.87446
     215	1-24354  	DR15	Y	S0  	F	R   	 0.797	 0.772	 9.98	 1.86	261.08183	+56.87628
     216	1-23877  	DR15	Y	S   	F	R   	 0.751	 0.670	11.06	 2.08	261.27855	+56.87834
     217	1-24142  	DR15	Y	E   	S	R   	 0.101	 0.288	11.89	 2.48	258.84573	+57.41118
     218	1-24145  	DR15	N	M/CP	S	M/CP	      	 0.421	11.12	     	258.84695	+57.43288
     219	1-23955  	DR15	Y	S0  	F	R   	 0.609	 0.365	 9.86	 1.81	258.82026	+57.32943
     220	1-595093 	DR15	Y	S   	F	R   	 0.834	 0.630	11.23	 2.17	258.96006	+57.36675
     221	1-24128  	DR15	Y	S0  	F	R   	 0.847	 0.324	10.33	 1.86	258.71126	+57.57030
     222	1-23951  	DR15	Y	E   	F	R   	 0.635	 0.295	10.96	 2.26	258.65684	+57.30542
     223	1-24148  	DR15	Y	S0  	F	R   	 0.623	 0.549	10.83	 2.13	258.82741	+57.65877
     224	1-24132  	DR15	Y	E   	F	R   	 0.143	 0.031	10.79	 2.07	258.72350	+57.67333
     225	1-24124  	DR15	Y	S   	F	R   	 0.833	 0.498	 9.95	 1.75	258.53026	+57.47743
     226	1-24172  	DR15	Y	S0  	F	R   	 0.999	 0.020	10.67	 1.94	259.24057	+57.47998
     227	1-23980  	DR15	Y	S0  	F	R   	 0.442	 0.100	10.09	 1.74	258.43011	+57.18838
     228	1-23927  	DR15	Y	S0  	F	R   	 0.787	 0.549	10.27	 1.76	259.37631	+57.06810
     229	1-23979  	DR15	Y	E   	F	R   	 0.686	 0.331	10.54	 2.01	258.15875	+57.32242
     230	1-25911  	DR15	N	E   	F	F   	 0.182	 0.153	11.81	 2.37	193.66672	+43.87008
     231	1-634238 	DR15	N	E   	F	F   	 0.685	 0.148	11.49	 2.91	252.93835	+62.46435
     232	1-22298  	DR15	Y	E   	F	R   	 0.248	 0.285	11.26	 2.20	253.42738	+62.42000
     233	1-594809 	DR15	Y	S0  	F	R   	 0.777	 0.789	 9.41	 1.74	254.57420	+64.70550
     234	1-22286  	DR15	N	M/CP	S	M/CP	 0.472	 0.137	11.90	 2.45	254.71730	+63.17953
     235	1-22942  	DR15	Y	E   	S	NR  	 0.060	 0.115	11.71	 2.31	254.39542	+62.87248
     236	1-22438  	DR15	Y	S0  	F	R   	 0.576	 0.452	 9.65	 1.76	255.10954	+63.72802
     237	1-23023  	DR15	Y	S   	F	R   	 0.508	 0.505	10.99	 1.95	257.24792	+62.89802
     238	1-22347  	DR15	Y	E   	F	R   	 0.421	 0.095	10.60	 2.00	252.17075	+63.47920
     239	1-22383  	DR15	Y	S0  	F	R   	 0.447	 0.016	10.92	 1.87	253.31305	+64.47628
     240	1-22970  	DR15	N	S0  	F	R   	      	 0.600	11.03	     	255.71649	+62.60440
     241	1-22333  	DR15	Y	S0  	F	R   	 0.764	 0.806	10.16	 2.02	252.47449	+62.84197
     242	1-22301  	DR15	Y	S   	F	R   	 0.691	 0.088	11.72	 2.11	253.40556	+63.03127
     243	1-634299 	DR15	Y	I   	F	R   	 0.326	 0.480	10.24	 1.77	253.88908	+63.24212
     244	1-22414  	DR15	Y	S0  	S	NR  	 0.081	 0.187	11.62	 2.19	252.61893	+64.02066
     245	1-22662  	DR15	Y	S   	F	R   	 0.705	 0.589	10.70	 1.90	255.27949	+64.67688
     246	1-22412  	DR15	Y	S0  	F	R   	 0.357	 0.517	 9.74	 1.94	253.00690	+64.12084
     247	1-22948  	DR15	Y	S   	F	R   	 0.862	 0.549	11.86	 2.19	254.54208	+62.41565
     248	1-36649  	DR15	Y	E   	F	R   	 0.584	 0.002	10.50	 1.99	040.48530	-01.19938
     249	1-36645  	DR15	N	S   	F	    	      	 0.208	10.27	     	040.48637	-01.03059
     250	1-36832  	DR15	Y	S   	F	R   	 0.810	 0.638	11.55	 2.20	040.88047	+00.30682
     251	1-36849  	DR15	Y	S0  	F	R   	 0.895	 0.858	10.48	 1.97	040.96905	+00.15265
     252	1-36847  	DR15	Y	E   	S	NR  	 0.052	 0.391	10.67	 2.07	041.15292	+00.14210
     253	1-36925  	DR15	Y	S0  	F	R   	 0.914	 0.682	11.61	 2.27	041.84049	-00.46249
     254	1-109112 	DR15	N	M/CP	S	R   	 0.425	 0.283	10.79	 2.13	041.36093	+00.91013
     255	1-37034  	DR15	Y	S0  	F	R   	 0.231	 0.478	10.08	 1.60	041.37896	+00.92064
     256	1-37018  	DR15	Y	S0  	F	R   	 0.832	 0.160	10.38	 1.80	041.28057	+00.95016
     257	1-37039  	DR15	Y	S0  	F	R   	 0.501	 0.365	10.74	 2.30	041.68575	+00.36954
     258	1-36977  	DR15	Y	S0  	F	R   	 0.638	 0.149	10.82	 2.13	041.49319	-00.44918
     259	1-37062  	DR15	Y	S0  	F	R   	 0.547	 0.048	10.51	 1.89	041.84637	+00.05876
     260	1-36942  	DR15	Y	E   	F	R   	 0.729	 0.355	10.70	 2.20	041.76264	-00.64795
     261	1-109081 	DR15	Y	S   	F	R   	 0.802	 0.493	11.42	 2.03	041.69464	-00.72883
     262	1-36945  	DR15	Y	S0  	F	R   	 0.900	 0.709	10.67	 2.05	041.64311	-00.84354
     263	1-36919  	DR15	Y	S   	F	R   	 0.577	 0.078	11.02	 1.79	042.03278	-00.75232
     264	1-37068  	DR15	Y	S0  	F	R   	 0.421	 0.175	10.65	 1.96	042.19844	-00.10918
     265	1-37036  	DR15	Y	E   	S	R   	 0.098	 0.216	11.16	 2.25	041.69991	+00.42158
     266	1-36833  	DR15	Y	S0  	F	R   	 0.884	 0.756	10.18	 1.84	040.55686	+00.38295
     267	1-109056 	DR15	Y	S0  	F	R   	 0.627	 0.345	10.84	 2.07	039.44659	+00.40508
     268	1-202377 	DR15	Y	S0  	F	R   	 0.757	 0.789	10.22	 1.88	041.51404	+00.22456
     269	1-109073 	DR15	Y	S0  	F	R   	 0.926	 0.755	10.49	 1.95	042.15678	-00.55429
     270	1-37079  	DR15	Y	S0  	F	R   	 0.535	 0.052	 9.95	 1.52	042.09234	+00.98646
     271	1-36880  	DR15	N	I   	F	F   	 0.384	 0.156	 9.75	 1.74	042.38743	-00.78444
     272	1-36905  	DR15	Y	S0  	F	R   	 0.777	 0.596	10.21	 1.84	042.39743	-00.72368
     273	1-36878  	DR15	Y	S0  	F	R   	 0.719	 0.552	10.83	 2.07	042.54212	-00.86712
     274	1-36897  	DR15	Y	I   	F	R   	 0.437	 0.136	10.08	 1.52	042.27915	-00.90221
     275	1-36899  	DR15	Y	S0  	F	R   	 0.573	 0.453	 9.90	 1.74	042.41665	-00.63691
     276	1-36892  	DR15	Y	S0  	F	R   	 0.590	 0.154	 9.96	 1.81	042.22800	-00.96679
     277	1-109167 	DR15	Y	E   	F	R   	 0.367	 0.044	10.93	 2.23	042.21693	-00.52405
     278	1-36877  	DR15	Y	E   	S	CR  	 0.055	 0.068	11.94	 2.43	042.31808	-00.77411
     279	1-37211  	DR15	Y	S   	F	R   	 0.823	 0.205	11.14	 2.07	042.57027	+00.09199
     280	1-37213  	DR15	Y	S   	F	R   	 0.778	 0.473	11.16	 2.06	042.41654	-00.06985
     281	1-36890  	DR15	Y	E   	S	R   	 0.116	 0.206	10.99	 2.19	042.53276	-00.26696
     282	1-37084  	DR15	Y	S   	F	R   	 0.382	 0.497	10.74	 1.75	042.73943	+00.36941
     283	1-37640  	DR15	Y	S   	F	R   	 0.812	 0.085	10.96	 1.91	047.11882	+00.38756
     284	1-109244 	DR15	Y	S   	F	R   	 0.609	 0.680	11.24	 2.09	047.99941	-01.16166
     285	1-38067  	DR15	N	I   	F	R   	 0.333	 0.691	 9.80	 1.59	049.33346	-00.07655
     286	1-38062  	DR15	Y	E   	F	R   	 0.566	 0.376	10.48	 1.86	049.22887	-00.04201
     287	1-604022 	DR15	Y	S   	F	R   	 0.813	 0.304	11.32	 2.05	049.48780	-00.16910
     288	1-37727  	DR15	Y	S   	F	R   	 0.666	 0.466	10.99	 2.11	047.77218	-00.54654
     289	1-37695  	DR15	Y	S   	F	NR  	 0.243	 0.124	10.41	 1.53	047.88908	-00.74294
