#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-04T04:16:10 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-04T04:16:10	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/other/NatAs/7.463&-out.all&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_1061000701
#Name: J/other/NatAs/7.463
#Title: Galaxies stellar and gas kinematic angles (Raimundo+, 2023)
#INFO	ivoid=ivo://cds.vizier/j/other/natas/7.463	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/other/natas/7.463	    IVOID of underlying data collection
#INFO	creator=Raimundo S.I.	    First author or institution
#INFO	cites=bibcode:2023NatAs...7..463R	    Article or Data origin sources
#INFO	journal=NatA	    Journal name
#INFO	original_date=2023	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/other/NatAs/7.463	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier/dt/hkegd	    Dataset identifier that can be used for citation
#INFO	publication_date=2026-03-04	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_other_NatAs_7_463_tabled1:
#Name: J/other/NatAs/7.463/tabled1
#Title: Summary of the main results for the of 1310 galaxies with measured stellar and gas kinematic angles
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	Seq	(I4)	[0/1309] Sequential number	[ucd=meta.record]
#Column	CatId	(I10)	Catalogue ID from the SAMI survey DR3	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F8.4)	Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F8.4)	Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	zsp	(F7.4)	Spectroscopic redshift	[ucd=src.redshift]
#Column	PAs	(F5.1)	Principal stellar kinematic axis (PAstellar)	[ucd=pos.posAng]
#Column	e_PAs	(F4.1)	3{sigma} uncertainty in PAstellar	[ucd=stat.error]
#Column	PAg	(F5.1)	Principal gas kinematic axis (PAgas)	[ucd=pos.posAng]
#Column	e_PAg	(F4.1)	3{sigma} uncertainty in PAgas	[ucd=stat.error]
#Column	DPA	(F5.1)	Difference in stellar-gas kinematic angles ({DELTA}PA=|PAstellar-PAgas|)	[ucd=pos.posAng]
#Column	e_DPA	(F4.1)	3{sigma} uncertainty in PA	[ucd=stat.error]
#Column	Flag	(A1)	[als] Flag for excitation mechanism (1)	[ucd=meta.code.error]
#Column	FAGN	(A2)	Flag for AGN detection (2)	[ucd=meta.code]
#Column	Type	(F4.1)	Morphological type as in the SAMI survey classification	[ucd=src.morph.type]
#Column	logMstar	(F10.7)	? Stellar mass	[ucd=phys.mass]
#Column	SimbadName	(a29)	Simbad column added by the CDS	[ucd=meta.id]
recno	Seq	CatId	RAJ2000	DEJ2000	zsp	PAs	e_PAs	PAg	e_PAg	DPA	e_DPA	Flag	FAGN	Type	logMstar	SimbadName
     603	 602	    491509	212.1630	-01.4940	 0.0544	246.4	 2.5	246.4	 1.0	  0.0	 3.5	 	  	 2.0	10.6000000	GAMA 491509
     604	 603	    491743	213.1277	-01.4060	 0.0173	 30.2	 4.5	 12.1	 0.5	 18.1	 5.0	s	  	 3.0	 9.0500000	GAMA 491743
     605	 604	    491887	213.7750	-01.5569	 0.0375	153.8	 1.5	158.9	 0.5	  5.0	 2.0	l	  	 2.0	10.6100000	GAMA 491887
     606	 605	    491960	214.1983	-01.3491	 0.0493	 60.3	 1.0	 61.3	 0.5	  1.0	 1.5	l	  	 2.0	10.7100000	GAMA 491960
     607	 606	    492384	216.3946	-01.3761	 0.0554	144.8	 1.0	138.8	 0.5	  6.0	 1.5	s	  	 2.0	10.4600000	GAMA 492384
     608	 607	    492414	216.5032	-01.4118	 0.0549	 51.3	 9.6	 64.4	 0.5	 13.1	10.1	s	  	 3.0	10.1000000	GAMA 492414
     609	 608	    492883	218.7267	-01.2717	 0.0561	195.1	 2.0	187.0	 0.5	  8.0	 2.5	a	  	 1.5	10.6600000	GAMA 492883
     610	 609	    492941	218.8567	-01.3991	 0.0557	192.1	 6.5	 96.5	13.6	 95.5	20.1	 	  	 0.0	10.3500000	GAMA 492941
     611	 610	    493832	222.6043	-01.1740	 0.0428	304.7	 1.5	306.7	 0.5	  2.0	 2.0	s	  	 2.5	10.8600000	GAMA 493832
     612	 611	    493838	222.6039	-01.1947	 0.0432	 27.1	 2.0	325.8	 5.0	 61.3	 7.0	 	  	 1.0	10.4000000	GAMA 493838
     613	 612	    496966	212.5919	-01.1150	 0.0542	220.2	 1.5	226.3	 0.5	  6.0	 2.0	s	  	 3.0	10.3800000	GAMA 496966
     614	 613	    496978	212.9077	-01.1591	 0.0049	 83.5	 0.5	325.8	 0.5	117.7	 1.0	s	  	 3.0	 8.8500000	GAMA 496978
     615	 614	     49702	222.0893	-00.8075	 0.0563	 71.4	 1.5	 67.4	 0.5	  4.0	 2.0	s	  	 2.5	10.6100000	GAMA 49702
     616	 615	    497035	213.8015	-01.1285	 0.0768	212.2	 0.5	210.2	 0.5	  2.0	 1.0	 	  	 0.5	11.2000000	GAMA 497035
     617	 616	     49734	222.3186	-00.7113	 0.0431	187.0	 1.5	193.1	 0.5	  6.0	 2.0	s	  	 1.0	10.4500000	GAMA 49734
     618	 617	     49784	222.5731	-00.6501	 0.0428	105.6	 2.5	262.5	 9.6	156.9	12.1	a	  	 1.0	10.2400000	GAMA 49784
     619	 618	    504713	217.0419	-01.9416	 0.0538	292.6	 1.5	292.6	 0.5	  0.0	 2.0	s	  	 2.5	10.4700000	GAMA 504713
     620	 619	    504877	217.5844	-01.9765	 0.0546	128.7	 2.5	139.8	 6.0	 11.1	 8.5	 	  	 1.0	10.4000000	GAMA 504877
     621	 620	    504882	217.5636	-01.9323	 0.0541	345.9	 3.0	347.9	 0.5	  2.0	 3.5	s	  	 2.5	10.1200000	GAMA 504882
     622	 621	    504922	217.7779	-01.9458	 0.0530	 47.3	 2.0	 40.2	 0.5	  7.0	 2.5	 	  	-9.0	10.0200000	GAMA 504922
     623	 622	    505316	219.2259	-01.8820	 0.0543	280.6	 1.0	278.6	 0.5	  2.0	 1.5	l	  	 2.0	10.6300000	GAMA 505316
     624	 623	    505341	219.3785	-01.9642	 0.0504	119.7	 4.5	188.0	 1.0	 68.4	 5.5	l	  	 1.0	10.6500000	GAMA 505341
     625	 624	    505788	221.7027	-01.9586	 0.0428	325.8	 1.0	331.8	 0.5	  6.0	 1.5	s	  	 2.0	10.8900000	GAMA 505788
     626	 625	    505828	221.9317	-01.9066	 0.0578	212.2	 2.0	213.2	 0.5	  1.0	 2.5	s	  	 2.0	10.4100000	GAMA 505828
     627	 626	    505979	222.4477	-01.9108	 0.0436	319.8	 6.5	326.8	 0.5	  7.0	 7.0	s	  	 2.5	 9.7500000	GAMA 505979
     628	 627	    506038	222.8417	-01.8346	 0.0353	 67.4	12.6	 70.4	 0.5	  3.0	13.1	s	  	 3.0	 9.0700000	GAMA 506038
     629	 628	    506070	223.0425	-01.8725	 0.0347	 38.2	39.7	 88.5	 0.5	 50.3	40.2	s	  	 3.0	 9.2200000	GAMA 506070
     630	 629	    506119	223.2724	-01.7693	 0.0836	275.5	18.6	 54.3	 6.5	138.8	25.1	 	  	 0.0	11.0700000	GAMA 506119
     631	 630	    508138	216.0737	-01.5842	 0.0561	 60.3	 2.5	 58.3	 4.5	  2.0	 7.0	a	  	 1.5	10.4900000	GAMA 508138
     632	 631	    508180	216.1556	-01.6389	 0.0555	242.3	 4.0	248.4	 1.0	  6.0	 5.0	 	  	 0.5	11.0600000	GAMA 508180
     633	 632	    508184	216.1810	-01.5703	 0.0571	 34.2	 1.0	 35.2	 0.5	  1.0	 1.5	 	  	 1.5	10.7800000	GAMA 508184
     634	 633	    508312	216.5988	-01.5937	 0.0557	321.8	 4.5	143.8	 3.0	178.0	 7.6	l	  	 1.5	10.1900000	GAMA 508312
     635	 634	    508351	216.8286	-01.6785	 0.0538	  1.0	 2.5	  7.0	 0.5	  6.0	 3.0	l	  	 2.0	10.8100000	GAMA 508351
     636	 635	    508352	216.8324	-01.6732	 0.0536	 95.5	 2.5	 86.5	 0.5	  9.1	 3.0	s	  	 2.5	10.3400000	GAMA 508352
     637	 636	    508412	217.0418	-01.6768	 0.0305	208.2	10.6	212.2	 0.5	  4.0	11.1	s	  	 3.0	10.0000000	GAMA 508412
     638	 637	    508414	217.0410	-01.6728	 0.0305	250.4	 9.6	182.0	 0.5	 68.4	10.1	s	  	 3.0	 9.6800000	GAMA 508414
     639	 638	    508416	216.9319	-01.5870	 0.0240	222.2	 3.0	216.2	 0.5	  6.0	 3.5	s	  	 3.0	 9.6500000	GAMA 508416
     640	 639	    508421	216.9892	-01.6312	 0.0553	196.1	 1.5	193.1	 0.5	  3.0	 2.0	s	  	 2.0	10.3900000	GAMA 508421
     641	 640	    508480	217.1822	-01.6584	 0.0358	322.8	 3.0	175.0	 0.5	147.8	 3.5	s	  	 3.0	 9.6200000	GAMA 508480
     642	 641	    508481	217.1913	-01.5818	 0.0558	292.6	 0.5	271.5	 0.5	 21.1	 1.0	s	  	 3.0	10.0000000	GAMA 508481
     643	 642	    508568	217.4460	-01.5758	 0.0569	119.7	 2.0	109.6	 0.5	 10.1	 2.5	l	  	 1.5	10.3000000	GAMA 508568
     644	 643	    508593	217.5679	-01.5937	 0.0565	352.0	 7.5	340.9	 0.5	 11.1	 8.0	l	  	 0.5	10.5800000	GAMA 508593
     645	 644	    508632	217.6467	-01.6671	 0.0567	 92.5	 4.5	 77.4	 4.5	 15.1	 9.1	l	  	 0.5	10.5600000	GAMA 508632
     646	 645	    508908	218.9179	-01.4923	 0.0567	255.4	 2.0	256.4	 0.5	  1.0	 2.5	s	  	 2.0	10.6700000	GAMA 508908
     647	 646	    508938	219.0826	-01.4418	 0.0563	290.6	 4.0	287.6	 0.5	  3.0	 4.5	s	  	 3.0	10.0300000	GAMA 508938
     648	 647	    509012	219.4162	-01.6008	 0.0561	 92.5	 3.5	 92.5	 0.5	  0.0	 4.0	s	  	 2.5	10.2200000	GAMA 509012
     649	 648	    509080	219.6613	-01.5651	 0.0573	  5.0	 4.0	 23.1	 8.6	 18.1	12.6	 	  	 1.0	10.1100000	GAMA 509080
     650	 649	    509397	221.1937	-01.5191	 0.0559	 34.2	 2.5	 30.2	 0.5	  4.0	 3.0	s	  	 2.0	10.2400000	GAMA 509397
     651	 650	    509726	222.6370	-01.4853	 0.0434	 79.4	 1.5	315.8	 0.5	123.7	 2.0	s	  	 3.0	 9.9000000	GAMA 509726
     652	 651	    509852	223.1329	-01.3451	 0.0430	226.3	 5.0	218.2	 0.5	  8.1	 5.5	s	  	 3.0	10.0700000	GAMA 509852
     653	 652	    511456	214.2526	-01.2768	 0.0493	185.0	 2.5	190.1	 0.5	  5.0	 3.0	s	  	 2.5	10.2700000	GAMA 511456
     654	 653	    511863	216.2875	-01.1135	 0.0088	 49.3	 5.5	255.4	 2.0	153.8	 7.5	s	  	 2.5	 9.3600000	GAMA 511863
     655	 654	    511867	216.3885	-01.1139	 0.0552	 45.2	 0.5	 39.2	 0.5	  6.0	 1.0	s	  	 2.5	10.6800000	GAMA 511867
     656	 655	    511890	216.5366	-01.2023	 0.0555	226.3	 1.5	224.2	 3.0	  2.0	 4.5	 	  	 1.5	10.5500000	GAMA 511890
     657	 656	    511892	216.5573	-01.1900	 0.0553	299.7	 3.0	299.7	 1.0	  0.0	 4.0	 	  	 1.0	10.8600000	GAMA 511892
     658	 657	    512170	217.9307	-01.2388	 0.0362	217.2	 1.0	213.2	 0.5	  4.0	 1.5	s	  	 2.0	10.5500000	GAMA 512170
     659	 658	    512197	218.0134	-01.1677	 0.0547	 37.2	 3.5	 41.2	 2.0	  4.0	 5.5	s	  	 1.5	10.2300000	GAMA 512197
     660	 659	    512204	218.0624	-01.1729	 0.0361	189.1	 1.5	166.9	 0.5	 22.1	 2.0	a	  	 2.0	10.0600000	GAMA 512204
     661	 660	    513066	221.5848	-01.0828	 0.0293	156.9	14.1	169.9	 0.5	 13.1	14.6	s	  	 3.0	 9.3300000	GAMA 513066
     662	 661	    513236	222.5694	-01.1044	 0.0428	255.4	 2.5	256.4	 0.5	  1.0	 3.0	s	  	 3.0	10.0400000	GAMA 513236
     663	 662	    514029	214.1335	-01.1821	 0.0498	330.8	 1.5	330.8	 0.5	  0.0	 2.0	s	  	 2.5	10.4900000	GAMA 514029
     664	 663	    514212	140.4301	+02.6909	 0.0246	287.6	 7.5	292.6	 0.5	  5.0	 8.0	s	  	 3.0	 9.4100000	GAMA 514212
     665	 664	    514218	140.5130	+02.6939	 0.0849	 36.2	 1.0	 42.2	 3.0	  6.0	 4.0	 	  	 1.0	10.9200000	GAMA 514218
     666	 665	    516973	130.1234	+02.3745	 0.0501	 33.2	 1.0	 41.2	 1.5	  8.1	 2.5	a	  	 2.0	10.8300000	GAMA 516973
     667	 666	    517070	130.6424	+02.4278	 0.0510	104.6	 2.5	100.6	 0.5	  4.0	 3.0	s	  	 3.0	10.1600000	GAMA 517070
     668	 667	    517164	131.2468	+02.4763	 0.0496	100.6	 3.0	 98.5	 0.5	  2.0	 3.5	s	  	 2.0	10.3600000	GAMA 517164
     669	 668	    517167	131.1614	+02.4110	 0.0299	115.6	 9.1	 90.5	 0.5	 25.1	 9.6	s	  	 3.0	 9.2400000	GAMA 517167
     670	 669	    517244	131.4606	+02.5098	 0.0751	237.3	 4.5	245.4	 0.5	  8.0	 5.0	s	  	 1.5	10.4400000	GAMA 517244
     671	 670	    517247	131.5110	+02.5337	 0.0279	205.1	 2.5	216.2	 0.5	 11.1	 3.0	s	  	 2.5	10.2000000	GAMA 517247
     672	 671	    517249	131.5510	+02.4105	 0.0281	140.8	12.6	111.6	 0.5	 29.2	13.1	s	  	 3.0	 9.4000000	GAMA 517249
     673	 672	    517256	131.4271	+02.3561	 0.0326	348.9	 3.0	325.8	 0.5	 23.1	 3.5	s	  	 3.0	 9.2500000	GAMA 517256
     674	 673	    517273	131.6689	+02.4080	 0.0133	 34.2	 9.1	  8.0	 1.5	 26.1	10.6	s	  	 3.0	 9.1600000	GAMA 517273
     675	 674	    517278	131.6832	+02.5374	 0.0281	 70.4	 2.0	150.8	 0.5	 80.5	 2.5	l	  	 0.5	11.0600000	GAMA 517278
     676	 675	    517302	131.7262	+02.5601	 0.0287	305.7	 2.5	337.9	 1.5	 32.2	 4.0	s	  	 1.5	10.1800000	GAMA 517302
     677	 676	    517306	131.7134	+02.5697	 0.0296	 60.3	 8.0	 59.3	 0.5	  1.0	 8.5	s	  	 3.0	 9.3800000	GAMA 517306
     678	 677	    518755	137.9099	+02.9166	 0.0509	127.7	 1.5	120.7	 0.5	  7.0	 2.0	l	  	 2.0	10.6700000	GAMA 518755
     679	 678	    518782	138.0153	+02.8759	 0.0256	 77.4	 3.0	 70.4	 0.5	  7.0	 3.5	s	  	 2.0	10.2000000	GAMA 518782
     680	 679	    518829	138.2295	+02.9309	 0.0384	145.8	 3.5	324.8	 1.5	179.0	 5.0	l	  	 0.5	 9.9300000	GAMA 518829
     681	 680	    519089	139.3530	+02.8767	 0.0256	 53.3	 5.5	 49.3	 0.5	  4.0	 6.0	s	  	 3.0	 9.5000000	GAMA 519089
     682	 681	    521736	130.6789	+02.8732	 0.0500	185.0	11.6	197.1	 1.5	 12.1	13.1	s	  	 2.5	 9.8700000	GAMA 521736
     683	 682	    521753	130.8583	+02.9058	 0.0261	223.2	 2.5	227.3	 0.5	  4.0	 3.0	s	  	 3.0	 9.7900000	GAMA 521753
     684	 683	    521768	131.0726	+02.8812	 0.0505	 72.4	 1.5	 57.3	 0.5	 15.1	 2.0	s	  	 2.5	10.1900000	GAMA 521768
     685	 684	    521794	131.2118	+02.8308	 0.0766	223.2	 5.5	228.3	 5.5	  5.0	11.1	 	  	 1.0	10.4000000	GAMA 521794
     686	 685	    521991	131.9904	+02.8899	 0.0586	215.2	 0.5	220.2	 0.5	  5.0	 1.0	 	  	 2.5	10.3400000	GAMA 521991
     687	 686	    521997	132.0286	+02.8310	 0.0768	345.9	 3.0	355.0	 0.5	  9.1	 3.5	s	  	 2.0	10.9400000	GAMA 521997
     688	 687	    527984	140.6289	-00.8595	 0.0550	184.0	 1.5	181.0	 0.5	  3.0	 2.0	 	  	 2.0	10.7900000	GAMA 527984
     689	 688	    534654	174.3529	-00.9638	 0.0501	141.8	21.6	175.0	 1.0	 33.2	22.6	s	  	 2.5	10.3100000	GAMA 534654
     690	 689	    534655	174.3644	-00.8466	 0.0464	149.8	 4.0	 80.5	 8.0	 69.4	12.1	l	  	 0.5	11.1300000	GAMA 534655
     691	 690	    534710	174.7213	-00.9426	 0.0270	 13.1	15.6	 29.2	 0.5	 16.1	16.1	s	  	 2.5	 9.1300000	GAMA 534710
     692	 691	    534753	175.0258	-00.9014	 0.0287	218.2	 3.0	224.2	 0.5	  6.0	 3.5	s	  	 2.5	10.3500000	GAMA 534753
     693	 692	    534760	174.9484	-00.8439	 0.0526	341.9	 0.5	327.8	 3.5	 14.1	 4.0	l	  	 0.0	10.7200000	GAMA 534760
     694	 693	    534904	175.6776	-00.9567	 0.0499	299.7	 4.0	112.6	14.6	173.0	18.6	l	  	 1.0	10.3700000	GAMA 534904
     695	 694	    535387	177.6591	-00.8907	 0.0514	290.6	 4.0	288.6	 0.5	  2.0	 4.5	l	  	 2.0	10.3700000	GAMA 535387
     696	 695	    535429	177.8378	-00.9705	 0.1059	 30.2	 3.0	 16.1	 0.5	 14.1	 3.5	s	  	 2.0	10.9600000	GAMA 535429
     697	 696	    535974	179.9635	-00.8587	 0.0357	291.6	15.1	289.6	 0.5	  2.0	15.6	s	  	 3.0	 9.2700000	GAMA 535974
     698	 697	    536332	181.7836	-00.8816	 0.0822	335.9	 5.5	326.8	 0.5	  9.1	 6.0	s	  	 2.5	          	GAMA 536332
     699	 698	    536463	182.4769	-00.9182	 0.0792	 96.5	 3.5	 68.4	10.1	 28.2	13.6	 	  	 1.0	11.0500000	GAMA 536463
     700	 699	    536625	132.3866	-00.0836	 0.0370	248.4	 3.0	276.5	 0.5	 28.2	 3.5	l	  	 2.5	10.1800000	GAMA 536625
     701	 700	    536963	183.5387	-00.9386	 0.0829	 16.1	 3.5	258.4	 4.0	117.7	 7.5	 	  	 0.5	10.9200000	GAMA 536963
     702	 701	    536994	183.6069	-00.9477	 0.0819	273.5	14.1	144.8	 0.5	128.7	14.6	a	  	 1.0	11.2200000	GAMA 536994
     703	 702	    537084	184.1521	-00.9560	 0.0401	226.3	 1.5	230.3	 0.5	  4.0	 2.0	l	  	 1.0	10.9500000	GAMA 537084
     704	 703	    537171	184.4415	-01.0087	 0.0398	207.2	 6.0	205.1	 0.5	  2.0	 6.5	s	  	 3.0	 9.3600000	GAMA 537171
     705	 704	    537187	184.4668	-00.9074	 0.0212	120.7	 7.5	113.6	 0.5	  7.0	 8.0	s	  	 3.0	 9.3700000	GAMA 537187
     706	 705	    537226	184.5370	-00.9793	 0.0744	 82.5	 1.5	 73.4	 0.5	  9.1	 2.0	s	  	 2.0	11.0900000	GAMA 537226
     707	 706	    537240	184.5143	-00.9131	 0.0210	102.6	 3.0	 96.5	 0.5	  6.0	 3.5	s	  	 3.0	 9.5100000	GAMA 537240
     708	 707	    537317	184.7095	-00.9986	 0.1229	260.4	 4.0	250.4	 0.5	 10.1	 4.5	s	  	 2.5	          	GAMA 537317
     709	 708	    537361	184.9511	-00.8754	 0.0396	291.6	 0.5	283.6	 0.5	  8.0	 1.0	l	  	 2.0	10.8300000	GAMA 537361
     710	 709	    537367	184.9611	-00.8782	 0.0401	 65.4	19.6	 46.3	 0.5	 19.1	20.1	s	  	 5.0	 9.1400000	GAMA 537367
     711	 710	    537426	185.3039	-00.8642	 0.0395	265.5	 1.0	265.5	 0.5	  0.0	 1.5	l	  	 2.0	10.6300000	GAMA 537426
     712	 711	    537467	185.3820	-00.8527	 0.0402	179.0	 0.5	177.0	 0.5	  2.0	 1.0	 	  	 1.0	10.7900000	GAMA 537467
     713	 712	     53809	175.1190	-00.3936	 0.0272	 35.2	13.6	 14.1	 0.5	 21.1	14.1	s	  	 3.0	 9.0500000	GAMA 53809
     714	 713	     53977	176.0184	-00.2110	 0.0482	352.0	 3.5	 22.1	 0.5	 30.2	 4.0	s	  	 3.0	10.0100000	GAMA 53977
     715	 714	     54198	177.1568	-00.2341	 0.0478	119.7	 1.5	110.6	 0.5	  9.1	 2.0	l	  	 2.0	10.5500000	GAMA 54198
     716	 715	    543494	211.7503	-00.8506	 0.0296	348.9	 4.5	350.9	 0.5	  2.0	 5.0	s	  	 3.0	 9.5400000	GAMA 543494
     717	 716	    543498	211.8023	-01.0130	 0.0508	102.6	 1.5	 98.5	 0.5	  4.0	 2.0	s	  	 2.0	10.5600000	GAMA 543498
     718	 717	    543499	211.8032	-00.9749	 0.0535	227.3	 2.5	239.3	 9.6	 12.1	12.1	 	  	 1.5	10.2500000	GAMA 543499
     719	 718	    543501	211.8153	-00.9257	 0.0515	309.7	 2.0	305.7	 1.5	  4.0	 3.5	 	  	 1.0	10.4700000	GAMA 543501
     720	 719	    543537	211.9120	-00.9553	 0.0539	163.9	17.6	255.4	 4.5	 91.5	22.1	l	  	 0.0	11.4200000	GAMA 543537
     721	 720	    543553	211.9691	-00.9152	 0.0548	 60.3	 2.5	 57.3	 3.5	  3.0	 6.0	a	  	 0.5	10.3500000	GAMA 543553
     722	 721	     54359	177.7430	-00.3680	 0.0425	329.8	 2.5	330.8	 0.5	  1.0	 3.0	s	  	 2.5	10.3000000	GAMA 54359
     723	 722	     54375	177.9104	-00.2514	 0.0596	319.8	 6.5	330.8	 0.5	 11.1	 7.0	s	  	 2.5	10.4200000	GAMA 54375
     724	 723	    543797	212.9395	-00.9043	 0.0544	215.2	 3.5	225.2	 2.0	 10.1	 5.5	 	  	 2.0	10.5200000	GAMA 543797
     725	 724	    543812	213.0537	-00.8464	 0.0326	 28.2	 6.5	 25.1	 0.5	  3.0	 7.0	s	  	 3.0	 9.3700000	GAMA 543812
     726	 725	    543859	213.1517	-01.0364	 0.0539	335.9	 1.0	335.9	 0.5	  0.0	 1.5	s	  	 1.5	10.7300000	GAMA 543859
     727	 726	    543860	213.1547	-01.0122	 0.0537	310.7	15.6	329.8	 0.5	 19.1	16.1	s	  	 3.0	10.0100000	GAMA 543860
     728	 727	    543895	213.2723	-00.8462	 0.0257	199.1	19.1	 37.2	 0.5	161.9	19.6	s	  	 2.5	 9.7400000	GAMA 543895
     729	 728	    543998	213.5549	-00.8944	 0.0379	273.5	 0.5	275.5	 0.5	  2.0	 1.0	s	  	 2.0	10.9000000	GAMA 543998
     730	 729	    544812	216.9807	-01.0082	 0.0295	 22.1	 9.6	  9.1	 0.5	 13.1	10.1	s	  	 3.0	 9.3200000	GAMA 544812
     731	 730	    544958	217.7674	-00.9191	 0.0253	290.6	 2.0	287.6	 0.5	  3.0	 2.5	s	  	 2.5	10.4200000	GAMA 544958
     732	 731	    545157	218.5907	-01.0079	 0.0255	 14.1	 7.0	354.0	 0.5	 20.1	 7.5	s	  	 3.0	 9.0300000	GAMA 545157
     733	 732	    545306	218.9079	-01.0294	 0.0384	 16.1	 3.5	 14.1	 0.5	  2.0	 4.0	s	  	 3.0	 9.7900000	GAMA 545306
     734	 733	    545411	219.3755	-00.8408	 0.0507	317.8	 6.5	313.7	 0.5	  4.0	 7.0	s	  	 3.0	 9.8600000	GAMA 545411
     735	 734	    545903	221.6435	-00.8496	 0.0417	 95.5	 1.0	 84.5	 0.5	 11.1	 1.5	l	  	 1.0	10.7500000	GAMA 545903
     736	 735	    545925	221.8319	-00.9575	 0.0346	 86.5	 3.0	 82.5	 0.5	  4.0	 3.5	s	  	 3.0	10.1600000	GAMA 545925
     737	 736	    545986	222.2890	-00.9028	 0.0276	141.8	 7.0	148.8	 0.5	  7.0	 7.5	s	  	 3.0	 9.7100000	GAMA 545986
     738	 737	    546043	222.7418	-00.8815	 0.0269	142.8	 5.5	142.8	 0.5	  0.0	 6.0	s	  	 3.0	 9.4300000	GAMA 546043
     739	 738	    548739	129.0318	-00.4894	 0.0573	 40.2	 4.0	 23.1	 0.5	 17.1	 4.5	s	  	 3.0	10.1500000	GAMA 548739
     740	 739	    548872	129.4123	-00.5863	 0.0790	327.8	 3.0	346.9	 3.0	 19.1	 6.0	a	  	 1.5	10.5200000	GAMA 548872
     741	 740	    548914	129.5952	-00.4454	 0.0854	218.2	 1.5	222.2	 0.5	  4.0	 2.0	a	  	 2.0	10.7000000	GAMA 548914
     742	 741	    548946	129.8287	-00.6121	 0.0505	 53.3	 6.5	 55.3	 0.5	  2.0	 7.0	s	  	 2.0	10.4200000	GAMA 548946
     743	 742	    548947	129.8210	-00.6135	 0.0509	 56.3	 2.0	 57.3	 0.5	  1.0	 2.5	s	  	 2.5	10.6700000	GAMA 548947
     744	 743	    549180	130.6671	-00.5632	 0.0305	 22.1	 2.0	 23.1	 0.5	  1.0	 2.5	s	  	 2.5	10.4700000	GAMA 549180
     745	 744	     54921	179.9984	-00.2909	 0.0937	228.3	 3.5	188.0	 0.5	 40.2	 4.0	s	  	 0.0	10.9900000	GAMA 54921
     746	 745	     54957	180.0418	-00.4152	 0.0757	355.0	 0.5	  4.0	 2.0	  9.1	 2.5	 	  	 2.0	10.6000000	GAMA 54957
     747	 746	    550328	135.1674	-00.4868	 0.0405	290.6	 1.0	297.6	 0.5	  7.0	 1.5	l	  	 2.0	10.4100000	GAMA 550328
     748	 747	    550330	135.1946	-00.5657	 0.0403	326.8	 5.5	289.6	 0.5	 37.2	 6.0	s	  	 3.0	 9.4000000	GAMA 550330
     749	 748	    550582	136.3050	-00.4966	 0.0277	 36.2	 3.5	 35.2	 0.5	  1.0	 4.0	s	  	 2.5	10.2100000	GAMA 550582
     750	 749	    550780	137.4201	-00.4662	 0.0701	194.1	 1.0	191.1	 0.5	  3.0	 1.5	s	  	 2.0	10.6000000	GAMA 550780
     751	 750	    550781	137.4683	-00.5046	 0.0483	 46.3	 3.0	216.2	 0.5	169.9	 3.5	a	  	 1.0	10.3900000	GAMA 550781
     752	 751	    551202	139.3708	-00.6206	 0.0165	119.7	 2.5	115.6	 0.5	  4.0	 3.0	s	  	 3.0	 9.9600000	GAMA 551202
     753	 752	    551332	139.8995	-00.4519	 0.0563	192.1	 4.5	198.1	 0.5	  6.0	 5.0	s	  	 2.5	10.0200000	GAMA 551332
     754	 753	    551505	140.5722	-00.5469	 0.0563	195.1	 1.5	127.7	 2.5	 67.4	 4.0	l	  	 0.5	11.3400000	GAMA 551505
     755	 754	    551507	140.5944	-00.4888	 0.0879	 97.5	 1.5	 91.5	 0.5	  6.0	 2.0	s	  	 2.0	11.1100000	GAMA 551507
     756	 755	     55150	180.7542	-00.2912	 0.0405	192.1	 4.0	192.1	 0.5	  0.0	 4.5	s	  	 3.0	10.1200000	GAMA 55150
     757	 756	    551655	140.9363	-00.5702	 0.0537	251.4	 2.0	250.4	 0.5	  1.0	 2.5	l	  	 2.0	10.4900000	GAMA 551655
     758	 757	    551656	140.9366	-00.5180	 0.0562	103.6	 4.5	100.6	 0.5	  3.0	 5.0	s	  	 2.0	10.5000000	GAMA 551656
