#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-08-28T19:30:55 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-08-28T19:30:55	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J%2FApJS%2F172%2F599%2Ftable1&-out=AGC,OName,RAJ2000,DEJ2000,TT,r23.5,r.83,Isb,ell,e_ell,Imag,e_Imag,TF&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_21720599
#Name: J/ApJS/172/599
#Title: SFI++ II. A new I-band Tully-Fisher catalog (Springob+, 2007)
#INFO	ivoid=ivo://cds.vizier/j/apjs/172/599	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/apjs/172/599	    IVOID of underlying data collection
#INFO	creator=Springob C.M.	    First author or institution
#INFO	cites=bibcode:2007ApJS..172..599S	    Article or Data origin sources
#INFO	journal=ApJS	    Journal name
#INFO	original_date=2007	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/172/599	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.21720599	    Dataset identifier that can be used for citation
#INFO	publication_date=2017-12-07	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJS_172_599_table1:
#Name: J/ApJS/172/599/table1
#Title: Additional photometric parameters
#Column	AGC	(I6)	Entry number in the UGC or AGC (G1)	[ucd=meta.id;meta.main]
#Column	OName	(A8)	Other name	[ucd=meta.id]
#Column	RAJ2000	(A10)	Hour of Right Ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A9)	Degree of Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	TT	(I2)	Morphological type code T	[ucd=meta.code;src.morph]
#Column	r23.5	(F5.1)	Isophotal radius at a surface magnitude of 23.5 mag/arcsec2	[ucd=phys.angSize]
#Column	r.83	(F5.1)	Optical radius containing 83% of the light	[ucd=phys.angSize;src]
#Column	Isb	(F6.2)	Surface magnitude at outermost I isophote	[ucd=phot.mag.sb;em.opt.I]
#Column	ell	(F6.3)	Disk ellipticity	[ucd=src.ellipticity]
#Column	e_ell	(F6.3)	Error on the Ellip	[ucd=stat.error]
#Column	Imag	(F6.2)	Observed I-band magnitude	[ucd=phot.mag;em.opt.I]
#Column	e_Imag	(F5.2)	Error on Imag	[ucd=stat.error;phot.mag;em.opt.I]
#Column	TF	(A1)	[*] Code indicating inclusion in TF sample	[ucd=meta.note]
AGC	OName	RAJ2000	DEJ2000	TT	r23.5	r.83	Isb	ell	e_ell	Imag	e_Imag	TF
   379	M+102037	00 37 57.7	+05 08 52	 5	 39.3	 70.9	 24.25	 0.829	 0.034	 14.84	 0.18	
 20437	150 G 16	00 38 02.1	-53 37 42	 5	 28.4	 20.5	 23.66	 0.764	 0.012	 14.39	 0.03	
 20436	242 G 20	00 38 02.3	-46 31 05	 5	 49.7	 66.2	 23.65	 0.464	 0.041	 12.86	 0.05	*
100364	500-058 	00 38 28.2	+29 37 30	 4	 31.8	 24.9	 23.86	 0.546	 0.044	 13.84	 0.04	
   388	M+502034	00 38 31.8	+30 17 22	 5	 32.6	 36.0	 24.03	 0.542	 0.008	 13.98	 0.08	
   393	M+302020	00 38 39.8	+17 24 09	 3	 38.4	 32.9	 24.44	 0.569	 0.020	 13.39	 0.04	
101075	        	00 38 40.5	+29 35 10	 1	 25.3	 18.2	 24.26	 0.692	 0.028	 14.11	 0.03	
100376	A76-073 	00 38 41.8	+07 17 20	 1	 16.5	 11.6	 23.64	 0.382	 0.035	 14.32	 0.03	*
101112	        	00 38 54.4	+07 27 27	 4	 15.1	 11.9	 23.85	 0.704	 0.026	 15.80	 0.03	
100381	479-052B	00 38 55.7	+26 57 58	 5	 23.7	 18.4	 24.01	 0.783	 0.022	 14.86	 0.03	
   399	I1564   	00 39 05.1	+06 01 15	 4	 31.0	 24.0	 23.93	 0.522	 0.058	 13.31	 0.03	
 20445	411 G  3	00 39 17.9	-27 20 55	 3	 40.0	 29.8	 24.84	 0.523	 0.045	 12.68	 0.04	
 20450	351 G  1	00 39 33.6	-35 48 19	 5	 29.7	 26.2	 24.48	 0.813	 0.024	 15.11	 0.04	
   420	N 200   	00 39 34.8	+02 53 14	 5	 57.9	 43.1	 23.17	 0.473	 0.120	 11.67	 0.05	
   418	409-059 	00 39 37.6	+08 57 55	 3	 59.3	 38.1	 23.64	 0.728	 0.067	 12.88	 0.02	
   422	409-060 	00 39 43.1	+09 00 18	 3	 30.0	 23.9	 23.98	 0.253	 0.173	 12.96	 0.03	
 20457	474 G 11	00 40 35.2	-25 26 32	 5	 21.9	 21.4	 24.45	 0.539	 0.036	 14.70	 0.05	
 20461	79 G  5 	00 40 46.4	-63 26 38	 7	 52.4	 44.8	 24.20	 0.585	 0.095	 12.75	 0.03	*
400334	M-202082	00 40 55.0	-13 46 31	 3	 29.5	 24.2	 23.87	 0.402	 0.159	 12.95	 0.03	
100455	A76-022 	00 40 59.1	+06 43 14	 3	 21.1	 15.2	 23.71	 0.570	 0.011	 14.40	 0.03	*
   433	500-067 	00 41 03.7	+31 43 59	 5	 58.1	 42.5	 23.41	 0.793	 0.036	 12.80	 0.04	
   438	N 214   	00 41 27.8	+25 30 00	 4	 61.0	 41.8	 24.25	 0.273	 0.037	 11.12	 0.05	
400844	comp    	00 41 29.4	-10 00 47	 3	 27.7	 25.3	 22.14	 0.520	 0.032	 14.25	 0.09	*
400343	N 217   	00 41 33.8	-10 01 18	 0	 92.3	 48.7	 22.33	 0.724	 0.025	 11.02	 0.02	
   442	500-070 	00 41 51.8	+32 59 27	 5	 25.4	 30.2	 23.75	 0.391	 0.032	 14.23	 0.09	
   444	519-019 	00 42 04.8	+36 48 16	 3	 34.2	 22.8	 25.34	 0.242	 0.019	 12.33	 0.02	
   443	500-071 	00 42 07.8	+33 24 22	 5	 26.1	 28.5	 24.07	 0.623	 0.028	 14.64	 0.06	
100917	        	00 42 11.7	+37 00 56	 3	 21.1	 19.2	 23.44	 0.706	 0.056	 15.28	 0.05	
 20471	540 G 16	00 42 14.7	-18 09 39	 5	 76.8	 65.6	 23.93	 0.840	 0.015	 13.06	 0.04	
   457	500-075 	00 42 53.3	+33 31 22	 4	 32.1	 23.4	 23.53	 0.705	 0.033	 13.84	 0.02	
   461	N 237   	00 43 27.8	-00 07 31	 5	 45.2	 32.5	 24.31	 0.344	 0.033	 12.08	 0.04	
 20489	474 G 19	00 43 45.0	-24 25 17	 5	 25.1	 46.3	 23.88	 0.440	 0.117	 14.53	 0.18	
400373	M-203006	00 45 08.9	-09 37 53	 4	 31.1	 21.8	 23.13	 0.436	 0.074	 13.65	 0.04	
 20506	411 G 10	00 45 51.8	-31 11 53	 3	 30.6	 27.1	 24.30	 0.209	 0.059	 13.08	 0.05	
400375	M-103010	00 45 57.8	-07 16 43	 4	 47.9	 30.8	 24.53	 0.553	 0.013	 12.07	 0.03	*
 20510	243 G  1	00 46 06.7	-42 31 54	 3	 22.1	 21.3	 24.60	 0.168	 0.045	 14.08	 0.04	
 20512	150 G 22	00 46 09.0	-55 34 07	 1	 36.9	 23.3	 24.20	 0.658	 0.019	 13.01	 0.02	
 20511	I1582   	00 46 16.8	-24 16 42	 4	 31.1	 22.7	 23.66	 0.693	 0.018	 13.95	 0.04	
   475	550-014 	00 46 19.4	+51 13 02	 5	 47.1	 36.4	 24.06	 0.612	 0.019	 12.92	 0.03	*
 20516	351 G  5	00 46 42.1	-35 47 48	 5	 27.2	 28.5	 24.74	 0.232	 0.036	 13.68	 0.05	
   483	480-002 	00 46 50.3	+26 28 34	 2	 28.7	 27.7	 24.03	 0.654	 0.013	 14.50	 0.06	
400382	540 G 21	00 46 56.3	-21 50 48	20	 25.1	 17.2	 24.74	 0.462	 0.021	 13.58	 0.04	
400384	N 247   	00 47 08.4	-20 45 35	 5	636.7	697.3	 23.15	 0.687	 0.020	  7.96	 0.11	*
400846	M-203014	00 47 25.2	-09 51 10	 4	 23.9	 16.8	 23.32	 0.737	 0.009	 14.76	 0.03	
400390	M-203015	00 47 46.3	-09 50 05	 3	 59.4	 34.8	 23.19	 0.732	 0.017	 12.30	 0.02	
400387	UA 14   	00 47 46.6	-09 53 54	 3	 81.5	 75.1	 23.64	 0.843	 0.012	 13.30	 0.07	
400848	        	00 47 51.9	-09 38 46	 3	 16.9	 14.9	 23.84	 0.254	 0.053	 14.79	 0.05	
   490	N 251   	00 47 54.0	+19 35 48	 5	 65.4	 55.7	 24.06	 0.372	 0.062	 11.52	 0.03	
   493	N 257   	00 48 01.5	+08 17 48	 5	 60.2	 40.2	 24.13	 0.408	 0.030	 11.50	 0.04	
400393	N 259   	00 48 03.4	-02 46 35	 4	 89.2	 55.3	 24.00	 0.762	 0.008	 11.44	 0.03	
   501	501-021 	00 49 02.0	+28 13 03	 5	 57.4	 41.1	 23.07	 0.816	 0.012	 13.10	 0.03	
   507	384-010 	00 49 35.6	+01 06 54	 5	 71.7	 51.0	 23.43	 0.842	 0.023	 12.80	 0.03	
   509	        	00 49 45.8	+31 36 04	 5	 29.2	 33.7	 23.78	 0.543	 0.020	 14.23	 0.08	
100592	384-011 	00 49 52.1	+00 57 47	 4	 26.8	 17.0	 22.94	 0.708	 0.057	 13.71	 0.02	
   510	458-006 	00 49 58.4	+21 43 11	 5	 43.0	 32.8	 24.20	 0.749	 0.027	 13.65	 0.05	
   512	410-012 	00 50 02.7	+07 55 06	 3	 31.0	 20.9	 23.48	 0.413	 0.107	 13.67	 0.03	
400409	384-012 	00 50 05.2	-01 57 06	 3	 24.7	 18.1	 24.48	 0.476	 0.028	 13.78	 0.03	*
 20578	79 G  7 	00 50 06.6	-66 33 10	 7	 43.6	 38.6	 24.75	 0.189	 0.096	 12.52	 0.04	*
   511	501-023 	00 50 09.8	+31 43 51	 5	 40.8	 36.0	 24.36	 0.772	 0.005	 14.05	 0.05	
 20577	295 G 12	00 50 21.1	-41 14 33	 4	 31.6	 22.0	 23.37	 0.401	 0.055	 12.88	 0.03	
 20580	243 G  3	00 50 34.3	-43 03 53	 4	 20.7	 21.3	 24.47	 0.280	 0.058	 14.63	 0.05	
 20584	474 G 32	00 50 50.5	-26 29 23	 5	 21.8	 19.2	 24.37	 0.680	 0.020	 15.23	 0.04	
   525	501-028 	00 51 34.5	+29 42 59	 3	 52.3	 46.5	 23.32	 0.672	 0.124	 13.02	 0.08	
   528	N 278   	00 52 04.3	+47 33 01	 4	 83.1	 45.2	 25.28	 0.059	 0.038	  9.71	 0.03	*
100734	FGC 200 	00 52 08.7	+14 30 11	 5	 18.7	 18.6	 23.80	 0.844	 0.017	 16.53	 0.07	
   529	501-029 	00 52 12.2	+29 40 36	 0	 39.0	 21.2	 23.95	 0.671	 0.057	 12.12	 0.02	*
   533	435-016 	00 52 28.0	+14 31 05	 5	 36.8	 31.8	 23.54	 0.661	 0.044	 13.88	 0.04	
   534	N 280   	00 52 30.2	+24 21 04	 3	 51.3	 43.3	 23.43	 0.485	 0.066	 12.30	 0.04	
   536	        	00 52 35.1	+29 12 26	 3	 31.6	 30.2	 23.61	 0.502	 0.052	 14.05	 0.07	
101127	n96     	00 52 43.9	+14 43 45	 3	 20.8	 15.4	 23.60	 0.736	 0.011	 15.13	 0.03	
   541	FGC 203 	00 53 09.3	+21 55 35	 5	 30.1	 25.7	 23.63	 0.755	 0.010	 14.58	 0.05	
 20620	474 G 38	00 53 19.0	-26 47 54	 3	 24.2	 18.4	 24.74	 0.601	 0.021	 14.11	 0.03	
   542	501-032 	00 53 26.7	+29 16 12	 3	 54.6	 35.4	 24.45	 0.708	 0.022	 12.33	 0.03	
 20626	I1597   	00 53 31.2	-58 06 31	 3	 38.0	 28.4	 24.28	 0.667	 0.028	 13.50	 0.04	
   544	384-021 	00 53 32.6	+02 55 25	 5	 52.5	 40.9	 23.45	 0.839	 0.026	 13.49	 0.05	
 20625	474 G 39	00 53 43.3	-27 02 00	 4	 40.8	 26.6	 23.94	 0.784	 0.015	 13.17	 0.02	
 20630	I1595   	00 53 46.3	-45 11 07	 3	 42.9	 28.0	 23.17	 0.791	 0.013	 13.35	 0.03	
 20628	351 G 18	00 53 48.6	-33 17 44	 4	 36.0	 32.5	 23.50	 0.658	 0.014	 13.79	 0.03	
 20633	243 G  9	00 53 52.3	-46 58 20	 5	 17.1	 32.6	 24.56	 0.558	 0.032	 15.52	 0.08	
101078	        	00 54 12.9	+31 28 35	 1	 25.9	 21.6	 24.04	 0.543	 0.018	 13.94	 0.04	
 20639	79 G  8 	00 54 13.1	-62 27 19	 5	 36.3	 27.6	 23.65	 0.382	 0.033	 12.88	 0.03	
 20642	195 G 14	00 54 33.3	-51 15 32	 5	 30.1	 22.6	 23.85	 0.594	 0.026	 13.73	 0.04	
   549	520-002 	00 54 42.1	+36 45 54	 5	 32.6	 29.9	 23.91	 0.767	 0.013	 14.70	 0.05	
   550	I1596   	00 54 42.8	+21 31 20	 1	 27.0	 27.5	 24.63	 0.546	 0.013	 14.31	 0.04	*
   557	501-041 	00 54 47.0	+31 21 56	 3	 36.6	 28.6	 23.47	 0.552	 0.040	 13.59	 0.04	
   552	557-003 	00 54 49.4	+52 28 49	 5	 37.0	 32.4	 23.76	 0.583	 0.039	 13.69	 0.06	*
   556	501-040 	00 54 50.3	+29 14 47	 3	 36.2	 28.1	 24.62	 0.466	 0.019	 12.87	 0.03	
400772	A119-7  	00 54 53.3	-01 34 35	 1	 25.9	 15.2	 23.06	 0.729	 0.014	 13.87	 0.02	*
 20649	541 G  1	00 55 03.3	-19 00 21	 4	 60.2	 47.7	 22.68	 0.532	 0.012	 12.08	 0.03	
   562	N 296   	00 55 07.6	+31 32 31	 3	 83.3	 53.9	 22.27	 0.693	 0.040	 11.26	 0.03	
   568	384-027 	00 55 09.0	-01 02 48	 0	 37.5	 54.7	 23.95	 0.257	 0.068	 12.90	 0.09	*
   565	501-044 	00 55 21.7	+31 40 37	 5	 35.9	 29.1	 24.64	 0.690	 0.012	 13.82	 0.04	
100634	501-047 	00 55 32.6	+30 23 53	 3	 21.3	 19.9	 23.95	 0.463	 0.025	 14.56	 0.05	
   575	501-048 	00 56 09.3	+31 04 27	 4	 30.3	 21.3	 23.65	 0.772	 0.024	 13.93	 0.02	
400503	A119-79 	00 56 24.5	-01 08 34	 3	 20.7	 13.1	 23.37	 0.799	 0.036	 14.32	 0.03	*
 20680	I1603   	00 56 58.3	-45 24 41	 5	 38.2	 31.1	 24.00	 0.545	 0.048	 13.25	 0.04	
101080	        	00 57 31.8	+33 09 25	 5	 23.0	 19.4	 23.90	 0.826	 0.009	 15.58	 0.04	*
400516	M-103041	00 57 35.0	-05 00 08	 5	 31.3	 24.2	 24.04	 0.327	 0.022	 13.10	 0.03	
100684	501-051 	00 57 41.5	+33 21 04	 3	 28.3	 19.6	 24.12	 0.424	 0.015	 13.17	 0.03	
400520	N 325   	00 57 47.5	-05 06 45	 6	 40.5	 28.8	 24.17	 0.778	 0.024	 13.49	 0.03	
401105	M+003043	00 57 51.6	-01 08 09	 4	 22.5	 21.0	 24.13	 0.271	 0.142	 13.97	 0.06	*
400521	N 327   	00 57 55.3	-05 07 50	 4	 44.8	 29.3	 23.51	 0.552	 0.025	 12.28	 0.02	
400522	N 329   	00 58 01.4	-05 04 16	 3	 51.9	 38.1	 23.84	 0.556	 0.037	 12.29	 0.03	
 20698	351 G 25	00 58 22.3	-36 39 35	 3	 25.5	 15.8	 24.37	 0.425	 0.014	 13.38	 0.03	
   604	        	00 58 35.4	+45 00 19	 5	 16.9	 20.1	 23.57	 0.767	 0.000	 16.23	 0.09	
 20702	N 334   	00 58 51.9	-35 06 49	 3	 30.8	 20.3	 24.73	 0.343	 0.029	 12.75	 0.04	
 20704	541 G  4	00 58 58.0	-18 44 37	 5	 93.9	 73.7	 23.67	 0.564	 0.023	 11.43	 0.03	
400659	        	00 58 58.9	-02 02 36	 3	 15.9	 11.2	 23.51	 0.432	 0.038	 14.84	 0.03	
400662	        	00 59 10.4	-01 53 57	 3	 19.0	 12.8	 22.57	 0.696	 0.057	 14.68	 0.02	
 20709	351 G 28	00 59 29.3	-36 11 13	 3	 39.8	 35.2	 24.88	 0.619	 0.028	 13.51	 0.05	
   614	520-006 	00 59 36.3	+35 33 37	 5	 41.7	 35.0	 24.32	 0.466	 0.033	 12.88	 0.07	
   615	435-034 	00 59 40.1	+15 19 51	 2	 29.5	 19.5	 24.11	 0.400	 0.039	 12.73	 0.02	
   619	435-619 	00 59 48.8	+14 43 24	 5	 27.2	 22.1	 24.17	 0.788	 0.014	 14.85	 0.04	
400534	N 337   	00 59 50.1	-07 34 33	 6	 80.2	 56.6	 23.44	 0.366	 0.044	 10.76	 0.02	
 20715	541 G  8	01 00 08.9	-18 37 37	 5	 32.7	 24.3	 23.83	 0.318	 0.031	 12.86	 0.03	
   622	551-003 	01 00 28.3	+47 59 42	 5	 40.9	 28.1	 24.26	 0.366	 0.014	 12.27	 0.03	
   623	I  66   	01 00 32.5	+30 47 48	 1	 34.5	 23.5	 24.37	 0.559	 0.047	 12.96	 0.03	
   624	N 338   	01 00 36.5	+30 40 07	 2	 67.2	 47.2	 24.56	 0.577	 0.060	 11.43	 0.03	
 20772	2 G 12  	01 00 49.5	-85 31 23	 5	 48.5	 38.0	 25.59	 0.809	 0.025	 13.81	 0.04	*
   625	I  65   	01 00 55.6	+47 40 56	 4	 98.9	 80.7	 24.45	 0.653	 0.074	 11.45	 0.03	
   627	435-035 	01 01 00.7	+13 28 04	 3	 26.9	 19.0	 23.60	 0.400	 0.056	 13.38	 0.04	
   629	501-062 	01 01 01.7	+29 36 05	 5	 23.3	 20.5	 24.55	 0.138	 0.054	 13.64	 0.04	
   631	M+203025	01 01 02.5	+09 43 29	 5	 40.4	 32.8	 23.92	 0.833	 0.016	 14.21	 0.04	
 20731	475 G  5	01 01 07.2	-26 03 33	 3	 20.5	 20.8	 24.91	 0.519	 0.081	 14.61	 0.05	*
   633	501-065 	01 01 21.2	+31 30 26	 3	 41.8	 28.7	 24.07	 0.713	 0.021	 13.09	 0.02	
 20740	113 G  6	01 01 34.6	-59 44 33	 5	 37.7	 31.8	 24.15	 0.803	 0.018	 14.18	 0.05	
   637	M+003056	01 01 46.1	+03 04 54	 5	 24.9	 41.2	 23.94	 0.562	 0.047	 14.78	 0.10	
   641	N 353   	01 02 24.5	-01 57 29	 2	 35.4	 21.8	 24.12	 0.612	 0.029	 12.75	 0.03	
410588	M-103075	01 02 48.0	-06 24 41	 3	 38.0	 24.2	 24.08	 0.746	 0.010	 13.22	 0.03	
410497	384-060 	01 02 48.2	-01 28 24	 3	 27.3	 18.9	 23.33	 0.671	 0.046	 14.03	 0.03	
410752	o94     	01 02 55.4	-06 24 42	 3	 19.3	 13.4	 24.20	 0.507	 0.008	 14.20	 0.03	
 20755	243 G 20	01 03 13.9	-43 00 36	 5	 23.9	 22.5	 24.83	 0.564	 0.061	 14.54	 0.05	
   645	N 354   	01 03 16.5	+22 20 32	 3	 32.8	 20.8	 24.48	 0.473	 0.090	 12.46	 0.01	
410010	N 357   	01 03 21.9	-06 20 22	-2	 82.0	 52.0	 23.44	 0.159	 0.036	 10.51	 0.03	*
   646	501-071 	01 03 26.3	+32 14 13	 3	 54.2	 40.7	 24.00	 0.638	 0.009	 12.36	 0.03	
410508	        	01 03 41.2	-02 20 15	 3	 20.6	 16.0	 23.36	 0.669	 0.023	 14.90	 0.03	
   652	M+403038	01 03 50.6	+22 01 37	 5	 17.5	 24.6	 23.90	 0.451	 0.145	 15.22	 0.11	
410512	M-103083	01 03 56.2	-02 15 44	 3	 26.9	 17.9	 23.41	 0.524	 0.017	 13.65	 0.03	
 20764	I1615   	01 04 07.1	-51 07 55	 3	 40.6	 27.2	 24.27	 0.490	 0.036	 12.41	 0.02	
410518	384-064 	01 04 15.0	-01 06 51	 3	 22.2	 15.3	 23.54	 0.514	 0.085	 13.93	 0.03	
   661	384-065 	01 04 16.8	-01 04 30	 0	 36.9	 21.8	 24.65	 0.531	 0.038	 12.43	 0.02	*
 20766	N 365   	01 04 18.8	-35 07 12	 3	 28.6	 18.9	 24.97	 0.382	 0.027	 12.82	 0.03	
410519	        	01 04 21.7	-01 31 56	 4	 18.8	 16.9	 23.67	 0.780	 0.027	 16.25	 0.07	
 20775	195 G 29	01 04 29.7	-51 27 31	 5	 38.7	 31.9	 23.51	 0.656	 0.051	 13.53	 0.04	
410526	        	01 04 41.5	-00 57 24	 4	 31.5	 23.6	 23.06	 0.705	 0.011	 14.02	 0.04	
410530	        	01 04 51.8	-00 38 52	 3	 14.2	 17.1	 24.36	 0.336	 0.138	 15.52	 0.08	
 20785	243 G 25	01 05 16.4	-42 54 49	 3	 22.9	 18.3	 24.64	 0.399	 0.041	 13.90	 0.03	
   669	501-075 	01 05 19.0	+31 40 54	 5	 44.8	 36.5	 24.18	 0.735	 0.037	 13.40	 0.04	
410533	        	01 05 21.5	-00 50 17	 3	 16.3	 10.3	 23.81	 0.687	 0.026	 14.77	 0.02	*
410534	        	01 05 26.3	-00 48 07	 4	 14.5	 10.1	 23.89	 0.765	 0.011	 15.70	 0.03	
   673	501-079 	01 06 09.7	+31 24 21	 5	 30.9	 31.0	 24.25	 0.649	 0.019	 14.19	 0.06	
   676	384-071 	01 06 10.1	+01 13 59	 3	 22.3	 18.4	 24.34	 0.446	 0.022	 14.01	 0.03	
111669	        	01 06 43.6	+02 49 18	 4	 15.2	 26.4	 23.96	 0.467	 0.042	 15.66	 0.15	
   679	M+503049	01 07 03.7	+32 23 22	 6	 33.2	 32.9	 23.63	 0.769	 0.014	 14.90	 0.09	
 20806	295 G 37	01 07 06.5	-42 00 29	 5	 26.8	 28.5	 24.34	 0.372	 0.032	 14.07	 0.05	*
 20808	243 G 30	01 07 10.3	-42 23 23	 5	 26.0	 19.3	 24.18	 0.397	 0.037	 13.53	 0.04	
 20819	N 406   	01 07 24.1	-69 52 35	 3	 84.9	 70.6	 24.36	 0.574	 0.051	 11.58	 0.04	
   694	385-001a	01 07 32.2	+02 10 58	 3	 28.0	 20.8	 23.84	 0.400	 0.035	 13.48	 0.04	*
   690	520-014 	01 07 32.8	+39 23 59	 5	 50.4	 43.3	 23.83	 0.334	 0.028	 12.33	 0.04	
 20815	352 G  7	01 07 33.9	-33 38 16	 3	 38.8	 36.4	 24.64	 0.481	 0.037	 12.97	 0.05	*
111615	M+004002	01 07 45.8	+02 09 46	 3	 23.4	 15.4	 23.53	 0.662	 0.026	 14.06	 0.03	*
   698	385-003 	01 07 56.1	+02 32 43	 2	 32.9	 20.1	 23.44	 0.673	 0.011	 13.37	 0.02	
110051	501-091 	01 07 57.3	+33 18 11	 2	 18.5	 16.7	 23.95	 0.209	 0.088	 14.28	 0.05	
 20824	I1627   	01 08 10.9	-46 05 38	 4	 85.0	 59.6	 23.82	 0.760	 0.040	 11.73	 0.02	
111410	        	01 08 12.8	+32 27 12	 0	 20.9	 16.8	 24.00	 0.387	 0.140	 13.78	 0.03	*
 20827	I1630   	01 08 16.7	-46 45 13	 5	 43.4	 41.9	 25.06	 0.788	 0.046	 13.78	 0.04	
111622	o94     	01 08 20.2	+02 17 47	 3	 28.9	 19.5	 23.93	 0.811	 0.011	 14.36	 0.03	*
 20832	243 G 38	01 08 22.9	-47 05 54	 5	 26.7	 19.2	 24.30	 0.491	 0.015	 13.43	 0.03	
 20826	475 G 12	01 08 25.2	-23 30 24	 5	 30.2	 26.6	 23.89	 0.357	 0.036	 13.47	 0.04	
   709	M+004009	01 08 40.1	+01 21 24	 6	 24.4	 26.6	 23.90	 0.537	 0.018	 14.58	 0.09	*
   712	N 399   	01 08 59.3	+32 38 02	 1	 44.7	 35.1	 23.86	 0.369	 0.148	 12.17	 0.06	*
111414	FGC125  	01 09 00.3	+33 31 21	 5	 17.8	 16.3	 23.86	 0.792	 0.028	 16.24	 0.06	
   714	501-103 	01 09 14.1	+32 09 06	 5	 36.5	 28.9	 23.55	 0.283	 0.038	 12.78	 0.03	
   715	N 403   	01 09 14.3	+32 45 07	 0	 75.7	 48.9	 23.41	 0.669	 0.037	 11.38	 0.05	*
 20852	195 G 32	01 09 31.9	-47 47 26	 5	 28.0	 30.0	 24.79	 0.421	 0.062	 14.01	 0.06	
   723	459-011 	01 09 56.0	+20 46 18	 5	 49.1	 42.7	 23.47	 0.846	 0.003	 14.09	 0.06	
   724	501-111 	01 09 59.4	+32 22 06	 2	 39.5	 28.1	 24.38	 0.247	 0.030	 12.28	 0.03	
 20858	N 415   	01 10 05.5	-35 29 26	 3	 45.3	 30.0	 24.16	 0.512	 0.032	 12.60	 0.03	
   725	536-019 	01 10 10.3	+43 06 29	 5	 58.4	 45.2	 23.63	 0.781	 0.004	 13.04	 0.03	
 20859	352 G 15	01 10 18.3	-35 44 09	 4	 40.5	 41.3	 24.20	 0.308	 0.011	 12.91	 0.05	
110090	501-113 	01 10 21.2	+30 11 01	 3	 19.2	 16.0	 24.09	 0.442	 0.013	 14.62	 0.04	
   730	N 407   	01 10 36.6	+33 07 35	 0	 69.0	 41.2	 23.72	 0.756	 0.019	 11.87	 0.04	*
   734	385-016 	01 10 38.3	-00 16 42	 3	 39.0	 28.0	 23.63	 0.724	 0.026	 13.48	 0.03	*
   732	501-116 	01 10 44.3	+33 33 30	 5	 43.6	 39.8	 23.74	 0.412	 0.017	 12.77	 0.06	
111423	        	01 10 44.4	+33 01 53	 3	 27.3	 22.3	 23.78	 0.803	 0.008	 15.15	 0.06	
   736	385-017 	01 10 49.1	-01 45 25	 5	 26.2	 32.6	 23.94	 0.238	 0.067	 13.86	 0.07	*
410067	M-104008	01 10 52.5	-05 49 03	 5	 64.4	 50.3	 24.24	 0.582	 0.016	 12.10	 0.03	
111673	i95     	01 10 53.1	+02 37 07	 3	 19.9	 11.2	 24.31	 0.713	 0.012	 14.58	 0.02	
111433	        	01 10 54.7	+33 33 46	 6	 14.2	 11.7	 24.08	 0.786	 0.010	 16.36	 0.05	
 20871	I1637   	01 11 00.8	-30 26 16	 5	 51.2	 39.5	 24.62	 0.271	 0.013	 11.87	 0.03	*
110957	        	01 11 07.7	+15 01 05	 3	 16.2	 10.5	 23.83	 0.580	 0.005	 14.59	 0.02	
 20879	113 G 21	01 11 12.5	-58 50 20	 5	 32.4	 30.3	 24.42	 0.788	 0.011	 14.79	 0.05	
410541	M+004027	01 11 15.8	-00 27 21	 4	 17.2	 16.1	 23.38	 0.504	 0.098	 15.07	 0.07	
   747	385-020 	01 11 23.5	+01 16 41	 5	 21.7	 16.4	 25.23	 0.687	 0.035	 14.53	 0.03	*
   749	385-022 	01 11 30.9	+01 19 16	 3	 35.1	 24.9	 23.35	 0.708	 0.035	 13.48	 0.03	*
110864	        	01 11 35.4	+00 27 39	 3	 24.2	 16.5	 23.27	 0.768	 0.024	 14.51	 0.02	
 20887	I1649   	01 11 50.6	-55 51 23	 3	 53.7	 36.1	 24.47	 0.793	 0.028	 12.76	 0.03	
   752	N 420   	01 12 09.7	+32 07 23	-2	 60.9	 49.5	 23.68	 0.090	 0.030	 11.27	 0.04	*
110119	502-004 	01 12 10.4	+32 00 13	 3	 16.9	 11.3	 24.00	 0.391	 0.046	 13.88	 0.02	
111047	A154-13 	01 12 12.7	+17 19 07	 3	 16.0	 11.3	 24.33	 0.256	 0.033	 14.31	 0.03	*
