#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2026-09-04T12:31:21 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-04T12:31:21	  Query execution date
#INFO	request=https://vizier.cfa.harvard.edu/viz-bin/asu-tsv?-source=J/MNRAS/413/813/atlas3d&-out.max=99999&-out.all	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_74130813
#Name: J/MNRAS/413/813
#Title: ATLAS3D project. I. (Cappellari+, 2011)
#INFO	ivoid=ivo://cds.vizier/j/mnras/413/813	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/mnras/413/813	    IVOID of underlying data collection
#INFO	creator=Cappellari M.	    First author or institution
#INFO	cites=bibcode:2011MNRAS.413..813C	    Article or Data origin sources
#INFO	journal=MNRA	    Journal name
#INFO	original_date=2011	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/MNRAS/413/813	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.74130813	    Dataset identifier that can be used for citation
#INFO	publication_date=2024-07-14	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_MNRAS_413_813_atlas3d:
#Name: J/MNRAS/413/813/atlas3d
#Title: The Atlas^3D^ sample (E and S0) and spiral galaxies
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	T	(A1)	Simbad column added by the CDS	[ucd=meta.code;src.morph]
#Column	Gal	(a10)	Galaxy name	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F10.6)	Right ascension in decimal degrees (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F10.6)	Declination in decimal degrees (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	SBF	(I1)	[0/2] 1 if the galaxy is in Tonry et al. (2001ApJ...546..681T) and 2 if it is in Mei et al. (2007ApJ...655..144M) or both	[ucd=meta.id]
#Column	NED-D	(I2)	Number of redshift-independent distance determinations listed in the NED-D catalogue, excluding the ones based on kinematical scaling relations	[ucd=meta.number]
#Column	Virgo	(I1)	[0/1] 1 if the galaxies is contained within a sphere of radius R=3.5Mpc from the centre of the cluster (1)	[ucd=meta.code]
#Column	Vhel	(I4)	Heliocentric velocity (2)	[ucd=spect.dopplerVeloc;pos.heliocentric]
#Column	Dist	(F4.1)	Distance (3)	[ucd=pos.distance;pos.heliocentric]
#Column	KMAG	(F6.2)	Total absolute K magnitude (4)	[ucd=phys.magAbs;em.IR.K]
#Column	AB	(F5.2)	B-band foreground galactic extinction from Schlegel et al. (1998ApJ...500..525S)	[ucd=phys.absorption]
#Column	T-type	(F4.1)	Morphological T type from HyperLeda (5)	[ucd=src.morph.type]
#Column	log(Re)	(F5.2)	Projected half-light effective radius (6)	[ucd=phys.angSize]
#Column	SimbadName	(f)	Simbad column added by the CDS	[ucd=meta.id]
#Column	NED	(A3)	Simbad column added by the CDS	[ucd=meta.ref]
#Column	LEDA	(A4)	Simbad column added by the CDS	[ucd=meta.ref]
recno	T	Gal	RAJ2000	DEJ2000	SBF	NED-D	Virgo	Vhel	Dist	KMAG	AB	T-type	log(Re)	SimbadName	NED	LEDA
     652	S	NGC5055   	198.955536	+42.029289	0	 2	0	 504	10.1	-24.43	 0.08	 4.0	 2.02	NGC5055  	NED	LEDA
     653	S	NGC5089   	199.913742	+30.256323	0	 0	0	2141	34.2	-21.81	 0.05	 3.9	 1.26	NGC5089  	NED	LEDA
     654	S	NGC5117   	200.735260	+28.316532	0	 0	0	2382	37.2	-21.52	 0.07	 5.7	 1.35	NGC5117  	NED	LEDA
     655	S	NGC5169   	202.041809	+46.672138	0	 0	0	2436	38.5	-21.86	 0.16	 4.1	 1.40	NGC5169  	NED	LEDA
     656	S	NGC5194   	202.469574	+47.195259	0	 8	0	 463	 7.6	-23.93	 0.15	 4.0	 2.12	NGC5194  	NED	LEDA
     657	S	NGC5195   	202.498291	+47.266129	1	 0	0	 465	 7.4	-23.12	 0.15	 0.7	 1.80	NGC5195  	NED	LEDA
     658	S	NGC5205   	202.515381	+62.511528	0	 0	0	1766	29.9	-22.62	 0.10	 3.0	 1.41	NGC5205  	NED	LEDA
     659	S	NGC5240   	203.980103	+35.588268	0	 0	0	2234	35.5	-22.08	 0.06	 5.8	 1.37	NGC5240  	NED	LEDA
     660	S	NGC5248   	204.383621	+08.885060	0	 0	0	1151	20.8	-24.34	 0.11	 4.0	 1.81	NGC5248  	NED	LEDA
     661	S	NGC5289   	206.286118	+41.503304	0	 0	0	2526	39.6	-23.25	 0.04	 2.0	 1.03	NGC5289  	NED	LEDA
     662	S	NGC5290   	206.329712	+41.712337	0	 0	0	2573	40.2	-24.59	 0.03	 4.0	 1.36	NGC5290  	NED	LEDA
     663	S	NGC5297   	206.598724	+43.872040	0	 0	0	2409	38.1	-24.02	 0.06	 4.9	 1.54	NGC5297  	NED	LEDA
     664	S	NGC5300   	207.067017	+03.950900	0	 0	0	1171	20.0	-22.02	 0.10	 5.2	 1.69	NGC5300  	NED	LEDA
     665	S	NGC5301   	206.602539	+46.107407	0	 0	0	1503	26.4	-23.00	 0.08	 4.7	 1.38	NGC5301  	NED	LEDA
     666	S	NGC5303   	206.937347	+38.304531	0	 0	0	1419	25.3	-21.79	 0.06	 4.8	 1.13	NGC5303  	NED	LEDA
     667	S	NGC5311   	207.233582	+39.985245	0	 0	0	2698	41.8	-23.86	 0.06	-0.1	 1.25	NGC5311  	NED	LEDA
     668	S	NGC5313   	207.434814	+39.984604	0	 0	0	2538	39.7	-24.18	 0.04	 3.0	 1.37	NGC5313  	NED	LEDA
     669	S	NGC5320   	207.584915	+41.366344	0	 0	0	2619	40.8	-23.33	 0.03	 5.2	 1.45	NGC5320  	NED	LEDA
     670	S	NGC5326   	207.711304	+39.574913	0	 0	0	2520	39.4	-24.10	 0.07	 1.0	 1.22	NGC5326  	NED	LEDA
     671	S	NGC5334   	208.226959	-01.114756	0	 0	0	1386	23.1	-21.90	 0.20	 5.2	 1.64	NGC5334  	NED	LEDA
     672	S	NGC5336   	208.040604	+43.242783	0	 0	0	2336	37.1	-22.05	 0.07	 5.9	 1.28	NGC5336  	NED	LEDA
     673	S	NGC5346   	208.257996	+39.580524	0	 0	0	2519	39.4	-21.81	 0.06	 5.8	 1.35	NGC5346  	NED	LEDA
     674	S	NGC5347   	208.324387	+33.490761	0	 0	0	2335	36.8	-23.19	 0.09	 2.0	 1.43	NGC5347  	NED	LEDA
     675	S	NGC5350   	208.339935	+40.363956	0	 0	0	2321	36.8	-24.21	 0.05	 3.6	 1.55	NGC5350  	NED	LEDA
     676	S	NGC5356   	208.743423	+05.333607	0	 0	0	1374	23.7	-22.25	 0.11	 3.8	 1.41	NGC5356  	NED	LEDA
     677	S	NGC5362   	208.722076	+41.313534	0	 0	0	2175	35.0	-22.74	 0.03	 3.3	 1.39	NGC5362  	NED	LEDA
     678	S	NGC5363   	209.030182	+05.254700	0	 0	0	1139	19.3	-24.51	 0.12	 0.4	 1.58	NGC5363  	NED	LEDA
     679	S	NGC5364   	209.050018	+05.014460	0	 2	0	1241	18.3	-23.52	 0.12	 4.0	 1.91	NGC5364  	NED	LEDA
     680	S	NGC5371   	208.916763	+40.461769	0	 2	0	2558	31.4	-24.88	 0.04	 4.0	 1.84	NGC5371  	NED	LEDA
     681	S	NGC5372   	208.691681	+58.666393	0	 0	0	1717	29.2	-21.69	 0.04	 0.0	 0.98	NGC5372  	NED	LEDA
     682	S	NGC5375   	209.233276	+29.164293	0	 0	0	2386	37.3	-23.62	 0.09	 2.4	 1.45	NGC5375  	NED	LEDA
     683	S	NGC5377   	209.069458	+47.235565	0	 1	0	1793	31.0	-24.10	 0.07	 1.0	 1.51	NGC5377  	NED	LEDA
     684	S	NGC5383   	209.270752	+41.846001	0	 0	0	2270	36.2	-24.26	 0.03	 3.1	 1.65	NGC5383  	NED	LEDA
     685	S	NGC5389   	209.026520	+59.741985	0	 0	0	1842	30.9	-23.84	 0.09	-0.5	 1.32	NGC5389  	NED	LEDA
     686	S	NGC5425   	210.198639	+48.443840	0	 0	0	2074	33.8	-21.68	 0.08	 6.6	 1.36	NGC5425  	NED	LEDA
     687	S	NGC5443   	210.549271	+55.814037	0	 0	0	1803	30.3	-23.37	 0.06	 3.0	 1.49	NGC5443  	NED	LEDA
     688	S	NGC5448   	210.708633	+49.172646	0	 1	0	2023	34.8	-23.92	 0.06	 1.4	 1.72	NGC5448  	NED	LEDA
     689	S	NGC5457   	210.802429	+54.348751	0	28	0	 241	 7.2	-23.77	 0.04	 6.0	 2.50	NGC5457  	NED	LEDA
     690	S	NGC5480   	211.589676	+50.724998	0	 0	0	1856	31.0	-23.00	 0.08	 4.9	 1.50	NGC5480  	NED	LEDA
     691	S	NGC5492   	212.646622	+19.612354	0	 0	0	2271	35.3	-22.57	 0.17	 3.0	 1.08	NGC5492  	NED	LEDA
     692	S	NGC5496   	212.907730	-01.158720	0	 0	0	1541	24.8	-21.68	 0.25	 6.5	 1.58	NGC5496  	NED	LEDA
     693	S	NGC5506   	213.312088	-03.207560	0	 0	0	1853	28.6	-24.11	 0.26	 1.3	 1.46	NGC5506  	NED	LEDA
     694	S	NGC5520   	213.094910	+50.348434	0	 0	0	1877	31.2	-22.51	 0.08	 3.1	 1.08	NGC5520  	NED	LEDA
     695	S	NGC5523   	213.717957	+25.317614	0	 0	0	1039	18.9	-21.65	 0.08	 5.8	 1.50	NGC5523  	NED	LEDA
     696	S	NGC5526   	213.473862	+57.771317	0	 0	0	2004	33.0	-22.28	 0.05	 4.1	 1.20	NGC5526  	NED	LEDA
     697	S	NGC5560   	215.018738	+03.992653	0	 0	0	1729	27.6	-22.74	 0.13	 3.0	 1.27	NGC5560  	NED	LEDA
     698	S	NGC5566   	215.083115	+03.933590	0	 0	0	1507	24.8	-24.59	 0.13	 1.5	 1.53	NGC5566  	NED	LEDA
     699	S	NGC5577   	215.304626	+03.435767	0	 0	0	1489	24.5	-22.21	 0.18	 3.8	 1.52	NGC5577  	NED	LEDA
     700	S	NGC5584   	215.599213	-00.387449	0	 0	0	1638	26.0	-22.14	 0.17	 6.0	 1.65	NGC5584  	NED	LEDA
     701	S	NGC5587   	215.544739	+13.917938	0	 0	0	2303	35.4	-23.07	 0.10	-0.1	 1.27	NGC5587  	NED	LEDA
     702	S	NGC5600   	215.956421	+14.638736	0	 0	0	2319	35.7	-23.36	 0.09	 4.8	 1.28	NGC5600  	NED	LEDA
     703	S	NGC5602   	215.578476	+50.501423	0	 0	0	2230	35.9	-23.19	 0.09	 1.0	 1.21	NGC5602  	NED	LEDA
     704	S	NGC5604   	216.178360	-03.212143	0	 0	0	2748	40.1	-23.33	 0.31	 1.1	 1.20	NGC5604  	NED	LEDA
     705	S	NGC5630   	216.902420	+41.257816	0	 0	0	2655	41.3	-22.24	 0.05	 8.0	 1.29	NGC5630  	NED	LEDA
     706	S	NGC5633   	216.868271	+46.146549	0	 0	0	2334	37.2	-23.27	 0.07	 3.2	 1.23	NGC5633  	NED	LEDA
     707	S	NGC5645   	217.664169	+07.275004	0	 0	0	1370	23.1	-22.14	 0.12	 6.6	 1.58	NGC5645  	NED	LEDA
     708	S	NGC5660   	217.457504	+49.622612	0	 0	0	2328	37.2	-23.47	 0.09	 5.2	 1.53	NGC5660  	NED	LEDA
     709	S	NGC5661   	217.989166	+06.250472	0	 0	0	2354	35.6	-21.56	 0.14	 3.2	 1.12	NGC5661  	NED	LEDA
     710	S	NGC5665   	218.107483	+08.078453	0	 0	0	2228	34.1	-23.19	 0.11	 5.0	 1.47	NGC5665  	NED	LEDA
     711	S	NGC5666   	218.288239	+10.510788	0	 0	0	2221	34.1	-22.50	 0.12	 0.0	 0.98	NGC5666  	NED	LEDA
     712	S	NGC5667   	217.595367	+59.469677	0	 0	0	1943	32.2	-22.08	 0.04	 5.9	 1.49	NGC5667  	NED	LEDA
     713	S	NGC5673   	217.878845	+49.958813	0	 0	0	2082	33.9	-21.58	 0.09	 5.2	 1.35	NGC5673  	NED	LEDA
     714	S	NGC5676   	218.195221	+49.457809	0	 0	0	2114	34.4	-24.78	 0.12	 4.7	 1.57	NGC5676  	NED	LEDA
     715	S	NGC5678   	218.023270	+57.921436	0	 2	0	1922	30.0	-24.11	 0.05	 3.3	 1.54	NGC5678  	NED	LEDA
     716	S	NGC5689   	218.873627	+48.741493	0	 0	0	2160	35.0	-24.33	 0.15	 0.4	 1.27	NGC5689  	NED	LEDA
     717	S	NGC5690   	219.421143	+02.290972	0	 0	0	1753	27.6	-23.25	 0.17	 5.4	 1.44	NGC5690  	NED	LEDA
     718	S	NGC5691   	219.472244	-00.398871	0	 0	0	1870	28.9	-22.34	 0.16	 1.2	 1.31	NGC5691  	NED	LEDA
     719	S	NGC5693   	219.046463	+48.584530	0	 0	0	2279	36.5	-21.74	 0.16	 6.9	 1.44	NGC5693  	NED	LEDA
     720	S	NGC5701   	219.796005	+05.363602	0	 0	0	1505	24.6	-23.83	 0.16	-0.4	 1.63	NGC5701  	NED	LEDA
     721	S	NGC5713   	220.048035	-00.289210	0	 0	0	1899	29.2	-24.01	 0.17	 4.0	 1.56	NGC5713  	NED	LEDA
     722	S	NGC5714   	219.548096	+46.638359	0	 0	0	2237	35.9	-22.81	 0.06	 5.8	 1.29	NGC5714  	NED	LEDA
     723	S	NGC5719   	220.234970	-00.318193	0	 0	0	1733	27.1	-23.94	 0.17	 2.4	 1.27	NGC5719  	NED	LEDA
     724	S	NGC5730   	219.967453	+42.742340	0	 0	0	2533	39.8	-22.00	 0.07	 9.6	 1.23	NGC5730  	NED	LEDA
     725	S	NGC5740   	221.101761	+01.679692	0	 1	0	1572	30.5	-23.56	 0.16	 3.0	 1.46	NGC5740  	NED	LEDA
     726	S	NGC5746   	221.233353	+01.954740	0	 0	0	1724	27.1	-25.30	 0.17	 3.0	 1.82	NGC5746  	NED	LEDA
     727	S	NGC5750   	221.546265	-00.223054	0	 0	0	1687	26.5	-23.69	 0.19	 0.4	 1.52	NGC5750  	NED	LEDA
     728	S	NGC5768   	223.033112	-02.529713	0	 0	0	1962	29.8	-22.68	 0.39	 5.3	 1.40	NGC5768  	NED	LEDA
     729	S	NGC5775   	223.490219	+03.544473	0	 0	0	1681	26.6	-24.38	 0.18	 5.2	 1.52	NGC5775  	NED	LEDA
     730	S	NGC5777   	222.824158	+58.977810	0	 0	0	2145	34.9	-23.41	 0.05	 3.2	 1.13	NGC5777  	NED	LEDA
     731	S	NGC5792   	224.594620	-01.091080	0	 0	0	1922	29.4	-24.65	 0.25	 3.0	 1.63	NGC5792  	NED	LEDA
     732	S	NGC5795   	224.082840	+49.400208	0	 0	0	2366	37.7	-22.99	 0.08	 4.9	 1.23	NGC5795  	NED	LEDA
     733	S	NGC5806   	225.001801	+01.891267	0	 1	0	1359	21.4	-23.22	 0.22	 3.2	 1.50	NGC5806  	NED	LEDA
     734	S	NGC5850   	226.781982	+01.544280	0	 0	0	2556	37.9	-24.81	 0.24	 3.1	 1.83	NGC5850  	NED	LEDA
     735	S	NGC5879   	227.444794	+57.000210	0	 0	0	 772	15.9	-22.22	 0.05	 3.6	 1.36	NGC5879  	NED	LEDA
     736	S	NGC5894   	227.920563	+59.808823	0	 0	0	2466	39.3	-23.92	 0.05	 8.0	 1.42	NGC5894  	NED	LEDA
     737	S	NGC5899   	228.763550	+42.049854	0	 0	0	2562	40.1	-24.45	 0.15	 5.3	 1.49	NGC5899  	NED	LEDA
     738	S	NGC5900   	228.770905	+42.209854	0	 0	0	2511	39.5	-23.56	 0.11	 3.0	 1.05	NGC5900  	NED	LEDA
     739	S	NGC5907   	228.973694	+56.328850	0	 0	0	 667	14.2	-24.00	 0.05	 5.4	 1.98	NGC5907  	NED	LEDA
     740	S	NGC5913   	230.230988	-02.578036	0	 0	0	2004	30.2	-23.37	 0.94	 1.0	 1.40	NGC5913  	NED	LEDA
     741	S	NGC5921   	230.485672	+05.070540	0	 0	0	1480	23.9	-23.81	 0.17	 4.0	 1.75	NGC5921  	NED	LEDA
     742	S	NGC5930   	231.533279	+41.676090	0	 0	0	2616	40.8	-24.13	 0.10	 2.3	 1.44	NGC5930  	NED	LEDA
     743	S	NGC5937   	232.692230	-02.829532	0	 0	0	2807	40.9	-24.08	 0.77	 3.1	 1.35	NGC5937  	NED	LEDA
     744	S	NGC5950   	232.878433	+40.430145	0	 0	0	2597	40.5	-22.03	 0.12	 3.1	 1.33	NGC5950  	NED	LEDA
     745	S	NGC5951   	233.429459	+15.007294	0	 0	0	1780	28.5	-22.24	 0.21	 5.2	 1.51	NGC5951  	NED	LEDA
     746	S	NGC5953   	233.635010	+15.193833	0	 0	0	1965	30.9	-23.31	 0.21	 0.2	 1.20	NGC5953  	NED	LEDA
     747	S	NGC5954   	233.645833	+15.200000	0	 0	0	1959	30.8	-22.46	 0.21	 6.0	 1.29	NGC5954  	NED	LEDA
     748	S	NGC5956   	233.743774	+11.750359	0	 0	0	1899	29.8	-22.52	 0.21	 5.9	 1.16	NGC5956  	NED	LEDA
     749	S	NGC5957   	233.846832	+12.047511	0	 0	0	1827	28.9	-22.82	 0.19	 3.0	 1.50	NGC5957  	NED	LEDA
     750	S	NGC5958   	233.704681	+28.655119	0	 0	0	2007	32.2	-22.14	 0.11	 4.6	 1.29	NGC5958  	NED	LEDA
     751	S	NGC5961   	233.818588	+30.864090	0	 0	0	1828	29.9	-21.67	 0.12	 2.5	 1.05	NGC5961  	NED	LEDA
     752	S	NGC5962   	234.131851	+16.607893	0	 0	0	1957	30.9	-23.93	 0.23	 5.1	 1.45	NGC5962  	NED	LEDA
     753	S	NGC5970   	234.624924	+12.186608	0	 1	0	1957	29.5	-23.55	 0.18	 5.0	 1.43	NGC5970  	NED	LEDA
     754	S	NGC5981   	234.469437	+59.393959	0	 0	0	1764	29.8	-23.03	 0.11	 4.3	 1.22	NGC5981  	NED	LEDA
     755	S	NGC5985   	234.904541	+59.331951	0	 0	0	2517	40.0	-24.86	 0.07	 3.0	 1.77	NGC5985  	NED	LEDA
     756	S	NGC6012   	238.558105	+14.601240	0	 0	0	1854	29.3	-22.81	 0.16	 1.7	 1.48	NGC6012  	NED	LEDA
     757	S	NGC6015   	237.855133	+62.310032	0	 0	0	 835	17.1	-22.70	 0.05	 6.0	 1.70	NGC6015  	NED	LEDA
     758	S	NGC6063   	241.804016	+07.979009	0	 3	0	2848	41.1	-22.54	 0.20	 5.9	 1.39	NGC6063  	NED	LEDA
     759	S	NGC6070   	242.494522	+00.709315	0	 1	0	2004	26.8	-23.45	 0.63	 6.0	 1.58	NGC6070  	NED	LEDA
     760	S	NGC6106   	244.696701	+07.411013	0	 0	0	1448	23.3	-22.25	 0.29	 5.3	 1.41	NGC6106  	NED	LEDA
     761	S	NGC6118   	245.452591	-02.283422	0	 0	0	1573	24.3	-23.28	 0.68	 6.0	 1.73	NGC6118  	NED	LEDA
     762	S	NGC6155   	246.534607	+48.366920	0	 0	0	2418	38.4	-22.96	 0.06	 5.4	 1.35	NGC6155  	NED	LEDA
     763	S	NGC6168   	247.838750	+20.185000	0	 0	0	2519	38.5	-22.31	 0.27	 8.1	 1.22	NGC6168  	NED	LEDA
     764	S	NGC6181   	248.087372	+19.826603	0	 1	0	2375	35.0	-24.07	 0.27	 5.2	 1.31	NGC6181  	NED	LEDA
     765	S	NGC6207   	250.765625	+36.832424	0	 3	0	 852	21.4	-22.53	 0.07	 4.9	 1.40	NGC6207  	NED	LEDA
     766	S	NGC6339   	259.277100	+40.844959	0	 0	0	2108	33.9	-21.69	 0.13	 6.4	 1.38	NGC6339  	NED	LEDA
     767	S	NGC6368   	261.798096	+11.543621	0	 0	0	2764	41.2	-23.94	 0.66	 3.1	 1.37	NGC6368  	NED	LEDA
     768	S	NGC6384   	263.101257	+07.060270	0	 2	0	1665	18.5	-23.85	 0.53	 3.6	 1.96	NGC6384  	NED	LEDA
     769	S	NGC6555   	271.954865	+17.604898	0	 0	0	2225	34.2	-22.87	 0.42	 5.2	 1.44	NGC6555  	NED	LEDA
     770	S	NGC6570   	272.780396	+14.093122	0	 0	0	2281	34.7	-22.88	 0.57	 8.8	 1.35	NGC6570  	NED	LEDA
     771	S	NGC6574   	272.963440	+14.981723	0	 0	0	2282	34.8	-24.36	 0.76	 4.0	 1.23	NGC6574  	NED	LEDA
     772	S	NGC6675   	279.360321	+40.057709	0	 0	0	2495	38.9	-23.46	 0.30	 4.0	 1.43	NGC6675  	NED	LEDA
     773	S	NGC6757   	286.263977	+55.715137	0	 0	0	2380	37.8	-22.78	 0.31	 0.0	 1.50	NGC6757  	NED	LEDA
     774	S	NGC6764   	287.068115	+50.933094	0	 1	0	2416	37.4	-23.54	 0.29	 3.6	 1.55	NGC6764  	NED	LEDA
     775	S	NGC6796   	290.378387	+61.144833	0	 0	0	2189	35.3	-23.58	 0.30	 4.0	 1.28	NGC6796  	NED	LEDA
     776	S	NGC7137   	327.054321	+22.159580	0	 0	0	1686	26.3	-23.29	 0.59	 5.0	 1.44	NGC7137  	NED	LEDA
     777	S	NGC7177   	330.171875	+17.738117	0	 1	0	1150	20.5	-23.41	 0.32	 2.5	 1.35	NGC7177  	NED	LEDA
     778	S	NGC7217   	331.968201	+31.359255	0	 0	0	 952	16.9	-24.34	 0.38	 2.5	 1.69	NGC7217  	NED	LEDA
     779	S	NGC7241   	333.957825	+19.232361	0	 0	0	1447	22.8	-22.83	 0.23	 4.0	 1.38	NGC7241  	NED	LEDA
     780	S	NGC7328   	339.372070	+10.531584	0	 0	0	2825	40.9	-23.45	 0.36	 2.1	 1.35	NGC7328  	NED	LEDA
     781	S	NGC7331   	339.267090	+34.415920	1	22	0	 816	12.8	-24.54	 0.40	 3.9	 1.79	NGC7331  	NED	LEDA
     782	S	NGC7339   	339.445374	+23.786671	0	 1	0	1313	17.0	-22.60	 0.16	 4.0	 1.35	NGC7339  	NED	LEDA
     783	S	NGC7347   	339.984009	+11.027560	0	 0	0	2239	32.9	-21.88	 0.25	 4.6	 1.18	NGC7347  	NED	LEDA
     784	S	NGC7416   	343.923767	-05.495346	0	 0	0	2859	40.1	-23.79	 0.19	 3.0	 1.40	NGC7416  	NED	LEDA
     785	S	NGC7448   	345.014954	+15.980365	0	 2	0	2194	29.3	-23.34	 0.24	 5.0	 1.38	NGC7448  	NED	LEDA
     786	S	NGC7463   	345.466583	+15.981848	0	 0	0	2341	34.5	-22.47	 0.32	 3.0	 1.17	NGC7463  	NED	LEDA
     787	S	NGC7479   	346.236115	+12.322879	0	 1	0	2381	31.1	-24.30	 0.49	 4.4	 1.68	NGC7479  	NED	LEDA
     788	S	NGC7497   	347.264282	+18.177181	0	 0	0	1708	26.0	-23.00	 0.77	 6.2	 1.69	NGC7497  	NED	LEDA
     789	S	NGC7537   	348.643738	+04.498339	0	 2	0	2674	31.5	-22.31	 0.29	 3.6	 1.15	NGC7537  	NED	LEDA
     790	S	NGC7541   	348.682739	+04.533899	0	 5	0	2689	31.3	-24.15	 0.29	 4.7	 1.48	NGC7541  	NED	LEDA
     791	S	NGC7625   	350.125549	+17.225601	0	 0	0	1633	24.8	-23.11	 0.11	 1.0	 1.25	NGC7625  	NED	LEDA
     792	S	NGC7678   	352.116211	+22.421183	0	 1	0	3489	35.3	-23.62	 0.21	 4.9	 1.56	NGC7678  	NED	LEDA
     793	S	NGC7694   	353.315674	-02.702838	0	 0	0	2281	32.2	-21.77	 0.20	10.0	 1.34	NGC7694  	NED	LEDA
     794	S	NGC7714   	354.058746	+02.155020	0	 0	0	2798	39.6	-23.25	 0.23	 3.1	 1.08	NGC7714  	NED	LEDA
     795	S	NGC7716   	354.131073	+00.297313	0	 0	0	2579	36.5	-23.51	 0.15	 3.0	 1.37	NGC7716  	NED	LEDA
     796	S	NGC7731   	355.371307	+03.739953	0	 0	0	2886	40.9	-22.44	 0.23	 1.0	 1.14	NGC7731  	NED	LEDA
     797	S	NGC7732   	355.391052	+03.724953	0	 0	0	2907	41.2	-22.31	 0.23	 6.7	 1.43	NGC7732  	NED	LEDA
     798	S	NGC7742   	356.065460	+10.767097	0	 0	0	1663	24.7	-23.35	 0.24	 2.8	 1.25	NGC7742  	NED	LEDA
     799	S	NGC7743   	356.088043	+09.934042	1	 2	0	1710	20.1	-23.13	 0.30	-0.9	 1.59	NGC7743  	NED	LEDA
     800	S	NGC7750   	356.657715	+03.799756	0	 0	0	2938	41.6	-23.06	 0.22	 5.5	 1.33	NGC7750  	NED	LEDA
     801	S	NGC7757   	357.189667	+04.171108	0	 0	0	2956	41.9	-22.22	 0.19	 5.3	 1.47	NGC7757  	NED	LEDA
     802	S	NGC7798   	359.856262	+20.749886	0	 0	0	2403	35.4	-23.40	 0.29	 5.4	 1.27	NGC7798  	NED	LEDA
     803	S	NGC7814   	000.812280	+16.145229	1	 4	0	1050	12.8	-23.47	 0.19	 2.0	 1.61	NGC7814  	NED	LEDA
     804	S	NGC7817   	000.995411	+20.752338	0	 0	0	2309	34.1	-24.26	 0.25	 4.0	 1.52	NGC7817  	NED	LEDA
     805	S	PGC005363 	021.638643	+39.881031	0	 0	0	2610	39.1	-21.81	 0.25	 0.0	 1.04	PGC005363	NED	LEDA
     806	S	PGC009485 	037.381905	-03.212962	0	 0	0	2435	33.6	-22.42	 0.12	 0.0	 1.23	PGC009485	NED	LEDA
     807	S	PGC012130 	049.002201	-05.499255	0	 0	0	2319	31.7	-22.21	 0.31	 2.1	 1.38	PGC012130	NED	LEDA
     808	S	PGC016048 	072.093872	-03.366546	0	 0	0	2804	38.4	-22.06	 0.24	 0.0	 1.22	PGC016048	NED	LEDA
     809	S	PGC026857 	141.978348	+44.506252	0	 0	0	2670	40.6	-21.52	 0.10	 0.0	 1.09	PGC026857	NED	LEDA
     810	S	PGC039691 	184.910721	+28.495340	0	 0	0	2401	37.3	-21.53	 0.11	 0.0	 0.76	PGC039691	NED	LEDA
     811	S	PGC047559 	202.907074	+46.150974	0	 0	0	2635	41.1	-22.32	 0.07	 0.0	 1.14	PGC047559	NED	LEDA
     812	S	PGC049002 	207.188080	+41.709625	0	 0	0	2695	41.8	-21.69	 0.04	 0.0	 0.91	PGC049002	NED	LEDA
     813	S	PGC049142 	207.672974	+40.279335	0	 0	0	2318	36.8	-21.52	 0.03	 0.0	 1.05	PGC049142	NED	LEDA
     814	S	PGC051697 	217.097168	-03.604455	0	 0	0	2768	40.3	-22.13	 0.39	 2.7	 1.27	PGC051697	NED	LEDA
     815	S	PGC054944 	230.833893	-04.151604	0	 0	0	2009	30.2	-22.27	 0.49	 1.6	 1.39	PGC054944	NED	LEDA
     816	S	PGC058798 	250.512970	-05.032629	0	 1	0	1565	22.6	-22.79	 2.02	 4.1	 1.63	PGC058798	NED	LEDA
     817	S	PGC069448 	340.062988	-02.424036	0	 0	0	2970	42.0	-22.36	 0.23	 3.9	 1.43	PGC069448	NED	LEDA
     818	S	PGC2800919	323.974976	-03.148177	0	 0	0	2873	40.9	-21.90	 0.18	 0.0	 0.78	PGC280091	NED	LEDA
     819	S	UGC00260  	006.762131	+11.583811	0	 0	0	2131	30.9	-22.12	 0.33	 5.8	 1.19	UGC00260 	NED	LEDA
     820	S	UGC00903  	020.449139	+17.592384	0	 0	0	2518	36.4	-23.43	 0.43	 3.9	 1.04	UGC00903 	NED	LEDA
