galaxy	point_index	observed_speed_km_s	observed_speed_error_km_s
GASS11120	8	1.139500000000e+02	3.800000000000e+00
GASS11120	9	1.117500000000e+02	3.200000000000e+00
GASS11120	10	1.311500000000e+02	2.900000000000e+00
GASS11120	11	1.215500000000e+02	2.600000000000e+00
GASS11120	12	1.456500000000e+02	2.400000000000e+00
GASS11120	13	1.382500000000e+02	2.000000000000e+00
GASS11120	14	1.585500000000e+02	1.900000000000e+00
GASS11120	15	1.500500000000e+02	1.800000000000e+00
GASS11120	16	1.755500000000e+02	1.800000000000e+00
GASS11120	17	1.568500000000e+02	1.600000000000e+00
GASS11120	18	1.790500000000e+02	1.400000000000e+00
GASS11120	19	1.630500000000e+02	1.400000000000e+00
GASS11120	20	1.863500000000e+02	1.500000000000e+00
GASS11120	21	1.765500000000e+02	1.500000000000e+00
GASS11120	22	1.931500000000e+02	1.500000000000e+00
GASS11120	23	1.768500000000e+02	1.800000000000e+00
GASS11120	24	1.909500000000e+02	2.200000000000e+00
GASS11120	25	1.767500000000e+02	2.500000000000e+00
GASS11120	26	1.857500000000e+02	2.800000000000e+00
GASS11120	27	1.820500000000e+02	2.900000000000e+00
GASS11120	28	1.975500000000e+02	3.200000000000e+00
GASS11120	29	1.718500000000e+02	3.700000000000e+00
GASS11120	30	1.822500000000e+02	4.100000000000e+00
GASS11120	31	1.804500000000e+02	4.700000000000e+00
GASS11120	32	1.715500000000e+02	4.800000000000e+00
GASS11120	33	1.841500000000e+02	5.200000000000e+00
GASS11120	34	1.780500000000e+02	5.500000000000e+00
GASS11120	35	1.837500000000e+02	5.000000000000e+00
GASS11120	36	1.741500000000e+02	5.300000000000e+00
GASS11120	37	1.743500000000e+02	4.000000000000e+00
GASS11120	38	1.911500000000e+02	5.200000000000e+00
GASS11120	39	1.619500000000e+02	5.900000000000e+00
GASS11120	40	1.205500000000e+02	1.860000000000e+01
GASS11223	0	2.657000000000e+01	1.100000000000e+00
GASS11223	1	7.693000000000e+01	1.000000000000e+00
GASS11223	2	5.227000000000e+01	1.100000000000e+00
GASS11223	3	1.091300000000e+02	1.200000000000e+00
GASS11223	4	6.487000000000e+01	1.700000000000e+00
GASS11223	5	1.142300000000e+02	4.600000000000e+00
GASS11223	6	7.777000000000e+01	6.600000000000e+00
GASS11223	7	1.402300000000e+02	3.000000000000e+00
GASS11223	8	9.537000000000e+01	4.400000000000e+00
GASS11223	9	1.069300000000e+02	1.800000000000e+00
GASS11223	10	1.152700000000e+02	2.600000000000e+00
GASS11223	11	1.191300000000e+02	2.300000000000e+00
GASS11223	12	1.299700000000e+02	2.100000000000e+00
GASS11223	13	1.381300000000e+02	2.200000000000e+00
GASS11223	14	1.478700000000e+02	2.100000000000e+00
GASS11223	15	1.455300000000e+02	1.300000000000e+00
GASS11223	16	1.564700000000e+02	1.400000000000e+00
GASS11223	17	1.408300000000e+02	1.700000000000e+00
GASS11223	18	1.603700000000e+02	1.900000000000e+00
GASS11223	19	1.843300000000e+02	3.900000000000e+00
GASS11270	2	2.164000000000e+01	1.300000000000e+00
GASS11270	3	2.676000000000e+01	9.000000000000e-01
GASS11270	4	3.264000000000e+01	8.000000000000e-01
GASS11270	5	3.346000000000e+01	8.000000000000e-01
GASS11270	6	4.094000000000e+01	1.200000000000e+00
GASS11270	7	5.446000000000e+01	2.000000000000e+00
GASS11270	8	4.894000000000e+01	3.300000000000e+00
GASS11270	9	5.354000000000e+01	5.900000000000e+00
GASS11270	10	5.266000000000e+01	9.300000000000e+00
GASS11270	11	5.414000000000e+01	1.250000000000e+01
GASS11270	12	4.844000000000e+01	1.250000000000e+01
GASS11270	13	5.104000000000e+01	2.740000000000e+01
GASS11349	1	9.100000000000e+00	1.500000000000e+00
GASS11349	3	1.170000000000e+01	9.000000000000e-01
GASS11349	5	1.750000000000e+01	7.000000000000e-01
GASS11349	6	1.420000000000e+01	7.000000000000e-01
GASS11349	7	2.740000000000e+01	7.000000000000e-01
GASS11349	8	3.120000000000e+01	8.000000000000e-01
GASS11349	9	3.600000000000e+01	1.000000000000e+00
GASS11349	10	4.240000000000e+01	1.200000000000e+00
GASS11349	11	4.780000000000e+01	1.400000000000e+00
GASS11349	12	5.230000000000e+01	1.500000000000e+00
GASS11349	13	5.580000000000e+01	1.600000000000e+00
GASS11349	14	6.300000000000e+01	1.700000000000e+00
GASS11349	15	6.770000000000e+01	2.000000000000e+00
GASS11349	16	6.870000000000e+01	2.200000000000e+00
GASS11349	17	7.250000000000e+01	2.300000000000e+00
GASS11349	18	7.720000000000e+01	2.200000000000e+00
GASS11349	19	7.470000000000e+01	2.100000000000e+00
GASS11349	20	7.650000000000e+01	2.100000000000e+00
GASS11349	21	7.910000000000e+01	2.100000000000e+00
GASS11349	22	8.400000000000e+01	2.100000000000e+00
GASS11349	23	8.470000000000e+01	2.100000000000e+00
GASS11349	24	9.420000000000e+01	2.000000000000e+00
GASS11349	25	8.580000000000e+01	1.900000000000e+00
GASS11349	26	1.073000000000e+02	1.800000000000e+00
GASS11349	27	8.890000000000e+01	1.700000000000e+00
GASS11349	28	1.149000000000e+02	1.500000000000e+00
GASS11349	29	9.500000000000e+01	1.500000000000e+00
GASS11349	30	1.256000000000e+02	1.400000000000e+00
GASS11349	31	1.024000000000e+02	1.500000000000e+00
GASS11349	32	1.329000000000e+02	1.600000000000e+00
GASS11349	33	1.063000000000e+02	2.100000000000e+00
GASS11349	34	1.297000000000e+02	2.600000000000e+00
GASS11349	35	1.061000000000e+02	2.600000000000e+00
GASS11349	36	1.242000000000e+02	2.500000000000e+00
GASS11349	37	1.047000000000e+02	2.300000000000e+00
GASS11349	38	1.152000000000e+02	2.100000000000e+00
GASS11349	39	1.086000000000e+02	1.800000000000e+00
GASS11349	40	1.119000000000e+02	1.800000000000e+00
GASS11349	41	1.100000000000e+02	1.800000000000e+00
GASS11349	42	1.145000000000e+02	1.800000000000e+00
GASS11349	43	1.151000000000e+02	1.900000000000e+00
GASS11349	44	1.150000000000e+02	2.100000000000e+00
GASS11349	45	1.135000000000e+02	2.300000000000e+00
GASS11349	46	1.154000000000e+02	2.500000000000e+00
GASS11349	47	1.207000000000e+02	2.600000000000e+00
GASS11349	48	1.171000000000e+02	2.400000000000e+00
GASS11349	49	1.303000000000e+02	2.400000000000e+00
GASS11349	50	1.168000000000e+02	2.200000000000e+00
GASS11349	51	1.348000000000e+02	2.200000000000e+00
GASS11349	52	1.156000000000e+02	2.200000000000e+00
GASS11349	53	1.320000000000e+02	2.200000000000e+00
GASS11349	54	1.136000000000e+02	2.300000000000e+00
GASS11349	55	1.352000000000e+02	2.600000000000e+00
GASS11349	56	1.070000000000e+02	3.500000000000e+00
GASS11349	57	1.300000000000e+02	4.400000000000e+00
GASS11349	58	1.132000000000e+02	4.600000000000e+00
GASS11349	59	1.341000000000e+02	5.900000000000e+00
GASS11349	60	1.395000000000e+02	6.300000000000e+00
GASS11437	2	4.370000000000e+01	5.300000000000e+00
GASS11437	3	1.790000000000e+01	5.500000000000e+00
GASS11437	4	3.990000000000e+01	4.900000000000e+00
GASS11437	5	2.550000000000e+01	3.900000000000e+00
GASS11437	6	2.520000000000e+01	4.100000000000e+00
GASS11437	7	3.260000000000e+01	4.400000000000e+00
GASS11437	8	5.300000000000e+01	6.700000000000e+00
GASS11437	9	1.122000000000e+02	6.700000000000e+00
GASS11437	10	8.870000000000e+01	6.500000000000e+00
GASS11437	11	9.540000000000e+01	6.400000000000e+00
GASS11437	12	6.840000000000e+01	5.900000000000e+00
GASS11437	13	8.150000000000e+01	5.200000000000e+00
GASS11437	14	3.710000000000e+01	4.700000000000e+00
GASS11437	15	9.890000000000e+01	4.100000000000e+00
GASS11437	16	8.460000000000e+01	4.100000000000e+00
GASS11437	17	1.067000000000e+02	4.500000000000e+00
GASS11437	18	9.830000000000e+01	4.300000000000e+00
GASS11437	19	9.300000000000e+01	4.800000000000e+00
GASS11437	20	1.185000000000e+02	5.600000000000e+00
GASS11437	21	1.077000000000e+02	6.600000000000e+00
GASS11437	22	1.239000000000e+02	7.300000000000e+00
GASS11437	23	1.112000000000e+02	7.800000000000e+00
GASS11437	24	1.240000000000e+02	9.300000000000e+00
GASS11437	25	1.407000000000e+02	8.600000000000e+00
GASS11437	26	1.268000000000e+02	8.800000000000e+00
GASS11437	27	1.557000000000e+02	1.030000000000e+01
GASS11437	28	1.251000000000e+02	1.040000000000e+01
GASS11437	29	1.520000000000e+02	1.220000000000e+01
GASS11437	30	1.271000000000e+02	1.490000000000e+01
GASS11437	31	1.588000000000e+02	1.150000000000e+01
GASS11437	32	1.329000000000e+02	9.500000000000e+00
GASS11437	33	1.569000000000e+02	8.200000000000e+00
GASS11437	34	1.360000000000e+02	7.800000000000e+00
GASS11437	35	1.668000000000e+02	8.300000000000e+00
GASS11437	36	1.365000000000e+02	8.000000000000e+00
GASS11437	37	1.583000000000e+02	8.800000000000e+00
GASS11437	38	1.387000000000e+02	9.500000000000e+00
GASS11437	39	1.625000000000e+02	1.270000000000e+01
GASS11437	40	1.444000000000e+02	1.180000000000e+01
GASS11437	41	1.668000000000e+02	1.010000000000e+01
GASS11437	42	1.517000000000e+02	9.600000000000e+00
GASS11437	43	1.596000000000e+02	8.900000000000e+00
GASS11437	44	1.493000000000e+02	7.900000000000e+00
GASS11437	45	1.669000000000e+02	7.100000000000e+00
GASS11437	46	1.736000000000e+02	6.800000000000e+00
GASS11437	47	1.568000000000e+02	6.000000000000e+00
GASS11437	48	1.628000000000e+02	5.200000000000e+00
GASS11437	49	1.683000000000e+02	4.600000000000e+00
GASS11437	50	1.638000000000e+02	4.100000000000e+00
GASS11437	51	1.752000000000e+02	3.900000000000e+00
GASS11437	52	1.613000000000e+02	3.400000000000e+00
GASS11437	53	1.792000000000e+02	3.000000000000e+00
GASS11437	54	1.573000000000e+02	2.500000000000e+00
GASS11437	55	1.852000000000e+02	2.500000000000e+00
GASS11437	56	1.696000000000e+02	2.400000000000e+00
GASS11437	57	1.897000000000e+02	1.700000000000e+00
GASS11437	58	1.763000000000e+02	1.700000000000e+00
GASS11437	59	1.645000000000e+02	2.100000000000e+00
GASS11437	60	1.504000000000e+02	2.600000000000e+00
GASS11437	61	1.524000000000e+02	3.200000000000e+00
GASS11437	62	1.799000000000e+02	7.500000000000e+00
GASS11437	63	1.664000000000e+02	7.700000000000e+00
GASS11514	2	5.123000000000e+01	2.100000000000e+00
GASS11514	3	5.447000000000e+01	1.500000000000e+00
GASS11514	4	8.253000000000e+01	1.300000000000e+00
GASS11514	5	8.487000000000e+01	1.400000000000e+00
GASS11514	6	1.062300000000e+02	1.500000000000e+00
GASS11514	7	1.060700000000e+02	1.900000000000e+00
GASS11514	8	1.148300000000e+02	2.600000000000e+00
GASS11514	9	1.197700000000e+02	3.900000000000e+00
GASS11514	10	1.344700000000e+02	5.300000000000e+00
GASS11514	11	1.363700000000e+02	8.500000000000e+00
GASS11514	12	1.318700000000e+02	1.180000000000e+01
GASS11514	13	1.327700000000e+02	2.280000000000e+01
GASS11514	14	1.776700000000e+02	2.930000000000e+01
GASS11808	2	4.481000000000e+01	6.900000000000e+00
GASS11808	3	7.779000000000e+01	6.900000000000e+00
GASS11808	4	7.281000000000e+01	5.900000000000e+00
GASS11808	5	1.127900000000e+02	7.200000000000e+00
GASS11808	6	8.921000000000e+01	6.500000000000e+00
GASS11808	7	1.347900000000e+02	5.900000000000e+00
GASS11808	8	1.273100000000e+02	5.900000000000e+00
GASS11808	9	1.286900000000e+02	6.400000000000e+00
GASS11808	10	1.374100000000e+02	5.400000000000e+00
GASS11808	11	1.127900000000e+02	5.500000000000e+00
GASS11808	12	1.364100000000e+02	4.900000000000e+00
GASS11808	13	1.208900000000e+02	4.700000000000e+00
GASS11808	14	1.281100000000e+02	3.900000000000e+00
GASS11808	15	1.277900000000e+02	3.700000000000e+00
GASS11808	16	1.796100000000e+02	2.800000000000e+00
GASS11808	17	1.173900000000e+02	2.300000000000e+00
GASS11808	18	1.718100000000e+02	1.400000000000e+00
GASS11808	19	1.243900000000e+02	1.400000000000e+00
GASS11808	20	1.889100000000e+02	1.900000000000e+00
GASS11808	21	1.840900000000e+02	3.300000000000e+00
GASS11808	22	1.598100000000e+02	4.100000000000e+00
GASS11808	23	1.573900000000e+02	3.900000000000e+00
GASS11808	24	1.710100000000e+02	4.200000000000e+00
GASS11808	25	1.670900000000e+02	4.600000000000e+00
GASS11808	26	1.478100000000e+02	5.100000000000e+00
GASS11808	27	1.571900000000e+02	5.700000000000e+00
GASS11808	28	1.717900000000e+02	6.300000000000e+00
GASS11808	29	1.850900000000e+02	5.700000000000e+00
GASS11808	30	1.586100000000e+02	6.400000000000e+00
GASS11808	31	1.923900000000e+02	7.200000000000e+00
GASS11808	32	1.779900000000e+02	6.500000000000e+00
GASS11808	33	1.753900000000e+02	6.600000000000e+00
GASS11808	34	1.880100000000e+02	7.600000000000e+00
GASS11808	35	1.486100000000e+02	8.300000000000e+00
GASS11808	36	1.920900000000e+02	6.800000000000e+00
GASS11808	37	1.791900000000e+02	7.600000000000e+00
GASS11808	38	1.675100000000e+02	8.700000000000e+00
GASS11808	39	1.948900000000e+02	7.300000000000e+00
GASS11824	2	2.631000000000e+01	8.600000000000e+00
GASS11824	3	2.791000000000e+01	8.600000000000e+00
GASS11824	4	2.831000000000e+01	3.100000000000e+00
GASS11824	5	5.489000000000e+01	2.300000000000e+00
GASS11824	6	3.441000000000e+01	2.900000000000e+00
GASS11824	7	4.141000000000e+01	4.100000000000e+00
GASS11824	8	5.569000000000e+01	7.000000000000e+00
GASS11824	9	5.021000000000e+01	1.000000000000e+01
GASS11824	10	6.461000000000e+01	1.300000000000e+01
GASS11824	11	6.659000000000e+01	9.600000000000e+00
GASS11824	12	7.221000000000e+01	4.500000000000e+00
GASS11824	13	6.691000000000e+01	2.400000000000e+00
GASS11824	14	6.849000000000e+01	1.500000000000e+00
GASS11824	15	8.411000000000e+01	1.200000000000e+00
GASS11824	16	7.699000000000e+01	1.200000000000e+00
GASS11824	17	1.073900000000e+02	1.400000000000e+00
GASS11824	18	1.123100000000e+02	1.800000000000e+00
GASS11824	19	1.248900000000e+02	2.800000000000e+00
GASS11824	20	1.013100000000e+02	4.800000000000e+00
GASS11824	21	9.721000000000e+01	8.600000000000e+00
GASS11824	22	1.178900000000e+02	1.210000000000e+01
GASS11824	23	9.981000000000e+01	1.210000000000e+01
GASS11824	24	1.100100000000e+02	7.800000000000e+00
GASS11824	25	1.005900000000e+02	7.200000000000e+00
GASS11824	26	1.131100000000e+02	7.900000000000e+00
GASS11824	27	1.072100000000e+02	6.400000000000e+00
GASS11824	28	1.041900000000e+02	3.500000000000e+00
GASS11824	29	1.666100000000e+02	2.700000000000e+00
GASS11824	30	1.630100000000e+02	4.900000000000e+00
GASS11824	31	1.429900000000e+02	5.500000000000e+00
GASS11824	32	1.967100000000e+02	4.400000000000e+00
GASS11845	2	1.130000000000e+01	1.700000000000e+00
GASS11845	4	2.770000000000e+01	3.100000000000e+00
GASS11845	5	1.750000000000e+01	3.600000000000e+00
GASS11845	6	5.420000000000e+01	4.000000000000e+00
GASS11845	7	4.520000000000e+01	4.400000000000e+00
GASS11845	8	7.650000000000e+01	4.800000000000e+00
GASS11845	9	6.800000000000e+01	5.300000000000e+00
GASS11845	10	8.750000000000e+01	5.500000000000e+00
GASS11845	11	9.800000000000e+01	5.600000000000e+00
GASS11845	12	9.130000000000e+01	4.300000000000e+00
GASS11845	13	1.155000000000e+02	3.200000000000e+00
GASS11845	14	9.720000000000e+01	2.800000000000e+00
GASS11845	15	1.155000000000e+02	2.700000000000e+00
GASS11845	16	1.076000000000e+02	2.700000000000e+00
GASS11845	17	1.189000000000e+02	2.500000000000e+00
GASS11845	18	1.303000000000e+02	2.200000000000e+00
GASS11845	19	1.277000000000e+02	2.400000000000e+00
GASS11845	20	1.439000000000e+02	2.800000000000e+00
GASS11845	21	1.327000000000e+02	3.200000000000e+00
GASS11845	22	1.490000000000e+02	3.500000000000e+00
GASS11845	23	1.314000000000e+02	3.700000000000e+00
GASS11845	24	1.505000000000e+02	3.200000000000e+00
GASS11845	25	1.355000000000e+02	2.700000000000e+00
GASS11845	26	1.522000000000e+02	2.400000000000e+00
GASS11845	27	1.455000000000e+02	2.200000000000e+00
GASS11845	28	1.573000000000e+02	1.900000000000e+00
GASS11845	29	1.630000000000e+02	1.700000000000e+00
GASS11845	30	1.564000000000e+02	1.600000000000e+00
GASS11845	31	1.612000000000e+02	1.500000000000e+00
GASS11845	32	1.685000000000e+02	1.500000000000e+00
GASS11845	33	1.602000000000e+02	1.400000000000e+00
GASS11845	34	1.689000000000e+02	1.500000000000e+00
GASS11845	35	1.567000000000e+02	1.700000000000e+00
GASS11845	36	1.466000000000e+02	1.900000000000e+00
GASS11845	37	1.586000000000e+02	4.700000000000e+00
GASS11845	38	2.268000000000e+02	1.590000000000e+01
GASS11956	2	1.782000000000e+01	3.700000000000e+00
GASS11956	3	1.928000000000e+01	3.200000000000e+00
GASS11956	4	2.632000000000e+01	3.000000000000e+00
GASS11956	5	2.928000000000e+01	2.800000000000e+00
GASS11956	6	2.862000000000e+01	2.700000000000e+00
GASS11956	7	4.698000000000e+01	2.800000000000e+00
GASS11956	8	3.782000000000e+01	2.800000000000e+00
GASS11956	9	5.758000000000e+01	2.600000000000e+00
GASS11956	10	5.312000000000e+01	2.700000000000e+00
GASS11956	11	6.088000000000e+01	2.800000000000e+00
GASS11956	12	6.662000000000e+01	2.700000000000e+00
GASS11956	13	6.758000000000e+01	2.800000000000e+00
GASS11956	14	8.432000000000e+01	2.700000000000e+00
GASS11956	15	7.698000000000e+01	2.700000000000e+00
GASS11956	16	8.162000000000e+01	2.500000000000e+00
GASS11956	17	8.088000000000e+01	2.400000000000e+00
GASS11956	18	8.642000000000e+01	2.300000000000e+00
GASS11956	19	9.048000000000e+01	2.300000000000e+00
GASS11956	20	9.422000000000e+01	2.500000000000e+00
GASS11956	21	9.968000000000e+01	2.500000000000e+00
GASS11956	22	9.822000000000e+01	2.500000000000e+00
GASS11956	23	1.059800000000e+02	2.500000000000e+00
GASS11956	24	9.782000000000e+01	2.500000000000e+00
GASS11956	25	1.128800000000e+02	2.300000000000e+00
GASS11956	26	9.532000000000e+01	2.000000000000e+00
GASS11956	27	1.132800000000e+02	1.800000000000e+00
GASS11956	28	1.034200000000e+02	1.600000000000e+00
GASS11956	29	1.124800000000e+02	1.500000000000e+00
GASS11956	30	1.169200000000e+02	1.400000000000e+00
GASS11956	31	1.131800000000e+02	1.500000000000e+00
GASS11956	32	1.263200000000e+02	1.600000000000e+00
GASS11956	33	1.097800000000e+02	1.700000000000e+00
GASS11956	34	1.325200000000e+02	1.800000000000e+00
GASS11956	35	1.110800000000e+02	2.100000000000e+00
GASS11956	36	1.165800000000e+02	2.200000000000e+00
GASS11956	37	1.177800000000e+02	1.700000000000e+00
GASS11956	38	1.072800000000e+02	2.300000000000e+00
GASS11956	39	9.638000000000e+01	3.500000000000e+00
GASS11956	40	8.568000000000e+01	7.600000000000e+00
GASS12002	2	2.243000000000e+01	6.900000000000e+00
GASS12002	3	2.977000000000e+01	9.100000000000e+00
GASS12002	4	3.783000000000e+01	7.300000000000e+00
GASS12002	5	4.577000000000e+01	6.600000000000e+00
GASS12002	6	5.603000000000e+01	6.900000000000e+00
GASS12002	7	6.367000000000e+01	6.200000000000e+00
GASS12002	8	8.083000000000e+01	6.300000000000e+00
GASS12002	9	8.267000000000e+01	5.500000000000e+00
GASS12002	10	8.423000000000e+01	5.400000000000e+00
GASS12002	11	1.023700000000e+02	5.200000000000e+00
GASS12002	12	1.161300000000e+02	5.300000000000e+00
GASS12002	13	1.218700000000e+02	4.300000000000e+00
GASS12002	14	1.256300000000e+02	4.400000000000e+00
GASS12002	15	1.279700000000e+02	4.100000000000e+00
GASS12002	16	1.370300000000e+02	3.600000000000e+00
GASS12002	17	1.343700000000e+02	3.500000000000e+00
GASS12002	18	1.646300000000e+02	3.100000000000e+00
GASS12002	19	1.350700000000e+02	2.600000000000e+00
GASS12002	20	1.572300000000e+02	2.300000000000e+00
GASS12002	21	1.626700000000e+02	1.900000000000e+00
GASS12002	22	1.653300000000e+02	1.800000000000e+00
GASS12002	23	1.631700000000e+02	1.800000000000e+00
GASS12002	24	1.788300000000e+02	1.800000000000e+00
GASS12002	25	1.712700000000e+02	2.200000000000e+00
GASS12002	26	1.598300000000e+02	2.500000000000e+00
GASS12002	27	1.746700000000e+02	3.000000000000e+00
GASS12002	28	1.593300000000e+02	3.400000000000e+00
GASS12002	29	1.665700000000e+02	3.800000000000e+00
GASS12002	30	1.768300000000e+02	3.900000000000e+00
GASS12002	31	1.770700000000e+02	4.500000000000e+00
GASS12002	32	1.502300000000e+02	4.800000000000e+00
GASS12002	33	1.672700000000e+02	4.800000000000e+00
GASS12002	34	1.654300000000e+02	4.700000000000e+00
GASS12002	35	1.808700000000e+02	5.400000000000e+00
GASS12002	36	1.632300000000e+02	5.600000000000e+00
GASS12002	37	1.576700000000e+02	6.500000000000e+00
GASS12002	38	1.686300000000e+02	6.100000000000e+00
GASS12002	39	1.408700000000e+02	6.900000000000e+00
GASS12002	40	2.083300000000e+02	6.900000000000e+00
GASS12002	41	1.885700000000e+02	7.100000000000e+00
GASS12002	42	1.742300000000e+02	8.300000000000e+00
GASS12002	43	1.669700000000e+02	6.200000000000e+00
GASS12002	44	1.505300000000e+02	8.200000000000e+00
GASS12002	45	1.907700000000e+02	6.900000000000e+00
GASS12460	1	4.776000000000e+01	1.790000000000e+01
GASS12460	2	7.786000000000e+01	1.310000000000e+01
GASS12460	3	1.016400000000e+02	1.750000000000e+01
GASS12460	4	1.449400000000e+02	1.490000000000e+01
GASS12460	5	1.654400000000e+02	1.530000000000e+01
GASS12460	6	1.628400000000e+02	1.270000000000e+01
