#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-04T04:15:36 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-04T04:15:36	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J%2FA%2BA%2F534%2FA109%2Fmcxc&-out.max=unlimited&-out.all=	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_35340109
#Name: J/A+A/534/A109
#Title: MCXC Meta-Catalogue X-ray galaxy Clusters (Piffaretti+, 2011)
#INFO	ivoid=ivo://cds.vizier/j/a+a/534/a109	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/534/a109	    IVOID of underlying data collection
#INFO	creator=Piffaretti R.	    First author or institution
#INFO	cites=bibcode:2011A&A...534A.109P	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2011	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/534/A109	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.35340109	    Dataset identifier that can be used for citation
#INFO	publication_date=2017-09-19	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_A_A_534_A109_mcxc:
#Name: J/A+A/534/A109/mcxc
#Title: MCXC catalogue (table2 of the paper)
#Column	MCXC	(A12)	MCXC name (JHHMM.m+DDMM)	[ucd=meta.id;meta.main]
#Column	OName	(a18)	Other name	[ucd=meta.id]
#Column	RAJ2000	(A10)	Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A9)	Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	z	(F7.4)	Redshift	[ucd=src.redshift]
#Column	L500	(F9.6)	X-ray luminosity in 10^44^erg/s (1)	[ucd=phys.luminosity;em.X-ray]
#Column	M500	(F7.4)	Total mass (1)	[ucd=phys.mass]
#Column	R500	(F7.4)	Characteristic radius (1)	[ucd=phys.size.radius]
#Column	Notes	(a42)	Notes (losStr = line of sight structure)	[ucd=meta.note]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
MCXC	OName	RAJ2000	DEJ2000	z	L500	M500	R500	Notes	Simbad
J0155.1+3355	RXC J0155.1+3355  	01 55 09.5	+33 55 20	 0.0872	 1.052481	 1.9872	 0.8630	B                                         	Simbad
J0157.1+4120	RXC J0157.1+4120  	01 57 07.8	+41 20 24	 0.0810	 0.868597	 1.7753	 0.8328	                                          	Simbad
J0157.4-0550	RXCJ0157.4-0550   	01 57 24.3	-05 50 24	 0.1289	 1.286803	 2.1808	 0.8779	D,two maxima/NE-SW,losStr                 	Simbad
J0157.4+3213	A278              	01 57 25.7	+32 13 26	 0.0894	 0.650792	 1.4800	 0.7817	                                          	Simbad
J0158.4-0146	RXC J0158.4-0146  	01 58 28.4	-01 46 51	 0.1632	 1.449151	 2.2867	 0.8815	                                          	Simbad
J0159.3+0030	BVH2007 20        	01 59 18.2	+00 30 09	 0.3860	 2.114745	 2.4175	 0.8273	                                          	Simbad
J0159.8-0850	MACSJ0159.8-0849  	01 59 49.4	-08 50 01	 0.4050	14.439212	 9.1513	 1.2800	                                          	Simbad
J0200.2+3126	RXC J0200.2+3126  	02 00 16.5	+31 26 11	 0.0168	 0.040254	 0.2848	 0.4618	                                          	Simbad
J0201.7-0212	RXCJ0201.7-0212   	02 01 44.2	-02 12 03	 0.1960	 4.271815	 4.3137	 1.0767	                                          	Simbad
J0201.7+0344	MS0159.1+0330     	02 01 47.9	+03 44 55	 0.1650	 0.533551	 1.2418	 0.7187	                                          	Simbad
J0202.3-4447	RXC J0202.3-4447  	02 02 18.8	-44 47 37	 0.0616	 0.200834	 0.7366	 0.6251	                                          	Simbad
J0202.3-0107	RXCJ0202.3-0107   	02 02 19.9	-01 07 13	 0.0427	 0.147336	 0.6177	 0.5930	losStr                                    	Simbad
J0206.3+1511	RX J0206.3+1511   	02 06 23.4	+15 11 16	 0.2480	 0.345262	 0.8941	 0.6254	RDCS/RIXOS/WARPS1                         	Simbad
J0206.4-1453	RXCJ0206.4-1453   	02 06 30.0	-14 53 38	 0.1529	 1.768408	 2.6016	 0.9235	                                          	Simbad
J0206.8-1309	BVH2007 21        	02 06 49.9	-13 09 09	 0.3210	 1.152970	 1.7606	 0.7630	                                          	Simbad
J0209.5+1946	RXC J0209.5+1946  	02 09 31.1	+19 46 10	 0.0657	 0.541372	 1.3447	 0.7629	                                          	Simbad
J0209.8-5116	BVH2007 22        	02 09 52.8	-51 16 19	 0.2060	 0.299471	 0.8467	 0.6235	                                          	Simbad
J0210.2-3932	RX J0210.2-3932   	02 10 13.8	-39 32 51	 0.1680	 0.054803	 0.3093	 0.4517	RDCS                                      	Simbad
J0210.4-3929	RX J0210.4-3929   	02 10 25.6	-39 29 47	 0.1650	 0.072773	 0.3685	 0.4794	RDCS/WARPS1                               	Simbad
J0211.4-4017	RXCJ0211.4-4017   	02 11 25.5	-40 17 12	 0.1008	 0.786378	 1.6478	 0.8072	                                          	Simbad
J0212.8-4707	RXC J0212.8-4707  	02 12 53.9	-47 07 58	 0.1150	 1.162194	 2.0701	 0.8668	                                          	Simbad
J0214.2+5144	RXC J0214.2+5144  	02 14 16.2	+51 44 48	 0.0489	 0.573141	 1.4083	 0.7789	                                          	Simbad
J0214.6-0433	RXC J0214.6-0433  	02 14 41.1	-04 33 48	 0.1393	 0.942175	 1.7898	 0.8191	                                          	Simbad
J0216.3-4816	RXC J0216.3-4816  	02 16 19.1	-48 16 23	 0.1709	 1.947197	 2.7225	 0.9318	                                          	Simbad
J0216.5-1747	BVH2007 23        	02 16 33.7	-17 47 27	 0.5780	 2.266638	 2.1474	 0.7376	                                          	Simbad
J0216.7-4749	RXCJ0216.7-4749   	02 16 42.3	-47 49 24	 0.0640	 0.336548	 1.0075	 0.6933	                                          	Simbad
J0217.2-5244	RXCJ0217.2-5244   	02 17 12.6	-52 44 49	 0.3432	10.986960	 6.8371	 1.1893	                                          	Simbad
J0220.9-3829	RXCJ0220.9-3829   	02 20 56.6	-38 29 05	 0.2280	 4.476850	 4.3319	 1.0660	                                          	Simbad
J0221.1+1958	RX J0221.1+1958   	02 21 08.5	+19 58 26	 0.4500	 2.613299	 2.6087	 0.8278	                                          	Simbad
J0223.4-0852	BVH2007 24        	02 23 28.2	-08 52 12	 0.1630	 0.265864	 0.8132	 0.6246	                                          	Simbad
J0225.1-2928	RXCJ0225.1-2928   	02 25 10.5	-29 28 26	 0.0604	 0.399145	 1.1207	 0.7192	                                          	Simbad
J0225.9-4154	RXCJ0225.9-4154   	02 25 54.6	-41 54 35	 0.2195	 6.076038	 5.2528	 1.1402	                                          	Simbad
J0227.2-2851	RXC J0227.2-2851  	02 27 12.6	-28 51 18	 0.2138	 1.547860	 2.2917	 0.8666	                                          	Simbad
J0228.1+2811	RXC J0228.1+2811  	02 28 09.6	+28 11 40	 0.0353	 0.162758	 0.6596	 0.6075	                                          	Simbad
J0228.2-1005	BVH2007 25        	02 28 13.5	-10 05 45	 0.1490	 0.212396	 0.7165	 0.6017	                                          	Simbad
J0228.3+2325	BVH2007 26        	02 28 22.6	+23 25 23	 0.3050	 1.032383	 1.6671	 0.7538	                                          	Simbad
J0229.3-3332	RXCJ0229.3-3332   	02 29 22.3	-33 32 16	 0.0792	 0.561478	 1.3623	 0.7629	P,GR1                                     	Simbad
J0230.4+1836	BVH2007 27        	02 30 26.6	+18 36 22	 0.7990	 6.886661	 3.5043	 0.7952	                                          	Simbad
J0230.7-3305	RXCJ0230.7-3305   	02 30 43.5	-33 05 55	 0.0760	 0.418594	 1.1414	 0.7200	PB,GR1                                    	Simbad
J0231.7-0451	RXC J0231.7-0451  	02 31 47.3	-04 51 21	 0.1843	 2.007814	 2.7463	 0.9301	                                          	Simbad
J0231.9+0114	RXCJ0231.9+0114   	02 31 57.1	+01 14 40	 0.0221	 0.029541	 0.2351	 0.4325	losStr                                    	Simbad
J0232.2-4420	RXCJ0232.2-4420   	02 32 16.8	-44 20 51	 0.2836	 8.499136	 6.1319	 1.1728	B                                         	Simbad
J0234.2-0356	WARP J0234.2-0356 	02 34 13.3	-03 56 51	 0.4470	 0.651633	 1.1213	 0.6255	                                          	Simbad
J0236.6-1923	RXCJ0236.6-1923   	02 36 40.2	-19 23 13	 0.0907	 0.669697	 1.5047	 0.7857	                                          	Simbad
J0237.4-2630	RXCJ0237.4-2630   	02 37 29.2	-26 30 17	 0.2216	 3.823944	 3.9543	 1.0365	                                          	Simbad
J0237.9-5224	BVH2007 28        	02 37 59.6	-52 24 47	 0.1360	 0.509129	 1.2327	 0.7241	                                          	Simbad
J0239.8-2320	RX J0239.8-2320   	02 39 52.6	-23 20 35	 0.4500	 0.832318	 1.2985	 0.6560	                                          	Simbad
J0241.3-2839	RXC J0241.3-2839  	02 41 20.9	-28 39 27	 0.2323	 3.399513	 3.6504	 1.0053	                                          	Simbad
J0242.5-2132	MACSJ0242.5-2132  	02 42 35.9	-21 32 26	 0.3140	13.220298	 5.0925	 1.0900	                                          	Simbad
J0244.1-2611	RXC J0244.1-2611  	02 44 06.3	-26 11 07	 0.1362	 1.266904	 2.1489	 0.8714	                                          	Simbad
J0245.2-4627	RXC J0245.2-4627  	02 45 12.6	-46 27 14	 0.0868	 0.384329	 1.0754	 0.7034	                                          	Simbad
J0245.7+0936	BVH2007 29        	02 45 45.7	+09 36 36	 0.1470	 0.521279	 1.2406	 0.7230	                                          	Simbad
J0246.0+3653	RXC J0246.0+3653  	02 46 02.6	+36 53 16	 0.0488	 0.713622	 1.6098	 0.8145	                                          	Simbad
J0248.0-0332	RXCJ0248.0-0332   	02 48 02.0	-03 32 15	 0.1883	 4.123734	 4.2465	 1.0740	                                          	Simbad
J0248.2-0216	RXC J0248.2-0216  	02 48 16.3	-02 16 44	 0.2360	 6.162332	 5.2314	 1.1319	                                          	Simbad
J0249.6-3111	RXCJ0249.6-3111   	02 49 36.9	-31 11 19	 0.0230	 0.084804	 0.4469	 0.5356	L                                         	Simbad
J0250.0+1907	BVH2007 30        	02 50 03.6	+19 07 51	 0.1220	 0.147644	 0.5854	 0.5676	                                          	Simbad
J0250.2-2129	RXCJ0250.2-2129   	02 50 17.2	-21 29 56	 0.2070	 3.820564	 3.9964	 1.0456	X *                                       	Simbad
J0251.2-2055	BVH2007 31        	02 51 17.8	-20 55 46	 0.3250	 1.190621	 1.7897	 0.7660	                                          	Simbad
J0251.4-2456	RXC J0251.4-2456  	02 51 28.8	-24 56 58	 0.1134	 0.818425	 1.6735	 0.8079	                                          	Simbad
J0252.8-0116	RXCJ0252.8-0116   	02 52 49.4	-01 16 27	 0.0235	 0.091018	 0.4664	 0.5432	                                          	Simbad
J0254.4+4134	RXC J0254.4+4134  	02 54 29.5	+41 34 18	 0.0172	 0.854335	 1.8346	 0.8591	                                          	Simbad
J0255.8+0918	RXC J0255.8+0918  	02 55 51.3	+09 18 48	 0.0258	 0.050435	 0.3249	 0.4812	?                                         	Simbad
J0256.5+0006	RX J0256.5+0006   	02 56 33.0	+00 06 12	 0.3600	 3.662998	 3.4520	 0.9410	                                          	Simbad
J0257.1-2326	MACSJ0257.1-2325  	02 57 09.2	-23 26 06	 0.5049	12.519740	 6.4762	 1.0970	                                          	Simbad
J0257.6+0600	A400              	02 57 38.9	+06 00 22	 0.0238	 0.221118	 0.8012	 0.6505	                                          	Simbad
J0257.6-2209	MACSJ0257.6-2209  	02 57 41.3	-22 09 14	 0.3220	 6.225947	 5.8788	 1.1400	                                          	Simbad
J0257.8+1302	RXC J0257.8+1302  	02 57 49.8	+13 02 57	 0.0722	 3.592916	 4.2452	 1.1169	                                          	Simbad
J0258.2-2105	RXC J0258.2-2105  	02 58 15.0	-21 05 29	 0.1226	 0.764222	 1.5944	 0.7926	                                          	Simbad
J0258.7+0012	RX J0258.7+0012   	02 58 46.1	+00 12 44	 0.2590	 0.319229	 0.8451	 0.6113	                                          	Simbad
J0258.9+1334	RXC J0258.9+1334  	02 58 57.5	+13 34 46	 0.0739	 6.088643	 5.8488	 1.2421	L                                         	Simbad
J0259.5+0013	BVH2007 32        	02 59 33.8	+00 13 45	 0.1940	 0.488026	 1.1508	 0.6936	                                          	Simbad
J0300.7+4427	RXC J0300.7+4427  	03 00 45.0	+44 27 47	 0.0300	 0.937590	 1.9253	 0.8696	                                          	Simbad
J0301.6+0155	RXCJ0301.6+0155   	03 01 37.2	+01 55 11	 0.1712	 3.711221	 4.0333	 1.0621	X                                         	Simbad
J0301.8+3550	A407              	03 01 49.4	+35 50 06	 0.0464	 0.282261	 0.9159	 0.6754	                                          	Simbad
J0302.3-0423	BVH2007 33        	03 02 21.3	-04 23 29	 0.3500	 7.917197	 5.5681	 1.1078	                                          	Simbad
J0303.3+0155	RXCJ0303.3+0155   	03 03 21.1	+01 55 35	 0.1530	 3.027404	 3.6105	 1.0301	                                          	Simbad
J0303.7-7752	RXCJ0303.7-7752   	03 03 46.4	-77 52 09	 0.2742	 6.344215	 5.1687	 1.1117	                                          	Simbad
J0304.1-3656	RXCJ0304.1-3656   	03 04 07.2	-36 56 36	 0.2192	 3.639374	 3.8438	 1.0276	                                          	Simbad
J0304.4-0702	BVH2007 34        	03 04 24.7	-07 02 13	 0.1350	 0.183334	 0.6618	 0.5887	                                          	Simbad
J0304.5+1527	MS0301.7+1516     	03 04 30.2	+15 27 30	 0.0830	 0.178731	 0.6761	 0.6033	                                          	Simbad
J0305.3+1728	MS0302.5+1717     	03 05 18.2	+17 28 24	 0.4249	 1.897601	 2.1915	 0.7888	                                          	Simbad
J0305.5+1710	MS0302.7+1658     	03 05 31.7	+17 10 03	 0.4246	 2.187326	 2.3904	 0.8120	                                          	Simbad
J0306.4-0943	BVH2007 35        	03 06 28.7	-09 43 50	 0.0342	 0.042077	 0.2893	 0.4617	                                          	Simbad
J0307.0-2840	RXCJ0307.0-2840   	03 07 04.1	-28 40 14	 0.2537	 6.258801	 5.2091	 1.1231	                                          	Simbad
J0307.0-0628	BVH2007 36        	03 07 04.7	-06 28 51	 0.3470	 3.027811	 3.1062	 0.9129	                                          	Simbad
J0308.9+2645	MACSJ0308.9+2645  	03 08 56.0	+26 45 35	 0.3560	14.700000	16.4000	 1.5800	                                          	Simbad
J0311.4-2653	RXCJ0311.4-2653   	03 11 25.0	-26 53 59	 0.0685	 0.334315	 1.0004	 0.6907	                                          	Simbad
J0311.5+0714	RXC J0311.5+0714  	03 11 35.8	+07 14 17	 0.1420	 1.004167	 1.8571	 0.8284	?                                         	Simbad
J0313.3+2624	RXC J0313.3+2624  	03 13 22.5	+26 24 24	 0.1649	 1.212633	 2.0487	 0.8493	                                          	Simbad
J0313.6-3817	RXC J0313.6-3817  	03 13 38.0	-38 17 55	 0.0833	 0.356274	 1.0294	 0.6940	                                          	Simbad
J0314.3-4525	RXCJ0314.3-4525   	03 14 19.8	-45 25 27	 0.0718	 1.027456	 1.9792	 0.8662	                                          	Simbad
J0317.9-4414	RXCJ0317.9-4414   	03 17 58.5	-44 14 20	 0.0752	 3.815928	 4.3948	 1.1288	                                          	Simbad
J0318.2-0301	RX J0318.2-0301   	03 18 17.5	-03 01 14	 0.3700	 0.962945	 1.5161	 0.7125	                                          	Simbad
J0318.5-0302	BVH2007 37        	03 18 33.4	-03 02 56	 0.3700	 2.699017	 2.8422	 0.8786	                                          	Simbad
J0319.7+4130	RXC J0319.7+4130  	03 19 47.2	+41 30 47	 0.0179	 6.217359	 6.1508	 1.2856	                                          	Simbad
J0320.3-4259	BVH2007 38        	03 20 18.1	-42 59 13	 0.1580	 0.294843	 0.8694	 0.6397	                                          	Simbad
J0320.6-4311	BVH2007 39        	03 20 37.8	-43 11 52	 0.1490	 0.226144	 0.7445	 0.6094	                                          	Simbad
J0321.9-5119	RX J0321.9-5119   	03 21 57.0	-51 19 33	 0.0696	 0.309916	 0.9545	 0.6797	                                          	Simbad
J0322.2-5310	RXCJ0322.2-5310   	03 22 12.7	-53 10 41	 0.0797	 0.454206	 1.1966	 0.7305	                                          	Simbad
J0322.3-4121	RXCJ0322.3-4121   	03 22 18.6	-41 21 34	 0.0643	 0.593611	 1.4238	 0.7780	                                          	Simbad
J0322.3-4918	BVH2007 NS 1      	03 22 20.5	-49 18 42	 0.0670	 0.065549	 0.3708	 0.4964	                                          	Simbad
J0322.9-1338	BVH2007 40        	03 22 59.4	-13 38 15	 0.3340	 1.006899	 1.6041	 0.7361	                                          	Simbad
J0323.9-1916	BVH2007 41        	03 23 59.5	-19 16 34	 0.3320	 1.530195	 2.0738	 0.8025	                                          	Simbad
J0327.9+0233	BVH2007 42        	03 27 54.5	+02 33 47	 0.0302	 0.029697	 0.2346	 0.4311	                                          	Simbad
J0328.6-2140	BVH2007 43        	03 28 36.1	-21 40 04	 0.5900	 3.509710	 2.7751	 0.7996	                                          	Simbad
J0328.6-5542	RXCJ0328.6-5542   	03 28 37.5	-55 42 46	 0.0853	 1.467361	 2.4368	 0.9243	                                          	Simbad
J0329.6-0211	MACSJ0329.6-0211  	03 29 41.5	-02 11 46	 0.4500	13.573036	 4.4622	 0.9900	                                          	Simbad
J0330.0-5235	RXCJ0330.0-5235   	03 30 00.7	-52 35 46	 0.0624	 1.101682	 2.0786	 0.8831	DL,two maxima/NE-SW                       	Simbad
J0331.1-2100	RXCJ0331.1-2100   	03 31 07.3	-21 00 12	 0.1880	 3.817746	 4.0524	 1.0575	X *                                       	Simbad
J0331.9-4524	BVH2007 NS 2      	03 31 59.4	-45 24 24	 0.0671	 0.026910	 0.2155	 0.4142	                                          	Simbad
J0332.2-2910	BVH2007 44        	03 32 13.5	-29 10 39	 0.1500	 0.421145	 1.0869	 0.6911	                                          	Simbad
J0333.0-3913	RX J0333.0-3914   	03 33 05.6	-39 13 49	 0.2450	 0.119042	 0.4682	 0.5047	                                          	Simbad
J0333.1-2456	BVH2007 45        	03 33 10.2	-24 56 41	 0.4750	 2.430499	 2.4442	 0.8021	                                          	Simbad
J0334.0-3900	BVH2007 46        	03 34 03.7	-39 00 49	 0.0623	 0.059841	 0.3519	 0.4885	                                          	Simbad
J0334.9-5342	RXCJ0334.9-5342   	03 34 56.2	-53 42 08	 0.0619	 0.287080	 0.9158	 0.6721	                                          	Simbad
J0336.3-4037	RXCJ0336.3-4037   	03 36 18.7	-40 37 20	 0.1729	 4.122744	 4.2950	 1.0839	                                          	Simbad
J0336.3-0347	RXCJ0336.3-0347   	03 36 22.8	-03 47 29	 0.1595	 2.299077	 3.0382	 0.9703	X *                                       	Simbad
J0336.8-2804	BVH2007 47        	03 36 49.4	-28 04 53	 0.1050	 0.381559	 1.0571	 0.6952	                                          	Simbad
J0337.0-3949	RXCJ0337.0-3949   	03 37 00.0	-39 49 12	 0.1030	 0.820253	 1.6881	 0.8131	losStr                                    	Simbad
J0337.7-2522	RX J0337.7-2522   	03 37 44.9	-25 22 39	 0.5850	 0.694751	 1.0380	 0.5773	RDCS/SSHARC                               	Simbad
J0338.1-2256	BVH2007 48        	03 38 11.8	-22 56 24	 0.1730	 0.207830	 0.6947	 0.5906	                                          	Simbad
J0338.4-3526	RXCJ0338.4-3526   	03 38 27.9	-35 26 54	 0.0051	 0.019681	 0.1855	 0.4017	B,losStr                                  	Simbad
J0338.6+0958	RXC J0338.6+0958  	03 38 40.8	+09 58 28	 0.0347	 2.452387	 3.4496	 1.0547	                                          	Simbad
J0339.4-3313	BVH2007 49        	03 39 24.3	-33 13 09	 0.2690	 1.038229	 1.7212	 0.7721	                                          	Simbad
J0340.1-5503	RXCJ0340.1-5503   	03 40 08.6	-55 03 14	 0.0464	 0.181068	 0.6987	 0.6171	L                                         	Simbad
J0340.1-1835	RXCJ0340.1-1835   	03 40 11.4	-18 35 15	 0.0056	 0.002826	 0.0568	 0.2707	                                          	Simbad
J0340.4-2840	BVH2007 50        	03 40 27.2	-28 40 20	 0.0680	 0.291700	 0.9209	 0.6720	                                          	Simbad
J0340.6-0239	RXCJ0340.6-0239   	03 40 41.8	-02 39 57	 0.0352	 0.220850	 0.7946	 0.6464	                                          	Simbad
J0340.8-4542	RXCJ0340.8-4542   	03 40 49.3	-45 42 19	 0.0698	 0.452149	 1.2015	 0.7339	                                          	Simbad
J0340.8-2823	BVH2007 51        	03 40 51.6	-28 23 10	 0.3460	 1.635278	 2.1352	 0.8060	                                          	Simbad
J0341.2+1524	RXC J0341.2+1524  	03 41 16.9	+15 24 27	 0.0311	 0.391810	 1.1301	 0.7279	                                          	Simbad
J0341.9-4500	RX J0341.9-4500   	03 41 57.1	-45 00 11	 0.4080	 0.149877	 0.4727	 0.4761	RDCS                                      	Simbad
J0342.8-5338	RXCJ0342.8-5338   	03 42 53.9	-53 38 07	 0.0590	 2.764920	 3.6513	 1.0667	L,losStr                                  	Simbad
J0345.7-4112	RXCJ0345.7-4112   	03 45 45.7	-41 12 27	 0.0603	 0.489851	 1.2699	 0.7498	                                          	Simbad
J0345.9-2416	RXCJ0345.9-2416   	03 45 56.0	-24 16 49	 0.1057	 1.462214	 2.3970	 0.9131	                                          	Simbad
J0346.1-5702	RXCJ0346.1-5702   	03 46 09.6	-57 03 00	 0.0570	 0.537529	 1.3469	 0.7655	L                                         	Simbad
J0347.0-2900	RXCJ0347.0-2900   	03 47 00.2	-29 00 13	 0.1419	 1.970979	 2.8018	 0.9502	                                          	Simbad
J0348.1-1201	WARP J0348.1-1201 	03 48 08.7	-12 01 34	 0.4880	 1.151450	 1.5331	 0.6831	                                          	Simbad
J0348.3-3328	BVH2007 52        	03 48 22.4	-33 28 33	 0.1650	 1.076854	 1.9055	 0.8290	                                          	Simbad
J0350.7-3801	BVH2007 53        	03 50 43.9	-38 01 25	 0.3630	 1.650428	 2.1178	 0.7986	see 400SD paper Sec. 4.1                  	Simbad
J0351.1-8212	RXCJ0351.1-8212   	03 51 08.9	-82 13 00	 0.0613	 1.200899	 2.1924	 0.8992	L                                         	Simbad
J0351.6-3649	RX J0351.6-3649   	03 51 37.8	-36 49 50	 0.3720	 0.580530	 1.1118	 0.6420	                                          	Simbad
J0352.3-5453	RXCJ0352.3-5453   	03 52 20.7	-54 53 09	 0.0447	 0.173097	 0.6806	 0.6121	                                          	Simbad
J0352.4-7401	MS0353.3-7411     	03 52 29.5	-74 01 51	 0.1270	 2.276006	 3.0920	 0.9869	                                          	Simbad
J0352.9+1941	RXC J0352.9+1941  	03 52 59.8	+19 41 22	 0.1085	 2.218114	 3.0843	 0.9922	                                          	Simbad
J0354.5-4233	BVH2007 54        	03 54 34.6	-42 33 33	 0.2240	 0.424316	 1.0329	 0.6620	                                          	Simbad
J0354.5-3745	BVH2007 55        	03 54 35.4	-37 45 20	 0.2510	 4.832247	 4.4584	 1.0673	                                          	Simbad
J0355.4-3634	BVH2007 56        	03 55 29.9	-36 34 03	 0.3200	 4.520231	 4.0532	 1.0079	                                          	Simbad
J0355.9-3741	BVH2007 57        	03 55 59.3	-37 41 46	 0.4730	 2.939714	 2.7494	 0.8349	                                          	Simbad
J0358.9-2955	MACSJ0358.8-2955  	03 58 54.4	-29 55 32	 0.4250	18.900000	 8.9001	 1.2584	                                          	Simbad
J0359.1-0320	RXCJ0359.1-0320   	03 59 09.2	-03 20 28	 0.1220	 1.260724	 2.1645	 0.8778	                                          	Simbad
J0404.6+1109	RXC J0404.6+1109  	04 04 37.4	+11 09 57	 0.3548	 6.654686	 4.9890	 1.0660	                                          	Simbad
J0405.4-4100	BVH2007 58        	04 05 24.3	-41 00 15	 0.6860	 3.541152	 2.5714	 0.7502	                                          	Simbad
J0406.7-7116	MS0407.2-7123     	04 06 45.8	-71 16 30	 0.2290	 1.305728	 2.0420	 0.8293	                                          	Simbad
J0408.2-3053	RXCJ0408.2-3053   	04 08 16.2	-30 53 40	 0.0600	 0.664945	 1.5303	 0.7980	losStr                                    	Simbad
J0413.4+1028	RXC J0413.4+1028  	04 13 25.6	+10 28 01	 0.0882	 7.217588	 6.4240	 1.2756	                                          	Simbad
J0413.9-3805	RXCJ0413.9-3805   	04 13 57.1	-38 06 00	 0.0501	 0.725639	 1.6249	 0.8167	B                                         	Simbad
J0416.7-5525	RX J0416.7-5525   	04 16 44.9	-55 25 08	 0.3650	 0.664022	 1.2136	 0.6629	                                          	Simbad
J0417.4-4512	BVH2007 59        	04 17 25.8	-45 12 28	 0.2130	 0.884178	 1.6298	 0.7737	                                          	Simbad
J0417.5-1154	MACSJ0417.5-1154  	04 17 34.3	-11 54 27	 0.4430	29.100000	22.1000	 1.6900	                                          	Simbad
J0419.6+0224	RXCJ0419.6+0224   	04 19 37.8	+02 24 50	 0.0131	 0.176462	 0.7031	 0.6248	L                                         	Simbad
J0420.1-3838	MS0418.3-3844     	04 20 06.1	-38 38 03	 0.3500	 0.854905	 1.4331	 0.7046	                                          	Simbad
J0420.7-3841	MS0419.0-3848     	04 20 44.7	-38 41 57	 0.2250	 0.232609	 0.7154	 0.5855	                                          	Simbad
J0421.0-4629	BVH2007 60        	04 21 03.5	-46 29 34	 0.1310	 0.230712	 0.7635	 0.6183	                                          	Simbad
